Gestor de red;Provincia;Municipio;Coordenada UTM X;Coordenada UTM Y;Subestación;Nivel de Tensión (kV);Capacidad firme disponible (MW);Capacidad comprometida por cuestiones regulatorias;Capacidad de acceso firme de demanda ocupada (MW);Capacidad de acceso firme admitida y no evaluada (MW);Posiciones ocupadas;Posiciones libres;Nudo 0*;Comentarios;Denominación del Punto de Conexión;Identificador del Punto de Conexión
R1-001;Madrid;El Escorial;405592,223561096;4495590,22062426;4027;66;0;0;0;0;;;0;;ESCORIAL A1 66.000;0021030419
R1-001;Madrid;El Escorial;405592,223561096;4495590,22062426;4027;66;0;0;0;0;;;0;;ESCORIAL A2 66.000;0021030929
R1-001;Madrid;El Escorial;405592,223561096;4495590,22062426;4027;20;0;0;13,44;0;;;0;;ESCORIAL T1 ;0528466227
R1-001;Madrid;El Escorial;405592,223561096;4495590,22062426;4027;20;0;0;10,46;0;;;0;;ESCORIAL T2 ;0528466228
R1-001;Madrid;Parla;435198,6335686;4453914,10751895;4925;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;FELIPE2 T1  ;0528066768
R1-001;Madrid;Parla;435198,6335686;4453914,10751895;4925;15;0;1;6,48;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;FELIPE2 T1  ;0528141676
R1-001;Madrid;Parla;435198,6335686;4453914,10751895;4925;45;0;1;19,68;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;FELIPE2 T2  ;0528066769
R1-001;Madrid;Parla;435198,6335686;4453914,10751895;4925;15;0;0;5,6;0;;;0;;FELIPE2 T2  ;0528141650
R1-001;Madrid;Buitrago del Lozoya;446910,546646397;4539579,87705592;4096;66;0;0;0,1;0;;;0;;GANDULLA    66.000;0021030451
R1-001;Madrid;Buitrago del Lozoya;446910,546646397;4539579,87705592;4096;20;0;0;6,27;0;;;0;;GANDULLA T1 ;0528088215
R1-001;Madrid;Buitrago del Lozoya;446910,546646397;4539579,87705592;4096;20;0;0;3,12;0;;;0;;GANDULLA T2 ;0528088176
R1-001;Madrid;Griñón;426947,295557795;4450860,08741124;4169;45;0;1;1,67;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;GRINON T1   ;0528066782
R1-001;Madrid;Griñón;426947,295557795;4450860,08741124;4169;15;0;1;2,78;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;GRINON T1   ;0528066783
R1-001;Madrid;Griñón;426947,295557795;4450860,08741124;4169;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;GRINON T2   ;0528066784
R1-001;Madrid;Griñón;426947,295557795;4450860,08741124;4169;15;0;1;8,06;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;GRINON T2   ;0528066785
R1-001;Madrid;Humanes de Madrid;428653,058738774;4454520,31486285;4895;45;0;1;16,96;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;HUMANES T1  ;0528066786
R1-001;Madrid;Humanes de Madrid;428653,058738774;4454520,31486285;4895;15;0;1;6,86;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;HUMANES T1  ;0528066787
R1-001;Madrid;Humanes de Madrid;428653,058738774;4454520,31486285;4895;45;0;1;1,15;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;HUMANES T2  ;0528066788
R1-001;Madrid;Humanes de Madrid;428653,058738774;4454520,31486285;4895;15;0;1;23,53;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;HUMANES T2;0528066789
R1-001;Madrid;Getafe;439355,85109724;4462689,98003732;4913;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;JUCIERVA T1 ;0528066790
R1-001;Madrid;Getafe;439355,85109724;4462689,98003732;4913;15;0;1;8,87;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;JUCIERVA T1 ;0528141681
R1-001;Madrid;Getafe;439355,85109724;4462689,98003732;4913;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;JUCIERVA T2 ;0528066791
R1-001;Madrid;Getafe;439355,85109724;4462689,98003732;4913;15;0;1;9,4;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;JUCIERVA T2 ;0528141680
R1-001;Madrid;Getafe;439355,85109724;4462689,98003732;4913;15;0;1;6,75;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;JUCIERVA T3 ;0528141682
R1-001;Madrid;Móstoles;424676,344941987;4462561,68948561;4903;45;0;1;3,75;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ANTUSANA T1 ;0528065002
R1-001;Madrid;Móstoles;424676,344941987;4462561,68948561;4903;15;0;1;6,84;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ANTUSANA T1 ;0528065003
R1-001;Madrid;Móstoles;424676,344941987;4462561,68948561;4903;45;0;1;8;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ANTUSANA T2 ;0528065004
R1-001;Madrid;Móstoles;424676,344941987;4462561,68948561;4903;15;0;1;4,29;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ANTUSANA T2 ;0528065005
R1-001;Madrid;San Martín de Valdeiglesias;383469,425312126;4465901,85678252;4961;45;0;0;1,2;0;;;0;;BIZCA T1;0528065008
R1-001;Madrid;San Martín de Valdeiglesias;383469,425312126;4465901,85678252;4961;15;0;0;6,14;0;;;0;;BIZCA T1    ;0528065009
R1-001;Madrid;San Martín de Valdeiglesias;383469,425312126;4465901,85678252;4961;45;0;0;0;0;;;0;;BIZCA T2;0528065010
R1-001;Madrid;San Martín de Valdeiglesias;383469,425312126;4465901,85678252;4961;15;0;0;4,12;0;;;0;;BIZCA T2    ;0528065011
R1-001;Madrid;Alcorcón;428638,41862111;4467273,30593151;5114;45;0;1;3;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PERATA T1   ;0528066839
R1-001;Madrid;Alcorcón;428638,41862111;4467273,30593151;5114;15;0;1;10,54;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PERATA T1   ;0528066840
R1-001;Madrid;Alcorcón;428638,41862111;4467273,30593151;5114;45;0;1;8,03;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PERATA T2   ;0528066841
R1-001;Madrid;Alcorcón;428638,41862111;4467273,30593151;5114;15;0;1;8,81;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PERATA T2   ;0528066842
R1-001;Madrid;Alcorcón;428638,41862111;4467273,30593151;5114;20;0;0;8,61;0;;;0;;PERATA T3   ;0528066844
R1-001;Madrid;Móstoles;428007,387698357;4463629,5149384;4907;15;0;1;6,86;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;REGUERA T1  ;0528066886
R1-001;Madrid;Móstoles;428007,387698357;4463629,5149384;4907;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;REGUERA T1  ;0528215633
R1-001;Madrid;Móstoles;428007,387698357;4463629,5149384;4907;15;0;1;5,64;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;REGUERA T2  ;0528066888
R1-001;Madrid;Móstoles;428007,387698357;4463629,5149384;4907;45;0;1;4,95;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;REGUERA T2  ;0528215632
R1-001;Madrid;Fuenlabrada;432035,719047539;4461129,21063428;4899;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;SERNA T1    ;0528066901
R1-001;Madrid;Fuenlabrada;432035,719047539;4461129,21063428;4899;15;0;1;6,69;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;SERNA T1    ;0528066902
R1-001;Madrid;Fuenlabrada;432035,719047539;4461129,21063428;4899;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;SERNA T2    ;0528066903
R1-001;Madrid;Fuenlabrada;432035,719047539;4461129,21063428;4899;15;0;1;9,71;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;SERNA T2    ;0528066904
R1-001;Madrid;Torrejón de la Calzada;431596,015726964;4449051,13467707;5284;45;0;1;10,37;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;AVENIDAS T1 ;0528065006
R1-001;Madrid;Torrejón de la Calzada;431596,015726964;4449051,13467707;5284;15;0;0;13,81;0;;;0;;AVENIDAS T1 ;0528065007
R1-001;Madrid;Colmenar Viejo;433260,252763635;4500589,98875331;4196;20;0;0;1;0;;;0;;LAVANDER T1 ;0528826194
R1-001;Madrid;Colmenar Viejo;433260,252763635;4500589,98875331;4196;20;0;0;10;0;;;0;;LAVANDER T2 ;0528826197
R1-001;Madrid;Colmenar Viejo;433260,252763635;4500589,98875331;4196;66;0;0;0;0;;;0;;LAVANDERAS A    66.000;0021030500
R1-001;Madrid;Colmenar Viejo;433260,252763635;4500589,98875331;4196;66;0;0;0;0;;;0;;LAVANDERB   66.000;0021032500
R1-001;Madrid;Alcorcón;430001,177175882;4467252,39587446;4936;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;LISBOA T1   ;0528066801
R1-001;Madrid;Alcorcón;430001,177175882;4467252,39587446;4936;15;0;1;6,94;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;LISBOA T1   ;0528066802
R1-001;Madrid;Alcorcón;430001,177175882;4467252,39587446;4936;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;LISBOA T2   ;0528066803
R1-001;Madrid;Alcorcón;430001,177175882;4467252,39587446;4936;15;0;1;6,94;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;LISBOA T2   ;0528066804
R1-001;Madrid;Alcorcón;430645,237184316;4464906,82775728;4934;45;0;0;5;0;;;0;;ESCOLARE T1 ;0528066760
R1-001;Madrid;Alcorcón;430645,237184316;4464906,82775728;4934;15;0;0;1,67;0;;;0;;ESCOLARE T1 ;0528066761
R1-001;Madrid;Alcorcón;430645,237184316;4464906,82775728;4934;45;0;0;0;0;;;0;;ESCOLARE T2 ;0528066762
R1-001;Madrid;Alcorcón;430645,237184316;4464906,82775728;4934;15;0;0;1,73;0;;;0;;ESCOLARE T2 ;0528066763
R1-001;Madrid;Parla;433919,985658565;4452789,43349839;4926;45;0;1;17,95;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;NAVEROS T1  ;0528066833
R1-001;Madrid;Parla;433919,985658565;4452789,43349839;4926;15;0;1;4,05;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;NAVEROS T1  ;0528141651
R1-001;Madrid;Parla;433919,985658565;4452789,43349839;4926;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;NAVEROS T2  ;0528066834
R1-001;Madrid;Parla;433919,985658565;4452789,43349839;4926;15;0;1;0,79;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;NAVEROS T2  ;0528141652
R1-001;Madrid;Miraflores de la Sierra;434669,637559206;4514142,24702394;4135;66;0;0;1,2;0;;;0;;MIRAFL/A    66.000;0021030629
R1-001;Madrid;Miraflores de la Sierra;434669,637559206;4514142,24702394;4135;66;0;0;0;0;;;0;;MIRAFL/B    66.000;0021031633
R1-001;Madrid;Miraflores de la Sierra;434669,637559206;4514142,24702394;4135;20;0;0;4,83;0;;;0;;MIRAFLOR T1 ;0528088418
R1-001;Madrid;Miraflores de la Sierra;434669,637559206;4514142,24702394;4135;20;0;0;3,35;0;;;0;;MIRAFLOR T2 ;0528088417
R1-001;Madrid;Moralzarzal;419492,858229395;4506208,77959747;5240;66;0;0;0;0;;;0;;MORALZAR A1  66.000;0021030535
R1-001;Madrid;Moralzarzal;419492,858229395;4506208,77959747;5240;66;0;0;0;0;;;0;;MORALZAR A2  66.000;0021031205
R1-001;Madrid;Moralzarzal;419492,858229395;4506208,77959747;5240;20;0;0;26,83;0;;;0;;MORALZAR T1 ;0528066819
R1-001;Madrid;Moralzarzal;419492,858229395;4506208,77959747;5240;20;0;0;21,54;0;;;0;;MORALZAR T2 ;0528066821
R1-001;Madrid;Móstoles;426389,898028506;4463462,39347227;4906;45;0;1;8;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;MOSTOLES T1 ;0528066822
R1-001;Madrid;Móstoles;426389,898028506;4463462,39347227;4906;15;0;0;8,79;0;;;0;;MOSTOLES T1 ;0528146087
R1-001;Madrid;Móstoles;426389,898028506;4463462,39347227;4906;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;MOSTOLES T2 ;0528066823
R1-001;Madrid;Móstoles;426389,898028506;4463462,39347227;4906;15;0;1;6,86;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;MOSTOLES T2 ;0528066824
R1-001;Madrid;Navalagamella;405602,834454022;4479123,44469;4134;66;0;0;0;0;;;0;;NAVALAG.    66.000;0021030531
R1-001;Madrid;Navalagamella;405602,834454022;4479123,44469;4134;20;0;0;15,92;0;;;0;;NAVALAGA T1 ;0528066828
R1-001;Madrid;Navalcarnero;414310,533424282;4461873,87389562;4904;45;0;0;1,96;0;;;0;;NAVALCAR T1 ;0528066829
R1-001;Madrid;Navalcarnero;414310,533424282;4461873,87389562;4904;15;0;0;3,68;0;;;0;;NAVALCAR T1 ;0528066830
R1-001;Madrid;Navalcarnero;414310,533424282;4461873,87389562;4904;45;0;1;18,64;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;NAVALCAR T2;0528066831
R1-001;Madrid;Navalcarnero;414310,533424282;4461873,87389562;4904;15;0;1;12,27;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;NAVALCAR T2 ;0528066832
R1-001;Madrid;Madrid;440595,467292494;4467827,82248794;4228;15;0;0;3,11;0;;;0;;OLVIDO T1   ;0528151916
R1-001;Madrid;Madrid;440595,467292494;4467827,82248794;4228;45;0;1;16;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;OLVIDO T1   ;0528151934
R1-001;Madrid;Alcorcón;431814,277176895;4465807,79547899;4885;45;0;0;0;0;;;0;;PIALCOR1 T1 ;0528066847
R1-001;Madrid;Alcorcón;431814,277176895;4465807,79547899;4885;15;0;0;5,52;0;;;0;;PIALCOR1 T1 ;0528066848
R1-001;Madrid;Alcorcón;431814,277176895;4465807,79547899;4885;45;0;1;4;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PIALCOR1 T2 ;0528066849
R1-001;Madrid;Alcorcón;431814,277176895;4465807,79547899;4885;15;0;1;1,2;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PIALCOR1 T2 ;0528066850
R1-001;Madrid;Leganés;435677,501145201;4463977,19369517;4881;45;0;1;6,25;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PILEGANE T1 ;0528066859
R1-001;Madrid;Leganés;435677,501145201;4463977,19369517;4881;15;0;1;5,53;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PILEGANE T1 ;0528066860
R1-001;Madrid;Leganés;435677,501145201;4463977,19369517;4881;45;0;1;10,14;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PILEGANE T2 ;0528066861
R1-001;Madrid;Leganés;435677,501145201;4463977,19369517;4881;15;0;0;9,56;0;;;0;;PILEGANE T2 ;0528066862
R1-001;Madrid;Pinto;439680,065314724;4456079,84152024;4924;45;0;1;24,75;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PIPINTO T1  ;0528066867
R1-001;Madrid;Pinto;439680,065314724;4456079,84152024;4924;15;0;1;11,54;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PIPINTO T1  ;0528066868
R1-001;Madrid;Pinto;439680,065314724;4456079,84152024;4924;45;0;1;25,15;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PIPINTO T2  ;0528066869
R1-001;Madrid;Pinto;439680,065314724;4456079,84152024;4924;15;0;1;13,29;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PIPINTO T2  ;0528066870
R1-001;Madrid;Pinto;438811,547215328;4455217,29641216;4923;45;0;1;10,9;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PINTOSTR T1 ;0528066865
R1-001;Madrid;Pinto;438811,547215328;4455217,29641216;4923;15;0;1;4,56;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PINTOSTR T1 ;0528066866
R1-001;Madrid;Madrid;434929,408189071;4468693,44239448;4888;15;0;1;13,68;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PIQUENAS T1 ;0528088163
R1-001;Madrid;Madrid;434929,408189071;4468693,44239448;4888;45;0;0;1,2;0;;;0;;PIQUENAS T1 ;0528150423
R1-001;Madrid;Madrid;434929,408189071;4468693,44239448;4888;15;0;0;8,64;0;;;0;;PIQUENAS T2 ;0528088164
R1-001;Madrid;Madrid;434929,408189071;4468693,44239448;4888;45;0;1;1,15;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PIQUENAS T2;0528150424
R1-001;Madrid;Móstoles;427691,833840059;4464461,76189418;4908;45;0;1;3,5;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PESTORIL T1 ;0528066845
R1-001;Madrid;Móstoles;427691,833840059;4464461,76189418;4908;15;0;1;7,18;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PESTORIL T1 ;0528143483
R1-001;Madrid;Móstoles;427691,833840059;4464461,76189418;4908;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PESTORIL T2 ;0528066846
R1-001;Madrid;Móstoles;427691,833840059;4464461,76189418;4908;15;0;1;5,11;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PESTORIL T2 ;0528141673
R1-001;Madrid;Leganés;433971,708888914;4464204,40480817;4880;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;PRAPOZUE T1 ;0528066876
R1-001;Madrid;Leganés;433971,708888914;4464204,40480817;4880;45;0;0;0;0;;;0;;PRAPOZUE T2 ;0528066878
R1-001;Madrid;Navalcarnero;419592,724836692;4460468,51854123;4900;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;RIOGUADA T1 ;0528066889
R1-001;Madrid;Navalcarnero;419592,724836692;4460468,51854123;4900;15;0;1;7,98;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;RIOGUADA T1 ;0528066890
R1-001;Madrid;San Agustín del Guadalix;447876,415247752;4502269,80892774;4091;20;0;0;72,16;0;;;0;;S.AGUSTI T1 ;0528088178
R1-001;Madrid;San Agustín del Guadalix;447876,415247752;4502269,80892774;4091;20;0;0;13,16;0;;;0;;S.AGUSTI T2 ;0528088177
R1-001;Madrid;San Agustín del Guadalix;447876,415247752;4502269,80892774;4091;20;0;0;26,7;0;;;0;;S.AGUSTI T3 ;0528088445
R1-001;Madrid;San Agustín del Guadalix;447876,415247752;4502269,80892774;4091;66;0;0;0;0;;;0;;S.AGUSTIN A    66.000;0021030602
R1-001;Madrid;San Agustín del Guadalix;447876,415247752;4502269,80892774;4091;66;0;0;0;0;;;0;;S.AGUSTIN B 66.000;0021048021
R1-001;Madrid;Getafe;440327,738185634;4460845,49666003;4919;45;0;1;8,26;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;SAMARCOS T1 ;0528066897
R1-001;Madrid;Getafe;440327,738185634;4460845,49666003;4919;15;0;0;11,36;6,76;;;0;;SAMARCOS T1 ;0528066898
R1-001;Madrid;Getafe;440327,738185634;4460845,49666003;4919;45;0;1;10,95;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;SAMARCOS T2 ;0528066899
R1-001;Madrid;Fuenlabrada;434697,32986531;4457128,99436568;4922;45;0;1;6,2;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;TAJAPIES T1 ;0528066905
R1-001;Madrid;Fuenlabrada;434697,32986531;4457128,99436568;4922;15;0;1;8,2;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;TAJAPIES T1 ;0528148158
R1-001;Madrid;Fuenlabrada;434697,32986531;4457128,99436568;4922;45;0;1;8;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;TAJAPIES T2 ;0528066906
R1-001;Madrid;Fuenlabrada;434697,32986531;4457128,99436568;4922;15;0;1;5,75;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;TAJAPIES T2 ;0528148159
R1-001;Madrid;Valdemorillo;409018,470469894;4484613,72770025;4986;66;0;0;0;0;;;0;;VALDMLLO    66.000;0021030645
R1-001;Madrid;Valdemorillo;409018,470469894;4484613,72770025;4986;20;0;0;14,46;0;;;0;;VMORILLO T2 ;0528066940
R1-001;Madrid;Alcorcón;431727,301451691;4466149,5477466;4887;45;0;1;4,99;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VALDERA1 T1 ;0528066915
R1-001;Madrid;Alcorcón;431727,301451691;4466149,5477466;4887;15;0;1;4,4;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VALDERA1 T1 ;0528776712
R1-001;Madrid;Alcorcón;431727,301451691;4466149,5477466;4887;45;0;0;0;0;;;0;;VALDERA1 T2 ;0528066917
R1-001;Madrid;Alcorcón;431727,301451691;4466149,5477466;4887;15;0;0;5,21;0;;;0;;VALDERA1 T2 ;0528776711
R1-001;Madrid;Alcorcón;431717,298454371;4467772,99597571;4890;45;0;0;26,34;0;;;0;;VALDERA2 T1 ;0528066919
R1-001;Madrid;Alcorcón;431717,298454371;4467772,99597571;4890;15;0;1;6,88;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VALDERA2 T1 ;0528066920
R1-001;Madrid;Alcorcón;431717,298454371;4467772,99597571;4890;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VALDERA2 T2 ;0528066921
R1-001;Madrid;Alcorcón;431717,298454371;4467772,99597571;4890;15;0;0;6,91;0;;;0;;VALDERA2 T2 ;0528066922
R1-001;Madrid;Getafe;435681,057885166;4459985,79694381;4920;45;0;1;0,06;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VALDRREJ T1 ;0528066923
R1-001;Madrid;Getafe;435681,057885166;4459985,79694381;4920;15;0;1;9,3;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VALDRREJ T1 ;0528141669
R1-001;Madrid;Getafe;435681,057885166;4459985,79694381;4920;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VALDRREJ T2 ;0528066924
R1-001;Madrid;Getafe;435681,057885166;4459985,79694381;4920;15;0;1;4,44;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VALDRREJ T2 ;0528141670
R1-001;Madrid;San Sebastián de los Reyes;451340,757694694;4491932,44404493;4125;66;0;0;0;0;;;0;;VENTEROS A1    66.000;0021030652
R1-001;Madrid;San Sebastián de los Reyes;451340,757694694;4491932,44404493;4125;66;0;0;0;0;;;0;;VENTEROS A2    66.000;0021031650
R1-001;Madrid;San Sebastián de los Reyes;451340,757694694;4491932,44404493;4125;20;0;0;14,47;0;;;0;;VENTEROS T1 ;0528089617
R1-001;Madrid;San Sebastián de los Reyes;451340,757694694;4491932,44404493;4125;20;0;0;16,49;0;;;0;;VENTEROS T2 ;0528089618
R1-001;Madrid;Collado Villalba;413984,086648831;4498401,50265892;4046;66;0;0;0;0;;;0;;VILLALBA A1 66.000;0021030654
R1-001;Madrid;Collado Villalba;413984,086648831;4498401,50265892;4046;66;0;0;0;0;;;0;;VILLALBA B1 66.000;0021030655
R1-001;Madrid;Collado Villalba;413984,086648831;4498401,50265892;4046;20;0;0;25,87;0;;;0;;VILLALBA T1 ;0528066930
R1-001;Madrid;Collado Villalba;413984,086648831;4498401,50265892;4046;20;0;0;20,1;0;;;0;;VILLALBA T2 ;0528066932
R1-001;Madrid;Collado Villalba;413984,086648831;4498401,50265892;4046;20;0;0;16,01;0;;;0;;VILLALBA T3 ;0528066934
R1-001;Madrid;Fuenlabrada;436314,419984774;4456982,48599694;4921;45;0;1;1,66;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VIENCINA T1 ;0528066925
R1-001;Madrid;Fuenlabrada;436314,419984774;4456982,48599694;4921;15;0;1;9,49;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VIENCINA T1 ;0528066926
R1-001;Madrid;Fuenlabrada;436314,419984774;4456982,48599694;4921;45;0;1;3,94;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VIENCINA T2 ;0528066927
R1-001;Madrid;Fuenlabrada;436314,419984774;4456982,48599694;4921;15;0;1;22,92;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;VIENCINA T2 ;0528066928
R1-001;Madrid;Arroyomolinos;421956,567242138;4461689,56469774;4500;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;XANADU T1   ;0528066941
R1-001;Madrid;Arroyomolinos;421956,567242138;4461689,56469774;4500;15;0;1;13,1;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;XANADU T1   ;0528066942
R1-001;Madrid;Arroyomolinos;421956,567242138;4461689,56469774;4500;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;XANADU T2   ;0528066943
R1-001;Madrid;Arroyomolinos;421956,567242138;4461689,56469774;4500;15;0;0;8,88;0;;;0;;XANADU T2   ;0528066944
R1-001;Madrid;Arroyomolinos;422892,194238588;4457447,87459109;3212;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ZARZALEJ T1 ;0528066945
R1-001;Madrid;Arroyomolinos;422892,194238588;4457447,87459109;3212;15;0;1;2,95;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ZARZALEJ T1 ;0528066946
R1-001;Madrid;Arroyomolinos;422892,194238588;4457447,87459109;3212;45;0;1;20;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ZARZALEJ T2 ;0528066947
R1-001;Madrid;Arroyomolinos;422892,194238588;4457447,87459109;3212;15;0;1;4,41;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ZARZALEJ T2 ;0528066948
R1-001;Madrid;Leganés;435863,710412446;4465770,96821565;4884;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ZARZAQUE T1 ;0528066949
R1-001;Madrid;Leganés;435863,710412446;4465770,96821565;4884;15;0;1;7,56;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ZARZAQUE T1 ;0528066950
R1-001;Madrid;Leganés;435863,710412446;4465770,96821565;4884;45;0;1;2,5;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ZARZAQUE T2 ;0528066951
R1-001;Madrid;Leganés;435863,710412446;4465770,96821565;4884;15;0;1;9,88;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ZARZAQUE T2 ;0528066952
R1-001;Madrid;Leganés;435863,710412446;4465770,96821565;4884;45;0;1;0;0;;;0;Nudo de transporte en concurso de generación con solicitudes de almacenamiento;ZARZAQUE T3 ;0528066953
