Gestor de red;Provincia;Municipio;Coordenada UTM X;Coordenada UTM Y;Subestación;Nivel de Tensión (kV);Capacidad firme disponible (MW);Capacidad comprometida por cuestiones regulatorias;Capacidad de acceso firme de demanda ocupada (MW);Capacidad de acceso firme admitida y no evaluada (MW);Posiciones ocupadas;Posiciones libres;Nudo 0*;Comentarios;Denominación del Punto de Conexión;Identificador del Punto de Conexión
R1-001;Araba/Álava;Ayala/Aiara;499100,028809514;4770106,21764367;3102;30;0;0;60,19;0;;;0;;ST AIALA    30.000;0025740000
R1-001;Araba/Álava;Vitoria-Gasteiz;523922,106338171;4744874,00934341;3017;13,2;0;0;15;0;;;0;;ALI T3      ;0101065005
R1-001;Araba/Álava;Vitoria-Gasteiz;523922,106338171;4744874,00934341;3017;30;0;0;72,62;0;;;1;;ALI T3      30.000;0025230001
R1-001;Araba/Álava;Vitoria-Gasteiz;523922,106338171;4744874,00934341;3017;13,2;0;0;10,45;0;;;0;;ALI T4      ;0101065007
R1-001;Araba/Álava;Vitoria-Gasteiz;523922,106338171;4744874,00934341;3017;30;0;0;72,27;0;;;1;;ALI T4      30.000;0025230002
R1-001;Araba/Álava;Vitoria-Gasteiz;523922,106338171;4744874,00934341;3017;30;0;0;52,58;0;;;1;;ST,STR ALI A30.000;0025230000
R1-001;Araba/Álava;Vitoria-Gasteiz;523922,106338171;4744874,00934341;3017;30;0;0;0;0;;;1;;ST,STR ALI B30.000;0025230003
R1-001;Araba/Álava;Lantarón;496067,838318039;4733753,66690816;3033;132;0;0;70;0;;;0;;PUENTELARRA    132.00;0031002354
R1-001;Araba/Álava;Lantarón;496067,838318039;4733753,66690816;3033;30;0;0;6,74;0;;;0;;PUENTELARRA 30 T2;0201303301
R1-001;Araba/Álava;Lantarón;496067,838318039;4733753,66690816;3033;30;0;0;3,1;0;;;0;;PUENTELARRA 30 T3;0201303302
R1-001;Araba/Álava;Lantarón;496067,838318039;4733753,66690816;3033;45;0;0;0;0;;;0;;PUENTELARRA T4 45;0031001401
R1-001;Araba/Álava;Lantarón;493257,770480374;4734762,93410185;3140;132;0;0;0;0;;;0;;SOBRON      132.00;0014002399
R1-001;Araba/Álava;Barrundia;544887,782646663;4749030,22002321;3204;30;0;0;71,7;0;;;1;;ST ELGEA    30.000;0025210000
R1-001;Araba/Álava;Vitoria-Gasteiz;527264,256533873;4746343,53741936;3054;30;0;0;58,9;0;;;1;;GAMARRA B   30.000;0025220010
R1-001;Araba/Álava;Vitoria-Gasteiz;527264,256533873;4746343,53741936;3054;30;0;0;102,86;0;;;1;;ST GAMARRA A30.000;0025220000
R1-001;Araba/Álava;Vitoria-Gasteiz;520700,219303056;4742667,91902041;3127;30;0;0;118,45;0;;;1;;ST JUNDIZ   30.000;0025240000
R1-001;Araba/Álava;Laudio/Llodio;503887,615832783;4776766,38791864;3057;13,2;0;0;8,43;0;;;0;;LLODIO T3   ;0101125902
R1-001;Araba/Álava;Laudio/Llodio;503887,615832783;4776766,38791864;3057;132;0;0;60;0;;;1;;LLODIO/A    132.00;0032002288
R1-001;Araba/Álava;Laudio/Llodio;503887,615832783;4776766,38791864;3057;132;0;0;0;0;;;1;;LLODIO/B    132.00;0032002291
R1-001;Araba/Álava;Laudio/Llodio;503887,615832783;4776766,38791864;3057;30;0;0;46,97;0;;;0;;ST LLODIO   30.000;0025730000
R1-001;Araba/Álava;Vitoria-Gasteiz;532410,895298604;4747983,41101887;3101;30;0;0;108,1;0;;;1;;ST VITORIA  30.000;0025270000
R1-001;Araba/Álava;Amurrio;499626,106515305;4767026,60762756;4537;13,2;0;0;5,13;0;;;0;;AMURRIO T1  ;0101065013
R1-001;Araba/Álava;Amurrio;499626,106515305;4767026,60762756;4537;30;0;0;0;0;;;0;;AMURRIO T1  30.000;0025740420
R1-001;Araba/Álava;Amurrio;499626,106515305;4767026,60762756;4537;13,2;0;0;2,44;0;;;0;;AMURRIO T2  ;0101065015
R1-001;Araba/Álava;Amurrio;499626,106515305;4767026,60762756;4537;30;0;0;0;0;;;0;;AMURRIO T2  30.000;0025740318
R1-001;Araba/Álava;Campezo/Kanpezu;549993,351595354;4724948,4858014;4657;13,2;0;0;2,4;0;;;0;;ANTONANA T1 ;0101065017
R1-001;Araba/Álava;Campezo/Kanpezu;549993,351595354;4724948,4858014;4657;30;0;0;0;0;;;0;;ANTONANA T1 30.000;0025210287
R1-001;Araba/Álava;Campezo/Kanpezu;549993,351595354;4724948,4858014;4657;13,2;0;0;0,99;0;;;0;;ANTONANA T2 ;0101065019
R1-001;Araba/Álava;Campezo/Kanpezu;549993,351595354;4724948,4858014;4657;30;0;0;0;0;;;0;;ANTONANA T2 30.000;0025210218
R1-001;Araba/Álava;Vitoria-Gasteiz;528078,387980463;4743974,36241352;4658;13,2;0;0;9,77;0;;;0;;ARANA T1    ;0101065021
R1-001;Araba/Álava;Vitoria-Gasteiz;528078,387980463;4743974,36241352;4658;30;0;0;0;0;;;1;;ARANA T1    30.000;0025230659
R1-001;Araba/Álava;Vitoria-Gasteiz;528078,387980463;4743974,36241352;4658;13,2;0;0;11,18;0;;;0;;ARANA T2    ;0101065023
R1-001;Araba/Álava;Vitoria-Gasteiz;528078,387980463;4743974,36241352;4658;30;0;0;0;0;;;1;;ARANA T2    30.000;0025221444
R1-001;Araba/Álava;Artziniega;490113,083176532;4774804,56062931;4520;13,2;0;0;2,31;0;;;0;;ARCENIEG T1 ;0101065025
R1-001;Araba/Álava;Artziniega;490113,083176532;4774804,56062931;4520;30;0;0;0;0;;;0;;ARCENIEG T1 30.000;0025740610
R1-001;Araba/Álava;Asparrena;556105,405683513;4747138,16786463;4655;13,2;0;0;0,72;0;;;0;;ASPARREN T1 ;0101065037
R1-001;Araba/Álava;Asparrena;556105,405683513;4747138,16786463;4655;30;0;0;0;0;;;0;;ASPARREN T1 30.000;0025111313
R1-001;Araba/Álava;Laguardia;542127,726126719;4704680,29678987;4152;13,2;0;0;8,5;0;;;0;;CASABLAN T1 ;0101113172
R1-001;Araba/Álava;Laguardia;542127,726126719;4704680,29678987;4152;66;0;0;0;0;;;1;;CASABLAN T1 ;0101801037
R1-001;Araba/Álava;Laguardia;542127,726126719;4704680,29678987;4152;13,2;0;0;5,31;0;;;0;;CASABLAN T2 ;0101113174
R1-001;Araba/Álava;Laguardia;542127,726126719;4704680,29678987;4152;66;0;0;0;0;;;1;;CASABLAN T2 ;0101802032
R1-001;Araba/Álava;Lantarón;496017,937425041;4735000,59084595;4760;13,2;0;0;0;0;;;0;;ENTRAMBASAGUAS T1 13;0201076625
R1-001;Araba/Álava;Lantarón;496017,937425041;4735000,59084595;4760;30;0;0;0;0;;;0;;ENTRAMBASAGUAS T1 30;0209064002
R1-001;Araba/Álava;Vitoria-Gasteiz;527888,387353894;4746441,51096608;4650;13,2;0;0;7;0;;;0;;GAMARRA2 T1 ;0101094717
R1-001;Araba/Álava;Vitoria-Gasteiz;527888,387353894;4746441,51096608;4650;30;0;0;0;0;;;1;;GAMARRA2 T1 30.000;0025220709
R1-001;Araba/Álava;Vitoria-Gasteiz;527888,387353894;4746441,51096608;4650;13,2;0;0;9,63;0;;;0;;GAMARRA2 T2 ;0101094719
R1-001;Araba/Álava;Vitoria-Gasteiz;527888,387353894;4746441,51096608;4650;30;0;0;0;0;;;1;;GAMARRA2 T2 30.000;0025220815
R1-001;Araba/Álava;Laudio/Llodio;502421,889001968;4776085,26731613;4972;13,2;0;0;2,21;0;;;0;;GOIKOETX T1 ;0101065124
R1-001;Araba/Álava;Laudio/Llodio;502421,889001968;4776085,26731613;4972;30;0;0;0;0;;;0;;GOIKOETX T1 30.000;0025730909
R1-001;Araba/Álava;Laudio/Llodio;502421,889001968;4776085,26731613;4972;13,2;0;0;3,25;0;;;0;;GOIKOETX T2 ;0101065126
R1-001;Araba/Álava;Laudio/Llodio;502421,889001968;4776085,26731613;4972;30;0;0;0;0;;;0;;GOIKOETX T2 30.000;0025730719
R1-001;Araba/Álava;Laguardia;533257,086112295;4711473,50094075;4985;13,2;0;0;6,06;0;;;0;;LAGUARD2 T1 ;0101113188
R1-001;Araba/Álava;Laguardia;533257,086112295;4711473,50094075;4985;66;0;0;0;0;;;1;;LAGUARDIA T1;0101801304
R1-001;Araba/Álava;Iruña Oka/Iruña de Oca;517336,319661945;4740536,61540993;4653;13,2;0;0;3,39;0;;;0;;NANCLARE T1 ;0101065193
R1-001;Araba/Álava;Iruña Oka/Iruña de Oca;517336,319661945;4740536,61540993;4653;30;0;0;0;0;;;1;;NANCLARE T1 30.000;0025240209
R1-001;Araba/Álava;Vitoria-Gasteiz;527362,421896839;4741439,28112815;4654;13,2;0;0;2,98;0;;;0;;OLARIZU T1  ;0101065197
R1-001;Araba/Álava;Vitoria-Gasteiz;527362,421896839;4741439,28112815;4654;30;0;0;0;0;;;1;;OLARIZU T1  30.000;0025230769
R1-001;Araba/Álava;Vitoria-Gasteiz;527362,421896839;4741439,28112815;4654;13,2;0;0;8,18;0;;;0;;OLARIZU T2  ;0101065199
R1-001;Araba/Álava;Vitoria-Gasteiz;527362,421896839;4741439,28112815;4654;30;0;0;0;0;;;1;;OLARIZU T2  30.000;0025230719
R1-001;Araba/Álava;Agurain/Salvatierra;549537,909382538;4743770,46586973;4652;13,2;0;0;3,6;0;;;0;;SALVATIE T1 ;0101065210
R1-001;Araba/Álava;Agurain/Salvatierra;549537,909382538;4743770,46586973;4652;30;0;0;0;0;;;1;;SALVATIE T1 30.000;0025210281
R1-001;Araba/Álava;Zuia;510198,818801433;4756402,8438132;4660;13,2;0;0;2,38;0;;;0;;URCABUST T1 ;0101065222
R1-001;Araba/Álava;Zuia;510198,818801433;4756402,8438132;4660;30;0;0;0;0;;;0;;URCABUST T1 30.000;0025250136
R1-001;Araba/Álava;Legutio;529313,920409694;4757938,92017075;4656;13,2;0;0;1,59;0;;;0;;VLLRREAL T1 ;0101065238
R1-001;Araba/Álava;Legutio;529313,920409694;4757938,92017075;4656;30;0;0;0;0;;;1;;VLLRREAL T1 30.000;0025270317
R1-001;Albacete;Albacete;595760,124708494;4319519,01107784;3548;132;0;0;0;0;;;0;;ALBACETE    132.00;0022004231
R1-001;Albacete;Albacete;595760,124708494;4319519,01107784;3548;66;0;0;2,5;0;;;0;;ALBACETE   A1 66.000;0022047170
R1-001;Albacete;Albacete;595760,124708494;4319519,01107784;3548;20;0;0;42,16;0;;;0;;ALBACETE T3 ;0302065006
R1-001;Albacete;Albacete;595760,124708494;4319519,01107784;3548;20;0;0;55,06;0;;;0;;ALBACETE T4 ;0302065008
R1-001;Albacete;Albacete;595760,124708494;4319519,01107784;3548;20;0;0;45,67;0;;;0;;ALBACETE T5 ;0302065010
R1-001;Albacete;Almansa;665988,082241298;4302113,75373397;3576;132;0;0;160;0;;;0;;ALMANSA     132.00;0022004249
R1-001;Albacete;Almansa;665988,082241298;4302113,75373397;3576;66;0;0;22,46;0;;;0;;ALMANSA     66.000;0022047137
R1-001;Albacete;Almansa;665988,082241298;4302113,75373397;3576;66;0;0;23;0;;;0;;ALMANSA 1    66.000;0022047136
R1-001;Albacete;Almansa;665988,082241298;4302113,75373397;3576;20;0;0;13,79;0;;;0;;ALMANSA T1  ;0302065014
R1-001;Albacete;Almansa;665988,082241298;4302113,75373397;3576;20;0;0;12,1;0;;;0;;ALMANSA T2  ;0302065016
R1-001;Albacete;Barrax;572916,183825886;4321416,9730426;3590;132;0;0;0;0;;;0;;BARRAX      132.00;0022004258
R1-001;Albacete;Barrax;572916,183825886;4321416,9730426;3590;20;0;0;26,06;0;;;0;;BARRAX T1   ;0302065029
R1-001;Albacete;Barrax;572916,183825886;4321416,9730426;3590;20;0;0;29,43;0;;;0;;BARRAX T2   ;0302065031
R1-001;Albacete;Casas-Ibáñez;631866,244455442;4348318,27111963;4118;132;0;0;0;0;;;0;;C.IBAÑEZ    132.00;0022009054
R1-001;Albacete;Casas-Ibáñez;631866,244455442;4348318,27111963;4118;66;0;0;0,25;0;;;0;;C.IBAÑEZ    66.000;0022030381
R1-001;Albacete;Casas-Ibáñez;631866,244455442;4348318,27111963;4118;20;0;0;7,83;0;;;0;;C.IBANEZ T1 ;0302065042
R1-001;Albacete;Casas-Ibáñez;631866,244455442;4348318,27111963;4118;20;0;0;11,16;0;;;0;;C.IBANEZ T2 ;0302065044
R1-001;Albacete;El Bonillo;540975,483606611;4311326,99884626;3591;132;0;0;0,25;0;;;0;;BONILLO     132.00;0022009077
R1-001;Albacete;El Bonillo;540975,483606611;4311326,99884626;3591;20;0;0;8,98;0;;;0;;BONILLO T1  ;0302065037
R1-001;Albacete;El Bonillo;540975,483606611;4311326,99884626;3591;20;0;0;6,08;0;;;0;;BONILLO T2  ;0302065039
R1-001;Albacete;Yeste;567635,864793768;4250383,702395;3580;132;0;0;0;0;;;0;;FUENSANT    132.00;0022004436
R1-001;Albacete;Yeste;567635,864793768;4250383,702395;3580;20;0;0;9,07;0;;;0;;FUENSANT T1 ;0302140109
R1-001;Albacete;Hellín;613189,811243733;4265388,22509194;3602;132;0;0;0;0;;;0;;HELLIN.2    132.00;0022004441
R1-001;Albacete;Hellín;613189,811243733;4265388,22509194;3602;20;0;0;40,32;0;;;0;;HELLINII T1 ;0302065090
R1-001;Albacete;Hellín;613189,811243733;4265388,22509194;3602;20;0;0;26,6;1,6;;;0;;HELLINII T2 ;0302065092
R1-001;Albacete;La Gineta;585184,058390449;4329933,42986955;3451;20;0;0;13,38;0;;;0;;L.GINETA T1 ;0302065105
R1-001;Albacete;La Gineta;585184,058390449;4329933,42986955;3451;20;0;0;22,52;0;;;0;;L.GINETA T2 ;0302065107
R1-001;Albacete;La Gineta;585184,058390449;4329933,42986955;3451;132;0;0;0;0;;;0;;LA GINET    132.00;0022004460
R1-001;Albacete;La Roda;574251,673704524;4338856,97252243;3516;132;0;0;0,01;0;;;0;;LA RODA     132.00;0022004465
R1-001;Albacete;La Roda;574251,673704524;4338856,97252243;3516;20;0;0;28,15;0,63;;;0;;LA RODA T1  ;0302065111
R1-001;Albacete;La Roda;574251,673704524;4338856,97252243;3516;20;0;0;50,67;0;;;0;;LA RODA T2  ;0302065113
R1-001;Albacete;Villarrobledo;528190,605219567;4325189,28751307;3273;132;0;0;0;0;;;0;;LANTERNO    132.00;0022009124
R1-001;Albacete;Mahora;607712,056733101;4341860,55175289;3606;132;0;0;0;0;;;0;;MAHORA      132.00;0022004471
R1-001;Albacete;Mahora;607712,056733101;4341860,55175289;3606;20;0;0;28,8;0;;;0;;MAHORA T1   ;0302065119
R1-001;Albacete;Mahora;607712,056733101;4341860,55175289;3606;20;0;0;16,9;0;;;0;;MAHORA T2   ;0302065121
R1-001;Albacete;Lezuza;561595,3888596;4313032,63028226;3071;132;0;0;0;0;;;0;;PARDALES    132.00;0022009266
R1-001;Albacete;Albacete;596086,807400479;4310370,30262912;3383;132;0;0;0;0;;;0;;EUROCOPT    132.00;0022009236
R1-001;Albacete;Albacete;596086,807400479;4310370,30262912;3383;20;0;0;41,04;0;;;0;;PARQUEAE T1 ;0302065146
R1-001;Albacete;Albacete;596086,807400479;4310370,30262912;3383;20;0;0;36,9;0;;;0;;PARQUEAE T2 ;0302065148
R1-001;Albacete;Pozohondo;594944,071542239;4287987,23196653;3610;132;0;0;0;0;;;0;;POZOHO-N    132.00;0022004513
R1-001;Albacete;Pozohondo;594944,071542239;4287987,23196653;3610;66;0;0;4,28;0;;;0;;POZOHO-N  A1  66.000;0022047199
R1-001;Albacete;Albacete;603778,109112699;4322254,99168226;3605;132;0;0;199,02;0;;;0;;ROMICA      132.00;0022004523
R1-001;Albacete;Albacete;603778,109112699;4322254,99168226;3605;20;0;0;66,38;0;;;0;;ROMICA T1   ;0302065175
R1-001;Albacete;Albacete;603778,109112699;4322254,99168226;3605;20;0;0;54,28;0;;;0;;ROMICA T2   ;0302065177
R1-001;Albacete;Pozohondo;599707,964540099;4279594,36787977;3368;132;0;0;0;0;;;0;;SABINA      132.00;0022004514
R1-001;Albacete;Albacete;587173,076855334;4310604,35103155;3640;132;0;0;0;0;;;0;;SANTANAS    132.00;0022009033
R1-001;Albacete;Albacete;587173,076855334;4310604,35103155;3640;20;0;0;12,44;0;;;0;;SANTANAS T1 ;0302065187
R1-001;Albacete;Albacete;587173,076855334;4310604,35103155;3640;20;0;0;14,86;0;;;0;;SANTANAS T2 ;0302065189
R1-001;Albacete;Socovos;596931,652322112;4240157,76780191;3412;132;0;0;0;0;;;0;;SOCOVOS     132.00;0022004434
R1-001;Albacete;Tobarra;608631,743967347;4272582,00420302;3351;132;0;0;0;0;;;0;;TOBARRA     132.00;0022009241
R1-001;Albacete;Tobarra;608631,743967347;4272582,00420302;3351;20;0;0;18,81;0;;;0;;TOBARST T1  ;0302112938
R1-001;Albacete;Villarrobledo;534609,139271263;4348440,85073536;3559;132;0;0;4,4;0;;;0;;VLLRROBL    132.00;0022004621
R1-001;Albacete;Villarrobledo;534609,139271263;4348440,85073536;3559;66;0;0;0,26;0;;;0;;VLLRROBL  A2 66.000;0022047182
R1-001;Albacete;Villarrobledo;534609,139271263;4348440,85073536;3559;20;0;0;37,37;0;;;0;;VLLRROBL T1 ;0302065245
R1-001;Albacete;Villarrobledo;534609,139271263;4348440,85073536;3559;20;0;0;31,05;0;;;0;;VLLRROBL T2 ;0302065247
R1-001;Albacete;Alpera;651462,520763845;4311563,34693199;4243;66;0;0;0;0;;;0;;ALPERA      66.000;0022030573
R1-001;Albacete;Bonete;643075,202541205;4305322,14817275;4123;66;0;0;0;0;;;0;;BONETE   A1  66.000;0022030363
R1-001;Albacete;Bonete;643075,202541205;4305322,14817275;4123;20;0;0;8,62;0;;;0;;BONETE T1   ;0302065033
R1-001;Albacete;Bonete;643075,202541205;4305322,14817275;4123;20;0;0;4,82;0;;;0;;BONETE T2   ;0302065035
R1-001;Albacete;Caudete;677345,776851033;4286767,84428893;4140;66;0;0;0;0;;;0;;CAUDETE     66.000;0022047124
R1-001;Albacete;Caudete;677345,776851033;4286767,84428893;4140;20;0;0;16,3;0;;;0;;CAUDETE T1  ;0302065054
R1-001;Albacete;Caudete;677345,776851033;4286767,84428893;4140;20;0;0;18,34;0;;;0;;CAUDETE T2  ;0302065056
R1-001;Albacete;Casas de Ves;643139,778598021;4340816,01737606;5080;66;0;0;0;0;;;0;;BOSQUE      66.000;0022030418
R1-001;Albacete;Liétor;584641,392590003;4266580,5211055;5088;66;0;0;0,01;0;;;0;;HIJAR       66.000;0022030461
R1-001;Albacete;Liétor;584641,392590003;4266580,5211055;5088;20;0;0;7,95;0;;;0;;HIJAR T3    ;0302065094
R1-001;Albacete;Jorquera;619333,927029311;4335292,53852409;5086;66;0;0;0;0;;;0;;MORANCHE    66.000;0022030527
R1-001;Albacete;Jorquera;619333,927029311;4335292,53852409;5086;20;0;0;5,19;0;;;0;;MORANCHE T1 ;0302140371
R1-001;Albacete;Chinchilla de Monte-Aragón;606853,313508456;4311624,77112694;4202;66;0;0;0;0;;;0;;CHINCHIL  A1  66.000;0022030395
R1-001;Albacete;Chinchilla de Monte-Aragón;606853,313508456;4311624,77112694;4202;20;0;0;43,71;0;;;0;;CHINCHIL T1 ;0302065062
R1-001;Albacete;Caudete;677470,766759927;4286991,87053158;5238;66;0;0;14,5;0;;;0;;A.CRISNO    66.000;0022047119
R1-001;Albacete;Almansa;663154,151830455;4303712,674429;4262;20;0;0;18,89;0;;;0;;ELMUGRON T1 ;0302168939
R1-001;Albacete;Almansa;663154,151830455;4303712,674429;4262;66;0;0;0;0;;;0;;MUGRON   A1   66.000;0022030692
R1-001;Albacete;Albacete;593649,365002449;4303275,48794926;4126;66;0;0;0;0;;;0;;SALOBRAL  A1  66.000;0022030427
R1-001;Albacete;Albacete;593649,365002449;4303275,48794926;4126;20;0;0;10,93;0;;;0;;SALOBRAL T1 ;0302065185
R1-001;Albacete;Albacete;593649,365002449;4303275,48794926;4126;20;0;0;10,28;0;;;0;;SALOBRAL T2 ;0302140386
R1-001;Albacete;Albacete;597928,286815951;4315433,64838357;4007;66;0;0;0;0;;;0;;PEÑAS A1 66.000;0022030556
R1-001;Albacete;Albacete;597928,286815951;4315433,64838357;4007;20;0;0;22,56;0;;;0;;PENAS T1    ;0302065154
R1-001;Albacete;Albacete;597928,286815951;4315433,64838357;4007;20;0;0;20,58;0;;;0;;PENAS T2    ;0302065156
R1-001;Albacete;Pozo Cañada;609404,054691321;4296574,46454089;4122;66;0;0;0;0;;;0;;POZOCAÑA A1   66.000;0022030559
R1-001;Albacete;Pozo Cañada;609404,054691321;4296574,46454089;4122;20;0;0;6,85;0;;;0;;POZOCANA T1 ;0302065162
R1-001;Albacete;Pozo Cañada;609404,054691321;4296574,46454089;4122;20;0;0;16,38;0;;;0;;POZOCANA T2 ;0302065164
R1-001;Albacete;Albacete;607994,665750109;4290496,68887117;7108;66;0;0;0;0;;;0;;POZOCA-S    66.000;0022030560
R1-001;Albacete;Pozohondo;594736,639894834;4285911,76650033;4070;66;0;0;0;0;;;0;;POZOHOND    66.000;0022030561
R1-001;Albacete;Pozohondo;594736,639894834;4285911,76650033;4070;20;0;0;9,07;0;;;0;;POZOHOND T1 ;0302424167
R1-001;Albacete;Pozohondo;594736,639894834;4285911,76650033;4070;20;0;0;11,39;0,25;;;0;;POZOHOND T2 ;0302424165
R1-001;Albacete;Casas de Ves;646112,121583348;4340918,73204351;3704;66;0;0;0;0;;;0;;TRANCO      66.000;0022047228
R1-001;Albacete;La Recueja;633643,436000941;4332956,22381024;4026;20;0;0;3,78;0;;;0;;VILLENTE T1 ;0302065240
R1-001;Albacete;La Recueja;633643,436000941;4332956,22381024;4026;66;0;0;0;0;;;0;;VVALIENT    66.000;0022047010
R1-001;Alicante/Alacant;Alcoi/Alcoy;719017,974573198;4287258,71373973;3501;132;18,24;0;0;0;;;0;;ALCOY       132.00;0083004237
R1-001;Alicante/Alacant;Alcoi/Alcoy;719017,974573198;4287258,71373973;3501;66;0;0;0;0;;;0;;ALCOY       66.000;0084030327
R1-001;Alicante/Alacant;Alcoi/Alcoy;719017,974573198;4287258,71373973;3501;20;0,15;0;11,9;0;;;0;;ALCOY T2;0403143186
R1-001;Alicante/Alacant;Alcoi/Alcoy;719017,974573198;4287258,71373973;3501;11;0;0;3,39;0;;;0;;ALCOY T3    ;0403065002
R1-001;Alicante/Alacant;Alcoi/Alcoy;719017,974573198;4287258,71373973;3501;11;0;0;8,9;0;;;0;;ALCOY T4    ;0403065004
R1-001;Alicante/Alacant;Villena;680504,819786211;4287669,11886905;3139;132;31,16;0;0;0;;;0;;ALHORINE    132.00;0083004245
R1-001;Alicante/Alacant;Alcoi/Alcoy;718016,772204595;4284453,76386613;3649;132;20,14;0;0;0;;;0;;BARXELL     132.00;0083009017
R1-001;Alicante/Alacant;Alcoi/Alcoy;718016,772204595;4284453,76386613;3649;20;0;0;29,54;0;;;0;;BARXELL T1  ;0403143174
R1-001;Alicante/Alacant;Castalla;702478,996172858;4275369,50477815;3390;132;0;0;99,94;0;;;0;;BASTA       132.00;0083009021
R1-001;Alicante/Alacant;Castalla;702478,996172858;4275369,50477815;3390;20;0;0;36,49;0;;;0;;BASTA T1    ;0403065017
R1-001;Alicante/Alacant;Beneixama;698000,813639416;4287986,21213663;3538;132;30,21;0;0,55;0;;;0;;BENEJAMA    132.00;0083004259
R1-001;Alicante/Alacant;Beneixama;698000,813639416;4287986,21213663;3538;20;0;0;34,34;12,2;;;0;;BENEJAMA T1 ;0403065019
R1-001;Alicante/Alacant;Beneixama;698000,813639416;4287986,21213663;3538;20;0;0;11,47;0;;;0;;BENEJAMA T2 ;0403065021
R1-001;Alicante/Alacant;Finestrat;746710,11760057;4268819,48675266;3543;132;0;0;0,65;0;;;1;;BENIDORM    132.00;0081004267
R1-001;Alicante/Alacant;Finestrat;746710,11760057;4268819,48675266;3543;20;0;0;50,23;0;;;0;;BENIDORM T1 ;0403065023
R1-001;Alicante/Alacant;Finestrat;746710,11760057;4268819,48675266;3543;20;0;0;34,2;0;;;0;;BENIDORM T2 ;0403065025
R1-001;Alicante/Alacant;Finestrat;746710,11760057;4268819,48675266;3543;20;0;0;55,03;0;;;0;;BENIDORM T3 ;0403065027
R1-001;Alicante/Alacant;Calp;762738,050048245;4281141,09289205;3198;132;0;0;0,7;0;;;1;;CALPE       132.00;0081004293
R1-001;Alicante/Alacant;Calp;762738,050048245;4281141,09289205;3198;20;0;0;21,25;0;;;0;;CALPE T1    ;0403065029
R1-001;Alicante/Alacant;Calp;762738,050048245;4281141,09289205;3198;20;0;0;18,8;0;;;0;;CALPE T2    ;0403065031
R1-001;Alicante/Alacant;Pilar de la Horadada;694851,462030525;4197840,7334455;3574;66;0;0;0;0;;;1;;CAMPOAMO    66.000;0086030377
R1-001;Alicante/Alacant;Pilar de la Horadada;694851,462030525;4197840,7334455;3574;20;7,91;0;41,45;0;;;0;;CAMPOAMOR T1;0403065033
R1-001;Alicante/Alacant;Pilar de la Horadada;694851,462030525;4197840,7334455;3574;20;6,45;0;46,65;0;;;0;;CAMPOAMOR T2;0403065035
R1-001;Alicante/Alacant;Elx/Elche;699764,83107419;4239555,65724708;3601;132;0;0;22,1;0;;;1;;CARRUS      132.00;0085004300
R1-001;Alicante/Alacant;Elx/Elche;699764,83107419;4239555,65724708;3601;20;0;0;19,3;0;;;0;;CARRUS T1   ;0403065042
R1-001;Alicante/Alacant;Elx/Elche;699764,83107419;4239555,65724708;3601;20;0;0;19,5;0;;;0;;CARRUS T2   ;0403065044
R1-001;Alicante/Alacant;Elx/Elche;699764,83107419;4239555,65724708;3601;20;0;0;17,8;0;;;0;;CARRUS T3   ;0403065046
R1-001;Alicante/Alacant;Cocentaina;721958,427062693;4292297,88266138;3854;132;19,89;0;19,4;0;;;0;;COCENTAI    132.00;0083004321
R1-001;Alicante/Alacant;Cocentaina;721958,427062693;4292297,88266138;3854;20;0;0;31,73;0;;;0;;COCENTAI T1;0403065048
R1-001;Alicante/Alacant;Crevillent;693904,199366324;4233822,00448011;3737;132;0;0;0;0;;;1;;CREVILLE    132.00;0085009058
R1-001;Alicante/Alacant;Crevillent;693904,199366324;4233822,00448011;3737;20;0;0;26,68;0;;;0;;CREVILLENTE T1;0403065050
R1-001;Alicante/Alacant;Dénia;764638,873863026;4304393,1004271;3678;132;0;0;0,32;0;;;1;;DENIA       132.00;0081009075
R1-001;Alicante/Alacant;Dénia;764638,873863026;4304393,1004271;3678;20;0;0;18,09;0;;;0;;DENIA T1    ;0403065055
R1-001;Alicante/Alacant;Dénia;764638,873863026;4304393,1004271;3678;20;0;0;28,73;0;;;0;;DENIA T2    ;0403065057
R1-001;Alicante/Alacant;Sant Joan d'Alacant;725173,86776168;4256059,39545284;3679;20;0;0;46,89;0;;;0;;CANTALAR T1 ;0403065038
R1-001;Alicante/Alacant;Sant Joan d'Alacant;725173,86776168;4256059,39545284;3679;20;0;0;95,94;0;;;0;;CANTALAR T2 ;0403065040
R1-001;Alicante/Alacant;Alacant/Alicante;716839,571412649;4245192,72319424;4040;20;0;0;19,9;0;;;0;;PALMERAL T1 ;0403065103
R1-001;Alicante/Alacant;Alacant/Alicante;716839,571412649;4245192,72319424;4040;20;0;0;35,98;0;;;0;;PALMERAL T2 ;0403065105
R1-001;Alicante/Alacant;Alacant/Alicante;716839,571412649;4245192,72319424;4040;20;0;0;53,31;0;;;0;;PALMERAL T3 ;0403065107
R1-001;Alicante/Alacant;Elx/Elche;704010,673151859;4239034,7032081;4002;66;0;0;0;0;;;0;;ALTABIX  66.000;0071030428
R1-001;Alicante/Alacant;Elx/Elche;704010,673151859;4239034,7032081;4002;20;0;0;16,81;0;;;0;;ALTABIX T11 ;0403065008
