;;;;DEMANDANTES DE EMPLEO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Dtes Empleo;Dtes Empleo hombre edad < 25;Dtes Empleo hombre edad 25 -45 ;Dtes Empleo hombre edad >=45;Dtes Empleo mujer edad < 25;Dtes Empleo mujer edad 25 -45 ;Dtes Empleo mujer edad >=45;Dtes EmpleoAgricultura;Dtes Empleo Industria;Dtes Empleo Construcción;Dtes Empleo Servicios;Dtes Empleo Sin empleo Anterior
201401;Enero de 2014;1;Andalucía;4;Almería;4001;Abla;204;7;47;51;9;43;47;39;6;17;127;15
201401;Enero de 2014;1;Andalucía;4;Almería;4002;Abrucena;232;8;33;57;7;49;78;78;2;17;125;10
201401;Enero de 2014;1;Andalucía;4;Almería;4003;Adra;3196;142;729;688;176;802;659;624;201;554;1535;282
201401;Enero de 2014;1;Andalucía;4;Almería;4004;Albánchez;60;2;19;11;1;16;11;6;5;6;41;2
201401;Enero de 2014;1;Andalucía;4;Almería;4005;Alboloduy;127;7;19;36;5;24;36;33;6;22;62;4
201401;Enero de 2014;1;Andalucía;4;Almería;4006;Albox;1380;68;282;273;77;360;320;185;115;194;779;107
201401;Enero de 2014;1;Andalucía;4;Almería;4007;Alcolea;177;11;24;61;7;30;44;56;2;27;89;3
201401;Enero de 2014;1;Andalucía;4;Almería;4008;Alcóntar;52;1;6;16;0;11;18;16;4;8;20;4
201401;Enero de 2014;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;15;0;3;3;0;3;6;2;0;0;12;1
201401;Enero de 2014;1;Andalucía;4;Almería;4010;Alhabia;136;3;31;37;8;30;27;28;18;27;57;6
201401;Enero de 2014;1;Andalucía;4;Almería;4011;Alhama de Almería;641;50;139;137;39;165;111;60;55;93;354;79
201401;Enero de 2014;1;Andalucía;4;Almería;4012;Alicún;37;1;4;14;1;10;7;2;3;4;26;2
201401;Enero de 2014;1;Andalucía;4;Almería;4013;Almería;30659;1471;7273;6262;1552;7982;6119;2075;1492;4448;18738;3906
201401;Enero de 2014;1;Andalucía;4;Almería;4014;Almócita;23;2;6;4;0;6;5;4;1;3;15;0
201401;Enero de 2014;1;Andalucía;4;Almería;4015;Alsodux;15;0;4;6;0;3;2;5;1;2;5;2
201401;Enero de 2014;1;Andalucía;4;Almería;4016;Antas;279;15;50;42;18;78;76;57;7;40;157;18
201401;Enero de 2014;1;Andalucía;4;Almería;4017;Arboleas;258;12;66;44;12;61;63;44;12;36;149;17
201401;Enero de 2014;1;Andalucía;4;Almería;4018;Armuña de Almanzora;43;2;7;12;1;10;11;3;6;4;27;3
201401;Enero de 2014;1;Andalucía;4;Almería;4019;Bacares;41;4;9;9;2;4;13;7;2;5;24;3
201401;Enero de 2014;1;Andalucía;4;Almería;4020;Bayárcal;50;2;11;17;0;7;13;22;1;8;17;2
201401;Enero de 2014;1;Andalucía;4;Almería;4021;Bayarque;27;2;7;2;1;4;11;7;2;2;13;3
