;;;;DEMANDANTES DE EMPLEO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Dtes Empleo;Dtes Empleo hombre edad < 25;Dtes Empleo hombre edad 25 -45 ;Dtes Empleo hombre edad >=45;Dtes Empleo mujer edad < 25;Dtes Empleo mujer edad 25 -45 ;Dtes Empleo mujer edad >=45;Dtes EmpleoAgricultura;Dtes Empleo Industria;Dtes Empleo Construcción;Dtes Empleo Servicios;Dtes Empleo Sin empleo Anterior
200801;Enero de 2008;1;Andalucía;4;Almería;4001;Abla;142;5;12;35;8;31;51;62;7;8;59;6
200801;Enero de 2008;1;Andalucía;4;Almería;4002;Abrucena;199;4;25;42;10;45;73;93;5;6;86;9
200801;Enero de 2008;1;Andalucía;4;Almería;4003;Adra;1680;140;399;236;124;501;280;466;44;279;829;62
200801;Enero de 2008;1;Andalucía;4;Almería;4004;Albánchez;38;1;4;11;1;9;12;9;2;6;20;1
200801;Enero de 2008;1;Andalucía;4;Almería;4005;Alboloduy;93;3;12;26;5;18;29;42;1;7;38;5
200801;Enero de 2008;1;Andalucía;4;Almería;4006;Albox;767;28;136;119;38;216;230;143;52;106;366;100
200801;Enero de 2008;1;Andalucía;4;Almería;4007;Alcolea;148;3;21;44;4;39;37;75;4;21;45;3
200801;Enero de 2008;1;Andalucía;4;Almería;4008;Alcóntar;55;0;7;17;2;10;19;28;3;3;19;2
200801;Enero de 2008;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;4;0;0;0;1;1;2;4;0;0;0;0
200801;Enero de 2008;1;Andalucía;4;Almería;4010;Alhabia;75;5;7;16;3;22;22;28;3;11;30;3
200801;Enero de 2008;1;Andalucía;4;Almería;4011;Alhama de Almería;294;16;48;48;31;94;57;39;22;40;160;33
200801;Enero de 2008;1;Andalucía;4;Almería;4012;Alicún;14;0;1;5;0;7;1;4;1;0;9;0
200801;Enero de 2008;1;Andalucía;4;Almería;4013;Almería;15088;971;3325;2249;1028;4693;2822;1062;726;2201;8868;2231
200801;Enero de 2008;1;Andalucía;4;Almería;4014;Almócita;24;1;5;5;0;8;5;5;0;4;14;1
200801;Enero de 2008;1;Andalucía;4;Almería;4015;Alsodux;7;0;2;3;0;2;0;1;0;0;6;0
200801;Enero de 2008;1;Andalucía;4;Almería;4016;Antas;170;7;29;23;15;50;46;41;11;23;81;14
200801;Enero de 2008;1;Andalucía;4;Almería;4017;Arboleas;160;7;24;28;5;49;47;66;6;20;54;14
200801;Enero de 2008;1;Andalucía;4;Almería;4018;Armuña de Almanzora;30;2;5;8;0;9;6;4;4;7;10;5
200801;Enero de 2008;1;Andalucía;4;Almería;4019;Bacares;28;1;3;12;0;5;7;14;1;3;9;1
200801;Enero de 2008;1;Andalucía;4;Almería;4020;Bayárcal;45;1;11;17;1;2;13;26;0;4;14;1
