;;;;DEMANDANTES DE EMPLEO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Dtes Empleo;Dtes Empleo hombre edad < 25;Dtes Empleo hombre edad 25 -45 ;Dtes Empleo hombre edad >=45;Dtes Empleo mujer edad < 25;Dtes Empleo mujer edad 25 -45 ;Dtes Empleo mujer edad >=45;Dtes EmpleoAgricultura;Dtes Empleo Industria;Dtes Empleo Construcción;Dtes Empleo Servicios;Dtes Empleo Sin empleo Anterior
201901;Enero de 2019;1;Andalucía;4;Almería;04001;Abla;143;5;19;36;6;31;46;38;7;5;88;5
201901;Enero de 2019;1;Andalucía;4;Almería;04002;Abrucena;170;5;19;40;10;33;63;62;7;10;84;7
201901;Enero de 2019;1;Andalucía;4;Almería;04003;Adra;2603;132;485;584;119;661;622;616;86;274;1394;233
201901;Enero de 2019;1;Andalucía;4;Almería;04004;Albánchez;40;2;4;12;1;13;8;7;0;2;31;0
201901;Enero de 2019;1;Andalucía;4;Almería;04005;Alboloduy;85;1;16;24;3;11;30;26;5;8;44;2
201901;Enero de 2019;1;Andalucía;4;Almería;04006;Albox;1116;48;179;202;45;318;324;167;61;147;660;81
201901;Enero de 2019;1;Andalucía;4;Almería;04007;Alcolea;168;7;14;55;4;29;59;72;1;13;80;2
201901;Enero de 2019;1;Andalucía;4;Almería;04008;Alcóntar;50;1;2;15;1;7;24;15;1;5;27;2
201901;Enero de 2019;1;Andalucía;4;Almería;04009;Alcudia de Monteagud;12;1;1;3;0;2;5;2;0;0;10;0
201901;Enero de 2019;1;Andalucía;4;Almería;04010;Alhabia;127;5;19;41;3;31;28;23;20;30;44;10
201901;Enero de 2019;1;Andalucía;4;Almería;04011;Alhama de Almería;467;29;77;97;30;121;113;57;22;38;302;48
201901;Enero de 2019;1;Andalucía;4;Almería;04012;Alicún;32;2;3;11;0;3;13;5;2;2;22;1
201901;Enero de 2019;1;Andalucía;4;Almería;04013;Almería;22980;939;4221;4990;980;5942;5908;1846;728;2154;15583;2669
201901;Enero de 2019;1;Andalucía;4;Almería;04014;Almócita;25;0;2;7;0;6;10;8;1;0;15;1
201901;Enero de 2019;1;Andalucía;4;Almería;04015;Alsodux;14;1;3;4;0;2;4;6;0;1;7;0
201901;Enero de 2019;1;Andalucía;4;Almería;04016;Antas;219;10;37;31;7;57;77;45;5;9;148;12
201901;Enero de 2019;1;Andalucía;4;Almería;04017;Arboleas;174;8;22;37;9;46;52;23;7;18;117;9
201901;Enero de 2019;1;Andalucía;4;Almería;04018;Armuña de Almanzora;30;2;7;5;1;7;8;6;0;6;17;1
201901;Enero de 2019;1;Andalucía;4;Almería;04019;Bacares;21;1;3;2;3;1;11;6;0;0;15;0
201901;Enero de 2019;1;Andalucía;4;Almería;04020;Bayárcal;48;3;9;14;1;8;13;15;2;8;23;0
201901;Enero de 2019;1;Andalucía;4;Almería;04021;Bayarque;24;2;4;4;0;7;7;6;0;4;14;0
201901;Enero de 2019;1;Andalucía;4;Almería;04022;Bédar;47;2;3;18;3;10;11;1;2;3;38;3
