;;;;DEMANDANTES DE EMPLEO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
201301;Enero de 2013;1;Andalucía;4;Almería;4018;Armuña de Almanzora;39;1;11;7;0;10;10;4;8;6;19;2
201301;Enero de 2013;1;Andalucía;4;Almería;4019;Bacares;44;1;6;10;4;8;15;9;3;8;22;2
201301;Enero de 2013;1;Andalucía;4;Almería;4020;Bayárcal;50;3;9;17;0;6;15;13;0;11;26;0
201301;Enero de 2013;1;Andalucía;4;Almería;4021;Bayarque;31;0;6;5;1;5;14;8;2;5;15;1
201301;Enero de 2013;1;Andalucía;4;Almería;4022;Bédar;68;2;11;21;3;10;21;2;3;14;41;8
201301;Enero de 2013;1;Andalucía;4;Almería;4023;Beires;18;0;6;7;0;0;5;6;2;2;8;0
201301;Enero de 2013;1;Andalucía;4;Almería;4024;Benahadux;680;41;168;132;25;187;127;37;69;123;389;62
201301;Enero de 2013;1;Andalucía;4;Almería;4026;Benitagla;9;0;3;1;0;3;2;5;0;0;4;0
201301;Enero de 2013;1;Andalucía;4;Almería;4027;Benizalón;42;1;9;13;2;7;10;11;1;7;20;3
201301;Enero de 2013;1;Andalucía;4;Almería;4028;Bentarique;60;4;13;16;1;9;17;15;0;6;38;1
201301;Enero de 2013;1;Andalucía;4;Almería;4029;Berja;2389;140;609;561;120;522;437;542;97;590;1000;160
201301;Enero de 2013;1;Andalucía;4;Almería;4030;Canjáyar;297;16;70;71;12;47;81;83;4;48;140;22
201301;Enero de 2013;1;Andalucía;4;Almería;4031;Cantoria;503;26;105;135;10;117;110;75;70;106;218;34
201301;Enero de 2013;1;Andalucía;4;Almería;4032;Carboneras;1037;65;305;219;31;255;162;123;158;190;501;65
201301;Enero de 2013;1;Andalucía;4;Almería;4033;Castro de Filabres;10;0;2;1;0;2;5;7;0;1;2;0
201301;Enero de 2013;1;Andalucía;4;Almería;4034;Cóbdar;21;0;6;5;2;6;2;4;2;2;10;3
201301;Enero de 2013;1;Andalucía;4;Almería;4035;Cuevas del Almanzora;1857;79;514;377;65;468;354;462;98;359;840;98
201301;Enero de 2013;1;Andalucía;4;Almería;4036;Chercos;49;2;17;7;0;14;9;1;14;3;31;0
201301;Enero de 2013;1;Andalucía;4;Almería;4037;Chirivel;242;11;58;58;9;47;59;65;9;27;127;14
201301;Enero de 2013;1;Andalucía;4;Almería;4038;Dalías;424;22;105;98;21;93;85;68;13;91;225;27
201301;Enero de 2013;1;Andalucía;4;Almería;4041;Enix;33;1;9;11;0;6;6;3;0;7;22;1
201301;Enero de 2013;1;Andalucía;4;Almería;4043;Felix;71;3;17;19;3;16;13;11;3;15;32;10
201301;Enero de 2013;1;Andalucía;4;Almería;4044;Fines;438;25;105;94;12;111;91;16;127;68;166;61
201301;Enero de 2013;1;Andalucía;4;Almería;4045;Fiñana;548;28;108;129;29;114;140;212;41;78;181;36
201301;Enero de 2013;1;Andalucía;4;Almería;4046;Fondón;146;6;29;41;7;30;33;37;23;32;50;4
201301;Enero de 2013;1;Andalucía;4;Almería;4047;Gádor;577;47;144;119;37;135;95;64;68;109;264;72
201301;Enero de 2013;1;Andalucía;4;Almería;4048;Gallardos, Los;345;20;65;90;11;86;73;62;16;72;181;14
201301;Enero de 2013;1;Andalucía;4;Almería;4049;Garrucha;1377;67;331;266;48;393;272;83;51;215;957;71
201301;Enero de 2013;1;Andalucía;4;Almería;4050;Gérgal;177;6;44;48;6;37;36;54;5;26;85;7
201301;Enero de 2013;1;Andalucía;4;Almería;4051;Huécija;82;5;17;17;4;23;16;15;6;10;48;3
201301;Enero de 2013;1;Andalucía;4;Almería;4052;Huércal de Almería;2568;137;729;407;96;791;408;53;197;504;1612;202
201301;Enero de 2013;1;Andalucía;4;Almería;4053;Huércal-Overa;2387;121;547;522;115;638;444;327;179;385;1294;202
201301;Enero de 2013;1;Andalucía;4;Almería;4054;Illar;69;5;18;23;1;10;12;17;6;6;38;2
201301;Enero de 2013;1;Andalucía;4;Almería;4055;Instinción;63;3;21;19;1;7;12;10;2;8;37;6
201301;Enero de 2013;1;Andalucía;4;Almería;4056;Laroya;19;0;5;9;0;2;3;0;6;1;12;0
201301;Enero de 2013;1;Andalucía;4;Almería;4057;Láujar de Andarax;284;13;64;76;7;59;65;34;18;62;163;7
201301;Enero de 2013;1;Andalucía;4;Almería;4058;Líjar;95;9;19;24;4;19;20;11;18;17;45;4
201301;Enero de 2013;1;Andalucía;4;Almería;4059;Lubrín;217;11;47;57;6;43;53;39;9;32;118;19
201301;Enero de 2013;1;Andalucía;4;Almería;4060;Lucainena de las Torres;71;0;19;12;2;25;13;21;2;10;35;3
201301;Enero de 2013;1;Andalucía;4;Almería;4061;Lúcar;115;2;21;29;3;27;33;29;21;14;44;7
201301;Enero de 2013;1;Andalucía;4;Almería;4062;Macael;1084;42;270;233;27;301;211;29;434;76;422;123
201301;Enero de 2013;1;Andalucía;4;Almería;4063;María;228;8;40;44;6;53;77;78;16;18;112;4
201301;Enero de 2013;1;Andalucía;4;Almería;4064;Mojácar;692;22;157;148;17;188;160;7;18;72;543;52
201301;Enero de 2013;1;Andalucía;4;Almería;4065;Nacimiento;67;1;20;20;0;10;16;23;8;5;30;1
201301;Enero de 2013;1;Andalucía;4;Almería;4066;Níjar;3176;144;980;670;119;799;464;1136;133;427;1294;186
201301;Enero de 2013;1;Andalucía;4;Almería;4067;Ohanes;150;15;34;39;6;20;36;30;3;24;85;8
201301;Enero de 2013;1;Andalucía;4;Almería;4068;Olula de Castro;10;1;2;1;0;1;5;4;0;1;5;0
201301;Enero de 2013;1;Andalucía;4;Almería;4069;Olula del Río;1171;39;296;291;31;318;196;57;347;135;495;137
201301;Enero de 2013;1;Andalucía;4;Almería;4070;Oria;292;14;60;80;16;45;77;103;10;29;133;17
201301;Enero de 2013;1;Andalucía;4;Almería;4071;Padules;71;3;21;18;3;9;17;15;4;15;34;3
201301;Enero de 2013;1;Andalucía;4;Almería;4072;Partaloa;82;1;16;22;0;16;27;20;8;8;46;0
201301;Enero de 2013;1;Andalucía;4;Almería;4073;Paterna del Río;51;0;8;18;0;9;16;23;1;8;19;0
201301;Enero de 2013;1;Andalucía;4;Almería;4074;Pechina;691;45;184;129;49;154;130;71;45;162;335;78
201301;Enero de 2013;1;Andalucía;4;Almería;4075;Pulpí;803;32;175;142;39;242;173;323;33;72;331;44
201301;Enero de 2013;1;Andalucía;4;Almería;4076;Purchena;304;15;69;69;15;65;71;35;60;54;123;32
201301;Enero de 2013;1;Andalucía;4;Almería;4077;Rágol;68;0;13;22;1;15;17;20;3;7;37;1
201301;Enero de 2013;1;Andalucía;4;Almería;4078;Rioja;320;20;84;78;11;64;63;33;43;68;149;27
201301;Enero de 2013;1;Andalucía;4;Almería;4079;Roquetas de Mar;13123;584;3451;2452;583;3841;2212;1771;622;2181;7527;1022
201301;Enero de 2013;1;Andalucía;4;Almería;4080;Santa Cruz de Marchena;35;2;10;11;0;3;9;1;2;7;22;3
201301;Enero de 2013;1;Andalucía;4;Almería;4081;Santa Fe de Mondújar;88;7;16;25;8;12;20;11;8;14;43;12
201301;Enero de 2013;1;Andalucía;4;Almería;4082;Senés;48;3;9;10;2;9;15;3;3;9;31;2
201301;Enero de 2013;1;Andalucía;4;Almería;4083;Serón;305;8;73;81;12;58;73;41;29;57;155;23
201301;Enero de 2013;1;Andalucía;4;Almería;4084;Sierro;89;4;18;28;1;13;25;18;13;17;37;4
201301;Enero de 2013;1;Andalucía;4;Almería;4085;Somontín;84;6;10;32;0;17;19;18;6;12;41;7
201301;Enero de 2013;1;Andalucía;4;Almería;4086;Sorbas;404;15;85;111;10;86;97;86;45;76;168;29
201301;Enero de 2013;1;Andalucía;4;Almería;4087;Suflí;44;0;10;11;1;10;12;7;10;6;19;2
201301;Enero de 2013;1;Andalucía;4;Almería;4088;Tabernas;894;48;182;182;51;233;198;272;45;103;415;59
201301;Enero de 2013;1;Andalucía;4;Almería;4089;Taberno;126;6;27;30;4;29;30;28;6;13;74;5
201301;Enero de 2013;1;Andalucía;4;Almería;4090;Tahal;58;0;21;13;1;9;14;19;4;9;23;3
201301;Enero de 2013;1;Andalucía;4;Almería;4091;Terque;67;1;8;23;2;13;20;9;4;5;44;5
201301;Enero de 2013;1;Andalucía;4;Almería;4092;Tíjola;550;19;120;124;32;116;139;96;84;108;215;47
201301;Enero de 2013;1;Andalucía;4;Almería;4093;Turre;543;34;132;108;23;156;90;26;19;125;344;29
201301;Enero de 2013;1;Andalucía;4;Almería;4094;Turrillas;38;0;8;11;2;4;13;10;0;3;25;0
201301;Enero de 2013;1;Andalucía;4;Almería;4095;Uleila del Campo;174;5;36;42;2;36;53;42;17;26;76;13
201301;Enero de 2013;1;Andalucía;4;Almería;4096;Urrácal;53;2;8;12;2;9;20;8;2;9;26;8
201301;Enero de 2013;1;Andalucía;4;Almería;4097;Velefique;34;3;5;11;2;6;7;6;0;9;19;0
201301;Enero de 2013;1;Andalucía;4;Almería;4098;Vélez-Blanco;247;15;45;58;6;54;69;76;18;27;114;12
201301;Enero de 2013;1;Andalucía;4;Almería;4099;Vélez-Rubio;949;44;218;199;34;240;214;195;64;151;478;61
201301;Enero de 2013;1;Andalucía;4;Almería;4100;Vera;1899;68;485;387;65;556;338;280;91;337;1085;106
201301;Enero de 2013;1;Andalucía;4;Almería;4101;Viator;832;47;222;156;47;247;113;34;68;201;457;72
201301;Enero de 2013;1;Andalucía;4;Almería;4102;Vícar;3372;177;980;684;173;858;500;735;159;571;1632;275
201301;Enero de 2013;1;Andalucía;4;Almería;4103;Zurgena;347;17;90;93;11;60;76;94;19;60;157;17
201301;Enero de 2013;1;Andalucía;4;Almería;4901;Tres Villas, Las;106;2;30;28;4;15;27;40;8;3;51;4
201301;Enero de 2013;1;Andalucía;4;Almería;4902;Ejido, El;10674;473;2947;2247;509;2784;1714;3202;454;1307;4743;968
201301;Enero de 2013;1;Andalucía;4;Almería;4903;Mojonera, La;1101;57;293;240;70;239;202;427;60;118;386;110
201301;Enero de 2013;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;1395;110;330;244;100;370;241;272;39;191;738;155
201301;Enero de 2013;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;1793;87;391;361;89;463;402;938;26;87;691;51
201301;Enero de 2013;1;Andalucía;11;Cádiz;11003;Algar;375;25;80;57;21;102;90;73;21;50;204;27
201301;Enero de 2013;1;Andalucía;11;Cádiz;11004;Algeciras;20100;1031;4554;3546;1118;5507;4344;413;1266;2833;12222;3366
201301;Enero de 2013;1;Andalucía;11;Cádiz;11005;Algodonales;1620;95;375;344;85;391;330;802;20;161;578;59
201301;Enero de 2013;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;8751;404;1989;1683;406;2251;2018;1678;394;2063;3822;794
201301;Enero de 2013;1;Andalucía;11;Cádiz;11007;Barbate;6453;293;1630;1289;330;1560;1351;819;585;836;3188;1025
201301;Enero de 2013;1;Andalucía;11;Cádiz;11008;Barrios, Los;4130;232;945;716;273;1165;799;178;353;686;2355;558
201301;Enero de 2013;1;Andalucía;11;Cádiz;11009;Benaocaz;132;9;25;23;8;35;32;4;16;6;94;12
201301;Enero de 2013;1;Andalucía;11;Cádiz;11010;Bornos;2713;158;591;510;126;688;640;1252;43;373;923;122
201301;Enero de 2013;1;Andalucía;11;Cádiz;11011;Bosque, El;441;28;99;83;19;118;94;30;47;36;281;47
201301;Enero de 2013;1;Andalucía;11;Cádiz;11012;Cádiz;21343;924;5221;3774;932;5863;4629;133;2081;1939;14413;2777
201301;Enero de 2013;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;610;37;122;117;37;165;132;64;32;81;343;90
201301;Enero de 2013;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;4291;223;1155;802;194;1203;714;168;157;746;2660;560
201301;Enero de 2013;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;17350;850;4464;3008;812;4849;3367;149;1430;3486;9148;3137
201301;Enero de 2013;1;Andalucía;11;Cádiz;11016;Chipiona;5020;286;1140;856;307;1365;1066;988;190;600;2613;629
201301;Enero de 2013;1;Andalucía;11;Cádiz;11017;Espera;1317;74;302;246;58;346;291;576;25;206;461;49
201301;Enero de 2013;1;Andalucía;11;Cádiz;11018;Gastor, El;524;27;129;100;21;126;121;237;9;65;197;16
201301;Enero de 2013;1;Andalucía;11;Cádiz;11019;Grazalema;472;26;93;96;30;118;109;36;25;38;330;43
201301;Enero de 2013;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;43842;2134;9900;8497;1930;11065;10316;2695;3141;6768;24939;6299
201301;Enero de 2013;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;1936;115;488;399;107;483;344;319;76;333;895;313
201301;Enero de 2013;1;Andalucía;11;Cádiz;11022;Línea de la Concepción, La;12569;655;2870;2511;660;3047;2826;135;1146;2423;6430;2435
201301;Enero de 2013;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;3438;175;872;635;176;937;643;474;171;573;1632;588
201301;Enero de 2013;1;Andalucía;11;Cádiz;11024;Olvera;2121;114;425;440;109;496;537;929;68;279;734;111
201301;Enero de 2013;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;1882;141;501;312;114;530;284;294;114;733;525;216
201301;Enero de 2013;1;Andalucía;11;Cádiz;11026;Prado del Rey;1762;86;350;346;77;451;452;374;289;177;736;186
201301;Enero de 2013;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;14991;628;3417;2940;664;3980;3362;184;1280;2040;9070;2417
201301;Enero de 2013;1;Andalucía;11;Cádiz;11028;Puerto Real;8745;445;2338;1521;528;2404;1509;95;1293;1110;4878;1369
201301;Enero de 2013;1;Andalucía;11;Cádiz;11029;Puerto Serrano;2813;290;672;437;241;721;452;1602;28;162;898;123
201301;Enero de 2013;1;Andalucía;11;Cádiz;11030;Rota;5124;264;1207;932;296;1501;924;60;680;745;3036;603
201301;Enero de 2013;1;Andalucía;11;Cádiz;11031;San Fernando;16717;892;3782;2749;889;4749;3656;108;1339;2032;9948;3290
201301;Enero de 2013;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;17180;928;4039;3354;820;4040;3999;3843;988;2926;6846;2577
201301;Enero de 2013;1;Andalucía;11;Cádiz;11033;San Roque;5268;314;1299;934;305;1400;1016;78;457;1056;2918;759
201301;Enero de 2013;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;697;28;152;131;39;175;172;287;8;77;294;31
201301;Enero de 2013;1;Andalucía;11;Cádiz;11035;Tarifa;3716;228;817;591;208;1112;760;183;236;372;2553;372
201301;Enero de 2013;1;Andalucía;11;Cádiz;11036;Torre Alháquime;294;27;66;60;8;61;72;174;0;9;102;9
201301;Enero de 2013;1;Andalucía;11;Cádiz;11037;Trebujena;1957;103;490;370;79;520;395;559;60;295;886;157
201301;Enero de 2013;1;Andalucía;11;Cádiz;11038;Ubrique;4037;148;823;779;130;1003;1154;123;1700;356;1474;384
201301;Enero de 2013;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;3697;230;886;662;201;976;742;356;107;610;2029;595
201301;Enero de 2013;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;68;3;12;18;4;17;14;5;5;14;41;3
201301;Enero de 2013;1;Andalucía;11;Cádiz;11041;Villamartín;3804;228;921;702;198;1009;746;1075;151;613;1726;239
201301;Enero de 2013;1;Andalucía;11;Cádiz;11042;Zahara;322;11;70;62;11;92;76;125;9;64;116;8
201301;Enero de 2013;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;2190;138;551;434;117;537;413;483;48;519;884;256
201301;Enero de 2013;1;Andalucía;11;Cádiz;11902;San José del Valle;1211;79;274;239;74;296;249;378;54;204;469;106
201301;Enero de 2013;1;Andalucía;14;Córdoba;14001;Adamuz;984;47;198;178;63;220;278;639;29;69;213;34
201301;Enero de 2013;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;3386;209;716;588;195;802;876;1900;170;377;759;180
201301;Enero de 2013;1;Andalucía;14;Córdoba;14003;Alcaracejos;261;20;52;59;19;47;64;20;11;24;194;12
201301;Enero de 2013;1;Andalucía;14;Córdoba;14004;Almedinilla;357;16;57;76;14;91;103;157;36;43;108;13
201301;Enero de 2013;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;2070;133;449;430;98;458;502;749;88;360;792;81
201301;Enero de 2013;1;Andalucía;14;Córdoba;14006;Añora;275;18;52;52;18;60;75;34;24;59;132;26
201301;Enero de 2013;1;Andalucía;14;Córdoba;14007;Baena;3945;238;793;702;231;998;983;2098;253;378;999;217
201301;Enero de 2013;1;Andalucía;14;Córdoba;14008;Belalcázar;787;50;142;141;55;184;215;157;75;129;300;126
201301;Enero de 2013;1;Andalucía;14;Córdoba;14009;Belmez;734;66;154;205;47;144;118;30;132;139;307;126
201301;Enero de 2013;1;Andalucía;14;Córdoba;14010;Benamejí;1000;57;154;179;63;214;333;574;42;149;189;46
201301;Enero de 2013;1;Andalucía;14;Córdoba;14011;Blázquez, Los;184;18;33;44;5;42;42;32;10;58;80;4
201301;Enero de 2013;1;Andalucía;14;Córdoba;14012;Bujalance;2036;131;374;357;116;500;558;1409;92;132;314;89
201301;Enero de 2013;1;Andalucía;14;Córdoba;14013;Cabra;3424;191;674;635;183;825;916;990;456;385;1302;291
201301;Enero de 2013;1;Andalucía;14;Córdoba;14014;Cañete de las Torres;645;34;120;138;24;131;198;431;28;57;111;18
201301;Enero de 2013;1;Andalucía;14;Córdoba;14015;Carcabuey;364;18;54;78;20;86;108;154;23;29;132;26
201301;Enero de 2013;1;Andalucía;14;Córdoba;14016;Cardeña;316;20;51;64;17;88;76;78;12;89;124;13
201301;Enero de 2013;1;Andalucía;14;Córdoba;14017;Carlota, La;3139;144;661;514;144;882;794;1148;242;574;1002;173
201301;Enero de 2013;1;Andalucía;14;Córdoba;14018;Carpio, El;1017;56;226;195;62;226;252;295;137;135;388;62
201301;Enero de 2013;1;Andalucía;14;Córdoba;14019;Castro del Río;1624;64;297;295;95;408;465;889;56;203;386;90
201301;Enero de 2013;1;Andalucía;14;Córdoba;14020;Conquista;68;9;14;10;5;10;20;15;2;14;34;3
201301;Enero de 2013;1;Andalucía;14;Córdoba;14021;Córdoba;58700;3336;12887;10900;3167;14928;13482;3048;5863;6614;35287;7888
201301;Enero de 2013;1;Andalucía;14;Córdoba;14022;Doña Mencía;1043;43;204;208;61;256;271;578;121;75;214;55
201301;Enero de 2013;1;Andalucía;14;Córdoba;14023;Dos Torres;408;29;61;83;22;90;123;43;52;75;211;27
201301;Enero de 2013;1;Andalucía;14;Córdoba;14024;Encinas Reales;443;10;75;84;26;92;156;165;42;89;126;21
201301;Enero de 2013;1;Andalucía;14;Córdoba;14025;Espejo;601;21;85;116;32;126;221;361;22;68;121;29
201301;Enero de 2013;1;Andalucía;14;Córdoba;14026;Espiel;534;49;110;96;31;145;103;54;126;94;210;50
201301;Enero de 2013;1;Andalucía;14;Córdoba;14027;Fernán-Núñez;2277;146;466;390;122;542;611;859;159;259;778;222
201301;Enero de 2013;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;84;4;22;10;4;20;24;4;3;41;36;0
201301;Enero de 2013;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;1275;95;246;273;85;241;335;172;110;190;623;180
201301;Enero de 2013;1;Andalucía;14;Córdoba;14030;Fuente Palmera;2734;167;517;513;147;688;702;1546;192;334;569;93
201301;Enero de 2013;1;Andalucía;14;Córdoba;14031;Fuente-Tójar;113;4;22;20;7;23;37;42;5;5;59;2
201301;Enero de 2013;1;Andalucía;14;Córdoba;14032;Granjuela, La;138;16;22;29;9;28;34;15;10;38;64;11
201301;Enero de 2013;1;Andalucía;14;Córdoba;14033;Guadalcázar;402;25;75;66;36;92;108;163;29;61;128;21
201301;Enero de 2013;1;Andalucía;14;Córdoba;14034;Guijo, El;55;5;12;12;1;11;14;5;1;2;45;2
201301;Enero de 2013;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;1470;101;257;270;99;335;408;87;106;403;619;255
201301;Enero de 2013;1;Andalucía;14;Córdoba;14036;Hornachuelos;1029;59;202;199;53;242;274;548;31;294;129;27
201301;Enero de 2013;1;Andalucía;14;Córdoba;14037;Iznájar;575;25;88;142;22;128;170;247;29;70;204;25
201301;Enero de 2013;1;Andalucía;14;Córdoba;14038;Lucena;7596;499;1547;1255;449;2239;1607;1616;1913;671;2652;744
201301;Enero de 2013;1;Andalucía;14;Córdoba;14039;Luque;585;27;97;131;41;123;166;359;45;34;125;22
201301;Enero de 2013;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;681;30;122;99;28;183;219;474;25;27;146;9
201301;Enero de 2013;1;Andalucía;14;Córdoba;14041;Montemayor;964;55;196;194;47;225;247;468;70;154;201;71
201301;Enero de 2013;1;Andalucía;14;Córdoba;14042;Montilla;4152;225;801;667;230;1116;1113;932;584;599;1656;381
201301;Enero de 2013;1;Andalucía;14;Córdoba;14043;Montoro;2169;148;481;394;125;520;501;1016;175;229;632;117
201301;Enero de 2013;1;Andalucía;14;Córdoba;14044;Monturque;358;12;46;75;32;92;101;194;21;44;85;14
201301;Enero de 2013;1;Andalucía;14;Córdoba;14045;Moriles;946;54;184;163;55;236;254;497;54;161;193;41
201301;Enero de 2013;1;Andalucía;14;Córdoba;14046;Nueva Carteya;1379;92;302;255;69;320;341;1089;23;86;147;34
201301;Enero de 2013;1;Andalucía;14;Córdoba;14047;Obejo;374;25;59;64;29;112;85;57;18;68;206;25
201301;Enero de 2013;1;Andalucía;14;Córdoba;14048;Palenciana;212;8;28;42;6;57;71;109;6;12;81;4
201301;Enero de 2013;1;Andalucía;14;Córdoba;14049;Palma del Río;4089;211;736;640;230;1065;1207;1909;222;480;1239;239
201301;Enero de 2013;1;Andalucía;14;Córdoba;14050;Pedro Abad;793;48;186;163;37;181;178;306;106;109;233;39
201301;Enero de 2013;1;Andalucía;14;Córdoba;14051;Pedroche;317;31;50;64;19;73;80;74;6;57;153;27
201301;Enero de 2013;1;Andalucía;14;Córdoba;14052;Peñarroya-Pueblonuevo;2605;193;574;610;165;571;492;89;477;412;1157;470
201301;Enero de 2013;1;Andalucía;14;Córdoba;14053;Posadas;1825;121;389;321;93;465;436;888;107;185;534;111
201301;Enero de 2013;1;Andalucía;14;Córdoba;14054;Pozoblanco;2760;200;532;498;186;705;639;285;323;438;1382;332
201301;Enero de 2013;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;3725;173;740;736;178;889;1009;1286;521;444;1271;203
201301;Enero de 2013;1;Andalucía;14;Córdoba;14056;Puente Genil;5969;396;1136;1045;384;1543;1465;2029;730;770;1852;588
201301;Enero de 2013;1;Andalucía;14;Córdoba;14057;Rambla, La;1613;75;303;257;83;415;480;771;183;151;402;106
201301;Enero de 2013;1;Andalucía;14;Córdoba;14058;Rute;1362;59;242;244;72;367;378;502;220;168;378;94
201301;Enero de 2013;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;180;6;31;41;8;46;48;56;4;45;65;10
201301;Enero de 2013;1;Andalucía;14;Córdoba;14060;Santaella;1315;69;243;231;60;357;355;813;52;84;326;40
201301;Enero de 2013;1;Andalucía;14;Córdoba;14061;Santa Eufemia;192;14;34;45;9;34;56;16;2;79;87;8
201301;Enero de 2013;1;Andalucía;14;Córdoba;14062;Torrecampo;202;19;33;47;16;45;42;13;12;52;114;11
201301;Enero de 2013;1;Andalucía;14;Córdoba;14063;Valenzuela;258;13;34;63;5;66;77;195;3;12;40;8
201301;Enero de 2013;1;Andalucía;14;Córdoba;14064;Valsequillo;96;8;17;16;6;30;19;11;1;43;35;6
201301;Enero de 2013;1;Andalucía;14;Córdoba;14065;Victoria, La;495;29;102;78;22;127;137;230;21;74;152;18
201301;Enero de 2013;1;Andalucía;14;Córdoba;14066;Villa del Río;1610;91;308;300;89;392;430;648;273;209;373;107
201301;Enero de 2013;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;1106;75;267;186;60;292;226;355;185;78;432;56
201301;Enero de 2013;1;Andalucía;14;Córdoba;14068;Villaharta;133;11;25;31;4;37;25;19;9;6;88;11
201301;Enero de 2013;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;1790;142;350;338;111;397;452;652;103;223;681;131
201301;Enero de 2013;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;268;22;46;51;19;59;71;41;15;45;149;18
201301;Enero de 2013;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;257;20;54;64;18;46;55;67;25;37;97;31
201301;Enero de 2013;1;Andalucía;14;Córdoba;14072;Villaralto;295;12;64;62;8;56;93;115;15;83;69;13
201301;Enero de 2013;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;743;46;154;167;41;137;198;242;50;125;240;86
201301;Enero de 2013;1;Andalucía;14;Córdoba;14074;Viso, El;550;39;100;115;30;114;152;154;19;117;222;38
