;;;;DEMANDANTES DE EMPLEO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Dtes Empleo;Dtes Empleo hombre edad < 25;Dtes Empleo hombre edad 25 -45 ;Dtes Empleo hombre edad >=45;Dtes Empleo mujer edad < 25;Dtes Empleo mujer edad 25 -45 ;Dtes Empleo mujer edad >=45;Dtes EmpleoAgricultura;Dtes Empleo Industria;Dtes Empleo Construcción;Dtes Empleo Servicios;Dtes Empleo Sin empleo Anterior
201501;Enero de 2015;1;Andalucía;4;Almería;4001;Abla;204;10;39;52;13;35;55;48;7;15;124;10
201501;Enero de 2015;1;Andalucía;4;Almería;4002;Abrucena;229;6;26;61;8;46;82;89;2;10;120;8
201501;Enero de 2015;1;Andalucía;4;Almería;4003;Adra;3169;176;721;702;163;773;634;715;156;506;1449;343
201501;Enero de 2015;1;Andalucía;4;Almería;4004;Albánchez;43;1;10;13;3;11;5;8;3;3;27;2
201501;Enero de 2015;1;Andalucía;4;Almería;4005;Alboloduy;108;3;16;29;4;22;34;30;5;14;54;5
201501;Enero de 2015;1;Andalucía;4;Almería;4006;Albox;1309;68;248;263;72;351;307;182;98;205;694;130
201501;Enero de 2015;1;Andalucía;4;Almería;4007;Alcolea;165;12;14;56;7;21;55;61;0;23;76;5
201501;Enero de 2015;1;Andalucía;4;Almería;4008;Alcóntar;62;1;10;17;0;9;25;18;3;7;29;5
201501;Enero de 2015;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;16;0;4;5;0;3;4;0;0;0;15;1
201501;Enero de 2015;1;Andalucía;4;Almería;4010;Alhabia;149;3;30;40;12;37;27;24;18;30;64;13
201501;Enero de 2015;1;Andalucía;4;Almería;4011;Alhama de Almería;597;63;113;117;39;145;120;72;43;41;379;62
201501;Enero de 2015;1;Andalucía;4;Almería;4012;Alicún;32;3;3;9;0;11;6;2;1;1;25;3
201501;Enero de 2015;1;Andalucía;4;Almería;4013;Almería;29589;1600;6701;6199;1520;7480;6089;2226;1250;3856;18074;4183
201501;Enero de 2015;1;Andalucía;4;Almería;4014;Almócita;23;1;5;4;0;5;8;4;2;2;14;1
201501;Enero de 2015;1;Andalucía;4;Almería;4015;Alsodux;15;1;3;6;0;3;2;4;0;1;8;2
201501;Enero de 2015;1;Andalucía;4;Almería;4016;Antas;276;17;42;42;13;89;73;73;5;31;148;19
201501;Enero de 2015;1;Andalucía;4;Almería;4017;Arboleas;236;14;53;37;12;62;58;42;6;31;137;20
201501;Enero de 2015;1;Andalucía;4;Almería;4018;Armuña de Almanzora;52;3;9;12;1;13;14;10;6;8;23;5
201501;Enero de 2015;1;Andalucía;4;Almería;4019;Bacares;35;1;5;9;2;3;15;10;1;2;22;0
201501;Enero de 2015;1;Andalucía;4;Almería;4020;Bayárcal;44;1;10;15;1;6;11;22;0;4;17;1
201501;Enero de 2015;1;Andalucía;4;Almería;4021;Bayarque;23;2;5;3;0;4;9;5;0;2;16;0
201501;Enero de 2015;1;Andalucía;4;Almería;4022;Bédar;71;3;8;27;4;16;13;5;3;8;49;6
201501;Enero de 2015;1;Andalucía;4;Almería;4023;Beires;6;0;0;5;0;0;1;0;0;0;6;0
201501;Enero de 2015;1;Andalucía;4;Almería;4024;Benahadux;648;40;120;127;37;185;139;46;42;77;400;83
201501;Enero de 2015;1;Andalucía;4;Almería;4026;Benitagla;6;0;2;1;0;2;1;3;1;0;2;0
201501;Enero de 2015;1;Andalucía;4;Almería;4027;Benizalón;47;4;5;13;4;10;11;10;1;4;23;9
