;;;;DEMANDANTES DE EMPLEO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
202001;Enero de 2020;1;Andalucía;4;Almería;04029;Berja;1490;65;299;388;61;327;350;391;36;216;748;99
202001;Enero de 2020;1;Andalucía;4;Almería;04030;Canjáyar;219;4;29;70;4;40;72;65;5;16;125;8
202001;Enero de 2020;1;Andalucía;4;Almería;04031;Cantoria;302;10;40;71;9;60;112;37;17;30;198;20
202001;Enero de 2020;1;Andalucía;4;Almería;04032;Carboneras;887;49;182;179;29;240;208;128;69;65;565;60
202001;Enero de 2020;1;Andalucía;4;Almería;04033;Castro de Filabres;19;1;1;2;0;2;13;11;0;0;8;0
202001;Enero de 2020;1;Andalucía;4;Almería;04034;Cóbdar;18;0;5;5;0;3;5;4;0;0;14;0
202001;Enero de 2020;1;Andalucía;4;Almería;04035;Cuevas del Almanzora;1507;54;294;280;75;406;398;395;32;106;891;83
202001;Enero de 2020;1;Andalucía;4;Almería;04036;Chercos;32;2;5;5;3;7;10;0;4;3;24;1
202001;Enero de 2020;1;Andalucía;4;Almería;04037;Chirivel;128;14;14;35;2;22;41;34;3;4;78;9
202001;Enero de 2020;1;Andalucía;4;Almería;04038;Dalías;293;8;43;88;6;69;79;70;8;35;164;16
202001;Enero de 2020;1;Andalucía;4;Almería;04041;Enix;24;0;5;8;0;3;8;2;1;3;16;2
202001;Enero de 2020;1;Andalucía;4;Almería;04043;Felix;61;2;9;17;0;11;22;19;1;4;36;1
202001;Enero de 2020;1;Andalucía;4;Almería;04044;Fines;233;12;37;55;5;57;67;24;35;18;141;15
202001;Enero de 2020;1;Andalucía;4;Almería;04045;Fiñana;373;14;45;88;12;68;146;156;18;15;166;18
202001;Enero de 2020;1;Andalucía;4;Almería;04046;Fondón;114;1;9;37;2;18;47;22;21;8;61;2
202001;Enero de 2020;1;Andalucía;4;Almería;04047;Gádor;411;35;78;90;29;93;86;53;32;36;236;54
202001;Enero de 2020;1;Andalucía;4;Almería;04048;Gallardos, Los;229;12;29;42;7;63;76;52;6;8;154;9
202001;Enero de 2020;1;Andalucía;4;Almería;04049;Garrucha;1315;59;220;252;65;339;380;51;17;73;1122;52
202001;Enero de 2020;1;Andalucía;4;Almería;04050;Gérgal;149;10;30;27;8;36;38;64;2;8;68;7
202001;Enero de 2020;1;Andalucía;4;Almería;04051;Huécija;44;0;9;10;0;13;12;8;3;5;28;0
202001;Enero de 2020;1;Andalucía;4;Almería;04052;Huércal de Almería;1849;79;284;371;73;524;518;78;62;160;1408;141
202001;Enero de 2020;1;Andalucía;4;Almería;04053;Huércal-Overa;1707;71;280;313;80;531;432;306;86;99;1074;142
202001;Enero de 2020;1;Andalucía;4;Almería;04054;Illar;54;1;14;24;1;4;10;21;2;6;25;0
202001;Enero de 2020;1;Andalucía;4;Almería;04055;Instinción;54;11;5;18;1;10;9;8;0;9;25;12
202001;Enero de 2020;1;Andalucía;4;Almería;04056;Laroya;14;0;4;6;0;2;2;2;0;0;12;0
202001;Enero de 2020;1;Andalucía;4;Almería;04057;Láujar de Andarax;183;7;22;50;2;30;72;24;17;23;117;2
202001;Enero de 2020;1;Andalucía;4;Almería;04058;Líjar;58;3;6;11;2;18;18;8;2;4;43;1
202001;Enero de 2020;1;Andalucía;4;Almería;04059;Lubrín;121;13;14;30;1;25;38;28;4;14;62;13
202001;Enero de 2020;1;Andalucía;4;Almería;04060;Lucainena de las Torres;68;0;8;18;6;15;21;18;1;4;43;2
202001;Enero de 2020;1;Andalucía;4;Almería;04061;Lúcar;120;3;13;20;1;30;53;37;7;5;67;4
202001;Enero de 2020;1;Andalucía;4;Almería;04062;Macael;588;27;83;110;22;138;208;28;113;26;354;67
202001;Enero de 2020;1;Andalucía;4;Almería;04063;María;147;1;20;35;2;26;63;52;9;4;82;0
202001;Enero de 2020;1;Andalucía;4;Almería;04064;Mojácar;613;16;100;131;16;140;210;13;10;16;555;19
202001;Enero de 2020;1;Andalucía;4;Almería;04065;Nacimiento;65;1;11;18;2;8;25;24;10;1;28;2
202001;Enero de 2020;1;Andalucía;4;Almería;04066;Níjar;2945;107;806;669;96;670;597;1198;57;159;1364;167
202001;Enero de 2020;1;Andalucía;4;Almería;04067;Ohanes;99;4;14;41;5;11;24;32;0;5;61;1
202001;Enero de 2020;1;Andalucía;4;Almería;04068;Olula de Castro;12;0;4;3;1;2;2;1;1;0;9;1
202001;Enero de 2020;1;Andalucía;4;Almería;04069;Olula del Río;748;18;92;156;22;219;241;66;106;49;465;62
202001;Enero de 2020;1;Andalucía;4;Almería;04070;Oria;207;11;35;51;3;35;72;90;6;10;91;10
202001;Enero de 2020;1;Andalucía;4;Almería;04071;Padules;50;6;6;17;0;8;13;11;0;6;27;6
202001;Enero de 2020;1;Andalucía;4;Almería;04072;Partaloa;51;0;4;16;0;5;26;21;3;0;26;1
202001;Enero de 2020;1;Andalucía;4;Almería;04073;Paterna del Río;53;3;4;18;1;7;20;9;0;6;38;0
202001;Enero de 2020;1;Andalucía;4;Almería;04074;Pechina;552;29;84;130;37;126;146;74;21;43;358;56
202001;Enero de 2020;1;Andalucía;4;Almería;04075;Pulpí;575;22;103;104;19;171;156;222;25;29;274;25
202001;Enero de 2020;1;Andalucía;4;Almería;04076;Purchena;177;17;20;31;4;36;69;30;26;21;77;23
202001;Enero de 2020;1;Andalucía;4;Almería;04077;Rágol;37;1;7;6;3;6;14;14;0;2;20;1
202001;Enero de 2020;1;Andalucía;4;Almería;04078;Rioja;221;9;33;50;14;46;69;28;8;27;143;15
202001;Enero de 2020;1;Andalucía;4;Almería;04079;Roquetas de Mar;11187;392;2204;2292;382;2988;2929;1748;322;1025;7346;746
202001;Enero de 2020;1;Andalucía;4;Almería;04080;Santa Cruz de Marchena;30;1;7;9;0;5;8;6;2;4;18;0
202001;Enero de 2020;1;Andalucía;4;Almería;04081;Santa Fe de Mondújar;54;1;9;17;3;14;10;9;1;3;40;1
202001;Enero de 2020;1;Andalucía;4;Almería;04082;Senés;47;1;4;14;3;6;19;11;1;2;33;0
202001;Enero de 2020;1;Andalucía;4;Almería;04083;Serón;180;5;16;47;11;43;58;24;14;11;117;14
202001;Enero de 2020;1;Andalucía;4;Almería;04084;Sierro;62;2;10;15;2;5;28;15;6;5;34;2
202001;Enero de 2020;1;Andalucía;4;Almería;04085;Somontín;49;0;4;14;0;12;19;17;1;3;27;1
202001;Enero de 2020;1;Andalucía;4;Almería;04086;Sorbas;293;21;41;67;13;68;83;60;24;19;165;25
202001;Enero de 2020;1;Andalucía;4;Almería;04087;Suflí;34;2;4;11;0;7;10;2;3;7;22;0
202001;Enero de 2020;1;Andalucía;4;Almería;04088;Tabernas;698;23;105;161;22;168;219;211;28;46;394;19
202001;Enero de 2020;1;Andalucía;4;Almería;04089;Taberno;86;7;11;22;0;23;23;21;5;8;48;4
202001;Enero de 2020;1;Andalucía;4;Almería;04090;Tahal;32;1;5;9;1;4;12;12;0;1;18;1
202001;Enero de 2020;1;Andalucía;4;Almería;04091;Terque;45;2;8;8;1;7;19;5;3;1;30;6
202001;Enero de 2020;1;Andalucía;4;Almería;04092;Tíjola;398;14;52;87;18;95;132;86;29;25;226;32
202001;Enero de 2020;1;Andalucía;4;Almería;04093;Turre;470;15;89;81;22;130;133;22;10;41;375;22
202001;Enero de 2020;1;Andalucía;4;Almería;04094;Turrillas;20;1;1;7;0;7;4;4;0;1;15;0
202001;Enero de 2020;1;Andalucía;4;Almería;04095;Uleila del Campo;106;2;12;29;1;17;45;34;4;8;58;2
202001;Enero de 2020;1;Andalucía;4;Almería;04096;Urrácal;37;0;6;7;1;8;15;9;3;3;21;1
202001;Enero de 2020;1;Andalucía;4;Almería;04097;Velefique;18;1;4;6;0;5;2;0;0;2;14;2
202001;Enero de 2020;1;Andalucía;4;Almería;04098;Vélez-Blanco;189;3;33;51;4;34;64;48;13;27;92;9
202001;Enero de 2020;1;Andalucía;4;Almería;04099;Vélez-Rubio;675;25;99;159;32;160;200;147;54;60;383;31
202001;Enero de 2020;1;Andalucía;4;Almería;04100;Vera;1946;98;319;388;78;522;541;299;50;124;1356;117
202001;Enero de 2020;1;Andalucía;4;Almería;04101;Viator;618;36;111;113;24;195;139;45;19;53;452;49
202001;Enero de 2020;1;Andalucía;4;Almería;04102;Vícar;2635;134;597;572;131;647;554;711;86;231;1379;228
202001;Enero de 2020;1;Andalucía;4;Almería;04103;Zurgena;236;15;23;64;10;61;63;54;5;28;135;14
202001;Enero de 2020;1;Andalucía;4;Almería;04901;Tres Villas, Las;78;2;9;35;1;7;24;21;2;5;49;1
202001;Enero de 2020;1;Andalucía;4;Almería;04902;Ejido, El;7396;233;1490;1681;241;1936;1815;2525;220;415;3714;522
202001;Enero de 2020;1;Andalucía;4;Almería;04903;Mojonera, La;832;39;198;202;25;180;188;378;22;53;297;82
202001;Enero de 2020;1;Andalucía;4;Almería;04904;Balanegra;246;9;51;59;8;61;58;89;4;11;126;16
202001;Enero de 2020;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;986;42;185;189;58;269;243;162;38;81;667;38
202001;Enero de 2020;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;1265;36;188;276;29;278;458;568;22;67;591;17
202001;Enero de 2020;1;Andalucía;11;Cádiz;11003;Algar;295;11;37;53;12;72;110;49;11;19;203;13
202001;Enero de 2020;1;Andalucía;11;Cádiz;11004;Algeciras;16111;702;2642;3093;732;4398;4544;352;759;1300;11392;2308
202001;Enero de 2020;1;Andalucía;11;Cádiz;11005;Algodonales;1183;63;190;255;49;294;332;513;12;33;595;30
202001;Enero de 2020;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;7245;289;1072;1385;327;1838;2334;1107;218;870;4624;426
202001;Enero de 2020;1;Andalucía;11;Cádiz;11007;Barbate;5285;221;997;1077;234;1382;1374;389;356;359;3824;357
202001;Enero de 2020;1;Andalucía;11;Cádiz;11008;Barrios, Los;3015;151;479;491;145;860;889;84;231;260;2105;335
202001;Enero de 2020;1;Andalucía;11;Cádiz;11009;Benaocaz;89;5;13;16;1;25;29;2;7;3;73;4
202001;Enero de 2020;1;Andalucía;11;Cádiz;11010;Bornos;1993;90;275;360;89;478;701;687;31;142;1054;79
202001;Enero de 2020;1;Andalucía;11;Cádiz;11011;Bosque, El;331;15;51;88;15;70;92;23;32;12;252;12
202001;Enero de 2020;1;Andalucía;11;Cádiz;11012;Cádiz;16167;540;2989;3561;514;4071;4492;108;1062;946;12214;1837
202001;Enero de 2020;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;418;13;69;71;16;123;126;26;20;28;325;19
202001;Enero de 2020;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;3736;141;739;770;131;1126;829;186;72;242;3007;229
202001;Enero de 2020;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;14072;528;2328;2757;512;4003;3944;174;726;1686;9796;1690
202001;Enero de 2020;1;Andalucía;11;Cádiz;11016;Chipiona;4094;150;718;786;194;1101;1145;653;108;266;2837;230
202001;Enero de 2020;1;Andalucía;11;Cádiz;11017;Espera;985;38;132;186;35;253;341;342;37;102;471;33
202001;Enero de 2020;1;Andalucía;11;Cádiz;11018;Gastor, El;348;6;43;82;8;75;134;126;2;32;183;5
202001;Enero de 2020;1;Andalucía;11;Cádiz;11019;Grazalema;367;12;53;80;13;80;129;29;15;23;290;10
202001;Enero de 2020;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;35602;1434;5443;7395;1308;8481;11541;1946;1917;3204;24189;4346
202001;Enero de 2020;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;1291;36;203;305;53;350;344;197;53;119;830;92
202001;Enero de 2020;1;Andalucía;11;Cádiz;11022;Línea de la Concepción, La;9600;446;1657;2129;435;2271;2662;141;748;1088;5916;1707
202001;Enero de 2020;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;2341;85;373;483;82;678;640;384;93;296;1429;139
202001;Enero de 2020;1;Andalucía;11;Cádiz;11024;Olvera;1634;65;190;399;69;333;578;569;39;296;655;75
202001;Enero de 2020;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;1138;47;181;215;29;322;344;189;62;419;419;49
202001;Enero de 2020;1;Andalucía;11;Cádiz;11026;Prado del Rey;1231;41;170;282;36;267;435;225;171;57;710;68
202001;Enero de 2020;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;12407;424;2088;2579;454;3132;3730;197;626;989;8998;1597
202001;Enero de 2020;1;Andalucía;11;Cádiz;11028;Puerto Real;6239;254;984;1379;238;1752;1632;93;616;504;4218;808
202001;Enero de 2020;1;Andalucía;11;Cádiz;11029;Puerto Serrano;2024;150;368;381;138;509;478;1196;33;88;663;44
202001;Enero de 2020;1;Andalucía;11;Cádiz;11030;Rota;3844;157;649;741;156;1108;1033;64;505;203;2751;321
202001;Enero de 2020;1;Andalucía;11;Cádiz;11031;San Fernando;13364;500;2186;2596;526;3587;3969;116;808;1020;9384;2036
202001;Enero de 2020;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;12947;466;2119;2665;422;3338;3937;2851;560;1104;7201;1231
202001;Enero de 2020;1;Andalucía;11;Cádiz;11033;San Roque;3998;192;718;769;172;1084;1063;71;254;636;2613;424
202001;Enero de 2020;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;475;16;67;80;18;104;190;163;11;40;246;15
202001;Enero de 2020;1;Andalucía;11;Cádiz;11035;Tarifa;3106;140;571;569;116;888;822;134;107;133;2560;172
202001;Enero de 2020;1;Andalucía;11;Cádiz;11036;Torre Alháquime;213;10;37;50;5;41;70;94;0;5;111;3
202001;Enero de 2020;1;Andalucía;11;Cádiz;11037;Trebujena;1317;61;239;272;65;339;341;317;21;82;822;75
202001;Enero de 2020;1;Andalucía;11;Cádiz;11038;Ubrique;2327;62;270;531;63;489;912;74;904;85;1146;118
202001;Enero de 2020;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;2768;130;441;570;115;726;786;238;52;224;2096;158
202001;Enero de 2020;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;61;2;9;16;4;14;16;3;9;1;48;0
202001;Enero de 2020;1;Andalucía;11;Cádiz;11041;Villamartín;2936;156;406;600;143;720;911;709;90;228;1763;146
202001;Enero de 2020;1;Andalucía;11;Cádiz;11042;Zahara;265;13;40;67;8;54;83;76;10;55;118;6
202001;Enero de 2020;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;1479;66;215;254;67;389;488;401;29;129;842;78
202001;Enero de 2020;1;Andalucía;11;Cádiz;11902;San José del Valle;904;42;117;197;45;231;272;236;26;81;520;41
202001;Enero de 2020;1;Andalucía;14;Córdoba;14001;Adamuz;763;22;109;159;25;181;267;405;14;132;194;18
202001;Enero de 2020;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;2378;86;278;420;103;549;942;1074;75;134;1007;88
202001;Enero de 2020;1;Andalucía;14;Córdoba;14003;Alcaracejos;213;9;28;49;11;52;64;13;7;40;148;5
202001;Enero de 2020;1;Andalucía;14;Córdoba;14004;Almedinilla;265;7;23;66;12;56;101;66;14;9;169;7
202001;Enero de 2020;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;1579;70;242;323;62;374;508;472;38;249;749;71
202001;Enero de 2020;1;Andalucía;14;Córdoba;14006;Añora;217;7;17;38;19;57;79;21;8;53;122;13
202001;Enero de 2020;1;Andalucía;14;Córdoba;14007;Baena;2716;105;360;476;127;652;996;1015;154;438;990;119
202001;Enero de 2020;1;Andalucía;14;Córdoba;14008;Belalcázar;563;28;64;120;30;128;193;74;35;109;315;30
202001;Enero de 2020;1;Andalucía;14;Córdoba;14009;Belmez;540;20;88;149;28;125;130;38;84;105;271;42
202001;Enero de 2020;1;Andalucía;14;Córdoba;14010;Benamejí;820;20;60;143;38;186;373;336;29;226;204;25
202001;Enero de 2020;1;Andalucía;14;Córdoba;14011;Blázquez, Los;162;10;22;42;8;29;51;27;3;37;89;6
202001;Enero de 2020;1;Andalucía;14;Córdoba;14012;Bujalance;1556;66;206;331;78;338;537;934;45;237;287;53
202001;Enero de 2020;1;Andalucía;14;Córdoba;14013;Cabra;2766;106;367;471;155;628;1039;687;201;355;1293;230
202001;Enero de 2020;1;Andalucía;14;Córdoba;14014;Cañete de las Torres;499;16;75;101;14;93;200;306;9;85;77;22
202001;Enero de 2020;1;Andalucía;14;Córdoba;14015;Carcabuey;262;3;20;46;8;69;116;65;12;6;167;12
202001;Enero de 2020;1;Andalucía;14;Córdoba;14016;Cardeña;217;15;21;46;12;41;82;68;4;28;110;7
202001;Enero de 2020;1;Andalucía;14;Córdoba;14017;Carlota, La;2475;71;384;427;83;637;873;899;100;411;979;86
202001;Enero de 2020;1;Andalucía;14;Córdoba;14018;Carpio, El;793;35;112;159;28;174;285;203;55;131;371;33
202001;Enero de 2020;1;Andalucía;14;Córdoba;14019;Castro del Río;1151;34;134;196;57;262;468;509;45;185;362;50
202001;Enero de 2020;1;Andalucía;14;Córdoba;14020;Conquista;32;1;6;3;2;11;9;3;1;1;25;2
202001;Enero de 2020;1;Andalucía;14;Córdoba;14021;Córdoba;43416;1892;6802;8935;1888;10542;13357;2715;3060;2759;29908;4974
202001;Enero de 2020;1;Andalucía;14;Córdoba;14022;Doña Mencía;778;31;90;131;33;162;331;396;27;143;169;43
202001;Enero de 2020;1;Andalucía;14;Córdoba;14023;Dos Torres;315;11;31;56;15;81;121;26;15;85;175;14
202001;Enero de 2020;1;Andalucía;14;Córdoba;14024;Encinas Reales;341;13;31;63;14;72;148;88;17;111;110;15
202001;Enero de 2020;1;Andalucía;14;Córdoba;14025;Espejo;429;9;38;78;23;77;204;157;9;99;145;19
202001;Enero de 2020;1;Andalucía;14;Córdoba;14026;Espiel;316;14;41;72;17;63;109;39;40;61;158;18
202001;Enero de 2020;1;Andalucía;14;Córdoba;14027;Fernán-Núñez;1571;78;228;276;108;353;528;476;49;112;789;145
202001;Enero de 2020;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;85;6;14;15;4;17;29;12;1;33;39;0
202001;Enero de 2020;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;930;44;120;231;33;204;298;122;56;115;575;62
202001;Enero de 2020;1;Andalucía;14;Córdoba;14030;Fuente Palmera;1982;77;254;364;78;468;741;938;85;355;548;56
202001;Enero de 2020;1;Andalucía;14;Córdoba;14031;Fuente-Tójar;109;8;8;21;11;20;41;36;8;2;57;6
202001;Enero de 2020;1;Andalucía;14;Córdoba;14032;Granjuela, La;91;4;9;19;8;16;35;8;3;38;41;1
202001;Enero de 2020;1;Andalucía;14;Córdoba;14033;Guadalcázar;276;11;36;39;10;78;102;80;7;68;117;4
202001;Enero de 2020;1;Andalucía;14;Córdoba;14034;Guijo, El;44;7;7;12;2;9;7;1;0;1;41;1
202001;Enero de 2020;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;1054;39;117;182;61;268;387;69;61;173;659;92
202001;Enero de 2020;1;Andalucía;14;Córdoba;14036;Hornachuelos;816;33;106;158;32;177;310;348;20;281;156;11
202001;Enero de 2020;1;Andalucía;14;Córdoba;14037;Iznájar;375;10;40;90;9;74;152;104;21;88;154;8
202001;Enero de 2020;1;Andalucía;14;Córdoba;14038;Lucena;6101;266;701;998;301;1702;2133;1235;978;567;2853;468
202001;Enero de 2020;1;Andalucía;14;Córdoba;14039;Luque;466;20;38;111;36;81;180;195;13;95;149;14
202001;Enero de 2020;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;583;21;76;95;19;141;231;334;28;78;122;21
202001;Enero de 2020;1;Andalucía;14;Córdoba;14041;Montemayor;632;29;66;119;27;140;251;216;24;160;200;32
202001;Enero de 2020;1;Andalucía;14;Córdoba;14042;Montilla;2925;93;342;503;118;697;1172;708;323;350;1347;197
202001;Enero de 2020;1;Andalucía;14;Córdoba;14043;Montoro;1634;62;211;323;86;387;565;712;101;91;657;73
202001;Enero de 2020;1;Andalucía;14;Córdoba;14044;Monturque;268;8;26;48;14;62;110;99;13;63;80;13
202001;Enero de 2020;1;Andalucía;14;Córdoba;14045;Moriles;610;20;50;101;27;145;267;230;17;166;182;15
202001;Enero de 2020;1;Andalucía;14;Córdoba;14046;Nueva Carteya;883;26;94;171;35;196;361;508;10;207;135;23
202001;Enero de 2020;1;Andalucía;14;Córdoba;14047;Obejo;327;16;46;65;19;78;103;46;10;63;194;14
202001;Enero de 2020;1;Andalucía;14;Córdoba;14048;Palenciana;233;5;33;42;14;58;81;103;9;5;106;10
202001;Enero de 2020;1;Andalucía;14;Córdoba;14049;Palma del Río;3550;112;443;650;166;787;1392;1307;165;605;1314;159
202001;Enero de 2020;1;Andalucía;14;Córdoba;14050;Pedro Abad;462;19;56;85;20;94;188;152;17;88;187;18
202001;Enero de 2020;1;Andalucía;14;Córdoba;14051;Pedroche;256;20;28;56;32;46;74;45;4;48;145;14
202001;Enero de 2020;1;Andalucía;14;Córdoba;14052;Peñarroya-Pueblonuevo;1931;86;310;458;129;476;472;98;239;227;1144;223
202001;Enero de 2020;1;Andalucía;14;Córdoba;14053;Posadas;1273;49;180;245;49;276;474;472;58;201;500;42
202001;Enero de 2020;1;Andalucía;14;Córdoba;14054;Pozoblanco;2090;95;273;366;128;545;683;248;183;231;1210;218
202001;Enero de 2020;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;2930;78;361;575;151;642;1123;664;271;438;1371;186
202001;Enero de 2020;1;Andalucía;14;Córdoba;14056;Puente Genil;4892;224;698;824;246;1267;1633;1450;458;679;1901;404
202001;Enero de 2020;1;Andalucía;14;Córdoba;14057;Rambla, La;1077;32;102;176;33;266;468;432;105;138;351;51
202001;Enero de 2020;1;Andalucía;14;Córdoba;14058;Rute;1031;41;101;180;46;239;424;305;117;191;362;56
202001;Enero de 2020;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;144;5;17;33;4;34;51;54;1;38;46;5
202001;Enero de 2020;1;Andalucía;14;Córdoba;14060;Santaella;1107;26;161;184;40;267;429;561;76;20;427;23
202001;Enero de 2020;1;Andalucía;14;Córdoba;14061;Santa Eufemia;128;4;17;33;5;23;46;24;3;39;59;3
202001;Enero de 2020;1;Andalucía;14;Córdoba;14062;Torrecampo;119;5;12;29;12;27;34;8;0;20;86;5
202001;Enero de 2020;1;Andalucía;14;Córdoba;14063;Valenzuela;146;1;16;33;4;20;72;71;3;42;27;3
202001;Enero de 2020;1;Andalucía;14;Córdoba;14064;Valsequillo;61;2;7;10;7;14;21;8;1;30;21;1
202001;Enero de 2020;1;Andalucía;14;Córdoba;14065;Victoria, La;370;19;43;73;15;79;141;129;8;82;130;21
202001;Enero de 2020;1;Andalucía;14;Córdoba;14066;Villa del Río;1199;44;142;197;56;285;475;412;151;156;412;68
202001;Enero de 2020;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;840;35;111;171;44;206;273;249;64;109;383;35
202001;Enero de 2020;1;Andalucía;14;Córdoba;14068;Villaharta;96;5;11;29;5;21;25;11;5;7;71;2
202001;Enero de 2020;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;1287;55;162;271;71;272;456;480;47;51;636;73
202001;Enero de 2020;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;166;9;16;38;5;42;56;14;2;52;95;3
202001;Enero de 2020;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;173;4;16;34;7;44;68;33;5;30;95;10
202001;Enero de 2020;1;Andalucía;14;Córdoba;14072;Villaralto;169;5;16;40;6;34;68;46;2;64;55;2
202001;Enero de 2020;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;491;19;61;123;17;104;167;159;8;88;207;29
202001;Enero de 2020;1;Andalucía;14;Córdoba;14074;Viso, El;411;18;45;77;18;82;171;83;9;44;253;22
