;;;;DEMANDANTES DE EMPLEO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Dtes Empleo;Dtes Empleo hombre edad < 25;Dtes Empleo hombre edad 25 -45 ;Dtes Empleo hombre edad >=45;Dtes Empleo mujer edad < 25;Dtes Empleo mujer edad 25 -45 ;Dtes Empleo mujer edad >=45;Dtes EmpleoAgricultura;Dtes Empleo Industria;Dtes Empleo Construcción;Dtes Empleo Servicios;Dtes Empleo Sin empleo Anterior
200601;Enero de 2006;1;Andalucía;4;Almería;4001;Abla;160;6;22;31;4;47;50;70;7;10;67;6
200601;Enero de 2006;1;Andalucía;4;Almería;4002;Abrucena;235;7;38;54;9;56;71;119;7;10;95;4
200601;Enero de 2006;1;Andalucía;4;Almería;4003;Adra;1220;96;258;179;104;402;181;351;45;132;626;66
200601;Enero de 2006;1;Andalucía;4;Almería;4004;Albánchez;33;0;9;8;1;4;11;9;6;2;15;1
200601;Enero de 2006;1;Andalucía;4;Almería;4005;Alboloduy;99;2;10;23;9;21;34;34;1;6;54;4
200601;Enero de 2006;1;Andalucía;4;Almería;4006;Albox;666;22;93;121;40;207;183;125;40;80;347;74
200601;Enero de 2006;1;Andalucía;4;Almería;4007;Alcolea;142;2;20;40;4;44;32;79;4;18;38;3
200601;Enero de 2006;1;Andalucía;4;Almería;4008;Alcóntar;48;0;11;16;2;3;16;25;1;2;18;2
200601;Enero de 2006;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;3;0;0;1;0;0;2;2;1;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4010;Alhabia;68;4;11;11;4;20;18;20;2;8;32;6
200601;Enero de 2006;1;Andalucía;4;Almería;4011;Alhama de Almería;230;13;35;42;21;71;48;35;12;34;135;14
200601;Enero de 2006;1;Andalucía;4;Almería;4012;Alicún;12;0;2;3;0;6;1;1;2;0;7;2
200601;Enero de 2006;1;Andalucía;4;Almería;4013;Almería;13412;906;2824;1828;1147;4571;2136;910;698;1581;8612;1611
200601;Enero de 2006;1;Andalucía;4;Almería;4014;Almócita;10;0;3;5;0;1;1;2;1;1;6;0
200601;Enero de 2006;1;Andalucía;4;Almería;4015;Alsodux;2;0;1;0;0;1;0;0;0;0;2;0
200601;Enero de 2006;1;Andalucía;4;Almería;4016;Antas;151;5;24;22;10;56;34;47;9;13;76;6
200601;Enero de 2006;1;Andalucía;4;Almería;4017;Arboleas;140;2;19;31;1;44;43;64;6;13;49;8
200601;Enero de 2006;1;Andalucía;4;Almería;4018;Armuña de Almanzora;28;0;3;10;2;8;5;6;4;2;10;6
200601;Enero de 2006;1;Andalucía;4;Almería;4019;Bacares;38;3;3;15;1;7;9;17;3;5;13;0
200601;Enero de 2006;1;Andalucía;4;Almería;4020;Bayárcal;50;2;9;16;0;6;17;30;0;4;16;0
200601;Enero de 2006;1;Andalucía;4;Almería;4021;Bayarque;29;2;2;10;0;7;8;8;0;2;17;2
200601;Enero de 2006;1;Andalucía;4;Almería;4022;Bédar;27;0;2;13;1;4;7;6;0;6;14;1
200601;Enero de 2006;1;Andalucía;4;Almería;4023;Beires;17;0;3;8;0;2;4;9;1;1;6;0
200601;Enero de 2006;1;Andalucía;4;Almería;4024;Benahadux;178;7;29;21;18;83;20;8;16;20;119;15
200601;Enero de 2006;1;Andalucía;4;Almería;4026;Benitagla;3;0;1;1;0;1;0;0;0;0;3;0
200601;Enero de 2006;1;Andalucía;4;Almería;4027;Benizalón;29;0;8;9;0;1;11;17;1;3;8;0
200601;Enero de 2006;1;Andalucía;4;Almería;4028;Bentarique;40;1;3;15;2;5;14;18;2;0;19;1
200601;Enero de 2006;1;Andalucía;4;Almería;4029;Berja;753;55;171;142;61;204;120;233;27;167;263;63
200601;Enero de 2006;1;Andalucía;4;Almería;4030;Canjáyar;208;4;27;55;10;41;71;91;6;11;94;6
200601;Enero de 2006;1;Andalucía;4;Almería;4031;Cantoria;261;8;34;70;13;76;60;84;24;34;95;24
200601;Enero de 2006;1;Andalucía;4;Almería;4032;Carboneras;378;22;91;79;21;135;30;99;36;54;174;15
200601;Enero de 2006;1;Andalucía;4;Almería;4033;Castro de Filabres;8;0;1;1;1;2;3;7;0;0;1;0
200601;Enero de 2006;1;Andalucía;4;Almería;4034;Cóbdar;3;0;1;1;0;0;1;1;0;1;1;0
200601;Enero de 2006;1;Andalucía;4;Almería;4035;Cuevas del Almanzora;602;27;100;84;41;221;129;146;28;51;355;22
200601;Enero de 2006;1;Andalucía;4;Almería;4036;Chercos;14;0;2;2;0;5;5;3;3;1;7;0
200601;Enero de 2006;1;Andalucía;4;Almería;4037;Chirivel;175;4;30;41;6;38;56;85;3;5;77;5
200601;Enero de 2006;1;Andalucía;4;Almería;4038;Dalías;180;7;53;39;11;47;23;55;1;31;77;16
200601;Enero de 2006;1;Andalucía;4;Almería;4041;Enix;11;0;1;0;2;7;1;2;0;0;9;0
200601;Enero de 2006;1;Andalucía;4;Almería;4043;Felix;33;0;14;5;0;6;8;16;0;7;10;0
200601;Enero de 2006;1;Andalucía;4;Almería;4044;Fines;110;9;19;12;14;35;21;14;27;11;44;14
200601;Enero de 2006;1;Andalucía;4;Almería;4045;Fiñana;339;8;48;80;18;91;94;172;20;22;113;12
200601;Enero de 2006;1;Andalucía;4;Almería;4046;Fondón;64;2;11;10;0;30;11;25;7;10;21;1
200601;Enero de 2006;1;Andalucía;4;Almería;4047;Gádor;168;6;25;32;11;62;32;41;10;20;77;20
200601;Enero de 2006;1;Andalucía;4;Almería;4048;Gallardos, Los;150;2;21;29;6;50;42;47;7;10;76;10
200601;Enero de 2006;1;Andalucía;4;Almería;4049;Garrucha;470;30;104;86;25;158;67;87;17;56;279;31
200601;Enero de 2006;1;Andalucía;4;Almería;4050;Gérgal;102;2;15;26;9;24;26;62;1;7;31;1
200601;Enero de 2006;1;Andalucía;4;Almería;4051;Huécija;31;0;7;9;4;7;4;9;2;1;17;2
200601;Enero de 2006;1;Andalucía;4;Almería;4052;Huércal de Almería;745;34;141;63;61;370;76;34;42;81;534;54
200601;Enero de 2006;1;Andalucía;4;Almería;4053;Huércal-Overa;1072;75;150;134;78;384;251;187;54;78;660;93
200601;Enero de 2006;1;Andalucía;4;Almería;4054;Illar;41;3;12;14;0;5;7;22;0;3;15;1
200601;Enero de 2006;1;Andalucía;4;Almería;4055;Instinción;38;1;4;13;2;11;7;13;3;5;17;0
200601;Enero de 2006;1;Andalucía;4;Almería;4056;Laroya;6;0;1;0;0;3;2;1;2;0;3;0
200601;Enero de 2006;1;Andalucía;4;Almería;4057;Láujar de Andarax;119;2;26;35;4;24;28;45;7;17;48;2
200601;Enero de 2006;1;Andalucía;4;Almería;4058;Líjar;38;2;5;9;2;11;9;8;6;5;17;2
200601;Enero de 2006;1;Andalucía;4;Almería;4059;Lubrín;118;3;18;42;1;14;40;46;8;21;41;2
200601;Enero de 2006;1;Andalucía;4;Almería;4060;Lucainena de las Torres;30;0;4;10;0;3;13;17;0;5;7;1
200601;Enero de 2006;1;Andalucía;4;Almería;4061;Lúcar;74;1;8;23;4;22;16;34;12;3;23;2
200601;Enero de 2006;1;Andalucía;4;Almería;4062;Macael;278;13;32;37;41;112;43;22;68;20;130;38
200601;Enero de 2006;1;Andalucía;4;Almería;4063;María;161;1;24;35;4;30;67;75;8;5;70;3
200601;Enero de 2006;1;Andalucía;4;Almería;4064;Mojácar;265;11;47;48;11;102;46;7;7;20;217;14
200601;Enero de 2006;1;Andalucía;4;Almería;4065;Nacimiento;43;0;8;13;0;12;10;27;0;1;15;0
200601;Enero de 2006;1;Andalucía;4;Almería;4066;Níjar;935;44;232;154;72;294;139;248;62;127;450;48
200601;Enero de 2006;1;Andalucía;4;Almería;4067;Ohanes;86;1;13;30;3;15;24;43;1;10;32;0
200601;Enero de 2006;1;Andalucía;4;Almería;4068;Olula de Castro;6;0;1;2;0;0;3;3;0;0;3;0
200601;Enero de 2006;1;Andalucía;4;Almería;4069;Olula del Río;414;28;60;41;37;174;74;50;78;36;195;55
200601;Enero de 2006;1;Andalucía;4;Almería;4070;Oria;224;16;30;58;14;53;53;124;4;16;66;14
200601;Enero de 2006;1;Andalucía;4;Almería;4071;Padules;52;1;5;16;0;9;21;28;1;4;18;1
200601;Enero de 2006;1;Andalucía;4;Almería;4072;Partaloa;53;0;8;18;0;10;17;32;1;2;18;0
200601;Enero de 2006;1;Andalucía;4;Almería;4073;Paterna del Río;42;0;7;18;1;9;7;30;1;0;11;0
200601;Enero de 2006;1;Andalucía;4;Almería;4074;Pechina;202;9;44;37;13;60;39;30;15;26;116;15
200601;Enero de 2006;1;Andalucía;4;Almería;4075;Pulpí;332;12;63;42;25;131;59;132;5;32;152;11
200601;Enero de 2006;1;Andalucía;4;Almería;4076;Purchena;125;3;15;31;4;41;31;43;15;15;43;9
200601;Enero de 2006;1;Andalucía;4;Almería;4077;Rágol;50;0;6;26;1;5;12;37;0;1;11;1
200601;Enero de 2006;1;Andalucía;4;Almería;4078;Rioja;87;2;15;17;8;37;8;10;11;8;54;4
200601;Enero de 2006;1;Andalucía;4;Almería;4079;Roquetas de Mar;3983;254;1022;410;265;1513;519;694;162;376;2418;333
200601;Enero de 2006;1;Andalucía;4;Almería;4080;Santa Cruz de Marchena;16;1;1;8;0;2;4;8;0;0;8;0
200601;Enero de 2006;1;Andalucía;4;Almería;4081;Santa Fe de Mondújar;36;3;5;10;3;9;6;5;3;7;21;0
