cuenca_hidrografica,embalse_nombre,fecha,capacidad_total,volumen_actual,porcentaje_actual,mes,año
Duero,Valparaíso,2014-04-29,169.0,157.0,92.9,4,2014
Duero,Valparaíso,2014-05-06,169.0,156.0,92.31,5,2014
Duero,Valparaíso,2014-05-13,169.0,155.0,91.72,5,2014
Duero,Valparaíso,2014-05-20,169.0,154.0,91.12,5,2014
Duero,Valparaíso,2014-05-27,169.0,153.0,90.53,5,2014
Duero,Valparaíso,2014-06-03,169.0,153.0,90.53,6,2014
Duero,Valparaíso,2014-06-10,169.0,151.0,89.35,6,2014
Duero,Valparaíso,2014-06-17,169.0,151.0,89.35,6,2014
Duero,Valparaíso,2014-06-24,169.0,151.0,89.35,6,2014
Duero,Valparaíso,2014-07-01,169.0,148.0,87.57,7,2014
Duero,Valparaíso,2014-07-08,169.0,151.0,89.35,7,2014
Duero,Valparaíso,2014-07-15,169.0,151.0,89.35,7,2014
Duero,Valparaíso,2014-07-22,169.0,153.0,90.53,7,2014
Duero,Valparaíso,2014-07-29,169.0,152.0,89.94,7,2014
Duero,Valparaíso,2014-08-05,169.0,152.0,89.94,8,2014
Duero,Valparaíso,2014-08-12,169.0,153.0,90.53,8,2014
Duero,Valparaíso,2014-08-19,169.0,153.0,90.53,8,2014
Duero,Valparaíso,2014-08-26,169.0,153.0,90.53,8,2014
Duero,Valparaíso,2014-09-02,169.0,153.0,90.53,9,2014
Duero,Valparaíso,2014-09-09,169.0,155.0,91.72,9,2014
Duero,Valparaíso,2014-09-16,169.0,153.0,90.53,9,2014
Duero,Valparaíso,2014-09-23,169.0,151.0,89.35,9,2014
Duero,Valparaíso,2014-09-30,169.0,149.0,88.17,9,2014
Duero,Valparaíso,2014-10-07,169.0,150.0,88.76,10,2014
Duero,Valparaíso,2014-10-14,169.0,154.0,91.12,10,2014
Duero,Valparaíso,2014-10-21,169.0,159.0,94.08,10,2014
Duero,Valparaíso,2014-10-28,169.0,155.0,91.72,10,2014
Duero,Valparaíso,2014-11-04,169.0,153.0,90.53,11,2014
Duero,Valparaíso,2014-11-11,169.0,154.0,91.12,11,2014
Duero,Valparaíso,2014-11-18,169.0,155.0,91.72,11,2014
Duero,Valparaíso,2014-11-25,169.0,153.0,90.53,11,2014
Duero,Valparaíso,2014-12-02,169.0,154.0,91.12,12,2014
Duero,Valparaíso,2014-12-09,169.0,153.0,90.53,12,2014
Duero,Valparaíso,2014-12-16,169.0,153.0,90.53,12,2014
Duero,Valparaíso,2014-12-23,169.0,153.0,90.53,12,2014
Duero,Valparaíso,2014-12-30,169.0,153.0,90.53,12,2014
Duero,Valparaíso,2015-01-06,169.0,153.0,90.53,1,2015
Duero,Valparaíso,2015-01-13,169.0,158.0,93.49,1,2015
Duero,Valparaíso,2015-01-20,169.0,158.0,93.49,1,2015
Duero,Valparaíso,2015-01-27,169.0,159.0,94.08,1,2015
Duero,Valparaíso,2015-02-03,169.0,156.0,92.31,2,2015
Duero,Valparaíso,2015-02-10,169.0,156.0,92.31,2,2015
Duero,Valparaíso,2015-02-17,169.0,157.0,92.9,2,2015
Duero,Valparaíso,2015-02-24,169.0,157.0,92.9,2,2015
Duero,Valparaíso,2015-03-03,169.0,157.0,92.9,3,2015
Duero,Valparaíso,2015-03-10,169.0,156.0,92.31,3,2015
Duero,Valparaíso,2015-03-17,169.0,156.0,92.31,3,2015
Duero,Valparaíso,2015-03-24,169.0,155.0,91.72,3,2015
Duero,Valparaíso,2015-03-31,169.0,156.0,92.31,3,2015
Duero,Valparaíso,2015-04-07,169.0,155.0,91.72,4,2015
Duero,Valparaíso,2015-04-14,169.0,154.0,91.12,4,2015
Duero,Valparaíso,2015-04-21,169.0,154.0,91.12,4,2015
Duero,Valparaíso,2015-04-28,169.0,154.0,91.12,4,2015
Duero,Valparaíso,2015-05-05,169.0,154.0,91.12,5,2015
Duero,Valparaíso,2015-05-12,169.0,155.0,91.72,5,2015
Duero,Valparaíso,2015-05-19,169.0,154.0,91.12,5,2015
Duero,Valparaíso,2015-05-26,169.0,155.0,91.72,5,2015
Duero,Valparaíso,2015-06-02,169.0,155.0,91.72,6,2015
Duero,Valparaíso,2015-06-09,169.0,154.0,91.12,6,2015
Duero,Valparaíso,2015-06-16,169.0,154.0,91.12,6,2015
Duero,Valparaíso,2015-06-23,169.0,154.0,91.12,6,2015
Duero,Valparaíso,2015-06-30,169.0,150.0,88.76,6,2015
Duero,Valparaíso,2015-07-07,169.0,152.0,89.94,7,2015
Duero,Valparaíso,2015-07-14,169.0,147.0,86.98,7,2015
Duero,Valparaíso,2015-07-21,169.0,154.0,91.12,7,2015
Duero,Valparaíso,2015-07-28,169.0,153.0,90.53,7,2015
Duero,Valparaíso,2015-08-04,169.0,153.0,90.53,8,2015
Duero,Valparaíso,2015-08-11,169.0,153.0,90.53,8,2015
Duero,Valparaíso,2015-08-18,169.0,152.0,89.94,8,2015
Duero,Valparaíso,2015-08-25,169.0,155.0,91.72,8,2015
Duero,Valparaíso,2015-09-01,169.0,154.0,91.12,9,2015
Duero,Valparaíso,2015-09-08,169.0,153.0,90.53,9,2015
Duero,Valparaíso,2015-09-15,169.0,153.0,90.53,9,2015
Duero,Valparaíso,2015-09-22,169.0,153.0,90.53,9,2015
Duero,Valparaíso,2015-09-29,169.0,154.0,91.12,9,2015
Duero,Valparaíso,2015-10-06,169.0,154.0,91.12,10,2015
Duero,Valparaíso,2015-10-13,169.0,157.0,92.9,10,2015
Duero,Valparaíso,2015-10-20,169.0,157.0,92.9,10,2015
Duero,Valparaíso,2015-10-27,169.0,158.0,93.49,10,2015
Duero,Valparaíso,2015-11-03,169.0,158.0,93.49,11,2015
Duero,Valparaíso,2015-11-10,169.0,155.0,91.72,11,2015
Duero,Valparaíso,2015-11-17,169.0,155.0,91.72,11,2015
Duero,Valparaíso,2015-11-24,169.0,153.0,90.53,11,2015
Duero,Valparaíso,2015-12-01,169.0,151.0,89.35,12,2015
Duero,Valparaíso,2015-12-08,169.0,150.0,88.76,12,2015
Duero,Valparaíso,2015-12-15,169.0,150.0,88.76,12,2015
Duero,Valparaíso,2015-12-22,169.0,151.0,89.35,12,2015
Duero,Valparaíso,2015-12-29,169.0,157.0,92.9,12,2015
Duero,Valparaíso,2016-01-05,169.0,157.0,92.9,1,2016
Duero,Valparaíso,2016-01-12,169.0,155.0,91.72,1,2016
Duero,Valparaíso,2016-01-19,169.0,151.0,89.35,1,2016
Duero,Valparaíso,2016-01-26,169.0,152.0,89.94,1,2016
Duero,Valparaíso,2016-02-02,169.0,153.0,90.53,2,2016
Duero,Valparaíso,2016-02-09,169.0,156.0,92.31,2,2016
Duero,Valparaíso,2016-02-16,169.0,156.0,92.31,2,2016
Duero,Valparaíso,2016-02-23,169.0,153.0,90.53,2,2016
Duero,Valparaíso,2016-03-01,169.0,155.0,91.72,3,2016
Duero,Valparaíso,2016-03-08,169.0,156.0,92.31,3,2016
Duero,Valparaíso,2016-03-15,169.0,156.0,92.31,3,2016
Duero,Valparaíso,2016-03-22,169.0,155.0,91.72,3,2016
Duero,Valparaíso,2016-03-29,169.0,155.0,91.72,3,2016
Duero,Valparaíso,2016-04-05,169.0,157.0,92.9,4,2016
Duero,Valparaíso,2016-04-12,169.0,155.0,91.72,4,2016
Duero,Valparaíso,2016-04-19,169.0,153.0,90.53,4,2016
Duero,Valparaíso,2016-04-26,169.0,153.0,90.53,4,2016
Duero,Valparaíso,2016-05-03,169.0,153.0,90.53,5,2016
Duero,Valparaíso,2016-05-10,169.0,156.0,92.31,5,2016
Duero,Valparaíso,2016-05-17,169.0,158.0,93.49,5,2016
Duero,Valparaíso,2016-05-24,169.0,154.0,91.12,5,2016
Duero,Valparaíso,2016-05-31,169.0,155.0,91.72,5,2016
Duero,Valparaíso,2016-06-07,169.0,155.0,91.72,6,2016
Duero,Valparaíso,2016-06-14,169.0,155.0,91.72,6,2016
Duero,Valparaíso,2016-06-21,169.0,153.0,90.53,6,2016
Duero,Valparaíso,2016-06-28,169.0,154.0,91.12,6,2016
Duero,Valparaíso,2016-07-05,169.0,151.0,89.35,7,2016
Duero,Valparaíso,2016-07-12,169.0,151.0,89.35,7,2016
Duero,Valparaíso,2016-07-19,169.0,149.0,88.17,7,2016
Duero,Valparaíso,2016-07-26,169.0,148.0,87.57,7,2016
Duero,Valparaíso,2016-08-02,169.0,150.0,88.76,8,2016
Duero,Valparaíso,2016-08-09,169.0,155.0,91.72,8,2016
Duero,Valparaíso,2016-08-16,169.0,154.0,91.12,8,2016
Duero,Valparaíso,2016-08-23,169.0,154.0,91.12,8,2016
Duero,Valparaíso,2016-08-30,169.0,153.0,90.53,8,2016
Duero,Valparaíso,2016-09-06,169.0,153.0,90.53,9,2016
Duero,Valparaíso,2016-09-13,169.0,155.0,91.72,9,2016
Duero,Valparaíso,2016-09-20,169.0,153.0,90.53,9,2016
Duero,Valparaíso,2016-09-27,169.0,152.0,89.94,9,2016
Duero,Valparaíso,2016-10-04,169.0,152.0,89.94,10,2016
Duero,Valparaíso,2016-10-11,169.0,152.0,89.94,10,2016
Duero,Valparaíso,2016-10-18,169.0,146.0,86.39,10,2016
Duero,Valparaíso,2016-10-25,169.0,145.0,85.8,10,2016
Duero,Valparaíso,2016-11-01,169.0,145.0,85.8,11,2016
Duero,Valparaíso,2016-11-08,169.0,145.0,85.8,11,2016
Duero,Valparaíso,2016-11-15,169.0,145.0,85.8,11,2016
Duero,Valparaíso,2016-11-22,169.0,144.0,85.21,11,2016
Duero,Valparaíso,2016-11-29,169.0,146.0,86.39,11,2016
Duero,Valparaíso,2016-12-06,169.0,145.0,85.8,12,2016
Duero,Valparaíso,2016-12-13,169.0,148.0,87.57,12,2016
Duero,Valparaíso,2016-12-20,169.0,149.0,88.17,12,2016
Duero,Valparaíso,2016-12-27,169.0,152.0,89.94,12,2016
Duero,Valparaíso,2017-01-03,169.0,152.0,89.94,1,2017
Duero,Valparaíso,2017-01-10,169.0,153.0,90.53,1,2017
Duero,Valparaíso,2017-01-17,169.0,153.0,90.53,1,2017
Duero,Valparaíso,2017-01-24,169.0,155.0,91.72,1,2017
Duero,Valparaíso,2017-01-31,169.0,155.0,91.72,1,2017
Duero,Valparaíso,2017-02-07,169.0,155.0,91.72,2,2017
Duero,Valparaíso,2017-02-14,169.0,154.0,91.12,2,2017
Duero,Valparaíso,2017-02-21,169.0,154.0,91.12,2,2017
Duero,Valparaíso,2017-02-28,169.0,153.0,90.53,2,2017
Duero,Valparaíso,2017-03-07,169.0,153.0,90.53,3,2017
Duero,Valparaíso,2017-03-14,169.0,152.0,89.94,3,2017
Duero,Valparaíso,2017-03-21,169.0,152.0,89.94,3,2017
Duero,Valparaíso,2017-03-28,169.0,151.0,89.35,3,2017
Duero,Valparaíso,2017-04-04,169.0,152.0,89.94,4,2017
Duero,Valparaíso,2017-04-11,169.0,155.0,91.72,4,2017
Duero,Valparaíso,2017-04-18,169.0,155.0,91.72,4,2017
Duero,Valparaíso,2017-04-25,169.0,154.0,91.12,4,2017
Duero,Valparaíso,2017-05-02,169.0,155.0,91.72,5,2017
Duero,Valparaíso,2017-05-09,169.0,155.0,91.72,5,2017
Duero,Valparaíso,2017-05-16,169.0,155.0,91.72,5,2017
Duero,Valparaíso,2017-05-23,169.0,154.0,91.12,5,2017
Duero,Valparaíso,2017-05-30,169.0,153.0,90.53,5,2017
Duero,Valparaíso,2017-06-06,169.0,152.0,89.94,6,2017
Duero,Valparaíso,2017-06-13,169.0,151.0,89.35,6,2017
Duero,Valparaíso,2017-06-20,169.0,153.0,90.53,6,2017
Duero,Valparaíso,2017-06-27,169.0,153.0,90.53,6,2017
Duero,Valparaíso,2017-07-04,169.0,154.0,91.12,7,2017
Duero,Valparaíso,2017-07-11,169.0,154.0,91.12,7,2017
Duero,Valparaíso,2017-07-18,169.0,153.0,90.53,7,2017
Duero,Valparaíso,2017-07-25,169.0,154.0,91.12,7,2017
Duero,Valparaíso,2017-08-01,169.0,153.0,90.53,8,2017
Duero,Valparaíso,2017-08-08,169.0,155.0,91.72,8,2017
Duero,Valparaíso,2017-08-15,169.0,152.0,89.94,8,2017
Duero,Valparaíso,2017-08-22,169.0,152.0,89.94,8,2017
Duero,Valparaíso,2017-08-29,169.0,152.0,89.94,8,2017
Duero,Valparaíso,2017-09-05,169.0,153.0,90.53,9,2017
Duero,Valparaíso,2017-09-12,169.0,152.0,89.94,9,2017
Duero,Valparaíso,2017-09-19,169.0,148.0,87.57,9,2017
Duero,Valparaíso,2017-09-26,169.0,145.0,85.8,9,2017
Duero,Valparaíso,2017-10-03,169.0,141.0,83.43,10,2017
Duero,Valparaíso,2017-10-10,169.0,137.0,81.07,10,2017
Duero,Valparaíso,2017-10-17,169.0,134.0,79.29,10,2017
Duero,Valparaíso,2017-10-24,169.0,129.0,76.33,10,2017
Duero,Valparaíso,2017-10-31,169.0,127.0,75.15,10,2017
Duero,Valparaíso,2017-11-07,169.0,126.0,74.56,11,2017
Duero,Valparaíso,2017-11-14,169.0,124.0,73.37,11,2017
Duero,Valparaíso,2017-11-21,169.0,124.0,73.37,11,2017
Duero,Valparaíso,2017-11-28,169.0,122.0,72.19,11,2017
Duero,Valparaíso,2017-12-05,169.0,120.0,71.01,12,2017
Duero,Valparaíso,2017-12-12,169.0,118.0,69.82,12,2017
Duero,Valparaíso,2017-12-19,169.0,118.0,69.82,12,2017
Duero,Valparaíso,2017-12-26,169.0,115.0,68.05,12,2017
Duero,Valparaíso,2018-01-02,169.0,114.0,67.46,1,2018
Duero,Valparaíso,2018-01-09,169.0,114.0,67.46,1,2018
Duero,Valparaíso,2018-01-16,169.0,113.0,66.86,1,2018
Duero,Valparaíso,2018-01-23,169.0,134.0,79.29,1,2018
Duero,Valparaíso,2018-01-30,169.0,135.0,79.88,1,2018
Duero,Valparaíso,2018-02-06,169.0,136.0,80.47,2,2018
Duero,Valparaíso,2018-02-13,169.0,139.0,82.25,2,2018
Duero,Valparaíso,2018-02-20,169.0,140.0,82.84,2,2018
Duero,Valparaíso,2018-02-27,169.0,147.0,86.98,2,2018
Duero,Valparaíso,2018-03-06,169.0,148.0,87.57,3,2018
Duero,Valparaíso,2018-03-13,169.0,152.0,89.94,3,2018
Duero,Valparaíso,2018-03-20,169.0,153.0,90.53,3,2018
Duero,Valparaíso,2018-03-27,169.0,152.0,89.94,3,2018
Duero,Valparaíso,2018-04-03,169.0,154.0,91.12,4,2018
Duero,Valparaíso,2018-04-10,169.0,153.0,90.53,4,2018
Duero,Valparaíso,2018-04-17,169.0,155.0,91.72,4,2018
Duero,Valparaíso,2018-04-24,169.0,154.0,91.12,4,2018
Duero,Valparaíso,2018-05-01,169.0,155.0,91.72,5,2018
Duero,Valparaíso,2018-05-08,169.0,154.0,91.12,5,2018
Duero,Valparaíso,2018-05-15,169.0,154.0,91.12,5,2018
Duero,Valparaíso,2018-05-22,169.0,157.0,92.9,5,2018
Duero,Valparaíso,2018-05-29,169.0,157.0,92.9,5,2018
Duero,Valparaíso,2018-06-05,169.0,156.0,92.31,6,2018
Duero,Valparaíso,2018-06-12,169.0,156.0,92.31,6,2018
Duero,Valparaíso,2018-06-19,169.0,158.0,93.49,6,2018
Duero,Valparaíso,2018-06-26,169.0,158.0,93.49,6,2018
Duero,Valparaíso,2018-07-03,169.0,158.0,93.49,7,2018
Duero,Valparaíso,2018-07-10,169.0,157.0,92.9,7,2018
Duero,Valparaíso,2018-07-17,169.0,156.0,92.31,7,2018
Duero,Valparaíso,2018-07-24,169.0,159.0,94.08,7,2018
Duero,Valparaíso,2018-07-31,169.0,158.0,93.49,7,2018
Duero,Valparaíso,2018-08-07,169.0,156.0,92.31,8,2018
Duero,Valparaíso,2018-08-14,169.0,155.0,91.72,8,2018
Duero,Valparaíso,2018-08-21,169.0,153.0,90.53,8,2018
Duero,Valparaíso,2018-08-28,169.0,157.0,92.9,8,2018
Duero,Valparaíso,2018-09-04,169.0,156.0,92.31,9,2018
Duero,Valparaíso,2018-09-11,169.0,155.0,91.72,9,2018
Duero,Valparaíso,2018-09-18,169.0,153.0,90.53,9,2018
Duero,Valparaíso,2018-09-25,169.0,155.0,91.72,9,2018
Duero,Valparaíso,2018-10-02,169.0,159.0,94.08,10,2018
Duero,Valparaíso,2018-10-09,169.0,159.0,94.08,10,2018
Duero,Valparaíso,2018-10-16,169.0,154.0,91.12,10,2018
Duero,Valparaíso,2018-10-23,169.0,149.0,88.17,10,2018
Duero,Valparaíso,2018-10-30,169.0,147.0,86.98,10,2018
Duero,Valparaíso,2018-11-06,169.0,146.0,86.39,11,2018
Duero,Valparaíso,2018-11-13,169.0,157.0,92.9,11,2018
Duero,Valparaíso,2018-11-20,169.0,156.0,92.31,11,2018
Duero,Valparaíso,2018-11-27,169.0,154.0,91.12,11,2018
Duero,Valparaíso,2018-12-04,169.0,153.0,90.53,12,2018
Duero,Valparaíso,2018-12-11,169.0,155.0,91.72,12,2018
Duero,Valparaíso,2018-12-18,169.0,154.0,91.12,12,2018
Duero,Valparaíso,2018-12-25,169.0,156.0,92.31,12,2018
Duero,Valparaíso,2019-01-01,169.0,157.0,92.9,1,2019
Duero,Valparaíso,2019-01-08,169.0,157.0,92.9,1,2019
Duero,Valparaíso,2019-01-15,169.0,157.0,92.9,1,2019
Duero,Valparaíso,2019-01-22,169.0,157.0,92.9,1,2019
Duero,Valparaíso,2019-01-29,169.0,157.0,92.9,1,2019
Duero,Valparaíso,2019-02-05,169.0,157.0,92.9,2,2019
Duero,Valparaíso,2019-02-12,169.0,156.0,92.31,2,2019
Duero,Valparaíso,2019-02-19,169.0,156.0,92.31,2,2019
Duero,Valparaíso,2019-02-26,169.0,156.0,92.31,2,2019
Duero,Valparaíso,2019-03-05,169.0,156.0,92.31,3,2019
Duero,Valparaíso,2019-03-12,169.0,157.0,92.9,3,2019
Duero,Valparaíso,2019-03-19,169.0,157.0,92.9,3,2019
Duero,Valparaíso,2019-03-26,169.0,157.0,92.9,3,2019
Duero,Valparaíso,2019-04-02,169.0,156.0,92.31,4,2019
Duero,Valparaíso,2019-04-09,169.0,156.0,92.31,4,2019
Duero,Valparaíso,2019-04-16,169.0,154.0,91.12,4,2019
Duero,Valparaíso,2019-04-23,169.0,154.0,91.12,4,2019
Duero,Valparaíso,2019-04-30,169.0,156.0,92.31,4,2019
Duero,Valparaíso,2019-05-07,169.0,155.0,91.72,5,2019
Duero,Valparaíso,2019-05-14,169.0,154.0,91.12,5,2019
Duero,Valparaíso,2019-05-21,169.0,153.0,90.53,5,2019
Duero,Valparaíso,2019-05-28,169.0,153.0,90.53,5,2019
Duero,Valparaíso,2019-06-04,169.0,153.0,90.53,6,2019
Duero,Valparaíso,2019-06-11,169.0,151.0,89.35,6,2019
Duero,Valparaíso,2019-06-18,169.0,153.0,90.53,6,2019
Duero,Valparaíso,2019-06-25,169.0,153.0,90.53,6,2019
Duero,Valparaíso,2019-07-02,169.0,153.0,90.53,7,2019
Duero,Valparaíso,2019-07-09,169.0,152.0,89.94,7,2019
Duero,Valparaíso,2019-07-16,169.0,152.0,89.94,7,2019
Duero,Valparaíso,2019-07-23,169.0,152.0,89.94,7,2019
Duero,Valparaíso,2019-07-30,169.0,151.0,89.35,7,2019
Duero,Valparaíso,2019-08-06,169.0,150.0,88.76,8,2019
Duero,Valparaíso,2019-08-13,169.0,154.0,91.12,8,2019
Duero,Valparaíso,2019-08-20,169.0,153.0,90.53,8,2019
Duero,Valparaíso,2019-08-27,169.0,153.0,90.53,8,2019
Duero,Valparaíso,2019-09-03,169.0,155.0,91.72,9,2019
Duero,Valparaíso,2019-09-10,169.0,156.0,92.31,9,2019
Duero,Valparaíso,2019-09-17,169.0,154.0,91.12,9,2019
Duero,Valparaíso,2019-09-24,169.0,154.0,91.12,9,2019
Duero,Valparaíso,2019-10-01,169.0,152.0,89.94,10,2019
Duero,Valparaíso,2019-10-08,169.0,154.0,91.12,10,2019
Duero,Valparaíso,2019-10-15,169.0,152.0,89.94,10,2019
Duero,Valparaíso,2019-10-22,169.0,148.0,87.57,10,2019
Duero,Valparaíso,2019-10-29,169.0,146.0,86.39,10,2019
Duero,Valparaíso,2019-11-05,169.0,145.0,85.8,11,2019
Duero,Valparaíso,2019-11-12,169.0,148.0,87.57,11,2019
Duero,Valparaíso,2019-11-19,169.0,147.0,86.98,11,2019
Duero,Valparaíso,2019-11-26,169.0,146.0,86.39,11,2019
Duero,Valparaíso,2019-12-03,169.0,146.0,86.39,12,2019
Duero,Valparaíso,2019-12-10,169.0,147.0,86.98,12,2019
Duero,Valparaíso,2019-12-17,169.0,146.0,86.39,12,2019
Duero,Valparaíso,2019-12-24,169.0,150.0,88.76,12,2019
Duero,Valparaíso,2019-12-31,169.0,147.0,86.98,12,2019
Duero,Valparaíso,2020-01-07,169.0,149.0,88.17,1,2020
Duero,Valparaíso,2020-01-14,169.0,150.0,88.76,1,2020
Duero,Valparaíso,2020-01-21,169.0,159.0,94.08,1,2020
Duero,Valparaíso,2020-01-28,169.0,160.0,94.67,1,2020
Duero,Valparaíso,2020-02-04,169.0,150.0,88.76,2,2020
Duero,Valparaíso,2020-02-11,169.0,149.0,88.17,2,2020
Duero,Valparaíso,2020-02-18,169.0,155.0,91.72,2,2020
Duero,Valparaíso,2020-02-25,169.0,159.0,94.08,2,2020
Duero,Valparaíso,2020-03-03,169.0,160.0,94.67,3,2020
Duero,Valparaíso,2020-03-10,169.0,157.0,92.9,3,2020
Duero,Valparaíso,2020-03-17,169.0,156.0,92.31,3,2020
Duero,Valparaíso,2020-03-24,169.0,152.0,89.94,3,2020
Duero,Valparaíso,2020-03-31,169.0,152.0,89.94,3,2020
Duero,Valparaíso,2020-04-07,169.0,152.0,89.94,4,2020
Duero,Valparaíso,2020-04-14,169.0,151.0,89.35,4,2020
Duero,Valparaíso,2020-04-21,169.0,156.0,92.31,4,2020
Duero,Valparaíso,2020-04-28,169.0,153.0,90.53,4,2020
Duero,Valparaíso,2020-05-05,169.0,154.0,91.12,5,2020
Duero,Valparaíso,2020-05-12,169.0,155.0,91.72,5,2020
Duero,Valparaíso,2020-05-19,169.0,157.0,92.9,5,2020
Duero,Valparaíso,2020-05-26,169.0,157.0,92.9,5,2020
Duero,Valparaíso,2020-06-02,169.0,156.0,92.31,6,2020
Duero,Valparaíso,2020-06-09,169.0,156.0,92.31,6,2020
Duero,Valparaíso,2020-06-16,169.0,156.0,92.31,6,2020
Duero,Valparaíso,2020-06-23,169.0,155.0,91.72,6,2020
Duero,Valparaíso,2020-06-30,169.0,153.0,90.53,6,2020
Duero,Valparaíso,2020-07-07,169.0,152.0,89.94,7,2020
Duero,Valparaíso,2020-07-14,169.0,151.0,89.35,7,2020
Duero,Valparaíso,2020-07-21,169.0,154.0,91.12,7,2020
Duero,Valparaíso,2020-07-28,169.0,154.0,91.12,7,2020
Duero,Valparaíso,2020-08-04,169.0,155.0,91.72,8,2020
Duero,Valparaíso,2020-08-11,169.0,159.0,94.08,8,2020
Duero,Valparaíso,2020-08-18,169.0,158.0,93.49,8,2020
Duero,Valparaíso,2020-08-25,169.0,159.0,94.08,8,2020
Duero,Valparaíso,2020-09-01,169.0,159.0,94.08,9,2020
Duero,Valparaíso,2020-09-08,169.0,151.0,89.35,9,2020
Duero,Valparaíso,2020-09-15,169.0,152.0,89.94,9,2020
Duero,Valparaíso,2020-09-22,169.0,151.0,89.35,9,2020
Duero,Valparaíso,2020-09-29,169.0,151.0,89.35,9,2020
Duero,Valparaíso,2020-10-06,169.0,150.0,88.76,10,2020
Duero,Valparaíso,2020-10-13,169.0,148.0,87.57,10,2020
Duero,Valparaíso,2020-10-20,169.0,143.0,84.62,10,2020
Duero,Valparaíso,2020-10-27,169.0,140.0,82.84,10,2020
Duero,Valparaíso,2020-11-03,169.0,135.0,79.88,11,2020
Duero,Valparaíso,2020-11-10,169.0,129.0,76.33,11,2020
Duero,Valparaíso,2020-11-17,169.0,126.0,74.56,11,2020
Duero,Valparaíso,2020-11-24,169.0,117.0,69.23,11,2020
Duero,Valparaíso,2020-12-01,169.0,136.0,80.47,12,2020
Duero,Valparaíso,2020-12-08,169.0,136.0,80.47,12,2020
Duero,Valparaíso,2020-12-15,169.0,149.0,88.17,12,2020
Duero,Valparaíso,2020-12-22,169.0,149.0,88.17,12,2020
Duero,Valparaíso,2020-12-29,169.0,149.0,88.17,12,2020
Duero,Valparaíso,2021-01-05,169.0,149.0,88.17,1,2021
Duero,Valparaíso,2021-01-12,169.0,148.0,87.57,1,2021
Duero,Valparaíso,2021-01-19,169.0,149.0,88.17,1,2021
Duero,Valparaíso,2021-01-26,169.0,152.0,89.94,1,2021
Duero,Valparaíso,2021-02-02,169.0,151.0,89.35,2,2021
Duero,Valparaíso,2021-02-09,169.0,152.0,89.94,2,2021
Duero,Valparaíso,2021-02-16,169.0,151.0,89.35,2,2021
Duero,Valparaíso,2021-02-23,169.0,152.0,89.94,2,2021
Duero,Valparaíso,2021-03-02,169.0,154.0,91.12,3,2021
Duero,Valparaíso,2021-03-09,169.0,156.0,92.31,3,2021
Duero,Valparaíso,2021-03-16,169.0,155.0,91.72,3,2021
Duero,Valparaíso,2021-03-23,169.0,151.0,89.35,3,2021
Duero,Valparaíso,2021-03-30,169.0,152.0,89.94,3,2021
Duero,Valparaíso,2021-04-06,169.0,154.0,91.12,4,2021
Duero,Valparaíso,2021-04-13,169.0,148.0,87.57,4,2021
Duero,Valparaíso,2021-04-20,169.0,150.0,88.76,4,2021
Duero,Valparaíso,2021-04-27,169.0,150.0,88.76,4,2021
Duero,Valparaíso,2021-05-04,169.0,151.0,89.35,5,2021
Duero,Valparaíso,2021-05-11,169.0,148.0,87.57,5,2021
Duero,Valparaíso,2021-05-18,169.0,146.0,86.39,5,2021
Duero,Valparaíso,2021-05-25,169.0,148.0,87.57,5,2021
Duero,Valparaíso,2021-06-01,169.0,150.0,88.76,6,2021
Duero,Valparaíso,2021-06-08,169.0,153.0,90.53,6,2021
Duero,Valparaíso,2021-06-15,169.0,152.0,89.94,6,2021
Duero,Valparaíso,2021-06-22,169.0,153.0,90.53,6,2021
Duero,Valparaíso,2021-06-29,169.0,151.0,89.35,6,2021
Duero,Valparaíso,2021-07-06,169.0,149.0,88.17,7,2021
Duero,Valparaíso,2021-07-13,169.0,148.0,87.57,7,2021
Duero,Valparaíso,2021-07-20,169.0,147.0,86.98,7,2021
Duero,Valparaíso,2021-07-27,169.0,147.0,86.98,7,2021
Duero,Valparaíso,2021-08-03,169.0,147.0,86.98,8,2021
Duero,Valparaíso,2021-08-10,169.0,149.0,88.17,8,2021
Duero,Valparaíso,2021-08-17,169.0,151.0,89.35,8,2021
Duero,Valparaíso,2021-08-24,169.0,151.0,89.35,8,2021
Duero,Valparaíso,2021-08-31,169.0,151.0,89.35,8,2021
Duero,Valparaíso,2021-09-07,169.0,153.0,90.53,9,2021
Duero,Valparaíso,2021-09-14,169.0,154.0,91.12,9,2021
Duero,Valparaíso,2021-09-21,169.0,158.0,93.49,9,2021
Duero,Valparaíso,2021-09-28,169.0,157.0,92.9,9,2021
Duero,Valparaíso,2021-10-05,169.0,158.0,93.49,10,2021
Duero,Valparaíso,2021-10-12,169.0,155.0,91.72,10,2021
Duero,Valparaíso,2021-10-19,169.0,153.0,90.53,10,2021
Duero,Valparaíso,2021-10-26,169.0,156.0,92.31,10,2021
Duero,Valparaíso,2021-11-02,169.0,154.0,91.12,11,2021
Duero,Valparaíso,2021-11-09,169.0,153.0,90.53,11,2021
Duero,Valparaíso,2021-11-16,169.0,153.0,90.53,11,2021
Duero,Valparaíso,2021-11-23,169.0,152.0,89.94,11,2021
Duero,Valparaíso,2021-11-30,169.0,152.0,89.94,11,2021
Duero,Valparaíso,2021-12-07,169.0,143.0,84.62,12,2021
