Gestor de Red;Provincia;Municipio;Coordenada UTM X;Coordenada UTM Y;Subestación;Nivel de Tensión (kV);Capacidad disponible (MW);Capacidad comprometida por cuestiones regulatorias;Capacidad ocupada (MW);Capacidad admitida y no resuelta (MW);Posiciones ocupadas;Posiciones libres;Nudo Afección RdT;Nudo limitado por Scc ;Nudo 0*;Comentarios;Comunidad Autónoma;Nombre Subestación
R1-299;Huelva;Ayamonte;111296,9324;4128222,001;510051936;66;0;0;14,2;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;AYAMONTE
R1-299;Huelva;Ayamonte;111296,9324;4128222,001;510051936;15;0;0;7,1;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;AYAMONTE
R1-299;Huelva;Punta Umbría;142516,4138;4125716,032;510050805;66;0;0;25,2;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;BOTA
R1-299;Huelva;Punta Umbría;142516,4138;4125716,032;510050805;15;0;0;0,2;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;BOTA
R1-299;Huelva;Calañas;158182,285;4173966,906;56050705;66;0;0;0;0;;;ONUBA 220;0;0;;01 - Andalucía;CALANAS
R1-299;Huelva;Calañas;158182,285;4173966,906;56050705;15;0;0;15,5;0;;;ONUBA 220;0;0;;01 - Andalucía;CALANAS
R1-299;Huelva;Cartaya;135584,7579;4136102,076;510051746;66;0;0;0;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;CARTAYA
R1-299;Huelva;Cartaya;135584,7579;4136102,076;510051746;15;0;0;2,1;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;CARTAYA
R1-299;Huelva;Huelva;149967,7228;4126180,4;510051022;50;0;0;86,4;0;;;CRISTOBAL COLON 220;0;0;;01 - Andalucía;COLON
R1-299;Huelva;Huelva;149967,7228;4126180,4;510051022;15;0;0;0;0;;;CRISTOBAL COLON 220;0;0;;01 - Andalucía;COLON
R1-299;Huelva;Lepe;127041,8031;4137252,204;532539902;66;0;0;74;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;COSTALUZ
R1-299;Huelva;Minas de Riotinto;184539,3943;4180936,604;54100698;132;0;0;0;0;;;GUILLENA 220;0;0;;01 - Andalucía;DEHESA
R1-299;Huelva;Minas de Riotinto;184539,3943;4180936,604;54100698;66;0;0;0;0;;;GUILLENA 220;0;0;;01 - Andalucía;DEHESA
R1-299;Huelva;Minas de Riotinto;184539,3943;4180936,604;54100698;15;0;0;10,9;0;;;GUILLENA 220;0;0;;01 - Andalucía;DEHESA
R1-299;Huelva;Moguer;160713,7283;4134657,948;532202900;66;0;0;0;0;;;ONUBA 220;0;0;;01 - Andalucía;GALARIN
R1-299;Huelva;Moguer;160713,7283;4134657,948;532202900;15;0;0;17,9;0;;;ONUBA 220;0;0;;01 - Andalucía;GALARIN
R1-299;Huelva;Gibraleón;148836,5685;4143678,558;510051124;66;0;0;0;0;;;ONUBA 220;0;0;;01 - Andalucía;GIBRLEON
R1-299;Huelva;Gibraleón;148836,5685;4143678,558;510051124;15;0;0;3,6;0;;;ONUBA 220;0;0;;01 - Andalucía;GIBRLEON
R1-299;Huelva;Granado, El;105681,7447;4163573,27;531368956;132;0;0;40;0;;;GUILLENA 220;0;0;;01 - Andalucía;GRANADO
R1-299;Huelva;Isla Cristina;118125,2785;4131668,485;56051690;66;0;0;20;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;ISLA_CRI
R1-299;Huelva;Isla Cristina;118125,2785;4131668,485;56051690;15;0;0;9,1;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;ISLA_CRI
R1-299;Huelva;Lepe;126786,5772;4131054,715;58103430;66;0;0;0;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;LEPE
R1-299;Huelva;Lepe;126786,5772;4131054,715;58103430;15;0;0;4,5;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;LEPE
R1-299;Huelva;Lepe;127310,3342;4137810,439;531060098;66;0;0;33;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;MACHOS
R1-299;Huelva;Almonte;183068,3244;4102257,849;59100526;66;0;0;0;0;;;ROCIO 220;0;0;;01 - Andalucía;MATALASC
R1-299;Huelva;Almonte;183068,3244;4102257,849;59100526;15;0;0;0;0;;;ROCIO 220;0;0;;01 - Andalucía;MATALASC
R1-299;Huelva;Moguer;161265,0929;4117361,395;531243473;66;0;0;0;0;;;TORREARENILLAS 220;0;0;;01 - Andalucía;MAZAGON
R1-299;Huelva;Moguer;161265,0929;4117361,395;531243473;15;0;0;0,2;0;;;TORREARENILLAS 220;0;0;;01 - Andalucía;MAZAGON
R1-299;Huelva;Moguer;158454,4156;4131364,445;510050113;66;0;0;0;0;;;ONUBA 220;0;0;;01 - Andalucía;MOGUER
R1-299;Huelva;Moguer;158454,4156;4131364,445;510050113;15;0;0;0,1;0;;;ONUBA 220;0;0;;01 - Andalucía;MOGUER
R1-299;Huelva;Aracena;189463,1658;4198303,913;532827306;66;0;0;0;0;;;GUILLENA 220;0;0;;01 - Andalucía;MOLEONA
R1-299;Huelva;Aracena;189463,1658;4198303,913;532827306;15;0;0;0;0;;;GUILLENA 220;0;0;;01 - Andalucía;MOLEONA
R1-299;Huelva;Aljaraque;146368,4948;4134532,576;532923838;66;0;0;0;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;N_CORRAL
R1-299;Huelva;Aljaraque;146368,4948;4134532,576;532923838;15;0;0;0,4;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;N_CORRAL
R1-299;Huelva;Ayamonte;108750,0776;4131296,419;531801927;66;0;0;0;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;NENERNOV
R1-299;Huelva;Niebla;175184,2911;4140882,398;532257556;66;0;0;0;0;;;ROCIO 220;0;0;;01 - Andalucía;NIEBLA
R1-299;Huelva;Niebla;175184,2911;4140882,398;532257556;15;0;0;2,2;5;;;ROCIO 220;0;0;;01 - Andalucía;NIEBLA
R1-299;Huelva;Huelva;150634,1556;4137775,361;533271538;66;0;0;26,5;0;;;ONUBA 220;0;0;;01 - Andalucía;ODIEL
R1-299;Huelva;Huelva;152052,1508;4135385,123;58101014;66;0;0;168,8;0;;;ONUBA 220;0;0;;01 - Andalucía;ONUBA
R1-299;Huelva;Huelva;152052,1508;4135385,123;58101014;20;0;0;24,5;0;;;ONUBA 220;0;0;;01 - Andalucía;ONUBA
R1-299;Huelva;Palma del Condado, La;185612,6266;4142982,332;59100748;66;0;0;19,7;28,2;;;ROCIO 220;0;0;;01 - Andalucía;PALMACON
R1-299;Huelva;Palma del Condado, La;185612,6266;4142982,332;59100748;15;0;0;15,8;8;;;ROCIO 220;0;0;;01 - Andalucía;PALMACON
R1-299;Huelva;Cala;205353,9455;4205900,425;531195166;66;0;0;0;0;;;GUILLENA 220;0;0;;01 - Andalucía;PRESUR
R1-299;Huelva;Ayamonte;108767,7502;4132550,582;531795739;66;0;0;0;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;PTE_ESUR
R1-299;Huelva;Ayamonte;108767,7502;4132550,582;531795739;15;0;0;6,1;0;;;COSTA DE LA LUZ 220;0;0;;01 - Andalucía;PTE_ESUR
R1-299;Huelva;Jabugo;168209,6249;4204647,544;59100179;66;0;0;0;0;;;BALBOA 220;0;0;;01 - Andalucía;REPILADO
R1-299;Huelva;Jabugo;168209,6249;4204647,544;59100179;15;0;0;2;0;;;BALBOA 220;0;0;;01 - Andalucía;REPILADO
R1-299;Huelva;Almonte;189701,0766;4116588,251;59100326;66;0;0;26,5;0;;;ROCIO 220;0;0;;01 - Andalucía;ROCIO
R1-299;Huelva;Almonte;189701,0766;4116588,251;59100326;15;0;0;0,2;0;;;ROCIO 220;0;0;;01 - Andalucía;ROCIO
R1-299;Huelva;Huelva;152488,3155;4131756,001;58102040;66;0;0;0;0;;;ONUBA 220;0;0;;01 - Andalucía;ROMERALE
R1-299;Huelva;Huelva;152488,3155;4131756,001;58102040;15;0;0;0,4;0;;;ONUBA 220;0;0;;01 - Andalucía;ROMERALE
R1-299;Huelva;Huelva;158210,5194;4136265,151;56050559;66;0;0;37,9;0;;;ONUBA 220;0;0;;01 - Andalucía;S_JUAN_P
R1-299;Huelva;Huelva;158210,5194;4136265,151;56050559;15;0;0;3,2;0;;;ONUBA 220;0;0;;01 - Andalucía;S_JUAN_P
R1-299;Huelva;Alosno;138197,088;4168821,183;58102990;66;0;0;0;0;;;ONUBA 220;0;0;;01 - Andalucía;THARSIS
R1-299;Huelva;Alosno;138197,088;4168821,183;58102990;15;0;0;5;0;;;ONUBA 220;0;0;;01 - Andalucía;THARSIS
R1-299;Huelva;Huelva;150020,212;4130021,315;56050411;66;0;0;0;0;;;ONUBA 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;TITAN
R1-299;Huelva;Huelva;150020,212;4130021,315;56050411;15;0;0;0,4;0;;;ONUBA 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;TITAN
R1-299;Huelva;Palos de la Frontera;153459,9448;4123195,893;58100236;66;0;0;245,2;0;;;TORREARENILLAS 220;0;0;;01 - Andalucía;TORREARE
R1-299;Huelva;Palos de la Frontera;153459,9448;4123195,893;58100236;20;0;0;16,1;0;;;TORREARENILLAS 220;0;0;;01 - Andalucía;TORREARE
R1-299;Huelva;Palos de la Frontera;153459,9448;4123195,893;58100236;15;0;0;1,8;0;;;TORREARENILLAS 220;0;0;;01 - Andalucía;TORREARE
R1-299;Huelva;Gibraleón;155164,0352;4145559,769;533279113;66;0;0;20;0;;;ONUBA 220;0;0;;01 - Andalucía;V_CARMEN
R1-299;Jaén;Alcalá la Real;417159,5793;4145500,482;510016668;66;0;0;0;0;;;ATARFE 220;0;0;;01 - Andalucía;ALC_REAL
R1-299;Jaén;Alcalá la Real;417159,5793;4145500,482;510016668;20;0;0;16,2;48,8;;;ATARFE 220;0;0;;01 - Andalucía;ALC_REAL
R1-299;Jaén;Alcaudete;404450,0962;4159184,616;531189254;132;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;ALCAUDET
R1-299;Jaén;Alcaudete;404450,0962;4159184,616;531189254;25;0;0;16,2;0;;;OLIVARES 220;0;0;;01 - Andalucía;ALCAUDET
R1-299;Jaén;Andújar;412513,7177;4211073,217;54034347;132;0;0;0;0;;;ANDUJAR 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;ANDUJAR
R1-299;Jaén;Andújar;412513,7177;4211073,217;54034347;66;0;0;0;0;;;ANDUJAR 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;ANDUJAR
R1-299;Jaén;Andújar;412513,7177;4211073,217;54034347;25;0;0;20;0;;;ANDUJAR 220;0;0;;01 - Andalucía;ANDUJAR
R1-299;Jaén;Bailén;432204,1727;4217739,17;54034895;66;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;BAILEN
R1-299;Jaén;Bailén;432204,1727;4217739,17;54034895;25;0;0;9,5;0;;;ANDUJAR 220;0;0;;01 - Andalucía;BAILEN
R1-299;Jaén;Jaén;431165,8012;4180628,176;54033504;132;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;CALVARIO
R1-299;Jaén;Jaén;431165,8012;4180628,176;54033504;66;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;CALVARIO
R1-299;Jaén;Jaén;431165,8012;4180628,176;54033504;20;0;0;1,1;0;;;OLIVARES 220;0;0;;01 - Andalucía;CALVARIO
R1-299;Jaén;Campillo de Arenas;443430,2433;4155829,628;54033909;66;0;0;15,2;0;;;ATARFE 220;0;0;;01 - Andalucía;CAMPILLO
R1-299;Jaén;Campillo de Arenas;443430,2433;4155829,628;54033909;20;0;0;2,6;9,1;;;ATARFE 220;0;0;;01 - Andalucía;CAMPILLO
R1-299;Jaén;Carolina, La;447164,5102;4236880,542;54034971;66;0;0;15;0;;;ANDUJAR 220;0;0;;01 - Andalucía;CAROLINA
R1-299;Jaén;Carolina, La;447164,5102;4236880,542;54034971;25;0;0;6,3;0;;;ANDUJAR 220;0;0;;01 - Andalucía;CAROLINA
R1-299;Jaén;Villanueva de la Reina;425179,0802;4214266,133;531478463;66;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;CUBANA
R1-299;Jaén;Úbeda;472539,2806;4197505,953;531555090;132;0;0;10,4;0;;;ANDUJAR 220;0;0;;01 - Andalucía;D_ALDONZ
R1-299;Jaén;Úbeda;472539,2806;4197505,953;531555090;25;0;0;9,9;0,1;;;ANDUJAR 220;0;0;;01 - Andalucía;D_ALDONZ
R1-299;Jaén;Andújar;412983,795;4224572,546;54033962;66;0;0;23,3;0;;;ANDUJAR 220;0;0;;01 - Andalucía;ENCINARE
R1-299;Jaén;Andújar;412983,795;4224572,546;54033962;20;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;ENCINARE
R1-299;Jaén;Mengíbar;430826,1148;4199938,442;532211359;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GEOLIT
R1-299;Jaén;Mengíbar;430826,1148;4199938,442;532211359;20;0;0;0,3;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GEOLIT
R1-299;Jaén;Guarromán;437226,1586;4223089,75;532823401;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GUADIEL
R1-299;Jaén;Guarromán;437226,1586;4223089,75;532823401;25;0;0;5,8;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GUADIEL
R1-299;Jaén;Segura de la Sierra;507471,6103;4246090,166;531334321;132;0;0;15,2;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GUADMENA
R1-299;Jaén;Segura de la Sierra;507471,6103;4246090,166;531334321;25;0;0;0;0;;;ANDUJAR 220;0;0;Nudo a desaparecer a corto plazo.;01 - Andalucía;GUADMENA
R1-299;Jaén;Andújar;407264,4643;4209319,787;58025790;66;0;0;20,5;0;;;ANDUJAR 220;0;0;;01 - Andalucía;KOIPE
R1-299;Jaén;Jaén;432581,0932;4181619,088;532499647;66;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;LAGUNILL
R1-299;Jaén;Jaén;432581,0932;4181619,088;532499647;20;0;0;0,8;0;;;OLIVARES 220;0;0;;01 - Andalucía;LAGUNILL
R1-299;Jaén;Linares;446332,4021;4218023,784;522000001;132;0;0;20;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINAREJO
R1-299;Jaén;Linares;446332,4021;4218023,784;522000001;25;0;0;6,3;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINAREJO
R1-299;Jaén;Linares;446332,4021;4218023,784;522000001;20;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINAREJO
R1-299;Jaén;Linares;443577,883;4215066,353;531795176;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINARES
R1-299;Jaén;Linares;443577,883;4215066,353;531795176;25;0;0;8,3;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINARES
R1-299;Jaén;Linares;443577,883;4215066,353;531795176;20;0;0;0,1;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINARES
R1-299;Jaén;Linares;448135,0963;4211672,061;532759004;132;0;0;40;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LITRA
R1-299;Jaén;Linares;448135,0963;4211672,061;532759004;25;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LITRA
R1-299;Jaén;Mancha Real;445097,5292;4181556,859;531281763;66;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;MANCHARE
R1-299;Jaén;Mancha Real;445097,5292;4181556,859;531281763;20;0;0;1,8;0;;;OLIVARES 220;0;0;;01 - Andalucía;MANCHARE
R1-299;Jaén;Marmolejo;395812,6293;4213095,895;56017213;66;0;0;17;0;;;ANDUJAR 220;0;0;;01 - Andalucía;MARMOLEJ
R1-299;Jaén;Martos;414010,071;4176077,462;54034541;132;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;MARTOS
R1-299;Jaén;Martos;414010,071;4176077,462;54034541;25;0;0;1,1;0;;;OLIVARES 220;0;0;;01 - Andalucía;MARTOS
R1-299;Jaén;Alcalá la Real;422173,4428;4144871,926;532629994;66;0;0;0;0;;;ATARFE 220;0;0;;01 - Andalucía;MAZUELOS
R1-299;Jaén;Alcalá la Real;422173,4428;4144871,926;532629994;20;0;0;22,1;34,5;;;ATARFE 220;0;0;;01 - Andalucía;MAZUELOS
R1-299;Jaén;Mengíbar;430448,5727;4204474,501;54037658;132;0;0;24,7;0;;;ANDUJAR 220;0;0;;01 - Andalucía;MENGIBAR
R1-299;Jaén;Mengíbar;430448,5727;4204474,501;54037658;25;0;0;26,1;0;;;ANDUJAR 220;0;0;;01 - Andalucía;MENGIBAR
R1-299;Jaén;Jaén;429459,9696;4183835,157;59019250;132;0;0;65;0;;;OLIVARES 220;0;0;;01 - Andalucía;OLIVARES
R1-299;Jaén;Jaén;429459,9696;4183835,157;59019250;66;0;0;52;0;;;OLIVARES 220;0;0;;01 - Andalucía;OLIVARES
R1-299;Jaén;Jaén;429459,9696;4183835,157;59019250;20;0;0;12,6;0;;;OLIVARES 220;0;0;;01 - Andalucía;OLIVARES
R1-299;Jaén;Baeza;463722,8746;4195963,537;54036241;132;0;0;13,2;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PEDROMAR
R1-299;Jaén;Baeza;463722,8746;4195963,537;54036241;25;0;0;2,2;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PEDROMAR
R1-299;Jaén;Andújar;408604,5393;4211143,701;54034129;66;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PTA_MADR
R1-299;Jaén;Andújar;408604,5393;4211143,701;54034129;20;0;0;0,1;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PTA_MADR
R1-299;Jaén;Baeza;453363,7943;4199045,703;54035889;132;0;0;25;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PTE_OBIS
R1-299;Jaén;Baeza;453363,7943;4199045,703;54035889;25;0;0;10,1;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PTE_OBIS
R1-299;Jaén;Puente de Génave;512904,3894;4245872,155;531817679;132;0;0;9,1;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PUENTE_G
R1-299;Jaén;Puente de Génave;512904,3894;4245872,155;531817679;25;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PUENTE_G
R1-299;Jaén;Pozo Alcón;504172,3418;4171845,234;533257173;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PZ_ALCON
R1-299;Jaén;Pozo Alcón;504172,3418;4171845,234;533257173;20;0;0;0,1;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PZ_ALCON
R1-299;Jaén;Quesada;492451,2237;4190635,382;54036763;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;QUESADA
R1-299;Jaén;Quesada;492451,2237;4190635,382;54036763;20;0;0;3,1;0;;;ANDUJAR 220;0;0;;01 - Andalucía;QUESADA
R1-299;Jaén;Orcera;528326,586;4240974,285;532739755;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;SIERRAS
R1-299;Jaén;Orcera;528326,586;4240974,285;532739755;25;0;0;0,3;0;;;ANDUJAR 220;0;0;;01 - Andalucía;SIERRAS
R1-299;Jaén;Linares;448162,516;4212895,145;531161611;132;0;0;2;0;;;ANDUJAR 220;0;0;;01 - Andalucía;TRADEMA
R1-299;Jaén;Villanueva del Arzobispo;517779,4572;4225227,357;54036363;132;0;0;39,8;0;;;ANDUJAR 220;0;0;;01 - Andalucía;TRANCO
R1-299;Jaén;Villanueva del Arzobispo;517779,4572;4225227,357;54036363;25;0;0;1,9;0;;;ANDUJAR 220;0;0;;01 - Andalucía;TRANCO
R1-299;Jaén;Úbeda;465770,575;4208473,229;54035640;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;UBEDA
R1-299;Jaén;Úbeda;465770,575;4208473,229;54035640;25;0;0;3,5;0;;;ANDUJAR 220;0;0;;01 - Andalucía;UBEDA
R1-299;Jaén;Jaén;430735,2057;4185370,178;531997972;132;0;0;30;0;;;OLIVARES 220;0;0;;01 - Andalucía;V_COSTAL
R1-299;Jaén;Jaén;430735,2057;4185370,178;531997972;20;0;0;1;0;;;OLIVARES 220;0;0;;01 - Andalucía;V_COSTAL
R1-299;Jaén;Torredonjimeno;418651,2922;4180071,232;532098958;132;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;VALDIVIE
R1-299;Jaén;Torredonjimeno;418651,2922;4180071,232;532098958;25;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;VALDIVIE
R1-299;Jaén;Jaén;430676,7978;4181339,689;532212042;66;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;VICTORIA
R1-299;Jaén;Jaén;430676,7978;4181339,689;532212042;20;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;VICTORIA
R1-299;Jaén;Vilches;454508,1298;4230191,325;531094077;66;0;0;21;0;;;ANDUJAR 220;0;0;;01 - Andalucía;VILCHES
R1-299;Jaén;Vilches;454508,1298;4230191,325;531094077;25;0;0;0,2;0;;;ANDUJAR 220;0;0;;01 - Andalucía;VILCHES
R1-299;Jaén;Villanueva del Arzobispo;500064,1761;4223623,491;54036437;132;0;0;41;0;;;ANDUJAR 220;0;0;;01 - Andalucía;VVAARZOB
R1-299;Jaén;Villanueva del Arzobispo;500064,1761;4223623,491;54036437;25;0;0;2,7;0;;;ANDUJAR 220;0;0;;01 - Andalucía;VVAARZOB
R1-299;Málaga;Álora;346450,2777;4085273,83;531413269;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;ABDALAJI
R1-299;Málaga;Villanueva de Algaidas;370600,4319;4115265,827;531374511;66;0;0;25,8;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ALGAIDA
R1-299;Málaga;Villanueva de Algaidas;370600,4319;4115265,827;531374511;20;0;0;3,1;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ALGAIDA
R1-299;Málaga;Alhaurín de la Torre;359235,625;4057869,801;58020973;66;84,8;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;ALHAURIN
R1-299;Málaga;Alhaurín de la Torre;359235,625;4057869,801;58020973;20;10;0;33,4;0;;;ALHAURIN 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;01 - Andalucía;ALHAURIN
R1-299;Málaga;Antequera;361002,6929;4101804,396;510001810;66;0;0;0;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ANTEQUER
R1-299;Málaga;Antequera;361002,6929;4101804,396;510001810;20;0;0;9,8;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ANTEQUER
R1-299;Málaga;Archidona;371904,1777;4105511,593;510001918;132;0;0;47,8;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ARCHIDON
R1-299;Málaga;Archidona;371904,1777;4105511,593;510001918;66;0;0;0;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ARCHIDON
R1-299;Málaga;Archidona;371904,1777;4105511,593;510001918;20;0;0;16,1;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ARCHIDON
R1-299;Málaga;Vélez-Málaga;400836,868;4067769,019;532491959;66;50,8;0;0;0;;;LOS MONTES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;AXARQUIA
R1-299;Málaga;Vélez-Málaga;400836,868;4067769,019;532491959;20;4,1;0;29,6;0;;;LOS MONTES 220;0;0;;01 - Andalucía;AXARQUIA
R1-299;Málaga;Benahavís;316589,8107;4043003,499;533163772;66;0;0;0;0;;;BENAHAVIS 220;0;0;;01 - Andalucía;BENAHAVI
R1-299;Málaga;Benalmádena;360286,9342;4052282,275;531980281;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;BENALMAD
R1-299;Málaga;Benalmádena;360286,9342;4052282,275;531980281;20;0;0;48,4;0;;;ALHAURIN 220;0;0;;01 - Andalucía;BENALMAD
R1-299;Málaga;Antequera;345781,7641;4099773,321;531544107;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;BOBADILL
R1-299;Málaga;Cortes de la Frontera;287127,4466;4046336,145;58001827;66;0;0;7,2;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;BUITRERA
R1-299;Málaga;Cortes de la Frontera;287127,4466;4046336,145;58001827;20;0;0;0;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;BUITRERA
R1-299;Málaga;Málaga;362159,0205;4066614,221;518000395;66;58,1;0;0;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;CAMPANIL
R1-299;Málaga;Málaga;362159,0205;4066614,221;518000395;20;55,7;0;4,7;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;CAMPANIL
R1-299;Málaga;Casares;300919,698;4031225,575;532153193;66;0;0;59,4;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;CASARES
R1-299;Málaga;Casares;300919,698;4031225,575;532153193;20;0;0;8,1;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;CASARES
R1-299;Málaga;Casabermeja;373361,5596;4084869,276;531988838;132;14,2;0;17,8;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;CBERMEJA
R1-299;Málaga;Casabermeja;373361,5596;4084869,276;531988838;20;14,2;0;5,6;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;CBERMEJA
R1-299;Málaga;Málaga;381094,1762;4064741,532;531050052;66;52,2;0;0;0;;;LOS MONTES 220;0;0;;01 - Andalucía;CEMCALA
R1-299;Málaga;Málaga;372794,3525;4065292,788;511000430;66;34,2;0;0;0;;;LOS MONTES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;CENTRO
R1-299;Málaga;Málaga;372794,3525;4065292,788;511000430;20;32;0;28,8;0;;;LOS MONTES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;CENTRO
R1-299;Málaga;Málaga;372777,0222;4066649,188;518000334;66;52,7;0;0;0;;;LOS MONTES 220;0;0;;01 - Andalucía;CIUDAD_J
R1-299;Málaga;Málaga;372777,0222;4066649,188;518000334;20;36,4;0;24;0;;;LOS MONTES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;CIUDAD_J
R1-299;Málaga;Málaga;366924,8679;4057044,18;532787615;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;CIZANA
R1-299;Málaga;Málaga;366924,8679;4057044,18;532787615;20;0;0;2,4;0;;;ALHAURIN 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;CIZANA
R1-299;Málaga;Mijas;348289,4711;4041418,712;532510452;66;0;0;0;0;;;COSTASOL 220;0;0;;01 - Andalucía;CJOCOLOR
