Gestor de Red;Provincia;Municipio;Coordenada UTM X;Coordenada UTM Y;Subestación;Nivel de Tensión (kV);Capacidad disponible (MW);Capacidad comprometida por cuestiones regulatorias;Capacidad ocupada (MW);Capacidad admitida y no resuelta (MW);Posiciones ocupadas;Posiciones libres;Nudo Afección RdT;Nudo limitado por Scc ;Nudo 0*;Comentarios;Comunidad Autónoma;Nombre Subestación
R1-299;Huesca;Laspuña;758769,2645;4710653,962;1500019;30;0;0;0,1;0;;;LA FORTUNADA 220;0;0;;02 - Aragón;LASPUÑA
R1-299;Huesca;Sariñena;742877,9197;4638062,461;1500045;45;0;0;10,6;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;LASTANOSA
R1-299;Huesca;Sariñena;742877,9197;4638062,461;1500045;25;0;0;13,6;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;LASTANOSA
R1-299;Huesca;Lalueza;725238,9861;4640237,61;1500038;132;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;MARCEN
R1-299;Huesca;Lalueza;725238,9861;4640237,61;1500038;45;0;0;30;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;MARCEN
R1-299;Huesca;Lalueza;725238,9861;4640237,61;1500038;15;0;0;12,3;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;MARCEN
R1-299;Huesca;Candasnos;751139,2993;4598776,12;11061569;110;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;MONEGROS
R1-299;Huesca;Candasnos;751139,2993;4598776,12;11061569;25;0;0;8,2;0;;;ESCATRON 220;0;0;;02 - Aragón;MONEGROS
R1-299;Huesca;Caldearenas;714739,6882;4691437,907;1500001;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;MONREPOS
R1-299;Huesca;Caldearenas;714739,6882;4691437,907;1500001;15;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;MONREPOS
R1-299;Huesca;Monzón;763237,35;4647247,631;12089364;132;0;0;69,4;0;;;MONZON 220;0;0;;02 - Aragón;MONZON
R1-299;Huesca;Monzón;763237,35;4647247,631;12089364;66;0;0;57,1;0;;;MONZON 220;0;0;;02 - Aragón;MONZON
R1-299;Huesca;Monzón;763237,35;4647247,631;12089364;25;0;0;81,8;0;;;MONZON 220;0;0;;02 - Aragón;MONZON
R1-299;Huesca;Peralta de Alcofea;743049,0266;4647430,053;1500030;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERALTA
R1-299;Huesca;Peralta de Alcofea;743049,0266;4647430,053;1500030;25;0;0;3,5;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERALTA
R1-299;Huesca;Graus;777063,149;4680686,77;12153547;110;0;0;0;0;;;CINCA 220;0;0;;02 - Aragón;PERARRUA
R1-299;Huesca;Graus;777063,149;4680686,77;12153547;25;0;0;13,2;0;;;CINCA 220;0;0;;02 - Aragón;PERARRUA
R1-299;Huesca;Pertusa;739149,564;4654456,877;1500014;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERTUSA
R1-299;Huesca;Pertusa;739149,564;4654456,877;1500014;25;0;0;5,1;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERTUSA
R1-299;Huesca;Pertusa;739149,564;4654456,877;1500014;10;0;0;2,5;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERTUSA
R1-299;Huesca;Fraga;783340,6574;4603595,382;15263862;110;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;PLFRAGA
R1-299;Huesca;Fraga;783340,6574;4603595,382;15263862;25;0;0;13,2;0,1;;;ESCATRON 220;0;0;;02 - Aragón;PLFRAGA
R1-299;Huesca;Huesca;710442,3553;4664333,136;15242696;132;0;0;58;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PLHUS
R1-299;Huesca;Huesca;710442,3553;4664333,136;15242696;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PLHUS
R1-299;Huesca;Huesca;710442,3553;4664333,136;15242696;15;0;0;20,2;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PLHUS
R1-299;Huesca;Panticosa;720582,4491;4734210,877;1500044;66;0;0;14,3;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;PUEYO
R1-299;Huesca;Lalueza;725440,1124;4640198,306;11012126;45;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;R_MARCEN
R1-299;Huesca;Tardienta;703698,9302;4650143,33;11012058;45;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;R_TARDIENT
R1-299;Huesca;Robres;710649,0063;4635053,192;15130858;132;0;0;30;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;ROBRES
R1-299;Huesca;Castillonroy;797099,9209;4642867,228;4133575;132;0;0;30,4;0;;;MANGRANERS 220;0;0;;02 - Aragón;S.ANA
R1-299;Huesca;Sabiñánigo;717030,3362;4710543,315;1500056;132;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SABIÑANIGO
R1-299;Huesca;Sabiñánigo;717030,3362;4710543,315;1500056;15;0;0;13,8;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SABIÑANIGO
R1-299;Huesca;Sallent de Gállego;718136,1906;4738788,967;1500049;132;0;0;41,7;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SALLENT
R1-299;Huesca;Sariñena;733630,0514;4633768,982;15275072;45;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;SARIÑENA
R1-299;Huesca;Sariñena;733630,0514;4633768,982;15275072;25;0;0;7;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;SARIÑENA
R1-299;Huesca;Broto;736522,1193;4717064,463;1500028;45;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SARVISE
R1-299;Huesca;Broto;736522,1193;4717064,463;1500028;15;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SARVISE
R1-299;Huesca;Sotonera, La;706786,7592;4672711,379;15087300;132;0;0;39,2;0;;;ESQUEDAS 220;0;0;;02 - Aragón;SASO_PLANO
R1-299;Huesca;Sabiñánigo;715563,3867;4706720,226;11013918;45;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SEC_SABIÑA
R1-299;Huesca;Seira;782452,3306;4708585,712;12153380;110;0;0;37,1;0;;;CINCA 220;0;0;;02 - Aragón;SEIRA
R1-299;Huesca;Seira;782452,3306;4708585,712;12153380;25;0;0;0;0;;;CINCA 220;0;0;;02 - Aragón;SEIRA
R1-299;Huesca;Monzón;758693,7392;4647296,216;1500040;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;SELGUA
R1-299;Huesca;Monzón;758693,7392;4647296,216;1500040;10;0;0;2;0;;;ESQUEDAS 220;0;0;;02 - Aragón;SELGUA
R1-299;Huesca;Montanuy;806734,231;4717016,871;4111979;132;0;0;8,6;0;;;PONT DE SUERT 220;0;0;;02 - Aragón;SENET
R1-299;Huesca;Montanuy;806734,231;4717016,871;4111979;25;0;0;9,8;0;;;PONT DE SUERT 220;0;0;;02 - Aragón;SENET
R1-299;Huesca;Binéfar;774399,6673;4639022,384;15426396;110;0;0;0;0;;;CINCA 220;0;0;;02 - Aragón;SOSAL
R1-299;Huesca;Alcalá de Gurrea;692575,174;4663960,213;11009250;45;0;0;4;0;;;ESQUEDAS 220;0;0;;02 - Aragón;SOTONERA
R1-299;Huesca;Tardienta;704892,123;4649387,257;1500054;45;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;TARDIENTA
R1-299;Huesca;Tardienta;704892,123;4649387,257;1500054;15;0;0;13;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;TARDIENTA
R1-299;Huesca;Torrente de Cinca;778629,3975;4595431,3;12546690;110;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;TORRENTE
R1-299;Huesca;Biscarrués;685863,318;4671555,546;11009196;45;0;0;4;0;;;VILLANUEVA DE GALLEGO 220;0;0;;02 - Aragón;VALDESPART
R1-299;Huesca;Villanúa;702330,1427;4729316,388;1500041;45;0;0;11;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;VILLANUA
R1-299;Huesca;Villanúa;702330,1427;4729316,388;1500041;15;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;VILLANUA
R1-299;Huesca;Huesca;710003,0686;4665073,12;15110998;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;WALQA
R1-299;Huesca;Huesca;710003,0686;4665073,12;15110998;15;0;0;4,6;0;;;ESQUEDAS 220;0;0;;02 - Aragón;WALQA
R1-299;Teruel;Albalate del Arzobispo;708503,1189;4555258,01;120;45;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;ALBALATE
R1-299;Teruel;Albalate del Arzobispo;708503,1189;4555258,01;120;15;0;0;1,3;0;;;ESCATRON 220;0;0;;02 - Aragón;ALBALATE
R1-299;Teruel;Alcalá de la Selva;695622,0457;4471588,794;125;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALCA_SELVA
R1-299;Teruel;Alcalá de la Selva;695622,0457;4471588,794;125;20;0;0;1,1;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALCA_SELVA
R1-299;Teruel;Alcañiz;739206,5351;4550300,398;137;132;0;0;32,7;0;;;HIJAR 220;0;0;;02 - Aragón;ALCAÑIZ
R1-299;Teruel;Alcañiz;739206,5351;4550300,398;137;45;0;0;30,5;0;;;HIJAR 220;0;0;;02 - Aragón;ALCAÑIZ
R1-299;Teruel;Alcañiz;739206,5351;4550300,398;137;10;0;0;1,4;0;;;HIJAR 220;0;0;;02 - Aragón;ALCAÑIZ
R1-299;Teruel;Alcorisa;720396,0943;4530758,285;135;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;ALCORISA
R1-299;Teruel;Alcorisa;720396,0943;4530758,285;135;15;0;0;0,3;0;;;HIJAR 220;0;0;;02 - Aragón;ALCORISA
R1-299;Teruel;Aliaga;696129,0232;4506482,137;124;132;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALIAGA
R1-299;Teruel;Aliaga;696129,0232;4506482,137;124;45;0;0;24,9;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALIAGA
R1-299;Teruel;Aliaga;696129,0232;4506482,137;124;20;0;0;2,7;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALIAGA
R1-299;Teruel;Andorra;715951,3103;4538825,368;13;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;ANDORRA
R1-299;Teruel;Andorra;715951,3103;4538825,368;13;15;0;0;1,1;0;;;HIJAR 220;0;0;;02 - Aragón;ANDORRA
R1-299;Teruel;Azaila;709908,3417;4573602,309;19;132;0;0;121,3;0;;;ESCATRON 220;0;0;;02 - Aragón;AZAILA
R1-299;Teruel;Azaila;709908,3417;4573602,309;19;45;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;AZAILA
R1-299;Teruel;Azaila;709908,3417;4573602,309;19;10;0;0;4,9;0;;;ESCATRON 220;0;0;;02 - Aragón;AZAILA
R1-299;Teruel;Calamocha;644427,5056;4530824,602;12;132;0;0;60,9;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CALAMOCHA
R1-299;Teruel;Calamocha;644427,5056;4530824,602;12;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CALAMOCHA
R1-299;Teruel;Calamocha;644427,5056;4530824,602;12;20;0;0;21;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CALAMOCHA
R1-299;Teruel;Calanda;733356,7856;4536956,784;131;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;CALANDA
R1-299;Teruel;Calanda;733356,7856;4536956,784;131;30;0;0;6,5;0;;;HIJAR 220;0;0;;02 - Aragón;CALANDA
R1-299;Teruel;Calanda;733356,7856;4536956,784;131;10;0;0;2,5;0;;;HIJAR 220;0;0;;02 - Aragón;CALANDA
R1-299;Teruel;Utrillas;679744,6562;4520912,905;11014700;132;0;0;5;0;;;ESCUCHA 220;0;0;;02 - Aragón;CASTIN_ROS
R1-299;Teruel;Cella;649153,0058;4479911,037;18;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CELLA
R1-299;Teruel;Cella;649153,0058;4479911,037;18;45;0;0;24,9;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CELLA
R1-299;Teruel;Cella;649153,0058;4479911,037;18;20;0;0;4,7;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CELLA
R1-299;Teruel;Alcañiz;734050,1167;4552090,88;15251050;132;0;0;44;0;;;HIJAR 220;0;0;;02 - Aragón;CIUD_MOTOR
R1-299;Teruel;Alcañiz;734050,1167;4552090,88;15251050;10;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;CIUD_MOTOR
R1-299;Teruel;Teruel;660182,4093;4466479,017;11001398;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CNF_TERUEL
R1-299;Teruel;Cuevas de Almudén;681568,2133;4508266,351;15448882;132;0;0;41,3;0;;;ESCUCHA 220;0;0;;02 - Aragón;CUEVAS_ALM
R1-299;Teruel;Teruel;661226,5306;4467284,66;127;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;EL_CERRO
R1-299;Teruel;Teruel;661226,5306;4467284,66;127;10;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;EL_CERRO
R1-299;Teruel;Escucha;685316,579;4518576,596;118;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ESCUCHA
R1-299;Teruel;Escucha;685316,579;4518576,596;118;15;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ESCUCHA
R1-299;Teruel;Escucha;684246,0242;4518428,713;11000610;132;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ESCUCHA_CT
R1-299;Teruel;Escucha;684246,0242;4518428,713;11000610;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ESCUCHA_CT
R1-299;Teruel;Estercuel;699652,2753;4525662,072;119;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;ESTERCUEL
R1-299;Teruel;Estercuel;699652,2753;4525662,072;119;15;0;0;0,2;0;;;HIJAR 220;0;0;;02 - Aragón;ESTERCUEL
R1-299;Teruel;Teruel;661814,845;4465419,432;11015579;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;FUENFRESCA
R1-299;Teruel;Teruel;661814,845;4465419,432;11015579;10;0;0;0,1;0;;;CALAMOCHA 220;0;0;;02 - Aragón;FUENFRESCA
R1-299;Teruel;Híjar;716563,8526;4561088,327;15258322;132;0;0;82,5;0;;;HIJAR 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;02 - Aragón;HIJAR
R1-299;Teruel;Alloza;709620,9528;4542491,657;16;132;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;L_OPORTUNA
R1-299;Teruel;Alloza;709620,9528;4542491,657;16;45;0;0;20;0;;;HIJAR 220;0;0;;02 - Aragón;L_OPORTUNA
R1-299;Teruel;Alloza;709620,9528;4542491,657;16;30;0;0;0,2;0;;;HIJAR 220;0;0;;02 - Aragón;L_OPORTUNA
R1-299;Teruel;Híjar;708897,1101;4564883,462;110;10;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;LA_CULTIA
R1-299;Teruel;Puebla de Híjar, La;714141,4814;4566750,424;17;45;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;LA_PUEBLA
R1-299;Teruel;Puebla de Híjar, La;714141,4814;4566750,424;17;15;0;0;4,4;0;;;ESCATRON 220;0;0;;02 - Aragón;LA_PUEBLA
R1-299;Teruel;Alcañiz;743810,7018;4545483,174;122;45;0;0;6,3;0;;;HIJAR 220;0;0;;02 - Aragón;LAS_HORCAS
R1-299;Teruel;Alcañiz;743810,7018;4545483,174;122;10;0;0;0,3;0;;;HIJAR 220;0;0;;02 - Aragón;LAS_HORCAS
R1-299;Teruel;Andorra;711926,7342;4546625,775;15459032;132;0;0;40;0;;;HIJAR 220;0;0;;02 - Aragón;LOS_ARCOS
R1-299;Teruel;Olba;699955,1219;4444784,614;136;20;9,2;0;2,6;0;;;A determinar;0;0;Nudo de afección mayoritaria de la red de transporte a definir por el gestor de distribución de la red de AT (i-DE, Redes Eléctricas Inteligentes). Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;02 - Aragón;LS_VILNVAS
R1-299;Teruel;Martín del Río;677066,0384;4523396,607;128;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;MARTIN_RIO
R1-299;Teruel;Martín del Río;677066,0384;4523396,607;128;15;0;0;2,7;0;;;ESCUCHA 220;0;0;;02 - Aragón;MARTIN_RIO
R1-299;Teruel;Alcañiz;740719,6859;4548634,671;123;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;MOLI_MAYOR
R1-299;Teruel;Alcañiz;740719,6859;4548634,671;123;10;0;0;0,4;0;;;HIJAR 220;0;0;;02 - Aragón;MOLI_MAYOR
R1-299;Teruel;Monreal del Campo;639773,278;4515585,844;14;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;MONREAL
R1-299;Teruel;Monreal del Campo;639773,278;4515585,844;14;20;0;0;12,1;0;;;CALAMOCHA 220;0;0;;02 - Aragón;MONREAL
R1-299;Teruel;Puebla de Valverde, La;671658,5938;4461778,553;15142820;132;0;0;50;0;;;CALAMOCHA 220;0;0;;02 - Aragón;P_ESCANDON
R1-299;Teruel;Andorra;718999,5074;4541248,536;15165636;132;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;PEAN
R1-299;Teruel;Andorra;718999,5074;4541248,536;15165636;15;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;PEAN
R1-299;Teruel;Andorra;714559,8211;4540302,533;11026720;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;PI.ANDORRA
R1-299;Teruel;Andorra;714559,8211;4540302,533;11026720;15;0;0;0,6;0;;;HIJAR 220;0;0;;02 - Aragón;PI.ANDORRA
R1-299;Teruel;Teruel;656195,7543;4471113,111;15186189;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;PLATEA
R1-299;Teruel;Teruel;656195,7543;4471113,111;15186189;20;0;0;3;0;;;CALAMOCHA 220;0;0;;02 - Aragón;PLATEA
R1-299;Teruel;Puebla de Valverde, La;676622,3974;4454045,764;15058617;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;PUEBLA_VAL
R1-299;Teruel;Puebla de Valverde, La;676622,3974;4454045,764;15058617;20;0;0;11;0;;;CALAMOCHA 220;0;0;;02 - Aragón;PUEBLA_VAL
R1-299;Teruel;Alcañiz;734808,7403;4542359,753;11031736;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;R_MONTORO
R1-299;Teruel;Alcañiz;734808,7403;4542359,753;11031736;15;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;R_MONTORO
R1-299;Teruel;Santa Eulalia;641157,0838;4490691,967;15277350;132;0;0;16;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ST_EULALIA
R1-299;Teruel;Santa Eulalia;641157,0838;4490691,967;15277350;20;0;0;7,4;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ST_EULALIA
R1-299;Teruel;Teruel;661104,7278;4468798,529;126;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;TERUEL
R1-299;Teruel;Teruel;661104,7278;4468798,529;126;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;TERUEL
R1-299;Teruel;Teruel;661104,7278;4468798,529;126;20;0;0;1,1;0;;;CALAMOCHA 220;0;0;;02 - Aragón;TERUEL
R1-299;Teruel;Teruel;661104,7278;4468798,529;126;10;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;TERUEL
R1-299;Teruel;Monreal del Campo;639873,1228;4515394,423;11058516;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;TOLLO
R1-299;Teruel;Utrillas;679681,0543;4520849,297;115;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;UTRILLAS
R1-299;Teruel;Utrillas;679681,0543;4520849,297;115;15;0;0;0,1;0;;;ESCUCHA 220;0;0;;02 - Aragón;UTRILLAS
R1-299;Teruel;Valderrobres;766444,9102;4530377,017;12129006;132;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;VALDERROBR
R1-299;Teruel;Valderrobres;766444,9102;4530377,017;12129006;25;0;0;1,8;0;;;HIJAR 220;0;0;;02 - Aragón;VALDERROBR
R1-299;Teruel;Albentosa;693104,548;4444486,202;15137684;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;VENTA-AIRE
R1-299;Teruel;Albentosa;693104,548;4444486,202;15137684;20;0;0;7,6;0;;;CALAMOCHA 220;0;0;;02 - Aragón;VENTA-AIRE
R1-299;Teruel;Villel;654502,1179;4456080,558;134;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;VILLEL
R1-299;Teruel;Villel;654502,1179;4456080,558;134;20;0;0;1,4;0;;;CALAMOCHA 220;0;0;;02 - Aragón;VILLEL
R1-299;Teruel;Vinaceite;700019,8232;4575515,023;15207994;45;0;0;8;0;;;FUENDETODOS 220;0;0;;02 - Aragón;VINACEITE
R1-299;Zaragoza;Zaragoza;675798,1933;4615124,791;15061865;45;0;0;0;0;;;LOS LEONES 220;0;0;;02 - Aragón;ACTUR
R1-299;Zaragoza;Zaragoza;675798,1933;4615124,791;15061865;10;0;0;0,1;0;;;LOS LEONES 220;0;0;;02 - Aragón;ACTUR
R1-299;Zaragoza;Alfamén;647164,0778;4589462,507;15154803;45;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;ALFAMEN
R1-299;Zaragoza;Alfamén;647164,0778;4589462,507;15154803;15;0;0;13,1;0;;;MONTETORRERO 220;0;0;;02 - Aragón;ALFAMEN
R1-299;Zaragoza;Alhama de Aragón;592203,8137;4571605,049;1250013;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ALHAMA
R1-299;Zaragoza;Alhama de Aragón;592203,8137;4571605,049;1250013;15;0;0;7,8;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ALHAMA
R1-299;Zaragoza;Zaragoza;680351,0557;4608489,807;11005988;45;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;ALUMALSA
R1-299;Zaragoza;Zaragoza;674138,6905;4611924,977;15164676;45;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;ARAGONIA
R1-299;Zaragoza;Zaragoza;674138,6905;4611924,977;15164676;10;0;0;0,1;0;;;MONTETORRERO 220;0;0;;02 - Aragón;ARAGONIA
R1-299;Zaragoza;Zaragoza;669545,8752;4611392,846;15254055;132;0;0;0;0;;;PLAZA 220;0;0;;02 - Aragón;ARCOSUR
R1-299;Zaragoza;Zaragoza;669545,8752;4611392,846;15254055;15;0;0;10;0;;;PLAZA 220;0;0;;02 - Aragón;ARCOSUR
R1-299;Zaragoza;Ariza;579952,9428;4574078,216;1250030;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ARIZA
R1-299;Zaragoza;Ariza;579952,9428;4574078,216;1250030;15;0;0;6,3;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ARIZA
R1-299;Zaragoza;Ateca;601122,3879;4575467,551;1250042;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ATECA
R1-299;Zaragoza;Ateca;601122,3879;4575467,551;1250042;15;0;0;2,4;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ATECA
R1-299;Zaragoza;Zaragoza;673503,4107;4613993,408;1750008;45;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;AUGUSTA
R1-299;Zaragoza;Zaragoza;673503,4107;4613993,408;1750008;15;0;0;0,3;0;;;MONTETORRERO 220;0;0;;02 - Aragón;AUGUSTA
R1-299;Zaragoza;Zaragoza;673503,4107;4613993,408;1750008;10;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;AUGUSTA
R1-299;Zaragoza;Zaragoza;661418,2205;4616408,103;11007480;45;0;0;0;0;;;ENTRERRIOS 220;0;0;;02 - Aragón;BASE_AEREA
R1-299;Zaragoza;Belchite;688299,6216;4574395,53;1250066;45;0;0;0;0;;;FUENDETODOS 220;0;0;;02 - Aragón;BELCHITE
R1-299;Zaragoza;Belchite;688299,6216;4574395,53;1250066;15;0;0;7,1;0;;;FUENDETODOS 220;0;0;;02 - Aragón;BELCHITE
R1-299;Zaragoza;Albeta;623367,3801;4632084,8;1250031;45;0;0;8;0;;;ENTRERRIOS 220;0;0;;02 - Aragón;BORJA
R1-299;Zaragoza;Albeta;623367,3801;4632084,8;1250031;15;0;0;5,8;0;;;ENTRERRIOS 220;0;0;;02 - Aragón;BORJA
R1-299;Zaragoza;Botorrita;663458,4801;4598244,563;15468122;132;0;0;120;0;;;MONTETORRERO 220;0;0;;02 - Aragón;BOTORRITA
R1-299;Zaragoza;Calatayud;613606,1232;4576461,089;1250011;132;0;0;40,7;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CALATAYUD
R1-299;Zaragoza;Calatayud;613606,1232;4576461,089;1250011;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CALATAYUD
R1-299;Zaragoza;Calatayud;613606,1232;4576461,089;1250011;15;0;0;2,7;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CALATAYUD
R1-299;Zaragoza;Zaragoza;669480,1932;4609076,503;15477826;132;0;0;50;0;;;MONTETORRERO 220;0;0;;02 - Aragón;CAMPILLO
R1-299;Zaragoza;Cariñena;647738,0414;4578976,738;1250044;45;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;CARIÑENA
R1-299;Zaragoza;Cariñena;647738,0414;4578976,738;1250044;15;0;0;21,1;0;;;MONTETORRERO 220;0;0;;02 - Aragón;CARIÑENA
R1-299;Zaragoza;Zaragoza;679853,5848;4606503,412;15110952;45;0;0;103,7;0;;;CARTUJOS 220;0;0;;02 - Aragón;CARTUJOS
R1-299;Zaragoza;Zaragoza;679853,5848;4606503,412;15110952;15;0;0;5,9;0;;;CARTUJOS 220;0;0;;02 - Aragón;CARTUJOS
R1-299;Zaragoza;Zaragoza;673921,3191;4610305,947;11040089;132;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;CASABLANCA
R1-299;Zaragoza;Zaragoza;673921,3191;4610305,947;11040089;45;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;CASABLANCA
R1-299;Zaragoza;Zaragoza;673921,3191;4610305,947;11040089;10;0;0;2,2;0;;;MONTETORRERO 220;0;0;;02 - Aragón;CASABLANCA
R1-299;Zaragoza;Caspe;746491,3077;4570271,013;12089386;132;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;CASPE
R1-299;Zaragoza;Caspe;746491,3077;4570271,013;12089386;66;0;0;0;0;;;MEQUINENZA 220;0;0;;02 - Aragón;CASPE
R1-299;Zaragoza;Caspe;746491,3077;4570271,013;12089386;25;0;0;19,7;0;;;MEQUINENZA 220 / ESCATRON 220;0;0;;02 - Aragón;CASPE
R1-299;Zaragoza;Muela, La;659418,75;4608008,885;15112412;132;0;0;50;0;;;MONTETORRERO 220;0;0;;02 - Aragón;CENTROVIA
