;;;;GASTOS DE PRESTACIONES POR DESEMPLEO ( miles de euros) POR PROVINCIA Y TIPO DE PRESTACIÓN;;;;;;
201402;Febrero de 2014;6;Cantabria;39;Cantabria;29287,36;22413,88;5811,3;1062,18;0
201402;Febrero de 2014;7;Castilla y León;5;Ávila;6741,56;4366,94;1960,96;413,66;0
201402;Febrero de 2014;7;Castilla y León;9;Burgos;18112,06;14108,31;3447,2;556,55;0
201402;Febrero de 2014;7;Castilla y León;24;León;22644,92;16839,22;5009,89;795,81;0
201402;Febrero de 2014;7;Castilla y León;34;Palencia;6988,11;5190,63;1512,75;284,73;0
201402;Febrero de 2014;7;Castilla y León;37;Salamanca;14077,75;9862,21;3475,43;740,11;0
201402;Febrero de 2014;7;Castilla y León;40;Segovia;6580,04;5141,63;1224,05;214,36;0
201402;Febrero de 2014;7;Castilla y León;42;Soria;4140,76;3341,66;693,76;105,34;0
201402;Febrero de 2014;7;Castilla y León;47;Valladolid;23482,13;18168,28;4360,98;952,87;0
201402;Febrero de 2014;7;Castilla y León;49;Zamora;7771,53;5405,53;2002,22;363,78;0
201402;Febrero de 2014;8;Castilla - La Mancha;2;Albacete;19574,15;13167,18;4915,82;1491,15;0
201402;Febrero de 2014;8;Castilla - La Mancha;13;Ciudad Real;25016,71;16160,51;7074,99;1781,21;0
201402;Febrero de 2014;8;Castilla - La Mancha;16;Cuenca;8821,91;6040,77;2189,71;591,43;0
201402;Febrero de 2014;8;Castilla - La Mancha;19;Guadalajara;12857,9;9723,03;2595,98;538,89;0
201402;Febrero de 2014;8;Castilla - La Mancha;45;Toledo;37198,66;25988,28;8935,28;2275,1;0
201402;Febrero de 2014;9;Cataluña;8;Barcelona;273594,69;206274,02;57936,46;9384,21;0
201402;Febrero de 2014;9;Cataluña;17;Girona;39779,78;29096,91;9475,78;1207,09;0
201402;Febrero de 2014;9;Cataluña;25;Lleida;17904,73;13502,11;3775,93;626,69;0
201402;Febrero de 2014;9;Cataluña;43;Tarragona;44629,76;32024,63;10812,68;1792,45;0
201402;Febrero de 2014;10;Comunitat Valenciana;3;Alicante/Alacant;80289,61;49600,04;24099,98;6589,59;0
201402;Febrero de 2014;10;Comunitat Valenciana;12;Castellón/Castelló;29030,63;19671,49;7786,34;1572,8;0
201402;Febrero de 2014;10;Comunitat Valenciana;46;Valencia/Valéncia;123073,53;84722,26;30817,25;7534,02;0
201402;Febrero de 2014;11;Extremadura;6;Badajoz;40897,28;20361,91;13091,13;2678,17;4766,07
201402;Febrero de 2014;11;Extremadura;10;Cáceres;21937,81;12619,06;7543,26;1272,46;503,03
201402;Febrero de 2014;12;Galicia;15;Coruña, A;52738,16;38911,95;11777,63;2048,58;0
201402;Febrero de 2014;12;Galicia;27;Lugo;13586,27;9806,58;3253,55;526,14;0
201402;Febrero de 2014;12;Galicia;32;Ourense;13004,8;8549,31;3840,21;615,28;0
201402;Febrero de 2014;12;Galicia;36;Pontevedra;50009,56;34868,39;12908,21;2232,96;0
201402;Febrero de 2014;13;Madrid, Comunidad de;28;Madrid;304535,53;247483,1;48375,3;8677,13;0
201402;Febrero de 2014;14;Murcia, Región de;30;Murcia;62980,19;43354,76;15340,13;4285,3;0
201402;Febrero de 2014;15;Navarra, Comunidad Foral de;31;Navarra;31879,24;25833,31;5375,76;670,17;0
201402;Febrero de 2014;16;País Vasco;1;Araba/Álava;15297,98;12679,9;2378,6;239,48;0
201402;Febrero de 2014;16;País Vasco;20;Gipuzkoa;30841,94;25644,16;4724,54;473,24;0
201402;Febrero de 2014;16;País Vasco;48;Bizkaia;52371,73;43122,3;8190,88;1058,55;0
201402;Febrero de 2014;17;Rioja, La;26;Rioja, La;14928,09;11835,37;2624,58;468,14;0
201402;Febrero de 2014;18;Ceuta;51;Ceuta;2809,3;1428,84;1076,33;304,13;0
201402;Febrero de 2014;19;Melilla;52;Melilla;2610,38;1386,2;916,46;307,72;0
201403;Marzo de 2014;1;Andalucía;4;Almería;29276,9;16449,69;9116,26;2194,12;1516,83
201403;Marzo de 2014;1;Andalucía;11;Cádiz;61031,12;30938,14;20950,43;5213,79;3928,76
201403;Marzo de 2014;1;Andalucía;14;Córdoba;42715,21;19619,41;12853,66;2274,14;7968
201403;Marzo de 2014;1;Andalucía;18;Granada;44810,01;22257,91;14131,74;2807,88;5612,48
201403;Marzo de 2014;1;Andalucía;21;Huelva;26088,99;12517,99;8454,97;1752,94;3363,09
201403;Marzo de 2014;1;Andalucía;23;Jaén;29931,09;13932,65;8593,26;1714,47;5690,71
201403;Marzo de 2014;1;Andalucía;29;Málaga;77836,82;44448,46;23794,81;5571,79;4021,76
201403;Marzo de 2014;1;Andalucía;41;Sevilla;105910,76;54200,29;32543,13;6199,61;12967,73
201403;Marzo de 2014;2;Aragón;22;Huesca;8311,9;6458,66;1598,88;254,36;0
201403;Marzo de 2014;2;Aragón;44;Teruel;5602,3;4174,64;1229,94;197,72;0
201403;Marzo de 2014;2;Aragón;50;Zaragoza;42797,87;33260,2;7930,67;1607;0
201403;Marzo de 2014;3;Asturias, Principado de;33;Asturias;49329,52;35682,06;11561,23;2086,23;0
201403;Marzo de 2014;4;Balears, Illes;7;Balears, Illes;62175,72;42512,36;18063,94;1599,42;0
201403;Marzo de 2014;5;Canarias;35;Palmas, Las;52515,02;31563,66;15938,86;5012,5;0
201403;Marzo de 2014;5;Canarias;38;Santa Cruz de Tenerife;48259,19;28149,94;15659,77;4449,48;0
201403;Marzo de 2014;6;Cantabria;39;Cantabria;27133,26;20498,35;5577,82;1057,09;0
201403;Marzo de 2014;7;Castilla y León;5;Ávila;6501,12;4116,7;1966,48;417,94;0
201403;Marzo de 2014;7;Castilla y León;9;Burgos;17603,98;13598,83;3456,38;548,77;0
201403;Marzo de 2014;7;Castilla y León;24;León;21665,08;15944,21;4928,05;792,82;0
201403;Marzo de 2014;7;Castilla y León;34;Palencia;6603,78;4821,76;1490,03;291,99;0
201403;Marzo de 2014;7;Castilla y León;37;Salamanca;13549,68;9304,08;3499,35;746,25;0
201403;Marzo de 2014;7;Castilla y León;40;Segovia;6091,13;4657,6;1211,09;222,44;0
201403;Marzo de 2014;7;Castilla y León;42;Soria;3948,77;3150;692,24;106,53;0
201403;Marzo de 2014;7;Castilla y León;47;Valladolid;22558,6;17255,6;4331,63;971,37;0
201403;Marzo de 2014;7;Castilla y León;49;Zamora;7402,64;5052,84;1985,77;364,03;0
201403;Marzo de 2014;8;Castilla - La Mancha;2;Albacete;18690,54;12216,02;4981,63;1492,89;0
201403;Marzo de 2014;8;Castilla - La Mancha;13;Ciudad Real;24184,51;15185,39;7185,59;1813,53;0
201403;Marzo de 2014;8;Castilla - La Mancha;16;Cuenca;8366,94;5615,49;2165,29;586,16;0
201403;Marzo de 2014;8;Castilla - La Mancha;19;Guadalajara;12272,71;9200,07;2537,89;534,75;0
201403;Marzo de 2014;8;Castilla - La Mancha;45;Toledo;35867,59;24571,23;8972,29;2324,07;0
201403;Marzo de 2014;9;Cataluña;8;Barcelona;264704,07;198074,52;57051,22;9578,33;0
201403;Marzo de 2014;9;Cataluña;17;Girona;35075,51;24837,67;9006,83;1231,01;0
201403;Marzo de 2014;9;Cataluña;25;Lleida;17093,93;12755,16;3698,18;640,59;0
201403;Marzo de 2014;9;Cataluña;43;Tarragona;40651,53;28348,71;10480,19;1822,63;0
201403;Marzo de 2014;10;Comunitat Valenciana;3;Alicante/Alacant;77361,12;46959,53;23748,09;6653,5;0
201403;Marzo de 2014;10;Comunitat Valenciana;12;Castellón/Castelló;28354,41;18611,47;8107,28;1635,66;0
201403;Marzo de 2014;10;Comunitat Valenciana;46;Valencia/Valéncia;119932,9;81446,55;30886,06;7600,29;0
201403;Marzo de 2014;11;Extremadura;6;Badajoz;38961,13;18741,39;12870,96;2720,61;4628,17
201403;Marzo de 2014;11;Extremadura;10;Cáceres;22942,2;11303,83;7479,22;1287,25;2871,9
201403;Marzo de 2014;12;Galicia;15;Coruña, A;50960,27;37241,36;11677,67;2041,24;0
201403;Marzo de 2014;12;Galicia;27;Lugo;12587,81;8859,45;3194,98;533,38;0
201403;Marzo de 2014;12;Galicia;32;Ourense;12690,27;8243,01;3831,59;615,67;0
201403;Marzo de 2014;12;Galicia;36;Pontevedra;47480,93;32453,76;12779,24;2247,93;0
201403;Marzo de 2014;13;Madrid, Comunidad de;28;Madrid;297108,03;240261,43;47946,56;8900,04;0
201403;Marzo de 2014;14;Murcia, Región de;30;Murcia;59157,5;39949,43;14902,7;4305,37;0
201403;Marzo de 2014;15;Navarra, Comunidad Foral de;31;Navarra;30269,91;24331,35;5262,73;675,83;0
201403;Marzo de 2014;16;País Vasco;1;Araba/Álava;14845,59;12270,52;2334,87;240,2;0
201403;Marzo de 2014;16;País Vasco;20;Gipuzkoa;28861,76;23688,16;4706,8;466,8;0
201403;Marzo de 2014;16;País Vasco;48;Bizkaia;50242,4;41124,74;8032,26;1085,4;0
201403;Marzo de 2014;17;Rioja, La;26;Rioja, La;14332,4;11220,19;2644,49;467,72;0
201403;Marzo de 2014;18;Ceuta;51;Ceuta;2845,57;1512,87;1023,72;308,98;0
201403;Marzo de 2014;19;Melilla;52;Melilla;2442,41;1291,68;840,85;309,88;0
201404;Abril de 2014;1;Andalucía;4;Almería;28725,91;16103,34;8936,54;2188,5;1497,53
201404;Abril de 2014;1;Andalucía;11;Cádiz;57041,53;27814,05;20124,79;5207,45;3895,24
201404;Abril de 2014;1;Andalucía;14;Córdoba;44241,58;19356,05;13986,06;2263,93;8635,54
201404;Abril de 2014;1;Andalucía;18;Granada;44565,53;21522,72;14417,94;2828,14;5796,73
201404;Abril de 2014;1;Andalucía;21;Huelva;23421,43;10879,44;7708,16;1734,08;3099,75
201404;Abril de 2014;1;Andalucía;23;Jaén;34664,98;15214,33;10830,32;1803,96;6816,37
201404;Abril de 2014;1;Andalucía;29;Málaga;71540,35;38878,49;22917,21;5578,51;4166,14
201404;Abril de 2014;1;Andalucía;41;Sevilla;103021,26;51705,35;32066,85;6197,17;13051,89
201404;Abril de 2014;2;Aragón;22;Huesca;7777,52;5966,09;1554,82;256,61;0
201404;Abril de 2014;2;Aragón;44;Teruel;5207,78;3825,53;1190,12;192,13;0
201404;Abril de 2014;2;Aragón;50;Zaragoza;42342,08;33005,64;7756,96;1579,48;0
201404;Abril de 2014;3;Asturias, Principado de;33;Asturias;46355,61;33114,66;11158,45;2082,5;0
201404;Abril de 2014;4;Balears, Illes;7;Balears, Illes;46420,78;30245,3;14594,21;1581,27;0
201404;Abril de 2014;5;Canarias;35;Palmas, Las;51832,07;31065,83;15769,92;4996,32;0
201404;Abril de 2014;5;Canarias;38;Santa Cruz de Tenerife;47085,62;27198,21;15434,88;4452,53;0
201404;Abril de 2014;6;Cantabria;39;Cantabria;24903,91;18603,95;5245,98;1053,98;0
201404;Abril de 2014;7;Castilla y León;5;Ávila;6090,98;3751,18;1926,94;412,86;0
201404;Abril de 2014;7;Castilla y León;9;Burgos;16521,41;12614,53;3357,78;549,1;0
201404;Abril de 2014;7;Castilla y León;24;León;20881,56;15314,22;4781,72;785,62;0
201404;Abril de 2014;7;Castilla y León;34;Palencia;6392,88;4668,66;1440,81;283,41;0
201404;Abril de 2014;7;Castilla y León;37;Salamanca;12681,14;8580,05;3362,52;738,57;0
201404;Abril de 2014;7;Castilla y León;40;Segovia;5596,24;4230,2;1148,29;217,75;0
201404;Abril de 2014;7;Castilla y León;42;Soria;3701,61;2921,65;672,93;107,03;0
201404;Abril de 2014;7;Castilla y León;47;Valladolid;21556,39;16370,56;4218,39;967,44;0
201404;Abril de 2014;7;Castilla y León;49;Zamora;6762,71;4529,17;1879,16;354,38;0
201404;Abril de 2014;8;Castilla - La Mancha;2;Albacete;17695,53;11356,24;4839,03;1500,26;0
201404;Abril de 2014;8;Castilla - La Mancha;13;Ciudad Real;23314,41;14448,97;7035,12;1830,32;0
201404;Abril de 2014;8;Castilla - La Mancha;16;Cuenca;8048,22;5333,21;2122,07;592,94;0
201404;Abril de 2014;8;Castilla - La Mancha;19;Guadalajara;11544,79;8544,51;2464,66;535,62;0
201404;Abril de 2014;8;Castilla - La Mancha;45;Toledo;33896,79;22833,78;8754,04;2308,97;0
201404;Abril de 2014;9;Cataluña;8;Barcelona;251611,91;186464,15;55512,54;9635,22;0
201404;Abril de 2014;9;Cataluña;17;Girona;30176,45;21198,85;7761,06;1216,54;0
201404;Abril de 2014;9;Cataluña;25;Lleida;16018,36;11792,75;3574,08;651,53;0
201404;Abril de 2014;9;Cataluña;43;Tarragona;35457,51;24204,14;9420,51;1832,86;0
201404;Abril de 2014;10;Comunitat Valenciana;3;Alicante/Alacant;72914,04;43334,79;22959,07;6620,18;0
201404;Abril de 2014;10;Comunitat Valenciana;12;Castellón/Castelló;27439,54;17696,7;8093,67;1649,17;0
201404;Abril de 2014;10;Comunitat Valenciana;46;Valencia/Valéncia;115784,42;77601,11;30597,91;7585,4;0
201404;Abril de 2014;11;Extremadura;6;Badajoz;36076,83;16842,07;12087,9;2732,71;4414,15
201404;Abril de 2014;11;Extremadura;10;Cáceres;22027,17;10494,42;7326,57;1293,52;2912,66
201404;Abril de 2014;12;Galicia;15;Coruña, A;48598,81;35115,49;11416,63;2066,69;0
201404;Abril de 2014;12;Galicia;27;Lugo;11939,98;8303,33;3103,51;533,14;0
201404;Abril de 2014;12;Galicia;32;Ourense;11952,33;7615,91;3736,41;600,01;0
201404;Abril de 2014;12;Galicia;36;Pontevedra;45702,25;30953,49;12491,48;2257,28;0
201404;Abril de 2014;13;Madrid, Comunidad de;28;Madrid;285311,29;229762,67;46675,91;8872,71;0
201404;Abril de 2014;14;Murcia, Región de;30;Murcia;56101,05;37579,16;14226,19;4295,7;0
201404;Abril de 2014;15;Navarra, Comunidad Foral de;31;Navarra;28316,34;22515,98;5129,75;670,61;0
201404;Abril de 2014;16;País Vasco;1;Araba/Álava;14267,27;11743,02;2288,68;235,57;0
201404;Abril de 2014;16;País Vasco;20;Gipuzkoa;27361,59;22304,79;4595,81;460,99;0
201404;Abril de 2014;16;País Vasco;48;Bizkaia;47924,29;38912,39;7914,11;1097,79;0
201404;Abril de 2014;17;Rioja, La;26;Rioja, La;13619,61;10573,26;2558,86;487,49;0
201404;Abril de 2014;18;Ceuta;51;Ceuta;2663,22;1357,9;968,49;336,83;0
201404;Abril de 2014;19;Melilla;52;Melilla;2280,62;1192,09;792,67;295,86;0
201405;Mayo de 2014;1;Andalucía;4;Almería;29613,25;16925,61;9051,99;2180,23;1455,42
201405;Mayo de 2014;1;Andalucía;11;Cádiz;54489,81;26417,52;19123,81;5190,45;3758,03
201405;Mayo de 2014;1;Andalucía;14;Córdoba;43616,86;18436,04;14242,8;2250,68;8687,34
201405;Mayo de 2014;1;Andalucía;18;Granada;43130,08;20342,89;14217,15;2822,57;5747,47
201405;Mayo de 2014;1;Andalucía;21;Huelva;23003,99;11221,43;7251,45;1729,47;2801,64
201405;Mayo de 2014;1;Andalucía;23;Jaén;35209,09;14698,49;11524,64;1820,91;7165,05
201405;Mayo de 2014;1;Andalucía;29;Málaga;69067,63;37011,31;22271,14;5566,44;4218,74
201405;Mayo de 2014;1;Andalucía;41;Sevilla;98836,85;48679,14;31136,06;6209,09;12812,56
201405;Mayo de 2014;2;Aragón;22;Huesca;7679,73;5897,05;1526,5;256,18;0
201405;Mayo de 2014;2;Aragón;44;Teruel;5042,32;3703,15;1147,23;191,94;0
201405;Mayo de 2014;2;Aragón;50;Zaragoza;40819,98;31666,61;7569,54;1583,83;0
201405;Mayo de 2014;3;Asturias, Principado de;33;Asturias;44226,75;31189,77;10925,43;2111,55;0
201405;Mayo de 2014;4;Balears, Illes;7;Balears, Illes;35221,78;24275,57;9384,5;1561,71;0
201405;Mayo de 2014;5;Canarias;35;Palmas, Las;52914,08;32070,93;15819,71;5023,44;0
201405;Mayo de 2014;5;Canarias;38;Santa Cruz de Tenerife;47046,09;27165,13;15389,32;4491,64;0
201405;Mayo de 2014;6;Cantabria;39;Cantabria;23707,45;17509,73;5132,58;1065,14;0
201405;Mayo de 2014;7;Castilla y León;5;Ávila;5779,65;3525,65;1849,81;404,19;0
201405;Mayo de 2014;7;Castilla y León;9;Burgos;15945,8;12137,47;3252;556,33;0
201405;Mayo de 2014;7;Castilla y León;24;León;20270,73;14752,83;4740,96;776,94;0
201405;Mayo de 2014;7;Castilla y León;34;Palencia;6027,37;4323,24;1426,16;277,97;0
201405;Mayo de 2014;7;Castilla y León;37;Salamanca;12195,21;8183,44;3257,99;753,78;0
201405;Mayo de 2014;7;Castilla y León;40;Segovia;5354,71;3980,11;1160,97;213,63;0
201405;Mayo de 2014;7;Castilla y León;42;Soria;3421,85;2675,68;637,96;108,21;0
201405;Mayo de 2014;7;Castilla y León;47;Valladolid;20516,99;15459,72;4095,39;961,88;0
201405;Mayo de 2014;7;Castilla y León;49;Zamora;6439,17;4264,96;1827,75;346,46;0
201405;Mayo de 2014;8;Castilla - La Mancha;2;Albacete;16771,28;10660;4607,12;1504,16;0
201405;Mayo de 2014;8;Castilla - La Mancha;13;Ciudad Real;22432,12;13652,84;6923,67;1855,61;0
201405;Mayo de 2014;8;Castilla - La Mancha;16;Cuenca;7294,85;4665,5;2037,34;592,01;0
201405;Mayo de 2014;8;Castilla - La Mancha;19;Guadalajara;11008,02;8095,94;2375,18;536,9;0
201405;Mayo de 2014;8;Castilla - La Mancha;45;Toledo;32954,13;21947,76;8680,45;2325,92;0
201405;Mayo de 2014;9;Cataluña;8;Barcelona;242780,78;179045,38;53948,51;9786,89;0
201405;Mayo de 2014;9;Cataluña;17;Girona;27588,27;19211,92;7165,87;1210,48;0
201405;Mayo de 2014;9;Cataluña;25;Lleida;15335,08;11330,76;3347,71;656,61;0
201405;Mayo de 2014;9;Cataluña;43;Tarragona;33137;22566,08;8714,5;1856,42;0
201405;Mayo de 2014;10;Comunitat Valenciana;3;Alicante/Alacant;69391,24;40483,85;22328,25;6579,14;0
201405;Mayo de 2014;10;Comunitat Valenciana;12;Castellón/Castelló;26966,05;17176,24;8149,36;1640,45;0
201405;Mayo de 2014;10;Comunitat Valenciana;46;Valencia/Valéncia;113844,09;75775,67;30438,89;7629,53;0
201405;Mayo de 2014;11;Extremadura;6;Badajoz;34528,09;15597,23;11743,24;2694,52;4493,1
201405;Mayo de 2014;11;Extremadura;10;Cáceres;20542,48;9674,76;6932,74;1288,94;2646,04
201405;Mayo de 2014;12;Galicia;15;Coruña, A;46601,14;33204,79;11327,4;2068,95;0
201405;Mayo de 2014;12;Galicia;27;Lugo;11518,89;7902,98;3068,68;547,23;0
201405;Mayo de 2014;12;Galicia;32;Ourense;11650,25;7386,23;3655,37;608,65;0
201405;Mayo de 2014;12;Galicia;36;Pontevedra;43946,16;29570,17;12170,54;2205,45;0
201405;Mayo de 2014;13;Madrid, Comunidad de;28;Madrid;278400,24;223370,37;46200,13;8829,74;0
201405;Mayo de 2014;14;Murcia, Región de;30;Murcia;55044,12;37097,35;13690,19;4256,58;0
201405;Mayo de 2014;15;Navarra, Comunidad Foral de;31;Navarra;26859,29;21219,92;4953,16;686,21;0
201405;Mayo de 2014;16;País Vasco;1;Araba/Álava;13705,99;11255,61;2224,31;226,07;0
201405;Mayo de 2014;16;País Vasco;20;Gipuzkoa;26278,53;21275,64;4550,05;452,84;0
201405;Mayo de 2014;16;País Vasco;48;Bizkaia;46423,01;37415,34;7899,84;1107,83;0
201405;Mayo de 2014;17;Rioja, La;26;Rioja, La;12847,37;9872,34;2489,17;485,86;0
201405;Mayo de 2014;18;Ceuta;51;Ceuta;2602,83;1295,98;961,12;345,73;0
201405;Mayo de 2014;19;Melilla;52;Melilla;2241,34;1161,79;796,4;283,15;0
201406;Junio de 2014;1;Andalucía;4;Almería;33299,14;20227,11;9369,33;2209,44;1493,26
201406;Junio de 2014;1;Andalucía;11;Cádiz;52644,06;25239,66;18449,52;5224,08;3730,8
201406;Junio de 2014;1;Andalucía;14;Córdoba;43898,77;17853,59;14766,11;2277,23;9001,84
201406;Junio de 2014;1;Andalucía;18;Granada;43180,41;20106,97;14309,31;2845,63;5918,5
201406;Junio de 2014;1;Andalucía;21;Huelva;27331,59;15104,96;7536,67;1742,66;2947,3
201406;Junio de 2014;1;Andalucía;23;Jaén;35083,12;13994,68;11893,37;1813,19;7381,88
201406;Junio de 2014;1;Andalucía;29;Málaga;66277,18;34800,36;21542,32;5616,34;4318,16
201406;Junio de 2014;1;Andalucía;41;Sevilla;97627,84;47536,14;30997,04;6276,43;12818,23
201406;Junio de 2014;2;Aragón;22;Huesca;7061,44;5344,26;1464,03;253,15;0
