;;;;GASTOS DE PRESTACIONES POR DESEMPLEO (miles de euros) POR PROVINCIA Y TIPO DE PRESTACIÓN;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Gasto Total Prestación;Gasto Prestación Contributiva;Gasto Subsidio Desempleo;Gasto Renta Activa Inserción;Gasto Subsidio Eventuales Agrarios
201606;Junio de 2016;1;Andalucía;4;Almería;29129,42;17465,72;7956,69;2116,48;1280,73
201606;Junio de 2016;1;Andalucía;11;Cádiz;44131,43;18812,64;15809,28;5189,55;3420,49
201606;Junio de 2016;1;Andalucía;14;Córdoba;37437,85;12567,97;13749,13;2390,11;8365,42
201606;Junio de 2016;1;Andalucía;18;Granada;36714,92;15174,76;13024,22;2865,51;5206,12
201606;Junio de 2016;1;Andalucía;21;Huelva;24198,03;12844,33;6738,26;1673,61;2727
201606;Junio de 2016;1;Andalucía;23;Jaén;30359,31;9736,1;11497,88;1814,87;7027,98
201606;Junio de 2016;1;Andalucía;29;Málaga;53590,87;25708,38;18337,54;4949,03;3913,81
201606;Junio de 2016;1;Andalucía;41;Sevilla;81355,74;34107,69;27828,99;6506,69;11918,11
201606;Junio de 2016;2;Aragón;22;Huesca;5068,11;3759,89;1070,95;218,91;0
201606;Junio de 2016;2;Aragón;44;Teruel;3063,48;2108,38;778,34;162,25;0
201606;Junio de 2016;2;Aragón;50;Zaragoza;24783,25;17943,48;5433,9;1320,23;0
201606;Junio de 2016;3;Asturias, Principado de;33;Asturias;28732,33;18859,77;7928,65;1862,77;0
201606;Junio de 2016;4;Balears, Illes;7;Balears, Illes;22412,26;15382,95;5875,54;1099,61;0
201606;Junio de 2016;5;Canarias;35;Palmas, Las;43164,05;25850,49;12580,96;4246,52;0
201606;Junio de 2016;5;Canarias;38;Santa Cruz de Tenerife;38136,15;20830,02;12839,01;4009,33;0
201606;Junio de 2016;6;Cantabria;39;Cantabria;15751,45;10605,96;4218,28;876,08;0
201606;Junio de 2016;7;Castilla y León;5;Ávila;4018,45;2192,24;1436,84;352,63;0
201606;Junio de 2016;7;Castilla y León;9;Burgos;9957,74;6844,21;2571,98;492,46;0
201606;Junio de 2016;7;Castilla y León;24;León;12654,63;8299,28;3547,09;756,16;0
201606;Junio de 2016;7;Castilla y León;34;Palencia;3876,32;2597,01;1052,4;211,9;0
201606;Junio de 2016;7;Castilla y León;37;Salamanca;8221,16;4926,68;2597,51;639,9;0
201606;Junio de 2016;7;Castilla y León;40;Segovia;3061,52;2026,12;840,19;187,36;0
201606;Junio de 2016;7;Castilla y León;42;Soria;1768,01;1205,93;459,13;97,57;0
201606;Junio de 2016;7;Castilla y León;47;Valladolid;12546;8726,87;2979,54;790,04;0
201606;Junio de 2016;7;Castilla y León;49;Zamora;4234,64;2402,58;1464,18;340,76;0
201606;Junio de 2016;8;Castilla - La Mancha;2;Albacete;10898,03;5999,82;3545,44;1202,14;0
201606;Junio de 2016;8;Castilla - La Mancha;13;Ciudad Real;15261,75;7693,22;5434,27;1782,65;0
201606;Junio de 2016;8;Castilla - La Mancha;16;Cuenca;4993;2898,04;1558,3;489,47;0
201606;Junio de 2016;8;Castilla - La Mancha;19;Guadalajara;7454,17;5256,92;1730,84;417,26;0
201606;Junio de 2016;8;Castilla - La Mancha;45;Toledo;20700,55;11507,11;6775,98;2113,95;0
201606;Junio de 2016;9;Cataluña;8;Barcelona;163419,77;115313,39;39697,08;7948,41;0
201606;Junio de 2016;9;Cataluña;17;Girona;18651,88;12605,84;4935,66;1057,53;0
201606;Junio de 2016;9;Cataluña;25;Lleida;10175,97;7013,75;2502,04;606,76;0
201606;Junio de 2016;9;Cataluña;43;Tarragona;22592,6;14514,53;6337,82;1612,19;0
201606;Junio de 2016;10;Comunitat Valenciana;3;Alicante/Alacant;52825,62;29116,26;17531,38;5563,56;0
201606;Junio de 2016;10;Comunitat Valenciana;12;Castellón/Castelló;19734,39;11978,27;6193,27;1433,06;0
201606;Junio de 2016;10;Comunitat Valenciana;46;Valencia/Valéncia;87738,12;55846,76;24241,68;6948,41;0
201606;Junio de 2016;11;Extremadura;6;Badajoz;27176,86;10517,51;10169,58;2179,39;4002,28
201606;Junio de 2016;11;Extremadura;10;Cáceres;16075,18;6611,57;5885,16;1071,94;2395
201606;Junio de 2016;12;Galicia;15;Coruña, A;31142,22;20508,17;8645,22;1855,07;0
201606;Junio de 2016;12;Galicia;27;Lugo;7616,88;4634,58;2407,42;530,15;0
201606;Junio de 2016;12;Galicia;32;Ourense;8160,22;4620,34;2938,05;549,38;0
201606;Junio de 2016;12;Galicia;36;Pontevedra;29426,61;17718,49;9520,88;2008,58;0
201606;Junio de 2016;13;Madrid, Comunidad de;28;Madrid;189627,41;146484,46;34644,1;8007,93;0
201606;Junio de 2016;14;Murcia, Región de;30;Murcia;44607,8;29999,09;10166,34;3958,33;0
201606;Junio de 2016;15;Navarra, Comunidad Foral de;31;Navarra;17130,54;12940,52;3581,95;591,07;0
201606;Junio de 2016;16;País Vasco;1;Araba/Álava;8316,04;6431,22;1660,09;217,01;0
201606;Junio de 2016;16;País Vasco;20;Gipuzkoa;16670,11;13081,71;3213,78;370,53;0
201606;Junio de 2016;16;País Vasco;48;Bizkaia;29045,94;22428,85;5783,49;822,42;0
201606;Junio de 2016;17;Rioja, La;26;Rioja, La;8320,18;5992,18;1880,24;423,86;0
201606;Junio de 2016;18;Ceuta;51;Ceuta;2345,75;976,32;890,37;363,94;0
201606;Junio de 2016;19;Melilla;52;Melilla;2194,51;999,64;889,77;254,62;0
201607;Julio de 2016;1;Andalucía;4;Almería;38123,64;25955,27;8438,89;2039,6;1395,32
201607;Julio de 2016;1;Andalucía;11;Cádiz;44750,46;19916,1;15220,37;5101,84;3628,44
201607;Julio de 2016;1;Andalucía;14;Córdoba;39409,27;13351,24;14400,7;2361,89;8935,18
201607;Julio de 2016;1;Andalucía;18;Granada;38584,57;16310,71;13450,59;2818,98;5574,16
201607;Julio de 2016;1;Andalucía;21;Huelva;30673,69;17888,38;7537,37;1652,82;3378,85
201607;Julio de 2016;1;Andalucía;23;Jaén;31544,87;10187,53;11839,92;1776,23;7453,78
201607;Julio de 2016;1;Andalucía;29;Málaga;55042,79;27806,05;17671,51;4893,57;3995,11
201607;Julio de 2016;1;Andalucía;41;Sevilla;83802,96;35941,19;27846,38;6545,8;12452,61
201607;Julio de 2016;2;Aragón;22;Huesca;4990,77;3791,68;977,29;204,15;0
201607;Julio de 2016;2;Aragón;44;Teruel;3042,86;2140,87;728,3;160,64;0
201607;Julio de 2016;2;Aragón;50;Zaragoza;25583,47;19032,02;5183,6;1291,07;0
201607;Julio de 2016;3;Asturias, Principado de;33;Asturias;28758,49;19358,45;7524,2;1796,93;0
201607;Julio de 2016;4;Balears, Illes;7;Balears, Illes;23673,16;16951,02;5598,98;1070,85;0
201607;Julio de 2016;5;Canarias;35;Palmas, Las;44690,53;27639,21;12404,35;4158,82;0
201607;Julio de 2016;5;Canarias;38;Santa Cruz de Tenerife;39375,64;22767,29;12315,47;3847,47;0
201607;Julio de 2016;6;Cantabria;39;Cantabria;15052,29;10271,13;3896;842,11;0
201607;Julio de 2016;7;Castilla y León;5;Ávila;4067,76;2373,5;1325,4;335,87;0
201607;Julio de 2016;7;Castilla y León;9;Burgos;10082,76;7190,95;2385,12;461,21;0
201607;Julio de 2016;7;Castilla y León;24;León;12990,75;8797,84;3396,35;748,39;0
201607;Julio de 2016;7;Castilla y León;34;Palencia;3975,7;2764,99;999,2;199,24;0
201607;Julio de 2016;7;Castilla y León;37;Salamanca;8439,55;5317,76;2465,55;602,96;0
201607;Julio de 2016;7;Castilla y León;40;Segovia;3129,09;2164,69;782,24;173,44;0
201607;Julio de 2016;7;Castilla y León;42;Soria;1740,52;1224,43;418,63;93;0
201607;Julio de 2016;7;Castilla y León;47;Valladolid;13019,02;9378,45;2822,55;769,48;0
201607;Julio de 2016;7;Castilla y León;49;Zamora;4209,28;2481,12;1376,4;326,08;0
201607;Julio de 2016;8;Castilla - La Mancha;2;Albacete;11863,19;7214,94;3345,53;1161,38;0
201607;Julio de 2016;8;Castilla - La Mancha;13;Ciudad Real;16087,27;8899,56;5105,76;1745;0
201607;Julio de 2016;8;Castilla - La Mancha;16;Cuenca;5196,27;3233,34;1443,52;475,32;0
201607;Julio de 2016;8;Castilla - La Mancha;19;Guadalajara;7527,94;5464,03;1620,3;396,91;0
201607;Julio de 2016;8;Castilla - La Mancha;45;Toledo;21552,96;12822,79;6353,96;2078,53;0
201607;Julio de 2016;9;Cataluña;8;Barcelona;169319,4;122856,15;38355,57;7674,29;0
201607;Julio de 2016;9;Cataluña;17;Girona;19340,59;13631,35;4647,36;1014,52;0
201607;Julio de 2016;9;Cataluña;25;Lleida;10427,84;7462,29;2344,54;573,92;0
201607;Julio de 2016;9;Cataluña;43;Tarragona;23391,52;15673,62;6038,78;1562,28;0
201607;Julio de 2016;10;Comunitat Valenciana;3;Alicante/Alacant;55273,21;32221,77;17020,71;5427,65;0
201607;Julio de 2016;10;Comunitat Valenciana;12;Castellón/Castelló;19876,25;12576,69;5795,04;1375,04;0
201607;Julio de 2016;10;Comunitat Valenciana;46;Valencia/Valéncia;91728,9;60634,83;23611,96;6787,95;0
201607;Julio de 2016;11;Extremadura;6;Badajoz;27701,63;10994,52;10259,63;2127,64;4026,55
201607;Julio de 2016;11;Extremadura;10;Cáceres;16497,18;6855,82;5973,91;1035,02;2525,05
201607;Julio de 2016;12;Galicia;15;Coruña, A;30960,8;20860,59;8165,3;1806,77;0
201607;Julio de 2016;12;Galicia;27;Lugo;7633,79;4849,98;2232,73;507,07;0
201607;Julio de 2016;12;Galicia;32;Ourense;7975,34;4569,88;2811,53;542,23;0
201607;Julio de 2016;12;Galicia;36;Pontevedra;28306,28;17341,4;8845,47;1941,78;0
201607;Julio de 2016;13;Madrid, Comunidad de;28;Madrid;194175,76;153279,43;32737,95;7699,12;0
201607;Julio de 2016;14;Murcia, Región de;30;Murcia;47221,02;32985,93;9851,28;3914,08;0
201607;Julio de 2016;15;Navarra, Comunidad Foral de;31;Navarra;17838,83;13794,79;3456,76;573,07;0
201607;Julio de 2016;16;País Vasco;1;Araba/Álava;8623,79;6832,27;1565,96;218,83;0
201607;Julio de 2016;16;País Vasco;20;Gipuzkoa;18289,67;14818,99;3111,52;354,86;0
201607;Julio de 2016;16;País Vasco;48;Bizkaia;31018,44;24651,74;5555,64;802,09;0
201607;Julio de 2016;17;Rioja, La;26;Rioja, La;8802,13;6535,63;1826,26;416,65;0
201607;Julio de 2016;18;Ceuta;51;Ceuta;2616,39;1113,66;1024,53;368,89;0
201607;Julio de 2016;19;Melilla;52;Melilla;2234,86;1074,19;856,23;250,38;0
201608;Agosto de 2016;1;Andalucía;4;Almería;40388,39;28135,85;8561,03;1987,75;1421,63
201608;Agosto de 2016;1;Andalucía;11;Cádiz;45951,58;20862,22;15280,74;5072,25;3829,76
201608;Agosto de 2016;1;Andalucía;14;Córdoba;40603,55;14212,51;14514,5;2332,65;9178,02
201608;Agosto de 2016;1;Andalucía;18;Granada;40367,17;17787,4;13695,25;2757,03;5703,33
201608;Agosto de 2016;1;Andalucía;21;Huelva;33462,7;19561,02;8244,27;1637,98;3808,91
201608;Agosto de 2016;1;Andalucía;23;Jaén;32007,25;10516,69;11848,89;1725,67;7634,7
201608;Agosto de 2016;1;Andalucía;29;Málaga;56546,84;29533,88;17511,93;4816,59;4018,03
201608;Agosto de 2016;1;Andalucía;41;Sevilla;86973,96;38516,8;28040,26;6485,73;12874,01
201608;Agosto de 2016;2;Aragón;22;Huesca;4947;3777,91;942,56;208,37;0
201608;Agosto de 2016;2;Aragón;44;Teruel;3110,88;2233,25;708,85;155,96;0
201608;Agosto de 2016;2;Aragón;50;Zaragoza;26978,54;20521,04;5159,31;1221,13;0
201608;Agosto de 2016;3;Asturias, Principado de;33;Asturias;28200,55;19174,42;7204,67;1749,99;0
201608;Agosto de 2016;4;Balears, Illes;7;Balears, Illes;25873,94;19192,6;5607,19;1018,4;0
201608;Agosto de 2016;5;Canarias;35;Palmas, Las;45370,33;28723,26;12105,78;4065,01;0
201608;Agosto de 2016;5;Canarias;38;Santa Cruz de Tenerife;39900,12;23666,56;12026,48;3764,47;0
201608;Agosto de 2016;6;Cantabria;39;Cantabria;15189,13;10648,34;3675,32;826,42;0
201608;Agosto de 2016;7;Castilla y León;5;Ávila;4152,59;2528,45;1274,51;318,42;0
201608;Agosto de 2016;7;Castilla y León;9;Burgos;10458,24;7585,46;2374,62;457,16;0
201608;Agosto de 2016;7;Castilla y León;24;León;13415,64;9391,53;3257,17;717,55;0
201608;Agosto de 2016;7;Castilla y León;34;Palencia;4420,04;3262,71;950,02;193,39;0
201608;Agosto de 2016;7;Castilla y León;37;Salamanca;9329,1;6274,08;2413,66;590,03;0
201608;Agosto de 2016;7;Castilla y León;40;Segovia;3187,57;2243,07;761,74;172,95;0
201608;Agosto de 2016;7;Castilla y León;42;Soria;1803,15;1299,63;407,32;90,53;0
201608;Agosto de 2016;7;Castilla y León;47;Valladolid;14059,99;10496,22;2759,91;754,07;0
201608;Agosto de 2016;7;Castilla y León;49;Zamora;4351,22;2687,34;1319,46;318,87;0
201608;Agosto de 2016;8;Castilla - La Mancha;2;Albacete;13038,5;8476,77;3292,32;1127,32;0
201608;Agosto de 2016;8;Castilla - La Mancha;13;Ciudad Real;17917,91;10797,51;5048,93;1735,1;0
201608;Agosto de 2016;8;Castilla - La Mancha;16;Cuenca;5920,7;3972,8;1430,27;472,93;0
201608;Agosto de 2016;8;Castilla - La Mancha;19;Guadalajara;8211,74;6178,81;1598,6;389,09;0
201608;Agosto de 2016;8;Castilla - La Mancha;45;Toledo;23205,64;14720,42;6137,14;2043,15;0
201608;Agosto de 2016;9;Cataluña;8;Barcelona;181156,01;135510,91;37765,74;7460,71;0
201608;Agosto de 2016;9;Cataluña;17;Girona;20538,1;14920,28;4589,08;979,73;0
201608;Agosto de 2016;9;Cataluña;25;Lleida;10581,58;7697,91;2281,31;554,12;0
201608;Agosto de 2016;9;Cataluña;43;Tarragona;23732,63;16181,22;5925,2;1518,16;0
201608;Agosto de 2016;10;Comunitat Valenciana;3;Alicante/Alacant;59874,07;36966,28;16986,74;5325,52;0
201608;Agosto de 2016;10;Comunitat Valenciana;12;Castellón/Castelló;20140,35;13021,75;5657,1;1331,43;0
201608;Agosto de 2016;10;Comunitat Valenciana;46;Valencia/Valéncia;97236,93;66333,07;23525,59;6673,82;0
201608;Agosto de 2016;11;Extremadura;6;Badajoz;28022,76;11491,04;10139,99;2092,71;4007,07
201608;Agosto de 2016;11;Extremadura;10;Cáceres;16977,7;7294,35;5993,57;1035,61;2548,72
201608;Agosto de 2016;12;Galicia;15;Coruña, A;30721,75;21014,19;7835,66;1744,71;0
201608;Agosto de 2016;12;Galicia;27;Lugo;7389,23;4678,68;2176,94;490,13;0
201608;Agosto de 2016;12;Galicia;32;Ourense;7865,68;4576,34;2706,41;532,41;0
201608;Agosto de 2016;12;Galicia;36;Pontevedra;28425,87;17836,3;8490,49;1924,46;0
201608;Agosto de 2016;13;Madrid, Comunidad de;28;Madrid;209182,88;169278,81;32035,67;7418,15;0
201608;Agosto de 2016;14;Murcia, Región de;30;Murcia;51904,09;37567,05;10035,7;3839,7;0
201608;Agosto de 2016;15;Navarra, Comunidad Foral de;31;Navarra;18754,6;14782,99;3404,79;553,77;0
201608;Agosto de 2016;16;País Vasco;1;Araba/Álava;9012,41;7244,56;1560,14;202,14;0
201608;Agosto de 2016;16;País Vasco;20;Gipuzkoa;19026,37;15644,69;3031,09;345,89;0
201608;Agosto de 2016;16;País Vasco;48;Bizkaia;32584,97;26351,77;5446,33;778,09;0
201608;Agosto de 2016;17;Rioja, La;26;Rioja, La;9586,13;7368,69;1779,94;413,06;0
201608;Agosto de 2016;18;Ceuta;51;Ceuta;2474,46;1045,35;996,63;342,98;0
201608;Agosto de 2016;19;Melilla;52;Melilla;2236,45;1131,52;806,99;249,01;0
201609;Septiembre de 2016;1;Andalucía;4;Almería;34718,61;22511,9;8507,13;1982,17;1461,11
201609;Septiembre de 2016;1;Andalucía;11;Cádiz;45999,69;20269,29;15891,01;5066,81;3928,57
201609;Septiembre de 2016;1;Andalucía;14;Córdoba;39775,37;13539,73;14352,01;2304,34;9229,32
201609;Septiembre de 2016;1;Andalucía;18;Granada;39307,38;16840,88;13681,5;2731,02;5669,31
201609;Septiembre de 2016;1;Andalucía;21;Huelva;32012,29;17765,19;8539,55;1642,15;3869,99
201609;Septiembre de 2016;1;Andalucía;23;Jaén;31033,57;10003,48;11553,67;1704,78;7510,44
201609;Septiembre de 2016;1;Andalucía;29;Málaga;54292,79;27531,3;17458,81;4723,03;3967,06
201609;Septiembre de 2016;1;Andalucía;41;Sevilla;83265,03;36393,98;27126,73;6436,52;12317,19
201609;Septiembre de 2016;2;Aragón;22;Huesca;5036,65;3823,26;992,83;205,71;0
201609;Septiembre de 2016;2;Aragón;44;Teruel;3034,65;2156,69;717,56;150,8;0
201609;Septiembre de 2016;2;Aragón;50;Zaragoza;24787,18;18300,29;5174,49;1244,95;0
201609;Septiembre de 2016;3;Asturias, Principado de;33;Asturias;28190,07;19119,07;7272,62;1724,87;0
201609;Septiembre de 2016;4;Balears, Illes;7;Balears, Illes;25188,01;18285,83;5853,35;994,93;0
201609;Septiembre de 2016;5;Canarias;35;Palmas, Las;40606,78;24417,93;11725,19;4007,91;0
201609;Septiembre de 2016;5;Canarias;38;Santa Cruz de Tenerife;36295,51;20361,44;11797,46;3706,78;0
201609;Septiembre de 2016;6;Cantabria;39;Cantabria;14784,42;10139,53;3754,04;857;0
201609;Septiembre de 2016;7;Castilla y León;5;Ávila;3892,03;2271,65;1271,68;319,66;0
201609;Septiembre de 2016;7;Castilla y León;9;Burgos;9959,74;7102,27;2357,95;463,2;0
201609;Septiembre de 2016;7;Castilla y León;24;León;12921,72;8934,67;3239,12;700,02;0
201609;Septiembre de 2016;7;Castilla y León;34;Palencia;4141,62;2993,54;944,37;190,69;0
201609;Septiembre de 2016;7;Castilla y León;37;Salamanca;8575,73;5459,56;2460,86;601,32;0
201609;Septiembre de 2016;7;Castilla y León;40;Segovia;3037,59;2078,08;778,4;172,33;0
201609;Septiembre de 2016;7;Castilla y León;42;Soria;1757,53;1254,12;410,69;87,65;0
201609;Septiembre de 2016;7;Castilla y León;47;Valladolid;12961,54;9439,34;2738,08;737,02;0
201609;Septiembre de 2016;7;Castilla y León;49;Zamora;4056,09;2422,49;1294,01;313,12;0
201609;Septiembre de 2016;8;Castilla - La Mancha;2;Albacete;11395,97;6895,78;3247,81;1121,91;0
201609;Septiembre de 2016;8;Castilla - La Mancha;13;Ciudad Real;15342,85;8458,64;4868,25;1718,56;0
201609;Septiembre de 2016;8;Castilla - La Mancha;16;Cuenca;4851,34;2921,11;1437,49;447,77;0
201609;Septiembre de 2016;8;Castilla - La Mancha;19;Guadalajara;7373,84;5345,78;1608,05;379,95;0
201609;Septiembre de 2016;8;Castilla - La Mancha;45;Toledo;20736,97;12293,82;6147,43;2007,35;0
201609;Septiembre de 2016;9;Cataluña;8;Barcelona;168552,2;123031,72;37773,78;7353,95;0
201609;Septiembre de 2016;9;Cataluña;17;Girona;20049,61;14100,71;4923,86;975,22;0
201609;Septiembre de 2016;9;Cataluña;25;Lleida;10276,93;7337,04;2354,8;543,31;0
201609;Septiembre de 2016;9;Cataluña;43;Tarragona;22931,52;15168,06;6143,29;1522,43;0
201609;Septiembre de 2016;10;Comunitat Valenciana;3;Alicante/Alacant;57212,07;33917,33;17386,95;5338,33;0
201609;Septiembre de 2016;10;Comunitat Valenciana;12;Castellón/Castelló;18766,02;11576,87;5700,49;1363,59;0
201609;Septiembre de 2016;10;Comunitat Valenciana;46;Valencia/Valéncia;88212,49;57391,08;23444,43;6712,86;0
201609;Septiembre de 2016;11;Extremadura;6;Badajoz;28360,5;11679,04;10330,01;2079,98;3996,46
201609;Septiembre de 2016;11;Extremadura;10;Cáceres;16845,86;7071,44;6094,97;1040,76;2540,14
201609;Septiembre de 2016;12;Galicia;15;Coruña, A;29826,96;20150,12;7831,62;1726,91;0
201609;Septiembre de 2016;12;Galicia;27;Lugo;7270,77;4566,71;2182,38;483,27;0
201609;Septiembre de 2016;12;Galicia;32;Ourense;7676,56;4393,48;2711,93;528,83;0
201609;Septiembre de 2016;12;Galicia;36;Pontevedra;27828,91;17199,88;8530,58;1934,47;0
201609;Septiembre de 2016;13;Madrid, Comunidad de;28;Madrid;192693,02;152126,69;32714,13;7460,49;0
201609;Septiembre de 2016;14;Murcia, Región de;30;Murcia;51529,73;36947,88;10267,01;3872,18;0
201609;Septiembre de 2016;15;Navarra, Comunidad Foral de;31;Navarra;16969,43;13094,1;3297,5;564,54;0
201609;Septiembre de 2016;16;País Vasco;1;Araba/Álava;8244,29;6465,26;1557,64;217,17;0
201609;Septiembre de 2016;16;País Vasco;20;Gipuzkoa;17185,78;13845,57;2991,94;341,7;0
201609;Septiembre de 2016;16;País Vasco;48;Bizkaia;29418,6;23138,29;5486,67;785,08;0
201609;Septiembre de 2016;17;Rioja, La;26;Rioja, La;8643,88;6448,65;1751,83;421,33;0
201609;Septiembre de 2016;18;Ceuta;51;Ceuta;2513,54;1053,01;1011,16;343,86;0
201609;Septiembre de 2016;19;Melilla;52;Melilla;2097,7;1040;764,97;247,62;0
201610;Octubre de 2016;1;Andalucía;4;Almería;27443,73;15688,02;8174,81;1932,41;1406,24
201610;Octubre de 2016;1;Andalucía;11;Cádiz;47442,32;21249,55;16560,93;5032,98;3804,32
201610;Octubre de 2016;1;Andalucía;14;Córdoba;37937,44;12617,64;13765,84;2284,53;8949,92
201610;Octubre de 2016;1;Andalucía;18;Granada;38013,14;15486,43;13751,85;2752,46;5659,47
201610;Octubre de 2016;1;Andalucía;21;Huelva;28752,61;14395,23;8735,15;1640,66;3791,93
201610;Octubre de 2016;1;Andalucía;23;Jaén;30762,82;9891,04;11413,97;1705,96;7514,95
201610;Octubre de 2016;1;Andalucía;29;Málaga;55283,02;28610,57;17690,13;4691,55;3738,35
201610;Octubre de 2016;1;Andalucía;41;Sevilla;80090,06;34673,86;26261,19;6346,34;11855,83
201610;Octubre de 2016;2;Aragón;22;Huesca;5785,45;4473,45;1092,83;203,46;0
201610;Octubre de 2016;2;Aragón;44;Teruel;3125,53;2225,7;744,7;146,41;0
201610;Octubre de 2016;2;Aragón;50;Zaragoza;25519,08;19057,71;5165,15;1228,17;0
201610;Octubre de 2016;3;Asturias, Principado de;33;Asturias;28551,01;19333,17;7428,25;1713,97;0
201610;Octubre de 2016;4;Balears, Illes;7;Balears, Illes;30392,68;22093,19;7266,47;985,42;0
201610;Octubre de 2016;5;Canarias;35;Palmas, Las;39802,95;23823,18;11591,64;3936,64;0
201610;Octubre de 2016;5;Canarias;38;Santa Cruz de Tenerife;35947,39;20224,24;11659,2;3663,35;0
201610;Octubre de 2016;6;Cantabria;39;Cantabria;15378,88;10569,42;3925,89;847,66;0
201610;Octubre de 2016;7;Castilla y León;5;Ávila;3985,16;2356,98;1291,91;310,71;0
201610;Octubre de 2016;7;Castilla y León;9;Burgos;10079,43;7214,26;2372,8;459,97;0
201610;Octubre de 2016;7;Castilla y León;24;León;12980,85;8901,34;3318,63;714,18;0
201610;Octubre de 2016;7;Castilla y León;34;Palencia;4244,87;3063,53;976,84;189,83;0
201610;Octubre de 2016;7;Castilla y León;37;Salamanca;8445,73;5261,74;2536,65;598,51;0
201610;Octubre de 2016;7;Castilla y León;40;Segovia;2954,59;2010,23;763,81;171,55;0
201610;Octubre de 2016;7;Castilla y León;42;Soria;1835,16;1323,31;421,83;84,52;0
201610;Octubre de 2016;7;Castilla y León;47;Valladolid;12722,79;9247,74;2709,9;722,56;0
201610;Octubre de 2016;7;Castilla y León;49;Zamora;4203,11;2522,87;1345,92;311,82;0
201610;Octubre de 2016;8;Castilla - La Mancha;2;Albacete;11905,69;7082,88;3592,12;1106,18;0
201610;Octubre de 2016;8;Castilla - La Mancha;13;Ciudad Real;15435,7;8223,8;5259,42;1676,91;0
201610;Octubre de 2016;8;Castilla - La Mancha;16;Cuenca;4992,93;2931,78;1582,73;434,37;0
201610;Octubre de 2016;8;Castilla - La Mancha;19;Guadalajara;7660,37;5503,85;1750,03;369,77;0
201610;Octubre de 2016;8;Castilla - La Mancha;45;Toledo;21228,64;12346,06;6611,74;1995,66;0
201610;Octubre de 2016;9;Cataluña;8;Barcelona;166918,45;121105,09;38134,17;7304,64;0
201610;Octubre de 2016;9;Cataluña;17;Girona;22767,11;15773,49;5992,9;953,88;0
201610;Octubre de 2016;9;Cataluña;25;Lleida;11649,29;8421,11;2629,86;561,24;0
201610;Octubre de 2016;9;Cataluña;43;Tarragona;24819,38;16439,76;6771,16;1520,46;0
201610;Octubre de 2016;10;Comunitat Valenciana;3;Alicante/Alacant;55800,6;32351,01;17542,1;5368,52;0
201610;Octubre de 2016;10;Comunitat Valenciana;12;Castellón/Castelló;17453,93;10753,43;5238,11;1344,29;0
201610;Octubre de 2016;10;Comunitat Valenciana;46;Valencia/Valéncia;79192,69;49684,03;22243,17;6631,1;0
201610;Octubre de 2016;11;Extremadura;6;Badajoz;29376,29;12112,91;10784,27;2085,16;4135,31
201610;Octubre de 2016;11;Extremadura;10;Cáceres;16824,63;7106,33;6125,62;1037,32;2464,71
201610;Octubre de 2016;12;Galicia;15;Coruña, A;30342,41;20575,39;7951,19;1706,8;0
201610;Octubre de 2016;12;Galicia;27;Lugo;7505,5;4754,28;2244,33;476,49;0
201610;Octubre de 2016;12;Galicia;32;Ourense;7904,34;4627,57;2726,91;511,49;0
201610;Octubre de 2016;12;Galicia;36;Pontevedra;29059,9;18124,54;8867;1914,53;0
201610;Octubre de 2016;13;Madrid, Comunidad de;28;Madrid;187635,52;147164,9;32633,53;7479,25;0
201610;Octubre de 2016;14;Murcia, Región de;30;Murcia;48504,07;33652,47;10617,32;3823,64;0
201610;Octubre de 2016;15;Navarra, Comunidad Foral de;31;Navarra;16668,3;12795,57;3301,87;560,05;0
201610;Octubre de 2016;16;País Vasco;1;Araba/Álava;7941,31;6204,87;1519,81;214,14;0
201610;Octubre de 2016;16;País Vasco;20;Gipuzkoa;16783,9;13458,21;2991,31;329,18;0
201610;Octubre de 2016;16;País Vasco;48;Bizkaia;28725,17;22423,87;5506,71;786,57;0
201610;Octubre de 2016;17;Rioja, La;26;Rioja, La;8068,03;5914,22;1729,72;404,03;0
201610;Octubre de 2016;18;Ceuta;51;Ceuta;2419,64;1018,68;980,45;313,68;0
201610;Octubre de 2016;19;Melilla;52;Melilla;2010,34;940,69;764,88;246,88;0
201611;Noviembre de 2016;1;Andalucía;4;Almería;24678,14;13312,39;7790,22;1919,41;1410,08
201611;Noviembre de 2016;1;Andalucía;11;Cádiz;50832,13;23794,95;17396,03;5132,25;3744,91
201611;Noviembre de 2016;1;Andalucía;14;Córdoba;37156,68;12643,41;13174,25;2263,29;8780,58
201611;Noviembre de 2016;1;Andalucía;18;Granada;38636,75;16157,57;13755,7;2771,65;5607,2
201611;Noviembre de 2016;1;Andalucía;21;Huelva;28280,69;13547,89;9006,21;1656,54;3868,78
201611;Noviembre de 2016;1;Andalucía;23;Jaén;30548,76;10287,68;11038,77;1711,54;7291,63
201611;Noviembre de 2016;1;Andalucía;29;Málaga;60801,1;33430,96;18287,53;4778,25;3763,03
201611;Noviembre de 2016;1;Andalucía;41;Sevilla;81446,79;35502,54;26718,34;6404,48;11904,39
201611;Noviembre de 2016;2;Aragón;22;Huesca;6219,16;4860,54;1131,85;211,5;0
201611;Noviembre de 2016;2;Aragón;44;Teruel;3373,7;2435,91;771,62;156,68;0
