Gestor de red;Provincia;Municipio;Coordenada UTM X;Coordenada UTM Y;Subestación;Nivel de Tensión (kV);Capacidad disponible (MW);Capacidad comprometida por cuestiones regulatorias;Capacidad ocupada (MW);Capacidad admitida y no resuelta (MW);Posiciones ocupadas;Posiciones libres;Nudo Afección RdT;Nudo limitado por Scc ;Nudo 0*;Comentarios;Comunidad Autónoma;Nombre Subestación;Provincia;Municipio
R1-299;22;22125;713502,15;4669111,2;1500016;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;HUESCA_NOR;Huesca;Huesca
R1-299;22;22125;713502,15;4669111,2;1500016;10;0;0;0,65;0;;;ESQUEDAS 220;0;0;;02 - Aragón;HUESCA_NOR;Huesca;Huesca
R1-299;22;22125;713884,45;4666833,34;15012881;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;HUESCA_SUR;Huesca;Huesca
R1-299;22;22125;713884,45;4666833,34;15012881;10;0;0;0,1;0;;;ESQUEDAS 220;0;0;;02 - Aragón;HUESCA_SUR;Huesca;Huesca
R1-299;22;22072;708929,79;4699510,35;11013537;45;0;0;15;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;JABARRELLA;Huesca;Caldearenas
R1-299;22;22130;702041,07;4716566,08;1500023;45;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;JACA_NORTE;Huesca;Jaca
R1-299;22;22130;702041,07;4716566,08;1500023;10;0;0;2,06;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;JACA_NORTE;Huesca;Jaca
R1-299;22;22130;700620,1;4714833,43;1500035;132;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;JACA_SUR;Huesca;Jaca
R1-299;22;22130;700620,1;4714833,43;1500035;45;0;0;9,35;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;JACA_SUR;Huesca;Jaca
R1-299;22;22130;700620,1;4714833,43;1500035;10;0;0;8,83;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;JACA_SUR;Huesca;Jaca
R1-299;22;22072;703028,78;4696946,35;1500039;45;0;0;10,6;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;JAVIERRELA;Huesca;Caldearenas
R1-299;22;22072;703028,78;4696946,35;1500039;10;0;0;0,02;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;JAVIERRELA;Huesca;Caldearenas
R1-299;22;22072;692077,91;4696054,18;1500037;45;0;0;0,9;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;LA_HIDRO;Huesca;Caldearenas
R1-299;22;22072;692077,91;4696054,18;1500037;10;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;LA_HIDRO;Huesca;Caldearenas
R1-299;22;22173;689672,16;4694820,69;1500036;45;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;LA_PEÑA;Huesca;Peñas de Riglos, Las
R1-299;22;22173;689672,16;4694820,69;1500036;10;0;0;0,22;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;LA_PEÑA;Huesca;Peñas de Riglos, Las
R1-299;22;22227;762586,26;4715034,37;1500011;132;0;0;83,4;0;;;LA FORTUNADA 220;0;0;;02 - Aragón;LAFORTUNAD;Huesca;Tella-Sin
R1-299;22;22227;762586,26;4715034,37;1500011;30;0;0;15,75;0;;;LA FORTUNADA 220;0;0;;02 - Aragón;LAFORTUNAD;Huesca;Tella-Sin
R1-299;22;22119;684998,93;4652373,1;11009064;45;0;0;0;0;;;VILLANUEVA DE GALLEGO 220;0;0;;02 - Aragón;LANIPIEL;Huesca;Gurrea de Gállego
R1-299;22;22170;720565,11;4734169,7;11012307;132;0;0;49,8;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;LANUZA;Huesca;Panticosa
R1-299;22;22144;758769,26;4710653,96;1500019;132;0;0;13,6;0;;;LA FORTUNADA 220;0;0;;02 - Aragón;LASPUÑA;Huesca;Laspuña
R1-299;22;22144;758769,26;4710653,96;1500019;110;0;0;0;0;;;LA FORTUNADA 220;0;0;;02 - Aragón;LASPUÑA;Huesca;Laspuña
R1-299;22;22144;758769,26;4710653,96;1500019;30;0;0;0,1;0;;;LA FORTUNADA 220;0;0;;02 - Aragón;LASPUÑA;Huesca;Laspuña
R1-299;22;22213;742877,92;4638062,46;1500045;45;0;0;10,58;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;LASTANOSA;Huesca;Sariñena
R1-299;22;22213;742877,92;4638062,46;1500045;25;0;0;13,63;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;LASTANOSA;Huesca;Sariñena
R1-299;22;22136;725238,99;4640237,61;1500038;132;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;MARCEN;Huesca;Lalueza
R1-299;22;22136;725238,99;4640237,61;1500038;45;0;0;30;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;MARCEN;Huesca;Lalueza
R1-299;22;22136;725238,99;4640237,61;1500038;15;0;0;12,32;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;MARCEN;Huesca;Lalueza
R1-299;22;22077;751139,3;4598776,12;11061569;110;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;MONEGROS;Huesca;Candasnos
R1-299;22;22077;751139,3;4598776,12;11061569;25;0;0;8,21;0;;;ESCATRON 220;0;0;;02 - Aragón;MONEGROS;Huesca;Candasnos
R1-299;22;22072;714739,69;4691437,91;1500001;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;MONREPOS;Huesca;Caldearenas
R1-299;22;22072;714739,69;4691437,91;1500001;15;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;MONREPOS;Huesca;Caldearenas
R1-299;22;22158;763237,35;4647247,63;12089364;132;0;0;69,4;0;;;MONZON 220;0;0;;02 - Aragón;MONZON;Huesca;Monzón
R1-299;22;22158;763237,35;4647247,63;12089364;66;0;0;42,12;0;;;MONZON 220;0;0;;02 - Aragón;MONZON;Huesca;Monzón
R1-299;22;22158;763237,35;4647247,63;12089364;25;0;0;81,82;0;;;MONZON 220;0;0;;02 - Aragón;MONZON;Huesca;Monzón
R1-299;22;22174;743049,03;4647430,05;1500030;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERALTA;Huesca;Peralta de Alcofea
R1-299;22;22174;743049,03;4647430,05;1500030;25;0;0;3,52;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERALTA;Huesca;Peralta de Alcofea
R1-299;22;22117;777063,15;4680686,77;12153547;110;0;0;0;0;;;CINCA 220;0;0;;02 - Aragón;PERARRUA;Huesca;Graus
R1-299;22;22117;777063,15;4680686,77;12153547;25;0;0;12,24;0;;;CINCA 220;0;0;;02 - Aragón;PERARRUA;Huesca;Graus
R1-299;22;22178;739149,56;4654456,88;1500014;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERTUSA;Huesca;Pertusa
R1-299;22;22178;739149,56;4654456,88;1500014;25;0;0;5,07;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERTUSA;Huesca;Pertusa
R1-299;22;22178;739149,56;4654456,88;1500014;10;0;0;2,47;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PERTUSA;Huesca;Pertusa
R1-299;22;22112;783340,66;4603595,38;15263862;110;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;PLFRAGA;Huesca;Fraga
R1-299;22;22112;783340,66;4603595,38;15263862;25;0;0;13,34;0;;;ESCATRON 220;0;0;;02 - Aragón;PLFRAGA;Huesca;Fraga
R1-299;22;22125;710442,36;4664333,14;15242696;132;0;0;58;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PLHUS;Huesca;Huesca
R1-299;22;22125;710442,36;4664333,14;15242696;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PLHUS;Huesca;Huesca
R1-299;22;22125;710442,36;4664333,14;15242696;15;0;0;20,18;0;;;ESQUEDAS 220;0;0;;02 - Aragón;PLHUS;Huesca;Huesca
R1-299;22;22170;720582,45;4734210,88;1500044;66;0;0;14,3;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;PUEYO;Huesca;Panticosa
R1-299;22;22136;725440,11;4640198,31;11012126;45;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;R_MARCEN;Huesca;Lalueza
R1-299;22;22226;703698,93;4650143,33;11012058;45;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;R_TARDIENT;Huesca;Tardienta
R1-299;22;22197;710649,01;4635053,19;15130858;132;0;0;30;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;ROBRES;Huesca;Robres
R1-299;22;22089;797099,92;4642867,23;4133575;132;0;0;30,4;0;;;MANGRANERS 220;0;0;;02 - Aragón;S.ANA;Huesca;Castillonroy
R1-299;22;22199;717030,34;4710543,32;1500056;132;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SABIÑANIGO;Huesca;Sabiñánigo
R1-299;22;22199;717030,34;4710543,32;1500056;15;0;0;13,75;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SABIÑANIGO;Huesca;Sabiñánigo
R1-299;22;22204;718136,19;4738788,97;1500049;132;0;0;41,68;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SALLENT;Huesca;Sallent de Gállego
R1-299;22;22213;733630,05;4633768,98;15275072;45;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;SARIÑENA;Huesca;Sariñena
R1-299;22;22213;733630,05;4633768,98;15275072;25;0;0;7;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;SARIÑENA;Huesca;Sariñena
R1-299;22;22069;736522,12;4717064,46;1500028;45;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SARVISE;Huesca;Broto
R1-299;22;22069;736522,12;4717064,46;1500028;15;0;0;0,01;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SARVISE;Huesca;Broto
R1-299;22;22904;706786,76;4672711,38;15087300;132;0;0;39,2;0;;;ESQUEDAS 220;0;0;;02 - Aragón;SASO_PLANO;Huesca;Sotonera, La
R1-299;22;22199;715563,39;4706720,23;11013918;45;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;SEC_SABIÑA;Huesca;Sabiñánigo
R1-299;22;22215;782452,33;4708585,71;12153380;110;0;0;37,01;0;;;CINCA 220;0;0;;02 - Aragón;SEIRA;Huesca;Seira
R1-299;22;22215;782452,33;4708585,71;12153380;25;0;0;0;0;;;CINCA 220;0;0;;02 - Aragón;SEIRA;Huesca;Seira
R1-299;22;22158;758693,74;4647296,22;1500040;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;SELGUA;Huesca;Monzón
R1-299;22;22158;758693,74;4647296,22;1500040;10;0;0;0,54;0;;;ESQUEDAS 220;0;0;;02 - Aragón;SELGUA;Huesca;Monzón
R1-299;22;22157;806734,23;4717016,87;4111979;132;0;0;8,64;0;;;PONT DE SUERT 220;0;0;;02 - Aragón;SENET;Huesca;Montanuy
R1-299;22;22157;806734,23;4717016,87;4111979;25;0;0;9,76;0;;;PONT DE SUERT 220;0;0;;02 - Aragón;SENET;Huesca;Montanuy
R1-299;22;22061;774399,67;4639022,38;15426396;110;0;0;0;0;;;CINCA 220;0;0;;02 - Aragón;SOSAL;Huesca;Binéfar
R1-299;22;22014;692575,17;4663960,21;11009250;45;0;0;4;0;;;ESQUEDAS 220;0;0;;02 - Aragón;SOTONERA;Huesca;Alcalá de Gurrea
R1-299;22;22226;704892,12;4649387,26;1500054;45;0;0;0;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;TARDIENTA;Huesca;Tardienta
R1-299;22;22226;704892,12;4649387,26;1500054;15;0;0;12,03;0;;;PEÑAFLOR 220;0;0;;02 - Aragón;TARDIENTA;Huesca;Tardienta
R1-299;22;22234;778629,4;4595431,3;12546690;110;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;TORRENTE;Huesca;Torrente de Cinca
R1-299;22;22063;685863,32;4671555,55;11009196;45;0;0;4;0;;;VILLANUEVA DE GALLEGO 220;0;0;;02 - Aragón;VALDESPART;Huesca;Biscarrués
R1-299;22;22250;702330,14;4729316,39;1500041;45;0;0;11;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;VILLANUA;Huesca;Villanúa
R1-299;22;22250;702330,14;4729316,39;1500041;15;0;0;0;0;;;SABIÑANIGO 220;0;0;;02 - Aragón;VILLANUA;Huesca;Villanúa
R1-299;22;22125;710003,07;4665073,12;15110998;45;0;0;0;0;;;ESQUEDAS 220;0;0;;02 - Aragón;WALQA;Huesca;Huesca
R1-299;22;22125;710003,07;4665073,12;15110998;15;0;0;4,79;0;;;ESQUEDAS 220;0;0;;02 - Aragón;WALQA;Huesca;Huesca
R1-299;44;44008;708503,12;4555258,01;120;45;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;ALBALATE;Teruel;Albalate del Arzobispo
R1-299;44;44008;708503,12;4555258,01;120;15;0;0;1,33;0;;;ESCATRON 220;0;0;;02 - Aragón;ALBALATE;Teruel;Albalate del Arzobispo
R1-299;44;44012;695622,05;4471588,79;125;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALCA_SELVA;Teruel;Alcalá de la Selva
R1-299;44;44012;695622,05;4471588,79;125;20;0;0;1,06;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALCA_SELVA;Teruel;Alcalá de la Selva
R1-299;44;44013;739206,54;4550300,4;137;132;0;0;32,7;0;;;HIJAR 220;0;0;;02 - Aragón;ALCAÑIZ;Teruel;Alcañiz
R1-299;44;44013;739206,54;4550300,4;137;45;0;0;30,5;0;;;HIJAR 220;0;0;;02 - Aragón;ALCAÑIZ;Teruel;Alcañiz
R1-299;44;44013;739206,54;4550300,4;137;10;0;0;1,41;0;;;HIJAR 220;0;0;;02 - Aragón;ALCAÑIZ;Teruel;Alcañiz
R1-299;44;44014;720396,09;4530758,28;135;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;ALCORISA;Teruel;Alcorisa
R1-299;44;44014;720396,09;4530758,28;135;15;0;0;0,3;0;;;HIJAR 220;0;0;;02 - Aragón;ALCORISA;Teruel;Alcorisa
R1-299;44;44017;696129,02;4506482,14;124;132;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALIAGA;Teruel;Aliaga
R1-299;44;44017;696129,02;4506482,14;124;45;0;0;24,92;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALIAGA;Teruel;Aliaga
R1-299;44;44017;696129,02;4506482,14;124;20;0;0;2,69;0;;;ESCUCHA 220;0;0;;02 - Aragón;ALIAGA;Teruel;Aliaga
R1-299;44;44025;715951,31;4538825,37;13;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;ANDORRA;Teruel;Andorra
R1-299;44;44025;715951,31;4538825,37;13;15;0;0;1,06;0;;;HIJAR 220;0;0;;02 - Aragón;ANDORRA;Teruel;Andorra
R1-299;44;44031;709908,34;4573602,31;19;132;0;0;121,21;0;;;ESCATRON 220;0;0;;02 - Aragón;AZAILA;Teruel;Azaila
R1-299;44;44031;709908,34;4573602,31;19;45;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;AZAILA;Teruel;Azaila
R1-299;44;44031;709908,34;4573602,31;19;10;0;0;4,9;0;;;ESCATRON 220;0;0;;02 - Aragón;AZAILA;Teruel;Azaila
R1-299;44;44050;644427,51;4530824,6;12;132;0;0;60,85;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CALAMOCHA;Teruel;Calamocha
R1-299;44;44050;644427,51;4530824,6;12;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CALAMOCHA;Teruel;Calamocha
R1-299;44;44050;644427,51;4530824,6;12;20;0;0;20,99;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CALAMOCHA;Teruel;Calamocha
R1-299;44;44051;733356,79;4536956,78;131;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;CALANDA;Teruel;Calanda
R1-299;44;44051;733356,79;4536956,78;131;30;0;0;6,5;0;;;HIJAR 220;0;0;;02 - Aragón;CALANDA;Teruel;Calanda
R1-299;44;44051;733356,79;4536956,78;131;10;0;0;2,23;0;;;HIJAR 220;0;0;;02 - Aragón;CALANDA;Teruel;Calanda
R1-299;44;44238;679744,66;4520912,9;11014700;132;0;0;5;0;;;ESCUCHA 220;0;0;;02 - Aragón;CASTIN_ROS;Teruel;Utrillas
R1-299;44;44076;649153,01;4479911,04;18;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CELLA;Teruel;Cella
R1-299;44;44076;649153,01;4479911,04;18;45;0;0;24,9;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CELLA;Teruel;Cella
R1-299;44;44076;649153,01;4479911,04;18;20;0;0;4,71;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CELLA;Teruel;Cella
R1-299;44;44013;734050,12;4552090,88;15251050;132;0;0;44;0;;;HIJAR 220;0;0;;02 - Aragón;CIUD_MOTOR;Teruel;Alcañiz
R1-299;44;44013;734050,12;4552090,88;15251050;10;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;CIUD_MOTOR;Teruel;Alcañiz
R1-299;44;44216;660182,41;4466479,02;11001398;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;CNF_TERUEL;Teruel;Teruel
R1-299;44;44093;681568,21;4508266,35;15448882;132;0;0;41,25;0;;;ESCUCHA 220;0;0;;02 - Aragón;CUEVAS_ALM;Teruel;Cuevas de Almudén
R1-299;44;44216;661226,53;4467284,66;127;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;EL_CERRO;Teruel;Teruel
R1-299;44;44216;661226,53;4467284,66;127;10;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;EL_CERRO;Teruel;Teruel
R1-299;44;44099;685316,58;4518576,6;118;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ESCUCHA;Teruel;Escucha
R1-299;44;44099;685316,58;4518576,6;118;15;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ESCUCHA;Teruel;Escucha
R1-299;44;44099;684246,02;4518428,71;11000610;132;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ESCUCHA_CT;Teruel;Escucha
R1-299;44;44099;684246,02;4518428,71;11000610;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;ESCUCHA_CT;Teruel;Escucha
R1-299;44;44100;699652,28;4525662,07;119;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;ESTERCUEL;Teruel;Estercuel
R1-299;44;44100;699652,28;4525662,07;119;15;0;0;0,26;0;;;HIJAR 220;0;0;;02 - Aragón;ESTERCUEL;Teruel;Estercuel
R1-299;44;44216;661814,85;4465419,43;11015579;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;FUENFRESCA;Teruel;Teruel
R1-299;44;44216;661814,85;4465419,43;11015579;10;0;0;0,1;0;;;CALAMOCHA 220;0;0;;02 - Aragón;FUENFRESCA;Teruel;Teruel
R1-299;44;44122;716563,85;4561088,33;15258322;132;0;0;82,5;0;;;HIJAR 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;02 - Aragón;HIJAR;Teruel;Híjar
R1-299;44;44022;709620,95;4542491,66;16;132;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;L_OPORTUNA;Teruel;Alloza
R1-299;44;44022;709620,95;4542491,66;16;45;0;0;20;0;;;HIJAR 220;0;0;;02 - Aragón;L_OPORTUNA;Teruel;Alloza
R1-299;44;44022;709620,95;4542491,66;16;30;0;0;0,17;0;;;HIJAR 220;0;0;;02 - Aragón;L_OPORTUNA;Teruel;Alloza
R1-299;44;44122;708897,11;4564883,46;110;10;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;LA_CULTIA;Teruel;Híjar
R1-299;44;44191;714141,48;4566750,42;17;45;0;0;0;0;;;ESCATRON 220;0;0;;02 - Aragón;LA_PUEBLA;Teruel;Puebla de Híjar, La
R1-299;44;44191;714141,48;4566750,42;17;15;0;0;4,35;0;;;ESCATRON 220;0;0;;02 - Aragón;LA_PUEBLA;Teruel;Puebla de Híjar, La
R1-299;44;44013;743810,7;4545483,17;122;45;0;0;6,27;0;;;HIJAR 220;0;0;;02 - Aragón;LAS_HORCAS;Teruel;Alcañiz
R1-299;44;44013;743810,7;4545483,17;122;10;0;0;0,33;0;;;HIJAR 220;0;0;;02 - Aragón;LAS_HORCAS;Teruel;Alcañiz
R1-299;44;44025;711926,73;4546625,77;15459032;132;0;0;40;0;;;HIJAR 220;0;0;;02 - Aragón;LOS_ARCOS;Teruel;Andorra
R1-299;44;44171;699955,12;4444784,61;136;20;5,99;0;6;0;;;A determinar;0;0;Nudo de afección mayoritaria de la red de transporte a definir por i-DE, Redes Eléctricas Inteligentes. Subestación con restricciones para su ampliación. Dificultad para conectar nuevas posiciones.;02 - Aragón;LS_VILNVAS;Teruel;Olba
R1-299;44;44144;677066,04;4523396,61;128;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;MARTIN_RIO;Teruel;Martín del Río
R1-299;44;44144;677066,04;4523396,61;128;15;0;0;2,71;0;;;ESCUCHA 220;0;0;;02 - Aragón;MARTIN_RIO;Teruel;Martín del Río
R1-299;44;44013;740719,69;4548634,67;123;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;MOLI_MAYOR;Teruel;Alcañiz
R1-299;44;44013;740719,69;4548634,67;123;10;0;0;0,36;0;;;HIJAR 220;0;0;;02 - Aragón;MOLI_MAYOR;Teruel;Alcañiz
R1-299;44;44153;639773,28;4515585,84;14;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;MONREAL;Teruel;Monreal del Campo
R1-299;44;44153;639773,28;4515585,84;14;20;0;0;12,09;0,05;;;CALAMOCHA 220;0;0;;02 - Aragón;MONREAL;Teruel;Monreal del Campo
R1-299;44;44192;671658,59;4461778,55;15142820;132;0;0;50;0;;;CALAMOCHA 220;0;0;;02 - Aragón;P_ESCANDON;Teruel;Puebla de Valverde, La
R1-299;44;44025;718999,51;4541248,54;15165636;132;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;PEAN;Teruel;Andorra
R1-299;44;44025;718999,51;4541248,54;15165636;15;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;PEAN;Teruel;Andorra
R1-299;44;44025;714559,82;4540302,53;11026720;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;PI.ANDORRA;Teruel;Andorra
R1-299;44;44025;714559,82;4540302,53;11026720;15;0;0;0,64;0;;;HIJAR 220;0;0;;02 - Aragón;PI.ANDORRA;Teruel;Andorra
R1-299;44;44216;656195,75;4471113,11;15186189;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;PLATEA;Teruel;Teruel
R1-299;44;44216;656195,75;4471113,11;15186189;20;0;0;2,95;0;;;CALAMOCHA 220;0;0;;02 - Aragón;PLATEA;Teruel;Teruel
R1-299;44;44192;676622,4;4454045,76;15058617;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;PUEBLA_VAL;Teruel;Puebla de Valverde, La
R1-299;44;44192;676622,4;4454045,76;15058617;20;0;0;10,97;0;;;CALAMOCHA 220;0;0;;02 - Aragón;PUEBLA_VAL;Teruel;Puebla de Valverde, La
R1-299;44;44013;734808,74;4542359,75;11031736;45;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;R_MONTORO;Teruel;Alcañiz
R1-299;44;44013;734808,74;4542359,75;11031736;15;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;R_MONTORO;Teruel;Alcañiz
R1-299;44;44209;641157,08;4490691,97;15277350;132;0;0;16;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ST_EULALIA;Teruel;Santa Eulalia
R1-299;44;44209;641157,08;4490691,97;15277350;20;0;0;7,35;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ST_EULALIA;Teruel;Santa Eulalia
R1-299;44;44216;661104,73;4468798,53;126;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;TERUEL;Teruel;Teruel
R1-299;44;44216;661104,73;4468798,53;126;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;TERUEL;Teruel;Teruel
R1-299;44;44216;661104,73;4468798,53;126;20;0;0;1,11;0,05;;;CALAMOCHA 220;0;0;;02 - Aragón;TERUEL;Teruel;Teruel
R1-299;44;44216;661104,73;4468798,53;126;10;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;TERUEL;Teruel;Teruel
R1-299;44;44153;639873,12;4515394,42;11058516;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;TOLLO;Teruel;Monreal del Campo
R1-299;44;44238;679681,05;4520849,3;115;45;0;0;0;0;;;ESCUCHA 220;0;0;;02 - Aragón;UTRILLAS;Teruel;Utrillas
R1-299;44;44238;679681,05;4520849,3;115;15;0;0;0,1;0;;;ESCUCHA 220;0;0;;02 - Aragón;UTRILLAS;Teruel;Utrillas
R1-299;44;44246;766444,91;4530377,02;12129006;132;0;0;0;0;;;HIJAR 220;0;0;;02 - Aragón;VALDERROBR;Teruel;Valderrobres
R1-299;44;44246;766444,91;4530377,02;12129006;25;0;0;1,82;0;;;HIJAR 220;0;0;;02 - Aragón;VALDERROBR;Teruel;Valderrobres
R1-299;44;44010;693104,55;4444486,2;15137684;132;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;VENTA-AIRE;Teruel;Albentosa
R1-299;44;44010;693104,55;4444486,2;15137684;20;0;0;7,61;0;;;CALAMOCHA 220;0;0;;02 - Aragón;VENTA-AIRE;Teruel;Albentosa
R1-299;44;44264;654502,12;4456080,56;134;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;VILLEL;Teruel;Villel
R1-299;44;44264;654502,12;4456080,56;134;20;0;0;1,4;0;;;CALAMOCHA 220;0;0;;02 - Aragón;VILLEL;Teruel;Villel
R1-299;44;44265;700019,82;4575515,02;15207994;45;0;0;7,99;0;;;FUENDETODOS 220;0;0;;02 - Aragón;VINACEITE;Teruel;Vinaceite
R1-299;50;50297;675798,19;4615124,79;15061865;45;0;0;0;0;;;LOS LEONES 220;0;0;;02 - Aragón;ACTUR;Zaragoza;Zaragoza
R1-299;50;50297;675798,19;4615124,79;15061865;10;0;0;0,08;0;;;LOS LEONES 220;0;0;;02 - Aragón;ACTUR;Zaragoza;Zaragoza
R1-299;50;50018;647164,08;4589462,51;15154803;45;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;ALFAMEN;Zaragoza;Alfamén
R1-299;50;50018;647164,08;4589462,51;15154803;15;0;0;13,09;0;;;MONTETORRERO 220;0;0;;02 - Aragón;ALFAMEN;Zaragoza;Alfamén
R1-299;50;50020;592203,81;4571605,05;1250013;45;0;0;0;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ALHAMA;Zaragoza;Alhama de Aragón
R1-299;50;50020;592203,81;4571605,05;1250013;15;0;0;7,85;0;;;CALAMOCHA 220;0;0;;02 - Aragón;ALHAMA;Zaragoza;Alhama de Aragón
R1-299;50;50297;680351,06;4608489,81;11005988;45;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;ALUMALSA;Zaragoza;Zaragoza
R1-299;50;50297;674138,69;4611924,98;15164676;45;0;0;0;0;;;MONTETORRERO 220;0;0;;02 - Aragón;ARAGONIA;Zaragoza;Zaragoza
