Gestor de red;Provincia;Municipio;Coordenada UTM X;Coordenada UTM Y;Subestación;Nivel de Tensión (kV);Capacidad disponible (MW);Capacidad comprometida por cuestiones regulatorias;Capacidad ocupada (MW);Capacidad admitida y no resuelta (MW);Posiciones ocupadas;Posiciones libres;Nudo Afección RdT;Nudo limitado por Scc ;Nudo 0*;Comentarios;Comunidad Autónoma;Nombre Subestación;Provincia;Municipio
R1-299;23;23024;447164,51;4236880,54;54034971;25;0;0;6,3;0;;;ANDUJAR 220;0;0;;01 - Andalucía;CAROLINA;Jaén;Carolina, La
R1-299;23;23096;425179,08;4214266,13;531478463;66;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;CUBANA;Jaén;Villanueva de la Reina
R1-299;23;23092;472539,28;4197505,95;531555090;132;0;0;10,4;0;;;ANDUJAR 220;0;0;;01 - Andalucía;D_ALDONZ;Jaén;Úbeda
R1-299;23;23092;472539,28;4197505,95;531555090;25;0;0;9,98;0;;;ANDUJAR 220;0;0;;01 - Andalucía;D_ALDONZ;Jaén;Úbeda
R1-299;23;23005;412983,8;4224572,55;54033962;66;0;0;23,32;0;;;ANDUJAR 220;0;0;;01 - Andalucía;ENCINARE;Jaén;Andújar
R1-299;23;23005;412983,8;4224572,55;54033962;20;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;ENCINARE;Jaén;Andújar
R1-299;23;23061;430826,11;4199938,44;532211359;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GEOLIT;Jaén;Mengíbar
R1-299;23;23061;430826,11;4199938,44;532211359;20;0;0;0,25;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GEOLIT;Jaén;Mengíbar
R1-299;23;23039;437226,16;4223089,75;532823401;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GUADIEL;Jaén;Guarromán
R1-299;23;23039;437226,16;4223089,75;532823401;25;0;0;5,76;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GUADIEL;Jaén;Guarromán
R1-299;23;23081;507471,61;4246090,17;531334321;132;0;0;15,2;0;;;ANDUJAR 220;0;0;;01 - Andalucía;GUADMENA;Jaén;Segura de la Sierra
R1-299;23;23081;507471,61;4246090,17;531334321;25;0;0;0,04;0;;;ANDUJAR 220;0;0;Nudo a desaparecer a corto plazo.;01 - Andalucía;GUADMENA;Jaén;Segura de la Sierra
R1-299;23;23005;407264,46;4209319,79;58025790;66;0;0;20,5;0;;;ANDUJAR 220;0;0;;01 - Andalucía;KOIPE;Jaén;Andújar
R1-299;23;23050;432581,09;4181619,09;532499647;66;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;LAGUNILL;Jaén;Jaén
R1-299;23;23050;432581,09;4181619,09;532499647;20;0;0;1,29;0;;;OLIVARES 220;0;0;;01 - Andalucía;LAGUNILL;Jaén;Jaén
R1-299;23;23055;446332,4;4218023,78;522000001;132;0;0;20;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINAREJO;Jaén;Linares
R1-299;23;23055;446332,4;4218023,78;522000001;25;0;0;6,27;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINAREJO;Jaén;Linares
R1-299;23;23055;446332,4;4218023,78;522000001;20;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINAREJO;Jaén;Linares
R1-299;23;23055;443577,88;4215066,35;531795176;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINARES;Jaén;Linares
R1-299;23;23055;443577,88;4215066,35;531795176;25;0;0;8,34;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINARES;Jaén;Linares
R1-299;23;23055;443577,88;4215066,35;531795176;20;0;0;0,11;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LINARES;Jaén;Linares
R1-299;23;23055;448135,1;4211672,06;532759004;132;0;0;40;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LITRA;Jaén;Linares
R1-299;23;23055;448135,1;4211672,06;532759004;25;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;LITRA;Jaén;Linares
R1-299;23;23058;445097,53;4181556,86;531281763;66;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;MANCHARE;Jaén;Mancha Real
R1-299;23;23058;445097,53;4181556,86;531281763;20;0;0;1,83;0;;;OLIVARES 220;0;0;;01 - Andalucía;MANCHARE;Jaén;Mancha Real
R1-299;23;23059;395812,63;4213095,9;56017213;66;0;0;16,96;0;;;ANDUJAR 220;0;0;;01 - Andalucía;MARMOLEJ;Jaén;Marmolejo
R1-299;23;23060;414010,07;4176077,46;54034541;132;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;MARTOS;Jaén;Martos
R1-299;23;23060;414010,07;4176077,46;54034541;25;0;0;1,12;0;;;OLIVARES 220;0;0;;01 - Andalucía;MARTOS;Jaén;Martos
R1-299;23;23002;422173,44;4144871,93;532629994;66;0;0;0;0;;;ATARFE 220;0;0;;01 - Andalucía;MAZUELOS;Jaén;Alcalá la Real
R1-299;23;23002;422173,44;4144871,93;532629994;20;0;0;22,1;34,46;;;ATARFE 220;0;0;;01 - Andalucía;MAZUELOS;Jaén;Alcalá la Real
R1-299;23;23061;430448,57;4204474,5;54037658;132;0;0;24,7;0;;;ANDUJAR 220;0;0;;01 - Andalucía;MENGIBAR;Jaén;Mengíbar
R1-299;23;23061;430448,57;4204474,5;54037658;25;0;0;26,02;0;;;ANDUJAR 220;0;0;;01 - Andalucía;MENGIBAR;Jaén;Mengíbar
R1-299;23;23050;429459,97;4183835,16;59019250;132;0;0;65;0;;;OLIVARES 220;0;0;;01 - Andalucía;OLIVARES;Jaén;Jaén
R1-299;23;23050;429459,97;4183835,16;59019250;66;0;0;52;0;;;OLIVARES 220;0;0;;01 - Andalucía;OLIVARES;Jaén;Jaén
R1-299;23;23050;429459,97;4183835,16;59019250;20;0;0;12,57;0;;;OLIVARES 220;0;0;;01 - Andalucía;OLIVARES;Jaén;Jaén
R1-299;23;23009;463722,87;4195963,54;54036241;132;0;0;13,2;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PEDROMAR;Jaén;Baeza
R1-299;23;23009;463722,87;4195963,54;54036241;25;0;0;2,24;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PEDROMAR;Jaén;Baeza
R1-299;23;23005;408604,54;4211143,7;54034129;66;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PTA_MADR;Jaén;Andújar
R1-299;23;23005;408604,54;4211143,7;54034129;20;0;0;0,14;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PTA_MADR;Jaén;Andújar
R1-299;23;23009;453363,79;4199045,7;54035889;132;0;0;24,99;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PTE_OBIS;Jaén;Baeza
R1-299;23;23009;453363,79;4199045,7;54035889;25;0;0;10,09;0,25;;;ANDUJAR 220;0;0;;01 - Andalucía;PTE_OBIS;Jaén;Baeza
R1-299;23;23071;512904,39;4245872,15;531817679;132;0;0;9,15;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PUENTE_G;Jaén;Puente de Génave
R1-299;23;23071;512904,39;4245872,15;531817679;25;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PUENTE_G;Jaén;Puente de Génave
R1-299;23;23070;504172,34;4171845,23;533257173;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PZ_ALCON;Jaén;Pozo Alcón
R1-299;23;23070;504172,34;4171845,23;533257173;20;0;0;0,07;0;;;ANDUJAR 220;0;0;;01 - Andalucía;PZ_ALCON;Jaén;Pozo Alcón
R1-299;23;23073;492451,22;4190635,38;54036763;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;QUESADA;Jaén;Quesada
R1-299;23;23073;492451,22;4190635,38;54036763;20;0;0;3,14;0;;;ANDUJAR 220;0;0;;01 - Andalucía;QUESADA;Jaén;Quesada
R1-299;23;23065;528326,59;4240974,28;532739755;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;SIERRAS;Jaén;Orcera
R1-299;23;23065;528326,59;4240974,28;532739755;25;0;0;0,33;0;;;ANDUJAR 220;0;0;;01 - Andalucía;SIERRAS;Jaén;Orcera
R1-299;23;23055;448162,52;4212895,15;531161611;132;0;0;2;0;;;ANDUJAR 220;0;0;;01 - Andalucía;TRADEMA;Jaén;Linares
R1-299;23;23097;517779,46;4225227,36;54036363;132;0;0;39,8;0;;;ANDUJAR 220;0;0;;01 - Andalucía;TRANCO;Jaén;Villanueva del Arzobispo
R1-299;23;23097;517779,46;4225227,36;54036363;25;0;0;1,92;0;;;ANDUJAR 220;0;0;;01 - Andalucía;TRANCO;Jaén;Villanueva del Arzobispo
R1-299;23;23092;465770,58;4208473,23;54035640;132;0;0;0;0;;;ANDUJAR 220;0;0;;01 - Andalucía;UBEDA;Jaén;Úbeda
R1-299;23;23092;465770,58;4208473,23;54035640;25;0;0;3,54;0;;;ANDUJAR 220;0;0;;01 - Andalucía;UBEDA;Jaén;Úbeda
R1-299;23;23050;430735,21;4185370,18;531997972;132;0;0;30,03;0;;;OLIVARES 220;0;0;;01 - Andalucía;V_COSTAL;Jaén;Jaén
R1-299;23;23050;430735,21;4185370,18;531997972;20;0;0;1;0;;;OLIVARES 220;0;0;;01 - Andalucía;V_COSTAL;Jaén;Jaén
R1-299;23;23087;418651,29;4180071,23;532098958;132;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;VALDIVIE;Jaén;Torredonjimeno
R1-299;23;23087;418651,29;4180071,23;532098958;25;0;0;0,04;0;;;OLIVARES 220;0;0;;01 - Andalucía;VALDIVIE;Jaén;Torredonjimeno
R1-299;23;23050;430676,8;4181339,69;532212042;66;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;VICTORIA;Jaén;Jaén
R1-299;23;23050;430676,8;4181339,69;532212042;20;0;0;0;0;;;OLIVARES 220;0;0;;01 - Andalucía;VICTORIA;Jaén;Jaén
R1-299;23;23094;454508,13;4230191,33;531094077;66;0;0;21;0;;;ANDUJAR 220;0;0;;01 - Andalucía;VILCHES;Jaén;Vilches
R1-299;23;23094;454508,13;4230191,33;531094077;25;0;0;0,23;0;;;ANDUJAR 220;0;0;;01 - Andalucía;VILCHES;Jaén;Vilches
R1-299;23;23097;500064,18;4223623,49;54036437;132;0;0;40,98;0;;;ANDUJAR 220;0;0;;01 - Andalucía;VVAARZOB;Jaén;Villanueva del Arzobispo
R1-299;23;23097;500064,18;4223623,49;54036437;25;0;0;2,69;0;;;ANDUJAR 220;0;0;;01 - Andalucía;VVAARZOB;Jaén;Villanueva del Arzobispo
R1-299;29;29012;346450,28;4085273,83;531413269;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;ABDALAJI;Málaga;Álora
R1-299;29;29095;370600,43;4115265,83;531374511;66;0;0;25,8;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ALGAIDA;Málaga;Villanueva de Algaidas
R1-299;29;29095;370600,43;4115265,83;531374511;20;0;0;4,06;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ALGAIDA;Málaga;Villanueva de Algaidas
R1-299;29;29007;359235,63;4057869,8;58020973;66;47,3;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;ALHAURIN;Málaga;Alhaurín de la Torre
R1-299;29;29007;359235,63;4057869,8;58020973;20;10,27;0;33,38;0;;;ALHAURIN 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;01 - Andalucía;ALHAURIN;Málaga;Alhaurín de la Torre
R1-299;29;29015;361002,69;4101804,4;510001810;66;0;0;0;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ANTEQUER;Málaga;Antequera
R1-299;29;29015;361002,69;4101804,4;510001810;20;0;0;9,76;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ANTEQUER;Málaga;Antequera
R1-299;29;29017;371904,18;4105511,59;510001918;132;0;0;47,8;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ARCHIDON;Málaga;Archidona
R1-299;29;29017;371904,18;4105511,59;510001918;66;0;0;0;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ARCHIDON;Málaga;Archidona
R1-299;29;29017;371904,18;4105511,59;510001918;20;0;0;16,1;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;ARCHIDON;Málaga;Archidona
R1-299;29;29094;400836,87;4067769,02;532491959;66;51,77;0;0;0;;;LOS MONTES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;AXARQUIA;Málaga;Vélez-Málaga
R1-299;29;29094;400836,87;4067769,02;532491959;20;11,3;0;24,59;0;;;LOS MONTES 220;0;0;;01 - Andalucía;AXARQUIA;Málaga;Vélez-Málaga
R1-299;29;29023;316589,81;4043003,5;533163772;66;0;0;0;0;;;BENAHAVIS 220;0;0;;01 - Andalucía;BENAHAVI;Málaga;Benahavís
R1-299;29;29025;360286,93;4052282,28;531980281;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;BENALMAD;Málaga;Benalmádena
R1-299;29;29025;360286,93;4052282,28;531980281;20;0;0;48,42;0;;;ALHAURIN 220;0;0;;01 - Andalucía;BENALMAD;Málaga;Benalmádena
R1-299;29;29015;345781,76;4099773,32;531544107;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;BOBADILL;Málaga;Antequera
R1-299;29;29046;287127,45;4046336,15;58001827;66;0;0;7,2;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;BUITRERA;Málaga;Cortes de la Frontera
R1-299;29;29046;287127,45;4046336,15;58001827;20;0;0;0;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;BUITRERA;Málaga;Cortes de la Frontera
R1-299;29;29067;362159,02;4066614,22;518000395;66;36,28;0;24;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;CAMPANIL;Málaga;Málaga
R1-299;29;29067;362159,02;4066614,22;518000395;20;36,28;0;4,69;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;CAMPANIL;Málaga;Málaga
R1-299;29;29041;300919,7;4031225,58;532153193;66;0;0;59,4;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;CASARES;Málaga;Casares
R1-299;29;29041;300919,7;4031225,58;532153193;20;0;0;8,14;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;CASARES;Málaga;Casares
R1-299;29;29039;373361,56;4084869,28;531988838;132;31,54;0;22,7;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;CBERMEJA;Málaga;Casabermeja
R1-299;29;29039;373361,56;4084869,28;531988838;20;18,96;0;10,62;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;CBERMEJA;Málaga;Casabermeja
R1-299;29;29067;381094,18;4064741,53;531050052;66;51,94;0;0;0;;;LOS MONTES 220;0;0;;01 - Andalucía;CEMCALA;Málaga;Málaga
R1-299;29;29067;372794,35;4065292,79;511000430;66;38,11;0;0;0;;;LOS MONTES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;CENTRO;Málaga;Málaga
R1-299;29;29067;372794,35;4065292,79;511000430;20;37,47;0;28,8;0;;;LOS MONTES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;CENTRO;Málaga;Málaga
R1-299;29;29067;372777,02;4066649,19;518000334;66;55,13;0;0;0;;;LOS MONTES 220;0;0;;01 - Andalucía;CIUDAD_J;Málaga;Málaga
R1-299;29;29067;372777,02;4066649,19;518000334;20;35,12;0;24,04;0;;;LOS MONTES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;CIUDAD_J;Málaga;Málaga
R1-299;29;29067;366924,87;4057044,18;532787615;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;CIZANA;Málaga;Málaga
R1-299;29;29067;366924,87;4057044,18;532787615;20;0;0;2,39;0;;;ALHAURIN 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;CIZANA;Málaga;Málaga
R1-299;29;29070;348289,47;4041418,71;532510452;66;0;0;0;0;;;COSTASOL 220;0;0;;01 - Andalucía;CJOCOLOR;Málaga;Mijas
R1-299;29;29070;348289,47;4041418,71;532510452;20;0;0;28,88;0;;;COSTASOL 220;0;0;;01 - Andalucía;CJOCOLOR;Málaga;Mijas
R1-299;29;29056;284567,23;4041598,87;58011554;66;0;0;11,56;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;CORCHADO;Málaga;Gaucín
R1-299;29;29056;284567,23;4041598,87;58011554;15;0;0;0,04;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;CORCHADO;Málaga;Gaucín
R1-299;29;29069;333502,95;4043569,08;531063748;66;0;0;45,57;0;;;COSTASOL 220;0;0;;01 - Andalucía;COSTASOL;Málaga;Marbella
R1-299;29;29069;333502,95;4043569,08;531063748;20;0;0;0,11;0;;;COSTASOL 220;0;0;;01 - Andalucía;COSTASOL;Málaga;Marbella
R1-299;29;29069;325640,65;4042537,48;58036887;66;0;0;0;0;;;COSTASOL 220;0;0;;01 - Andalucía;DECOSOL;Málaga;Marbella
R1-299;29;29069;325640,65;4042537,48;58036887;20;0;0;0,03;0;;;COSTASOL 220;0;0;;01 - Andalucía;DECOSOL;Málaga;Marbella
R1-299;29;29069;341521,34;4040733,48;514002838;66;0;0;0;0;;;COSTASOL 220;0;0;;01 - Andalucía;ELVIRIA;Málaga;Marbella
R1-299;29;29069;341521,34;4040733,48;514002838;20;0;0;33,69;0;;;COSTASOL 220;0;0;;01 - Andalucía;ELVIRIA;Málaga;Marbella
R1-299;29;29051;305588,45;4033520,78;510010223;66;0;0;0;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;ESTEPONA;Málaga;Estepona
R1-299;29;29051;305588,45;4033520,78;510010223;20;0;0;0,11;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;ESTEPONA;Málaga;Estepona
R1-299;29;29054;354196,16;4046232,09;56009765;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;FUENGIRO;Málaga;Fuengirola
R1-299;29;29054;354196,16;4046232,09;56009765;20;0;0;53,74;0;;;ALHAURIN 220;0;0;;01 - Andalucía;FUENGIRO;Málaga;Fuengirola
R1-299;29;29032;340138,84;4089605,67;531080138;66;0;0;5,2;0;;;ALHAURIN 220;0;0;;01 - Andalucía;GUADALTE;Málaga;Campillos
R1-299;29;29055;348297,2;4109523,18;513001397;66;0;0;24,47;0;;;ALHAURIN 220;0;0;;01 - Andalucía;HUMILLAD;Málaga;Fuente de Piedra
R1-299;29;29055;348297,2;4109523,18;513001397;25;0;0;5,2;0;;;ALHAURIN 220;0;0;;01 - Andalucía;HUMILLAD;Málaga;Fuente de Piedra
R1-299;29;29049;377023,53;4126225,41;59027137;132;0;0;76,8;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;IZNAJAR;Málaga;Cuevas de San Marcos
R1-299;29;29023;317575,45;4040632,29;532530193;66;0;0;0;0;;;BENAHAVIS 220;0;0;;01 - Andalucía;JARALILL;Málaga;Benahavís
R1-299;29;29023;317575,45;4040632,29;532530193;20;0;0;0,3;0;;;BENAHAVIS 220;0;0;;01 - Andalucía;JARALILL;Málaga;Benahavís
R1-299;29;29901;364970,99;4054865,45;56009465;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;MANANTIA;Málaga;Torremolinos
R1-299;29;29901;364970,99;4054865,45;56009465;20;0;0;61,3;0;;;ALHAURIN 220;0;0;;01 - Andalucía;MANANTIA;Málaga;Torremolinos
R1-299;29;29068;296465,16;4024681,7;533235325;66;0;0;0;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;MANILVA;Málaga;Manilva
R1-299;29;29068;296465,16;4024681,7;533235325;20;0;0;0;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;MANILVA;Málaga;Manilva
R1-299;29;29069;330400,1;4043064,51;55002626;66;0;0;0;0;;;COSTASOL 220;0;0;;01 - Andalucía;MARBELLA;Málaga;Marbella
R1-299;29;29069;330400,1;4043064,51;55002626;20;0;0;0,12;0;;;COSTASOL 220;0;0;;01 - Andalucía;MARBELLA;Málaga;Marbella
R1-299;29;29901;363556,35;4053021,53;56008847;66;29,09;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;MARYSOL;Málaga;Torremolinos
R1-299;29;29901;363556,35;4053021,53;56008847;20;12,81;0;86,34;0;;;ALHAURIN 220;0;0;Capacidad que podría no estar disponible en su totalidad. A determinar en estudio individual. Subestación con restricciones para su ampliación. Dificultad para conectar nuevas posiciones.;01 - Andalucía;MARYSOL;Málaga;Torremolinos
R1-299;29;29070;353060,69;4043798,2;531401765;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;MIJAS;Málaga;Mijas
R1-299;29;29070;353060,69;4043798,2;531401765;20;0;0;61,76;0;;;ALHAURIN 220;0;0;;01 - Andalucía;MIJAS;Málaga;Mijas
R1-299;29;29067;378623,38;4065512,9;518000047;66;19,01;0;0;0;;;LOS MONTES 220;0;0;;01 - Andalucía;MIRAFLOR;Málaga;Málaga
R1-299;29;29067;378623,38;4065512,9;518000047;20;0;0;44,71;0;;;LOS MONTES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;MIRAFLOR;Málaga;Málaga
R1-299;29;29072;351862,54;4108661,41;532509728;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;MOLLINA;Málaga;Mollina
R1-299;29;29072;351862,54;4108661,41;532509728;20;0;0;13,12;0;;;ALHAURIN 220;0;0;;01 - Andalucía;MOLLINA;Málaga;Mollina
R1-299;29;29067;376012,35;4067537,91;531054662;66;50,41;0;56;0;;;LOS MONTES 220;0;0;;01 - Andalucía;MONTES;Málaga;Málaga
R1-299;29;29067;376012,35;4067537,91;531054662;20;0;0;58,87;0;;;LOS MONTES 220;0;0;;01 - Andalucía;MONTES;Málaga;Málaga
R1-299;29;29075;421848,2;4069083,4;58001375;132;0;0;0;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;NERJA;Málaga;Nerja
R1-299;29;29075;421848,2;4069083,4;58001375;66;28,7;0;0;0;;;ORGIVA 220;0;0;;01 - Andalucía;NERJA;Málaga;Nerja
R1-299;29;29075;421848,2;4069083,4;58001375;20;0;0;0,72;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;NERJA;Málaga;Nerja
R1-299;29;29069;323548;4041031,67;514002401;66;0;0;0;0;;;COSTASOL 220;0;0;;01 - Andalucía;NUEVANDA;Málaga;Marbella
R1-299;29;29069;323548;4041031,67;514002401;20;0;0;0,4;0;;;COSTASOL 220;0;0;;01 - Andalucía;NUEVANDA;Málaga;Marbella
R1-299;29;29012;342220,74;4086907,51;58002531;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;NUEVCHOR;Málaga;Álora
R1-299;29;29084;309034,81;4068931,53;58002206;66;10,5;0;14,7;0;;;ALHAURIN 220;0;0;;01 - Andalucía;NUEVROND;Málaga;Ronda
R1-299;29;29084;309034,81;4068931,53;58002206;20;10,5;0;3,04;0;;;ALHAURIN 220;0;0;;01 - Andalucía;NUEVROND;Málaga;Ronda
R1-299;29;29051;315272,07;4037471,78;531771623;66;0;0;0;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;PARAISO;Málaga;Estepona
R1-299;29;29051;315272,07;4037471,78;531771623;20;0;0;0;0;;;NUEVA CASARES 220;0;0;;01 - Andalucía;PARAISO;Málaga;Estepona
R1-299;29;29012;346753,36;4080835,16;531663443;66;0;0;15,3;0;;;ALHAURIN 220;0;0;;01 - Andalucía;PAREDONE;Málaga;Álora
R1-299;29;29012;346753,36;4080835,16;531663443;20;0;0;3,19;0;;;ALHAURIN 220;0;0;;01 - Andalucía;PAREDONE;Málaga;Álora
R1-299;29;29067;372455,65;4064659,1;531013771;66;75,04;0;0;0;;;LOS MONTES 220;0;0;;01 - Andalucía;PERCHEL;Málaga;Málaga
R1-299;29;29067;372455,65;4064659,1;531013771;20;75,04;0;0,12;0;;;LOS MONTES 220;0;0;;01 - Andalucía;PERCHEL;Málaga;Málaga
R1-299;29;29067;369001,48;4062000,71;515000352;66;79,66;0;49,9;0;;;POLIGONO 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;01 - Andalucía;POLIGONO;Málaga;Málaga
R1-299;29;29067;369001,48;4062000,71;515000352;20;28,21;0;62,57;0;;;POLIGONO 220;0;0;;01 - Andalucía;POLIGONO;Málaga;Málaga
R1-299;29;29015;347950,5;4101787,17;533408832;66;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;PTO_SECO;Málaga;Antequera
R1-299;29;29015;347950,5;4101787,17;533408832;20;0;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;PTO_SECO;Málaga;Antequera
R1-299;29;29067;368527,1;4065830,14;513000454;132;18,42;0;0;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;RAMOS;Málaga;Málaga
R1-299;29;29067;368527,1;4065830,14;513000454;66;170,54;0;20;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;RAMOS;Málaga;Málaga
R1-299;29;29067;368527,1;4065830,14;513000454;20;65,32;0;0,1;0;;;LOS RAMOS 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;01 - Andalucía;RAMOS;Málaga;Málaga
R1-299;29;29082;388588,55;4064652,91;531447953;132;24,02;0;0;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;RINCO_V;Málaga;Rincón de la Victoria
R1-299;29;29082;388588,55;4064652,91;531447953;20;24,02;0;0,3;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;RINCO_V;Málaga;Rincón de la Victoria
R1-299;29;29084;306207,1;4068517,41;531332112;66;10,45;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;RONDA;Málaga;Ronda
R1-299;29;29084;306207,1;4068517,41;531332112;20;10,45;0;2,33;0;;;ALHAURIN 220;0;0;;01 - Andalucía;RONDA;Málaga;Ronda
R1-299;29;29017;373141,89;4112742,18;532674563;132;0;0;20;0;;;LOS RAMOS 220;0;0;;01 - Andalucía;S_ARCAS;Málaga;Archidona
R1-299;29;29067;370463,42;4060813,43;513000551;66;76,44;0;0;0;;;POLIGONO 220;0;0;Nudo a desaparecer a corto plazo.;01 - Andalucía;S_SEBAST;Málaga;Málaga
R1-299;29;29067;370463,42;4060813,43;513000551;20;70,81;0;12,78;0;;;POLIGONO 220;0;0;Nudo a desaparecer a corto plazo.;01 - Andalucía;S_SEBAST;Málaga;Málaga
R1-299;29;29090;331663,48;4063703,71;532448758;66;12,55;0;0;0;;;ALHAURIN 220;0;0;;01 - Andalucía;SAUGUSTO;Málaga;Tolox
R1-299;29;29090;331663,48;4063703,71;532448758;20;12,55;0;4,72;0;;;ALHAURIN 220;0;0;;01 - Andalucía;SAUGUSTO;Málaga;Tolox
R1-299;29;29067;371386,12;4064643,34;513001278;66;135,83;0;0;0;;;POLIGONO 220;0;0;;01 - Andalucía;SECUNDAR;Málaga;Málaga
R1-299;29;29067;371386,12;4064643,34;513001278;20;105,4;0;0,16;0;;;POLIGONO 220;0;0;;01 - Andalucía;SECUNDAR;Málaga;Málaga
