ID_ACCIDENTE,ANYO,MES,DIA_SEMANA,HORA,COD_PROVINCIA,COD_MUNICIPIO,ISLA,ZONA,ZONA_AGRUPADA,CARRETERA,KM,SENTIDO_1F,TITULARIDAD_VIA,TIPO_VIA,TIPO_ACCIDENTE,TOTAL_MU24H,TOTAL_HG24H,TOTAL_HL24H,TOTAL_VICTIMAS_24H,TOTAL_MU30DF,TOTAL_HG30DF,TOTAL_HL30DF,TOTAL_VICTIMAS_30DF,TOTAL_VEHICULOS,TOT_PEAT_MU24H,TOT_BICI_MU24H,TOT_CICLO_MU24H,TOT_MOTO_MU24H,TOT_TUR_MU24H,TOT_FURG_MU24H,TOT_CAM_MENOS3500_MU24H,TOT_CAM_MAS3500_MU24H,TOT_BUS_MU24H,TOT_OTRO_MU24H,TOT_SINESPECIF_MU24H,TOT_PEAT_MU30DF,TOT_BICI_MU30DF,TOT_CICLO_MU30DF,TOT_MOTO_MU30DF,TOT_TUR_MU30DF,TOT_FURG_MU30DF,TOT_CAM_MENOS3500_MU30DF,TOT_CAM_MAS3500_MU30DF,TOT_BUS_MU30DF,TOT_VMP_MU30DF,TOT_OTRO_MU30DF,TOT_SINESPECIF_MU30DF,NUDO,NUDO_INFO,CARRETERA_CRUCE,PRIORI_NORMA,PRIORI_AGENTE,PRIORI_SEMAFORO,PRIORI_VERT_STOP,PRIORI_VERT_CEDA,PRIORI_HORIZ_STOP,PRIORI_HORIZ_CEDA,PRIORI_MARCAS,PRIORI_PEA_NO_ELEV,PRIORI_PEA_ELEV,PRIORI_MARCA_CICLOS,PRIORI_CIRCUNSTANCIAL,PRIORI_OTRA,CONDICION_NIVEL_CIRCULA,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_VIENTO,VISIB_RESTRINGIDA_POR,ACERA,TRAZADO_PLANTA
17692,2024,7,7,17,8,08003,,1,1,C-32,85,4,5,2,19,0,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17693,2024,7,1,11,8,08194,,1,1,C-31,208.7,4,5,2,4,0,0,2,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17694,2024,7,2,13,8,08284,,1,1,N-2,682,4,1,6,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,999,998,4
17695,2024,7,4,17,8,08194,,1,1,B-10,3,4,5,3,4,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17696,2024,7,4,21,8,08029,,1,1,C-32,95,4,5,2,19,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,4
17697,2024,7,2,5,8,08307,,1,1,BV-2115,1.7,4,5,6,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,6,1,,,999,998,4
17698,2024,7,2,10,8,00000,,1,1,C-16,115,4,5,6,4,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17699,2024,7,2,12,8,08056,,1,1,C-32,45,4,5,2,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17700,2024,7,2,13,8,08205,,1,1,B-30,4.4,4,1,2,9,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,8,1,1,,,999,998,4
17701,2024,7,2,12,8,08208,,1,1,B-224,20,4,5,6,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17702,2024,7,2,16,8,08218,,1,1,C-55,38.3,4,5,6,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,999,998,4
17703,2024,7,2,8,8,08163,,1,1,C-32,125.7,1,2,2,19,0,9,40,49,0,9,40,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1,1,1,,,17,998,1
17704,2024,6,2,16,8,08073,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17705,2024,7,2,13,8,08121,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17706,2024,6,5,14,8,08073,,3,2,No inventariada,,4,5,14,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17707,2024,4,1,14,8,08279,,2,2,BV-1221,0.6,4,5,14,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,1,1,,,17,998,4
17708,2024,7,3,19,8,08073,,3,2,No inventariada,,4,5,14,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17709,2024,4,2,8,8,08279,,3,2,No inventariada,,4,5,14,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,1,998,998
17710,2024,7,5,20,8,08102,,3,2,No inventariada,,4,5,14,6,0,2,0,2,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,,,17,998,998
17711,2024,4,3,7,8,08279,,3,2,No inventariada,,4,5,14,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,,,17,998,998
17712,2024,4,4,9,8,08279,,3,2,No inventariada,,4,5,14,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17713,2024,4,4,13,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,4,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,,,17,998,998
17714,2024,7,4,8,8,08307,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17715,2024,4,4,18,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17716,2024,4,7,5,8,08279,,2,2,C-243c,13.4,4,5,14,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,4,1,,,17,998,4
17717,2024,4,6,15,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17718,2024,4,5,13,8,08279,,3,2,No inventariada,,4,5,14,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17719,2024,4,5,13,8,08279,,3,2,No inventariada,,4,5,14,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17720,2024,4,5,10,8,08279,,3,2,No inventariada,,4,5,14,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,,,17,998,998
17721,2024,4,2,13,8,08279,,3,2,No inventariada,,4,5,14,9,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17722,2024,4,2,17,8,08279,,2,2,B-122,0.6,4,5,14,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,999,4
17723,2024,4,2,19,8,08279,,3,2,No inventariada,,4,5,14,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17724,2024,4,2,23,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,4,1,,,17,998,998
17725,2024,7,3,17,8,08040,,3,2,No inventariada,,4,5,14,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,999,998
17726,2024,7,4,17,8,08054,,1,1,AP-7,163.2,4,1,2,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17727,2024,7,5,12,8,00000,,1,1,BV-2411,18,4,5,6,6,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17728,2024,7,5,14,8,08197,,1,1,C-32,105.5,4,5,2,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17729,2024,7,5,20,8,08172,,2,2,N-2,638.5,4,5,6,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,2,1,,,999,998,4
17730,2024,7,6,2,8,08121,,1,1,C-31E,1.4,4,5,6,19,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,4,1,,,999,998,4
17731,2024,7,1,13,8,08009,,1,1,C-60,4,4,5,2,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17732,2024,7,2,12,8,08035,,1,1,C-32,121.4,4,5,2,19,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17733,2024,7,2,13,8,08035,,1,1,C-32,121,4,5,2,4,0,0,2,2,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17734,2024,7,3,5,8,08231,,1,1,C-15,4.5,4,5,3,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17735,2024,7,3,9,8,08279,,1,1,B-122,8.8,4,5,6,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17736,2024,7,3,11,8,00000,,1,1,BV-2443,1.8,4,5,6,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17737,2024,7,3,11,8,00000,,1,1,AP-7,161.5,4,1,2,3,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,999,998,4
17738,2024,7,3,12,8,08169,,1,1,B-22,6,4,1,3,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17739,2024,7,3,13,8,08101,,1,1,C-31,197,4,5,3,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17740,2024,7,3,14,8,08266,,1,1,AP-7,151,4,1,2,4,0,0,2,2,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17741,2024,7,3,18,8,00000,,1,1,C-1412a,51,4,5,6,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17742,2024,7,3,19,8,08266,,1,1,N-150,5.7,4,5,6,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,999,998,4
17743,2024,7,3,17,8,08169,,1,1,B-20,2.5,4,1,2,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17744,2024,7,3,21,8,08270,,1,1,C-31,176.5,4,5,6,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,2,1,,,999,998,4
17745,2024,4,3,14,8,08279,,3,2,No inventariada,,4,5,14,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17746,2024,4,4,11,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,,,17,998,998
17747,2024,4,5,14,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17748,2024,4,6,23,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,4,1,,,17,998,998
17749,2024,4,1,22,8,08279,,3,2,No inventariada,,4,5,14,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,3,4,3,,,17,998,998
17750,2024,4,2,20,8,08279,,3,2,No inventariada,,4,5,14,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,999,998
17751,2024,7,1,11,8,08015,,3,2,No inventariada,,4,5,14,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17752,2024,7,3,19,8,08263,,3,2,No inventariada,,4,5,14,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17753,2024,5,3,2,8,08279,,3,2,No inventariada,,4,5,14,4,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,4,1,,,17,998,998
17754,2024,7,3,19,8,08298,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,1,1,,,17,998,998
17755,2024,1,2,9,8,08279,,3,2,No inventariada,,4,5,14,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,999,998
17756,2024,5,4,13,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17757,2024,7,1,10,8,08191,,1,1,No inventariada,,4,5,6,18,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,4
17758,2024,5,2,14,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17759,2024,5,3,20,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17760,2024,5,4,22,8,08279,,3,2,No inventariada,,4,5,14,9,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,8,5,1,,,17,998,998
17761,2024,5,5,7,8,08279,,1,1,N-150,19.5,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,4
17762,2024,5,5,21,8,08279,,3,2,No inventariada,,4,5,14,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,4,1,,,17,998,998
17763,2024,5,6,20,8,08279,,3,2,No inventariada,,4,5,14,2,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,17,998,998
17764,2024,5,7,16,8,08279,,3,2,No inventariada,,4,5,14,6,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17765,2024,5,1,14,8,08124,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17766,2024,5,5,14,8,08124,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17767,2024,6,6,9,8,08015,,3,2,No inventariada,,4,5,14,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,17,998,998
17768,2024,4,6,22,8,08015,,3,2,No inventariada,,4,5,14,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,4,1,,,17,998,998
17769,2024,7,2,23,8,08015,,3,2,No inventariada,,4,5,14,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,4,1,,,17,998,998
17770,2024,6,2,17,8,08240,,1,1,AP-7,184,4,1,2,20,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17771,2024,7,6,21,8,08076,,1,1,A-2,582,4,1,3,6,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,3,2,3,,,999,998,4
17772,2024,7,3,8,8,08266,,1,1,AP-7,151.5,2,1,2,20,0,1,1,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,4,1,1,1,,,17,998,1
17773,2024,7,3,11,8,00000,,1,1,BV-5301,29.9,4,5,6,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17774,2024,7,3,19,8,08003,,1,1,C-32,86,4,5,2,20,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,1,1,,,999,998,4
17775,2024,7,4,9,8,08187,,1,1,No inventariada,2.2,4,5,6,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17776,2024,7,4,11,8,08125,,1,1,N-152a,13.1,4,5,6,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,999,1,1,1,,,999,998,4
17777,2024,7,4,10,8,08029,,1,1,C-32,95.3,2,3,2,20,0,1,2,3,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1,1,1,,,17,998,1
17778,2024,7,4,12,8,08073,,1,1,A-2,609.5,4,1,3,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
17779,2024,7,4,14,8,08051,,1,1,B-124,8.1,4,5,6,6,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,,,999,998,4
