ID_ACCIDENTE,ANYO,MES,DIA_SEMANA,HORA,COD_PROVINCIA,COD_MUNICIPIO,ISLA,ZONA,ZONA_AGRUPADA,CARRETERA,KM,SENTIDO_1F,TITULARIDAD_VIA,TIPO_VIA,TIPO_ACCIDENTE,TOTAL_MU24H,TOTAL_HG24H,TOTAL_HL24H,TOTAL_VICTIMAS_24H,TOTAL_MU30DF,TOTAL_HG30DF,TOTAL_HL30DF,TOTAL_VICTIMAS_30DF,TOTAL_VEHICULOS,TOT_PEAT_MU24H,TOT_BICI_MU24H,TOT_CICLO_MU24H,TOT_MOTO_MU24H,TOT_TUR_MU24H,TOT_FURG_MU24H,TOT_CAM_MENOS3500_MU24H,TOT_CAM_MAS3500_MU24H,TOT_BUS_MU24H,TOT_OTRO_MU24H,TOT_SINESPECIF_MU24H,TOT_PEAT_MU30DF,TOT_BICI_MU30DF,TOT_CICLO_MU30DF,TOT_MOTO_MU30DF,TOT_TUR_MU30DF,TOT_FURG_MU30DF,TOT_CAM_MENOS3500_MU30DF,TOT_CAM_MAS3500_MU30DF,TOT_BUS_MU30DF,TOT_VMP_MU30DF,TOT_OTRO_MU30DF,TOT_SINESPECIF_MU30DF,NUDO,NUDO_INFO,CARRETERA_CRUCE,PRIORI_NORMA,PRIORI_AGENTE,PRIORI_SEMAFORO,PRIORI_VERT_STOP,PRIORI_VERT_CEDA,PRIORI_HORIZ_STOP,PRIORI_HORIZ_CEDA,PRIORI_MARCAS,PRIORI_PEA_NO_ELEV,PRIORI_PEA_ELEV,PRIORI_MARCA_CICLOS,PRIORI_CIRCUNSTANCIAL,PRIORI_OTRA,CONDICION_NIVEL_CIRCULA,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_VIENTO,VISIB_RESTRINGIDA_POR,ACERA,TRAZADO_PLANTA
78694,2024,7,1,18,38,38023,,3,2,No inventariada,,4,4,9,20,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,998
78695,2024,8,4,0,38,38023,,3,2,No inventariada,,4,4,9,11,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,4,1,,,1,998,998
78696,2024,8,4,6,38,38023,0,1,1,TF-156,4.776,2,3,6,12,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,3,4,2,,,1,998,1
78697,2024,7,6,12,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,1,998,998
78698,2024,8,6,10,38,38023,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,1,4,998
78699,2024,8,1,13,38,38023,,3,2,No inventariada,,4,4,9,15,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,998
78700,2024,7,5,18,38,38023,,3,2,No inventariada,,4,4,9,7,0,1,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,1,4,998
78701,2024,8,3,11,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,,,1,998,998
78702,2024,8,4,19,38,38023,,3,2,No inventariada,,4,4,9,15,0,1,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,1,998,998
78703,2024,8,7,11,38,38023,,3,2,No inventariada,,4,4,11,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78704,2024,8,4,9,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,1,998,998
78705,2024,8,1,23,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,4,1,,,1,998,998
78706,2024,8,5,18,38,38023,10,1,1,TF-24,2.5,1,3,6,5,0,0,5,5,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1,1,1,,,1,998,1
78707,2024,8,5,21,38,38023,10,1,1,TF-152,2.5,3,3,6,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,1
78708,2024,6,7,5,38,38023,,3,2,No inventariada,,4,4,9,7,0,0,3,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,2,1,,,1,1,998
78709,2024,9,3,7,38,38023,,3,2,No inventariada,,4,4,9,7,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,,,18,3,998
78710,2024,9,3,10,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78711,2024,9,7,0,38,38023,,1,1,TF-2,4.075,3,3,5,3,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1,4,7,,,18,998,3
78712,2024,8,2,16,38,38023,,3,2,No inventariada,,4,4,9,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78713,2024,8,4,12,38,38023,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,,,1,3,998
78714,2024,8,2,15,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,998
78715,2024,1,3,8,38,38023,,3,2,No inventariada,,4,3,9,7,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,1,4,998
78716,2024,9,3,9,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,18,998,998
78717,2024,9,3,15,38,38023,,3,2,No inventariada,,4,3,9,20,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,998
78718,2024,7,4,18,38,38023,,3,2,No inventariada,,4,4,9,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78719,2024,9,2,15,38,38023,,1,1,TF-5,5.708,2,3,2,5,0,0,5,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,3,1,1,1,,,1,998,1
78720,2024,9,2,20,38,38023,10,1,1,TF-5,7.4,2,3,2,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,,,1,998,1
78721,2024,9,1,9,38,38023,,3,2,No inventariada,,4,4,9,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,,,1,998,998
78722,2024,9,1,9,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,1,998,998
78723,2024,9,3,19,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,,,1,998,998
78724,2024,9,6,19,38,38023,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,,,6,4,998
78725,2024,9,1,7,38,38023,,1,1,TF-5,10.848,1,3,2,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1,3,1,,,1,998,1
78726,2024,9,1,19,38,38023,,3,2,No inventariada,,4,4,9,15,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,2,1,,,1,998,998
78727,2024,9,5,19,38,38023,,3,2,No inventariada,,4,4,9,2,0,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78728,2024,7,5,20,38,38023,,3,2,No inventariada,,4,4,9,20,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,2,1,,,1,4,998
78729,2024,9,5,13,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,1,998,998
78730,2024,9,5,20,38,38023,,1,1,TF-5,9,1,3,2,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,4,9,4,2,,,1,998,1
78731,2024,9,1,16,38,38023,,1,1,TF-152,1.45,3,3,6,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,,,1,998,1
78732,2024,9,7,22,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
78733,2024,9,5,19,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,7,,,1,998,998
78734,2024,9,2,13,38,38023,,3,2,No inventariada,,4,4,9,15,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,18,998,998
78735,2024,10,2,8,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,1,998,998
78736,2024,8,1,14,38,38023,,3,2,No inventariada,,4,4,9,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78737,2024,9,5,12,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78738,2024,9,1,12,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78739,2024,9,1,18,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78740,2024,9,3,8,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1,1,2,,,1,998,998
78741,2024,8,3,17,38,38023,,3,2,No inventariada,,4,4,9,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78742,2024,8,1,18,38,38023,,3,2,No inventariada,,4,4,9,20,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,18,998,998
78743,2024,8,1,12,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,1,,,1,998,998
78744,2024,6,5,14,38,38023,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,998
78745,2024,8,1,9,38,38023,,3,2,No inventariada,,4,4,9,20,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,,,1,4,998
78746,2024,8,4,19,38,38023,,3,2,No inventariada,,4,4,9,20,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,,,1,998,998
78747,2024,9,3,17,38,38023,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,3,1,,,1,4,998
78748,2024,9,5,20,38,38023,,3,2,No inventariada,,4,4,9,20,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,7,,,1,998,998
78749,2024,5,5,8,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78750,2024,9,6,12,38,38023,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,,,1,4,998
78751,2024,9,4,0,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1,,,1,998,998
78752,2024,8,7,19,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1,3,1,,,18,998,998
78753,2024,9,5,17,38,38023,,3,2,No inventariada,,4,4,9,5,0,0,2,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,,,1,998,998
78754,2024,8,3,19,38,38023,,3,2,No inventariada,,4,4,9,3,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78755,2024,10,6,10,38,38023,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,,,18,998,998
78756,2024,8,3,12,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,,,1,998,998
78757,2024,10,5,9,38,38043,10,1,1,TF-5,16.8,2,3,2,15,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,9,1,2,,,1,998,1
78758,2024,10,1,8,38,38023,,1,1,TF-5,7.23,2,3,2,3,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1,2,1,,,1,998,1
78759,2024,9,1,13,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78760,2024,9,6,23,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,4,1,,,1,998,998
78761,2024,10,3,7,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,2,3,,,1,998,998
78762,2024,10,3,16,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,3,2,3,,,17,998,998
78763,2024,10,6,16,38,38023,10,1,1,TF-5,9.76,1,3,2,16,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,1,4
78764,2024,10,2,20,38,38023,,3,2,No inventariada,,4,4,9,5,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,3,1,,,18,998,998
78765,2024,10,4,13,38,38023,,3,2,No inventariada,,4,4,9,4,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78766,2024,10,7,18,38,38023,0,1,1,TF-13,3.817,3,3,6,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,4
78767,2024,8,2,20,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
78768,2024,10,5,12,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,,,1,998,998
78769,2024,3,5,8,38,38023,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,14,4,998
78770,2024,10,5,9,38,38023,,1,1,TF-5,5.728,2,3,2,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,1
78771,2024,10,5,19,38,38023,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,2,1,,,1,3,998
78772,2024,10,7,3,38,38023,,1,1,TF-5,9.1,2,3,2,12,0,4,0,4,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,TF-24,0,0,0,0,1,0,1,0,1,0,0,1,0,1,3,4,4,,,1,998,1
78773,2024,9,7,10,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,998
78774,2024,10,1,7,38,38023,,3,2,No inventariada,,4,4,9,19,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,3,3,3,,,1,998,998
78775,2024,10,2,22,38,38023,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1,,,1,998,998
78776,2024,8,4,22,38,38023,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
78777,2024,10,3,17,38,38023,,1,1,TF-5,7.78,1,3,2,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,3,1,1,1,,,18,998,1
78778,2024,10,7,12,38,38023,,3,2,No inventariada,,4,4,9,20,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,,,1,998,998
78779,2024,6,5,12,38,38023,,3,2,No inventariada,,4,4,9,18,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
78780,2024,9,6,13,38,38023,,3,2,No inventariada,,4,4,9,3,0,0,4,4,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,10,998,998
78781,2024,10,2,13,38,38023,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,,,1,4,998
