trip_minutes,unlock_date,unlock_station_name,lock_station_name
7.18,2022-01-01T00:21:50,Puerta de Mariano de Cavia,Puente de Vallecas
9.68,2022-01-01T00:22:08,Cea Bermúdez,Alonso Martínez
21.22,2022-01-01T00:22:31,San Francisco de Sales,Museo Reina Sofía
14.07,2022-01-01T00:22:43,Puerta del Ángel,Santa María de la Cabeza
5.0,2022-01-01T00:23:03,Marqués de Zafra,Puente de Ventas
5.92,2022-01-01T00:23:09,Cuatro Caminos 2,Cea Bermúdez
2.67,2022-01-01T00:23:30,Plaza de la Cebada,Ribera de Curtidores
34.58,2022-01-01T00:23:36,Parque Berlín,
13.67,2022-01-01T00:23:43,Plaza de Pedro Zerolo,Puerta del Ángel
9.1,2022-01-01T00:24:10,Marqués de Corbera 52,C.D. Concepción
6.53,2022-01-01T00:24:20,Jorge Juan,Diego de león
1.43,2022-01-01T00:24:48,Metro Tetuán,Metro Tetuán
12.03,2022-01-01T00:25:12,Hortaleza,Zurbano
2.7,2022-01-01T00:25:15,Menéndez Pelayo,Puerta del Doce de Octubre
11.42,2022-01-01T00:25:37,Ibiza,Jesús y María
16.08,2022-01-01T00:25:41,Ibiza,Jesús y María
5.75,2022-01-01T00:25:56,Ibiza,Conde de Casal
23.1,2022-01-01T00:26:22,Augusto Figueroa,Gutierre de Cetina
0.77,2022-01-01T00:26:41,Gutierre de Cetina,Gutierre de Cetina
5.68,2022-01-01T00:27:15,Santa María de la Cabeza,Plaza de Lavapiés
0.68,2022-01-01T00:27:24,Santa María de la Cabeza,Santa María de la Cabeza
1.45,2022-01-01T00:27:32,Plaza Ramales,Plaza Ramales
23.67,2022-01-01T00:27:43,Concordia,Concordia
8.47,2022-01-01T00:27:51,Méndez Álvaro,Puente de Vallecas
11.1,2022-01-01T00:28:00,Plaza de los Astros,Pavones
17.18,2022-01-01T00:28:22,Embajadores 1,Plaza de Juan Pujol
0.47,2022-01-01T00:28:30,Antonio López,Antonio López
4.7,2022-01-01T00:28:31,Santa María de la Cabeza,Plaza de Lavapiés
6.73,2022-01-01T00:28:33,Narváez,Niño Jesús
13.57,2022-01-01T00:28:34,Retiro-Ibiza,Santa Cruz del Marcenado
8.85,2022-01-01T00:29:19,Antonio López,Museo Reina Sofía
17.72,2022-01-01T00:29:25,Doce de Octubre,Cartagena
12.45,2022-01-01T00:29:29,Plaza Ramales,Santa Engracia 14
0.18,2022-01-01T00:31:09,Paseo de la Habana 63,Paseo de la Habana 63
9.68,2022-01-01T00:31:10,Altamirano,Canal
14.52,2022-01-01T00:31:22,Camino Vinateros,Plaza de Lavapiés
8.65,2022-01-01T00:31:42,Méndez Álvaro,Puerta de Mariano de Cavia
16.58,2022-01-01T00:31:51,Cuatro Caminos 2,Segovia 45
0.28,2022-01-01T00:31:51,Metro Tetuán,Metro Tetuán
14.95,2022-01-01T00:31:55,Plaza de la Cebada,Legazpi
14.42,2022-01-01T00:32:01,Plaza de la Cebada,Legazpi
4.35,2022-01-01T00:32:07,Jesús y María,Santa Isabel
13.53,2022-01-01T00:32:31,Paseo de la Habana 63,Plaza Conde Suchil
11.3,2022-01-01T00:33:02,Puerta del Doce de Octubre,Manuel Silvela
38.0,2022-01-01T00:33:37,Doctor Arce 45,Plaza de los Carros
9.57,2022-01-01T00:33:46,Embajadores 191,Atocha B
9.33,2022-01-01T00:34:01,Galileo,Plaza de San Miguel
4.32,2022-01-01T00:34:04,Plaza de Felipe II,Diego de león
1.45,2022-01-01T00:34:45,Metro Tetuán,Metro Tetuán
8.13,2022-01-01T00:35:07,Palacio de Oriente,Plaza de Juan Pujol
18.42,2022-01-01T00:35:15,Santa Engracia 127,Puente de Ventas
10.32,2022-01-01T00:35:18,Doctor Esquerdo-Hermosilla,Sevilla
14.0,2022-01-01T00:35:34,Huertas,Santo Domingo
4.42,2022-01-01T00:36:23,Pavones,Plaza del Encuentro
0.18,2022-01-01T00:36:36,General Perón 1,General Perón 1
1489.72,2022-01-01T00:36:43,San Francisco de Sales,San Francisco de Sales
0.07,2022-01-01T00:36:55,Pavones,
0.9,2022-01-01T00:37:00,Puerta del Ángel,Puerta del Ángel
8.27,2022-01-01T00:37:02,San Andrés,Santo Domingo
8.1,2022-01-01T00:37:02,Marqués de Corbera 52,Puerta del Doce de Octubre
1.92,2022-01-01T00:37:14,Metro Tetuán,Metro Tetuán
0.43,2022-01-01T00:37:21,General Perón 1,General Perón 1
30.12,2022-01-01T00:37:59,Atocha B,Concordia
10.75,2022-01-01T00:38:04,General Perón 1,Barceló
11.47,2022-01-01T00:38:18,Caramuel,Marqués de Vadillo
0.13,2022-01-01T00:38:23,Menéndez Pelayo,Menéndez Pelayo
29.18,2022-01-01T00:38:30,Niño Jesús,Carlos Cambronero
15.38,2022-01-01T00:38:33,Embajada de Italia,Puerta de Granada
0.6,2022-01-01T00:38:36,Niño Jesús,Niño Jesús
18.12,2022-01-01T00:38:42,Palacio de Oriente,Conde Peñalver
5.37,2022-01-01T00:38:44,Plaza de los Astros,Marroquina
20.92,2022-01-01T00:38:47,Puerta del Ángel,Fuencarral
10.67,2022-01-01T00:38:56,Menéndez Pelayo,Cartagena
10.92,2022-01-01T00:38:59,Huertas,Santo Domingo
10.57,2022-01-01T00:39:05,Beata,Plaza de los Carros
12.88,2022-01-01T00:39:51,Paseo de la Florida,
0.58,2022-01-01T00:40:12,San Germán 57,San Germán 57
29.85,2022-01-01T00:40:23,Metro Tetuán,Paseo de la Florida
8.5,2022-01-01T00:40:29,Plaza del Cordón,Metro Pirámides
5.75,2022-01-01T00:40:31,Conde Peñalver,Sainz de Baranda
32.32,2022-01-01T00:41:00,San Germán 57,Plaza de la Cebada
0.18,2022-01-01T00:41:27,General Martínez Campos ,General Martínez Campos 
14.25,2022-01-01T00:41:30,Marqués de Corbera 52,Ventura Rodríguez
41.2,2022-01-01T00:41:36,Plaza de los Astros,Plaza de los Astros
42.0,2022-01-01T00:41:45,Plaza de los Astros,Plaza de los Astros
17.62,2022-01-01T00:41:47,Metro Pirámides,Ermita Santo
13.95,2022-01-01T00:42:03,Ferraz,Almadén
17.48,2022-01-01T00:42:07,Paseo de la Castellana - Glorieta de Emilio Castelar,Segovia 45
24.32,2022-01-01T00:42:33,Plaza del Carmen ,Marqués de Vadillo
1.85,2022-01-01T00:42:38,Quinta Fuente del Berro,Quinta Fuente del Berro
14.32,2022-01-01T00:42:39,General Pardiñas,Concordia
11.33,2022-01-01T00:42:51,Desengaño,Segovia 45
6.9,2022-01-01T00:42:56,Marroquina,Niño Jesús
10.9,2022-01-01T00:43:18,Desengaño,Segovia 45
0.67,2022-01-01T00:44:21,Antón Martín,Antón Martín
13.82,2022-01-01T00:44:40,Quinta Fuente del Berro,Plaza del Encuentro
21.93,2022-01-01T00:44:45,Sierra Toledana,Augusto Figueroa
0.15,2022-01-01T00:45:03,Menéndez Pelayo,Menéndez Pelayo
15.72,2022-01-01T00:45:08,Ibiza,Jesús y María
16.98,2022-01-01T00:45:16,Puerta del Doce de Octubre,Arcipreste de Hita A
15.23,2022-01-01T00:45:18,Ibiza,Prosperidad
41.18,2022-01-01T00:45:28,Quinta Fuente del Berro,Paseo de la Florida
2.5,2022-01-01T00:45:29,Menéndez Pelayo,Menéndez Pelayo
6.23,2022-01-01T00:45:36,Camilo José Cela,General Pardiñas
22.28,2022-01-01T00:45:36,Niño Jesús,Carlos Cambronero
14.13,2022-01-01T00:45:37,Paseo de la Esperanza,Puerta del Ángel
4.1,2022-01-01T00:45:48,General Álvarez de Castro,Galileo
15.02,2022-01-01T00:46:02,Sevilla,Prosperidad
8.13,2022-01-01T00:46:09,Antón Martín,Santo Domingo
23.92,2022-01-01T00:46:10,Ayala,Plaza del Encuentro
5.27,2022-01-01T00:46:14,Juan Bravo 50,Ortega y Gasset
23.17,2022-01-01T00:46:28,Puente de Ventas,Puente de Ventas
7.35,2022-01-01T00:46:54,Camilo José Cela,Velázquez-Diego de León
12.7,2022-01-01T00:46:55,General Martínez Campos ,Cartagena
17.63,2022-01-01T00:47:48,Conde de Romanones,Retiro-Ibiza
11.7,2022-01-01T00:47:57,Camino Vinateros,Ibiza
7.53,2022-01-01T00:48:05,General Álvarez de Castro,General Álvarez de Castro
24.6,2022-01-01T00:48:37,Menéndez Pelayo,Ventas
2881.77,2022-01-01T00:48:45,Glorieta de los Cuatro Caminos,Facultad Derecho
0.9,2022-01-01T00:48:58,Ventura Rodríguez,Ventura Rodríguez
6.45,2022-01-01T00:49:24,Glorieta de los Cuatro Caminos,Santa Engracia 14
16.83,2022-01-01T00:49:32,Jorge Juan,Casa Encendida
12.27,2022-01-01T00:49:36,Alonso Martínez,Alcalá-Ventas
17.03,2022-01-01T00:49:53,Velázquez-Diego de León,Plaza de Lavapiés
5.92,2022-01-01T00:50:08,Ventura Rodríguez,Plaza de Pedro Zerolo
0.13,2022-01-01T00:50:21,Delicias,Delicias
3.35,2022-01-01T00:50:38,Delicias,Ronda de Atocha
6.58,2022-01-01T00:51:05,Pirámides,Santa María de la Cabeza
31.83,2022-01-01T00:51:36,Pío XII,Ferraz
11.68,2022-01-01T00:51:46,Puente de Ventas,Malasaña
16.85,2022-01-01T00:52:34,Glorieta de los Cuatro Caminos,Avenida de América 2
7.73,2022-01-01T00:52:51,Junta Municipal Retiro,Niño Jesús
0.5,2022-01-01T00:52:55,Alcalá,Alcalá
47.23,2022-01-01T00:53:00,Almadén,Camino Vinateros
0.58,2022-01-01T00:53:01,Conde de Casal,
4.78,2022-01-01T00:53:10,Derechos Humanos,Avenida Donostiarra
8.53,2022-01-01T00:53:23,Santa Engracia 14,Santa Engracia 14
9.98,2022-01-01T00:53:34,Mártires Concepcionistas,Marqués de Cubas
9.78,2022-01-01T00:53:50,Mártires Concepcionistas,Marqués de Cubas
11.7,2022-01-01T00:53:57,Pavones,Camino Vinateros
0.75,2022-01-01T00:53:58,Conde de Casal,
12.17,2022-01-01T00:54:06,Marqués de Corbera 52,Valderribas
5.17,2022-01-01T00:54:19,Metro Pirámides,Ermita Santo
5.97,2022-01-01T00:54:21,Alcalá,Plaza de las Salesas
42.87,2022-01-01T00:54:23,Sainz de Baranda,Puerta de Toledo
27.15,2022-01-01T00:54:32,Manuel Silvela,Huertas
26.95,2022-01-01T00:54:41,Manuel Silvela,Huertas
15.3,2022-01-01T00:54:42,Paseo de la Florida,Augusto Figueroa
16.18,2022-01-01T00:54:54,Paseo de la Florida,Augusto Figueroa
6.23,2022-01-01T00:55:13,Juan Martín,Valderribas
18.52,2022-01-01T00:55:15,Marqués de Vadillo,Retiro-Ibiza
0.33,2022-01-01T00:55:15,Puerta de Granada,Puerta de Granada
0.23,2022-01-01T00:55:34,Atocha B,Atocha B
7.48,2022-01-01T00:55:49,Puerta de Granada,Paseo de las Delicias
21.73,2022-01-01T00:56:07,Chamartín,Fernando el Católico
6.05,2022-01-01T00:56:17,Atocha B,Pedro Bosch
17.67,2022-01-01T00:56:18,Ayala,Castellana 164
25.65,2022-01-01T00:56:24,Ortega y Gasset 87,Remonta
24.17,2022-01-01T00:56:33,Ermita Santo,Barceló
8.47,2022-01-01T00:56:46,Niño Jesús,Plaza del Encuentro
12.62,2022-01-01T00:56:59,Metro Pirámides,Museo Reina Sofía
54.08,2022-01-01T00:56:59,Ortega y Gasset 87,San Germán 57
6.28,2022-01-01T00:57:29,Pedro Bosch,Plaza de los Astros
12.05,2022-01-01T00:57:51,Madrid Río-Yeserías,Museo Reina Sofía
22.53,2022-01-01T00:57:55,O'Donnell,Marqués de Vadillo
11.35,2022-01-01T00:57:57,Retiro-Ibiza,Miguel Moya
0.73,2022-01-01T00:58:05,Paseo de la Florida,Paseo de la Florida
23.43,2022-01-01T00:58:06,Santo Domingo,Estrecho
11.98,2022-01-01T00:58:14,Plaza de la Cebada,Sevilla
1.95,2022-01-01T00:58:16,Narváez,Puerta de Madrid
9.12,2022-01-01T00:58:30,Conde de Casal,Puerta del Doce de Octubre
22.43,2022-01-01T00:58:35,Embajadores 2,San Quintín
9.2,2022-01-01T00:58:51,Ayala,Antón Martín
1.13,2022-01-01T00:59:15,Altamirano,Altamirano
0.22,2022-01-01T00:59:23,Paseo de la Florida,Paseo de la Florida
3.9,2022-01-01T00:59:27,Ribera de Curtidores,Paseo Imperial
42.48,2022-01-01T00:59:55,San Delfín,Paseo de Moret
26.05,2022-01-01T01:00:02,Conde de Casal,Juan Bravo 50
0.27,2022-01-01T01:00:10,Paseo de la Florida,Paseo de la Florida
32.48,2022-01-01T01:00:27,Puente de Ventas,Gutierre de Cetina
11.72,2022-01-01T01:00:28,Jorge Juan,Puente de Vallecas
0.47,2022-01-01T01:00:28,San Delfín,San Delfín
11.92,2022-01-01T01:00:31,Santa Engracia 87,Orense 36
45.18,2022-01-01T01:00:33,Paseo de la Florida,Embajadores 2
0.22,2022-01-01T01:00:37,Puerta de Madrid,Puerta de Madrid
10.33,2022-01-01T01:00:40,Puerta del Doce de Octubre,Juan Martín
4.83,2022-01-01T01:00:46,Marroquina,Camino Vinateros
10.18,2022-01-01T01:00:51,Puerta del Doce de Octubre,Juan Martín
4.42,2022-01-01T01:00:58,Santo Domingo,Plaza de Juan Pujol
15.35,2022-01-01T01:01:04,Puerta de Madrid,Parque Santander
30.87,2022-01-01T01:01:12,Altamirano,Concordia
40.77,2022-01-01T01:01:40,San Delfín,Paseo de Moret
5.22,2022-01-01T01:01:45,San Bernardo,Plaza de San Miguel
11.05,2022-01-01T01:01:46,Castellana 164,María Francisca 1
9.55,2022-01-01T01:01:57,Bravo Murillo 44,Augusto Figueroa
7.75,2022-01-01T01:02:12,Altamirano,Plaza Ramales
0.18,2022-01-01T01:02:38,Valderribas,Valderribas
8.35,2022-01-01T01:02:58,Bravo Murillo 44,Augusto Figueroa
26.28,2022-01-01T01:03:14,Avenida Donostiarra,Plaza de San Francisco
8.0,2022-01-01T01:03:26,Valderribas,Doce de Octubre
15.13,2022-01-01T01:03:27,Parque Roma,San Hermenegildo
0.13,2022-01-01T01:03:39,Plaza de los Astros,Plaza de los Astros
13.4,2022-01-01T01:03:46,Paseo de la Esperanza,Concordia
11.6,2022-01-01T01:03:57,Plaza de los Astros,Juan Martín
0.98,2022-01-01T01:03:58,Avenida Brasilia,Avenida Brasilia
54.23,2022-01-01T01:04:10,Segovia 45,Palacio de Oriente
0.32,2022-01-01T01:04:11,Corazón de María,Corazón de María
15.62,2022-01-01T01:04:40,Corazón de María,Fuencarral
11.7,2022-01-01T01:04:40,San Bernardo,Moncloa
2.73,2022-01-01T01:04:43,Menéndez Pelayo,Conde de Casal
1.4,2022-01-01T01:04:44,Diego de león,Avenida de América 2
29.28,2022-01-01T01:04:58,Puerta de Toledo,Arcipreste de Hita A
16.67,2022-01-01T01:05:27,Diego de león,Fernando el Católico
3.6,2022-01-01T01:05:45,San Bernardo,Conde Duque
0.67,2022-01-01T01:06:14,Pablo Iglesias,Pablo Iglesias
6.7,2022-01-01T01:06:35,San Bernardo,Plaza de la Cebada
24.22,2022-01-01T01:06:56,Conde Peñalver,Concordia
15.48,2022-01-01T01:07:25,Legazpi,Paseo Imperial
11.98,2022-01-01T01:07:47,Pablo Iglesias,Moncloa
7.78,2022-01-01T01:08:05,Carlota O’Neill,Avenida Brasilia
15.95,2022-01-01T01:08:37,Colombia,Alcalá-Ventas
7.75,2022-01-01T01:09:00,Plaza de San Ildefonso,Conde de Romanones
25.78,2022-01-01T01:09:07,,
0.13,2022-01-01T01:09:12,Antonio Maura,Antonio Maura
6.67,2022-01-01T01:09:16,Embajadores-Cáceres,Madrid Río-Yeserías
17.08,2022-01-01T01:09:31,Paseo de la Castellana - Glorieta de Emilio Castelar,General Álvarez de Castro
0.6,2022-01-01T01:10:04,Antonio Maura,Antonio Maura
1456.87,2022-01-01T01:10:10,Retiro-Ibiza,Augusto Figueroa
5.12,2022-01-01T01:10:31,Gutierre de Cetina,Gutierre de Cetina
0.15,2022-01-01T01:11:08,Juan Martín,Juan Martín
8.93,2022-01-01T01:11:16,Antonio Maura,Plaza de Lavapiés
33.0,2022-01-01T01:11:30,Juan Martín,Embajadores-Cáceres
22.53,2022-01-01T01:11:35,Antón Martín,General Perón 1
17.17,2022-01-01T01:11:36,Puente de Vallecas,Colegio Arquitectos
0.25,2022-01-01T01:11:45,Diego de león,Diego de león
6.07,2022-01-01T01:11:50,Doctor Esquerdo-Hermosilla,Cartagena
55.68,2022-01-01T01:11:56,Plaza del Encuentro,San Andrés
55.57,2022-01-01T01:12:01,Plaza del Encuentro,San Andrés
0.28,2022-01-01T01:12:12,San Bernardo,San Bernardo
1.1,2022-01-01T01:12:22,Batalla del Salado,Batalla del Salado
4.77,2022-01-01T01:12:29,C.D. Concepción,Avenida Brasilia
16.02,2022-01-01T01:12:52,Juan Martín,Marqués de Vadillo
8.12,2022-01-01T01:12:53,Santa Engracia 14,Ventura Rodríguez
17.12,2022-01-01T01:13:09,Diego de león,Casa Encendida
0.37,2022-01-01T01:13:23,Parque Berlín,Parque Berlín
21.1,2022-01-01T01:13:37,Glorieta de los Cuatro Caminos,Puerta de Toledo
26.38,2022-01-01T01:13:37,Batalla del Salado,Pedro Rico
11.75,2022-01-01T01:14:05,Parque Berlín,Avenida Donostiarra
29.58,2022-01-01T01:14:06,Junta Municipal Retiro,Agustín de Betancourt
20.0,2022-01-01T01:14:08,Palacio de Deportes,O'Donnell
10.1,2022-01-01T01:14:21,Quintana,Plaza de la Cebada
38.18,2022-01-01T01:14:28,Reina Victoria,José Abascal
10.03,2022-01-01T01:14:29,Quintana,Plaza de la Cebada
0.27,2022-01-01T01:14:37,Plaza de los Astros,Plaza de los Astros
0.38,2022-01-01T01:15:41,Plaza de los Astros,Plaza de los Astros
51.82,2022-01-01T01:15:46,Sierra Toledana,San Andrés
9.87,2022-01-01T01:15:54,Huertas,San Delfín
5.65,2022-01-01T01:16:14,Puerta de Mariano de Cavia,Puente de Vallecas
9.95,2022-01-01T01:16:32,Jesús y María,Plaza de San Ildefonso
11.68,2022-01-01T01:16:33,General Pardiñas,Conde de Casal
17.75,2022-01-01T01:16:51,Gutierre de Cetina,Plaza de los Astros
8.65,2022-01-01T01:17:36,Conde Duque,Jesús y María
37.38,2022-01-01T01:18:07,Marroquina,Ventura Rodríguez
0.3,2022-01-01T01:18:52,Plaza de los Astros,Plaza de los Astros
15.3,2022-01-01T01:19:29,Santa María de la Cabeza,San Vicente Ferrer
9.52,2022-01-01T01:19:44,Marqués de Corbera 12,Camino Vinateros
12.72,2022-01-01T01:19:50,San Vicente Ferrer,Cuesta de Moyano
14.9,2022-01-01T01:19:54,Plaza de Castilla,Quevedo
21.08,2022-01-01T01:19:54,Antonio Maura,Delicias
10.48,2022-01-01T01:19:56,Plaza de San Miguel,Cuesta de Moyano
7.62,2022-01-01T01:19:57,Antonio Maura,Méndez Álvaro
24.25,2022-01-01T01:19:58,Alcalá-Ventas,Sevilla
6.18,2022-01-01T01:19:59,Legazpi,Madrid Río-Yeserías
8.15,2022-01-01T01:20:00,Atocha B,Paseo de la Esperanza
20.5,2022-01-01T01:20:07,Menéndez Pelayo,Puerta del Doce de Octubre
9.47,2022-01-01T01:20:08,Altamirano,Colegio Arquitectos
14.18,2022-01-01T01:20:11,Pintor Rosales,San Andrés
9.68,2022-01-01T01:21:03,María Francisca 1,General Pardiñas
5.28,2022-01-01T01:21:42,Puerta de Granada,Puerta del Doce de Octubre
0.2,2022-01-01T01:22:04,Almadén,Almadén
0.55,2022-01-01T01:22:12,Barceló,Barceló
6.63,2022-01-01T01:22:24,Almadén,Pedro Bosch
0.9,2022-01-01T01:22:37,Ayala,Ayala
9.75,2022-01-01T01:22:40,Niño Jesús,Plaza del Encuentro
15.53,2022-01-01T01:22:58,Juan Bravo 50,Alberto Alcocer
15.45,2022-01-01T01:23:05,Juan Bravo 50,Alberto Alcocer
4.8,2022-01-01T01:23:19,Glorieta de los Cuatro Caminos,Santa Engracia 87
4.87,2022-01-01T01:23:20,Glorieta de los Cuatro Caminos,Santa Engracia 87
0.33,2022-01-01T01:23:28,Conde de Romanones,Conde de Romanones
18.73,2022-01-01T01:23:34,Madrid Río-Yeserías,Arcipreste de Hita A
4.5,2022-01-01T01:24:11,Prosperidad,Prosperidad
18.38,2022-01-01T01:24:15,Ayala,Entrada Matadero
12.02,2022-01-01T01:24:28,Retiro-Ibiza,San Vicente Ferrer
15.53,2022-01-01T01:24:31,Jacometrezo,San Germán 5
29.38,2022-01-01T01:25:11,Altamirano,Plaza de Castilla 2
7.62,2022-01-01T01:25:22,Ortega y Gasset 87,Prosperidad
2899.57,2022-01-01T01:25:40,Doctor Lozano,Marqués de Vadillo
7.48,2022-01-01T01:25:51,Junta Municipal Retiro,Legazpi
1441.98,2022-01-01T01:25:59,Ibiza,Castellana frente a Hermanos Pinzón
0.25,2022-01-01T01:26:03,Jacinto Benavente,Jacinto Benavente
15.22,2022-01-01T01:26:18,Alcalá-Ventas,Puente de Ventas
8.32,2022-01-01T01:26:26,Parque Roma,Menéndez Pelayo
6.33,2022-01-01T01:26:33,Puente Praga,Plaza de San Francisco
2.8,2022-01-01T01:26:42,Juan Bravo 50,Juan Bravo 50
0.33,2022-01-01T01:26:43,Jacinto Benavente,Jacinto Benavente
0.25,2022-01-01T01:26:48,Plaza de la República Argentina,Plaza de la República Argentina
32.35,2022-01-01T01:26:55,Avenida Donostiarra,Sainz de Baranda
0.2,2022-01-01T01:26:58,López Pozas,López Pozas
0.35,2022-01-01T01:26:58,Puente de Vallecas,Puente de Vallecas
31.47,2022-01-01T01:26:58,Doctor Lozano,Madrid Río-Yeserías
30.15,2022-01-01T01:27:03,López Pozas,Camilo José Cela
0.45,2022-01-01T01:27:25,López Pozas,López Pozas
18.88,2022-01-01T01:27:37,Menéndez Pelayo,Santa Engracia 127
4.55,2022-01-01T01:27:48,Puente de Vallecas,Plaza de Juan Pujol
11.15,2022-01-01T01:28:06,Sainz de Baranda,Avenida Bruselas
0.53,2022-01-01T01:28:13,Juan Bravo 50,Juan Bravo 50
7.5,2022-01-01T01:28:15,López Pozas,Colombia
0.23,2022-01-01T01:28:21,Puerta de Toledo,Puerta de Toledo
0.18,2022-01-01T01:28:30,Palacio de Oriente,Palacio de Oriente
13.6,2022-01-01T01:28:45,Puerta de Toledo,Marqués de Vadillo
39.47,2022-01-01T01:29:17,San Andrés,Camino Vinateros
24.9,2022-01-01T01:29:33,Juan Bravo 50,Remonta
0.25,2022-01-01T01:30:06,Palacio de Oriente,Palacio de Oriente
4.85,2022-01-01T01:30:31,Prosperidad,Cartagena
7.75,2022-01-01T01:30:36,Embajadores-Cáceres,Plaza de Lavapiés
0.3,2022-01-01T01:30:37,Palacio de Oriente,Palacio de Oriente
16.53,2022-01-01T01:30:57,Cuatro Caminos 2,Augusto Figueroa
5.53,2022-01-01T01:31:18,Segovia 26,Paseo de la Florida
9.32,2022-01-01T01:31:25,Palacio de Oriente,Jaime el Conquistador
7.15,2022-01-01T01:31:32,Puente de Ventas,Derechos Humanos
5.88,2022-01-01T01:31:41,Antón Martín,Santa María de la Cabeza
22.78,2022-01-01T01:31:56,Derechos Humanos,Conde de Casal
50.18,2022-01-01T01:32:33,Plaza de la Cebada,Miguel Moya
14.27,2022-01-01T01:32:44,Huertas,Diego de León 52
8.2,2022-01-01T01:33:31,,
0.27,2022-01-01T01:33:47,Segovia 26,Segovia 26
12.07,2022-01-01T01:33:49,Prosperidad,Manuel Silvela
16.47,2022-01-01T01:34:16,Agustín de Betancourt,Plaza de San Ildefonso
15.85,2022-01-01T01:34:52,Jaime el Conquistador,Plaza de San Francisco
7.17,2022-01-01T01:35:01,Avenida Donostiarra,Diego de león
23.18,2022-01-01T01:35:25,Parque Roma,Menéndez Pelayo
6.92,2022-01-01T01:35:59,General Álvarez de Castro,Barceló
6.83,2022-01-01T01:36:03,General Álvarez de Castro,Barceló
6.55,2022-01-01T01:36:20,General Álvarez de Castro,Barceló
59.6,2022-01-01T01:36:32,San Hermenegildo,Paseo de la Florida
1.85,2022-01-01T01:36:39,Marqués de Zafra,Marqués de Zafra
17.0,2022-01-01T01:36:49,Quevedo,Cartagena
7.42,2022-01-01T01:36:50,Altamirano,San Bernardo
13.92,2022-01-01T01:36:50,Jaime el Conquistador,Plaza de San Francisco
5.9,2022-01-01T01:36:55,General Martínez Campos ,Diego de León 52
10094.33,2022-01-01T01:37:02,Plaza de Felipe II,Orense 12
1446.87,2022-01-01T01:37:04,Quevedo,Cartagena
16.23,2022-01-01T01:37:10,Quevedo,Cartagena
5.67,2022-01-01T01:37:12,Sainz de Baranda,Valderribas
9.07,2022-01-01T01:37:23,General Pardiñas,Quinta Fuente del Berro
4.52,2022-01-01T01:37:26,Plaza de la Independencia,Puerta del Doce de Octubre
0.13,2022-01-01T01:37:32,Plaza de San Juan de la Cruz,Plaza de San Juan de la Cruz
6.07,2022-01-01T01:37:49,Niño Jesús,Sainz de Baranda
