trip_minutes,unlock_date,unlock_station_name,lock_station_name
0.57,2022-12-01T00:05:39,161 - Paseo de la Florida,161 - Paseo de la Florida
9.28,2022-12-01T00:06:07,58 - Augusto Figueroa,42 - Santa Isabel
11.5,2022-12-01T00:06:32,161 - Paseo de la Florida,46 - Ribera de Curtidores
12.92,2022-12-01T00:07:00,58 - Augusto Figueroa,145 - Ortega y Gasset 87
8.92,2022-12-01T00:07:15,200 - Quevedo,31 - Calle Mayor
0.28,2022-12-01T00:07:24,93 - Plaza de Colón,93 - Plaza de Colón
8.82,2022-12-01T00:07:32,200 - Quevedo,132 - Glorieta de los Cuatro Caminos
4.65,2022-12-01T00:07:34,48 - Embajadores 2,120 - Palos de la Frontera
16.02,2022-12-01T00:07:37,200 - Quevedo,69 - Puerta del Ángel Caído
0.23,2022-12-01T00:07:42,81 - Cuesta de Moyano,81 - Cuesta de Moyano
6.48,2022-12-01T00:07:53,,
0.4,2022-12-01T00:07:54,65 - Antonio Maura,65 - Antonio Maura
0.25,2022-12-01T00:08:14,81 - Cuesta de Moyano,81 - Cuesta de Moyano
5.67,2022-12-01T00:08:29,2 - Miguel Moya,39 - Plaza de la Cebada
7.82,2022-12-01T00:08:33,27 - Huertas,53 - Plaza de Lavapiés
0.12,2022-12-01T00:08:55,241 - Camilo José Cela,241 - Camilo José Cela
1.92,2022-12-01T00:09:15,23 - Santo Domingo,23 - Santo Domingo
0.17,2022-12-01T00:09:20,241 - Camilo José Cela,241 - Camilo José Cela
12.68,2022-12-01T00:09:59,211 - Desengaño,121 - Santa María de la Cabeza
0.3,2022-12-01T00:10:50,130 - Santa Engracia 127,130 - Santa Engracia 127
11.02,2022-12-01T00:11:11,130 - Santa Engracia 127,17 - Carlos Cambronero
10.85,2022-12-01T00:11:18,130 - Santa Engracia 127,17 - Carlos Cambronero
11.35,2022-12-01T00:11:27,158 - Alberto Alcocer,204 - Cuatro Caminos 2
24.13,2022-12-01T00:11:35,54 - Barceló,67 - Almadén
12.73,2022-12-01T00:11:47,23 - Santo Domingo,213 - Glorieta de Cádiz
20.95,2022-12-01T00:11:58,201 - Canal,39 - Plaza de la Cebada
17.5,2022-12-01T00:12:08,163 - Paseo de la Esperanza,42 - Santa Isabel
9.07,2022-12-01T00:12:09,91 - Príncipe de Vergara,86 - Cibeles
0.23,2022-12-01T00:12:15,98 - Plaza de Felipe II,98 - Plaza de Felipe II
0.22,2022-12-01T00:12:16,201 - Canal,201 - Canal
0.15,2022-12-01T00:12:20,124 - Manuel Silvela,124 - Manuel Silvela
0.4,2022-12-01T00:12:44,124 - Manuel Silvela,124 - Manuel Silvela
14.07,2022-12-01T00:12:47,145 - Ortega y Gasset 87,33 - Carretas
0.27,2022-12-01T00:12:49,93 - Plaza de Colón,93 - Plaza de Colón
25.57,2022-12-01T00:12:51,98 - Plaza de Felipe II,166 - Segovia 26
11.28,2022-12-01T00:13:04,201 - Canal,54 - Barceló
24.22,2022-12-01T00:13:17,32 - Plaza de la Provincia,75 - Menéndez Pelayo
0.18,2022-12-01T00:13:32,158 - Alberto Alcocer,158 - Alberto Alcocer
11.17,2022-12-01T00:13:34,30 - San Quintín,236 - Paseo Imperial
11.28,2022-12-01T00:13:39,49 - Casa Encendida,166 - Segovia 26
10.48,2022-12-01T00:13:42,124 - Manuel Silvela,186 - General Pardiñas
5.35,2022-12-01T00:13:51,218 - Camino Vinateros,226 - Sierra Toledana
0.23,2022-12-01T00:13:51,60 - Plaza de la Independencia,60 - Plaza de la Independencia
20.43,2022-12-01T00:14:08,158 - Alberto Alcocer,9 - Plaza de San Miguel
0.17,2022-12-01T00:14:28,129 - José Abascal,129 - José Abascal
9.95,2022-12-01T00:15:07,16 - San Bernardo,27 - Huertas
16.87,2022-12-01T00:15:16,58 - Augusto Figueroa,238 - San Germán 5
0.23,2022-12-01T00:15:18,36 - Plaza Ramales,36 - Plaza Ramales
13.7,2022-12-01T00:15:30,129 - José Abascal,216 - Puerta del Ángel
13.58,2022-12-01T00:15:33,91 - Príncipe de Vergara,161 - Paseo de la Florida
22.08,2022-12-01T00:15:39,230 - Carlota O’Neill,74 - Puerta del Pacífico
10.35,2022-12-01T00:15:43,88 - Embajada de Italia,58 - Augusto Figueroa
1.07,2022-12-01T00:15:57,81 - Cuesta de Moyano,81 - Cuesta de Moyano
7.12,2022-12-01T00:16:06,51 - Ronda de Atocha,165 - Entrada Matadero
10.2,2022-12-01T00:16:10,12 - San Hermenegildo,236 - Paseo Imperial
10.83,2022-12-01T00:16:13,107 - Columela,165 - Entrada Matadero
0.25,2022-12-01T00:17:01,201 - Canal,201 - Canal
16.85,2022-12-01T00:17:03,17 - Carlos Cambronero,59 - Plaza de Juan Pujol
13.67,2022-12-01T00:17:15,176 - Beata,42 - Santa Isabel
12.62,2022-12-01T00:17:22,61 - Narváez,234 - Marqués de Corbera 52
0.12,2022-12-01T00:17:29,61 - Narváez,61 - Narváez
26.17,2022-12-01T00:17:32,206 - Metro Tetuán,99 - Alcántara
0.25,2022-12-01T00:17:38,201 - Canal,201 - Canal
19.63,2022-12-01T00:17:48,245 - Galileo,236 - Paseo Imperial
11.2,2022-12-01T00:18:09,61 - Narváez,234 - Marqués de Corbera 52
10.32,2022-12-01T00:18:21,36 - Plaza Ramales,45 - Puerta de Toledo
22.73,2022-12-01T00:18:24,177 - Legazpi,246 - Santa Engracia 87
7.43,2022-12-01T00:18:35,94 - Biblioteca Nacional,35 - Plaza del Cordón
1.0,2022-12-01T00:18:40,177 - Legazpi,177 - Legazpi
5.12,2022-12-01T00:19:19,7 - Hortaleza,246 - Santa Engracia 87
0.27,2022-12-01T00:19:36,20a - Banco de España A,20a - Banco de España A
0.4,2022-12-01T00:19:40,93 - Plaza de Colón,93 - Plaza de Colón
11.72,2022-12-01T00:19:43,8 - Alonso Martínez,245 - Galileo
6.43,2022-12-01T00:19:47,200 - Quevedo,112 - Paseo de Moret
7.22,2022-12-01T00:19:48,16 - San Bernardo,126 - General Álvarez de Castro
13.67,2022-12-01T00:20:02,181 - Retiro-Ibiza,166 - Segovia 26
7.62,2022-12-01T00:20:14,10 - Marqués de la Ensenada,55 - Plaza de San Ildefonso
20.65,2022-12-01T00:20:15,177 - Legazpi,246 - Santa Engracia 87
0.23,2022-12-01T00:20:19,111b - Arcipreste de Hita B,111b - Arcipreste de Hita B
13.07,2022-12-01T00:20:39,181 - Retiro-Ibiza,166 - Segovia 26
10.88,2022-12-01T00:20:57,111b - Arcipreste de Hita B,38 - Plaza de los Carros
8.42,2022-12-01T00:20:59,59 - Plaza de Juan Pujol,246 - Santa Engracia 87
8.53,2022-12-01T00:21:34,55 - Plaza de San Ildefonso,70 - Puerta del Doce de Octubre
44.15,2022-12-01T00:22:27,85 - Puerta de Madrid,85 - Puerta de Madrid
9.63,2022-12-01T00:22:33,86 - Cibeles,169 - Pirámides
8.32,2022-12-01T00:22:43,184 - Marqués de Zafra,82 - Niño Jesús
15.73,2022-12-01T00:22:53,154 - Orense 36,17 - Carlos Cambronero
24.28,2022-12-01T00:23:09,85 - Puerta de Madrid,85 - Puerta de Madrid
3.32,2022-12-01T00:23:14,50 - Museo Reina Sofía,172 - Delicias
24.3,2022-12-01T00:23:31,194 - Avenida de América 2,223 - Ermita Santo
41.72,2022-12-01T00:23:41,20a - Banco de España A,20a - Banco de España A
0.2,2022-12-01T00:24:06,3 - Plaza Conde Suchil,3 - Plaza Conde Suchil
26.2,2022-12-01T00:24:06,4 - Malasaña,115 - Ferraz
40.77,2022-12-01T00:24:16,51 - Ronda de Atocha,224 - Caramuel
11.47,2022-12-01T00:24:24,246 - Santa Engracia 87,85 - Puerta de Madrid
47.85,2022-12-01T00:24:27,51 - Ronda de Atocha,127 - Fernando el Católico
5.18,2022-12-01T00:24:41,3 - Plaza Conde Suchil,58 - Augusto Figueroa
11.98,2022-12-01T00:24:54,8 - Alonso Martínez,206 - Metro Tetuán
0.35,2022-12-01T00:25:32,123 - Guzmán el Bueno,123 - Guzmán el Bueno
8.8,2022-12-01T00:26:26,75 - Menéndez Pelayo,143 - Diego de León 52
0.23,2022-12-01T00:26:29,80a - Atocha A,80a - Atocha A
0.17,2022-12-01T00:26:43,123 - Guzmán el Bueno,123 - Guzmán el Bueno
13.3,2022-12-01T00:26:50,17 - Carlos Cambronero,223 - Ermita Santo
16.43,2022-12-01T00:27:03,80a - Atocha A,110 - Moncloa
6.53,2022-12-01T00:27:12,37 - Plaza de San Francisco,170 - Paseo de la Esperanza
7.9,2022-12-01T00:27:23,161 - Paseo de la Florida,59 - Plaza de Juan Pujol
17.1,2022-12-01T00:27:23,115 - Ferraz,184 - Marqués de Zafra
5.87,2022-12-01T00:27:29,37 - Plaza de San Francisco,170 - Paseo de la Esperanza
5.83,2022-12-01T00:27:44,37 - Plaza de San Francisco,170 - Paseo de la Esperanza
6.98,2022-12-01T00:27:46,128 - Cea Bermúdez,204 - Cuatro Caminos 2
10.85,2022-12-01T00:27:50,212 - Marqués de Vadillo,57 - Santa Cruz del Marcenado
21.25,2022-12-01T00:28:16,27 - Huertas,181 - Retiro-Ibiza
11.82,2022-12-01T00:28:27,116b - Plaza de España B,53 - Plaza de Lavapiés
7.22,2022-12-01T00:28:46,47 - Embajadores 1,176 - Beata
0.5,2022-12-01T00:29:15,7 - Hortaleza,7 - Hortaleza
0.8,2022-12-01T00:29:26,22 - Jacometrezo,22 - Jacometrezo
9.17,2022-12-01T00:29:39,51 - Ronda de Atocha,179 - Puente de Vallecas
1.37,2022-12-01T00:29:59,218 - Camino Vinateros,218 - Camino Vinateros
5.82,2022-12-01T00:30:03,201 - Canal,204 - Cuatro Caminos 2
6.33,2022-12-01T00:30:05,7 - Hortaleza,127 - Fernando el Católico
4.7,2022-12-01T00:30:35,37 - Plaza de San Francisco,163 - Paseo de la Esperanza
15.33,2022-12-01T00:30:43,107 - Columela,212 - Marqués de Vadillo
11.6,2022-12-01T00:30:50,31 - Calle Mayor,176 - Beata
20.37,2022-12-01T00:31:05,198 - Rubén Darío,236 - Paseo Imperial
18.07,2022-12-01T00:31:13,218 - Camino Vinateros,236 - Paseo Imperial
5.27,2022-12-01T00:31:19,116b - Plaza de España B,54 - Barceló
0.67,2022-12-01T00:31:27,59 - Plaza de Juan Pujol,59 - Plaza de Juan Pujol
4.17,2022-12-01T00:32:02,218 - Camino Vinateros,226 - Sierra Toledana
0.15,2022-12-01T00:32:24,135 - Plaza de San Juan de la Cruz,135 - Plaza de San Juan de la Cruz
0.18,2022-12-01T00:32:27,181 - Retiro-Ibiza,181 - Retiro-Ibiza
13.17,2022-12-01T00:32:29,181 - Retiro-Ibiza,179 - Puente de Vallecas
8.52,2022-12-01T00:32:45,181 - Retiro-Ibiza,75 - Menéndez Pelayo
12.1,2022-12-01T00:32:58,53 - Plaza de Lavapiés,116b - Plaza de España B
0.1,2022-12-01T00:33:08,57 - Santa Cruz del Marcenado,57 - Santa Cruz del Marcenado
1.55,2022-12-01T00:33:14,210 - Tres Cruces,210 - Tres Cruces
6.45,2022-12-01T00:33:18,23 - Santo Domingo,37 - Plaza de San Francisco
0.27,2022-12-01T00:34:02,50 - Museo Reina Sofía,50 - Museo Reina Sofía
6.78,2022-12-01T00:34:11,32 - Plaza de la Provincia,50 - Museo Reina Sofía
0.1,2022-12-01T00:34:20,116b - Plaza de España B,116b - Plaza de España B
21.98,2022-12-01T00:34:21,57 - Santa Cruz del Marcenado,118 - Juan Martín
6.97,2022-12-01T00:34:33,53 - Plaza de Lavapiés,236 - Paseo Imperial
0.22,2022-12-01T00:34:36,24 - Palacio de Oriente,24 - Palacio de Oriente
0.22,2022-12-01T00:34:42,198 - Rubén Darío,198 - Rubén Darío
11.57,2022-12-01T00:34:49,50 - Museo Reina Sofía,116a - Plaza de España A
6.3,2022-12-01T00:35:01,42 - Santa Isabel,80a - Atocha A
14.6,2022-12-01T00:35:06,144 - Juan Bravo 50,234 - Marqués de Corbera 52
1471.0,2022-12-01T00:35:06,210 - Tres Cruces,169 - Pirámides
3.15,2022-12-01T00:35:15,198 - Rubén Darío,246 - Santa Engracia 87
5.58,2022-12-01T00:35:30,55 - Plaza de San Ildefonso,34 - Jacinto Benavente
0.12,2022-12-01T00:35:45,116b - Plaza de España B,116b - Plaza de España B
10.18,2022-12-01T00:35:51,55 - Plaza de San Ildefonso,90 - General Pardiñas
1.17,2022-12-01T00:35:57,116b - Plaza de España B,116b - Plaza de España B
9.67,2022-12-01T00:36:17,55 - Plaza de San Ildefonso,90 - General Pardiñas
13.9,2022-12-01T00:36:48,48 - Embajadores 2,212 - Marqués de Vadillo
7.6,2022-12-01T00:36:54,53 - Plaza de Lavapiés,212 - Marqués de Vadillo
0.35,2022-12-01T00:36:59,43 - Jesús y María,43 - Jesús y María
0.32,2022-12-01T00:37:05,163 - Paseo de la Esperanza,163 - Paseo de la Esperanza
6.65,2022-12-01T00:37:25,34 - Jacinto Benavente,6 - Colegio Arquitectos
5.07,2022-12-01T00:37:40,43 - Jesús y María,171 - Embajadores-Cáceres
0.68,2022-12-01T00:37:47,163 - Paseo de la Esperanza,163 - Paseo de la Esperanza
8.2,2022-12-01T00:38:29,134 - Agustín de Betancourt,155 - San Germán 57
6.73,2022-12-01T00:38:39,39 - Plaza de la Cebada,12 - San Hermenegildo
8.82,2022-12-01T00:38:51,34 - Jacinto Benavente,121 - Santa María de la Cabeza
50.52,2022-12-01T00:39:28,163 - Paseo de la Esperanza,227 - Concordia
11.2,2022-12-01T00:39:29,199 - Fernando el Católico,38 - Plaza de los Carros
0.2,2022-12-01T00:39:56,65 - Antonio Maura,65 - Antonio Maura
6.28,2022-12-01T00:39:56,39 - Plaza de la Cebada,23 - Santo Domingo
10.78,2022-12-01T00:40:28,109 - Marqués de Salamanca,247 - Zurbano
20.02,2022-12-01T00:40:35,5 - Fuencarral,179 - Puente de Vallecas
30.42,2022-12-01T00:41:23,27 - Huertas,191 - Diego de león
0.22,2022-12-01T00:41:32,194 - Avenida de América 2,194 - Avenida de América 2
2897.35,2022-12-01T00:41:33,210 - Tres Cruces,185 - Quinta Fuente del Berro
6.77,2022-12-01T00:42:26,49 - Casa Encendida,212 - Marqués de Vadillo
14.47,2022-12-01T00:42:32,8 - Alonso Martínez,207 - Remonta
0.17,2022-12-01T00:42:38,163 - Paseo de la Esperanza,163 - Paseo de la Esperanza
14.68,2022-12-01T00:42:40,163 - Paseo de la Esperanza,173 - Puente Praga
1.5,2022-12-01T00:43:02,163 - Paseo de la Esperanza,47 - Embajadores 1
8.17,2022-12-01T00:43:02,176 - Beata,53 - Plaza de Lavapiés
0.27,2022-12-01T00:43:12,144 - Juan Bravo 50,144 - Juan Bravo 50
10.1,2022-12-01T00:43:14,216 - Puerta del Ángel,166 - Segovia 26
15.95,2022-12-01T00:43:16,216 - Puerta del Ángel,53 - Plaza de Lavapiés
0.08,2022-12-01T00:43:18,194 - Avenida de América 2,194 - Avenida de América 2
12.08,2022-12-01T00:43:22,109 - Marqués de Salamanca,173 - Puente Praga
3.85,2022-12-01T00:43:37,154 - Orense 36,206 - Metro Tetuán
14.3,2022-12-01T00:43:44,194 - Avenida de América 2,111a - Arcipreste de Hita A
8.53,2022-12-01T00:43:54,85 - Puerta de Madrid,8 - Alonso Martínez
0.25,2022-12-01T00:44:09,103 - Ortega y Gasset,103 - Ortega y Gasset
7.98,2022-12-01T00:44:10,178 - Junta Municipal Retiro,171 - Embajadores-Cáceres
9.83,2022-12-01T00:44:31,54 - Barceló,110 - Moncloa
3.28,2022-12-01T00:44:44,34 - Jacinto Benavente,53 - Plaza de Lavapiés
13.4,2022-12-01T00:45:08,33 - Carretas,203 - San Francisco de Sales
7.48,2022-12-01T00:45:19,54 - Barceló,117 - Altamirano
1.62,2022-12-01T00:45:36,38 - Plaza de los Carros,38 - Plaza de los Carros
5.88,2022-12-01T00:46:17,4 - Malasaña,117 - Altamirano
5.37,2022-12-01T00:47:11,161 - Paseo de la Florida,236 - Paseo Imperial
0.32,2022-12-01T00:47:29,68 - Espalter,68 - Espalter
8.42,2022-12-01T00:47:56,38 - Plaza de los Carros,18 - Plaza de Pedro Zerolo
6.92,2022-12-01T00:48:08,116a - Plaza de España A,166 - Segovia 26
4.63,2022-12-01T00:48:09,68 - Espalter,49 - Casa Encendida
22.58,2022-12-01T00:48:13,54 - Barceló,231 - Derechos Humanos
0.35,2022-12-01T00:48:28,216 - Puerta del Ángel,216 - Puerta del Ángel
15.47,2022-12-01T00:48:33,222 - Antonio López,42 - Santa Isabel
20.85,2022-12-01T00:49:00,216 - Puerta del Ángel,34 - Jacinto Benavente
9.92,2022-12-01T00:50:21,199 - Fernando el Católico,17 - Carlos Cambronero
4.45,2022-12-01T00:52:03,191 - Diego de león,241 - Camilo José Cela
6.55,2022-12-01T00:52:10,124 - Manuel Silvela,140 - Velázquez 130
22.03,2022-12-01T00:52:14,181 - Retiro-Ibiza,234 - Marqués de Corbera 52
8.48,2022-12-01T00:52:43,117 - Altamirano,56 - Plaza del Carmen
5.67,2022-12-01T00:53:02,34 - Jacinto Benavente,166 - Segovia 26
4.18,2022-12-01T00:53:34,181 - Retiro-Ibiza,126 - General Álvarez de Castro
7.9,2022-12-01T00:53:38,166 - Segovia 26,31 - Calle Mayor
12.5,2022-12-01T00:53:50,39 - Plaza de la Cebada,117 - Altamirano
7.65,2022-12-01T00:54:07,77 - Conde de Casal,50 - Museo Reina Sofía
0.63,2022-12-01T00:54:14,27 - Huertas,27 - Huertas
6.63,2022-12-01T00:54:23,177 - Legazpi,169 - Pirámides
13.65,2022-12-01T00:54:49,5 - Fuencarral,146 - María Francisca 1
44.88,2022-12-01T00:55:04,51 - Ronda de Atocha,233 - Marqués de Corbera 12
17.13,2022-12-01T00:55:08,27 - Huertas,120 - Palos de la Frontera
15.22,2022-12-01T00:55:29,160 - Colombia,201 - Canal
1.33,2022-12-01T00:56:31,106b - Colón B,93 - Plaza de Colón
6.3,2022-12-01T00:56:41,12 - San Hermenegildo,36 - Plaza Ramales
5.3,2022-12-01T00:57:16,39 - Plaza de la Cebada,236 - Paseo Imperial
13.97,2022-12-01T00:57:31,85 - Puerta de Madrid,164 - Paseo de las Delicias
8.12,2022-12-01T00:57:52,102 - Velázquez,178 - Junta Municipal Retiro
9.58,2022-12-01T00:57:52,236 - Paseo Imperial,176 - Beata
53.02,2022-12-01T00:57:54,188 - Puente de Ventas,167 - Segovia 45
0.25,2022-12-01T00:58:02,93 - Plaza de Colón,93 - Plaza de Colón
0.52,2022-12-01T00:58:04,181 - Retiro-Ibiza,181 - Retiro-Ibiza
4.9,2022-12-01T00:58:05,5 - Fuencarral,245 - Galileo
7.3,2022-12-01T00:58:28,39 - Plaza de la Cebada,212 - Marqués de Vadillo
1.67,2022-12-01T00:58:29,28 - Sevilla,28 - Sevilla
12.32,2022-12-01T00:58:32,107 - Columela,234 - Marqués de Corbera 52
6.6,2022-12-01T00:58:36,93 - Plaza de Colón,211 - Desengaño
7.83,2022-12-01T00:59:01,59 - Plaza de Juan Pujol,166 - Segovia 26
14.35,2022-12-01T00:59:27,181 - Retiro-Ibiza,123 - Guzmán el Bueno
8.68,2022-12-01T00:59:28,52 - Plaza de Santa Ana,216 - Puerta del Ángel
0.72,2022-12-01T00:59:50,12 - San Hermenegildo,12 - San Hermenegildo
10.15,2022-12-01T00:59:55,11 - San Andrés,132 - Glorieta de los Cuatro Caminos
7.73,2022-12-01T01:00:19,235 - Embajadores 191,222 - Antonio López
1497.8,2022-12-01T01:00:44,12 - San Hermenegildo,12 - San Hermenegildo
5.15,2022-12-01T01:01:11,12 - San Hermenegildo,199 - Fernando el Católico
6.43,2022-12-01T01:03:57,50 - Museo Reina Sofía,173 - Puente Praga
6.42,2022-12-01T01:04:21,45 - Puerta de Toledo,42 - Santa Isabel
1.57,2022-12-01T01:04:47,103 - Ortega y Gasset,103 - Ortega y Gasset
0.25,2022-12-01T01:05:40,52 - Plaza de Santa Ana,52 - Plaza de Santa Ana
9.68,2022-12-01T01:05:55,118 - Juan Martín,39 - Plaza de la Cebada
21.8,2022-12-01T01:06:14,121 - Santa María de la Cabeza,215 - Gutierre de Cetina
7.67,2022-12-01T01:06:17,53 - Plaza de Lavapiés,235 - Embajadores 191
15.13,2022-12-01T01:06:26,205 - Estrecho,217 - Pedro Rico
0.75,2022-12-01T01:06:34,103 - Ortega y Gasset,103 - Ortega y Gasset
3.83,2022-12-01T01:06:37,52 - Plaza de Santa Ana,9 - Plaza de San Miguel
8.87,2022-12-01T01:06:54,200 - Quevedo,205 - Estrecho
1.92,2022-12-01T01:07:17,142 - Castellana 42,198 - Rubén Darío
7.17,2022-12-01T01:08:36,127 - Fernando el Católico,204 - Cuatro Caminos 2
11.22,2022-12-01T01:08:58,58 - Augusto Figueroa,170 - Paseo de la Esperanza
8.18,2022-12-01T01:09:40,169 - Pirámides,170 - Paseo de la Esperanza
8.22,2022-12-01T01:09:44,58 - Augusto Figueroa,168 - Batalla del Salado
13.32,2022-12-01T01:09:45,59 - Plaza de Juan Pujol,212 - Marqués de Vadillo
19.28,2022-12-01T01:10:57,190 - Velázquez-Diego de León,177 - Legazpi
0.27,2022-12-01T01:11:27,88 - Embajada de Italia,88 - Embajada de Italia
12.53,2022-12-01T01:11:54,90 - General Pardiñas,189 - Avenida Donostiarra
4.57,2022-12-01T01:12:21,198 - Rubén Darío,7 - Hortaleza
14.17,2022-12-01T01:12:39,52 - Plaza de Santa Ana,213 - Glorieta de Cádiz
0.17,2022-12-01T01:12:43,39 - Plaza de la Cebada,39 - Plaza de la Cebada
15.12,2022-12-01T01:12:59,58 - Augusto Figueroa,121 - Santa María de la Cabeza
0.13,2022-12-01T01:13:15,39 - Plaza de la Cebada,39 - Plaza de la Cebada
0.25,2022-12-01T01:13:16,104 - Castellana,104 - Castellana
14.87,2022-12-01T01:13:44,58 - Augusto Figueroa,76 - Puerta de Mariano de Cavia
10.6,2022-12-01T01:13:47,97 - Alcalá,81 - Cuesta de Moyano
18.62,2022-12-01T01:14:55,104 - Castellana,104 - Castellana
37.38,2022-12-01T01:15:36,39 - Plaza de la Cebada,200 - Quevedo
16.05,2022-12-01T01:15:39,181 - Retiro-Ibiza,17 - Carlos Cambronero
10.28,2022-12-01T01:16:04,58 - Augusto Figueroa,216 - Puerta del Ángel
12.93,2022-12-01T01:16:27,156 - Sor Ángela de la Cruz,251 - Corazón de María
0.15,2022-12-01T01:17:14,129 - José Abascal,129 - José Abascal
0.12,2022-12-01T01:17:37,129 - José Abascal,129 - José Abascal
6.47,2022-12-01T01:17:57,55 - Plaza de San Ildefonso,127 - Fernando el Católico
11.9,2022-12-01T01:18:09,129 - José Abascal,43 - Jesús y María
6.73,2022-12-01T01:18:28,151 - Orense 12,205 - Estrecho
0.28,2022-12-01T01:18:41,151 - Orense 12,151 - Orense 12
6.15,2022-12-01T01:19:04,151 - Orense 12,205 - Estrecho
21.9,2022-12-01T01:19:32,86 - Cibeles,177 - Legazpi
3.23,2022-12-01T01:20:00,7 - Hortaleza,5 - Fuencarral
3.25,2022-12-01T01:20:04,7 - Hortaleza,5 - Fuencarral
0.15,2022-12-01T01:20:17,104 - Castellana,104 - Castellana
15.72,2022-12-01T01:21:27,11 - San Andrés,160 - Colombia
8.4,2022-12-01T01:22:40,170 - Paseo de la Esperanza,213 - Glorieta de Cádiz
17.35,2022-12-01T01:23:56,210 - Tres Cruces,205 - Estrecho
13.82,2022-12-01T01:25:20,33 - Carretas,181 - Retiro-Ibiza
10.12,2022-12-01T01:25:29,1a - Puerta del Sol A,182 - Parque Roma
22.48,2022-12-01T01:26:13,33 - Carretas,205 - Estrecho
18.22,2022-12-01T01:26:21,41 - Antón Martín,147 - Doctor Arce 45
0.37,2022-12-01T01:26:46,60 - Plaza de la Independencia,60 - Plaza de la Independencia
0.28,2022-12-01T01:28:37,256 - Reina Victoria,256 - Reina Victoria
13.1,2022-12-01T01:28:38,17 - Carlos Cambronero,204 - Cuatro Caminos 2
0.22,2022-12-01T01:29:19,256 - Reina Victoria,256 - Reina Victoria
10.2,2022-12-01T01:29:46,34 - Jacinto Benavente,172 - Delicias
2.02,2022-12-01T01:29:58,130 - Santa Engracia 127,130 - Santa Engracia 127
14.65,2022-12-01T01:30:30,256 - Reina Victoria,27 - Huertas
9.3,2022-12-01T01:30:31,86 - Cibeles,87 - Ayala
2882.93,2022-12-01T01:30:46,172 - Delicias,221 - Pavones
0.28,2022-12-01T01:31:11,35 - Plaza del Cordón,35 - Plaza del Cordón
0.12,2022-12-01T01:31:54,43 - Jesús y María,43 - Jesús y María
11.6,2022-12-01T01:32:09,55 - Plaza de San Ildefonso,39 - Plaza de la Cebada
0.23,2022-12-01T01:32:25,60 - Plaza de la Independencia,60 - Plaza de la Independencia
15.8,2022-12-01T01:32:25,130 - Santa Engracia 127,130 - Santa Engracia 127
20.12,2022-12-01T01:32:47,35 - Plaza del Cordón,180 - Méndez Álvaro
22.5,2022-12-01T01:33:24,43 - Jesús y María,207 - Remonta
0.25,2022-12-01T01:33:38,44 - Plaza de Nelson Mandela,44 - Plaza de Nelson Mandela
