trip_minutes,unlock_date,unlock_station_name,lock_station_name
11.4,2022-02-01T00:44:48,Santa Engracia 14,Menéndez Pelayo
12.75,2022-02-01T00:44:48,Alcalá-Ventas,Paseo de la Esperanza
0.13,2022-02-01T00:46:57,,
8.25,2022-02-01T00:47:09,Puerta de Toledo,San Hermenegildo
9.42,2022-02-01T00:47:27,Columela,General Martínez Campos 
5.5,2022-02-01T00:48:48,Delicias,Madrid Río-Yeserías
10.22,2022-02-01T00:49:09,General Álvarez de Castro,Raimundo Fernández
1.33,2022-02-01T00:49:56,,
5.72,2022-02-01T00:50:18,José Abascal,Orense 12
19.37,2022-02-01T00:51:52,Narváez,Cuatro Caminos 2
19.1,2022-02-01T00:52:00,Narváez,Cuatro Caminos 2
0.55,2022-02-01T00:54:50,Plaza de los Astros,Plaza de los Astros
59.07,2022-02-01T00:54:52,Remonta,Glorieta de Cádiz
19.83,2022-02-01T00:54:58,Remonta,Sainz de Baranda
6.6,2022-02-01T00:55:42,Plaza de los Astros,Jorge Juan
6.55,2022-02-01T00:56:49,Fuencarral,Parque Santander
18.27,2022-02-01T00:57:03,Santo Domingo,Sainz de Baranda
2.2,2022-02-01T00:57:17,Cibeles,Cibeles
4.25,2022-02-01T01:01:16,Puente de Vallecas,Conde de Casal
7.77,2022-02-01T01:02:20,Antón Martín,Pirámides
19.12,2022-02-01T01:03:55,Ventura Rodríguez,Camilo José Cela
37.68,2022-02-01T01:07:26,Barceló,Francos Rodríguez
18.92,2022-02-01T01:10:02,José María Pereda,Embajadores-Cáceres
15.2,2022-02-01T01:11:05,Méndez Álvaro,Caramuel
13.55,2022-02-01T01:11:28,Cuatro Caminos 2,Avenida de América 1
12.82,2022-02-01T01:11:35,Cuatro Caminos 2,Diego de león
6.35,2022-02-01T01:12:26,Cuesta de Moyano,Santa María de la Cabeza
3.33,2022-02-01T01:12:27,Paseo de la Esperanza,Puente Praga
6.1,2022-02-01T01:14:56,,
9.68,2022-02-01T01:16:11,Plaza de la Cebada,Legazpi
9.32,2022-02-01T01:17:19,Plaza de la Independencia,Diego de León 52
7.65,2022-02-01T01:18:04,Ortega y Gasset,Prosperidad
11.62,2022-02-01T01:18:05,Alonso Martínez,San Germán 57
5.9,2022-02-01T01:19:26,Espalter,Embajadores-Cáceres
1.95,2022-02-01T01:20:57,Delicias,Delicias
10.83,2022-02-01T01:21:20,Hortaleza,Cuatro Caminos 2
15.13,2022-02-01T01:22:32,General Pardiñas,Sierra Toledana
14.07,2022-02-01T01:22:35,Embajadores 191,Sierra Toledana
10.45,2022-02-01T01:23:05,Delicias,Concordia
13.58,2022-02-01T01:23:19,General Pardiñas,Concordia
5.0,2022-02-01T01:23:24,Retiro-Ibiza,Junta Municipal Retiro
10.95,2022-02-01T01:25:06,Rubén Darío,Reina Victoria
10.3,2022-02-01T01:25:31,Príncipe de Vergara,Junta Municipal Retiro
4.77,2022-02-01T01:25:46,Ribera de Curtidores,Ronda de Atocha
0.27,2022-02-01T01:27:13,Tres Cruces,Tres Cruces
0.15,2022-02-01T01:27:48,,
16.15,2022-02-01T01:28:19,Tres Cruces,Francos Rodríguez
0.27,2022-02-01T01:28:57,C.D. Concepción,
0.18,2022-02-01T01:29:30,Velázquez,Velázquez
0.18,2022-02-01T01:29:37,C.D. Concepción,
15.07,2022-02-01T01:30:05,Velázquez,Concordia
0.17,2022-02-01T01:30:14,C.D. Concepción,
25.85,2022-02-01T01:30:48,Conde de Romanones,Desengaño
3.72,2022-02-01T01:31:46,General Martínez Campos ,Quevedo
6.75,2022-02-01T01:32:26,General Martínez Campos ,Paseo de la Habana 42
9.52,2022-02-01T01:32:59,Plaza de Lavapiés,Beata
5.6,2022-02-01T01:36:01,Estrecho,Agustín de Betancourt
2.98,2022-02-01T01:37:31,Plaza de Pedro Zerolo,Plaza de Juan Pujol
12.4,2022-02-01T01:39:13,Ayala,Entrada Matadero
2.1,2022-02-01T01:40:06,Estrecho,Francos Rodríguez
9.38,2022-02-01T01:40:14,Jesús y María,Fernando el Católico
0.12,2022-02-01T01:41:42,,
11.23,2022-02-01T01:42:09,Valderribas,Ventas
7.18,2022-02-01T01:46:58,Jacinto Benavente,Marqués de Vadillo
4.92,2022-02-01T01:47:12,San Francisco de Sales,Glorieta de los Cuatro Caminos
18.68,2022-02-01T01:47:37,Castellana 42,Glorieta de Cádiz
14.67,2022-02-01T01:48:25,Madrid Río-Yeserías,Plaza de los Astros
0.12,2022-02-01T01:50:04,Fernando el Católico,Fernando el Católico
2.73,2022-02-01T01:52:41,Embajadores 2,Embajadores-Cáceres
10.45,2022-02-01T01:58:42,Cuesta de Moyano,Paseo de la Florida
1.17,2022-02-01T01:58:55,Plaza de Pedro Zerolo,Plaza de Pedro Zerolo
13.6,2022-02-01T02:00:21,Plaza de Pedro Zerolo,Madrid Río-Yeserías
16.3,2022-02-01T02:02:52,Paseo de la Florida,Quevedo
6.73,2022-02-01T02:03:50,General Álvarez de Castro,Cibeles
0.23,2022-02-01T02:04:00,Agustín de Betancourt,Agustín de Betancourt
12.37,2022-02-01T02:04:00,Glorieta de los Cuatro Caminos,Retiro-Ibiza
13.33,2022-02-01T02:04:02,Alonso Martínez,Junta Municipal Retiro
17.93,2022-02-01T02:04:29,Agustín de Betancourt,Ventas
19.02,2022-02-01T02:04:59,Orense 12,Paseo de la Esperanza
12.42,2022-02-01T02:07:30,Atocha A,Miguel Moya
7.77,2022-02-01T02:10:12,Puente de Vallecas,Camino Vinateros
8.07,2022-02-01T02:10:46,Augusto Figueroa,Altamirano
0.13,2022-02-01T02:11:10,,
0.1,2022-02-01T02:12:56,,
3.47,2022-02-01T02:14:10,,
6.73,2022-02-01T02:17:03,Tres Cruces,Tres Cruces
11.98,2022-02-01T02:23:00,Niño Jesús,
14.8,2022-02-01T02:23:47,Diego de León 52,Carlos Cambronero
4.48,2022-02-01T02:27:34,Santo Domingo,Plaza de Nelson Mandela
11.03,2022-02-01T02:28:42,Plaza de Juan Pujol,Parque Santander
10.48,2022-02-01T02:33:52,General Álvarez de Castro,Almadén
46.45,2022-02-01T02:38:02,,
0.2,2022-02-01T02:41:12,,
0.12,2022-02-01T02:41:41,,
5.77,2022-02-01T02:41:57,Carretas,San Vicente Ferrer
0.5,2022-02-01T02:42:19,,
9.18,2022-02-01T02:45:01,Cuatro Caminos 2,Carlos Cambronero
9.95,2022-02-01T02:50:15,Colegio Arquitectos,Parque Santander
12.03,2022-02-01T02:52:07,Plaza de San Miguel,Jaime el Conquistador
7.6,2022-02-01T02:54:10,Ronda de Atocha,Plaza de las Salesas
2.8,2022-02-01T02:54:58,Marqués de Vadillo,Pirámides
17.63,2022-02-01T02:55:43,San Hermenegildo,Torre Cepsa
3.08,2022-02-01T02:57:58,Pirámides,Puerta de Toledo
9.85,2022-02-01T03:01:17,Puerta de Toledo,Jesús y María
8.4,2022-02-01T03:02:23,Orense 12,Guzmán el Bueno
9.13,2022-02-01T03:03:05,Barceló,Altamirano
13.48,2022-02-01T03:06:24,José María Pereda,Velázquez 130
21.52,2022-02-01T03:11:13,Puerta del Sol A,Francos Rodríguez
8.4,2022-02-01T03:11:28,Jesús y María,Carretas
14.32,2022-02-01T03:14:11,Plaza de San Ildefonso,Puerta del Ángel
0.32,2022-02-01T03:18:01,Ortega y Gasset 87,Ortega y Gasset 87
0.23,2022-02-01T03:19:36,Ortega y Gasset 87,Ortega y Gasset 87
21.77,2022-02-01T03:20:23,Ortega y Gasset 87,Glorieta de Cádiz
2.07,2022-02-01T03:21:17,,Plaza de los Astros
0.45,2022-02-01T03:25:15,Santo Domingo,Santo Domingo
25.22,2022-02-01T03:25:34,Paseo de la Castellana - Glorieta de Emilio Castelar,Camino Vinateros
0.23,2022-02-01T03:26:18,Santo Domingo,Santo Domingo
18.85,2022-02-01T03:26:42,Quevedo,Avenida Donostiarra
5.25,2022-02-01T03:26:44,Santo Domingo,San Hermenegildo
16.5,2022-02-01T03:27:45,Orense 12,Retiro-Ibiza
13.9,2022-02-01T03:30:09,Ayala,Jaime el Conquistador
4.37,2022-02-01T03:34:29,Antón Martín,Plaza de Pedro Zerolo
6.87,2022-02-01T03:36:29,Paseo de la Castellana con Raimundo Fernández,Avenida de América 2
2.43,2022-02-01T03:39:10,,
6.32,2022-02-01T03:43:27,Orense 12,Pablo Iglesias
8.28,2022-02-01T03:49:37,Marqués de Corbera 52,O'Donnell
28.93,2022-02-01T03:49:52,Carretas,Santo Domingo
4.32,2022-02-01T03:51:57,Alonso Martínez,San Vicente Ferrer
10.37,2022-02-01T03:55:18,Avenida de América 2,Niño Jesús
3.22,2022-02-01T03:59:20,Plaza de Santa Ana,Cibeles
6.08,2022-02-01T04:09:28,Augusto Figueroa,Jacinto Benavente
58.05,2022-02-01T04:15:37,Puente de Vallecas,Cibeles
44.4,2022-02-01T04:15:45,Glorieta de Cádiz,O'Donnell
8.7,2022-02-01T04:16:11,Claudio Coello,Claudio Coello
8.63,2022-02-01T04:20:13,Plaza de Pedro Zerolo,Ferraz
11.85,2022-02-01T04:20:32,Plaza de San Miguel,General Pardiñas
22.75,2022-02-01T04:21:11,Santa María de la Cabeza,Colombia
5.68,2022-02-01T04:22:34,Plaza de Lavapiés,Embajadores-Cáceres
8.03,2022-02-01T04:22:40,Embajadores 1,Tres Cruces
0.13,2022-02-01T04:30:52,,
39.78,2022-02-01T04:32:00,Santo Domingo,Marqués de Vadillo
19.82,2022-02-01T04:38:07,Arcipreste de Hita A,Marqués de Corbera 12
0.13,2022-02-01T04:40:42,,
9.85,2022-02-01T04:41:26,Francos Rodríguez,Paseo de la Castellana con Raimundo Fernández
18.6,2022-02-01T04:51:44,Huertas,Plaza de la República Argentina
4.87,2022-02-01T04:52:19,Ferraz,Plaza de Juan Pujol
13.35,2022-02-01T04:54:39,San Germán 57,Avenida de América 2
3.23,2022-02-01T04:54:51,Jesús y María,Ronda de Atocha
12.63,2022-02-01T04:58:41,Estrecho,Diego de León 52
20.83,2022-02-01T05:00:27,Barceló,Doctor Lozano
11.7,2022-02-01T05:00:41,Barceló,Puerta de Toledo
26.13,2022-02-01T05:01:00,O'Donnell,Palacio de Oriente
6.2,2022-02-01T05:03:37,Plaza del Encuentro,Puente de Vallecas
12.33,2022-02-01T05:08:09,Plaza de Celenque A,Pedro Bosch
5.82,2022-02-01T05:08:48,Plaza de Celenque B,Cibeles
11.85,2022-02-01T05:09:35,Plaza de San Ildefonso,Plaza de la Cebada
7.93,2022-02-01T05:11:05,Puente de Vallecas,Palos de la Frontera
0.42,2022-02-01T05:11:41,Marqués de Corbera 12,Marqués de Corbera 12
23.82,2022-02-01T05:12:28,Marqués de Corbera 12,Plaza de Castilla
24.22,2022-02-01T05:13:14,Beata,Plaza de Castilla 2
18.38,2022-02-01T05:19:25,Avenida de América 1,Quintana
6.5,2022-02-01T05:19:33,Plaza del Cordón,Ferraz
53.58,2022-02-01T05:22:00,Estrecho,Plaza de San Ildefonso
7.38,2022-02-01T05:22:54,Sainz de Baranda,Antonio Maura
10.98,2022-02-01T05:23:00,Facultad Biología,Agustín de Betancourt
12.87,2022-02-01T05:24:01,Puerta de Toledo,Guzmán el Bueno
8.8,2022-02-01T05:25:36,Valderribas,Narváez
14.22,2022-02-01T05:27:28,Jaime el Conquistador,Augusto Figueroa
10.07,2022-02-01T05:27:46,Estrecho,San Vicente Ferrer
0.28,2022-02-01T05:27:49,Puerta del Ángel,Puerta del Ángel
19.8,2022-02-01T05:27:54,Estrecho,Plaza de Santa Ana
13.77,2022-02-01T05:28:47,Puerta del Ángel,Alonso Martínez
9.6,2022-02-01T05:29:00,Desengaño,Conde de Romanones
0.23,2022-02-01T05:29:31,Plaza de Nelson Mandela,Plaza de Nelson Mandela
6.4,2022-02-01T05:29:45,Puerta de Toledo,Atocha A
9.32,2022-02-01T05:30:54,Plaza de Nelson Mandela,Conde de Casal
10.78,2022-02-01T05:34:19,Mártires Concepcionistas,Augusto Figueroa
16.8,2022-02-01T05:34:49,Antonio López,Paseo de la Florida
15.48,2022-02-01T05:36:43,Claudio Coello,Entrada Matadero
11.35,2022-02-01T05:37:25,Concordia,Ibiza
11.85,2022-02-01T05:39:06,Concordia,Casa Encendida
16.38,2022-02-01T05:41:30,Prosperidad,Plaza de Castilla 2
8.92,2022-02-01T05:41:44,Paseo de las Delicias,Valderribas
8.13,2022-02-01T05:42:11,Avenida de América 2,Orense 12
10.48,2022-02-01T05:42:35,Santa Engracia 87,Carretas
0.38,2022-02-01T05:44:51,Embajadores 1,Embajadores 1
16.5,2022-02-01T05:44:52,Desengaño,Francos Rodríguez
12.8,2022-02-01T05:44:55,Guzmán el Bueno,Atocha B
10.52,2022-02-01T05:45:49,Embajadores 1,Paseo de la Florida
16.82,2022-02-01T05:45:56,José María Pereda,Tres Cruces
18.87,2022-02-01T05:47:31,General Álvarez de Castro,Embajadores 191
0.13,2022-02-01T05:47:44,Alcalá-Ventas,Alcalá-Ventas
9.97,2022-02-01T05:47:50,Plaza de San Francisco,Moncloa
19.05,2022-02-01T05:48:25,Alcalá-Ventas,Doctor Fleming
3.35,2022-02-01T05:49:32,Cartagena,Juan Bravo 50
8.12,2022-02-01T05:54:45,Santa Engracia 127,Biblioteca Nacional
4.78,2022-02-01T05:58:11,Prosperidad,Paseo de la Castellana con Raimundo Fernández
10.65,2022-02-01T06:00:44,Camilo José Cela,Paseo de la Castellana con Raimundo Fernández
14.42,2022-02-01T06:05:26,Puerta del Ángel,Antón Martín
11.12,2022-02-01T06:07:27,Avenida Donostiarra,Paseo de la Castellana con Raimundo Fernández
16.5,2022-02-01T06:08:33,Madrid Río-Yeserías,Velázquez-Diego de León
18.47,2022-02-01T06:08:55,Doctor Lozano,Paseo de la Esperanza
4.85,2022-02-01T06:13:49,Jaime el Conquistador,Embajadores 1
8.15,2022-02-01T06:13:54,Ermita Santo,Embajadores 1
44.73,2022-02-01T06:17:17,Plaza de San Ildefonso,Embajadores 2
14.42,2022-02-01T06:17:59,Plaza de las Salesas,Conde de Casal
5.63,2022-02-01T06:22:52,Cibeles,General Pardiñas
8.87,2022-02-01T06:23:48,Plaza de Felipe II,Plaza del Carmen 
14.17,2022-02-01T06:24:01,Conde de Casal,Rubén Darío
14.1,2022-02-01T06:24:14,Arcipreste de Hita B,Paseo de la Castellana con Raimundo Fernández
11.92,2022-02-01T06:25:47,Camilo José Cela,Sevilla
9.35,2022-02-01T06:26:59,Santa Engracia 87,Cibeles
12.83,2022-02-01T06:29:01,Avenida Brasilia,Doce de Octubre
6.6,2022-02-01T06:29:41,Puerta del Doce de Octubre,Cuesta de Moyano
8.05,2022-02-01T06:30:36,Guzmán el Bueno,Puerta del Sol B
0.22,2022-02-01T06:31:19,Orense 12,Orense 12
8.37,2022-02-01T06:31:23,Santa Engracia 127,Villanueva
17.82,2022-02-01T06:31:48,Embajadores-Cáceres,Arcipreste de Hita A
9.2,2022-02-01T06:31:50,Palacio de Deportes,Tres Cruces
16.17,2022-02-01T06:31:52,Embajadores 1,Velázquez 130
7.95,2022-02-01T06:32:03,Orense 12,Embajada de Italia
3.63,2022-02-01T06:32:11,,
14.13,2022-02-01T06:32:20,Arcipreste de Hita B,Palacio de Deportes
18.63,2022-02-01T06:33:39,Palacio de Oriente,Paseo de la Florida
16.03,2022-02-01T06:34:38,Avenida Donostiarra,Valderribas
19.15,2022-02-01T06:34:50,Puerta de Granada,Ventura Rodríguez
8.83,2022-02-01T06:35:06,Pedro Bosch,Atocha B
16.78,2022-02-01T06:36:27,Fernando el Católico,Doctor Esquerdo-Hermosilla
9.38,2022-02-01T06:36:37,Puerta de Madrid,Jacometrezo
7.97,2022-02-01T06:36:50,Marqués de Corbera 12,O'Donnell
22.25,2022-02-01T06:37:09,Puerta de Granada,Castellana 106
11.55,2022-02-01T06:37:27,Marqués de Zafra,Puerta del Sol A
3.5,2022-02-01T06:38:40,Diego de león,Conde Peñalver
9.6,2022-02-01T06:39:49,Prosperidad,Narváez
13.02,2022-02-01T06:39:54,Santa Engracia 127,Puerta de Madrid
5.72,2022-02-01T06:40:01,Puerta de Granada,Pío Baroja
0.27,2022-02-01T06:40:16,Príncipe de Vergara,Príncipe de Vergara
0.28,2022-02-01T06:41:02,Príncipe de Vergara,Príncipe de Vergara
12.57,2022-02-01T06:41:03,Plaza de San Ildefonso,Cea Bermúdez
0.2,2022-02-01T06:41:49,Príncipe de Vergara,Príncipe de Vergara
12.22,2022-02-01T06:41:59,Almadén,Caramuel
11.95,2022-02-01T06:42:10,Bravo Murillo 44,Juan Bravo 50
11.02,2022-02-01T06:42:17,Príncipe de Vergara,Atocha A
14.18,2022-02-01T06:42:22,Colombia,Plaza de las Salesas
9.87,2022-02-01T06:42:54,General Perón 1,Doctor Arce 45
14.65,2022-02-01T06:43:04,Antonio López,Plaza de San Francisco
11.55,2022-02-01T06:43:26,Plaza de Nelson Mandela,Glorieta de Cádiz
0.23,2022-02-01T06:44:22,Plaza de San Francisco,Plaza de San Francisco
0.32,2022-02-01T06:44:52,Plaza de San Francisco,Plaza de San Francisco
3.35,2022-02-01T06:45:27,Plaza de San Francisco,Plaza de Celenque A
27.62,2022-02-01T06:45:44,Pablo Iglesias,Glorieta de los Cuatro Caminos
9.7,2022-02-01T06:45:50,Antonio Maura,Valderribas
8.43,2022-02-01T06:46:11,Galileo,Plaza de Pedro Zerolo
7.92,2022-02-01T06:46:29,Marqués de Corbera 12,Alcántara
0.03,2022-02-01T06:46:30,Pío Baroja,Pío Baroja
8.7,2022-02-01T06:46:39,Paseo de las Delicias,Marqués de Cubas
28.23,2022-02-01T06:46:41,Francos Rodríguez,Méndez Álvaro
4.77,2022-02-01T06:46:47,Pío Baroja,Pío Baroja
9.53,2022-02-01T06:46:57,Pío Baroja,Puente de Ventas
20.77,2022-02-01T06:47:19,Cartagena,Hospital Clínico
16.72,2022-02-01T06:47:36,Cea Bermúdez,Alberto Alcocer
0.37,2022-02-01T06:48:03,José María Pereda,José María Pereda
4.97,2022-02-01T06:48:26,Doctor Esquerdo-Hermosilla,General Pardiñas
0.15,2022-02-01T06:48:31,Altamirano,Altamirano
15.3,2022-02-01T06:48:31,Museo Reina Sofía,Alcántara
14.3,2022-02-01T06:48:54,Paseo de las Delicias,Alcalá
0.15,2022-02-01T06:48:55,Altamirano,Altamirano
5.07,2022-02-01T06:49:05,Cuatro Caminos 2,Galileo
0.23,2022-02-01T06:49:18,José María Pereda,José María Pereda
7.98,2022-02-01T06:49:27,Altamirano,Desengaño
19.08,2022-02-01T06:49:55,José María Pereda,Ventura Rodríguez
0.13,2022-02-01T06:50:09,Plaza de San Francisco,Plaza de San Francisco
9.67,2022-02-01T06:50:13,Narváez,Velázquez 130
0.15,2022-02-01T06:50:31,Plaza de San Francisco,Plaza de San Francisco
2.73,2022-02-01T06:50:34,Ventura Rodríguez,Conde Duque
8.32,2022-02-01T06:50:45,Pedro Bosch,Huertas
0.18,2022-02-01T06:50:46,Plaza de San Francisco,Plaza de San Francisco
0.23,2022-02-01T06:51:09,Plaza de San Francisco,Plaza de San Francisco
0.17,2022-02-01T06:51:48,Plaza de San Francisco,Plaza de San Francisco
26.52,2022-02-01T06:51:50,Plaza de la Cebada,Torre Cepsa
0.17,2022-02-01T06:52:06,Plaza de San Francisco,Plaza de San Francisco
3.28,2022-02-01T06:52:23,Plaza de San Francisco,Plaza de San Miguel
7.03,2022-02-01T06:53:19,Marqués de Zafra,Avenida de América 2
0.32,2022-02-01T06:53:19,Madrid Río-Yeserías,Madrid Río-Yeserías
0.32,2022-02-01T06:53:44,Madrid Río-Yeserías,Madrid Río-Yeserías
0.23,2022-02-01T06:53:45,Cartagena,Cartagena
20.15,2022-02-01T06:53:46,Glorieta de Cádiz,Plaza de Felipe II
13.93,2022-02-01T06:54:14,Cartagena,López Pozas
0.28,2022-02-01T06:54:15,Madrid Río-Yeserías,Madrid Río-Yeserías
4.95,2022-02-01T06:55:35,Plaza de la Provincia,Paseo Imperial
5.23,2022-02-01T06:55:39,Santa Isabel,Plaza Ramales
4.83,2022-02-01T06:55:42,Plaza de Nelson Mandela,Jacometrezo
9.67,2022-02-01T06:55:42,General Pardiñas,Atocha A
4.68,2022-02-01T06:55:45,Madrid Río-Yeserías,Metro Pirámides
1.02,2022-02-01T06:56:04,Ermita Santo,Ermita Santo
15.9,2022-02-01T06:56:12,Plaza de San Miguel,Plaza de San Juan de la Cruz
20.52,2022-02-01T06:56:16,Avenida de América 2,Manuel Caldeiro
5.38,2022-02-01T06:56:35,José Abascal,Parque Santander
5.0,2022-02-01T06:57:07,Metro Pirámides,Ronda de Atocha
12.82,2022-02-01T06:57:18,Entrada Matadero,Atocha A
13.05,2022-02-01T06:57:18,Ermita Santo,Legazpi
14.53,2022-02-01T06:58:07,Parque Roma,Paseo de la Esperanza
26.5,2022-02-01T06:58:09,José María Pereda,Sor Ángela de la Cruz
