Provincia de origen;Provincia de origen;CCAA y provincia de destino;CCAA y provincia de destino;CCAA y provincia de destino;Concepto turístico;Periodo;Total
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2024M02;1.798
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2024M01;1.763
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M12;1.896
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M11;1.730
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M10;2.108
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M09;2.442
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M08;2.794
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M07;2.311
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M06;2.020
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M05;1.849
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M04;2.029
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M03;1.621
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M02;1.595
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2023M01;1.589
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M12;1.606
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M11;1.633
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M10;2.104
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M09;2.155
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M08;2.616
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M07;2.134
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M06;1.802
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M05;1.681
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M04;1.832
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M03;1.725
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M02;1.302
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2022M01;1.454
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M12;1.833
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M11;1.938
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M10;2.324
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M09;2.360
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M08;2.923
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M07;2.119
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M06;1.566
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M05;1.308
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M04;1.080
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M03;1.227
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M02;903
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2021M01;866
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M12;1.028
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M11;988
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M10;1.184
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M09;1.302
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M08;1.367
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M07;1.344
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M06;839
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M05;580
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M04;662
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M03;1.540
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M02;1.957
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2020M01;1.713
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2019M12;1.870
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2019M11;1.823
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2019M10;2.359
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2019M09;2.349
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2019M08;2.894
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2019M07;2.295
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2024M03;370
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2024M02;291
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2024M01;224
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M12;303
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M11;264
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M10;317
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M09;701
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M08;1.156
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M07;807
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M06;571
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M05;314
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M04;464
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M03;313
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M02;350
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2023M01;359
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M12;248
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M11;282
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M10;483
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M09;570
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M08;1.112
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M07;705
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M06;484
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M05;364
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M04;355
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M03;303
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M02;284
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2022M01;378
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M12;338
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M11;289
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M10;419
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M09;700
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M08;1.341
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M07;749
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M06;297
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M05;226
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M04;155
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M03;210
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M02;152
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2021M01;102
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M12;163
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M11;106
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M10;215
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M09;367
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M08;569
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M07;424
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M06;140
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M05;73
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M04;87
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M03;230
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M02;266
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2020M01;304
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2019M12;346
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2019M11;300
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2019M10;412
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2019M09;613
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2019M08;1.245
Total Nacional;Granada;Total Nacional;Aragón;Huesca;Turistas;2019M07;723
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2024M03;346
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2024M02;290
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2024M01;285
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M12;341
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M11;266
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M10;335
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M09;324
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M08;484
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M07;392
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M06;324
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M05;340
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M04;398
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M03;260
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M02;308
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2023M01;226
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M12;311
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M11;332
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M10;265
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M09;341
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M08;425
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M07;327
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M06;290
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M05;266
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M04;308
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M03;299
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M02;235
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2022M01;213
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M12;340
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M11;272
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M10;351
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M09;378
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M08;521
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M07;428
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M06;343
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M05;307
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M04;208
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M03;253
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M02;212
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2021M01;187
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M12;240
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M11;222
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M10;200
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M09;206
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M08;269
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M07;269
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M06;167
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M05;143
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M04;152
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M03;316
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M02;290
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2020M01;275
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2019M12;297
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2019M11;321
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2019M10;371
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2019M09;439
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2019M08;469
Total Nacional;Granada;Total Nacional;Aragón;Teruel;Turistas;2019M07;462
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2024M03;1.321
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2024M02;1.217
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2024M01;1.254
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M12;1.252
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M11;1.200
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M10;1.456
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M09;1.417
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M08;1.154
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M07;1.112
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M06;1.125
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M05;1.195
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M04;1.167
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M03;1.048
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M02;937
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2023M01;1.004
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M12;1.047
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M11;1.019
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M10;1.356
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M09;1.244
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M08;1.079
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M07;1.102
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M06;1.028
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M05;1.051
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M04;1.169
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M03;1.123
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M02;783
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2022M01;863
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M12;1.155
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M11;1.377
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M10;1.554
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M09;1.282
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M08;1.061
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M07;942
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M06;926
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M05;775
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M04;717
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M03;764
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M02;539
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2021M01;577
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M12;625
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M11;660
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M10;769
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M09;729
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M08;529
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M07;651
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M06;532
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M05;364
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M04;423
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M03;994
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M02;1.401
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2020M01;1.134
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2019M12;1.227
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2019M11;1.202
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2019M10;1.576
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2019M09;1.297
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2019M08;1.180
Total Nacional;Granada;Total Nacional;Aragón;Zaragoza;Turistas;2019M07;1.110
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2024M03;879
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2024M02;537
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2024M01;931
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M12;856
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M11;664
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M10;1.271
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M09;2.174
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M08;4.023
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M07;2.365
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M06;1.117
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M05;781
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M04;1.029
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M03;654
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M02;626
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2023M01;778
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2022M12;705
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2022M11;744
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2022M10;1.224
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2022M09;1.609
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2022M08;3.390
Total Nacional;Granada;Total Nacional;Asturias, Principado de;;Turistas;2022M07;2.301
