Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*;;
2020S018237;12/12/2020;15:30;CALL. SEPULVEDA / CALL. LUCERO;-;LATINA;Solo salida de la vía;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S018237;12/12/2020;15:30;CALL. SEPULVEDA / CALL. LUCERO;-;LATINA;Solo salida de la vía;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S018237;12/12/2020;15:30;CALL. SEPULVEDA / CALL. LUCERO;-;LATINA;Solo salida de la vía;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S018239;12/12/2020;15:20;CALL. JORGE JUAN / CALL. FUENTE DEL BERRO;-;SALAMANCA;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S018244;12/12/2020;14:50;CALL. DOCE DE OCTUBRE;28;RETIRO;Atropello a persona;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S018244;12/12/2020;14:50;CALL. DOCE DE OCTUBRE;28;RETIRO;Atropello a persona;Despejado;Turismo;Peatón;DE 60 A 64 AÑOS;Mujer;03;;
2020S018243;12/12/2020;14:30;AUTOV. A-6, PK 3.600;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S018243;12/12/2020;14:30;AUTOV. A-6, PK 3.600;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;;;
2020S018243;12/12/2020;14:30;AUTOV. A-6, PK 3.600;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;;;
2020S018243;12/12/2020;14:30;AUTOV. A-6, PK 3.600;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;;;
2020S018243;12/12/2020;14:30;AUTOV. A-6, PK 3.600;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;;;
2020S018243;12/12/2020;14:30;AUTOV. A-6, PK 3.600;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Mujer;;;
2020S018307;12/12/2020;13:05;CALL. TIMOTEO PEREZ RUBIO / AVDA. ENTREVIAS;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;;
2020S018307;12/12/2020;13:05;CALL. TIMOTEO PEREZ RUBIO / AVDA. ENTREVIAS;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S018304;12/12/2020;12:45;AVDA. ENTREVIAS / CALL. TIMOTEO PEREZ RUBIO;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14;;
2020S018304;12/12/2020;12:45;AVDA. ENTREVIAS / CALL. TIMOTEO PEREZ RUBIO;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Pasajero;DE 70 A 74 AÑOS;Mujer;14;;
2020S018304;12/12/2020;12:45;AVDA. ENTREVIAS / CALL. TIMOTEO PEREZ RUBIO;-;PUENTE DE VALLECAS;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;06;;
2020S018232;12/12/2020;12:35;CALL. GENERAL RICARDOS;45;CARABANCHEL;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;07;;
2020S018234;12/12/2020;12:25;CALL. THALER / CALL. CALDERILLA;-;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;;;
2020S018234;12/12/2020;12:25;CALL. THALER / CALL. CALDERILLA;-;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;;;
2020S018230;12/12/2020;12:11;CALL. PALOMARES / CALL. MARTINEZ SECO;-;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S018230;12/12/2020;12:11;CALL. PALOMARES / CALL. MARTINEZ SECO;-;VILLAVERDE;Colisión lateral;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;;;
2020S018230;12/12/2020;12:11;CALL. PALOMARES / CALL. MARTINEZ SECO;-;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S018230;12/12/2020;12:11;CALL. PALOMARES / CALL. MARTINEZ SECO;-;VILLAVERDE;Colisión lateral;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;;;
2020S018311;12/12/2020;12:00;AUTOV. M-30, +01100E;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S018311;12/12/2020;12:00;AUTOV. M-30, +01100E;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;;;
2020S018311;12/12/2020;12:00;AUTOV. M-30, +01100E;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S018228;12/12/2020;11:45;CALL. MARIA DE PORTUGAL / CALL. LEONOR DE AUSTRIA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S018228;12/12/2020;11:45;CALL. MARIA DE PORTUGAL / CALL. LEONOR DE AUSTRIA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;14;;
2020S018228;12/12/2020;11:45;CALL. MARIA DE PORTUGAL / CALL. LEONOR DE AUSTRIA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;03;;
2020S018308;12/12/2020;11:00;CALL. SUERO DE QUIÑONES;1;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DE 25 A 29 AÑOS;Hombre;14;;
2020S018308;12/12/2020;11:00;CALL. SUERO DE QUIÑONES;1;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Camión rígido;Pasajero;DE 30 A 34 AÑOS;Hombre;14;;
2020S018308;12/12/2020;11:00;CALL. SUERO DE QUIÑONES;1;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S018227;12/12/2020;10:50;CALL. TALCO / CALL. JOSE DEL PINO JIMENEZ;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;;;
2020S018227;12/12/2020;10:50;CALL. TALCO / CALL. JOSE DEL PINO JIMENEZ;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;;;
2020S018225;12/12/2020;10:35;CALL. REAL DE ARGANDA / AVDA. SANTA EUGENIA;-;VILLA DE VALLECAS;Colisión fronto-lateral;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S018225;12/12/2020;10:35;CALL. REAL DE ARGANDA / AVDA. SANTA EUGENIA;-;VILLA DE VALLECAS;Colisión fronto-lateral;;Furgoneta;Conductor;DE 40 A 44 AÑOS;Mujer;;;
2020S018268;12/12/2020;8:45;CALL. DOCTOR ESQUERDO / CALL. MONEDA;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;03;;
2020S018224;12/12/2020;7:30;CALL. PRINCESA, 89 Giro hacia los arcos de moncloa;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14;;
2020S018224;12/12/2020;7:30;CALL. PRINCESA, 89 Giro hacia los arcos de moncloa;-;MONCLOA-ARAVACA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;07;;
2020S018199;12/12/2020;3:00;AVDA. TRUEBA;38;CIUDAD LINEAL;Choque contra obstáculo fijo;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S018199;12/12/2020;3:00;AVDA. TRUEBA;38;CIUDAD LINEAL;Choque contra obstáculo fijo;;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;;;
2020S018199;12/12/2020;3:00;AVDA. TRUEBA;38;CIUDAD LINEAL;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;;;
2020S018184;12/12/2020;0:30;AVDA. GUARDIA;27;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S018188;12/12/2020;0:18;CALL. ARCOS DE JALON / CALL. POBLADURA DEL VALLE;-;SAN BLAS-CANILLEJAS;Solo salida de la vía;;Turismo;Conductor;DESCONOCIDA;;;;
2020S018196;12/12/2020;0:15;CALL. LEON FELIPE;4;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S018196;12/12/2020;0:15;CALL. LEON FELIPE;4;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;;;
2020S018196;12/12/2020;0:15;CALL. LEON FELIPE;4;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S018196;12/12/2020;0:15;CALL. LEON FELIPE;4;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DESCONOCIDA;;;;
2020S018196;12/12/2020;0:15;CALL. LEON FELIPE;4;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S018196;12/12/2020;0:15;CALL. LEON FELIPE;4;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S018180;12/12/2020;0:05;CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL;-;TETUÁN;Caída;Nublado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07;;
2020S018180;12/12/2020;0:05;CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL;-;TETUÁN;Caída;Nublado;Motocicleta hasta 125cc;Pasajero;DE 25 A 29 AÑOS;Mujer;14;;
2020S018185;12/12/2020;0:04;AVDA. PORTUGAL;159;LATINA;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S018185;12/12/2020;0:04;AVDA. PORTUGAL;159;LATINA;Colisión múltiple;Despejado;Autobús;Conductor;DE 60 A 64 AÑOS;Mujer;;;
2020S018185;12/12/2020;0:04;AVDA. PORTUGAL;159;LATINA;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;;;
2020S018185;12/12/2020;0:04;AVDA. PORTUGAL;159;LATINA;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S018369;13/12/2020;22:43;RONDA. TOLEDO;26;ARGANZUELA;Alcance;Se desconoce;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14;;
2020S018369;13/12/2020;22:43;RONDA. TOLEDO;26;ARGANZUELA;Alcance;Se desconoce;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07;;
2020S018369;13/12/2020;22:43;RONDA. TOLEDO;26;ARGANZUELA;Alcance;Se desconoce;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07;;
2020S018349;13/12/2020;22:30;AVDA. ALBUFERA;3;PUENTE DE VALLECAS;Choque contra obstáculo fijo;;Furgoneta;Conductor;DE 21 A 24 AÑOS;Hombre;;;
2020S018350;13/12/2020;22:13;CALL. POETA JOAN MARAGALL;1;TETUÁN;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S018480;13/12/2020;21:40;CALL. ILLESCAS;205;LATINA;Alcance;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S018480;13/12/2020;21:40;CALL. ILLESCAS;205;LATINA;Alcance;;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;;;
2020S018346;13/12/2020;21:29;CALL. PIRRA; 18A;SAN BLAS-CANILLEJAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07;;
2020S018344;13/12/2020;20:15;AVDA. CIUDAD DE BARCELONA;2;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;;;
2020S018344;13/12/2020;20:15;AVDA. CIUDAD DE BARCELONA;2;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;;;
2020S018341;13/12/2020;20:05;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. PONZANO;-;CHAMBERÍ;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;05;;
2020S018341;13/12/2020;20:05;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. PONZANO;-;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;14;;
2020S018348;13/12/2020;19:50;PASEO. FERNAN NUÑEZ / PASEO. VENEZUELA;-;RETIRO;Caída;Despejado;VMU eléctrico;Conductor;DE 21 A 24 AÑOS;Mujer;07;;
2020S018343;13/12/2020;19:40;CALL. JOSE DEL HIERRO / CALL. ARTURO SORIA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S018343;13/12/2020;19:40;CALL. JOSE DEL HIERRO / CALL. ARTURO SORIA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S018343;13/12/2020;19:40;CALL. JOSE DEL HIERRO / CALL. ARTURO SORIA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;06;;
2020S018338;13/12/2020;19:00;CALL. CLARA CAMPOAMOR;11;CARABANCHEL;Choque contra obstáculo fijo;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S018338;13/12/2020;19:00;CALL. CLARA CAMPOAMOR;11;CARABANCHEL;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;;;
2020S018339;13/12/2020;19:00;CALL. MAUDES;1;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;;;
2020S018339;13/12/2020;19:00;CALL. MAUDES;1;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S018336;13/12/2020;18:35;CALL. VELEZ MALAGA / CALL. LUIS BUÑUEL;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S018336;13/12/2020;18:35;CALL. VELEZ MALAGA / CALL. LUIS BUÑUEL;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;DE 45 A 49 AÑOS;Mujer;05;;
2020S018337;13/12/2020;18:25;AVDA. VENTISQUERO DE LA CONDESA / PSAJE. ANCIANOS;-;FUENCARRAL-EL PARDO;Colisión lateral;Se desconoce;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;14;;
2020S018337;13/12/2020;18:25;AVDA. VENTISQUERO DE LA CONDESA / PSAJE. ANCIANOS;-;FUENCARRAL-EL PARDO;Colisión lateral;Se desconoce;Turismo;Pasajero;DE 60 A 64 AÑOS;Hombre;14;;
2020S018337;13/12/2020;18:25;AVDA. VENTISQUERO DE LA CONDESA / PSAJE. ANCIANOS;-;FUENCARRAL-EL PARDO;Colisión lateral;Se desconoce;Autobús;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S018337;13/12/2020;18:25;AVDA. VENTISQUERO DE LA CONDESA / PSAJE. ANCIANOS;-;FUENCARRAL-EL PARDO;Colisión lateral;Se desconoce;Autobús;Pasajero;MAYOR DE 74 AÑOS;Mujer;01;;
2020S018342;13/12/2020;16:15;AUTOV. M-30, 03FL82;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;01;;
2020S018342;13/12/2020;16:15;AUTOV. M-30, 03FL82;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;01;;
2020S018333;13/12/2020;15:55;AVDA. DONOSTIARRA;12;CIUDAD LINEAL;Alcance;Nublado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14;;
2020S018333;13/12/2020;15:55;AVDA. DONOSTIARRA;12;CIUDAD LINEAL;Alcance;Nublado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;07;;
2020S018333;13/12/2020;15:55;AVDA. DONOSTIARRA;12;CIUDAD LINEAL;Alcance;Nublado;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;07;;
2020S018329;13/12/2020;15:55;CALL. RAFAEL FINAT / AVDA. LAS AGUILAS;-;LATINA;Colisión frontal;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;02;;
2020S018329;13/12/2020;15:55;CALL. RAFAEL FINAT / AVDA. LAS AGUILAS;-;LATINA;Colisión frontal;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;06;;
2020S018329;13/12/2020;15:55;CALL. RAFAEL FINAT / AVDA. LAS AGUILAS;-;LATINA;Colisión frontal;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;07;;
2020S018388;13/12/2020;15:54;CALL. CORAZON DE MARIA / CALL. CANILLAS;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;;
2020S018388;13/12/2020;15:54;CALL. CORAZON DE MARIA / CALL. CANILLAS;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Pasajero;DE 60 A 64 AÑOS;Mujer;14;;
2020S018388;13/12/2020;15:54;CALL. CORAZON DE MARIA / CALL. CANILLAS;-;CHAMARTÍN;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07;;
2020S018386;13/12/2020;15:45;CALL. BALBINA VALVERDE;26;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;;;
2020S018386;13/12/2020;15:45;CALL. BALBINA VALVERDE;26;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S019151;13/12/2020;15:10;CALL. JOSE IGNACIO AVILA;2;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;;;
2020S019151;13/12/2020;15:10;CALL. JOSE IGNACIO AVILA;2;HORTALEZA;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S018997;13/12/2020;14:15;AVDA. EL FERROL;2;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;14;;
2020S018997;13/12/2020;14:15;AVDA. EL FERROL;2;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;01;;
2020S018429;13/12/2020;13:10;CALL. MARIA TUBAU;12;FUENCARRAL-EL PARDO;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 18 A 20 AÑOS;Hombre;07;;
2020S018323;13/12/2020;12:40;CALL. VELAZQUEZ / CALL. GOYA;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14;;
2020S018323;13/12/2020;12:40;CALL. VELAZQUEZ / CALL. GOYA;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;02;;
2020S018323;13/12/2020;12:40;CALL. VELAZQUEZ / CALL. GOYA;-;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;14;;
2020S018321;13/12/2020;12:00;CALL. FERREIRA;1;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S018321;13/12/2020;12:00;CALL. FERREIRA;1;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S018361;13/12/2020;11:25;CALL. ISLA DE TABARCA;46;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S018366;13/12/2020;11:10;PQUE. MADRID RIO, +00320I;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S018366;13/12/2020;11:10;PQUE. MADRID RIO, +00320I;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Hombre;07;;
2020S018382;13/12/2020;10:55;CALL. HIGUERAS;3;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S018382;13/12/2020;10:55;CALL. HIGUERAS;3;LATINA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;02;;
2020S018316;13/12/2020;10:30;CALL. EUGENIA DE MONTIJO / AVDA. DOCTOR ARCE;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S018316;13/12/2020;10:30;CALL. EUGENIA DE MONTIJO / AVDA. DOCTOR ARCE;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;07;;
2020S018316;13/12/2020;10:30;CALL. EUGENIA DE MONTIJO / AVDA. DOCTOR ARCE;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;;DE 55 A 59 AÑOS;Mujer;07;;
2020S018319;13/12/2020;8:50;CALL. ENCOMIENDA DE PALACIOS;221;MORATALAZ;Colisión frontal;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S018319;13/12/2020;8:50;CALL. ENCOMIENDA DE PALACIOS;221;MORATALAZ;Colisión frontal;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S018371;13/12/2020;8:10;AUTOV. M-30, +02000I;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S018547;13/12/2020;2:10;CALL. FERROVIARIOS;69;USERA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S018547;13/12/2020;2:10;CALL. FERROVIARIOS;69;USERA;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S018286;13/12/2020;1:45;CALL. DIEGO DE LEON;44;SALAMANCA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;03;;
2020S018281;13/12/2020;1:15;AVDA. AMERICA / AUTOV. M-30;-;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S018293;13/12/2020;1:05;CTRA. HUMERA / CALL. RIAZA;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;02;;
2020S018275;13/12/2020;0:45;CRA. SAN FRANCISCO;10;CENTRO;Alcance;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Mujer;;;
2020S018275;13/12/2020;0:45;CRA. SAN FRANCISCO;10;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Mujer;;;
2020S018313;13/12/2020;0:45;AUTOV. M-30, +00400I P.K. 3,500;-;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;01;;
2020S018296;13/12/2020;0:20;CALL. SANTA JULIANA / CALL. TENERIFE;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;;
2020S018296;13/12/2020;0:20;CALL. SANTA JULIANA / CALL. TENERIFE;-;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S018419;13/12/2020;0:15;AVDA. MONFORTE DE LEMOS;183;FUENCARRAL-EL PARDO;Caída;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S018419;13/12/2020;0:15;AVDA. MONFORTE DE LEMOS;183;FUENCARRAL-EL PARDO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;05;;
2020S018276;13/12/2020;0:05;CALL. GENERAL RICARDOS / CALL. CLARA CAMPOAMOR;-;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S018276;13/12/2020;0:05;CALL. GENERAL RICARDOS / CALL. CLARA CAMPOAMOR;-;CARABANCHEL;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S018409;14/12/2020;23:05;CALL. JULIAN CAMARILLO; 4A;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;06;;
2020S018406;14/12/2020;22:40;AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE;-;BARAJAS;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S018464;14/12/2020;21:55;AVDA. HISPANIDAD / PLAZA. TRES ESQUINAS;-;BARAJAS;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;02;;
2020S018464;14/12/2020;21:55;AVDA. HISPANIDAD / PLAZA. TRES ESQUINAS;-;BARAJAS;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;06;;
2020S018475;14/12/2020;21:55;CALL. ALCALA;474;SAN BLAS-CANILLEJAS;Caída;Lluvia débil;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;06;;
2020S018476;14/12/2020;21:45;PASEO. ESPERANZA / CALL. GARGANTILLA;-;ARGANZUELA;Atropello a persona;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S018476;14/12/2020;21:45;PASEO. ESPERANZA / CALL. GARGANTILLA;-;ARGANZUELA;Atropello a persona;Lluvia débil;Turismo;Peatón;DE 50 A 54 AÑOS;Hombre;07;;
2020S018493;14/12/2020;21:40;CALL. COLLADO DE MARICHIVA;2;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;;;
