Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*;;
2020S002198;30/01/2020;11:20;CALL. JORGE JUAN;89;SALAMANCA;Atropello a persona;Nublado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;;
2020S002198;30/01/2020;11:20;CALL. JORGE JUAN;89;SALAMANCA;Atropello a persona;Nublado;Turismo;Peatón;DE 40 A 44 AÑOS;Hombre;07;;
2020S002194;30/01/2020;11:15;CALL. ARRASTARIA;11;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S002194;30/01/2020;11:15;CALL. ARRASTARIA;11;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;;
2020S002195;30/01/2020;11:15;AVDA. GENERAL PERON / CALL. AVIADOR ZORITA;-;TETUÁN;Atropello a persona;Nublado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14;;
2020S002195;30/01/2020;11:15;AVDA. GENERAL PERON / CALL. AVIADOR ZORITA;-;TETUÁN;Atropello a persona;Nublado;Turismo;Peatón;MAYOR DE 74 AÑOS;Hombre;06;;
2020S002196;30/01/2020;10:25;AUTOV. M-30, KM 5,100 CALZADA 1;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S002196;30/01/2020;10:25;AUTOV. M-30, KM 5,100 CALZADA 1;-;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;DE 15 A 17 AÑOS;Hombre;14;;
2020S002196;30/01/2020;10:25;AUTOV. M-30, KM 5,100 CALZADA 1;-;SALAMANCA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Mujer;01;;
2020S002193;30/01/2020;10:25;AVDA. PIO XII, 92 (Túnel subterráneo);-;CHAMARTÍN;Colisión frontal;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;04;;
2020S002193;30/01/2020;10:25;AVDA. PIO XII, 92 (Túnel subterráneo);-;CHAMARTÍN;Colisión frontal;Despejado;Autobús;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S002193;30/01/2020;10:25;AVDA. PIO XII, 92 (Túnel subterráneo);-;CHAMARTÍN;Colisión frontal;Despejado;Camión rígido;Conductor;DE 25 A 29 AÑOS;Hombre;14;;
2020S002193;30/01/2020;10:25;AVDA. PIO XII, 92 (Túnel subterráneo);-;CHAMARTÍN;Colisión frontal;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S002192;30/01/2020;9:59;PASEO. RECOLETOS / CALL. PRIM;-;CENTRO;Colisión fronto-lateral;Nublado;Furgoneta;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S002192;30/01/2020;9:59;PASEO. RECOLETOS / CALL. PRIM;-;CENTRO;Colisión fronto-lateral;Nublado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;06;;
2020S002560;30/01/2020;9:55;AUTOV. A-42, +00500E;-;USERA;Alcance;Nublado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14;;
2020S002560;30/01/2020;9:55;AUTOV. A-42, +00500E;-;USERA;Alcance;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07;;
2020S002560;30/01/2020;9:55;AUTOV. A-42, +00500E;-;USERA;Alcance;Nublado;Furgoneta;Conductor;DE 60 A 64 AÑOS;Hombre;14;;
2020S002675;30/01/2020;8:40;PASEO. CASTELLANA;56;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;;;
2020S002675;30/01/2020;8:40;PASEO. CASTELLANA;56;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;;;
2020S002200;30/01/2020;8:10;13E TPXI 1220 TUNEL SALIDA PIO XII;-;TETUÁN;Alcance;Nublado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S002200;30/01/2020;8:10;13E TPXI 1220 TUNEL SALIDA PIO XII;-;TETUÁN;Alcance;Nublado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S002185;30/01/2020;5:55;CALL. BENJAMIN;10;TETUÁN;Otro;Despejado;Furgoneta;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S002183;30/01/2020;3:15;CALL. ISLA DE OZA / CALL. FEDERICO CARLOS SAINZ DE ROBLES;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;;
2020S002183;30/01/2020;3:15;CALL. ISLA DE OZA / CALL. FEDERICO CARLOS SAINZ DE ROBLES;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;;;
2020S002182;30/01/2020;2:20;CALL. ANDRES MELLADO;72;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002182;30/01/2020;2:20;CALL. ANDRES MELLADO;72;CHAMBERÍ;Colisión múltiple;Despejado;Furgoneta;Conductor;DESCONOCIDA;;;;
2020S002182;30/01/2020;2:20;CALL. ANDRES MELLADO;72;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002178;30/01/2020;1:10;AVDA. DAROCA / CALL. MARCELINO ALVAREZ;-;CIUDAD LINEAL;Choque contra obstáculo fijo;;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S002541;30/01/2020;0:45;PLAZA. SAN MARTIN / PLAZA. SAN MARTIN;-;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;02;;
2020S002248;31/01/2020;23:28;CALL. MARTINEZ DE LA RIVA / CALL. PUERTO ALTO;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S002518;31/01/2020;23:20;PLAZA. SANTA MARIA SOLEDAD TORRES ACOSTA;2;CENTRO;Otro;;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;;;
2020S002518;31/01/2020;23:20;PLAZA. SANTA MARIA SOLEDAD TORRES ACOSTA;2;CENTRO;Otro;;Turismo;Conductor;DESCONOCIDA;;;;
2020S002568;31/01/2020;22:50;CALL. SANTA ENGRACIA / GTA. CUATRO CAMINOS;-;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;;;
2020S002568;31/01/2020;22:50;CALL. SANTA ENGRACIA / GTA. CUATRO CAMINOS;-;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;;;
2020S002719;31/01/2020;21:32;CALL. HIGUERAS / CALL. CEBREROS;-;LATINA;Otro;;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S002821;31/01/2020;21:20;AUTOV. M-30, +03140E;-;FUENCARRAL-EL PARDO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 60 A 64 AÑOS;Hombre;;;
2020S002246;31/01/2020;21:20;CALL. CEBREROS;62;LATINA;Atropello a persona;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14;;
2020S002246;31/01/2020;21:20;CALL. CEBREROS;62;LATINA;Atropello a persona;Despejado;Turismo;Peatón;DE 70 A 74 AÑOS;Mujer;03;;
2020S002502;31/01/2020;21:10;AUTOV. M-30, 8,400 Interior Lateral;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;;
2020S002502;31/01/2020;21:10;AUTOV. M-30, 8,400 Interior Lateral;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;;;
2020S002502;31/01/2020;21:10;AUTOV. M-30, 8,400 Interior Lateral;-;RETIRO;Alcance;Despejado;Turismo;Pasajero;DE 60 A 64 AÑOS;Mujer;;;
2020S002486;31/01/2020;21:00;CALL. INOCENTA DE MESA / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S002486;31/01/2020;21:00;CALL. INOCENTA DE MESA / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Nublado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;07;;
2020S002450;31/01/2020;20:45;CALL. JOSE RIZAL;1;HORTALEZA;Atropello a persona;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002450;31/01/2020;20:45;CALL. JOSE RIZAL;1;HORTALEZA;Atropello a persona;Despejado;Turismo;Peatón;DE 30 A 34 AÑOS;Hombre;07;;
2020S002247;31/01/2020;20:30;CALL. CARCASTILLO;11;CARABANCHEL;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S002247;31/01/2020;20:30;CALL. CARCASTILLO;11;CARABANCHEL;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S002245;31/01/2020;20:30;CALL. JOSE SILVA;9;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S002245;31/01/2020;20:30;CALL. JOSE SILVA;9;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Todo terreno;Conductor;DE 30 A 34 AÑOS;Mujer;;;
2020S002245;31/01/2020;20:30;CALL. JOSE SILVA;9;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002491;31/01/2020;20:15;CALL. HERMANOS GOMEZ / CALL. FRANCISCO VILLAESPESA;-;CIUDAD LINEAL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;14;;
2020S002434;31/01/2020;19:53;CALL. PRINCIPE DE VERGARA / PLAZA. REPUBLICA DOMINICANA;-;CHAMARTÍN;Atropello a animal;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S002434;31/01/2020;19:53;CALL. PRINCIPE DE VERGARA / PLAZA. REPUBLICA DOMINICANA;-;CHAMARTÍN;Atropello a animal;;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;;;
2020S002308;31/01/2020;19:45;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. PONZANO;-;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S002507;31/01/2020;19:45;AUTOV. M-30, +01120I;-;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S002507;31/01/2020;19:45;AUTOV. M-30, +01120I;-;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S002902;31/01/2020;19:45;CALL. SINESIO DELGADO / AVDA. ASTURIAS;-;TETUÁN;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S002902;31/01/2020;19:45;CALL. SINESIO DELGADO / AVDA. ASTURIAS;-;TETUÁN;Alcance;Despejado;Ciclomotor;Conductor;DE 55 A 59 AÑOS;Hombre;02;;
2020S002501;31/01/2020;19:00;AUTOV. M-30, PK 8,600 CALZADA 2 CENTRAL;-;MORATALAZ;Otro;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07;;
2020S002616;31/01/2020;18:50;AUTOV. M-30, CALZADA 2ª PK.20,100;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S002616;31/01/2020;18:50;AUTOV. M-30, CALZADA 2ª PK.20,100;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S002307;31/01/2020;18:30;CALL. PUERTO DE ARLABAN;22;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;14;;
2020S002307;31/01/2020;18:30;CALL. PUERTO DE ARLABAN;22;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;05;;
2020S002307;31/01/2020;18:30;CALL. PUERTO DE ARLABAN;22;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;05;;
2020S002307;31/01/2020;18:30;CALL. PUERTO DE ARLABAN;22;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002307;31/01/2020;18:30;CALL. PUERTO DE ARLABAN;22;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002307;31/01/2020;18:30;CALL. PUERTO DE ARLABAN;22;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002307;31/01/2020;18:30;CALL. PUERTO DE ARLABAN;22;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002730;31/01/2020;18:30;PASEO. RECOLETOS;1;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S002730;31/01/2020;18:30;PASEO. RECOLETOS;1;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S002730;31/01/2020;18:30;PASEO. RECOLETOS;1;CENTRO;Alcance;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Mujer;02;;
2020S002730;31/01/2020;18:30;PASEO. RECOLETOS;1;CENTRO;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;14;;
2020S002462;31/01/2020;18:20;CALL. GOYA;35;SALAMANCA;Choque contra obstáculo fijo;;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S002633;31/01/2020;17:51;AUTOV. CALLE 30 15 XC 56;-;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Vehículo articulado;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S002633;31/01/2020;17:51;AUTOV. CALLE 30 15 XC 56;-;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S002457;31/01/2020;17:40;CALL. CASTROJERIZ / AVDA. PLAZA DE TOROS;-;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S002457;31/01/2020;17:40;CALL. CASTROJERIZ / AVDA. PLAZA DE TOROS;-;CARABANCHEL;Alcance;Despejado;Otros vehículos con motor;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S002458;31/01/2020;17:30;CALL. COBRE;1;ARGANZUELA;Colisión frontal;;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14;;
2020S002458;31/01/2020;17:30;CALL. COBRE;1;ARGANZUELA;Colisión frontal;;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S002435;31/01/2020;17:05;CALL. PEZ VOLADOR / CALL. DOCTOR ESQUERDO;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;07;;
2020S002435;31/01/2020;17:05;CALL. PEZ VOLADOR / CALL. DOCTOR ESQUERDO;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Mujer;14;;
2020S002435;31/01/2020;17:05;CALL. PEZ VOLADOR / CALL. DOCTOR ESQUERDO;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14;;
2020S002435;31/01/2020;17:05;CALL. PEZ VOLADOR / CALL. DOCTOR ESQUERDO;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;14;;
2020S002456;31/01/2020;17:00;CALL. MARIA DE MOLINA;46;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;;;
2020S002456;31/01/2020;17:00;CALL. MARIA DE MOLINA;46;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Mujer;;;
2020S002456;31/01/2020;17:00;CALL. MARIA DE MOLINA;46;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;;;
2020S002456;31/01/2020;17:00;CALL. MARIA DE MOLINA;46;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;;;
2020S002456;31/01/2020;17:00;CALL. MARIA DE MOLINA;46;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;;;
2020S002436;31/01/2020;16:30;AVDA. EUROPA;27;MONCLOA-ARAVACA;Colisión lateral;Despejado;Furgoneta;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S002436;31/01/2020;16:30;AVDA. EUROPA;27;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S002452;31/01/2020;16:20;PASEO. CASTELLANA;308;CHAMARTÍN;Alcance;Nublado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14;;
2020S002452;31/01/2020;16:20;PASEO. CASTELLANA;308;CHAMARTÍN;Alcance;Nublado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07;;
2020S002586;31/01/2020;16:20;CALL. VIRIDIANA / CALL. CLEOPATRA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;;;
2020S002586;31/01/2020;16:20;CALL. VIRIDIANA / CALL. CLEOPATRA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;;Conductor;DESCONOCIDA;;;;
2020S002611;31/01/2020;16:00;AUTOV. M-30, +02500E;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S002611;31/01/2020;16:00;AUTOV. M-30, +02500E;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;;;
2020S002497;31/01/2020;16:00;CALL. SAN AQUILINO;3;TETUÁN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;14;;
2020S002497;31/01/2020;16:00;CALL. SAN AQUILINO;3;TETUÁN;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;;;
2020S002623;31/01/2020;15:48;INTER. PLAZA ELIPTICA;0;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;;
2020S002623;31/01/2020;15:48;INTER. PLAZA ELIPTICA;0;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;07;;
2020S002425;31/01/2020;15:44;AVDA. ALBERTO ALCOCER / CALL. PADRE DAMIAN;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S002425;31/01/2020;15:44;AVDA. ALBERTO ALCOCER / CALL. PADRE DAMIAN;-;CHAMARTÍN;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Mujer;07;;
2020S002451;31/01/2020;15:39;PLAZA. ESPAÑA;1;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S002451;31/01/2020;15:39;PLAZA. ESPAÑA;1;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DESCONOCIDA;;;;
2020S002244;31/01/2020;15:30;CALL. SAN JENARO / CALL. ARROYO BUENO;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14;;
2020S002244;31/01/2020;15:30;CALL. SAN JENARO / CALL. ARROYO BUENO;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;14;;
2020S002244;31/01/2020;15:30;CALL. SAN JENARO / CALL. ARROYO BUENO;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;02;;
2020S002614;31/01/2020;15:15;M-30 PK 8400 C-1 LATERAL;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14;;
2020S002614;31/01/2020;15:15;M-30 PK 8400 C-1 LATERAL;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S002614;31/01/2020;15:15;M-30 PK 8400 C-1 LATERAL;-;RETIRO;Alcance;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;07;;
2020S002614;31/01/2020;15:15;M-30 PK 8400 C-1 LATERAL;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S002711;31/01/2020;15:15;AUTOV. A-42, PK 05,300S;-;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S002711;31/01/2020;15:15;AUTOV. A-42, PK 05,300S;-;CARABANCHEL;Alcance;Despejado;Furgoneta;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S002711;31/01/2020;15:15;AUTOV. A-42, PK 05,300S;-;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S002711;31/01/2020;15:15;AUTOV. A-42, PK 05,300S;-;CARABANCHEL;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;;;
2020S002506;31/01/2020;15:00;AUTOV. M-30, PK.10,700 CALZADA 1;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07;;
2020S002506;31/01/2020;15:00;AUTOV. M-30, PK.10,700 CALZADA 1;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;07;;
2020S002506;31/01/2020;15:00;AUTOV. M-30, PK.10,700 CALZADA 1;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;06;;
2020S002506;31/01/2020;15:00;AUTOV. M-30, PK.10,700 CALZADA 1;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;06;;
2020S002506;31/01/2020;15:00;AUTOV. M-30, PK.10,700 CALZADA 1;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;07;;
2020S002506;31/01/2020;15:00;AUTOV. M-30, PK.10,700 CALZADA 1;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07;;
2020S002561;31/01/2020;14:30;PLAZA. REPUBLICA DOMINICANA;3;CHAMARTÍN;Colisión lateral;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S002561;31/01/2020;14:30;PLAZA. REPUBLICA DOMINICANA;3;CHAMARTÍN;Colisión lateral;Despejado;Furgoneta;Pasajero;DE 25 A 29 AÑOS;Hombre;14;;
2020S002561;31/01/2020;14:30;PLAZA. REPUBLICA DOMINICANA;3;CHAMARTÍN;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;05;;
2020S002629;31/01/2020;14:25;AUTOV. M-30, +00800E;-;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;07;;
2020S002629;31/01/2020;14:25;AUTOV. M-30, +00800E;-;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07;;
2020S002629;31/01/2020;14:25;AUTOV. M-30, +00800E;-;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;07;;
2020S002437;31/01/2020;14:25;PASEO. CASTELLANA;154;CHAMARTÍN;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;01;;
2020S002410;31/01/2020;14:15;AVDA REAL DE PINTO;91;VILLAVERDE;Alcance;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;06;;
2020S002410;31/01/2020;14:15;AVDA REAL DE PINTO;91;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S002536;31/01/2020;14:00;AVDA. ALFONSO XIII / AVDA. RAMON Y CAJAL;-;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14;;
2020S002536;31/01/2020;14:00;AVDA. ALFONSO XIII / AVDA. RAMON Y CAJAL;-;CHAMARTÍN;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;06;;
2020S002627;31/01/2020;14:00;AUTOV. M-30,  C-1 LATERAL PK 3.800;-;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S002627;31/01/2020;14:00;AUTOV. M-30,  C-1 LATERAL PK 3.800;-;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S002243;31/01/2020;13:30;CALL. MATILDE HERNANDEZ / CALL. OCA;-;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S002243;31/01/2020;13:30;CALL. MATILDE HERNANDEZ / CALL. OCA;-;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;;;
2020S002556;31/01/2020;12:20;CALL. LOPEZ DE HOYOS / CALL. EMILIO MARIO;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S002556;31/01/2020;12:20;CALL. LOPEZ DE HOYOS / CALL. EMILIO MARIO;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S002396;31/01/2020;11:40;CALL. ANTONIA MERCE;1;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;;;
2020S002396;31/01/2020;11:40;CALL. ANTONIA MERCE;1;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;;;
2020S002328;31/01/2020;11:40;CALL. ENCOMIENDA DE PALACIOS;154;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S002328;31/01/2020;11:40;CALL. ENCOMIENDA DE PALACIOS;154;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;;
