FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;Nº VICTIMAS *;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
01/01/2010;DE 00:00 A 00:59;VIERNES;CHAMARTIN                     ;CALLE DE CARTAGENA NUM                                                                              ;104;2010/135;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 18 A 20 AÑOS
01/01/2010;DE 00:00 A 00:59;VIERNES;CHAMARTIN                     ;CALLE DE CARTAGENA NUM                                                                              ;104;2010/135;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 50 A 54 AÑOS
01/01/2010;DE 00:00 A 00:59;VIERNES;CHAMARTIN                     ;CALLE DE CARTAGENA NUM                                                                              ;104;2010/135;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE 40 A 44 AÑOS
01/01/2010;DE 1:00 A 1:59;VIERNES;PUENTE DE VALLECAS            ;AUTOVIA  M-30 CALZADA 2 KM.                                                                         ;10200;2010/94;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;7;COLISIÓN MÚLTIPLE                       ;NO ASIGNADO;VIAJERO                                 ;MUJER;HL                                      ;DE 25 A 29 AÑOS
01/01/2010;DE 1:00 A 1:59;VIERNES;PUENTE DE VALLECAS            ;AUTOVIA  M-30 CALZADA 2 KM.                                                                         ;10200;2010/94;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;7;COLISIÓN MÚLTIPLE                       ;NO ASIGNADO;VIAJERO                                 ;MUJER;HL                                      ;DE 30 A 34 ANOS
01/01/2010;DE 1:00 A 1:59;VIERNES;PUENTE DE VALLECAS            ;AUTOVIA  M-30 CALZADA 2 KM.                                                                         ;10200;2010/94;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;7;COLISIÓN MÚLTIPLE                       ;NO ASIGNADO;VIAJERO                                 ;MUJER;HL                                      ;DE 25 A 29 AÑOS
01/01/2010;DE 1:00 A 1:59;VIERNES;PUENTE DE VALLECAS            ;AUTOVIA  M-30 CALZADA 2 KM.                                                                         ;10200;2010/94;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;7;COLISIÓN MÚLTIPLE                       ;NO ASIGNADO;VIAJERO                                 ;MUJER;HL                                      ;DE 25 A 29 AÑOS
01/01/2010;DE 1:00 A 1:59;VIERNES;PUENTE DE VALLECAS            ;AUTOVIA  M-30 CALZADA 2 KM.                                                                         ;10200;2010/94;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;7;COLISIÓN MÚLTIPLE                       ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2010;DE 1:00 A 1:59;VIERNES;PUENTE DE VALLECAS            ;AUTOVIA  M-30 CALZADA 2 KM.                                                                         ;10200;2010/94;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;7;COLISIÓN MÚLTIPLE                       ;TURISMO                                 ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
01/01/2010;DE 1:00 A 1:59;VIERNES;PUENTE DE VALLECAS            ;AUTOVIA  M-30 CALZADA 2 KM.                                                                         ;10200;2010/94;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;7;COLISIÓN MÚLTIPLE                       ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE 21 A 24 AÑOS
01/01/2010;DE 1:00 A 1:59;VIERNES;PUENTE DE VALLECAS            ;AUTOVIA  M-30 CALZADA 2 KM.                                                                         ;10200;2010/94;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;7;COLISIÓN MÚLTIPLE                       ;FURGONETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
01/01/2010;DE 2:00 A 2:59;VIERNES;CHAMBERI                      ;GLORIETA DE EMILIO CASTELAR - PASEO DE LA CASTELLANA                                                ;0;2010/7;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;MOTOCICLETA                             ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
01/01/2010;DE 2:00 A 2:59;VIERNES;CHAMBERI                      ;GLORIETA DE EMILIO CASTELAR - PASEO DE LA CASTELLANA                                                ;0;2010/7;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2010;DE 4:00 A 4:59;VIERNES;RETIRO                        ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;8500;2010/4;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;7;COLISIÓN MÚLTIPLE                       ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2010;DE 4:00 A 4:59;VIERNES;RETIRO                        ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;8500;2010/4;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;7;COLISIÓN MÚLTIPLE                       ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2010;DE 4:00 A 4:59;VIERNES;RETIRO                        ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;8500;2010/4;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;7;COLISIÓN MÚLTIPLE                       ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
