FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;Nº VICTIMAS *;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
01/01/2017;DE 1:00 A 1:59;DOMINGO;VILLA DE VALLECAS             ;AVENIDA DEL MAYORAZGO NUM                                                                           ;26;2017/76;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;FURGONETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2017;DE 1:00 A 1:59;DOMINGO;VILLA DE VALLECAS             ;AVENIDA DEL MAYORAZGO NUM                                                                           ;26;2017/76;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;FURGONETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
01/01/2017;DE 2:00 A 2:59;DOMINGO;VILLAVERDE                    ;CALLE DE SANTA JOAQUINA DE VEDRUNA NUM                                                              ;3;2017/1;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;HOMBRE;HG                                      ;DE 21 A 24 AÑOS
01/01/2017;DE 5:00 A 5:59;DOMINGO;ARGANZUELA                    ;CALLE  30  15RA KM.                                                                                 ;30;2017/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;MUJER;HL                                      ;DE 45 A 49 AÑOS
01/01/2017;DE 5:00 A 5:59;DOMINGO;ARGANZUELA                    ;CALLE  30  15RA KM.                                                                                 ;30;2017/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;VIAJERO                                 ;MUJER;IL                                      ;DE 10 A 14 AÑOS
01/01/2017;DE 6:00 A 6:59;DOMINGO;ARGANZUELA                    ;CALLE DE TOLEDO NUM                                                                                 ;120;2017/88;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 21 A 24 AÑOS
01/01/2017;DE 6:00 A 6:59;DOMINGO;ARGANZUELA                    ;CALLE DE TOLEDO NUM                                                                                 ;120;2017/88;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;NO ASIGNADO;NO ASIGNADA;DESCONOCIDA
01/01/2017;DE 6:00 A 6:59;DOMINGO;ARGANZUELA                    ;CALLE DE TOLEDO NUM                                                                                 ;120;2017/88;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;MUJER;HG                                      ;DE 21 A 24 AÑOS
01/01/2017;DE 7:00 A 7:59;DOMINGO;PUENTE DE VALLECAS            ;AVENIDA DE LA ALBUFERA - AVENIDA DE LA DEMOCRACIA                                                   ;0;2017/245;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;NO ASIGNADO;NO ASIGNADA;DESCONOCIDA
01/01/2017;DE 7:00 A 7:59;DOMINGO;PUENTE DE VALLECAS            ;AVENIDA DE LA ALBUFERA - AVENIDA DE LA DEMOCRACIA                                                   ;0;2017/245;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
01/01/2017;DE 8:00 A 8:59;DOMINGO;CARABANCHEL                   ;CALLE DE CASTRO DE ORO - CALLE DEL GENERAL RICARDOS                                                 ;0;2017/8;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
01/01/2017;DE 8:00 A 8:59;DOMINGO;CARABANCHEL                   ;CALLE DE CASTRO DE ORO - CALLE DEL GENERAL RICARDOS                                                 ;0;2017/8;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2017;DE 8:00 A 8:59;DOMINGO;MORATALAZ                     ;ACCESO DE M-23 A LA AVENIDA DAROCA - CALLE DE LA FUENTE CARRANTONA                                  ;0;2017/7;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2017;DE 8:00 A 8:59;DOMINGO;MORATALAZ                     ;ACCESO DE M-23 A LA AVENIDA DAROCA - CALLE DE LA FUENTE CARRANTONA                                  ;0;2017/7;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 55 A 59 AÑOS
