FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;Nº VICTIMAS *;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
01/01/2015;DE 1:00 A 1:59;JUEVES;ARGANZUELA                    ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;12300;2015/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2015;DE 1:00 A 1:59;JUEVES;ARGANZUELA                    ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;12300;2015/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 50 A 54 AÑOS
01/01/2015;DE 1:00 A 1:59;JUEVES;ARGANZUELA                    ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;12300;2015/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE MAS DE 74 AÑOS 
01/01/2015;DE 1:00 A 1:59;JUEVES;ARGANZUELA                    ;AUTOVIA  M-30 CALZADA 1 KM.                                                                         ;12300;2015/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 45 A 49 AÑOS
01/01/2015;DE 3:00 A 3:59;JUEVES;MORATALAZ                     ;PLAZA DEL CORREGIDOR SANCHO DE CORDOBA NUM                                                          ;3;2015/6;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
01/01/2015;DE 3:00 A 3:59;JUEVES;MORATALAZ                     ;PLAZA DEL CORREGIDOR SANCHO DE CORDOBA NUM                                                          ;3;2015/6;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 50 A 54 AÑOS
01/01/2015;DE 3:00 A 3:59;JUEVES;MORATALAZ                     ;PLAZA DEL CORREGIDOR SANCHO DE CORDOBA NUM                                                          ;3;2015/6;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
01/01/2015;DE 6:00 A 6:59;JUEVES;HORTALEZA                     ;AVENIDA DE NICETO ALCALA ZAMORA - AVENIDA DE FRANCISCO PI Y MARGALL                                 ;0;2015/2;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA MOTOCICLETA                       ;MOTOCICLETA                             ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
01/01/2015;DE 7:00 A 7:59;JUEVES;FUENCARRAL-EL PARDO           ;CALLE DE RAMON GOMEZ DE LA SERNA NUM                                                                ;31;2015/8;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2015;DE 7:00 A 7:59;JUEVES;FUENCARRAL-EL PARDO           ;CALLE DE RAMON GOMEZ DE LA SERNA NUM                                                                ;31;2015/8;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;MUJER;IL                                      ;DE 21 A 24 AÑOS
