Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO EDAD;SEXO;LESIVIDAD*;* La correspondencia de los códigos se encuentra descrito en la estructura del fichero.
2019S032470;08/10/2019;15:30;CMNO. CENAGALES / CALL. SAN ANDRES DE RABANEDO;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14;
2019S032389;08/10/2019;15:30;CALL. ALCALA;516;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14;
2019S032389;08/10/2019;15:30;CALL. ALCALA;516;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S032457;08/10/2019;15:15;CALL. CIUDAD ENCANTADA;4;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;07;
2019S032457;08/10/2019;15:15;CALL. CIUDAD ENCANTADA;4;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S032457;08/10/2019;15:15;CALL. CIUDAD ENCANTADA;4;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;
2019S032457;08/10/2019;15:15;CALL. CIUDAD ENCANTADA;4;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;07;
2019S032433;08/10/2019;13:05;CALL. VALLE DE MENA / CMNO. GANAPANES;-;MONCLOA-ARAVACA;Caída;Despejado;Ciclomotor;Conductor;DE 50 A 54 AÑOS;Hombre;07;
2019S032424;08/10/2019;13:03;AVDA. DOCTOR GARCIA TAPIA / CALL. CORREGIDOR JOSE DE PASAMONTE;-;MORATALAZ;Colisión lateral;;Motocicleta > 125cc;Conductor;DE 60 A 64 AÑOS;Mujer;;
2019S032424;08/10/2019;13:03;AVDA. DOCTOR GARCIA TAPIA / CALL. CORREGIDOR JOSE DE PASAMONTE;-;MORATALAZ;Colisión lateral;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S032442;08/10/2019;12:30;CALL. RAMON ARECES / CALL. LITUANIA;-;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;
2019S032442;08/10/2019;12:30;CALL. RAMON ARECES / CALL. LITUANIA;-;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;01;
2019S032355;08/10/2019;12:08;PASEO. YESERIAS;51;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;03;
2019S032355;08/10/2019;12:08;PASEO. YESERIAS;51;ARGANZUELA;Colisión fronto-lateral;Despejado;Autobús;Conductor;DESCONOCIDA;;;
2019S032362;08/10/2019;12:05;AUTOV. M-30, CALZADA 2 PK 10,100;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14;
2019S032362;08/10/2019;12:05;AUTOV. M-30, CALZADA 2 PK 10,100;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S032425;08/10/2019;12:00;AVDA. LLANO CASTELLANO;43;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S032425;08/10/2019;12:00;AVDA. LLANO CASTELLANO;43;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S032448;08/10/2019;11:45;CALL. VICTOR DE LA SERNA;35;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S032448;08/10/2019;11:45;CALL. VICTOR DE LA SERNA;35;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Camión rígido;Pasajero;DE 30 A 34 AÑOS;Hombre;;
2019S032351;08/10/2019;11:30;AVDA. CANILLEJAS A VICALVARO;36;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;
2019S032351;08/10/2019;11:30;AVDA. CANILLEJAS A VICALVARO;36;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Peatón;DE 60 A 64 AÑOS;Mujer;03;
2019S032354;08/10/2019;11:08;CALL. MELQUIADES ALVAREZ;9;CHAMBERÍ;Atropello a persona;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S032354;08/10/2019;11:08;CALL. MELQUIADES ALVAREZ;9;CHAMBERÍ;Atropello a persona;Despejado;Turismo;Peatón;MAYOR DE 74 AÑOS;Hombre;07;
2019S032354;08/10/2019;11:08;CALL. MELQUIADES ALVAREZ;9;CHAMBERÍ;Atropello a persona;Despejado;Turismo;Peatón;MAYOR DE 74 AÑOS;Mujer;07;
2019S032451;08/10/2019;11:00;CALL. TORDOMAR;5;HORTALEZA;Otro;;Camión rígido;Conductor;DE 55 A 59 AÑOS;Hombre;14;
2019S032451;08/10/2019;11:00;CALL. TORDOMAR;5;HORTALEZA;Otro;;Furgoneta;Conductor;DE 55 A 59 AÑOS;Mujer;14;
2019S032451;08/10/2019;11:00;CALL. TORDOMAR;5;HORTALEZA;Otro;;Furgoneta;Pasajero;DE 65 A 69 AÑOS;Mujer;;
2019S032349;08/10/2019;10:40;AUTOV. M-30, +00200E;-;CIUDAD LINEAL;Alcance;Despejado;Camión rígido;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S032349;08/10/2019;10:40;AUTOV. M-30, +00200E;-;CIUDAD LINEAL;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;04;
2019S032432;08/10/2019;9:45;AVDA. MONFORTE DE LEMOS; 65B;FUENCARRAL-EL PARDO;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S032432;08/10/2019;9:45;AVDA. MONFORTE DE LEMOS; 65B;FUENCARRAL-EL PARDO;Colisión múltiple;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;06;
2019S032432;08/10/2019;9:45;AVDA. MONFORTE DE LEMOS; 65B;FUENCARRAL-EL PARDO;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S032445;08/10/2019;9:30;CALL. LOPEZ DE HOYOS / CALL. GUSTAVO FERNANDEZ BALBUENA;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14;
2019S032445;08/10/2019;9:30;CALL. LOPEZ DE HOYOS / CALL. GUSTAVO FERNANDEZ BALBUENA;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;07;
2019S032450;08/10/2019;9:20;AVDA. BURGOS;118;HORTALEZA;Colisión lateral;Despejado;Tractocamión;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S032450;08/10/2019;9:20;AVDA. BURGOS;118;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S032533;08/10/2019;9:15;CALL. COSTA RICA / CALL. PUERTO RICO;-;CHAMARTÍN;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;;
2019S032533;08/10/2019;9:15;CALL. COSTA RICA / CALL. PUERTO RICO;-;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;;
2019S032340;08/10/2019;8:40;CALL. PEDRO RICO / PNTE. VIRGEN DE BEGOÑA;-;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S032340;08/10/2019;8:40;CALL. PEDRO RICO / PNTE. VIRGEN DE BEGOÑA;-;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Motocicleta > 125cc;Peatón;DE 65 A 69 AÑOS;Hombre;03;
2019S032341;08/10/2019;8:30;CALL. MARIA DE MOLINA;6;SALAMANCA;Colisión fronto-lateral;Despejado;Todo terreno;Conductor;DE 55 A 59 AÑOS;Mujer;;
2019S032341;08/10/2019;8:30;CALL. MARIA DE MOLINA;6;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S032447;08/10/2019;7:35;RONDA. BUGANVILLA DEL REY;1;MONCLOA-ARAVACA;Colisión frontal;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;07;
2019S032447;08/10/2019;7:35;RONDA. BUGANVILLA DEL REY;1;MONCLOA-ARAVACA;Colisión frontal;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;07;
2019S032434;08/10/2019;7:30;CALL. MATEO INURRIA;15;CHAMARTÍN;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S032434;08/10/2019;7:30;CALL. MATEO INURRIA;15;CHAMARTÍN;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 50 A 54 AÑOS;Hombre;14;
2019S032440;08/10/2019;7:10;CALL. JOSE ABASCAL;2;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S032440;08/10/2019;7:10;CALL. JOSE ABASCAL;2;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14;
2019S032440;08/10/2019;7:10;CALL. JOSE ABASCAL;2;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14;
2019S032440;08/10/2019;7:10;CALL. JOSE ABASCAL;2;CHAMBERÍ;Colisión múltiple;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Mujer;06;
2019S032423;08/10/2019;5:30;CALL. FERNANDEZ DE LA HOZ;45;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S032423;08/10/2019;5:30;CALL. FERNANDEZ DE LA HOZ;45;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;;
2019S032423;08/10/2019;5:30;CALL. FERNANDEZ DE LA HOZ;45;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S032423;08/10/2019;5:30;CALL. FERNANDEZ DE LA HOZ;45;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S032423;08/10/2019;5:30;CALL. FERNANDEZ DE LA HOZ;45;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S032330;08/10/2019;2:30;CALL. MARCELO USERA / CALL. OLVIDO;-;USERA;Alcance;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S032330;08/10/2019;2:30;CALL. MARCELO USERA / CALL. OLVIDO;-;USERA;Alcance;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S032328;08/10/2019;2:15;AVDA. ALBUFERA / AUTOV. M-40;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S032331;08/10/2019;1:55;AVDA. PABLO NERUDA; 89A;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;DE 50 A 54 AÑOS;Hombre;01;
2019S032327;08/10/2019;0:10;CALL. GRAN VIA;44;CENTRO;Caída;Despejado;Otros vehículos con motor;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S032327;08/10/2019;0:10;CALL. GRAN VIA;44;CENTRO;Caída;Despejado;Otros vehículos con motor;Pasajero;DE 0 A 5 AÑOS;Hombre;07;
2019S032546;09/10/2019;22:30;PASEO. CASTELLANA / CALL. PADRE FRANCISCO PALAU Y QUER;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S032546;09/10/2019;22:30;PASEO. CASTELLANA / CALL. PADRE FRANCISCO PALAU Y QUER;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S032573;09/10/2019;22:10;PLAZA. MARIANO DE CAVIA / AVDA. MENENDEZ PELAYO;-;RETIRO;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S032573;09/10/2019;22:10;PLAZA. MARIANO DE CAVIA / AVDA. MENENDEZ PELAYO;-;RETIRO;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S032583;09/10/2019;22:00;CALL. SAN BERNARDO / CALL. MAGALLANES;-;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S032583;09/10/2019;22:00;CALL. SAN BERNARDO / CALL. MAGALLANES;-;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;;
2019S033189;09/10/2019;22:00;CALL. ILLESCAS / AUTOV. A-5;-;LATINA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;02;
2019S033189;09/10/2019;22:00;CALL. ILLESCAS / AUTOV. A-5;-;LATINA;Alcance;Despejado;Motocicleta hasta 125cc;Pasajero;DE 25 A 29 AÑOS;Mujer;02;
2019S033189;09/10/2019;22:00;CALL. ILLESCAS / AUTOV. A-5;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14;
2019S032505;09/10/2019;21:39;PLAZA. HIDROGENO;1;USERA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S032505;09/10/2019;21:39;PLAZA. HIDROGENO;1;USERA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S032505;09/10/2019;21:39;PLAZA. HIDROGENO;1;USERA;Alcance;Despejado;Turismo;Pasajero;DESCONOCIDA;Hombre;;
2019S032505;09/10/2019;21:39;PLAZA. HIDROGENO;1;USERA;Alcance;Despejado;Turismo;Pasajero;DESCONOCIDA;Mujer;;
2019S032503;09/10/2019;21:30;CALL. ALEJANDRO SANCHEZ / CALL. MERCEDES ARTEAGA;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;03;
2019S032503;09/10/2019;21:30;CALL. ALEJANDRO SANCHEZ / CALL. MERCEDES ARTEAGA;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07;
2019S032504;09/10/2019;21:30;AVDA. POBLADOS / CALL. CAZALEGAS;-;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;01;
2019S033182;09/10/2019;21:30;AVDA. PADRE PIQUER;38;LATINA;Colisión fronto-lateral;;Ciclomotor;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S033182;09/10/2019;21:30;AVDA. PADRE PIQUER;38;LATINA;Colisión fronto-lateral;;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;;
2019S033182;09/10/2019;21:30;AVDA. PADRE PIQUER;38;LATINA;Colisión fronto-lateral;;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;;
2019S032571;09/10/2019;21:25;AUTOV. M-30 / CALL. SIRIO;-;RETIRO;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;DE 18 A 20 AÑOS;Hombre;07;
2019S032556;09/10/2019;21:15;CALL. GRAN VIA / METRO. PLAZA DE ESPAÑA;-;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 60 A 64 AÑOS;Hombre;14;
2019S032556;09/10/2019;21:15;CALL. GRAN VIA / METRO. PLAZA DE ESPAÑA;-;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Pasajero;DE 50 A 54 AÑOS;Mujer;02;
2019S032556;09/10/2019;21:15;CALL. GRAN VIA / METRO. PLAZA DE ESPAÑA;-;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S032599;09/10/2019;21:15;AVDA. DOCTOR GARCIA TAPIA / CALL. ARROYO DE LA MEDIA LEGUA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S032599;09/10/2019;21:15;AVDA. DOCTOR GARCIA TAPIA / CALL. ARROYO DE LA MEDIA LEGUA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;
2019S032591;09/10/2019;21:10;GTA. PUERTA DE TOLEDO / PASEO. OLMOS;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;
2019S032591;09/10/2019;21:10;GTA. PUERTA DE TOLEDO / PASEO. OLMOS;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;01;
2019S032500;09/10/2019;20:55;GTA. PLAYA DE SAN LORENZO / CALL. PLAYA DE FORMENTOR;-;BARAJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14;
2019S032500;09/10/2019;20:55;GTA. PLAYA DE SAN LORENZO / CALL. PLAYA DE FORMENTOR;-;BARAJAS;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S032501;09/10/2019;20:50;CALL. FUENTE CARRANTONA / AUTOV. M-23;-;MORATALAZ;Otro;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S032501;09/10/2019;20:50;CALL. FUENTE CARRANTONA / AUTOV. M-23;-;MORATALAZ;Otro;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14;
2019S032566;09/10/2019;20:45;CALL. FRANCISCO Y JACINTO ALCANTARA;1;MONCLOA-ARAVACA;Alcance;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S032566;09/10/2019;20:45;CALL. FRANCISCO Y JACINTO ALCANTARA;1;MONCLOA-ARAVACA;Alcance;;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;
2019S032575;09/10/2019;20:40;CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR SEÑOR DE LA ELIPA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14;
2019S032575;09/10/2019;20:40;CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR SEÑOR DE LA ELIPA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 70 A 74 AÑOS;Mujer;14;
2019S032575;09/10/2019;20:40;CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR SEÑOR DE LA ELIPA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07;
2019S032579;09/10/2019;20:40;PASEO. LA HABANA;43;CHAMARTÍN;Vuelco;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;07;
2019S032579;09/10/2019;20:40;PASEO. LA HABANA;43;CHAMARTÍN;Vuelco;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S032579;09/10/2019;20:40;PASEO. LA HABANA;43;CHAMARTÍN;Vuelco;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S032519;09/10/2019;20:18;AUTOV. M-30, KM 8,600 CALZADA 1 LATERAL;-;RETIRO;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;06;
2019S032576;09/10/2019;20:15;AVDA. MACHUPICHU / CALL. ANTONIO LARRAZABAL;-;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14;
2019S032576;09/10/2019;20:15;AVDA. MACHUPICHU / CALL. ANTONIO LARRAZABAL;-;HORTALEZA;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S032576;09/10/2019;20:15;AVDA. MACHUPICHU / CALL. ANTONIO LARRAZABAL;-;HORTALEZA;Alcance;Despejado;Motocicleta > 125cc;Pasajero;DE 45 A 49 AÑOS;Mujer;05;
2019S032494;09/10/2019;20:00;AVDA. ALBUFERA;465;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S032494;09/10/2019;20:00;AVDA. ALBUFERA;465;PUENTE DE VALLECAS;Colisión lateral;Despejado;Ciclomotor;Conductor;DE 45 A 49 AÑOS;Hombre;02;
2019S032495;09/10/2019;19:40;CALL. EL BOSCO / CALL. BENJAMIN PALENCIA;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S032495;09/10/2019;19:40;CALL. EL BOSCO / CALL. BENJAMIN PALENCIA;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;
2019S032756;09/10/2019;19:40;AUTOV. M-30, KM. 0,900 CALZADA1ª;-;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S032756;09/10/2019;19:40;AUTOV. M-30, KM. 0,900 CALZADA1ª;-;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;;
2019S033177;09/10/2019;19:35;CALL. ESCALONA;48;LATINA;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;
2019S033177;09/10/2019;19:35;CALL. ESCALONA;48;LATINA;Alcance;Despejado;Bicicleta;Conductor;DE 6 A 9 AÑOS;Hombre;07;
2019S032493;09/10/2019;19:30;PASEO. CASTELLANA / CALL. SAN GERMAN;-;TETUÁN;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S032493;09/10/2019;19:30;PASEO. CASTELLANA / CALL. SAN GERMAN;-;TETUÁN;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S032491;09/10/2019;19:30;CALL. JARDINES DE ARANJUEZ;1;BARAJAS;Otro;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S032491;09/10/2019;19:30;CALL. JARDINES DE ARANJUEZ;1;BARAJAS;Otro;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S032557;09/10/2019;19:20;CALL. JOAQUIN CIMAS / CALL. LUIS BUITRAGO;-;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S032557;09/10/2019;19:20;CALL. JOAQUIN CIMAS / CALL. LUIS BUITRAGO;-;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S032562;09/10/2019;19:15;CALL. MARIA TUDOR / AVDA. FRANCISCO PI Y MARGALL;-;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14;
2019S032562;09/10/2019;19:15;CALL. MARIA TUDOR / AVDA. FRANCISCO PI Y MARGALL;-;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S032562;09/10/2019;19:15;CALL. MARIA TUDOR / AVDA. FRANCISCO PI Y MARGALL;-;HORTALEZA;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;07;
2019S032485;09/10/2019;19:10;CALL. CAUNEDO;4;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S032485;09/10/2019;19:10;CALL. CAUNEDO;4;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S032492;09/10/2019;19:05;CALL. ALBERTO PALACIOS / CALL. GEOLOGIA;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S032492;09/10/2019;19:05;CALL. ALBERTO PALACIOS / CALL. GEOLOGIA;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;
2019S032555;09/10/2019;18:55;AVDA. DAROCA / CALL. CASALARREINA;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S032555;09/10/2019;18:55;AVDA. DAROCA / CALL. CASALARREINA;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S033181;09/10/2019;18:45;CALL. SANTA CRUZ DE MUDELA;7;USERA;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;14;
2019S033181;09/10/2019;18:45;CALL. SANTA CRUZ DE MUDELA;7;USERA;Colisión lateral;;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;
2019S032553;09/10/2019;18:40;CALL. LOPEZ DE HOYOS / CALL. SOLSONA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S032553;09/10/2019;18:40;CALL. LOPEZ DE HOYOS / CALL. SOLSONA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;02;
2019S032580;09/10/2019;18:35;PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS;-;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S032580;09/10/2019;18:35;PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS;-;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;14;
2019S032580;09/10/2019;18:35;PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS;-;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;14;
2019S032580;09/10/2019;18:35;PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS;-;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;07;
2019S032580;09/10/2019;18:35;PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS;-;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;14;
2019S032580;09/10/2019;18:35;PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS;-;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;14;
