FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;Nº VICTIMAS *;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
01/01/2011;DE 00:00 A 00:59;SABADO;FUENCARRAL-EL PARDO           ;AVENIDA DE MONFORTE DE LEMOS - AVENIDA DE BETANZOS                                                  ;0;2011/2;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;4;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DESCONOCIDA
01/01/2011;DE 00:00 A 00:59;SABADO;FUENCARRAL-EL PARDO           ;AVENIDA DE MONFORTE DE LEMOS - AVENIDA DE BETANZOS                                                  ;0;2011/2;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;4;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;MUJER;HL                                      ;DE MAS DE 74 AÑOS 
01/01/2011;DE 00:00 A 00:59;SABADO;FUENCARRAL-EL PARDO           ;AVENIDA DE MONFORTE DE LEMOS - AVENIDA DE BETANZOS                                                  ;0;2011/2;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;4;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;HL                                      ;DE 30 A 34 ANOS
01/01/2011;DE 00:00 A 00:59;SABADO;FUENCARRAL-EL PARDO           ;AVENIDA DE MONFORTE DE LEMOS - AVENIDA DE BETANZOS                                                  ;0;2011/2;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;4;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE MAS DE 74 AÑOS 
01/01/2011;DE 00:00 A 00:59;SABADO;MORATALAZ                     ;AVENIDA DEL MEDITERRANEO - AUTOVIA  M-30 CALZADA 2                                                  ;0;2011/155;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;1;VUELCO                                  ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
01/01/2011;DE 1:00 A 1:59;SABADO;CENTRO                        ;CALLE DEL FOMENTO - CALLE DE LA BOLA                                                                ;0;2011/309;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;MUJER;IL                                      ;DE 21 A 24 AÑOS
01/01/2011;DE 1:00 A 1:59;SABADO;CENTRO                        ;CALLE DEL FOMENTO - CALLE DE LA BOLA                                                                ;0;2011/309;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2011;DE 1:00 A 1:59;SABADO;CENTRO                        ;CALLE DEL FOMENTO - CALLE DE LA BOLA                                                                ;0;2011/309;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
01/01/2011;DE 1:00 A 1:59;SABADO;CENTRO                        ;CALLE DEL FOMENTO - CALLE DE LA BOLA                                                                ;0;2011/309;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;IL                                      ;DE 25 A 29 AÑOS
01/01/2011;DE 2:00 A 2:59;SABADO;SALAMANCA                     ;CALLE DEL CONDE DE PEÑALVER - CALLE DE FRANCISCO SILVELA                                            ;0;2011/57;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 60 A 64 AÑOS
