FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;Nº VICTIMAS *;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
01/01/2012;DE 2:00 A 2:59;DOMINGO;CENTRO                        ;CALLE DE LA PRINCESA NUM                                                                            ;10;2012/98;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;CENTRO                        ;CALLE DE LA PRINCESA NUM                                                                            ;10;2012/98;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;MUJER;HL                                      ;DE 25 A 29 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;CENTRO                        ;CALLE DE LA PRINCESA NUM                                                                            ;10;2012/98;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DESCONOCIDA
01/01/2012;DE 2:00 A 2:59;DOMINGO;CENTRO                        ;CALLE DE LA PRINCESA NUM                                                                            ;10;2012/98;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;PUENTE DE VALLECAS            ;AVENIDA DE SAN DIEGO NUM                                                                            ;96;2012/118;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;OTRAS CAUSAS                            ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;PUENTE DE VALLECAS            ;AVENIDA DE SAN DIEGO NUM                                                                            ;96;2012/118;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;OTRAS CAUSAS                            ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;PUENTE DE VALLECAS            ;AVENIDA DE SAN DIEGO NUM                                                                            ;96;2012/118;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;OTRAS CAUSAS                            ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;IL                                      ;DE 21 A 24 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;PUENTE DE VALLECAS            ;AVENIDA DE SAN DIEGO NUM                                                                            ;96;2012/118;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;OTRAS CAUSAS                            ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE 18 A 20 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;PUENTE DE VALLECAS            ;AVENIDA DE SAN DIEGO NUM                                                                            ;96;2012/118;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;OTRAS CAUSAS                            ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;TETUAN                        ;CALLE DE BRAVO MURILLO - CALLE DE LAS CAROLINAS                                                     ;0;2012/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 60 A 64 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;TETUAN                        ;CALLE DE BRAVO MURILLO - CALLE DE LAS CAROLINAS                                                     ;0;2012/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;TETUAN                        ;CALLE DE BRAVO MURILLO - CALLE DE LAS CAROLINAS                                                     ;0;2012/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;VIAJERO                                 ;HOMBRE;HL                                      ;DE 30 A 34 ANOS
01/01/2012;DE 2:00 A 2:59;DOMINGO;TETUAN                        ;CALLE DE BRAVO MURILLO - CALLE DE LAS CAROLINAS                                                     ;0;2012/3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;VIAJERO                                 ;MUJER;HL                                      ;DE 30 A 34 ANOS
01/01/2012;DE 5:00 A 5:59;DOMINGO;CIUDAD LINEAL                 ;CALLE DE ALCALA - AUTOVIA  M-30 CALZADA 1                                                           ;0;2012/5;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 5:00 A 5:59;DOMINGO;CIUDAD LINEAL                 ;CALLE DE ALCALA - AUTOVIA  M-30 CALZADA 1                                                           ;0;2012/5;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;TURISMO                                 ;CONDUCTOR;MUJER;HL                                      ;DE 21 A 24 AÑOS
01/01/2012;DE 5:00 A 5:59;DOMINGO;CIUDAD LINEAL                 ;CALLE DE ALCALA - AUTOVIA  M-30 CALZADA 1                                                           ;0;2012/5;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;AUTO-TAXI                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
01/01/2012;DE 7:00 A 7:59;DOMINGO;LATINA                        ;AVENIDA DE LOS POBLADOS - CALLE DEL PARQUE EUGENIA DE MONTIJO                                       ;0;2012/57;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA VIAJERO BUS                       ;AUTOBUS-AUTOCAR                         ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 7:00 A 7:59;DOMINGO;LATINA                        ;AVENIDA DE LOS POBLADOS - CALLE DEL PARQUE EUGENIA DE MONTIJO                                       ;0;2012/57;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA VIAJERO BUS                       ;AUTOBUS-AUTOCAR                         ;VIAJERO                                 ;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
01/01/2012;DE 7:00 A 7:59;DOMINGO;LATINA                        ;AVENIDA DE LOS POBLADOS - CALLE DEL PARQUE EUGENIA DE MONTIJO                                       ;0;2012/57;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA VIAJERO BUS                       ;AUTOBUS-AUTOCAR                         ;TESTIGO                                 ;HOMBRE;IL                                      ;DE 18 A 20 AÑOS
01/01/2012;DE 7:00 A 7:59;DOMINGO;SALAMANCA                     ;CALLE DE O'DONNELL NUM                                                                              ;53;2012/95;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
01/01/2012;DE 7:00 A 7:59;DOMINGO;SALAMANCA                     ;CALLE DE O'DONNELL NUM                                                                              ;53;2012/95;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;MUJER;IL                                      ;DESCONOCIDA
01/01/2012;DE 7:00 A 7:59;DOMINGO;SALAMANCA                     ;CALLE DE O'DONNELL NUM                                                                              ;53;2012/95;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DESCONOCIDA
01/01/2012;DE 7:00 A 7:59;DOMINGO;SALAMANCA                     ;CALLE DE O'DONNELL NUM                                                                              ;53;2012/95;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2012;DE 18:00 A 18:59;DOMINGO;CHAMARTIN                     ;CALLE DE JOAQUIN COSTA NUM                                                                          ;49;2012/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
01/01/2012;DE 18:00 A 18:59;DOMINGO;CHAMARTIN                     ;CALLE DE JOAQUIN COSTA NUM                                                                          ;49;2012/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 18:00 A 18:59;DOMINGO;CHAMARTIN                     ;CALLE DE JOAQUIN COSTA NUM                                                                          ;49;2012/16;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;MOTOCICLETA                             ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
01/01/2012;DE 18:00 A 18:59;DOMINGO;SALAMANCA                     ;AVENIDA DE AMERICA - CALLE DE CARTAGENA                                                             ;0;2012/15;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;HOMBRE;HG                                      ;DE MAS DE 74 AÑOS 
01/01/2012;DE 18:00 A 18:59;DOMINGO;SALAMANCA                     ;AVENIDA DE AMERICA - CALLE DE CARTAGENA                                                             ;0;2012/15;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;MUJER;IL                                      ;DE 30 A 34 ANOS
01/01/2012;DE 18:00 A 18:59;DOMINGO;SALAMANCA                     ;AVENIDA DE AMERICA - CALLE DE CARTAGENA                                                             ;0;2012/15;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2012;DE 18:00 A 18:59;DOMINGO;SALAMANCA                     ;AVENIDA DE AMERICA - CALLE DE CARTAGENA                                                             ;0;2012/15;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;TESTIGO                                 ;MUJER;IL                                      ;DE 30 A 34 ANOS
01/01/2012;DE 18:00 A 18:59;DOMINGO;SALAMANCA                     ;AVENIDA DE AMERICA - CALLE DE CARTAGENA                                                             ;0;2012/15;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;TURISMO                                 ;CONDUCTOR;MUJER;IL                                      ;DE 25 A 29 AÑOS
01/01/2012;DE 19:00 A 19:59;DOMINGO;CARABANCHEL                   ;CALLE DEL GENERAL RICARDOS NUM                                                                      ;33;2012/233;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 19:00 A 19:59;DOMINGO;CARABANCHEL                   ;CALLE DEL GENERAL RICARDOS NUM                                                                      ;33;2012/233;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/01/2012;DE 20:00 A 20:59;DOMINGO;LATINA                        ;CARRETERA DE BOADILLA DEL MONTE NUM                                                                 ;1;2012/32;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 20:00 A 20:59;DOMINGO;LATINA                        ;CARRETERA DE BOADILLA DEL MONTE NUM                                                                 ;1;2012/32;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 65 A 69 AÑOS
01/01/2012;DE 20:00 A 20:59;DOMINGO;LATINA                        ;CARRETERA DE BOADILLA DEL MONTE NUM                                                                 ;1;2012/32;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;IL                                      ;DE 65 A 69 AÑOS
01/01/2012;DE 20:00 A 20:59;DOMINGO;LATINA                        ;CARRETERA DE BOADILLA DEL MONTE NUM                                                                 ;1;2012/32;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE 60 A 64 AÑOS
01/01/2012;DE 20:00 A 20:59;DOMINGO;LATINA                        ;CARRETERA DE BOADILLA DEL MONTE NUM                                                                 ;1;2012/32;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;HOMBRE;IL                                      ;DE 0 A 5 AÑOS
01/01/2012;DE 20:00 A 20:59;DOMINGO;LATINA                        ;CARRETERA DE BOADILLA DEL MONTE NUM                                                                 ;1;2012/32;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;IL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 22:00 A 22:59;DOMINGO;FUENCARRAL-EL PARDO           ;CALLE DE LA VILLA DE MARIN NUM                                                                      ;34;2012/29;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
01/01/2012;DE 22:00 A 22:59;DOMINGO;FUENCARRAL-EL PARDO           ;CALLE DE LA VILLA DE MARIN NUM                                                                      ;34;2012/29;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;CICLOMOTOR                              ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
01/01/2012;DE 23:00 A 23:59;DOMINGO;ARGANZUELA                    ;PASEO DE SANTA MARIA DE LA CABEZA - CALLE DE PALOS DE LA FRONTERA                                   ;0;2012/49;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
01/01/2012;DE 23:00 A 23:59;DOMINGO;ARGANZUELA                    ;PASEO DE SANTA MARIA DE LA CABEZA - CALLE DE PALOS DE LA FRONTERA                                   ;0;2012/49;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;AUTO-TAXI                               ;CONDUCTOR;MUJER;IL                                      ;DE 25 A 29 AÑOS
02/01/2012;DE 4:00 A 4:59;LUNES;CARABANCHEL                   ;CALLE DE BALEARES NUM                                                                               ;33;2012/42;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
02/01/2012;DE 4:00 A 4:59;LUNES;CARABANCHEL                   ;CALLE DE BALEARES NUM                                                                               ;33;2012/42;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;NO ASIGNADO;NO ASIGNADA;DESCONOCIDA
02/01/2012;DE 4:00 A 4:59;LUNES;CARABANCHEL                   ;CALLE DE BALEARES NUM                                                                               ;33;2012/42;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;NO ASIGNADO;NO ASIGNADA;DESCONOCIDA
02/01/2012;DE 10:00 A 10:59;LUNES;FUENCARRAL-EL PARDO           ;AVENIDA DEL SANTUARIO DE VALVERDE NUM                                                               ;99;2012/26;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;MOTOCICLETA                             ;CONDUCTOR;HOMBRE;HG                                      ;DE 15 A 17 AÑOS
02/01/2012;DE 10:00 A 10:59;LUNES;FUENCARRAL-EL PARDO           ;AVENIDA DEL SANTUARIO DE VALVERDE NUM                                                               ;99;2012/26;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;FURGONETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
02/01/2012;DE 10:00 A 10:59;LUNES;RETIRO                        ;PLAZA DE LA INDEPENDENCIA - CALLE DE ALFONSO XII                                                    ;0;2012/48;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA MOTOCICLETA                       ;MOTOCICLETA                             ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
02/01/2012;DE 12:00 A 12:59;LUNES;FUENCARRAL-EL PARDO           ;CARRETERA DE COLMENAR VIEJO KM.                                                                     ;14000;2012/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;NO ASIGNADO;PEATON                                  ;MUJER;MT                                      ;DE MAS DE 74 AÑOS 
02/01/2012;DE 12:00 A 12:59;LUNES;FUENCARRAL-EL PARDO           ;CARRETERA DE COLMENAR VIEJO KM.                                                                     ;14000;2012/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;CAMION                                  ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
02/01/2012;DE 12:00 A 12:59;LUNES;FUENCARRAL-EL PARDO           ;CARRETERA DE COLMENAR VIEJO KM.                                                                     ;14000;2012/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;CAMION                                  ;VIAJERO                                 ;HOMBRE;IL                                      ;DE 45 A 49 AÑOS
02/01/2012;DE 12:00 A 12:59;LUNES;FUENCARRAL-EL PARDO           ;CARRETERA DE COLMENAR VIEJO KM.                                                                     ;14000;2012/30;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;CAMION                                  ;VIAJERO                                 ;MUJER;IL                                      ;DE 45 A 49 AÑOS
02/01/2012;DE 12:00 A 12:59;LUNES;SAN BLAS                      ;CALLE DE LA ESFINGE - CALLE DEL DISCOBOLO                                                           ;0;2012/24;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
02/01/2012;DE 12:00 A 12:59;LUNES;SAN BLAS                      ;CALLE DE LA ESFINGE - CALLE DEL DISCOBOLO                                                           ;0;2012/24;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;TURISMO                                 ;CONDUCTOR;NO ASIGNADO;NO ASIGNADA;DESCONOCIDA
02/01/2012;DE 13:00 A 13:59;LUNES;ARGANZUELA                    ;PASEO DE LOS OLMOS NUM                                                                              ;13;2012/51;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;MUJER;IL                                      ;DE 21 A 24 AÑOS
02/01/2012;DE 13:00 A 13:59;LUNES;ARGANZUELA                    ;PASEO DE LOS OLMOS NUM                                                                              ;13;2012/51;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;MOTOCICLETA                             ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
02/01/2012;DE 13:00 A 13:59;LUNES;ARGANZUELA                    ;PLAZA DE LA BEATA MARIA ANA DE JESUS NUM                                                            ;6;2012/54;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA CICLOMOTOR                        ;CICLOMOTOR                              ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
02/01/2012;DE 13:00 A 13:59;LUNES;CARABANCHEL                   ;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA KM.                                                         ;4700;2012/321;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
02/01/2012;DE 13:00 A 13:59;LUNES;CARABANCHEL                   ;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA KM.                                                         ;4700;2012/321;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
02/01/2012;DE 13:00 A 13:59;LUNES;CARABANCHEL                   ;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA KM.                                                         ;4700;2012/321;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;TURISMO                                 ;VIAJERO                                 ;MUJER;HL                                      ;DE 0 A 5 AÑOS
