ID;TERMS (PT-NPT);RELATIONS;PT;MT
345;residuo hullero;USE;residuo industrial;5216 deterioro del medio ambiente
345;residuo industrial;;;5216 deterioro del medio ambiente
5294;residuo metálico;;;5216 deterioro del medio ambiente
346;residuo no reciclable;USE;residuo no recuperable;5216 deterioro del medio ambiente
346;residuo no recuperable;;;5216 deterioro del medio ambiente
346;residuo no reutilizable;USE;residuo no recuperable;5216 deterioro del medio ambiente
347;residuo nuclear;USE;residuo radiactivo;5216 deterioro del medio ambiente
6410;residuo químico;;;5216 deterioro del medio ambiente
347;residuo radiactivo;;;5216 deterioro del medio ambiente
c_7951978e;residuos de medicamentos;;;2841 sanidad
c_7951978e;residuos de medicamentos veterinarios;USE;residuos de medicamentos;2841 sanidad
c_2b70515a;residuos de plástico;;;5216 deterioro del medio ambiente
c_3bcff3bb;residuos municipales;USE;residuos urbanos;5216 deterioro del medio ambiente
6103;residuos peligrosos;;;5216 deterioro del medio ambiente
c_2b70515a;residuos plásticos;USE;residuos de plástico;5216 deterioro del medio ambiente
c_3bcff3bb;residuos urbanos;;;5216 deterioro del medio ambiente
c_505c95bd;resiliencia comunitaria;;;4021 gestión administrativa
1345;resiliencia económica;USE;independencia económica;0806 política internacional
c_9a62e4bf;resiliencia psicológica;;;3611 humanidades
3478;resina;;;6836 industria de la madera
3478;resina de madera;USE;resina;6836 industria de la madera
c_7dda56e2;resistencia a los antibióticos;USE;resistencia a los antimicrobianos;2841 sanidad
c_7dda56e2;resistencia a los antimicrobianos;;;2841 sanidad
c_7dda56e2;resistencia antibiótica;USE;resistencia a los antimicrobianos;2841 sanidad
6361;resistencia de los materiales;;;6411 tecnología y reglamentación técnica
434786;resistencia frente al cambio climático;USE;adaptación al cambio climático;5206 política del medio ambiente
3484;resolución (UE);;;1011 Derecho de la Unión Europea
3490;resolución ONU;;;0806 política internacional
c_d6e0eb67;resolución bancaria;;;2416 instituciones financieras y de crédito
3490;resolución de las Naciones Unidas;USE;resolución ONU;0806 política internacional
3112;resolución de litigios;USE;solución de conflictos;0816 seguridad internacional
6290;resolución del Consejo Europeo;;;1011 Derecho de la Unión Europea
5867;resolución del Parlamento;;;0421 Parlamento
3494;resolución del Parlamento Europeo;USE;Resolución PE;1011 Derecho de la Unión Europea
3470;resolución internacional;;;0806 política internacional
1538;resolución judicial;USE;sentencia;1221 justicia
5305;resonancia magnética nuclear;USE;diagnóstico médico;2841 sanidad
73;respaldo para la balanza de pagos;USE;apoyo a la balanza de pagos;1021 finanzas de la Unión Europea
3497;responsabilidad;;;1211 Derecho civil
4011;responsabilidad administrativa;;;0436 poder ejecutivo y administración pública
c_a4590937;responsabilidad ampliada del productor;;;5206 política del medio ambiente
3926;responsabilidad civil;;;1211 Derecho civil
3497;responsabilidad colegiada;USE;responsabilidad;1211 Derecho civil
3927;responsabilidad contractual;;;1211 Derecho civil
3513;responsabilidad criminal;;;1216 Derecho penal
4011;responsabilidad de la administración pública;USE;responsabilidad administrativa;0436 poder ejecutivo y administración pública
4001;responsabilidad de los objetos espaciales;USE;utilización del espacio;1231 Derecho internacional
3316;responsabilidad de los padres;;;2806 familia
6266;responsabilidad del Estado;;;1011 Derecho de la Unión Europea
3507;responsabilidad del Gobierno;USE;responsabilidad ministerial;0436 poder ejecutivo y administración pública
3635;responsabilidad del fabricante;;;1211 Derecho civil
3635;responsabilidad del producto;USE;responsabilidad del fabricante;1211 Derecho civil
7942;responsabilidad ecológica de la empresa;USE;responsabilidad social de la empresa;4006 organización de la empresa
3635;responsabilidad en razón del producto;USE;responsabilidad del fabricante;1211 Derecho civil
3503;responsabilidad internacional;;;1231 Derecho internacional
3497;responsabilidad jurídica;USE;responsabilidad;1211 Derecho civil
3497;responsabilidad legal;USE;responsabilidad;1211 Derecho civil
7942;responsabilidad medioambiental de la empresa;USE;responsabilidad social de la empresa;4006 organización de la empresa
3507;responsabilidad ministerial;;;0436 poder ejecutivo y administración pública
6615;responsabilidad penal del menor;;;1216 Derecho penal
3517;responsabilidad política;;;0431 vida política y seguridad pública
6401;responsabilidad por daños al medio ambiente;;;5206 política del medio ambiente
6401;responsabilidad por los daños ecológicos;USE;responsabilidad por daños al medio ambiente;5206 política del medio ambiente
3635;responsabilidad por vicios ocultos;USE;responsabilidad del fabricante;1211 Derecho civil
7187;responsabilidad pública;USE;cargo público;0431 vida política y seguridad pública
7942;responsabilidad social de la empresa;;;4006 organización de la empresa
c_5b447e3a;respuesta de emergencia;USE;gestión de crisis;4021 gestión administrativa
3611;restablecimiento de derechos de aduana;;;2011 política arancelaria
6117;restablecimiento de la paz;USE;instauración de la paz;0816 seguridad internacional
3611;restablecimiento del arancel aduanero;USE;restablecimiento de derechos de aduana;2011 política arancelaria
3563;restauración colectiva;;;6031 industria agroalimentaria
c_c706cbe7;restauración de ecosistemas;USE;restauración de la naturaleza;5206 política del medio ambiente
3281;restauración de edificios;USE;renovación urbana;2846 urbanismo y construcción
c_c706cbe7;restauración de especies silvestres;USE;restauración de la naturaleza;5206 política del medio ambiente
c_c706cbe7;restauración de la naturaleza;;;5206 política del medio ambiente
2840;restauración del patrimonio;USE;protección del patrimonio;2831 cultura y religión
c_c706cbe7;restauración ecológica;USE;restauración de la naturaleza;5206 política del medio ambiente
5167;restaurador;USE;profesión gastronómica;2826 vida social
1373;restaurante;USE;industria gastronómica;2826 vida social
3563;restaurante colectivo;USE;restauración colectiva;6031 industria agroalimentaria
3563;restaurante de empresa;USE;restauración colectiva;6031 industria agroalimentaria
3568;restitución a la exportación;;;2006 política comercial
3570;restitución a la importación;;;2006 política comercial
3576;restitución a la producción;;;5611 producción y estructuras agrarias
4877;restitución de bienes culturales;USE;bien cultural;2831 cultura y religión
3568;restitución máxima;USE;restitución a la exportación;2006 política comercial
5294;restos de automóvil;USE;residuo metálico;5216 deterioro del medio ambiente
3591;restricción cuantitativa;;;2021 comercio internacional
3227;restricción de cambio;;;2411 economía monetaria
3581;restricción de la competencia;;;4031 competencia
3633;restricción de la producción;USE;cuota de producción;6406 producción
3577;restricción de las exportaciones;;;2021 comercio internacional
3579;restricción de las importaciones;;;2021 comercio internacional
3588;restricción de libertad;;;1216 Derecho penal
3584;restricción de los intercambios;;;2021 comercio internacional
3602;resultado contable;USE;resultado de explotación;4026 gestión contable
3602;resultado de explotación;;;4026 gestión contable
3605;resultado de la explotación agraria;;;5616 sistema de explotación agraria
6306;resultado de la investigación;;;6416 investigación y propiedad intelectual
7215;resultado del voto;;;0416 procedimiento electoral y sistema de votación
3037;resultado electoral;;;0416 procedimiento electoral y sistema de votación
3606;resultado escolar;;;3216 organización de la enseñanza
78;resumen;;;3221 documentación
5665;resumen histórico;USE;reseña histórica;3221 documentación
5869;retención;;;4421 administración y remuneración del personal
5869;retención a cuenta;USE;retención;4421 administración y remuneración del personal
435061;retención de carbono;USE;captura y almacenamiento de carbono;6411 tecnología y reglamentación técnica
5869;retención fiscal en la fuente;USE;retención;4421 administración y remuneración del personal
c_8a6f744c;retirada de la UE;;;1016 construcción europea
c_8a6f744c;retirada de la Unión Europea;USE;retirada de la UE;1016 construcción europea
c_8a6f744c;retirada de un Estado miembro de la UE;USE;retirada de la UE;1016 construcción europea
3618;retirada del mercado;;;2006 política comercial
3618;retirada preventiva del mercado;USE;retirada del mercado;2006 política comercial
7939;retraso digital;;;3231 información y tratamiento de la información
3615;retraso escolar;;;3216 organización de la enseñanza
3273;retribución del trabajo;USE;remuneración del trabajo;4421 administración y remuneración del personal
3921;retroactividad;USE;retroactividad de la ley;1206 fuentes y ramas del Derecho
3921;retroactividad de la ley;;;1206 fuentes y ramas del Derecho
468;retrovisor;USE;dispositivo de seguridad;4811 organización de los transportes
7956;reubicación de empresas;USE;deslocalización;4006 organización de la empresa
c_b0c14f45;reubicación de la población;USE;reasentamiento de personas;2811 movimientos migratorios
c_b0c14f45;reubicación de personas;USE;reasentamiento de personas;2811 movimientos migratorios
4596;reunificación;USE;unificación nacional;0806 política internacional
3502;reunificación de Alemania;USE;unificación de Alemania;0816 seguridad internacional
c_2c8a75b1;reunificación familiar;USE;reagrupación familiar;2811 movimientos migratorios
3637;reunión en la Cumbre;;;0806 política internacional
3650;reunión internacional;;;0806 política internacional
c_d02647e2;reutilización de la información del sector público;USE;derecho a reutilizar información;3231 información y tratamiento de la información
2947;reutilización de residuos;USE;reciclaje de residuos;5206 política del medio ambiente
3653;revalorización de salarios;USE;aumento salarial;4421 administración y remuneración del personal
2960;revalorización monetaria;USE;revaluación;2411 economía monetaria
2960;revaluación;;;2411 economía monetaria
2960;revaluación monetaria;USE;revaluación;2411 economía monetaria
3658;revendedor;;;2036 distribución
3690;revestimiento del piso;;;6831 construcción y obras públicas
3699;revisión de la Constitución;;;1206 fuentes y ramas del Derecho
2969;revisión de la PAC;USE;reforma de la PAC;5606 política agraria
5872;revisión de las perspectivas financieras;;;1021 finanzas de la Unión Europea
5871;revisión de los Tratados CE;USE;revisión del Tratado (UE);1011 Derecho de la Unión Europea
5870;revisión de un acuerdo;;;0806 política internacional
5870;revisión de un tratado;USE;revisión de un acuerdo;0806 política internacional
5871;revisión del Tratado (UE);;;1011 Derecho de la Unión Europea
4139;revista;USE;publicación seriada;3221 documentación
2860;revista comunitaria;USE;publicación de la UE;3221 documentación
3281;revitalización urbana;USE;renovación urbana;2846 urbanismo y construcción
4730;revolución;USE;violencia política;0431 vida política y seguridad pública
5383;revolución digital;USE;cambio tecnológico;6411 tecnología y reglamentación técnica
3707;revolución industrial;;;6806 política y estructura industriales
2970;revolución verde;USE;reforma agraria;5606 política agraria
5805;rey;USE;jefe de Estado;0406 marco político
3724;ricino;;;6006 productos de origen vegetal
2680;riego;USE;irrigación;5621 explotación agrícola de la tierra
2680;riego por aspersión;USE;irrigación;5621 explotación agrícola de la tierra
2680;riego por goteo;USE;irrigación;5621 explotación agrícola de la tierra
3728;riesgo;USE;riesgo cubierto;2431 seguros
c_dcf3f7c0;riesgo cambiario;USE;riesgo financiero;2421 libre circulación de capitales
3728;riesgo cubierto;;;2431 seguros
c_dcf3f7c0;riesgo de cambio;USE;riesgo financiero;2421 libre circulación de capitales
4075;riesgo de catástrofe natural;USE;riesgo natural;5206 política del medio ambiente
8416;riesgo de conflicto de intereses;USE;conflicto de intereses;4426 relaciones laborales y Derecho del trabajo
8416;riesgo de conflicto de interés;USE;conflicto de intereses;4426 relaciones laborales y Derecho del trabajo
c_dcf3f7c0;riesgo de crédito;USE;riesgo financiero;2421 libre circulación de capitales
3730;riesgo de enfermedad;USE;riesgo sanitario;2841 sanidad
4076;riesgo de explosión;USE;riesgo industrial;5206 política del medio ambiente
c_dcf3f7c0;riesgo de impago;USE;riesgo financiero;2421 libre circulación de capitales
4076;riesgo de incendio;USE;riesgo industrial;5206 política del medio ambiente
c_dcf3f7c0;riesgo de liquidez;USE;riesgo financiero;2421 libre circulación de capitales
c_dcf3f7c0;riesgo de mercado;USE;riesgo financiero;2421 libre circulación de capitales
c_dcf3f7c0;riesgo de tipo de cambio;USE;riesgo financiero;2421 libre circulación de capitales
c_dcf3f7c0;riesgo de tipo de interés;USE;riesgo financiero;2421 libre circulación de capitales
c_dcf3f7c0;riesgo financiero;;;2421 libre circulación de capitales
4076;riesgo industrial;;;5206 política del medio ambiente
c_dcf3f7c0;riesgo macroprudencial;USE;riesgo financiero;2421 libre circulación de capitales
4075;riesgo natural;;;5206 política del medio ambiente
921;riesgo nuclear;USE;accidente nuclear;6621 industrias nuclear y eléctrica
4039;riesgo profesional;USE;seguridad en el trabajo;4416 condiciones y organización del trabajo
921;riesgo radiactivo;USE;accidente nuclear;6621 industrias nuclear y eléctrica
3730;riesgo sanitario;;;2841 sanidad
c_dcf3f7c0;riesgo sistemático;USE;riesgo financiero;2421 libre circulación de capitales
c_dcf3f7c0;riesgo sistémico;USE;riesgo financiero;2421 libre circulación de capitales
c_dcf3f7c0;riesgo soberano;USE;riesgo financiero;2421 libre circulación de capitales
4076;riesgo tecnológico;USE;riesgo industrial;5206 política del medio ambiente
4076;riesgo tóxico;USE;riesgo industrial;5206 política del medio ambiente
1527;rifa;USE;juego de azar;2826 vida social
5683;rigor del frío;USE;inclemencia atmosférica;5216 deterioro del medio ambiente
5683;rigor del tiempo;USE;inclemencia atmosférica;5216 deterioro del medio ambiente
3721;riqueza;;;1626 contabilidad nacional
310;ritmo de crecimiento;USE;crecimiento económico;1611 situación económica
3550;ritmo de trabajo;;;4416 condiciones y organización del trabajo
83;ritmo de vida;USE;condición de vida;2821 marco social
5291;ritos funerarios;USE;muerte;2826 vida social
2426;roble;USE;árbol caducifolio;5636 monte
4742;robo;;;1216 Derecho penal
3848;robot;USE;robot industrial;6411 tecnología y reglamentación técnica
3848;robot industrial;;;6411 tecnología y reglamentación técnica
3744;robotización;;;6411 tecnología y reglamentación técnica
3740;robótica;;;3236 informática y tratamiento de datos
3759;rodamiento;;;6821 industria mecánica
5874;roedor;;;5211 medio natural
3748;rol social;;;2826 vida social
5653;romaní;;;2821 marco social
7945;rompehielos;;;4821 transporte marítimo y fluvial
601;ron;USE;aguardiente;6021 bebidas y azúcares
4680;ropa;USE;vestido;6841 industria del cuero e industria textil
4680;ropa confeccionada;USE;vestido;6841 industria del cuero e industria textil
5612;ropa de protección;USE;equipo de protección;4416 condiciones y organización del trabajo
1107;roquefort;USE;queso de pasta azul;6016 productos agrarios transformados
6318;rotación de cultivos;;;5621 explotación agrícola de la tierra
1273;rotación de turnos;USE;humanización del trabajo;4416 condiciones y organización del trabajo
6361;rotura de materiales;USE;resistencia de los materiales;6411 tecnología y reglamentación técnica
370;roturación;;;5621 explotación agrícola de la tierra
1723;rueda hidráulica;USE;máquina hidráulica;6821 industria mecánica
5048;ruido;;;5216 deterioro del medio ambiente
2596;rulado;USE;preparación del suelo;5621 explotación agrícola de la tierra
5034;rumiante;USE;bovino;5626 medio de producción agrícola
2039;ruta aérea;USE;circulación aérea;4826 transporte aéreo y espacial
1607;rábano;USE;legumbre de raíz;6006 productos de origen vegetal
3958;régimen abierto;;;1216 Derecho penal
5842;régimen aduanero comunitario;USE;régimen aduanero de la UE;2011 política arancelaria
5843;régimen aduanero de exportación;;;2011 política arancelaria
5842;régimen aduanero de la UE;;;2011 política arancelaria
5842;régimen aduanero de la Unión Europea;USE;régimen aduanero de la UE;2011 política arancelaria
3174;régimen aduanero económico;USE;régimen aduanero suspensivo;2011 política arancelaria
3174;régimen aduanero suspensivo;;;2011 política arancelaria
3002;régimen autoritario;;;0406 marco político
2488;régimen autónomo de importación;USE;política de importación;2006 política comercial
5844;régimen comunitario de financiación;USE;régimen de financiación de la UE;1021 finanzas de la Unión Europea
3003;régimen de ayudas;;;0811 política de cooperación
434843;régimen de comercio de derechos de emisión;USE;comercio de derechos de emisión;5206 política del medio ambiente
434880;régimen de comercio de derechos de emisión de la UE;;;5206 política del medio ambiente
434880;régimen de comercio de derechos de emisión de la Unión Europea;USE;régimen de comercio de derechos de emisión de la UE;5206 política del medio ambiente
962;régimen de explotación;;;5616 sistema de explotación agraria
2487;régimen de exportación;USE;política de exportación;2006 política comercial
5844;régimen de financiación de la UE;;;1021 finanzas de la Unión Europea
5844;régimen de financiación de la Unión Europea;USE;régimen de financiación de la UE;1021 finanzas de la Unión Europea
2488;régimen de importación;USE;política de importación;2006 política comercial
2449;régimen de intercambios;USE;política comercial;2006 política comercial
3929;régimen de la propiedad;USE;propiedad de bienes;1211 Derecho civil
962;régimen de la propiedad de la tierra;USE;régimen de explotación;5616 sistema de explotación agraria
508;régimen de los doceavos provisionales;USE;doceavo provisional;2441 presupuesto
8459;régimen de pago único;;;5606 política agraria
8459;régimen de pago único por explotación;USE;régimen de pago único;5606 política agraria
8459;régimen de pago único por superficie;USE;régimen de pago único;5606 política agraria
2263;régimen de partido único;;;0406 marco político
2321;régimen de perfeccionamiento activo;USE;perfeccionamiento activo;2011 política arancelaria
2322;régimen de perfeccionamiento pasivo;USE;perfeccionamiento pasivo;2011 política arancelaria
1159;régimen de pesca;USE;gestión de la pesca;5641 pesca
2489;régimen de precios;USE;política de precios;2451 precios
2619;régimen de prima;USE;prima salarial;4421 administración y remuneración del personal
3929;régimen de propiedad;USE;propiedad de bienes;1211 Derecho civil
4050;régimen de seguridad social;USE;seguridad social;2836 protección social
962;régimen de tenencia de la tierra;USE;régimen de explotación;5616 sistema de explotación agraria
5935;régimen de transformación en aduana;USE;transformación en aduana;2011 política arancelaria
4499;régimen de tránsito de la Unión;USE;tránsito de la Unión;2011 política arancelaria
5796;régimen de visados;USE;política de visados de la UE;1231 Derecho internacional
3009;régimen del suelo;;;5616 sistema de explotación agraria
436;régimen dictatorial;USE;dictadura;0406 marco político
3013;régimen económico;;;1621 estructura económica
1021;régimen fiscal;USE;fiscalidad;2446 fiscalidad
3003;régimen general de ayudas;USE;régimen de ayudas;0811 política de cooperación
7217;régimen jurídico de los diputados;USE;estatuto de los parlamentarios;0421 Parlamento
7217;régimen jurídico de los parlamentarios;USE;estatuto de los parlamentarios;0421 Parlamento
7217;régimen jurídico de los senadores;USE;estatuto de los parlamentarios;0421 Parlamento
68;régimen local;USE;administración local;0436 poder ejecutivo y administración pública
570;régimen matrimonial;USE;Derecho matrimonial;2806 familia
3016;régimen militar;;;0406 marco político
2263;régimen monopartidista;USE;régimen de partido único;0406 marco político
3020;régimen parlamentario;;;0406 marco político
3962;régimen penitenciario;;;1216 Derecho penal
1159;régimen pesquero;USE;gestión de la pesca;5641 pesca
3025;régimen político;;;0406 marco político
7386;régimen presidencialista;;;0406 marco político
3002;régimen totalitario;USE;régimen autoritario;0406 marco político
1021;régimen tributario;USE;fiscalidad;2446 fiscalidad
260;río;USE;curso de agua;5211 medio natural
3586;sabio;USE;profesión científica;6416 investigación y propiedad intelectual
4311;sacarina;USE;sucedáneo de alimento;6026 productos alimenticios
3793;sacarosa;;;6021 bebidas y azúcares
6009;sacerdote;USE;clero;2831 cultura y religión
2746;saco;USE;producto de envasado;2031 comercialización
1857;sacrificio de animales;;;6036 tecnología alimentaria
3758;sal;;;6611 industrias carbonera y minera
4062;sal química;;;6811 química
1363;sala cinematográfica;USE;industria cinematográfica;3226 comunicación
1374;sala de despiece de carnes;USE;industria cárnica;6031 industria agroalimentaria
c_a2e1def8;salamandra;USE;anfibio;5211 medio natural
3843;salario;;;4421 administración y remuneración del personal
3845;salario a destajo;USE;salario por rendimiento;4421 administración y remuneración del personal
4820;salario bajo;;;4421 administración y remuneración del personal
3850;salario garantizado;USE;salario mínimo;4421 administración y remuneración del personal
3850;salario mínimo;;;4421 administración y remuneración del personal
3850;salario mínimo interprofesional;USE;salario mínimo;4421 administración y remuneración del personal
625;salario móvil;USE;escala de salarios;4421 administración y remuneración del personal
3847;salario por horas;;;4421 administración y remuneración del personal
3845;salario por rendimiento;;;4421 administración y remuneración del personal
3845;salario por tarea;USE;salario por rendimiento;4421 administración y remuneración del personal
3849;salario por trabajo doméstico;;;4421 administración y remuneración del personal
3845;salario por unidad de obra;USE;salario por rendimiento;4421 administración y remuneración del personal
3847;salario por unidad de tiempo;USE;salario por horas;4421 administración y remuneración del personal
3847;salario-hora profesional;USE;salario por horas;4421 administración y remuneración del personal
2738;salchicha;USE;producto cárnico;6026 productos alimenticios
2738;salchichón;USE;producto cárnico;6026 productos alimenticios
3602;saldo de la cuenta de explotación;USE;resultado de explotación;4026 gestión contable
4667;saldos;USE;venta con rebaja;2031 comercialización
c_8a6f744c;salida de la Unión Europea;USE;retirada de la UE;1016 construcción europea
416;salinización del suelo;USE;desertización;5216 deterioro del medio ambiente
c_28750470;salmonelosis;USE;enfermedad transmitida por alimentos;2841 sanidad
1607;salsifí;USE;legumbre de raíz;6006 productos de origen vegetal
6569;salubridad de los alimentos;USE;seguridad de los alimentos;2841 sanidad
5309;salubridad de los edificios;USE;seguridad de los edificios;2846 urbanismo y construcción
6569;salubridad de los productos alimenticios;USE;seguridad de los alimentos;2841 sanidad
2479;salud;USE;política sanitaria;2841 sanidad
5877;salud de los animales;USE;sanidad animal;5631 actividad agropecuaria
c_31da5694;salud en línea;USE;sanidad electrónica;2841 sanidad
7135;salud genésica;USE;salud reproductiva;2841 sanidad
1280;salud laboral;USE;sanidad laboral;4416 condiciones y organización del trabajo
5878;salud mental;;;2841 sanidad
5878;salud psíquica;USE;salud mental;2841 sanidad
3885;salud pública;;;2841 sanidad
7135;salud reproductiva;;;2841 sanidad
2833;salvaguardia de la libertad;USE;protección de las libertades;1236 derechos y libertades
1743;salvaguardia de la paz;USE;mantenimiento de la paz;0816 seguridad internacional
2840;salvaguardia del patrimonio cultural;USE;protección del patrimonio;2831 cultura y religión
3207;salón comercial;USE;manifestación comercial;2031 comercialización
3866;sanción (UE);;;1011 Derecho de la Unión Europea
3862;sanción administrativa;;;0436 poder ejecutivo y administración pública
3866;sanción comunitaria;USE;sanción (UE);1011 Derecho de la Unión Europea
3862;sanción disciplinaria;USE;sanción administrativa;0436 poder ejecutivo y administración pública
3870;sanción económica;;;0806 política internacional
3483;sanción internacional;;;0806 política internacional
5124;sanción militar;;;0806 política internacional
c_1c478aa5;sanción o medida restrictiva de la UE;USE;medida restrictiva de la UE;1016 construcción europea
c_1c478aa5;sanción o medida restrictiva de la Unión Europea;USE;medida restrictiva de la UE;1016 construcción europea
3866;sanción pecuniaria de la UE;USE;sanción (UE);1011 Derecho de la Unión Europea
3878;sanción penal;;;1216 Derecho penal
2877;saneamiento;;;5206 política del medio ambiente
2933;saneamiento de la economía;USE;reconstrucción económica;1611 situación económica
4485;saneamiento del agua;USE;tratamiento del agua;5206 política del medio ambiente
3165;saneamiento del mercado;USE;regularización del mercado;2006 política comercial
c_b71ca500;saneamiento público;;;2841 sanidad
2479;sanidad;USE;política sanitaria;2841 sanidad
5877;sanidad animal;;;5631 actividad agropecuaria
c_31da5694;sanidad electrónica;;;2841 sanidad
1280;sanidad laboral;;;4416 condiciones y organización del trabajo
3885;sanidad pública;USE;salud pública;2841 sanidad
c_a2e1def8;sapo;USE;anfibio;5211 medio natural
6010;satisfacción del cliente;USE;clientela;2036 distribución
3907;satisfacción en el trabajo;;;4416 condiciones y organización del trabajo
3907;satisfacción profesional;USE;satisfacción en el trabajo;4416 condiciones y organización del trabajo
3905;satélite;;;4826 transporte aéreo y espacial
3905;satélite artificial;USE;satélite;4826 transporte aéreo y espacial
30;satélite de comunicación;USE;comunicación por satélite;3226 comunicación
30;satélite de telecomunicación;USE;comunicación por satélite;3226 comunicación
30;satélite europeo de comunicaciones;USE;comunicación por satélite;3226 comunicación
5678;sauna;USE;instalación sanitaria;6831 construcción y obras públicas
1104;sbrinz;USE;queso de pasta dura;6016 productos agrarios transformados
363;sección electoral;USE;circunscripción electoral;0416 procedimiento electoral y sistema de votación
3583;secretaria;USE;personal de secretaría;4006 organización de la empresa
3583;secretaria de dirección;USE;personal de secretaría;4006 organización de la empresa
4043;secretario del Tribunal de Justicia (TJUE);USE;miembro del Tribunal de Justicia (UE);1006 instituciones de la Unión Europea y función pública europea
4178;secretario general de la institución;;;1006 instituciones de la Unión Europea y función pública europea
2124;secretario judicial;USE;personal de la administración de justicia;1226 organización de la justicia
5885;secretaría de la institución;;;1006 instituciones de la Unión Europea y función pública europea
3994;secreto bancario;;;2416 instituciones financieras y de crédito
5884;secreto de Estado;;;3231 información y tratamiento de la información
1457;secreto de la instrucción;USE;instrucción del sumario;1221 justicia
2832;secreto de las comunicaciones;USE;protección de las comunicaciones;1236 derechos y libertades
1457;secreto del sumario;USE;instrucción del sumario;1221 justicia
3997;secreto industrial;;;6411 tecnología y reglamentación técnica
6379;secreto militar;;;0821 defensa
4000;secreto médico;USE;secreto profesional;4426 relaciones laborales y Derecho del trabajo
5884;secreto oficial;USE;secreto de Estado;3231 información y tratamiento de la información
4000;secreto profesional;;;4426 relaciones laborales y Derecho del trabajo
3296;secta religiosa;;;2831 cultura y religión
5886;sector agrario;;;1621 estructura económica
5886;sector agropecuario;USE;sector agrario;1621 estructura económica
1366;sector audiovisual;USE;industria audiovisual;3226 comunicación
1363;sector cinematográfico;USE;industria cinematográfica;3226 comunicación
4013;sector cuaternario;;;1621 estructura económica
c_165899a6;sector de bienes y servicios medioambientales;USE;industria medioambiental;5206 política del medio ambiente
4021;sector de servicios;USE;sector terciario;1621 estructura económica
1385;sector de telecomunicaciones;USE;industria de telecomunicaciones;3226 comunicación
c_4c441ea0;sector del transporte de fondos;USE;transporte de fondos;4811 organización de los transportes
4006;sector económico;;;1621 estructura económica
4886;sector energético;USE;mercado de la energía;6606 política energética
4016;sector industrial;USE;sector secundario;1621 estructura económica
6783;sector no comercial;;;1621 estructura económica
4008;sector primario;;;1621 estructura económica
829;sector privado;USE;empresa privada;4011 tipos de empresa
830;sector público;USE;empresa pública;4011 tipos de empresa
4016;sector secundario;;;1621 estructura económica
4021;sector terciario;;;1621 estructura económica
3945;secuestro;USE;secuestro de personas;1216 Derecho penal
2383;secuestro de avión;USE;piratería;1216 Derecho penal
3959;secuestro de bienes;USE;confiscación de bienes;1216 Derecho penal
2383;secuestro de buque;USE;piratería;1216 Derecho penal
3945;secuestro de personas;;;1216 Derecho penal
769;secuestro político;;;0431 vida política y seguridad pública
4207;seda;;;6011 productos de origen animal
442917;sede de la administración;;;0436 poder ejecutivo y administración pública
4158;sede de la empresa;USE;sede social;4006 organización de la empresa
4180;sede de la institución;;;0431 vida política y seguridad pública
4158;sede de la sociedad;USE;sede social;4006 organización de la empresa
442917;sede del organismo público;USE;sede de la administración;0436 poder ejecutivo y administración pública
4158;sede jurídica;USE;sede social;4006 organización de la empresa
4158;sede social;;;4006 organización de la empresa
6391;sedimentología;;;3606 ciencias naturales y aplicadas
458;segregación racial;USE;discriminación racial;1236 derechos y libertades
5917;seguimiento multilateral;USE;vigilancia multilateral;2411 economía monetaria
5584;segunda fase de la UEM;;;2411 economía monetaria
3464;segunda residencia;USE;residencia secundaria;2816 demografía y población
4701;segunda vuelta electoral;USE;ballotage;0416 procedimiento electoral y sistema de votación
5887;seguridad aeronáutica;USE;seguridad operacional de la aviación;4806 política de transportes
c_4523e1dd;seguridad alimentaria;;;2841 sanidad
5887;seguridad aérea;USE;seguridad operacional de la aviación;4806 política de transportes
4045;seguridad ciudadana;USE;seguridad pública;0431 vida política y seguridad pública
3057;seguridad civil;USE;protección civil;0431 vida política y seguridad pública
6569;seguridad cualitativa de la alimentación;USE;seguridad de los alimentos;2841 sanidad
4025;seguridad de abastecimiento;;;2016 intercambios económicos
5887;seguridad de las aeronaves;USE;seguridad operacional de la aviación;4806 política de transportes
4042;seguridad de las instalaciones nucleares;USE;seguridad nuclear;6621 industrias nuclear y eléctrica
5889;seguridad de las naves;USE;seguridad marítima;4806 política de transportes
6569;seguridad de los alimentos;;;2841 sanidad
5889;seguridad de los barcos;USE;seguridad marítima;4806 política de transportes
5889;seguridad de los buques;USE;seguridad marítima;4806 política de transportes
5309;seguridad de los edificios;;;2846 urbanismo y construcción
c_60d3928d;seguridad de los pacientes;;;2841 sanidad
4047;seguridad del conductor;USE;seguridad en carretera;4806 política de transportes
4036;seguridad del producto;;;2026 consumo
4042;seguridad del reactor;USE;seguridad nuclear;6621 industrias nuclear y eléctrica
4039;seguridad del trabajador;USE;seguridad en el trabajo;4416 condiciones y organización del trabajo
4033;seguridad del transporte;;;4806 política de transportes
5887;seguridad del transporte aéreo;USE;seguridad operacional de la aviación;4806 política de transportes
5889;seguridad del transporte marítimo;USE;seguridad marítima;4806 política de transportes
c_04ae3ba8;seguridad digital;USE;seguridad informática;3236 informática y tratamiento de datos
5314;seguridad doméstica;USE;accidente doméstico;2826 vida social
4047;seguridad en carretera;;;4806 política de transportes
4029;seguridad en el empleo;;;4406 empleo
