ID;TERMS (PT-NPT);RELATIONS;PT;MT
5663;Edad Media;USE;historia medieval;3611 humanidades
5664;Edad Moderna;USE;historia moderna;3611 humanidades
7896;Egeo Meridional;;;7211 regiones de los Estados miembros de la UE
7895;Egeo septentrional;;;7211 regiones de los Estados miembros de la UE
690;Egipto;;;7221 África
690;Egipto;;;7231 geografía económica
690;Egipto;;;7236 geografía política
1504;Eire;USE;Irlanda;7206 Europa
1504;Eire;USE;Irlanda;7231 geografía económica
1504;Eire;USE;Irlanda;7236 geografía política
3062;Ejecutivo;;;0436 poder ejecutivo y administración pública
691;El Salvador;;;7216 América
691;El Salvador;;;7231 geografía económica
691;El Salvador;;;7236 geografía política
725;Emilia-Romaña;;;7211 regiones de los Estados miembros de la UE
726;Emiratos Árabes Unidos;;;7226 Asia-Oceanía
726;Emiratos Árabes Unidos;;;7231 geografía económica
726;Emiratos Árabes Unidos;;;7236 geografía política
448275;Empresa Común Artemis;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común BBI;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común Clean Sky;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común ECSEL;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común ENIAC;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común FCH;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común Fusion for Energy;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común IMI;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común Pilas de Combustible e Hidrógeno;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común S2R;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común SESAR;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
448275;Empresa Común Shift2Rail;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
820;Empresa Común de Informática de Alto Rendimiento Europea;USE;empresa europea;4011 tipos de empresa
448275;Empresa Común para las Bioindustrias;USE;empresa común europea;1006 instituciones de la Unión Europea y función pública europea
839;Epiro;;;7211 regiones de los Estados miembros de la UE
5617;Eritrea;;;7221 África
5617;Eritrea;;;7231 geografía económica
7380;Ertzaintza;USE;policía autonómica;0431 vida política y seguridad pública
911;Escandinavia;USE;Europa del Norte;7206 Europa
7999;Escania;;;7211 regiones de los Estados miembros de la UE
663;Escocia;;;7206 Europa
c_e9845504;Escuela Europea de Administración;;;1006 instituciones de la Unión Europea y función pública europea
7986;Escuela Europea de Policía;USE;CEPOL;1016 construcción europea
5859;Eslovaquia;;;7206 Europa
5859;Eslovaquia;;;7231 geografía económica
5859;Eslovaquia;;;7236 geografía política
5898;Eslovenia;;;7206 Europa
5898;Eslovenia;;;7231 geografía económica
5898;Eslovenia;;;7236 geografía política
7829;Eslovenia Central;;;7211 regiones de los Estados miembros de la UE
7820;Eslovenia Meridional;USE;Eslovenia Sudoriental;7211 regiones de los Estados miembros de la UE
7820;Eslovenia Sudoriental;;;7211 regiones de los Estados miembros de la UE
5618;Espacio Económico Europeo;;;1016 construcción europea
863;España;;;7206 Europa
863;España;;;7231 geografía económica
863;España;;;7236 geografía política
4458;Espórades del Norte;USE;Tesalia;7211 regiones de los Estados miembros de la UE
883;Estado;;;0406 marco político
2229;Estado Independiente de Papúa Nueva Guinea;USE;Papúa Nueva Guinea;7226 Asia-Oceanía
2229;Estado Independiente de Papúa Nueva Guinea;USE;Papúa Nueva Guinea;7231 geografía económica
3858;Estado Independiente de Samoa;USE;Samoa;7226 Asia-Oceanía
3858;Estado Independiente de Samoa;USE;Samoa;7231 geografía económica
2562;Estado Libre Asociado de Puerto Rico;USE;Puerto Rico;7216 América
4835;Estado Libre de Baviera;USE;Baviera;7211 regiones de los Estados miembros de la UE
5879;Estado Libre de Sajonia;USE;Sajonia;7211 regiones de los Estados miembros de la UE
5932;Estado Libre de Turingia;USE;Turingia;7211 regiones de los Estados miembros de la UE
8477;Estado Mayor de la UE;;;1016 construcción europea
8477;Estado Mayor de la Unión Europea;USE;Estado Mayor de la UE;1016 construcción europea
5020;Estado Plurinacional de Bolivia;USE;Bolivia;7216 América
5020;Estado Plurinacional de Bolivia;USE;Bolivia;7231 geografía económica
5020;Estado Plurinacional de Bolivia;USE;Bolivia;7236 geografía política
887;Estado asistencial;USE;Estado del bienestar;0406 marco político
2285;Estado asociado;USE;país asociado;0811 política de cooperación
6882;Estado autonómico;USE;Estado regional;0406 marco político
887;Estado benefactor;USE;Estado del bienestar;0406 marco político
5626;Estado centralista;USE;Estado unitario;0406 marco político
5626;Estado centralizado;USE;Estado unitario;0406 marco político
6881;Estado confederal;;;0406 marco político
5621;Estado confesional;;;0406 marco político
5049;Estado de Brunéi Darussalam;USE;Brunéi;7226 Asia-Oceanía
5049;Estado de Brunéi Darussalam;USE;Brunéi;7231 geografía económica
5622;Estado de Derecho;;;0406 marco político
5617;Estado de Eritrea;USE;Eritrea;7221 África
5617;Estado de Eritrea;USE;Eritrea;7231 geografía económica
1518;Estado de Israel;USE;Israel;7226 Asia-Oceanía
1518;Estado de Israel;USE;Israel;7231 geografía económica
1560;Estado de Kuwait;USE;Kuwait;7226 Asia-Oceanía
1560;Estado de Kuwait;USE;Kuwait;7231 geografía económica
1560;Estado de Kuwait;USE;Kuwait;7236 geografía política
1639;Estado de Libia;USE;Libia;7221 África
1639;Estado de Libia;USE;Libia;7231 geografía económica
1639;Estado de Libia;USE;Libia;7236 geografía política
2866;Estado de Qatar;USE;Qatar;7226 Asia-Oceanía
2866;Estado de Qatar;USE;Qatar;7231 geografía económica
2866;Estado de Qatar;USE;Qatar;7236 geografía política
4649;Estado de la Ciudad del Vaticano;USE;Santa Sede;7206 Europa
5777;Estado del Golfo Pérsico;USE;país del Golfo;7226 Asia-Oceanía
887;Estado del bienestar;;;0406 marco político
1579;Estado federado;;;0406 marco político
5623;Estado federal;;;0406 marco político
5626;Estado homogéneo;USE;Estado unitario;0406 marco político
5624;Estado islámico;;;0406 marco político
5625;Estado laico;;;0406 marco político
2298;Estado miembro;USE;país miembro;0811 política de cooperación
5283;Estado miembro UE;;;7231 geografía económica
5283;Estado miembro de la UE;USE;Estado miembro UE;7231 geografía económica
c_8a6f744c;Estado miembro que se retira de la UE;USE;retirada de la UE;1016 construcción europea
7197;Estado multiétnico;;;0406 marco político
8442;Estado nación;USE;identidad nacional;2831 cultura y religión
6359;Estado out;USE;país no participante;2406 relaciones monetarias
6359;Estado pre-in;USE;país no participante;2406 relaciones monetarias
887;Estado providencial;USE;Estado del bienestar;0406 marco político
6882;Estado regional;;;0406 marco político
5626;Estado unitario;;;0406 marco político
594;Estados Africanos y Malgache Asociados;USE;países de la EAMA;7231 geografía económica
c_acf7832d;Estados Cariforum;USE;Cariforum;7616 organizaciones extraeuropeas
7198;Estados Federados de Micronesia;;;7226 Asia-Oceanía
7198;Estados Federados de Micronesia;;;7231 geografía económica
888;Estados Unidos;;;7216 América
888;Estados Unidos;;;7231 geografía económica
888;Estados Unidos;;;7236 geografía política
1899;Estados Unidos Mexicanos;USE;México;7216 América
1899;Estados Unidos Mexicanos;USE;México;7231 geografía económica
1899;Estados Unidos Mexicanos;USE;México;7236 geografía política
5774;Estados bálticos;USE;países bálticos;7206 Europa
4269;Estatuto de Berlín;;;0816 seguridad internacional
4270;Estatuto de Jerusalén;;;0816 seguridad internacional
4271;Estatuto de la función pública;USE;Estatuto de los funcionarios;0436 poder ejecutivo y administración pública
4271;Estatuto de los funcionarios;;;0436 poder ejecutivo y administración pública
c_871b5612;Estatuto de los funcionarios de la UE;;;1006 instituciones de la Unión Europea y función pública europea
c_871b5612;Estatuto de los funcionarios de la Unión Europea;USE;Estatuto de los funcionarios de la UE;1006 instituciones de la Unión Europea y función pública europea
c_871b5612;Estatuto del personal (UE);USE;Estatuto de los funcionarios de la UE;1006 instituciones de la Unión Europea y función pública europea
596;Este de Inglaterra;;;7206 Europa
6199;Estiria;;;7211 regiones de los Estados miembros de la UE
6237;Estocolmo;;;7211 regiones de los Estados miembros de la UE
5619;Estonia;;;7206 Europa
5619;Estonia;;;7231 geografía económica
5619;Estonia;;;7236 geografía política
7858;Estonia Central;;;7211 regiones de los Estados miembros de la UE
7860;Estonia Meridional;;;7211 regiones de los Estados miembros de la UE
7859;Estonia Nororiental;;;7211 regiones de los Estados miembros de la UE
7857;Estonia Occidental;;;7211 regiones de los Estados miembros de la UE
7856;Estonia Septentrional;;;7211 regiones de los Estados miembros de la UE
5675;Estrategia Europa 2020;USE;estrategia de crecimiento de la UE;1016 construcción europea
6347;Estrategia Europea de Empleo;;;4406 empleo
4351;Esuatini;;;7221 África
4351;Esuatini;;;7231 geografía económica
891;Etiopía;;;7221 África
891;Etiopía;;;7231 geografía económica
5344;Euratom;USE;CEEA;1016 construcción europea
3654;Eureka;;;6416 investigación y propiedad intelectual
6334;Euribor;;;2406 relaciones monetarias
6358;Euro-X;USE;Ecofin;1006 instituciones de la Unión Europea y función pública europea
906;Eurocontrol;;;7611 organizaciones europeas
5557;Eurocuerpo;USE;Cuerpo de Ejército Europeo;7611 organizaciones europeas
2243;Eurocámara;USE;Parlamento Europeo;1006 instituciones de la Unión Europea y función pública europea
907;Euroderecha;;;0406 marco político
5557;Euroejército;USE;Cuerpo de Ejército Europeo;7611 organizaciones europeas
2153;Euroffice;USE;Oficina de Publicaciones de la Unión Europea;1006 instituciones de la Unión Europea y función pública europea
3717;Eurofound;;;1006 instituciones de la Unión Europea y función pública europea
908;Eurogrupo (OTAN);;;7621 organizaciones mundiales
8429;Eurogrupo (zona euro);;;2406 relaciones monetarias
6723;Eurojust;;;1016 construcción europea
6373;Euromed;USE;Unión para el Mediterráneo;0811 política de cooperación
3017;Euronet;USE;red de transmisión de datos;3226 comunicación
909;Europa;;;7206 Europa
914;Europa Central;USE;Europa Central y Oriental;7206 Europa
914;Europa Central y Oriental;;;7206 Europa
913;Europa Occidental;;;7206 Europa
914;Europa Oriental;USE;Europa Central y Oriental;7206 Europa
915;Europa azul;USE;pesca comunitaria;5641 pesca
4690;Europa de los Balcanes;USE;Balcanes Occidentales;7231 geografía económica
5629;Europa de los ciudadanos;;;1016 construcción europea
914;Europa del Este;USE;Europa Central y Oriental;7206 Europa
911;Europa del Norte;;;7206 Europa
913;Europa del Oeste;USE;Europa Occidental;7206 Europa
912;Europa del Sur;USE;Europa meridional;7206 Europa
5629;Europa del ciudadano;USE;Europa de los ciudadanos;1016 construcción europea
912;Europa meridional;;;7206 Europa
911;Europa septentrional;USE;Europa del Norte;7206 Europa
5629;Europa social;USE;Europa de los ciudadanos;1016 construcción europea
2443;Europa verde;USE;política agrícola común;5606 política agraria
2243;Europarlamento;USE;Parlamento Europeo;1006 instituciones de la Unión Europea y función pública europea
5630;Europol;;;1016 construcción europea
c_d1f03d01;Eurosistema;;;2411 economía monetaria
2198;Eurostat;;;1006 instituciones de la Unión Europea y función pública europea
5212;Eurotúnel;USE;Túnel de la Mancha;4806 política de transportes
5177;Eurydice;;;3206 educación
6160;Eutelsat;;;7611 organizaciones europeas
869;Extremadura;;;7211 regiones de los Estados miembros de la UE
956;Extremo Oriente;;;7226 Asia-Oceanía
968;FAO;;;7606 Naciones Unidas
450658;FEADER;;;1021 finanzas de la Unión Europea
8549;FEAG;USE;Fondo Europeo de Adaptacion a la Globalizacion;4406 empleo
450652;FEAGA;;;1021 finanzas de la Unión Europea
973;FECOM;USE;Fondo Europeo de Cooperación Monetaria;2406 relaciones monetarias
4055;FED;;;0811 política de cooperación
1056;FEDER;USE;Fondo Europeo de Desarrollo Regional;1021 finanzas de la Unión Europea
5645;FEI;USE;Fondo Europeo de Inversiones;1006 instituciones de la Unión Europea y función pública europea
c_b54dc55a;FEIE;USE;Fondos Estructurales y de Inversión Europeos;1021 finanzas de la Unión Europea
c_d08207d1;FEIE;USE;Fondo Europeo para Inversiones Estratégicas;1021 finanzas de la Unión Europea
3717;FEMCVT;USE;Eurofound;1006 instituciones de la Unión Europea y función pública europea
c_4e3beee2;FEMP;USE;Fondo Europeo Marítimo y de Pesca;1021 finanzas de la Unión Europea
978;FEOGA;;;1021 finanzas de la Unión Europea
c_dcc650ef;FIA;USE;fondo de inversión alternativo;2416 instituciones financieras y de crédito
987;FIAB;;;7626 organizaciones no gubernamentales
4195;FIAMM;USE;sociedad de inversión;2416 instituciones financieras y de crédito
312;FICR;USE;Cruz Roja;7626 organizaciones no gubernamentales
991;FID;USE;Federación Internacional de Documentación;7626 organizaciones no gubernamentales
992;FIDA;USE;Fondo Internacional para el Desarrollo Agrícola;7606 Naciones Unidas
1002;FILPE;USE;financiación a largo plazo;2426 financiación e inversión
4195;FIM;USE;sociedad de inversión;2416 instituciones financieras y de crédito
1058;FME;USE;Fondo Monetario Europeo;2406 relaciones monetarias
1043;FMI;USE;Fondo Monetario Internacional;7606 Naciones Unidas
1045;FNUAP;USE;Fondo de Población de las Naciones Unidas;7606 Naciones Unidas
23;FNUB;USE;comisión técnica ONU;7606 Naciones Unidas
2431;FNUDC;USE;Programa de las Naciones Unidas para el Desarrollo;7606 Naciones Unidas
435299;FOSS;USE;software de código abierto;3236 informática y tratamiento de datos
6219;FRA;USE;Agencia de los Derechos Fundamentales de la Unión Europea;1006 instituciones de la Unión Europea y función pública europea
4056;FSE;USE;Fondo Social Europeo;1021 finanzas de la Unión Europea
c_e548b67f;FSUE;USE;Fondo de Solidaridad de la Unión Europea;1021 finanzas de la Unión Europea
5713;FYROM;USE;Macedonia del Norte;7206 Europa
5713;FYROM;USE;Macedonia del Norte;7231 geografía económica
5713;FYROM;USE;Macedonia del Norte;7236 geografía política
987;Federación Internacional de Asociaciones de Bibliotecarios;USE;FIAB;7626 organizaciones no gubernamentales
991;Federación Internacional de Documentación;;;7626 organizaciones no gubernamentales
991;Federación Internacional de Información y Documentación;USE;Federación Internacional de Documentación;7626 organizaciones no gubernamentales
312;Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja;USE;Cruz Roja;7626 organizaciones no gubernamentales
5876;Federación de Rusia;USE;Rusia;7206 Europa
5876;Federación de Rusia;USE;Rusia;7231 geografía económica
5876;Federación de Rusia;USE;Rusia;7236 geografía política
3403;Federación de San Cristóbal y Nieves;USE;San Cristóbal y Nieves;7216 América
3403;Federación de San Cristóbal y Nieves;USE;San Cristóbal y Nieves;7231 geografía económica
3403;Federación de San Cristóbal y Nieves;USE;San Cristóbal y Nieves;7236 geografía política
993;Fiji;USE;Fiyi;7226 Asia-Oceanía
993;Fiji;USE;Fiyi;7231 geografía económica
2368;Filipinas;;;7226 Asia-Oceanía
2368;Filipinas;;;7231 geografía económica
c_79e507c2;FinTech;USE;tecnología financiera;6411 tecnología y reglamentación técnica
1019;Finlandia;;;7206 Europa
1019;Finlandia;;;7231 geografía económica
1019;Finlandia;;;7236 geografía política
6251;Finlandia Meridional;;;7211 regiones de los Estados miembros de la UE
7881;Finlandia Occidental;;;7211 regiones de los Estados miembros de la UE
6249;Finlandia Septentrional;USE;Laponia;7211 regiones de los Estados miembros de la UE
6247;Finlandia oriental;;;7211 regiones de los Estados miembros de la UE
1938;Fiscal General del Estado;USE;ministerio fiscal;1226 organización de la justicia
c_adf49204;Fiscalía Europea;;;1006 instituciones de la Unión Europea y función pública europea
993;Fiyi;;;7226 Asia-Oceanía
993;Fiyi;;;7231 geografía económica
3061;Flandes (Bélgica);USE;región Flamenca;7211 regiones de los Estados miembros de la UE
5637;Flevoland;;;7211 regiones de los Estados miembros de la UE
978;Fondo Agrícola CE;USE;FEOGA;1021 finanzas de la Unión Europea
5644;Fondo Cultural del Consejo de Europa;USE;fondo del Consejo de Europa;7611 organizaciones europeas
5138;Fondo Estructural;;;1021 finanzas de la Unión Europea
450658;Fondo Europeo Agrícola de Desarrollo Rural;USE;FEADER;1021 finanzas de la Unión Europea
450652;Fondo Europeo Agrícola de Garantía;USE;FEAGA;1021 finanzas de la Unión Europea
c_4e3beee2;Fondo Europeo Marítimo y de Pesca;;;1021 finanzas de la Unión Europea
8549;Fondo Europeo de Adaptacion a la Globalizacion;;;4406 empleo
973;Fondo Europeo de Cooperación Monetaria;;;2406 relaciones monetarias
4055;Fondo Europeo de Desarrollo;USE;FED;0811 política de cooperación
1056;Fondo Europeo de Desarrollo Regional;;;1021 finanzas de la Unión Europea
5645;Fondo Europeo de Inversiones;;;1006 instituciones de la Unión Europea y función pública europea
978;Fondo Europeo de Orientación y de Garantía Agrícola;USE;FEOGA;1021 finanzas de la Unión Europea
5644;Fondo Europeo de la Juventud;USE;fondo del Consejo de Europa;7611 organizaciones europeas
c_d08207d1;Fondo Europeo para Inversiones Estratégicas;;;1021 finanzas de la Unión Europea
992;Fondo Internacional para el Desarrollo Agrícola;;;7606 Naciones Unidas
1058;Fondo Monetario CE;USE;Fondo Monetario Europeo;2406 relaciones monetarias
1058;Fondo Monetario Europeo;;;2406 relaciones monetarias
1043;Fondo Monetario Internacional;;;7606 Naciones Unidas
1056;Fondo Regional CE;USE;Fondo Europeo de Desarrollo Regional;1021 finanzas de la Unión Europea
4056;Fondo Social Europeo;;;1021 finanzas de la Unión Europea
c_aa454f82;Fondo de Ayuda Europea para las Personas Más Desfavorecidas;;;1021 finanzas de la Unión Europea
5643;Fondo de Cohesión;;;1021 finanzas de la Unión Europea
973;Fondo de Cooperación Monetaria CE;USE;Fondo Europeo de Cooperación Monetaria;2406 relaciones monetarias
2431;Fondo de Desarrollo de las Naciones Unidas para la Mujer;USE;Programa de las Naciones Unidas para el Desarrollo;7606 Naciones Unidas
1045;Fondo de Población de las Naciones Unidas;;;7606 Naciones Unidas
5644;Fondo de Reinstalación del Consejo de Europa;USE;fondo del Consejo de Europa;7611 organizaciones europeas
c_e548b67f;Fondo de Solidaridad de la Unión Europea;;;1021 finanzas de la Unión Europea
5644;Fondo de Solidaridad para la Movilidad de los Jóvenes;USE;fondo del Consejo de Europa;7611 organizaciones europeas
1045;Fondo de las Naciones Unidas para Actividades en materia de Población;USE;Fondo de Población de las Naciones Unidas;7606 Naciones Unidas
2431;Fondo de las Naciones Unidas para el Desarrollo de la Capitalización;USE;Programa de las Naciones Unidas para el Desarrollo;7606 Naciones Unidas
1022;Fondo de las Naciones Unidas para la Infancia;USE;Unicef;7606 Naciones Unidas
c_b54dc55a;Fondos EIE;USE;Fondos Estructurales y de Inversión Europeos;1021 finanzas de la Unión Europea
c_d08207d1;Fondos EIE;USE;Fondo Europeo para Inversiones Estratégicas;1021 finanzas de la Unión Europea
c_b54dc55a;Fondos Estructurales y de Inversión Europeos;;;1021 finanzas de la Unión Europea
4375;Formosa;USE;Taiwán;7226 Asia-Oceanía
4375;Formosa;USE;Taiwán;7231 geografía económica
7373;Foro Social Mundial;USE;movimiento antiglobalización;0431 vida política y seguridad pública
6131;Foro de Cooperación Económica Asia-Pacífico;USE;Cooperación Económica Asia-Pacífico;7616 organizaciones extraeuropeas
6131;Foro de Cooperación Económica Asia-Pacífico;USE;Cooperación Económica Asia-Pacífico;7621 organizaciones mundiales
8402;Foro de las Islas del Pacífico;;;7616 organizaciones extraeuropeas
23;Foro de las Naciones Unidas sobre los Bosques;USE;comisión técnica ONU;7606 Naciones Unidas
c_acf7832d;Foro del Caribe;USE;Cariforum;7616 organizaciones extraeuropeas
c_acf7832d;Foro del Caribe del Grupo de Estados de África, del Caribe y del Pacífico;USE;Cariforum;7616 organizaciones extraeuropeas
8402;Foro del Pacífico Meridional;USE;Foro de las Islas del Pacífico;7616 organizaciones extraeuropeas
1085;Francia;;;7206 Europa
1085;Francia;;;7231 geografía económica
1085;Francia;;;7236 geografía política
1089;Franco Condado;;;7211 regiones de los Estados miembros de la UE
5930;Franja de Gaza;USE;Palestina;7226 Asia-Oceanía
5930;Franja de Gaza;USE;Palestina;7231 geografía económica
1101;Frisia;;;7211 regiones de los Estados miembros de la UE
1100;Friul-Venecia Julia;;;7211 regiones de los Estados miembros de la UE
8439;Frontex;;;1006 instituciones de la Unión Europea y función pública europea
5642;Fundación Europea de Formación;;;1006 instituciones de la Unión Europea y función pública europea
3717;Fundación Europea para la Mejora de las Condiciones de Vida y de Trabajo;USE;Eurofound;1006 instituciones de la Unión Europea y función pública europea
3717;Fundación de Dublín;USE;Eurofound;1006 instituciones de la Unión Europea y función pública europea
c_a02d5941;G-20;USE;G20;7621 organizaciones mundiales
1194;G10;USE;Grupo de los Diez;7621 organizaciones mundiales
c_a02d5941;G20;;;7621 organizaciones mundiales
5656;G24;USE;Grupo de los Veinticuatro;7621 organizaciones mundiales
6114;G7;USE;Grupo de países más industrializados;7621 organizaciones mundiales
6114;G7/G8;USE;Grupo de países más industrializados;7621 organizaciones mundiales
3675;G77;USE;Grupo de los 77;7621 organizaciones mundiales
6114;G8;USE;Grupo de países más industrializados;7621 organizaciones mundiales
1136;GATT;;;2021 comercio internacional
c_4b8a95a7;GCN;USE;continuidad del negocio;4021 gestión administrativa
6189;GED;USE;gestión electrónica de documentos;3221 documentación
c_dcc650ef;GFIA;USE;fondo de inversión alternativo;2416 instituciones financieras y de crédito
1200;GIE;USE;grupo de interés económico;4016 forma jurídica de la sociedad
6852;GNSS;USE;navegación por satélite;4811 organización de los transportes
6852;GPS;USE;navegación por satélite;4811 organización de los transportes
447660;GSA;USE;Agencia del GNSS Europeo;1006 instituciones de la Unión Europea y función pública europea
6776;GSM;USE;teléfono móvil;3226 comunicación
1124;Gabón;;;7221 África
1124;Gabón;;;7231 geografía económica
8531;Galati;;;7211 regiones de los Estados miembros de la UE
1127;Galicia;;;7211 regiones de los Estados miembros de la UE
6852;Galileo;USE;navegación por satélite;4811 organización de los transportes
1128;Gambia;;;7221 África
1128;Gambia;;;7231 geografía económica
5652;Georgia;;;7206 Europa
5652;Georgia;;;7236 geografía política
1771;Georgias del Sur;USE;Malvinas;7216 América
1771;Georgias del Sur;USE;Malvinas;7241 países y territorios de ultramar
1166;Ghana;;;7221 África
1166;Ghana;;;7231 geografía económica
1168;Gibraltar;;;7206 Europa
1168;Gibraltar;;;7241 países y territorios de ultramar
8524;Giurgiu;;;7211 regiones de los Estados miembros de la UE
1172;Gobierno;;;0436 poder ejecutivo y administración pública
1172;Gobierno autonómico;USE;Gobierno;0436 poder ejecutivo y administración pública
1778;Gobierno dimisionario;USE;mandato electoral;0421 Parlamento
1173;Gobierno en el exilio;;;0406 marco político
1174;Gobierno insurreccional;;;0406 marco político
1174;Gobierno revolucionario;USE;Gobierno insurreccional;0406 marco político
7818;Gorenjska;;;7211 regiones de los Estados miembros de la UE
7819;Goriška;;;7211 regiones de los Estados miembros de la UE
8535;Gorj;;;7211 regiones de los Estados miembros de la UE
7996;Gotland;;;7211 regiones de los Estados miembros de la UE
3774;Gran Bretaña;USE;Reino Unido;7206 Europa
3774;Gran Bretaña;USE;Reino Unido;7231 geografía económica
3774;Gran Bretaña;USE;Reino Unido;7236 geografía política
1712;Gran Ducado de Luxemburgo;USE;Luxemburgo;7206 Europa
1712;Gran Ducado de Luxemburgo;USE;Luxemburgo;7231 geografía económica
1712;Gran Ducado de Luxemburgo;USE;Luxemburgo;7236 geografía política
c_c44f1704;Gran Este;;;7211 regiones de los Estados miembros de la UE
3407;Gran Magreb;;;7221 África
1185;Granada;;;7216 América
1185;Granada;;;7231 geografía económica
1185;Granada;;;7236 geografía política
1180;Grandes Antillas;;;7216 América
1182;Grecia;;;7206 Europa
1182;Grecia;;;7231 geografía económica
1182;Grecia;;;7236 geografía política
1183;Grecia Central;;;7211 regiones de los Estados miembros de la UE
7890;Grecia Occidental;;;7211 regiones de los Estados miembros de la UE
1188;Groenlandia;;;7216 América
1188;Groenlandia;;;7236 geografía política
1189;Groninga;;;7211 regiones de los Estados miembros de la UE
c_a02d5941;Group of 20;USE;G20;7621 organizaciones mundiales
1190;Grupo Andino;USE;Comunidad Andina;7616 organizaciones extraeuropeas
434664;Grupo Intergubernamental de Expertos sobre el Cambio Climático;;;7606 Naciones Unidas
5656;Grupo Intergubernamental de los 24 para Asuntos Monetarios Internacionales;USE;Grupo de los Veinticuatro;7621 organizaciones mundiales
5761;Grupo ad hoc de inmigración;USE;órgano de cooperación judicial y policial (UE);1016 construcción europea
3676;Grupo de Contadora;;;7616 organizaciones extraeuropeas
5761;Grupo de Rodas;USE;órgano de cooperación judicial y policial (UE);1016 construcción europea
6116;Grupo de Río;;;7616 organizaciones extraeuropeas
5761;Grupo de TREVI;USE;órgano de cooperación judicial y policial (UE);1016 construcción europea
5761;Grupo de cooperación judicial y aduanera;USE;órgano de cooperación judicial y policial (UE);1016 construcción europea
1194;Grupo de los 10;USE;Grupo de los Diez;7621 organizaciones mundiales
5656;Grupo de los 24;USE;Grupo de los Veinticuatro;7621 organizaciones mundiales
5656;Grupo de los 24 sobre cuestiones monetarias internacionales;USE;Grupo de los Veinticuatro;7621 organizaciones mundiales
3675;Grupo de los 77;;;7621 organizaciones mundiales
1194;Grupo de los Diez;;;7621 organizaciones mundiales
6114;Grupo de los Ocho;USE;Grupo de países más industrializados;7621 organizaciones mundiales
3675;Grupo de los Setenta y siete;USE;Grupo de los 77;7621 organizaciones mundiales
6114;Grupo de los Siete;USE;Grupo de países más industrializados;7621 organizaciones mundiales
c_a02d5941;Grupo de los Veinte;USE;G20;7621 organizaciones mundiales
5656;Grupo de los Veinticuatro;;;7621 organizaciones mundiales
6114;Grupo de países más industrializados;;;7621 organizaciones mundiales
4744;Grupo del Banco Africano de Desarrollo;USE;Banco Africano de Desarrollo;7616 organizaciones extraeuropeas
4812;Grupo del Banco Mundial;USE;Banco Mundial;7606 Naciones Unidas
5761;Grupo para la lucha contra la droga y la delincuencia organizada;USE;órgano de cooperación judicial y policial (UE);1016 construcción europea
1197;Grupo parlamentario;;;0421 Parlamento
1197;Grupo político;USE;Grupo parlamentario;0421 Parlamento
1207;Guadalupe;;;7216 América
1207;Guadalupe;;;7241 países y territorios de ultramar
1289;Guam;USE;Isla de Guam;7226 Asia-Oceanía
1289;Guam;USE;Isla de Guam;7231 geografía económica
3437;Guardia Civil;USE;fuerza de naturaleza militar;0821 defensa
1208;Guatemala;;;7216 América
1208;Guatemala;;;7231 geografía económica
1208;Guatemala;;;7236 geografía política
1220;Guayana Francesa;;;7216 América
1220;Guayana Francesa;;;7241 países y territorios de ultramar
4342;Guayana Holandesa;USE;Surinam;7216 América
4342;Guayana Holandesa;USE;Surinam;7231 geografía económica
4342;Guayana Holandesa;USE;Surinam;7236 geografía política
451941;Guernesey;;;7206 Europa
1216;Guinea;;;7221 África
1216;Guinea;;;7231 geografía económica
1218;Guinea Ecuatorial;;;7221 África
1218;Guinea Ecuatorial;;;7231 geografía económica
1217;Guinea Portuguesa;USE;Guinea-Bissau;7221 África
1217;Guinea Portuguesa;USE;Guinea-Bissau;7231 geografía económica
1217;Guinea-Bissau;;;7221 África
1217;Guinea-Bissau;;;7231 geografía económica
2110;Gulf Stream;USE;Océano Atlántico;5211 medio natural
1219;Guyana;;;7216 América
1219;Guyana;;;7231 geografía económica
1219;Guyana;;;7236 geografía política
5726;Guía azul;USE;marcado «CE» de conformidad;6411 tecnología y reglamentación técnica
7992;Gävleborg;;;7211 regiones de los Estados miembros de la UE
1209;Güeldres;;;7211 regiones de los Estados miembros de la UE
8464;H5N1;USE;gripe aviar;5631 actividad agropecuaria
5189;HDTV;USE;televisión de alta definición;3226 comunicación
c_2f3d274d;HERA;USE;Autoridad de Preparación y Respuesta ante Emergencias Sanitarias;1006 instituciones de la Unión Europea y función pública europea
c_6a85e862;HPC;USE;informática de alto rendimiento;3226 comunicación
1228;Haití;;;7216 América
