;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
200601;Enero de 2006;1;Andalucía;4;Almería;4001;Abla;44;1;11;0;0;32;0;7;0;7;30
200601;Enero de 2006;1;Andalucía;4;Almería;4002;Abrucena;34;0;12;0;0;21;1;19;2;1;12
200601;Enero de 2006;1;Andalucía;4;Almería;4003;Adra;627;3;461;9;7;139;8;123;13;327;164
200601;Enero de 2006;1;Andalucía;4;Almería;4004;Albánchez;4;0;4;0;0;0;0;0;1;2;1
200601;Enero de 2006;1;Andalucía;4;Almería;4005;Alboloduy;15;0;6;0;0;9;0;3;0;2;10
200601;Enero de 2006;1;Andalucía;4;Almería;4006;Albox;285;4;157;9;2;109;4;19;7;65;194
200601;Enero de 2006;1;Andalucía;4;Almería;4007;Alcolea;30;1;22;0;0;7;0;9;1;19;1
200601;Enero de 2006;1;Andalucía;4;Almería;4008;Alcóntar;18;0;8;0;0;10;0;4;2;3;9
200601;Enero de 2006;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;5;0;2;0;0;3;0;4;0;0;1
200601;Enero de 2006;1;Andalucía;4;Almería;4010;Alhabia;16;0;9;1;0;6;0;4;0;4;8
200601;Enero de 2006;1;Andalucía;4;Almería;4011;Alhama de Almería;66;0;42;0;1;23;0;9;1;12;44
200601;Enero de 2006;1;Andalucía;4;Almería;4012;Alicún;5;0;3;0;0;1;1;0;1;0;4
200601;Enero de 2006;1;Andalucía;4;Almería;4013;Almería;6373;131;3448;152;83;2433;126;374;141;1398;4460
200601;Enero de 2006;1;Andalucía;4;Almería;4014;Almócita;4;0;0;0;0;4;0;1;0;0;3
200601;Enero de 2006;1;Andalucía;4;Almería;4015;Alsodux;0;0;0;0;0;0;0;0;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4016;Antas;196;15;117;8;2;52;2;82;25;34;55
200601;Enero de 2006;1;Andalucía;4;Almería;4017;Arboleas;58;1;40;0;0;17;0;17;4;14;23
200601;Enero de 2006;1;Andalucía;4;Almería;4018;Armuña de Almanzora;18;0;11;0;0;7;0;8;1;9;0
200601;Enero de 2006;1;Andalucía;4;Almería;4019;Bacares;2;0;2;0;0;0;0;1;0;1;0
200601;Enero de 2006;1;Andalucía;4;Almería;4020;Bayárcal;0;0;0;0;0;0;0;0;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4021;Bayarque;3;0;3;0;0;0;0;0;0;3;0
200601;Enero de 2006;1;Andalucía;4;Almería;4022;Bédar;9;0;5;0;0;4;0;6;0;2;1
200601;Enero de 2006;1;Andalucía;4;Almería;4023;Beires;2;0;1;0;0;1;0;0;0;0;2
200601;Enero de 2006;1;Andalucía;4;Almería;4024;Benahadux;123;5;79;2;0;36;1;5;12;42;64
200601;Enero de 2006;1;Andalucía;4;Almería;4026;Benitagla;3;0;0;0;0;3;0;0;0;0;3
200601;Enero de 2006;1;Andalucía;4;Almería;4027;Benizalón;12;1;5;0;0;6;0;3;0;2;7
200601;Enero de 2006;1;Andalucía;4;Almería;4028;Bentarique;22;0;9;0;0;13;0;2;0;0;20
200601;Enero de 2006;1;Andalucía;4;Almería;4029;Berja;228;2;162;5;1;56;2;69;1;90;68
200601;Enero de 2006;1;Andalucía;4;Almería;4030;Canjáyar;52;1;32;0;0;19;0;30;1;8;13
200601;Enero de 2006;1;Andalucía;4;Almería;4031;Cantoria;97;4;45;23;1;22;2;16;2;15;64
200601;Enero de 2006;1;Andalucía;4;Almería;4032;Carboneras;155;3;115;2;0;35;0;24;3;64;64
200601;Enero de 2006;1;Andalucía;4;Almería;4033;Castro de Filabres;1;0;1;0;0;0;0;0;0;1;0
200601;Enero de 2006;1;Andalucía;4;Almería;4034;Cóbdar;0;0;0;0;0;0;0;0;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4035;Cuevas del Almanzora;920;2;719;7;1;186;5;631;15;133;141
200601;Enero de 2006;1;Andalucía;4;Almería;4036;Chercos;4;0;0;0;0;4;0;4;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4037;Chirivel;22;2;8;0;0;12;0;11;6;2;3
200601;Enero de 2006;1;Andalucía;4;Almería;4038;Dalías;46;0;21;0;1;22;2;9;0;12;25
200601;Enero de 2006;1;Andalucía;4;Almería;4041;Enix;8;0;8;0;0;0;0;1;0;7;0
200601;Enero de 2006;1;Andalucía;4;Almería;4043;Felix;7;1;5;0;0;1;0;3;0;4;0
200601;Enero de 2006;1;Andalucía;4;Almería;4044;Fines;53;0;34;1;0;18;0;2;15;20;16
200601;Enero de 2006;1;Andalucía;4;Almería;4045;Fiñana;38;0;18;0;1;19;0;5;1;7;25
200601;Enero de 2006;1;Andalucía;4;Almería;4046;Fondón;14;0;8;0;0;6;0;2;0;5;7
200601;Enero de 2006;1;Andalucía;4;Almería;4047;Gádor;234;3;120;0;10;101;0;18;115;7;94
200601;Enero de 2006;1;Andalucía;4;Almería;4048;Gallardos, Los;130;0;95;5;1;29;0;55;1;48;26
200601;Enero de 2006;1;Andalucía;4;Almería;4049;Garrucha;184;6;144;1;3;28;2;10;7;105;62
200601;Enero de 2006;1;Andalucía;4;Almería;4050;Gérgal;35;0;14;0;0;21;0;30;0;3;2
200601;Enero de 2006;1;Andalucía;4;Almería;4051;Huécija;8;0;3;1;0;4;0;1;1;1;5
200601;Enero de 2006;1;Andalucía;4;Almería;4052;Huércal de Almería;583;8;387;43;5;130;10;4;43;123;413
200601;Enero de 2006;1;Andalucía;4;Almería;4053;Huércal-Overa;533;15;304;10;7;192;5;161;7;117;248
200601;Enero de 2006;1;Andalucía;4;Almería;4054;Illar;14;0;11;0;0;3;0;7;0;1;6
200601;Enero de 2006;1;Andalucía;4;Almería;4055;Instinción;0;0;0;0;0;0;0;0;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4056;Laroya;0;0;0;0;0;0;0;0;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4057;Láujar de Andarax;15;0;6;0;0;9;0;6;4;0;5
200601;Enero de 2006;1;Andalucía;4;Almería;4058;Líjar;42;0;12;0;0;30;0;1;0;0;41
200601;Enero de 2006;1;Andalucía;4;Almería;4059;Lubrín;21;0;15;0;0;6;0;6;0;11;4
200601;Enero de 2006;1;Andalucía;4;Almería;4060;Lucainena de las Torres;13;0;5;1;0;7;0;5;1;0;7
200601;Enero de 2006;1;Andalucía;4;Almería;4061;Lúcar;9;0;1;0;0;8;0;9;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4062;Macael;94;4;60;9;1;19;1;3;48;15;28
200601;Enero de 2006;1;Andalucía;4;Almería;4063;María;36;0;17;0;0;19;0;8;1;1;26
200601;Enero de 2006;1;Andalucía;4;Almería;4064;Mojácar;349;5;193;6;8;136;1;4;3;125;217
200601;Enero de 2006;1;Andalucía;4;Almería;4065;Nacimiento;12;0;7;0;4;1;0;7;1;0;4
200601;Enero de 2006;1;Andalucía;4;Almería;4066;Níjar;926;7;506;9;8;387;9;341;25;122;438
200601;Enero de 2006;1;Andalucía;4;Almería;4067;Ohanes;37;0;14;0;0;23;0;3;0;0;34
200601;Enero de 2006;1;Andalucía;4;Almería;4068;Olula de Castro;6;0;3;0;0;3;0;2;0;0;4
200601;Enero de 2006;1;Andalucía;4;Almería;4069;Olula del Río;112;4;77;1;0;28;2;3;16;40;53
200601;Enero de 2006;1;Andalucía;4;Almería;4070;Oria;107;0;16;27;0;48;16;28;1;2;76
200601;Enero de 2006;1;Andalucía;4;Almería;4071;Padules;2;0;1;0;0;1;0;1;0;0;1
200601;Enero de 2006;1;Andalucía;4;Almería;4072;Partaloa;20;0;9;0;0;11;0;12;1;2;5
200601;Enero de 2006;1;Andalucía;4;Almería;4073;Paterna del Río;8;0;6;0;0;2;0;8;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4074;Pechina;78;0;41;0;1;36;0;23;2;22;31
200601;Enero de 2006;1;Andalucía;4;Almería;4075;Pulpí;773;10;541;7;1;205;9;570;17;108;78
200601;Enero de 2006;1;Andalucía;4;Almería;4076;Purchena;28;1;16;0;2;9;0;3;2;13;10
200601;Enero de 2006;1;Andalucía;4;Almería;4077;Rágol;25;0;9;0;0;16;0;16;0;0;9
200601;Enero de 2006;1;Andalucía;4;Almería;4078;Rioja;43;2;26;0;2;13;0;4;1;22;16
200601;Enero de 2006;1;Andalucía;4;Almería;4079;Roquetas de Mar;2186;38;1410;72;54;579;33;344;47;811;984
200601;Enero de 2006;1;Andalucía;4;Almería;4080;Santa Cruz de Marchena;0;0;0;0;0;0;0;0;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4081;Santa Fe de Mondújar;19;0;14;0;0;5;0;6;0;8;5
200601;Enero de 2006;1;Andalucía;4;Almería;4082;Senés;9;0;5;0;0;4;0;3;0;6;0
200601;Enero de 2006;1;Andalucía;4;Almería;4083;Serón;43;0;17;1;0;24;1;10;2;6;25
200601;Enero de 2006;1;Andalucía;4;Almería;4084;Sierro;0;0;0;0;0;0;0;0;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4085;Somontín;15;0;11;0;0;4;0;8;2;5;0
200601;Enero de 2006;1;Andalucía;4;Almería;4086;Sorbas;81;0;50;2;0;29;0;28;21;14;18
200601;Enero de 2006;1;Andalucía;4;Almería;4087;Suflí;0;0;0;0;0;0;0;0;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4088;Tabernas;107;2;63;1;1;40;0;47;4;8;48
200601;Enero de 2006;1;Andalucía;4;Almería;4089;Taberno;13;0;7;0;0;6;0;8;0;2;3
200601;Enero de 2006;1;Andalucía;4;Almería;4090;Tahal;6;0;3;0;0;3;0;6;0;0;0
200601;Enero de 2006;1;Andalucía;4;Almería;4091;Terque;9;0;5;0;0;4;0;4;0;3;2
200601;Enero de 2006;1;Andalucía;4;Almería;4092;Tíjola;82;1;36;0;0;45;0;24;3;18;37
200601;Enero de 2006;1;Andalucía;4;Almería;4093;Turre;64;1;47;1;1;14;0;12;1;35;16
200601;Enero de 2006;1;Andalucía;4;Almería;4094;Turrillas;6;0;3;0;0;3;0;3;0;0;3
200601;Enero de 2006;1;Andalucía;4;Almería;4095;Uleila del Campo;18;0;12;2;0;4;0;6;2;9;1
200601;Enero de 2006;1;Andalucía;4;Almería;4096;Urrácal;6;0;2;0;0;4;0;3;0;1;2
200601;Enero de 2006;1;Andalucía;4;Almería;4097;Velefique;1;0;0;1;0;0;0;0;0;1;0
200601;Enero de 2006;1;Andalucía;4;Almería;4098;Vélez-Blanco;36;0;19;0;0;17;0;6;0;10;20
200601;Enero de 2006;1;Andalucía;4;Almería;4099;Vélez-Rubio;181;1;97;0;4;78;1;35;18;45;83
200601;Enero de 2006;1;Andalucía;4;Almería;4100;Vera;780;16;587;13;8;131;25;59;10;443;268
200601;Enero de 2006;1;Andalucía;4;Almería;4101;Viator;406;5;202;10;5;180;4;11;16;115;264
200601;Enero de 2006;1;Andalucía;4;Almería;4102;Vícar;819;33;416;10;9;346;5;227;59;154;379
