;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
201501;Enero de 2015;1;Andalucía;4;Almería;4001;Abla;32;0;13;0;6;13;0;5;0;0;27
201501;Enero de 2015;1;Andalucía;4;Almería;4002;Abrucena;37;0;25;0;0;12;0;5;1;14;17
201501;Enero de 2015;1;Andalucía;4;Almería;4003;Adra;371;12;185;4;3;164;3;199;6;19;147
201501;Enero de 2015;1;Andalucía;4;Almería;4004;Albánchez;4;0;2;0;1;1;0;0;0;0;4
201501;Enero de 2015;1;Andalucía;4;Almería;4005;Alboloduy;20;0;12;0;1;7;0;3;1;7;9
201501;Enero de 2015;1;Andalucía;4;Almería;4006;Albox;246;9;139;0;4;93;1;19;17;39;171
201501;Enero de 2015;1;Andalucía;4;Almería;4007;Alcolea;42;1;22;0;0;19;0;15;0;6;21
201501;Enero de 2015;1;Andalucía;4;Almería;4008;Alcóntar;14;1;7;0;0;6;0;0;2;2;10
201501;Enero de 2015;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;10;0;7;0;0;3;0;1;0;0;9
201501;Enero de 2015;1;Andalucía;4;Almería;4010;Alhabia;23;1;9;0;0;13;0;2;5;13;3
201501;Enero de 2015;1;Andalucía;4;Almería;4011;Alhama de Almería;86;3;54;0;0;29;0;9;10;7;60
201501;Enero de 2015;1;Andalucía;4;Almería;4012;Alicún;6;0;2;0;0;4;0;1;0;0;5
201501;Enero de 2015;1;Andalucía;4;Almería;4013;Almería;4936;112;2506;45;97;2120;56;627;192;390;3727
201501;Enero de 2015;1;Andalucía;4;Almería;4014;Almócita;8;0;6;0;0;2;0;2;0;0;6
201501;Enero de 2015;1;Andalucía;4;Almería;4015;Alsodux;3;0;1;0;0;2;0;0;0;0;3
201501;Enero de 2015;1;Andalucía;4;Almería;4016;Antas;396;4;318;0;0;73;1;202;3;6;185
201501;Enero de 2015;1;Andalucía;4;Almería;4017;Arboleas;53;2;33;0;0;18;0;2;8;13;30
201501;Enero de 2015;1;Andalucía;4;Almería;4018;Armuña de Almanzora;3;0;2;0;0;1;0;1;0;1;1
201501;Enero de 2015;1;Andalucía;4;Almería;4019;Bacares;11;0;5;0;0;6;0;2;0;0;9
201501;Enero de 2015;1;Andalucía;4;Almería;4020;Bayárcal;28;0;15;0;0;13;0;4;0;2;22
201501;Enero de 2015;1;Andalucía;4;Almería;4021;Bayarque;13;0;5;0;0;8;0;0;0;0;13
201501;Enero de 2015;1;Andalucía;4;Almería;4022;Bédar;6;0;3;0;1;2;0;0;0;0;6
201501;Enero de 2015;1;Andalucía;4;Almería;4023;Beires;7;0;5;0;0;2;0;0;0;0;7
201501;Enero de 2015;1;Andalucía;4;Almería;4024;Benahadux;139;4;73;1;0;60;1;2;40;22;75
201501;Enero de 2015;1;Andalucía;4;Almería;4026;Benitagla;5;0;3;0;0;2;0;0;0;0;5
201501;Enero de 2015;1;Andalucía;4;Almería;4027;Benizalón;12;0;8;0;0;4;0;3;0;0;9
201501;Enero de 2015;1;Andalucía;4;Almería;4028;Bentarique;18;0;8;0;0;10;0;6;0;1;11
201501;Enero de 2015;1;Andalucía;4;Almería;4029;Berja;281;2;157;1;0;120;1;80;4;37;160
201501;Enero de 2015;1;Andalucía;4;Almería;4030;Canjáyar;24;0;15;0;0;9;0;10;1;1;12
201501;Enero de 2015;1;Andalucía;4;Almería;4031;Cantoria;85;10;47;6;2;19;1;4;26;3;52
201501;Enero de 2015;1;Andalucía;4;Almería;4032;Carboneras;256;1;228;4;0;23;0;19;21;28;188
201501;Enero de 2015;1;Andalucía;4;Almería;4033;Castro de Filabres;8;0;1;0;0;7;0;8;0;0;0
201501;Enero de 2015;1;Andalucía;4;Almería;4034;Cóbdar;3;0;1;0;0;2;0;0;0;1;2
201501;Enero de 2015;1;Andalucía;4;Almería;4035;Cuevas del Almanzora;867;15;681;9;5;154;3;712;1;35;119
201501;Enero de 2015;1;Andalucía;4;Almería;4036;Chercos;17;0;5;0;0;12;0;10;2;0;5
201501;Enero de 2015;1;Andalucía;4;Almería;4037;Chirivel;30;0;19;0;0;11;0;9;0;0;21
201501;Enero de 2015;1;Andalucía;4;Almería;4038;Dalías;49;0;33;2;1;13;0;15;6;8;20
201501;Enero de 2015;1;Andalucía;4;Almería;4041;Enix;7;1;5;0;1;0;0;3;0;0;4
201501;Enero de 2015;1;Andalucía;4;Almería;4043;Felix;8;0;5;0;0;3;0;0;1;1;6
201501;Enero de 2015;1;Andalucía;4;Almería;4044;Fines;34;1;21;0;0;12;0;2;3;1;28
201501;Enero de 2015;1;Andalucía;4;Almería;4045;Fiñana;33;0;16;1;0;15;1;8;3;0;22
201501;Enero de 2015;1;Andalucía;4;Almería;4046;Fondón;8;0;2;0;0;6;0;0;1;0;7
201501;Enero de 2015;1;Andalucía;4;Almería;4047;Gádor;60;2;40;2;0;16;0;18;12;4;26
201501;Enero de 2015;1;Andalucía;4;Almería;4048;Gallardos, Los;28;0;10;1;0;16;1;7;2;2;17
201501;Enero de 2015;1;Andalucía;4;Almería;4049;Garrucha;108;2;72;0;1;31;2;29;1;10;68
201501;Enero de 2015;1;Andalucía;4;Almería;4050;Gérgal;30;0;19;0;0;10;1;17;1;3;9
201501;Enero de 2015;1;Andalucía;4;Almería;4051;Huécija;2;0;0;0;0;2;0;0;0;0;2
201501;Enero de 2015;1;Andalucía;4;Almería;4052;Huércal de Almería;319;15;197;6;3;97;1;0;35;37;247
201501;Enero de 2015;1;Andalucía;4;Almería;4053;Huércal-Overa;546;14;408;2;2;116;4;324;9;16;197
201501;Enero de 2015;1;Andalucía;4;Almería;4054;Illar;11;1;4;0;2;4;0;3;0;0;8
201501;Enero de 2015;1;Andalucía;4;Almería;4055;Instinción;13;0;6;0;0;7;0;6;0;3;4
201501;Enero de 2015;1;Andalucía;4;Almería;4056;Laroya;1;0;1;0;0;0;0;1;0;0;0
201501;Enero de 2015;1;Andalucía;4;Almería;4057;Láujar de Andarax;60;0;29;0;0;31;0;6;0;5;49
201501;Enero de 2015;1;Andalucía;4;Almería;4058;Líjar;8;0;5;0;0;3;0;2;0;1;5
201501;Enero de 2015;1;Andalucía;4;Almería;4059;Lubrín;30;0;20;0;0;10;0;18;0;0;12
201501;Enero de 2015;1;Andalucía;4;Almería;4060;Lucainena de las Torres;88;0;57;0;0;31;0;47;25;1;15
201501;Enero de 2015;1;Andalucía;4;Almería;4061;Lúcar;15;1;5;0;0;9;0;8;2;3;2
201501;Enero de 2015;1;Andalucía;4;Almería;4062;Macael;88;5;44;2;4;33;0;0;24;3;61
201501;Enero de 2015;1;Andalucía;4;Almería;4063;María;16;0;10;0;0;6;0;5;0;1;10
201501;Enero de 2015;1;Andalucía;4;Almería;4064;Mojácar;278;4;138;1;5;127;3;1;1;23;253
201501;Enero de 2015;1;Andalucía;4;Almería;4065;Nacimiento;9;0;6;0;0;3;0;1;6;0;2
201501;Enero de 2015;1;Andalucía;4;Almería;4066;Níjar;821;31;446;3;2;338;1;412;24;46;339
201501;Enero de 2015;1;Andalucía;4;Almería;4067;Ohanes;13;0;8;0;0;5;0;2;0;1;10
201501;Enero de 2015;1;Andalucía;4;Almería;4068;Olula de Castro;1;0;1;0;0;0;0;0;0;0;1
201501;Enero de 2015;1;Andalucía;4;Almería;4069;Olula del Río;97;2;55;1;3;36;0;0;7;18;72
201501;Enero de 2015;1;Andalucía;4;Almería;4070;Oria;76;0;34;3;3;34;2;15;0;12;49
201501;Enero de 2015;1;Andalucía;4;Almería;4071;Padules;9;0;7;0;0;2;0;0;0;3;6
