;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
200801;Enero de 2008;1;Andalucía;4;Almería;4001;Abla;32;0;11;0;0;21;0;6;0;6;20
200801;Enero de 2008;1;Andalucía;4;Almería;4002;Abrucena;47;0;24;0;0;23;0;22;5;2;18
200801;Enero de 2008;1;Andalucía;4;Almería;4003;Adra;548;6;382;11;4;139;6;110;42;227;169
200801;Enero de 2008;1;Andalucía;4;Almería;4004;Albánchez;7;0;6;0;0;1;0;0;0;0;7
200801;Enero de 2008;1;Andalucía;4;Almería;4005;Alboloduy;21;0;4;0;0;17;0;3;0;0;18
200801;Enero de 2008;1;Andalucía;4;Almería;4006;Albox;249;6;129;13;14;81;6;29;11;59;150
200801;Enero de 2008;1;Andalucía;4;Almería;4007;Alcolea;24;0;14;0;0;10;0;19;1;4;0
200801;Enero de 2008;1;Andalucía;4;Almería;4008;Alcóntar;21;0;11;1;0;9;0;3;8;3;7
200801;Enero de 2008;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;1;0;1;0;0;0;0;0;0;0;1
200801;Enero de 2008;1;Andalucía;4;Almería;4010;Alhabia;32;0;29;1;1;1;0;0;2;23;7
200801;Enero de 2008;1;Andalucía;4;Almería;4011;Alhama de Almería;88;0;51;1;0;34;2;9;6;19;54
200801;Enero de 2008;1;Andalucía;4;Almería;4012;Alicún;2;0;2;0;0;0;0;1;0;1;0
200801;Enero de 2008;1;Andalucía;4;Almería;4013;Almería;7397;181;3570;118;114;3255;159;401;152;1378;5466
