;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
202001;Enero de 2020;1;Andalucía;4;Almería;04001;Abla;68;0;31;1;0;36;0;15;0;2;51
202001;Enero de 2020;1;Andalucía;4;Almería;04002;Abrucena;71;0;44;3;0;24;0;10;0;3;58
202001;Enero de 2020;1;Andalucía;4;Almería;04003;Adra;474;29;260;8;4;168;5;197;6;11;260
202001;Enero de 2020;1;Andalucía;4;Almería;04004;Albánchez;10;0;6;0;0;4;0;3;2;0;5
202001;Enero de 2020;1;Andalucía;4;Almería;04005;Alboloduy;15;0;8;0;0;7;0;7;1;0;7
202001;Enero de 2020;1;Andalucía;4;Almería;04006;Albox;221;5;111;16;8;73;8;12;40;34;135
202001;Enero de 2020;1;Andalucía;4;Almería;04007;Alcolea;70;1;50;0;0;19;0;25;9;6;30
202001;Enero de 2020;1;Andalucía;4;Almería;04008;Alcóntar;13;0;4;1;0;8;0;1;0;0;12
202001;Enero de 2020;1;Andalucía;4;Almería;04009;Alcudia de Monteagud;5;0;2;0;0;3;0;2;0;0;3
202001;Enero de 2020;1;Andalucía;4;Almería;04010;Alhabia;8;2;1;0;0;5;0;0;5;2;1
202001;Enero de 2020;1;Andalucía;4;Almería;04011;Alhama de Almería;76;2;35;2;0;29;8;8;2;16;50
202001;Enero de 2020;1;Andalucía;4;Almería;04012;Alicún;58;0;16;0;0;42;0;0;0;0;58
202001;Enero de 2020;1;Andalucía;4;Almería;04013;Almería;6403;197;3003;165;158;2731;149;601;171;674;4957
202001;Enero de 2020;1;Andalucía;4;Almería;04014;Almócita;10;0;8;0;0;2;0;4;0;0;6
202001;Enero de 2020;1;Andalucía;4;Almería;04015;Alsodux;0;0;0;0;0;0;0;0;0;0;0
202001;Enero de 2020;1;Andalucía;4;Almería;04016;Antas;630;129;363;8;12;111;7;333;5;19;273
202001;Enero de 2020;1;Andalucía;4;Almería;04017;Arboleas;88;0;53;1;2;30;2;17;1;6;64
202001;Enero de 2020;1;Andalucía;4;Almería;04018;Armuña de Almanzora;11;0;3;0;0;8;0;4;0;0;7
202001;Enero de 2020;1;Andalucía;4;Almería;04019;Bacares;8;0;3;0;0;5;0;0;0;0;8
202001;Enero de 2020;1;Andalucía;4;Almería;04020;Bayárcal;7;0;5;0;0;2;0;3;0;0;4
