;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
201101;Enero de 2011;1;Andalucía;4;Almería;4001;Abla;21;0;10;0;0;11;0;4;0;3;14
201101;Enero de 2011;1;Andalucía;4;Almería;4002;Abrucena;33;0;19;0;0;14;0;6;1;14;12
201101;Enero de 2011;1;Andalucía;4;Almería;4003;Adra;335;1;164;1;0;166;3;115;5;42;173
201101;Enero de 2011;1;Andalucía;4;Almería;4004;Albánchez;6;0;6;0;0;0;0;0;1;0;5
201101;Enero de 2011;1;Andalucía;4;Almería;4005;Alboloduy;20;0;11;0;0;9;0;8;0;3;9
201101;Enero de 2011;1;Andalucía;4;Almería;4006;Albox;198;6;124;2;2;62;2;13;25;47;113
201101;Enero de 2011;1;Andalucía;4;Almería;4007;Alcolea;31;0;12;1;0;18;0;13;1;1;16
201101;Enero de 2011;1;Andalucía;4;Almería;4008;Alcóntar;7;0;5;0;0;2;0;6;0;0;1
201101;Enero de 2011;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;8;0;4;0;0;3;1;0;0;0;8
201101;Enero de 2011;1;Andalucía;4;Almería;4010;Alhabia;18;0;10;0;0;8;0;0;2;8;8
201101;Enero de 2011;1;Andalucía;4;Almería;4011;Alhama de Almería;55;24;15;0;2;14;0;28;3;8;16
201101;Enero de 2011;1;Andalucía;4;Almería;4012;Alicún;5;0;5;0;0;0;0;0;0;0;5
201101;Enero de 2011;1;Andalucía;4;Almería;4013;Almería;4773;70;2057;81;70;2264;231;305;49;494;3925
201101;Enero de 2011;1;Andalucía;4;Almería;4014;Almócita;10;0;6;0;0;4;0;3;0;2;5
201101;Enero de 2011;1;Andalucía;4;Almería;4015;Alsodux;1;0;0;0;0;1;0;0;0;0;1
201101;Enero de 2011;1;Andalucía;4;Almería;4016;Antas;201;4;142;0;4;51;0;97;3;15;86
201101;Enero de 2011;1;Andalucía;4;Almería;4017;Arboleas;42;0;21;1;3;17;0;13;0;2;27
