;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
201001;Enero de 2010;1;Andalucía;4;Almería;4001;Abla;16;0;7;0;0;9;0;3;0;0;13
201001;Enero de 2010;1;Andalucía;4;Almería;4002;Abrucena;24;1;16;0;0;7;0;3;1;15;5
201001;Enero de 2010;1;Andalucía;4;Almería;4003;Adra;319;5;121;4;3;182;4;113;2;31;173
201001;Enero de 2010;1;Andalucía;4;Almería;4004;Albánchez;9;0;7;0;0;2;0;0;0;4;5
201001;Enero de 2010;1;Andalucía;4;Almería;4005;Alboloduy;21;0;16;0;0;5;0;10;5;0;6
201001;Enero de 2010;1;Andalucía;4;Almería;4006;Albox;172;8;98;0;5;60;1;7;22;32;111
201001;Enero de 2010;1;Andalucía;4;Almería;4007;Alcolea;34;0;18;0;0;16;0;27;1;1;5
201001;Enero de 2010;1;Andalucía;4;Almería;4008;Alcóntar;6;0;5;0;0;1;0;3;0;1;2
201001;Enero de 2010;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;6;0;5;0;0;1;0;4;1;0;1
201001;Enero de 2010;1;Andalucía;4;Almería;4010;Alhabia;4;0;4;0;0;0;0;0;0;0;4
201001;Enero de 2010;1;Andalucía;4;Almería;4011;Alhama de Almería;45;2;20;0;1;20;2;9;0;11;25
201001;Enero de 2010;1;Andalucía;4;Almería;4012;Alicún;3;0;1;0;0;2;0;0;0;0;3
201001;Enero de 2010;1;Andalucía;4;Almería;4013;Almería;4162;92;1816;69;70;1993;122;343;69;520;3230
201001;Enero de 2010;1;Andalucía;4;Almería;4014;Almócita;14;0;12;0;1;1;0;1;0;10;3
201001;Enero de 2010;1;Andalucía;4;Almería;4015;Alsodux;2;0;0;0;0;2;0;0;0;0;2
201001;Enero de 2010;1;Andalucía;4;Almería;4016;Antas;105;0;65;6;2;32;0;33;2;12;58
201001;Enero de 2010;1;Andalucía;4;Almería;4017;Arboleas;26;1;15;0;0;10;0;4;0;2;20
201001;Enero de 2010;1;Andalucía;4;Almería;4018;Armuña de Almanzora;9;0;1;0;0;8;0;6;1;0;2
201001;Enero de 2010;1;Andalucía;4;Almería;4019;Bacares;9;0;1;0;0;8;0;4;0;0;5
201001;Enero de 2010;1;Andalucía;4;Almería;4020;Bayárcal;16;0;11;0;0;5;0;8;0;0;8
201001;Enero de 2010;1;Andalucía;4;Almería;4021;Bayarque;0;0;0;0;0;0;0;0;0;0;0
201001;Enero de 2010;1;Andalucía;4;Almería;4022;Bédar;5;0;5;0;0;0;0;0;0;0;5
201001;Enero de 2010;1;Andalucía;4;Almería;4023;Beires;6;0;4;0;0;2;0;5;0;0;1
201001;Enero de 2010;1;Andalucía;4;Almería;4024;Benahadux;43;0;24;1;0;18;0;6;1;16;20
201001;Enero de 2010;1;Andalucía;4;Almería;4026;Benitagla;0;0;0;0;0;0;0;0;0;0;0
201001;Enero de 2010;1;Andalucía;4;Almería;4027;Benizalón;10;0;8;0;0;2;0;0;0;3;7
201001;Enero de 2010;1;Andalucía;4;Almería;4028;Bentarique;6;0;5;0;0;1;0;4;0;1;1
201001;Enero de 2010;1;Andalucía;4;Almería;4029;Berja;209;0;143;5;4;52;5;99;2;55;53
201001;Enero de 2010;1;Andalucía;4;Almería;4030;Canjáyar;35;0;25;0;0;10;0;18;0;0;17
201001;Enero de 2010;1;Andalucía;4;Almería;4031;Cantoria;85;3;61;2;1;17;1;16;19;8;42
201001;Enero de 2010;1;Andalucía;4;Almería;4032;Carboneras;191;3;166;1;4;17;0;5;13;70;103
201001;Enero de 2010;1;Andalucía;4;Almería;4033;Castro de Filabres;4;0;3;0;0;1;0;0;0;0;4
201001;Enero de 2010;1;Andalucía;4;Almería;4034;Cóbdar;0;0;0;0;0;0;0;0;0;0;0
201001;Enero de 2010;1;Andalucía;4;Almería;4035;Cuevas del Almanzora;319;17;180;5;6;109;2;166;2;64;87
201001;Enero de 2010;1;Andalucía;4;Almería;4036;Chercos;8;0;0;0;0;8;0;6;2;0;0
201001;Enero de 2010;1;Andalucía;4;Almería;4037;Chirivel;36;1;21;0;1;13;0;11;1;6;18
201001;Enero de 2010;1;Andalucía;4;Almería;4038;Dalías;28;0;22;0;0;6;0;14;1;8;5
201001;Enero de 2010;1;Andalucía;4;Almería;4041;Enix;1;0;0;0;0;1;0;0;0;0;1
201001;Enero de 2010;1;Andalucía;4;Almería;4043;Felix;5;0;3;0;0;2;0;1;0;3;1
201001;Enero de 2010;1;Andalucía;4;Almería;4044;Fines;13;0;9;0;0;4;0;0;7;4;2
201001;Enero de 2010;1;Andalucía;4;Almería;4045;Fiñana;32;0;12;0;0;20;0;20;2;0;10
201001;Enero de 2010;1;Andalucía;4;Almería;4046;Fondón;5;0;2;0;0;1;2;0;0;1;4
201001;Enero de 2010;1;Andalucía;4;Almería;4047;Gádor;60;1;47;0;0;12;0;15;11;3;31
201001;Enero de 2010;1;Andalucía;4;Almería;4048;Gallardos, Los;86;3;64;0;2;17;0;32;0;40;14
201001;Enero de 2010;1;Andalucía;4;Almería;4049;Garrucha;87;2;57;2;0;24;2;5;5;22;55
201001;Enero de 2010;1;Andalucía;4;Almería;4050;Gérgal;24;0;12;1;0;11;0;15;1;6;2
201001;Enero de 2010;1;Andalucía;4;Almería;4051;Huécija;13;0;10;0;0;2;1;2;0;0;11
201001;Enero de 2010;1;Andalucía;4;Almería;4052;Huércal de Almería;199;7;120;12;2;50;8;1;18;48;132
