;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
201201;Enero de 2012;1;Andalucía;4;Almería;4001;Abla;17;0;8;0;0;9;0;3;0;2;12
201201;Enero de 2012;1;Andalucía;4;Almería;4002;Abrucena;41;0;35;0;0;6;0;16;2;23;0
201201;Enero de 2012;1;Andalucía;4;Almería;4003;Adra;260;5;136;2;5;112;0;114;6;22;118
201201;Enero de 2012;1;Andalucía;4;Almería;4004;Albánchez;2;0;2;0;0;0;0;1;0;0;1
201201;Enero de 2012;1;Andalucía;4;Almería;4005;Alboloduy;12;0;12;0;0;0;0;10;0;2;0
201201;Enero de 2012;1;Andalucía;4;Almería;4006;Albox;185;8;106;0;1;69;1;25;25;30;105
201201;Enero de 2012;1;Andalucía;4;Almería;4007;Alcolea;32;0;11;1;0;20;0;15;1;0;16
201201;Enero de 2012;1;Andalucía;4;Almería;4008;Alcóntar;5;0;3;0;0;2;0;0;0;1;4
201201;Enero de 2012;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;3;0;3;0;0;0;0;3;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4010;Alhabia;9;0;3;1;0;5;0;2;0;0;7
201201;Enero de 2012;1;Andalucía;4;Almería;4011;Alhama de Almería;48;1;31;0;0;16;0;0;0;7;41
201201;Enero de 2012;1;Andalucía;4;Almería;4012;Alicún;1;0;1;0;0;0;0;0;0;0;1
201201;Enero de 2012;1;Andalucía;4;Almería;4013;Almería;4104;57;1793;47;50;2109;48;264;57;288;3495
201201;Enero de 2012;1;Andalucía;4;Almería;4014;Almócita;2;0;0;0;0;2;0;2;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4015;Alsodux;3;0;2;0;0;1;0;0;0;0;3
201201;Enero de 2012;1;Andalucía;4;Almería;4016;Antas;144;2;101;0;2;39;0;56;5;11;72
201201;Enero de 2012;1;Andalucía;4;Almería;4017;Arboleas;23;1;14;1;1;6;0;15;1;3;4
201201;Enero de 2012;1;Andalucía;4;Almería;4018;Armuña de Almanzora;12;0;3;0;0;9;0;4;0;1;7
201201;Enero de 2012;1;Andalucía;4;Almería;4019;Bacares;14;0;5;0;0;9;0;7;0;2;5
201201;Enero de 2012;1;Andalucía;4;Almería;4020;Bayárcal;3;0;3;0;0;0;0;0;0;3;0
201201;Enero de 2012;1;Andalucía;4;Almería;4021;Bayarque;3;0;1;0;0;2;0;2;0;0;1
201201;Enero de 2012;1;Andalucía;4;Almería;4022;Bédar;8;0;6;0;0;2;0;0;0;1;7
201201;Enero de 2012;1;Andalucía;4;Almería;4023;Beires;0;0;0;0;0;0;0;0;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4024;Benahadux;54;0;39;1;0;14;0;4;10;14;26
201201;Enero de 2012;1;Andalucía;4;Almería;4026;Benitagla;2;0;1;0;0;1;0;2;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4027;Benizalón;11;0;8;0;0;3;0;0;0;1;10
201201;Enero de 2012;1;Andalucía;4;Almería;4028;Bentarique;19;0;12;0;0;7;0;11;0;0;8
201201;Enero de 2012;1;Andalucía;4;Almería;4029;Berja;141;0;79;2;1;59;0;44;38;20;39
201201;Enero de 2012;1;Andalucía;4;Almería;4030;Canjáyar;36;0;23;0;0;13;0;9;3;0;24
201201;Enero de 2012;1;Andalucía;4;Almería;4031;Cantoria;59;1;44;3;2;9;0;4;8;4;43
201201;Enero de 2012;1;Andalucía;4;Almería;4032;Carboneras;156;0;140;1;0;15;0;2;7;30;117
201201;Enero de 2012;1;Andalucía;4;Almería;4033;Castro de Filabres;8;0;3;0;0;5;0;8;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4034;Cóbdar;0;0;0;0;0;0;0;0;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4035;Cuevas del Almanzora;346;6;227;0;5;106;2;180;5;27;134
201201;Enero de 2012;1;Andalucía;4;Almería;4036;Chercos;13;0;2;0;0;11;0;4;2;0;7
201201;Enero de 2012;1;Andalucía;4;Almería;4037;Chirivel;27;0;16;0;0;11;0;3;2;5;17
201201;Enero de 2012;1;Andalucía;4;Almería;4038;Dalías;38;1;25;1;1;10;0;17;2;11;8
201201;Enero de 2012;1;Andalucía;4;Almería;4041;Enix;7;0;7;0;0;0;0;2;0;5;0
201201;Enero de 2012;1;Andalucía;4;Almería;4043;Felix;2;0;1;0;1;0;0;0;1;1;0
201201;Enero de 2012;1;Andalucía;4;Almería;4044;Fines;14;0;14;0;0;0;0;0;10;2;2
201201;Enero de 2012;1;Andalucía;4;Almería;4045;Fiñana;32;0;10;0;0;22;0;18;1;0;13
201201;Enero de 2012;1;Andalucía;4;Almería;4046;Fondón;7;0;5;0;0;2;0;5;0;1;1
201201;Enero de 2012;1;Andalucía;4;Almería;4047;Gádor;63;0;30;0;0;33;0;9;8;3;43
201201;Enero de 2012;1;Andalucía;4;Almería;4048;Gallardos, Los;69;3;57;2;1;6;0;12;1;41;15
201201;Enero de 2012;1;Andalucía;4;Almería;4049;Garrucha;61;3;35;2;1;19;1;0;1;10;50
201201;Enero de 2012;1;Andalucía;4;Almería;4050;Gérgal;16;0;8;0;0;8;0;12;0;1;3
201201;Enero de 2012;1;Andalucía;4;Almería;4051;Huécija;6;0;5;0;0;1;0;3;0;0;3
201201;Enero de 2012;1;Andalucía;4;Almería;4052;Huércal de Almería;181;7;100;6;0;68;0;2;20;18;141
201201;Enero de 2012;1;Andalucía;4;Almería;4053;Huércal-Overa;390;5;287;4;9;82;3;51;15;25;299
201201;Enero de 2012;1;Andalucía;4;Almería;4054;Illar;11;0;2;0;0;7;2;1;0;0;10
201201;Enero de 2012;1;Andalucía;4;Almería;4055;Instinción;0;0;0;0;0;0;0;0;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4056;Laroya;0;0;0;0;0;0;0;0;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4057;Láujar de Andarax;15;0;6;0;0;8;1;4;0;1;10
201201;Enero de 2012;1;Andalucía;4;Almería;4058;Líjar;13;0;6;0;0;7;0;3;3;0;7
201201;Enero de 2012;1;Andalucía;4;Almería;4059;Lubrín;19;0;8;0;0;11;0;7;1;0;11
201201;Enero de 2012;1;Andalucía;4;Almería;4060;Lucainena de las Torres;24;0;17;0;0;7;0;21;0;0;3
201201;Enero de 2012;1;Andalucía;4;Almería;4061;Lúcar;17;0;8;0;0;9;0;3;0;0;14
201201;Enero de 2012;1;Andalucía;4;Almería;4062;Macael;36;1;26;0;1;8;0;0;17;2;17
201201;Enero de 2012;1;Andalucía;4;Almería;4063;María;12;0;3;0;0;9;0;10;0;0;2
201201;Enero de 2012;1;Andalucía;4;Almería;4064;Mojácar;221;0;121;0;0;100;0;0;0;12;209
201201;Enero de 2012;1;Andalucía;4;Almería;4065;Nacimiento;2;0;1;0;0;1;0;1;0;0;1
201201;Enero de 2012;1;Andalucía;4;Almería;4066;Níjar;622;3;362;3;2;251;1;310;12;32;268
201201;Enero de 2012;1;Andalucía;4;Almería;4067;Ohanes;16;0;12;0;0;4;0;3;0;0;13
201201;Enero de 2012;1;Andalucía;4;Almería;4068;Olula de Castro;0;0;0;0;0;0;0;0;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4069;Olula del Río;59;3;25;0;0;29;2;2;6;18;33
201201;Enero de 2012;1;Andalucía;4;Almería;4070;Oria;28;0;11;0;0;17;0;16;1;2;9
201201;Enero de 2012;1;Andalucía;4;Almería;4071;Padules;5;0;3;0;0;2;0;0;0;0;5
201201;Enero de 2012;1;Andalucía;4;Almería;4072;Partaloa;6;0;3;0;0;3;0;1;0;1;4
201201;Enero de 2012;1;Andalucía;4;Almería;4073;Paterna del Río;2;0;2;0;0;0;0;2;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4074;Pechina;59;0;25;0;0;34;0;7;0;5;47
201201;Enero de 2012;1;Andalucía;4;Almería;4075;Pulpí;307;2;186;2;2;115;0;149;7;7;144
201201;Enero de 2012;1;Andalucía;4;Almería;4076;Purchena;19;0;12;0;0;7;0;5;2;3;9
201201;Enero de 2012;1;Andalucía;4;Almería;4077;Rágol;7;0;4;0;0;2;1;1;0;0;6
201201;Enero de 2012;1;Andalucía;4;Almería;4078;Rioja;9;0;3;2;0;4;0;0;1;3;5
201201;Enero de 2012;1;Andalucía;4;Almería;4079;Roquetas de Mar;1162;23;636;13;11;468;11;341;15;142;664
201201;Enero de 2012;1;Andalucía;4;Almería;4080;Santa Cruz de Marchena;0;0;0;0;0;0;0;0;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4081;Santa Fe de Mondújar;11;0;6;0;0;5;0;11;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4082;Senés;10;0;2;0;0;8;0;3;0;1;6
201201;Enero de 2012;1;Andalucía;4;Almería;4083;Serón;20;0;7;0;0;12;1;3;0;1;16
201201;Enero de 2012;1;Andalucía;4;Almería;4084;Sierro;1;0;1;0;0;0;0;0;0;1;0
201201;Enero de 2012;1;Andalucía;4;Almería;4085;Somontín;2;0;2;0;0;0;0;1;0;0;1
201201;Enero de 2012;1;Andalucía;4;Almería;4086;Sorbas;77;2;38;0;0;37;0;6;6;13;52
201201;Enero de 2012;1;Andalucía;4;Almería;4087;Suflí;0;0;0;0;0;0;0;0;0;0;0
201201;Enero de 2012;1;Andalucía;4;Almería;4088;Tabernas;90;1;49;4;0;34;2;32;1;4;53
201201;Enero de 2012;1;Andalucía;4;Almería;4089;Taberno;13;0;6;0;0;7;0;7;0;0;6
201201;Enero de 2012;1;Andalucía;4;Almería;4090;Tahal;2;0;2;0;0;0;0;1;0;0;1
201201;Enero de 2012;1;Andalucía;4;Almería;4091;Terque;8;0;2;0;0;6;0;3;0;0;5
201201;Enero de 2012;1;Andalucía;4;Almería;4092;Tíjola;65;0;28;0;0;35;2;25;5;4;31
201201;Enero de 2012;1;Andalucía;4;Almería;4093;Turre;21;1;9;0;3;8;0;0;2;1;18
201201;Enero de 2012;1;Andalucía;4;Almería;4094;Turrillas;5;0;2;0;0;3;0;0;0;0;5
201201;Enero de 2012;1;Andalucía;4;Almería;4095;Uleila del Campo;28;2;10;0;0;16;0;14;0;0;14
201201;Enero de 2012;1;Andalucía;4;Almería;4096;Urrácal;10;0;6;0;0;4;0;6;0;0;4
201201;Enero de 2012;1;Andalucía;4;Almería;4097;Velefique;3;0;3;0;0;0;0;0;0;3;0
201201;Enero de 2012;1;Andalucía;4;Almería;4098;Vélez-Blanco;20;0;13;0;0;7;0;6;0;5;9
201201;Enero de 2012;1;Andalucía;4;Almería;4099;Vélez-Rubio;61;2;28;2;0;29;0;9;13;11;28
201201;Enero de 2012;1;Andalucía;4;Almería;4100;Vera;187;4;119;0;6;56;2;56;3;24;104
201201;Enero de 2012;1;Andalucía;4;Almería;4101;Viator;183;3;109;4;1;66;0;3;18;22;140
201201;Enero de 2012;1;Andalucía;4;Almería;4102;Vícar;486;9;251;3;4;216;3;202;20;40;224
201201;Enero de 2012;1;Andalucía;4;Almería;4103;Zurgena;10;0;6;0;0;4;0;2;0;2;6
201201;Enero de 2012;1;Andalucía;4;Almería;4901;Tres Villas, Las;3;0;1;0;0;2;0;0;2;0;1
201201;Enero de 2012;1;Andalucía;4;Almería;4902;Ejido, El;2772;14;1216;15;21;1490;16;861;64;108;1739
201201;Enero de 2012;1;Andalucía;4;Almería;4903;Mojonera, La;177;1;95;0;0;80;1;100;6;8;63
201201;Enero de 2012;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;125;2;86;0;0;37;0;32;3;20;70
201201;Enero de 2012;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;259;0;125;0;0;133;1;150;1;9;99
201201;Enero de 2012;1;Andalucía;11;Cádiz;11003;Algar;48;0;22;0;0;26;0;4;1;0;43
201201;Enero de 2012;1;Andalucía;11;Cádiz;11004;Algeciras;1559;42;836;31;23;613;14;18;97;166;1278
201201;Enero de 2012;1;Andalucía;11;Cádiz;11005;Algodonales;222;0;140;1;0;80;1;116;0;17;89
201201;Enero de 2012;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;1185;9;688;6;3;474;5;263;123;157;642
201201;Enero de 2012;1;Andalucía;11;Cádiz;11007;Barbate;228;4;138;1;1;83;1;23;38;33;134
201201;Enero de 2012;1;Andalucía;11;Cádiz;11008;Barrios, Los;494;12;268;9;4;189;12;38;86;69;301
201201;Enero de 2012;1;Andalucía;11;Cádiz;11009;Benaocaz;20;0;10;0;0;10;0;1;2;0;17
201201;Enero de 2012;1;Andalucía;11;Cádiz;11010;Bornos;116;0;63;0;1;52;0;43;2;19;52
201201;Enero de 2012;1;Andalucía;11;Cádiz;11011;Bosque, El;41;0;24;0;0;17;0;2;4;1;34
201201;Enero de 2012;1;Andalucía;11;Cádiz;11012;Cádiz;3994;46;2193;36;52;1628;39;39;313;390;3252
201201;Enero de 2012;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;101;0;77;0;0;24;0;64;3;1;33
201201;Enero de 2012;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;337;7;231;4;11;80;4;28;9;106;194
201201;Enero de 2012;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;1136;15;671;8;11;421;10;7;73;178;878
201201;Enero de 2012;1;Andalucía;11;Cádiz;11016;Chipiona;386;2;211;2;2;166;3;177;13;46;150
201201;Enero de 2012;1;Andalucía;11;Cádiz;11017;Espera;217;0;180;0;0;37;0;32;9;133;43
201201;Enero de 2012;1;Andalucía;11;Cádiz;11018;Gastor, El;60;0;24;0;0;36;0;15;1;4;40
201201;Enero de 2012;1;Andalucía;11;Cádiz;11019;Grazalema;63;0;40;1;1;21;0;6;3;9;45
201201;Enero de 2012;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;5754;59;3253;58;46;2298;40;958;337;586;3873
201201;Enero de 2012;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;129;2;84;1;1;40;1;36;3;23;67
201201;Enero de 2012;1;Andalucía;11;Cádiz;11022;Línea de la Concepción, La;570;40;246;9;11;256;8;17;43;85;425
201201;Enero de 2012;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;234;2;117;0;0;114;1;80;12;6;136
201201;Enero de 2012;1;Andalucía;11;Cádiz;11024;Olvera;507;4;263;1;4;235;0;354;14;67;72
201201;Enero de 2012;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;77;0;37;0;0;40;0;5;1;35;36
201201;Enero de 2012;1;Andalucía;11;Cádiz;11026;Prado del Rey;124;1;55;0;0;68;0;9;18;18;79
201201;Enero de 2012;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;1903;19;1055;21;21;770;17;46;102;236;1519
201201;Enero de 2012;1;Andalucía;11;Cádiz;11028;Puerto Real;1095;22;763;9;9;287;5;26;347;218;504
201201;Enero de 2012;1;Andalucía;11;Cádiz;11029;Puerto Serrano;153;0;76;1;0;75;1;58;1;13;81
201201;Enero de 2012;1;Andalucía;11;Cádiz;11030;Rota;663;6;345;6;7;296;3;71;54;110;428
201201;Enero de 2012;1;Andalucía;11;Cádiz;11031;San Fernando;1072;20;521;6;14;505;6;3;88;179;802
201201;Enero de 2012;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;1544;15;789;5;6;726;3;763;45;148;588
201201;Enero de 2012;1;Andalucía;11;Cádiz;11033;San Roque;709;15;501;12;7;163;11;2;253;161;293
201201;Enero de 2012;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;271;0;148;0;1;122;0;214;2;14;41
201201;Enero de 2012;1;Andalucía;11;Cádiz;11035;Tarifa;244;2;144;7;3;85;3;15;13;71;145
201201;Enero de 2012;1;Andalucía;11;Cádiz;11036;Torre Alháquime;26;0;17;0;0;9;0;10;0;1;15
201201;Enero de 2012;1;Andalucía;11;Cádiz;11037;Trebujena;158;0;90;0;0;68;0;77;5;35;41
201201;Enero de 2012;1;Andalucía;11;Cádiz;11038;Ubrique;380;2;208;4;2;158;6;4;229;33;114
201201;Enero de 2012;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;261;2;151;0;2;105;1;63;7;25;166
201201;Enero de 2012;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;31;0;17;0;0;14;0;1;3;14;13
201201;Enero de 2012;1;Andalucía;11;Cádiz;11041;Villamartín;363;0;172;1;1;189;0;101;4;25;233
201201;Enero de 2012;1;Andalucía;11;Cádiz;11042;Zahara;65;0;47;0;0;18;0;33;0;17;15
201201;Enero de 2012;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;156;0;93;0;0;61;2;36;2;14;104
201201;Enero de 2012;1;Andalucía;11;Cádiz;11902;San José del Valle;135;0;47;1;0;87;0;28;14;6;87
201201;Enero de 2012;1;Andalucía;14;Córdoba;14001;Adamuz;450;0;273;0;0;177;0;392;0;29;29
201201;Enero de 2012;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;1342;2;735;1;0;603;1;1148;23;95;76
201201;Enero de 2012;1;Andalucía;14;Córdoba;14003;Alcaracejos;31;0;17;0;0;14;0;8;0;1;22
201201;Enero de 2012;1;Andalucía;14;Córdoba;14004;Almedinilla;253;0;151;0;0;101;1;191;28;16;18
201201;Enero de 2012;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;255;0;149;1;3;102;0;105;2;63;85
201201;Enero de 2012;1;Andalucía;14;Córdoba;14006;Añora;23;3;14;0;0;6;0;0;0;15;8
201201;Enero de 2012;1;Andalucía;14;Córdoba;14007;Baena;1615;2;998;4;2;602;7;1407;12;53;143
201201;Enero de 2012;1;Andalucía;14;Córdoba;14008;Belalcázar;97;0;36;0;1;60;0;47;3;6;41
201201;Enero de 2012;1;Andalucía;14;Córdoba;14009;Belmez;26;0;18;2;0;6;0;4;2;11;9
201201;Enero de 2012;1;Andalucía;14;Córdoba;14010;Benamejí;738;0;473;0;2;263;0;674;2;44;18
201201;Enero de 2012;1;Andalucía;14;Córdoba;14011;Blázquez, Los;39;0;19;0;0;20;0;9;0;17;13
201201;Enero de 2012;1;Andalucía;14;Córdoba;14012;Bujalance;1022;0;573;1;0;440;8;919;11;13;79
201201;Enero de 2012;1;Andalucía;14;Córdoba;14013;Cabra;1484;0;856;3;0;625;0;1268;33;50;133
201201;Enero de 2012;1;Andalucía;14;Córdoba;14014;Cañete de las Torres;1065;1;689;0;1;374;0;1031;1;6;27
201201;Enero de 2012;1;Andalucía;14;Córdoba;14015;Carcabuey;167;0;95;1;0;71;0;116;8;13;30
201201;Enero de 2012;1;Andalucía;14;Córdoba;14016;Cardeña;38;0;17;0;0;21;0;10;0;20;8
201201;Enero de 2012;1;Andalucía;14;Córdoba;14017;Carlota, La;402;3;177;6;2;212;2;135;17;118;132
201201;Enero de 2012;1;Andalucía;14;Córdoba;14018;Carpio, El;233;1;116;1;0;115;0;138;10;39;46
201201;Enero de 2012;1;Andalucía;14;Córdoba;14019;Castro del Río;1141;3;716;0;0;422;0;928;4;92;117
201201;Enero de 2012;1;Andalucía;14;Córdoba;14020;Conquista;29;0;8;0;0;21;0;13;0;10;6
201201;Enero de 2012;1;Andalucía;14;Córdoba;14021;Córdoba;9683;110;5236;95;104;4042;96;2745;324;932;5682
201201;Enero de 2012;1;Andalucía;14;Córdoba;14022;Doña Mencía;685;0;359;0;0;326;0;643;1;5;36
201201;Enero de 2012;1;Andalucía;14;Córdoba;14023;Dos Torres;81;0;38;0;0;43;0;4;8;27;42
201201;Enero de 2012;1;Andalucía;14;Córdoba;14024;Encinas Reales;557;0;399;1;0;157;0;542;12;1;2
201201;Enero de 2012;1;Andalucía;14;Córdoba;14025;Espejo;333;0;195;1;0;137;0;295;1;7;30
201201;Enero de 2012;1;Andalucía;14;Córdoba;14026;Espiel;58;6;43;0;1;8;0;6;32;11;9
201201;Enero de 2012;1;Andalucía;14;Córdoba;14027;Fernán-Núñez;193;0;110;0;0;83;0;105;3;37;48
201201;Enero de 2012;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;31;0;12;0;0;19;0;0;0;24;7
201201;Enero de 2012;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;132;0;78;0;0;54;0;38;2;12;80
201201;Enero de 2012;1;Andalucía;14;Córdoba;14030;Fuente Palmera;723;2;432;0;2;287;0;541;22;66;94
201201;Enero de 2012;1;Andalucía;14;Córdoba;14031;Fuente-Tójar;127;0;85;0;0;41;1;112;7;0;8
201201;Enero de 2012;1;Andalucía;14;Córdoba;14032;Granjuela, La;2;0;2;0;0;0;0;2;0;0;0
201201;Enero de 2012;1;Andalucía;14;Córdoba;14033;Guadalcázar;68;0;25;0;0;43;0;42;1;19;6
201201;Enero de 2012;1;Andalucía;14;Córdoba;14034;Guijo, El;17;0;14;0;0;3;0;1;0;0;16
201201;Enero de 2012;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;93;2;57;0;0;34;0;6;4;35;48
201201;Enero de 2012;1;Andalucía;14;Córdoba;14036;Hornachuelos;646;0;429;1;0;215;1;461;0;96;89
201201;Enero de 2012;1;Andalucía;14;Córdoba;14037;Iznájar;805;0;543;0;0;262;0;735;0;10;60
201201;Enero de 2012;1;Andalucía;14;Córdoba;14038;Lucena;2958;22;1730;10;10;1180;6;2382;138;121;317
201201;Enero de 2012;1;Andalucía;14;Córdoba;14039;Luque;199;0;117;0;0;82;0;174;11;0;14
201201;Enero de 2012;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;467;0;304;0;0;163;0;413;8;30;16
201201;Enero de 2012;1;Andalucía;14;Córdoba;14041;Montemayor;234;6;118;0;2;107;1;172;9;29;24
201201;Enero de 2012;1;Andalucía;14;Córdoba;14042;Montilla;1098;6;609;0;1;482;0;694;39;113;252
201201;Enero de 2012;1;Andalucía;14;Córdoba;14043;Montoro;763;2;438;1;0;322;0;591;13;39;120
201201;Enero de 2012;1;Andalucía;14;Córdoba;14044;Monturque;140;3;67;1;0;69;0;122;5;2;11
201201;Enero de 2012;1;Andalucía;14;Córdoba;14045;Moriles;292;0;171;0;0;121;0;238;7;32;15
201201;Enero de 2012;1;Andalucía;14;Córdoba;14046;Nueva Carteya;734;0;390;0;0;344;0;690;0;15;29
201201;Enero de 2012;1;Andalucía;14;Córdoba;14047;Obejo;18;0;8;0;0;9;1;14;0;1;3
201201;Enero de 2012;1;Andalucía;14;Córdoba;14048;Palenciana;108;0;75;0;0;33;0;100;1;0;7
201201;Enero de 2012;1;Andalucía;14;Córdoba;14049;Palma del Río;2561;8;1741;5;2;801;4;1598;49;212;702
201201;Enero de 2012;1;Andalucía;14;Córdoba;14050;Pedro Abad;61;0;22;0;0;39;0;14;9;19;19
201201;Enero de 2012;1;Andalucía;14;Córdoba;14051;Pedroche;34;0;13;1;0;20;0;10;1;16;7
201201;Enero de 2012;1;Andalucía;14;Córdoba;14052;Peñarroya-Pueblonuevo;123;1;48;3;1;54;16;1;2;12;108
201201;Enero de 2012;1;Andalucía;14;Córdoba;14053;Posadas;382;0;229;1;5;147;0;268;14;42;58
