;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
201901;Enero de 2019;1;Andalucía;4;Almería;04001;Abla;29;0;17;0;0;12;0;10;0;0;19
201901;Enero de 2019;1;Andalucía;4;Almería;04002;Abrucena;31;0;20;0;0;11;0;11;0;3;17
201901;Enero de 2019;1;Andalucía;4;Almería;04003;Adra;542;12;274;6;5;240;5;242;5;22;273
201901;Enero de 2019;1;Andalucía;4;Almería;04004;Albánchez;12;0;4;0;0;8;0;1;1;0;10
201901;Enero de 2019;1;Andalucía;4;Almería;04005;Alboloduy;20;0;5;0;0;15;0;2;2;0;16
201901;Enero de 2019;1;Andalucía;4;Almería;04006;Albox;200;5;107;5;10;71;2;13;19;41;127
201901;Enero de 2019;1;Andalucía;4;Almería;04007;Alcolea;59;1;45;0;1;12;0;22;1;0;36
201901;Enero de 2019;1;Andalucía;4;Almería;04008;Alcóntar;12;0;2;0;0;10;0;0;0;0;12
201901;Enero de 2019;1;Andalucía;4;Almería;04009;Alcudia de Monteagud;6;0;1;0;0;5;0;2;0;0;4
201901;Enero de 2019;1;Andalucía;4;Almería;04010;Alhabia;15;2;4;0;4;5;0;2;6;3;4
201901;Enero de 2019;1;Andalucía;4;Almería;04011;Alhama de Almería;102;1;66;0;1;33;1;29;7;24;42
201901;Enero de 2019;1;Andalucía;4;Almería;04012;Alicún;5;0;4;0;0;1;0;2;0;1;2
201901;Enero de 2019;1;Andalucía;4;Almería;04013;Almería;6930;180;3358;131;164;2984;113;1167;151;472;5140
201901;Enero de 2019;1;Andalucía;4;Almería;04014;Almócita;6;0;5;0;0;1;0;1;0;0;5
201901;Enero de 2019;1;Andalucía;4;Almería;04015;Alsodux;2;2;0;0;0;0;0;0;0;0;2
201901;Enero de 2019;1;Andalucía;4;Almería;04016;Antas;643;121;329;19;23;130;21;293;9;21;320
201901;Enero de 2019;1;Andalucía;4;Almería;04017;Arboleas;74;1;50;3;0;17;3;12;0;4;58
201901;Enero de 2019;1;Andalucía;4;Almería;04018;Armuña de Almanzora;10;0;2;0;0;8;0;8;0;0;2
