;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
201601;Enero de 2016;1;Andalucía;4;Almería;4001;Abla;27;0;20;0;0;7;0;6;2;0;19
201601;Enero de 2016;1;Andalucía;4;Almería;4002;Abrucena;39;0;26;0;0;13;0;15;0;4;20
201601;Enero de 2016;1;Andalucía;4;Almería;4003;Adra;456;8;245;6;2;192;3;224;7;28;197
201601;Enero de 2016;1;Andalucía;4;Almería;4004;Albánchez;7;0;4;0;0;3;0;0;0;1;6
201601;Enero de 2016;1;Andalucía;4;Almería;4005;Alboloduy;6;0;3;0;0;3;0;2;0;0;4
201601;Enero de 2016;1;Andalucía;4;Almería;4006;Albox;194;2;103;1;3;85;0;19;15;30;130
201601;Enero de 2016;1;Andalucía;4;Almería;4007;Alcolea;96;0;65;0;0;30;1;72;0;3;21
201601;Enero de 2016;1;Andalucía;4;Almería;4008;Alcóntar;13;0;6;0;0;7;0;2;1;0;10
201601;Enero de 2016;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;5;0;2;0;0;3;0;3;0;0;2
201601;Enero de 2016;1;Andalucía;4;Almería;4010;Alhabia;20;0;11;1;0;8;0;0;1;17;2
201601;Enero de 2016;1;Andalucía;4;Almería;4011;Alhama de Almería;43;2;21;0;1;18;1;11;2;8;22
201601;Enero de 2016;1;Andalucía;4;Almería;4012;Alicún;2;0;1;0;0;1;0;1;0;0;1
201601;Enero de 2016;1;Andalucía;4;Almería;4013;Almería;5062;101;2461;90;99;2260;51;666;181;294;3921
201601;Enero de 2016;1;Andalucía;4;Almería;4014;Almócita;8;0;6;0;0;2;0;0;0;2;6
201601;Enero de 2016;1;Andalucía;4;Almería;4015;Alsodux;0;0;0;0;0;0;0;0;0;0;0
201601;Enero de 2016;1;Andalucía;4;Almería;4016;Antas;374;11;299;2;4;54;4;133;6;11;224
201601;Enero de 2016;1;Andalucía;4;Almería;4017;Arboleas;65;2;48;2;2;11;0;9;3;2;51
201601;Enero de 2016;1;Andalucía;4;Almería;4018;Armuña de Almanzora;4;0;3;0;0;1;0;1;1;0;2
201601;Enero de 2016;1;Andalucía;4;Almería;4019;Bacares;13;0;7;0;0;6;0;5;0;0;8
201601;Enero de 2016;1;Andalucía;4;Almería;4020;Bayárcal;9;0;7;0;0;2;0;4;0;0;5
201601;Enero de 2016;1;Andalucía;4;Almería;4021;Bayarque;0;0;0;0;0;0;0;0;0;0;0
201601;Enero de 2016;1;Andalucía;4;Almería;4022;Bédar;3;0;3;0;0;0;0;0;0;0;3
201601;Enero de 2016;1;Andalucía;4;Almería;4023;Beires;1;0;0;0;0;1;0;0;0;0;1
201601;Enero de 2016;1;Andalucía;4;Almería;4024;Benahadux;110;0;66;1;1;40;2;2;57;8;43
201601;Enero de 2016;1;Andalucía;4;Almería;4026;Benitagla;3;0;2;0;0;1;0;0;0;0;3
201601;Enero de 2016;1;Andalucía;4;Almería;4027;Benizalón;10;0;7;0;0;3;0;4;0;0;6
201601;Enero de 2016;1;Andalucía;4;Almería;4028;Bentarique;14;0;6;0;0;8;0;0;0;0;14
