fecha,indicativo,p_max,n_cub,glo,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010
2010-1,5402,35.7(04),17.0,21547.0,77.0,0.0,3.0,3.7,1015.9(16),2.0,1016.5,1005.3,6.0,17.7(19),12.4,0.0,0.0,3.0,22/18.9(12),7.0,11.0,37.0,0.0,14.0,-0.8(10),195.0,98.0,1.0,2.0,527.0,145.4,16.0,0.0,9.0,1.0,3.8,1.0,10.0,14.0,0.0,984.4(07),12.0
2010-2,5402,33.9(15),11.0,24846.0,78.0,0.0,1.0,4.0,1016.1(05),5.0,1009.4,998.3,7.1,23.2(27),12.5,0.0,0.0,3.0,23/20.6(27),7.0,14.0,37.0,0.0,19.0,0.1(14),283.0,106.0,2.0,1.0,601.0,206.6,20.0,3.0,12.0,0.0,7.2,0.0,11.3,15.5,0.0,978.0(16),18.0
2010-3,5402,21.4(03),15.0,45366.0,67.0,0.0,0.0,5.8,1016.6(27),2.0,1017.5,1006.5,7.9,24.0(23),13.7,0.0,0.0,2.0,22/16.1(25),5.0,14.0,49.0,0.0,12.0,1.8(10),194.0,103.0,0.0,0.0,905.0,104.0,12.0,0.0,8.0,0.0,13.0,0.0,13.4,18.7,0.0,992.0(08),9.0
2010-4,5402,22.4(18),9.0,60575.0,57.0,0.0,0.0,7.6,1013.6(04),0.0,1015.1,1004.3,11.1,32.0(27),16.2,3.0,0.0,6.0,30/14.4(03),1.0,15.0,58.0,0.0,8.0,4.3(02),165.0,115.0,0.0,0.0,1368.0,46.2,10.0,1.0,8.0,0.0,17.9,0.0,17.7,24.4,0.0,993.1(14),5.0
2010-5,5402,13.3(10),2.0,81156.0,43.0,0.0,0.0,11.2,1014.2(18),1.0,1014.5,1003.8,12.1,37.1(31),16.0,11.0,0.0,14.0,22/23.6(10),2.0,15.0,79.0,0.0,6.0,5.7(05),230.0,101.0,0.0,0.0,2509.0,39.0,7.0,1.0,12.0,0.0,20.2,0.0,19.6,27.1,0.0,995.7(09),6.0
2010-6,5402,20.7(09),6.0,77775.0,46.0,0.0,0.0,10.1,1007.7(29),1.0,1013.3,1002.7,16.6,38.3(01),20.4,17.0,0.0,8.0,22/15.3(09),1.0,16.0,69.0,0.0,6.0,13.3(11),247.0,135.0,0.0,0.0,2709.0,32.2,7.0,1.0,12.0,0.0,19.1,0.0,23.9,31.1,0.0,991.2(09),5.0
2010-7,5402,0.0(--),0.0,84139.0,31.0,0.0,0.0,12.3,1009.2(24),0.0,1013.5,1003.2,20.6,41.0(05),23.5,30.0,0.0,25.0,23/11.4(07),0.0,6.0,85.0,0.0,0.0,17.3(16),212.0,131.0,0.0,0.0,3861.0,0.0,1.0,1.0,9.0,0.0,34.3,0.0,29.3,38.0,0.0,997.2(21),0.0
2010-8,5402,27.8(16),2.0,74959.0,35.0,0.0,0.0,10.9,1011.4(21),0.0,1013.4,1003.0,21.2,41.9(26),25.8,30.0,0.0,22.0,24/12.8(16),1.0,7.0,81.0,0.0,2.0,18.1(18),182.0,140.0,0.0,0.0,3397.0,30.9,4.0,1.0,8.0,0.0,29.1,0.0,29.4,37.6,0.0,996.3(05),2.0
2010-9,5402,18.7(17),3.0,57902.0,43.0,0.0,0.0,9.1,1012.6(14),0.0,1014.5,1003.9,17.8,38.4(14),23.0,19.0,0.0,11.0,30/13.9(17),1.0,16.0,73.0,0.0,4.0,12.7(30),171.0,131.0,0.0,0.0,2347.0,22.0,5.0,1.0,7.0,0.0,24.8,0.0,24.7,31.6,0.0,995.6(01),2.0
2010-10,5402,54.8(30),6.0,41901.0,58.0,0.0,0.0,7.0,1016.5(27),3.0,1013.9,1003.0,11.7,29.4(08),16.0,0.0,0.0,8.0,23/18.9(03),2.0,17.0,63.0,0.0,7.0,5.8(27),169.0,116.0,2.0,0.0,1283.0,120.2,8.0,2.0,7.0,0.0,16.3,0.0,17.9,24.0,0.0,988.7(11),5.0
2010-11,5402,28.7(27),11.0,25154.0,77.0,0.0,2.0,5.0,1017.5(04),1.0,1014.7,1003.7,7.6,24.7(04),11.1,0.0,0.0,9.0,99/16.4(09),3.0,10.0,48.0,0.0,12.0,3.8(16),154.0,107.0,0.0,2.0,480.0,83.6,13.0,0.0,7.0,0.0,8.3,0.0,11.9,16.3,0.0,985.9(27),10.0
2010-12,5402,64.6(07),16.0,,76.0,0.0,2.0,3.7,1015.7(15),,1013.7,1002.6,7.6,22.0(09),14.7,0.0,0.0,5.0,,9.0,10.0,38.0,,16.0,-0.1(17),,102.0,6.0,2.0,553.0,349.3,16.0,5.0,11.0,1.0,8.6,0.0,11.0,14.3,0.0,981.4(22),12.0
2010-13,5402,64.6(07/dic),98.0,,57.0,0.0,8.0,7.5,1017.5(04/nov),,1014.2,1003.4,12.3,41.9(26/ago),25.8,110.0,0.0,116.0,,39.0,151.0,60.0,,106.0,-0.8(10/ene),,115.0,11.0,7.0,20540.0,1179.4,119.0,16.0,9.0,2.0,3.8,1.0,18.3,24.4,0.0,978.0(16/feb),86.0
