fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2001-1,2331,22.1(05),20.0,87.0,1.0,3.0,1.4,925.7(20),12.0,1016.3,912.3,1.9,13.2(05),6.0,0.0,0.0,0.0,27/25.0(04),7.0,11.0,14.0,0.0,5.2,25.0,-1.4(20),406.0,76.0,0.0,1.0,318.0,145.3,19.0,0.0,4.2,19.0,6.0,3.8,5.0,4.9,7.8,0.0,5.4,895.5(28),19.0
2001-2,2331,11.0(07),12.0,80.0,0.0,2.0,4.6,933.8(10),6.0,1023.1,918.5,0.4,15.8(12),6.1,0.0,0.0,3.0,21/21.1(06),2.0,13.0,43.0,0.0,5.0,12.0,-4.0(22),369.0,70.0,0.0,1.0,451.0,26.0,11.0,0.0,4.4,16.0,16.0,3.7,5.0,4.8,9.2,0.0,5.1,896.9(27),4.0
2001-3,2331,29.9(03),20.0,78.0,1.0,0.0,4.0,922.3(31),10.0,1011.0,909.4,5.6,22.0(23),10.8,0.0,0.0,0.0,21/21.9(04),5.0,11.0,33.0,0.0,9.0,25.0,-0.2(01),472.0,95.0,0.0,0.0,743.0,147.1,25.0,1.0,8.7,21.0,1.0,5.2,0.0,9.9,14.2,0.0,7.6,886.1(02),19.0
2001-4,2331,6.5(24),7.0,65.0,0.0,0.0,7.6,927.8(08),5.0,1019.1,916.5,2.7,21.2(01),9.2,0.0,0.0,2.0,32/17.5(07),0.0,21.0,57.0,0.0,11.1,8.0,-2.3(20),359.0,78.0,0.0,0.0,906.0,11.1,9.0,0.0,11.0,16.0,8.0,7.9,4.0,8.9,15.0,0.0,9.8,904.1(29),3.0
2001-5,2331,14.4(14),4.0,67.0,0.0,2.0,8.8,925.7(28),2.0,1015.9,915.3,5.9,33.4(30),13.1,4.0,0.0,4.0,22/18.6(14),1.0,23.0,60.0,0.0,15.0,10.0,-3.0(01),298.0,108.0,0.0,1.0,960.0,45.1,12.0,3.0,15.4,13.0,2.0,9.5,0.0,13.2,20.5,0.0,12.6,906.9(14),7.0
2001-6,2331,2.8(09),3.0,49.0,0.0,0.0,11.2,925.4(17),1.0,1016.4,917.8,8.8,36.6(22),13.6,10.0,0.0,17.0,22/15.3(15),0.0,10.0,74.0,0.0,21.5,1.0,2.6(11),283.0,110.0,0.0,0.0,1684.0,2.8,3.0,0.0,22.4,12.0,0.0,15.5,0.0,18.4,28.0,0.0,18.2,910.5(08),1.0
2001-7,2331,11.5(14),5.0,59.0,0.0,0.0,8.7,925.3(01),0.0,1015.2,916.7,11.2,35.6(02),18.0,13.0,0.0,8.0,25/14.4(02),1.0,18.0,58.0,0.0,22.4,8.0,4.0(20),306.0,132.0,0.0,0.0,1391.0,29.6,12.0,3.0,22.8,14.0,0.0,18.5,0.0,19.4,27.6,0.0,19.9,907.7(04),5.0
2001-8,2331,26.5(14),0.0,56.0,1.0,2.0,9.4,924.7(06),,1015.6,917.6,12.6,35.4(24),18.9,15.0,0.0,8.0,,2.0,23.0,67.0,,22.8,6.0,8.7(19),,134.0,0.0,2.0,1509.0,57.4,7.0,4.0,23.2,15.0,0.0,22.0,0.0,21.0,29.5,0.0,20.9,911.9(18),5.0
2001-9,2331,26.5(22),4.0,63.0,1.0,0.0,8.5,922.5(07),,1016.4,916.3,7.8,29.4(12),13.1,0.0,0.0,9.0,,1.0,17.0,67.0,,18.2,4.0,3.3(26),,108.0,0.0,0.0,920.0,41.2,5.0,1.0,18.1,18.0,0.0,18.0,0.0,15.4,23.0,0.0,17.7,903.3(23),3.0
2001-10,2331,25.1(19),9.0,74.0,0.0,1.0,4.9,928.7(31),2.0,1018.5,917.5,7.7,26.8(29),12.5,0.0,0.0,3.0,21/16.7(19),1.0,19.0,44.0,0.0,13.2,11.0,1.5(25),,114.0,0.0,1.0,647.0,55.8,15.0,0.0,12.6,18.0,0.0,11.8,0.0,13.6,19.4,0.0,13.6,901.1(20),8.0
2001-11,2331,16.0(09),13.0,82.0,0.0,3.0,3.3,929.4(01),1.0,1025.9,920.8,0.1,17.6(03),4.7,0.0,0.0,7.0,06/15.6(11),1.0,10.0,33.0,0.0,6.4,12.0,-4.0(11),,70.0,0.0,2.0,248.0,43.9,11.0,0.0,5.3,,17.0,1.5,7.0,4.5,8.9,0.0,7.8,912.1(26),7.0
2001-12,2331,5.5(31),5.0,80.0,0.0,8.0,5.1,929.0(05),,1025.7,919.2,-5.0,13.6(07),3.8,0.0,0.0,13.0,,0.0,13.0,56.0,,1.8,4.0,-13.4(25),,53.0,0.0,7.0,222.0,8.0,3.0,0.0,0.6,,26.0,-1.4,3.0,0.9,6.8,0.0,3.4,909.3(23),2.0
2001-13,2331,29.9(03/mar),102.0,70.0,4.0,21.0,6.5,933.8(10/feb),,1018.3,916.5,5.0,36.6(22/jun),18.9,42.0,0.0,74.0,,21.0,189.0,51.0,,12.6,126.0,-13.4(25/dic),,96.0,0.0,15.0,9999.0,613.3,132.0,12.0,12.4,,76.0,-1.4,24.0,11.2,17.5,0.0,11.8,886.1(02/mar),83.0
