fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2014-1,2331,10.6(02),16.0,86.0,0.0,3.0,1.8,925.4(25),7.0,1014.2,910.4,1.9,15.8(10),8.4,0.0,0.0,0.0,22/22.8(04),2.0,15.0,18.0,0.0,5.0,23.0,-2.8(30),418.0,77.0,0.0,2.0,378.0,65.7,18.0,1.0,4.5,17.0,10.0,4.8,6.0,5.2,8.4,0.0,4.9,891.8(18),16.0
2014-2,2331,11.5(04),12.0,79.0,0.0,4.0,3.1,923.1(26),14.0,1014.4,910.4,0.6,14.7(06),6.5,0.0,0.0,0.0,19/25.3(06),2.0,16.0,29.0,1.0,4.6,20.0,-2.7(02),523.0,68.0,0.0,0.0,484.0,70.1,14.0,2.0,4.2,23.0,13.0,3.3,8.0,4.4,8.1,0.0,4.4,888.0(09),11.0
2014-3,2331,11.1(01),9.0,67.0,0.0,2.0,6.6,927.2(15),8.0,1018.0,914.6,0.7,21.3(17),8.2,0.0,0.0,11.0,26/21.7(03),1.0,11.0,55.0,0.0,8.3,11.0,-2.6(24),352.0,68.0,0.0,0.0,917.0,26.7,10.0,0.0,8.2,17.0,15.0,5.5,3.0,7.0,13.2,0.0,7.6,900.5(01),6.0
2014-4,2331,21.6(19),9.0,68.0,0.0,3.0,6.7,921.7(08),4.0,1014.1,912.8,5.5,23.7(18),8.6,0.0,0.0,0.0,17/20.0(01),2.0,21.0,50.0,0.0,13.8,13.0,1.6(18),322.0,93.0,0.0,1.0,951.0,56.5,15.0,3.0,13.9,14.0,0.0,10.0,0.0,11.4,17.3,0.0,12.5,897.4(02),9.0
2014-5,2331,11.7(21),6.0,61.0,0.0,0.0,8.7,925.8(13),6.0,1016.1,914.8,5.2,25.4(10),9.4,0.0,0.0,3.0,24/19.7(21),1.0,22.0,60.0,0.0,17.4,8.0,0.9(04),408.0,88.0,0.0,0.0,1266.0,33.3,9.0,1.0,17.5,19.0,0.0,12.8,0.0,11.6,18.0,0.0,16.2,899.9(21),7.0
2014-6,2331,23.4(20),1.0,57.0,1.0,2.0,10.3,922.0(11),6.0,1014.9,915.5,8.9,29.8(12),13.8,0.0,0.0,3.0,21/20.0(06),3.0,26.0,68.0,0.0,22.1,6.0,4.0(05),328.0,114.0,0.0,1.0,1628.0,69.4,7.0,3.0,22.7,16.0,0.0,15.4,0.0,16.3,23.6,0.0,20.5,907.4(06),6.0
2014-7,2331,9.9(19),6.0,59.0,0.0,0.0,9.6,921.8(21),2.0,1014.8,916.0,11.1,34.6(16),16.4,6.0,0.0,10.0,25/16.9(19),0.0,15.0,65.0,0.0,24.3,5.0,5.8(10),377.0,126.0,0.0,0.0,1711.0,16.7,7.0,2.0,24.5,18.0,0.0,17.5,0.0,18.1,25.2,0.0,22.8,909.6(18),3.0
2014-8,2331,2.1(02),2.0,56.0,0.0,2.0,10.3,922.5(16),0.0,1014.0,915.4,11.6,31.4(25),16.4,4.0,0.0,6.0,23/15.0(25),0.0,23.0,74.0,0.0,25.8,3.0,4.3(17),364.0,125.0,0.0,0.0,1736.0,5.2,4.0,1.0,26.1,16.0,0.0,17.8,0.0,19.1,26.5,0.0,24.4,906.6(01),3.0
2014-9,2331,4.3(14),3.0,60.0,0.0,3.0,8.0,924.3(30),0.0,1013.7,914.7,10.7,32.0(02),14.7,3.0,0.0,5.0,17/14.4(16),0.0,22.0,64.0,0.0,23.0,9.0,4.3(27),252.0,123.0,0.0,2.0,1380.0,13.6,11.0,2.0,22.7,11.0,0.0,18.1,0.0,17.7,24.7,0.0,22.2,904.3(16),4.0
2014-10,2331,30.4(08),7.0,71.0,0.0,5.0,6.5,928.0(22),4.0,1016.5,915.9,8.3,26.4(20),14.4,0.0,0.0,5.0,20/21.1(16),2.0,19.0,60.0,0.0,16.7,11.0,1.1(23),282.0,117.0,1.0,2.0,946.0,68.6,11.0,1.0,16.1,12.0,0.0,15.0,0.0,14.7,21.1,0.0,16.5,901.7(12),6.0
2014-11,2331,24.0(03),16.0,85.0,0.0,4.0,1.9,921.7(01),9.0,1010.0,907.8,4.8,20.0(01),9.8,0.0,0.0,0.0,15/24.2(28),4.0,14.0,19.0,0.0,9.6,22.0,-0.7(10),421.0,94.0,0.0,4.0,424.0,115.3,22.0,1.0,8.6,17.0,1.0,7.2,0.0,8.0,11.2,0.0,9.9,883.1(28),17.0
2014-12,2331,5.0(14),10.0,88.0,0.0,8.0,2.4,932.9(29),2.0,1027.0,921.3,0.1,11.5(22),6.0,0.0,0.0,4.0,01/21.7(01),0.0,17.0,27.0,0.0,4.7,17.0,-7.1(30),244.0,71.0,0.0,5.0,185.0,24.5,13.0,0.0,4.0,10.0,15.0,1.9,6.0,3.6,7.0,1.0,5.4,904.0(01),8.0
2014-13,2331,30.4(08/oct),97.0,70.0,1.0,36.0,6.3,932.9(29/dic),62.0,1015.6,914.1,5.8,34.6(16/jul),16.4,13.0,0.0,47.0,19/25.3(06/feb),17.0,221.0,49.0,1.0,14.6,148.0,-7.1(30/dic),358.0,97.0,1.0,17.0,12006.0,565.6,141.0,17.0,14.4,16.0,54.0,1.9,23.0,11.4,17.0,1.0,13.9,883.1(28/nov),96.0
