fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010
2004-1,5402,13.2(27),9.0,81.0,0.0,6.0,5.7,1018.8(10),0.0,1022.3,1011.1,5.0,20.6(12),11.6,0.0,0.0,8.0,24/13.3(27),1.0,14.0,58.0,0.0,5.0,-2.5(20),149.0,108.0,0.0,1.0,448.0,17.6,4.0,0.0,6.0,4.0,12.2,0.0,10.5,15.9,1.0,1002.3(28),4.0
2004-2,5402,19.5(23),6.0,78.0,0.0,2.0,6.0,1024.0(05),0.0,1020.3,1009.2,5.9,23.0(05),11.7,0.0,0.0,7.0,22/13.9(21),5.0,16.0,56.0,0.0,8.0,0.2(28),174.0,111.0,0.0,1.0,521.0,87.4,9.0,1.0,7.0,0.0,11.4,0.0,11.7,17.4,0.0,982.2(21),8.0
2004-3,5402,33.8(28),10.0,73.0,0.0,0.0,6.1,1024.0(03),0.0,1021.0,1009.9,6.9,27.0(21),11.2,0.0,0.0,4.0,35/15.0(12),4.0,17.0,51.0,0.0,9.0,-1.6(03),201.0,116.0,1.0,0.0,874.0,85.6,9.0,0.0,8.0,2.0,12.4,0.0,13.0,19.0,0.0,991.9(28),8.0
2004-4,5402,9.1(01),7.0,62.0,0.0,0.0,8.5,1018.3(03),2.0,1015.4,1004.5,8.5,29.8(26),14.5,0.0,0.0,8.0,36/18.1(10),0.0,15.0,64.0,0.0,10.0,3.1(12),241.0,113.0,0.0,0.0,1279.0,25.8,10.0,1.0,10.0,0.0,13.6,0.0,15.3,22.1,0.0,994.1(29),3.0
2004-5,5402,26.0(24),13.0,64.0,0.0,0.0,7.5,1012.9(28),,1015.5,1004.7,11.9,34.0(31),16.3,3.0,0.0,5.0,,3.0,13.0,53.0,,11.0,5.7(08),,138.0,0.0,0.0,1335.0,99.6,11.0,1.0,9.0,0.0,14.5,0.0,18.2,24.5,0.0,986.5(03),9.0
2004-6,5402,0.0(--),2.0,47.0,0.0,0.0,11.6,1010.3(10),1.0,1016.7,1006.2,18.2,42.2(28),22.2,28.0,0.0,17.0,35/21.7(29),0.0,11.0,79.0,0.0,0.0,14.0(16),185.0,181.0,0.0,0.0,2397.0,0.0,0.0,3.0,8.0,0.0,28.4,0.0,26.7,35.2,0.0,1000.7(20),0.0
2004-7,5402,0.0(--),1.0,43.0,0.0,0.0,11.8,1010.6(08),0.0,1015.1,1004.7,19.3,43.8(24),27.0,31.0,0.0,20.0,24/12.2(06),0.0,10.0,81.0,0.0,0.0,13.0(09),203.0,181.0,0.0,0.0,3270.0,0.0,0.0,0.0,9.0,0.0,30.3,0.0,28.3,37.3,0.0,999.4(06),0.0
2004-8,5402,2.9(09),2.0,45.0,0.0,0.0,11.0,1010.1(20),0.0,1014.9,1004.5,19.6,43.6(25),23.4,30.0,0.0,19.0,24/13.9(09),0.0,10.0,81.0,0.0,1.0,15.0(21),249.0,174.0,0.0,0.0,3334.0,2.9,1.0,0.0,10.0,0.0,29.2,0.0,28.0,36.4,0.0,998.1(07),1.0
2004-9,5402,5.5(03),3.0,53.0,0.0,0.0,9.1,1011.8(22),0.0,1017.5,1007.0,17.0,38.3(23),22.4,27.0,0.0,11.0,25/13.3(02),0.0,16.0,74.0,0.0,1.0,13.9(29),187.0,171.0,0.0,0.0,2426.0,5.5,2.0,1.0,7.0,0.0,25.1,0.0,25.2,33.4,0.0,1001.7(01),1.0
2004-10,5402,44.2(21),7.0,69.0,0.0,3.0,6.3,1011.5(02),4.0,1015.9,1005.2,13.1,36.0(02),20.2,8.0,0.0,8.0,28/19.2(29),4.0,16.0,55.0,0.0,13.0,7.3(14),198.0,156.0,2.0,1.0,1265.0,140.0,13.0,1.0,8.0,0.0,14.7,0.0,19.5,25.8,1.0,991.8(27),11.0
2004-11,5402,0.8(30),3.0,72.0,0.0,1.0,7.1,1020.4(17),0.0,1020.9,1009.8,6.1,24.4(06),13.3,0.0,0.0,14.0,35/11.1(12),0.0,13.0,70.0,0.0,3.0,-0.4(16),148.0,108.0,0.0,1.0,710.0,1.6,4.0,0.0,5.0,1.0,15.7,0.0,12.7,19.3,0.0,994.1(30),0.0
2004-12,5402,23.3(01),4.0,79.0,0.0,8.0,5.9,1022.6(31),1.0,1021.3,1010.0,3.6,18.5(11),9.6,0.0,0.0,8.0,32/17.5(26),2.0,19.0,62.0,0.0,4.0,-4.8(28),161.0,97.0,0.0,4.0,506.0,45.5,4.0,0.0,7.0,5.0,9.2,0.0,9.5,15.3,0.0,987.9(01),4.0
2004-13,5402,44.2(21/oct),67.0,64.0,0.0,20.0,8.1,1024.0(05/feb),,1018.1,1007.2,11.3,43.8(24/jul),27.0,127.0,0.0,129.0,,19.0,170.0,65.0,,65.0,-4.8(28/dic),,138.0,3.0,8.0,18365.0,511.5,67.0,8.0,8.0,12.0,9.2,0.0,18.2,25.1,2.0,982.2(21/feb),49.0
