fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010
2003-1,5402,15.4(07),9.0,76.0,0.0,3.0,5.6,1024.4(14),2.0,1024.1,1012.8,3.5,20.4(28),12.6,0.0,0.0,12.0,21/17.5(20),3.0,10.0,56.0,0.0,11.0,-2.1(17),211.0,91.0,0.0,2.0,505.0,75.5,11.0,0.0,8.0,6.0,9.8,0.0,8.9,14.2,0.0,995.4(09),9.0
2003-2,5402,28.3(26),10.0,78.0,1.0,1.0,5.1,1021.5(01),1.0,1020.6,1009.4,4.3,18.5(23),10.0,0.0,0.0,7.0,24/19.4(19),3.0,11.0,48.0,0.0,11.0,-1.8(02),167.0,99.0,0.0,0.0,417.0,101.7,11.0,3.0,7.0,4.0,10.6,0.0,9.9,15.5,0.0,996.3(25),10.0
2003-3,5402,23.6(27),8.0,69.0,0.0,0.0,6.4,1019.2(01),2.0,1020.3,1009.3,8.8,28.2(12),13.2,0.0,0.0,5.0,21/18.1(30),1.0,18.0,54.0,0.0,7.0,4.2(20),202.0,120.0,0.0,0.0,849.0,53.9,8.0,1.0,7.0,0.0,14.2,0.0,15.0,21.3,0.0,997.7(22),7.0
2003-4,5402,13.6(19),6.0,65.0,0.0,1.0,7.9,1013.7(01),2.0,1015.4,1004.6,10.5,28.3(27),15.6,0.0,0.0,6.0,24/22.2(13),1.0,18.0,60.0,0.0,8.0,5.0(05),235.0,125.0,0.0,0.0,1208.0,28.8,8.0,0.0,10.0,0.0,18.2,0.0,16.5,22.5,0.0,997.4(07),6.0
2003-5,5402,3.0(07),4.0,49.0,0.0,0.0,10.7,1016.5(22),,1017.0,1006.4,13.5,35.5(23),17.2,19.0,0.0,14.0,,0.0,13.0,75.0,,1.0,9.8(01),,137.0,0.0,0.0,1929.0,3.0,4.0,0.0,8.0,0.0,18.2,0.0,21.7,29.9,0.0,998.7(24),1.0
2003-6,5402,0.0(--),3.0,48.0,0.0,0.0,11.4,1010.6(14),0.0,1014.7,1004.3,18.7,40.8(19),23.4,27.0,0.0,13.0,26/13.3(23),0.0,14.0,77.0,0.0,0.0,15.0(28),250.0,179.0,0.0,0.0,2692.0,0.0,1.0,0.0,11.0,0.0,28.0,0.0,26.9,35.1,0.0,998.9(21),0.0
2003-7,5402,0.0(--),0.0,41.0,0.0,0.0,12.3,1010.5(18),0.0,1015.6,1005.3,18.7,44.5(31),25.2,31.0,0.0,22.0,26/13.3(15),0.0,9.0,85.0,0.0,0.0,13.8(16),220.0,162.0,0.0,0.0,3466.0,0.0,0.0,0.0,9.0,0.0,30.4,0.0,27.9,37.1,0.0,999.0(14),0.0
2003-8,5402,1.0(22),0.0,41.0,0.0,0.0,11.4,1010.6(13),0.0,1015.3,1004.9,21.0,46.2(01),24.0,31.0,0.0,18.0,23/15.0(28),0.0,13.0,84.0,0.0,1.0,15.6(27),227.0,175.0,0.0,0.0,3538.0,1.0,2.0,1.0,9.0,0.0,30.3,0.0,29.6,38.1,0.0,1000.2(28),1.0
2003-9,5402,39.0(30),1.0,49.0,0.0,0.0,9.4,1013.3(21),0.0,1017.6,1007.1,17.4,37.4(14),20.3,28.0,0.0,14.0,27/12.2(02),1.0,15.0,76.0,0.0,3.0,13.8(11),213.0,157.0,1.0,0.0,2326.0,40.2,3.0,1.0,8.0,0.0,22.8,0.0,25.2,33.0,0.0,997.7(30),1.0
2003-10,5402,25.6(28),15.0,76.0,0.0,2.0,4.9,1012.1(08),1.0,1014.4,1003.6,14.6,29.8(09),18.8,0.0,0.0,4.0,22/21.7(31),7.0,12.0,44.0,0.0,20.0,6.4(24),215.0,164.0,0.0,1.0,757.0,180.1,20.0,3.0,8.0,0.0,16.8,0.0,18.8,23.0,0.0,985.0(31),16.0
2003-11,5402,27.8(22),12.0,80.0,0.0,4.0,4.9,1016.7(14),1.0,1017.8,1006.8,9.5,22.6(14),12.1,0.0,0.0,3.0,23/15.6(23),3.0,15.0,48.0,0.0,8.0,3.0(28),174.0,132.0,0.0,2.0,453.0,71.0,9.0,0.0,7.0,0.0,13.4,0.0,14.1,18.7,0.0,988.9(23),7.0
2003-12,5402,27.8(09),8.0,83.0,0.0,6.0,5.0,1021.2(23),0.0,1021.4,1010.2,5.8,19.6(13),9.4,0.0,1.0,8.0,30/12.8(01),4.0,15.0,53.0,0.0,9.0,0.6(29),172.0,107.0,0.0,2.0,336.0,94.7,11.0,0.0,8.0,0.0,10.2,0.0,10.4,14.9,0.0,991.9(09),8.0
2003-13,5402,39.0(30/sep),76.0,63.0,1.0,17.0,7.9,1024.4(14/ene),,1017.9,1007.1,12.2,46.2(01/ago),25.2,136.0,1.0,126.0,,23.0,163.0,63.0,,79.0,-2.1(17/ene),,137.0,1.0,7.0,18476.0,649.9,88.0,9.0,8.0,10.0,9.8,0.0,18.7,25.3,0.0,985.0(31/oct),66.0
