fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
1999-1,2331,22.4(09),12.0,84.0,0.0,5.0,3.3,928.5(25),1.0,1024.0,918.6,-0.6,16.0(05),5.5,0.0,0.0,4.0,21/15.8(16),2.0,15.0,34.0,0.0,3.2,9.0,-10.6(11),281.0,65.0,0.0,4.0,258.0,39.9,7.0,0.0,2.9,12.0,18.0,0.3,6.0,3.1,6.9,0.0,4.1,898.1(01),4.0
1999-2,2331,7.0(09),12.0,80.0,0.0,3.0,3.4,933.8(03),2.0,1026.7,921.3,-0.9,15.2(21),2.6,0.0,1.0,0.0,05/15.3(01),0.0,16.0,32.0,0.0,3.5,6.0,-5.5(01),292.0,65.0,0.0,0.0,306.0,17.3,9.0,0.0,3.4,12.0,17.0,0.1,5.0,3.6,8.1,1.0,4.2,902.6(09),3.0
1999-3,2331,10.4(11),9.0,65.0,0.0,1.0,6.4,926.3(01),8.0,1015.6,912.7,1.3,21.1(31),6.4,0.0,0.0,4.0,24/18.6(03),1.0,18.0,54.0,0.0,7.2,8.0,-4.6(01),382.0,67.0,0.0,0.0,861.0,21.6,9.0,0.0,7.5,17.0,9.0,6.8,5.0,7.0,12.7,0.0,6.7,900.9(25),4.0
1999-4,2331,12.9(27),6.0,67.0,2.0,0.0,6.4,928.1(07),2.0,1018.2,915.7,2.5,24.4(06),9.2,0.0,0.0,1.0,24/19.2(20),1.0,23.0,48.0,0.0,10.5,16.0,-3.0(18),320.0,79.0,0.0,0.0,787.0,58.4,13.0,3.0,10.8,14.0,9.0,7.2,3.0,8.9,15.2,0.0,9.6,900.5(16),12.0
1999-5,2331,12.3(19),8.0,67.0,3.0,0.0,7.5,926.3(21),2.0,1014.9,914.7,7.5,29.3(31),12.5,0.0,0.0,2.0,25/18.1(06),1.0,21.0,51.0,0.0,15.5,12.0,2.0(17),316.0,112.0,0.0,0.0,921.0,57.5,10.0,4.0,16.4,16.0,0.0,13.4,0.0,14.0,20.6,0.0,13.5,902.6(17),9.0
1999-6,2331,10.2(24),3.0,60.0,1.0,2.0,9.9,923.8(08),1.0,1018.0,918.4,8.9,30.5(30),15.2,4.0,0.0,6.0,19/16.4(01),1.0,21.0,65.0,0.0,19.9,4.0,3.5(04),345.0,119.0,0.0,0.0,1177.0,27.0,3.0,3.0,20.5,17.0,0.0,18.2,0.0,16.4,23.8,0.0,17.5,910.7(01),3.0
1999-7,2331,32.2(30),2.0,59.0,1.0,1.0,10.0,925.3(07),3.0,1014.3,916.4,12.2,35.6(01),16.3,10.0,0.0,13.0,30/23.3(30),2.0,16.0,67.0,0.0,23.6,10.0,9.0(14),323.0,142.0,1.0,1.0,1486.0,64.3,9.0,6.0,24.3,15.0,0.0,22.1,0.0,20.5,28.7,0.0,21.0,910.5(26),9.0
1999-8,2331,5.5(07),2.0,59.0,0.0,3.0,8.8,921.3(10),3.0,1012.6,914.5,12.4,35.2(24),16.9,8.0,0.0,8.0,24/18.3(08),0.0,21.0,63.0,0.0,22.0,7.0,8.4(14),317.0,136.0,0.0,1.0,1417.0,20.2,8.0,2.0,22.1,14.0,0.0,21.0,0.0,19.9,27.3,0.0,20.2,904.5(07),5.0
1999-9,2331,13.8(12),8.0,65.0,0.0,1.0,6.6,922.9(09),6.0,1013.1,913.8,10.6,31.0(11),16.4,2.0,0.0,3.0,24/21.4(04),2.0,19.0,52.0,0.0,19.1,14.0,6.5(16),345.0,123.0,0.0,0.0,1057.0,50.9,14.0,6.0,18.2,15.0,0.0,14.5,0.0,16.8,22.9,0.0,18.1,893.3(19),9.0
1999-10,2331,21.7(23),11.0,77.0,0.0,2.0,3.9,928.1(08),8.0,1016.5,915.0,6.9,24.3(10),12.1,0.0,0.0,1.0,23/19.4(23),5.0,19.0,35.0,0.0,12.8,17.0,2.2(10),342.0,105.0,0.0,2.0,553.0,104.9,18.0,1.0,12.2,15.0,0.0,12.3,0.0,11.7,16.4,0.0,13.4,892.7(20),13.0
1999-11,2331,13.8(13),12.0,85.0,1.0,8.0,2.4,929.1(02),1.0,1024.7,919.7,0.8,17.9(01),11.8,0.0,1.0,2.0,03/15.3(10),3.0,16.0,24.0,0.0,6.9,14.0,-3.8(21),275.0,72.0,0.0,3.0,289.0,48.5,7.0,0.0,5.9,12.0,12.0,0.5,6.0,4.4,7.9,1.0,8.2,906.1(21),7.0
1999-12,2331,17.4(14),11.0,85.0,0.0,6.0,2.6,927.9(01),7.0,1024.9,919.7,-0.3,13.0(26),9.4,0.0,0.0,3.0,25/26.4(27),2.0,17.0,28.0,1.0,4.5,15.0,-5.5(08),295.0,71.0,0.0,5.0,282.0,47.0,14.0,0.0,3.5,14.0,22.0,0.7,4.0,3.6,7.4,0.0,5.3,902.9(27),8.0
1999-13,2331,32.2(30/jul),96.0,71.0,8.0,32.0,5.9,933.8(03/feb),44.0,1018.6,916.7,5.1,35.6(01/jul),16.9,24.0,2.0,47.0,25/26.4(27/dic),20.0,222.0,46.0,1.0,12.4,132.0,-10.6(11/ene),319.0,96.0,1.0,16.0,9394.0,557.5,121.0,25.0,12.3,14.0,87.0,0.1,29.0,10.8,16.5,2.0,11.8,892.7(20/oct),86.0
