fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2018-1,2331,18.0(25),17.0,89.0,0.0,9.0,2.8,933.4(28),2.0,1024.0,919.0,0.2,13.9(03),9.9,0.0,0.0,5.0,22/19.2(01),2.0,9.0,29.0,0.0,4.1,9.0,-5.3(08),335.0,74.0,0.0,4.0,324.0,50.2,7.0,0.0,3.7,15.0,18.0,1.3,7.0,3.9,7.5,0.0,4.4,896.6(07),8.0
2018-2,2331,20.0(28),13.0,83.0,0.0,0.0,3.4,923.6(17),1.0,1016.7,911.8,-2.0,13.0(25),7.3,0.0,0.0,4.0,36/15.6(21),2.0,11.0,31.0,0.0,3.1,18.0,-8.2(27),376.0,61.0,0.0,0.0,317.0,50.1,7.0,0.0,2.8,17.0,22.0,1.3,14.0,2.1,6.2,0.0,3.4,886.7(28),8.0
2018-3,2331,20.4(09),17.0,78.0,1.0,1.0,3.6,924.4(21),18.0,1007.0,904.3,1.6,16.4(27),7.9,0.0,0.0,0.0,25/23.9(01),4.0,14.0,29.0,0.0,5.9,22.0,-2.4(19),527.0,71.0,0.0,1.0,752.0,124.2,21.0,0.0,6.0,23.0,9.0,2.6,5.0,5.6,9.6,0.0,5.6,878.3(01),19.0
2018-4,2331,18.8(09),14.0,74.0,2.0,4.0,5.7,922.0(17),6.0,1011.8,910.3,4.5,24.8(18),8.9,0.0,0.0,2.0,20/19.4(03),2.0,14.0,42.0,0.0,11.2,15.0,0.3(30),378.0,92.0,0.0,2.0,867.0,79.0,14.0,4.0,11.5,17.0,0.0,5.9,3.0,10.0,15.4,0.0,10.4,892.5(10),13.0
2018-5,2331,13.4(24),6.0,69.0,0.0,3.0,7.5,920.4(14),3.0,1015.1,914.2,5.4,24.1(07),11.3,0.0,0.0,3.0,06/17.2(16),2.0,22.0,51.0,0.0,16.8,11.0,-2.7(13),372.0,104.0,0.0,1.0,1025.0,45.4,14.0,5.0,17.5,17.0,2.0,11.5,0.0,11.8,18.2,0.0,15.7,908.5(21),9.0
2018-6,2331,12.0(02),6.0,68.0,0.0,0.0,8.4,924.2(17),2.0,1014.4,915.3,10.1,31.4(26),15.4,4.0,0.0,5.0,06/18.6(27),1.0,19.0,55.0,0.0,21.7,15.0,5.3(06),351.0,137.0,0.0,0.0,1136.0,41.8,17.0,6.0,22.6,16.0,0.0,15.4,0.0,16.5,22.9,0.0,20.2,907.7(30),10.0
2018-7,2331,16.0(08),0.0,59.0,0.0,3.0,10.5,921.6(05),1.0,1013.7,915.9,12.8,32.8(26),16.3,8.0,0.0,7.0,01/19.2(11),2.0,24.0,70.0,0.0,26.1,9.0,10.4(03),371.0,147.0,0.0,0.0,1572.0,45.0,11.0,6.0,26.9,17.0,0.0,20.8,0.0,20.1,27.4,0.0,24.5,909.5(01),7.0
2018-8,2331,0.4(22),1.0,52.0,0.0,2.0,11.6,923.0(10),2.0,1015.6,917.7,12.2,36.7(06),15.8,13.0,0.0,13.0,22/20.3(06),0.0,17.0,83.0,0.0,28.7,1.0,8.5(18),415.0,129.0,0.0,1.0,1979.0,0.4,2.0,2.0,29.4,18.0,0.0,19.2,0.0,20.5,28.7,0.0,27.1,909.7(08),0.0
2018-9,2331,28.0(03),1.0,60.0,0.0,5.0,10.2,927.7(27),3.0,1018.4,919.4,10.6,32.7(02),14.9,3.0,0.0,8.0,08/15.6(03),1.0,21.0,81.0,0.0,23.3,3.0,5.1(25),332.0,129.0,0.0,4.0,1396.0,39.4,7.0,3.0,23.4,14.0,0.0,19.6,0.0,18.6,26.6,0.0,23.0,911.6(03),3.0
2018-10,2331,4.8(11),8.0,72.0,0.0,5.0,5.6,926.6(23),3.0,1016.0,914.4,5.6,26.7(05),11.6,0.0,0.0,7.0,05/17.8(23),0.0,16.0,50.0,0.0,15.2,9.0,-0.3(29),375.0,95.0,0.0,2.0,949.0,15.2,11.0,1.0,14.5,16.0,2.0,5.5,2.0,11.5,17.3,0.0,15.9,898.3(30),6.0
2018-11,2331,16.8(20),12.0,85.0,0.0,5.0,3.0,924.1(02),6.0,1015.0,912.2,3.6,17.1(04),8.3,0.0,0.0,2.0,25/18.3(08),2.0,16.0,30.0,0.0,8.7,22.0,-1.0(04),363.0,88.0,0.0,1.0,476.0,106.0,24.0,0.0,8.2,15.0,3.0,5.9,0.0,7.4,11.2,0.0,9.3,897.0(20),17.0
2018-12,2331,11.8(13),14.0,88.0,0.0,8.0,3.1,930.2(09),2.0,1027.5,922.7,1.7,15.3(05),7.6,0.0,0.0,2.0,24/18.3(16),2.0,15.0,34.0,0.0,6.0,9.0,-3.9(27),304.0,82.0,0.0,3.0,356.0,32.1,12.0,0.0,5.6,13.0,11.0,6.2,0.0,5.7,9.6,1.0,6.5,903.6(13),6.0
2018-13,2331,28.0(03/sep),109.0,73.0,3.0,45.0,6.3,933.4(28/ene),49.0,1016.3,914.8,5.5,36.7(06/ago),16.3,28.0,0.0,58.0,25/23.9(01/mar),20.0,198.0,49.0,0.0,14.2,143.0,-8.2(27/feb),375.0,101.0,0.0,19.0,11149.0,628.8,147.0,27.0,14.3,17.0,67.0,1.3,31.0,11.1,16.7,1.0,13.8,878.3(01/mar),106.0
