fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010
2000-1,5402,17.3(13),2.0,72.0,0.0,0.0,7.9,1024.2(30),0.0,1024.8,1013.5,1.6,19.4(31),5.8,0.0,0.0,17.0,06/10.3(10),1.0,12.0,80.0,0.0,3.0,-1.8(23),148.0,79.0,0.0,0.0,522.0,24.1,5.0,0.0,7.0,8.0,9.4,0.0,8.0,14.5,0.0,999.4(14),3.0
2000-2,5402,0.2(01),1.0,63.0,0.0,2.0,9.0,1025.8(07),0.0,1028.3,1017.1,3.7,24.2(20),7.6,0.0,0.0,15.0,25/10.3(16),0.0,13.0,83.0,0.0,1.0,1.0(05),126.0,96.0,0.0,2.0,961.0,0.2,1.0,0.0,6.0,0.0,16.6,0.0,12.7,21.6,0.0,1010.1(20),0.0
2000-3,5402,22.4(22),2.0,58.0,0.0,1.0,8.0,1019.6(09),0.0,1020.5,1009.5,6.6,27.4(10),11.0,0.0,0.0,11.0,26/12.2(28),1.0,18.0,67.0,0.0,3.0,2.3(29),169.0,97.0,0.0,0.0,1339.0,35.0,6.0,1.0,7.0,0.0,15.2,0.0,14.6,22.7,0.0,999.3(28),3.0
2000-4,5402,42.6(15),14.0,71.0,0.0,0.0,5.9,1016.1(23),7.0,1013.2,1002.3,8.8,25.2(07),12.6,0.0,0.0,1.0,20/21.4(15),5.0,15.0,44.0,0.0,19.0,4.0(05),317.0,120.0,1.0,0.0,1143.0,138.9,20.0,2.0,14.0,0.0,15.2,0.0,14.2,19.6,0.0,981.0(02),14.0
2000-5,5402,11.0(08),4.0,61.0,0.0,1.0,9.4,1011.3(25),0.0,1015.5,1004.8,13.6,37.8(30),17.2,10.0,0.0,7.0,20/13.9(06),1.0,20.0,66.0,0.0,13.0,8.8(02),190.0,155.0,0.0,1.0,1724.0,40.6,13.0,6.0,9.0,0.0,17.8,0.0,20.6,27.7,0.0,996.7(03),8.0
2000-6,5402,0.5(03),2.0,43.0,0.0,0.0,12.1,1013.8(10),0.0,1017.3,1006.9,16.2,40.4(24),21.4,28.0,0.0,21.0,29/14.4(09),0.0,7.0,82.0,0.0,1.0,9.8(10),237.0,158.0,0.0,0.0,3428.0,0.5,2.0,1.0,10.0,0.0,26.2,0.0,25.6,35.0,0.0,999.5(08),0.0
2000-7,5402,0.1(10),0.0,41.0,0.0,0.0,12.3,1008.9(31),0.0,1014.0,1003.6,18.2,43.8(31),21.8,31.0,0.0,23.0,24/12.5(10),0.0,8.0,85.0,0.0,1.0,13.6(12),249.0,160.0,0.0,0.0,4106.0,0.1,1.0,0.0,10.0,0.0,31.2,0.0,27.6,36.9,0.0,995.7(16),0.0
2000-8,5402,0.0(--),1.0,39.0,0.0,0.0,11.7,1010.3(14),0.0,1015.7,1005.3,18.7,43.6(01),23.6,31.0,0.0,22.0,25/13.3(11),0.0,8.0,86.0,0.0,0.0,14.5(23),230.0,152.0,0.0,0.0,3546.0,0.0,2.0,0.0,10.0,0.0,31.5,0.0,27.9,37.2,0.0,998.6(30),0.0
2000-9,5402,3.7(25),0.0,49.0,0.0,0.0,9.1,1011.1(26),0.0,1015.4,1004.8,16.6,40.4(08),20.4,24.0,0.0,13.0,22/13.9(19),0.0,17.0,73.0,0.0,3.0,11.4(21),227.0,157.0,0.0,0.0,2372.0,6.6,5.0,1.0,9.0,0.0,23.2,0.0,24.9,33.1,0.0,998.1(19),2.0
2000-10,5402,17.4(11),6.0,63.0,0.0,0.0,7.8,1017.6(18),1.0,1017.9,1007.1,11.7,34.4(04),15.0,8.0,0.0,7.0,23/17.5(11),2.0,18.0,70.0,0.0,7.0,7.2(14),183.0,137.0,0.0,0.0,1294.0,40.8,10.0,0.0,7.0,0.0,19.0,0.0,18.6,25.5,0.0,992.5(12),4.0
2000-11,5402,19.8(13),8.0,79.0,0.0,6.0,5.0,1017.0(26),3.0,1018.9,1007.8,7.9,22.4(12),14.2,0.0,0.0,2.0,05/16.4(17),3.0,20.0,50.0,0.0,17.0,2.4(19),,119.0,0.0,5.0,549.0,80.9,18.0,1.0,8.0,0.0,11.5,0.0,12.6,17.3,0.0,997.5(06),10.0
2000-12,5402,31.7(23),18.0,82.0,0.0,3.0,3.6,1022.8(12),3.0,1018.3,1007.2,7.3,21.4(07),14.2,0.0,0.0,1.0,21/21.1(24),7.0,12.0,38.0,0.0,14.0,0.6(17),226.0,111.0,2.0,0.0,400.0,159.7,16.0,4.0,9.0,0.0,10.6,0.0,11.3,15.2,0.0,985.8(26),12.0
2000-13,5402,42.6(15/abr),58.0,60.0,0.0,13.0,8.5,1025.8(07/feb),14.0,1018.3,1007.5,10.9,43.8(31/jul),23.6,132.0,0.0,140.0,20/21.4(15/abr),20.0,168.0,69.0,0.0,82.0,-1.8(23/ene),,128.0,3.0,8.0,21384.0,527.4,99.0,16.0,9.0,8.0,9.4,0.0,18.2,25.5,0.0,981.0(02/abr),56.0
