fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2004-1,2331,7.6(25),23.0,87.0,1.0,7.0,1.6,925.3(10),11.0,1021.4,917.0,1.8,13.5(11),9.0,0.0,0.0,0.0,30/22.5(17),0.0,8.0,17.0,0.0,5.8,16.0,-3.6(15),416.0,79.0,0.0,4.0,256.0,46.5,17.0,0.0,5.0,18.0,15.0,2.1,2.0,4.9,8.0,0.0,6.2,904.3(26),11.0
2004-2,2331,9.7(22),9.0,78.0,0.0,6.0,4.9,931.8(04),3.0,1022.2,917.4,-1.4,18.5(05),6.4,0.0,0.0,6.0,04/16.7(26),0.0,14.0,46.0,0.0,5.2,11.0,-6.8(20),348.0,66.0,0.0,3.0,283.0,31.0,2.0,0.0,4.5,15.0,22.0,-0.2,10.0,4.0,9.3,0.0,5.5,893.9(21),7.0
2004-3,2331,23.3(11),12.0,72.0,0.0,2.0,4.7,929.1(15),4.0,1022.5,918.3,0.0,19.9(20),6.2,0.0,0.0,4.0,11/16.4(29),1.0,15.0,40.0,0.0,7.0,10.0,-6.5(01),388.0,66.0,0.0,2.0,548.0,58.8,10.0,0.0,6.6,17.0,16.0,2.5,7.0,5.6,11.2,0.0,6.4,901.8(30),6.0
2004-4,2331,9.9(21),9.0,71.0,1.0,1.0,6.5,925.7(04),6.0,1015.6,913.0,2.3,23.2(26),6.7,0.0,0.0,2.0,32/21.7(30),0.0,19.0,48.0,0.0,9.8,10.0,-2.3(10),467.0,78.0,0.0,1.0,681.0,38.6,11.0,0.0,9.6,21.0,5.0,7.3,3.0,8.0,13.7,0.0,8.5,899.9(30),6.0
2004-5,2331,8.8(24),10.0,69.0,1.0,2.0,7.2,923.7(18),9.0,1015.3,914.3,5.3,26.6(20),10.8,0.0,0.0,4.0,29/18.9(05),0.0,17.0,49.0,0.0,14.1,14.0,-2.4(08),388.0,103.0,0.0,0.0,808.0,43.2,17.0,5.0,14.4,18.0,1.0,9.2,0.0,11.9,18.5,0.0,11.8,895.9(05),8.0
2004-6,2331,29.5(07),3.0,61.0,0.0,0.0,10.2,926.5(13),5.0,1017.8,919.1,10.7,34.2(27),14.4,5.0,0.0,6.0,15/21.4(07),2.0,21.0,67.0,0.0,20.3,5.0,6.7(03),415.0,140.0,0.0,0.0,1205.0,47.6,6.0,2.0,20.9,19.0,0.0,17.0,0.0,18.7,26.7,0.0,17.2,909.5(18),4.0
2004-7,2331,2.6(31),2.0,54.0,0.0,0.0,10.2,924.2(24),7.0,1015.9,917.6,11.0,36.2(31),15.5,13.0,0.0,11.0,11/18.9(06),0.0,18.0,69.0,0.0,22.6,5.0,4.0(09),422.0,127.0,0.0,0.0,1575.0,4.5,6.0,0.0,23.5,19.0,0.0,18.5,0.0,19.8,28.5,0.0,19.7,906.9(06),1.0
2004-8,2331,14.4(08),3.0,58.0,0.0,1.0,8.9,923.7(26),,1014.0,915.7,11.8,36.1(01),19.0,8.0,0.0,6.0,,1.0,22.0,65.0,,21.4,11.0,5.6(21),,130.0,0.0,0.0,1468.0,32.4,12.0,4.0,21.8,,0.0,20.0,0.0,19.7,27.4,0.0,19.7,906.9(08),7.0
2004-9,2331,10.8(14),1.0,67.0,1.0,3.0,7.8,926.3(21),5.0,1019.2,919.5,9.6,31.0(05),16.6,1.0,0.0,8.0,14/23.1(05),1.0,21.0,63.0,0.0,18.7,7.0,2.6(17),393.0,132.0,0.0,1.0,906.0,34.7,8.0,5.0,18.7,17.0,0.0,16.7,0.0,17.3,24.8,0.0,17.7,911.0(01),4.0
2004-10,2331,9.8(21),11.0,72.0,0.0,4.0,4.4,922.5(02),11.0,1012.8,912.0,7.5,29.1(04),13.0,0.0,0.0,1.0,24/26.4(20),0.0,19.0,40.0,1.0,13.3,21.0,-0.6(13),486.0,103.0,0.0,0.0,807.0,62.2,21.0,0.0,12.8,21.0,1.0,10.4,0.0,12.8,18.1,1.0,13.7,896.1(27),14.0
2004-11,2331,15.2(10),13.0,85.0,0.0,6.0,3.6,928.7(16),5.0,1024.6,919.9,0.7,15.6(20),8.0,0.0,1.0,0.0,07/17.8(13),2.0,17.0,37.0,0.0,7.2,8.0,-5.6(25),334.0,75.0,0.0,3.0,259.0,39.1,12.0,0.0,6.2,15.0,13.0,3.7,1.0,5.1,9.5,1.0,8.3,902.7(30),6.0
2004-12,2331,38.0(25),17.0,90.0,0.0,12.0,1.9,931.4(30),0.0,1024.1,918.7,0.0,15.2(11),3.8,0.0,0.0,0.0,04/14.7(26),3.0,14.0,21.0,0.0,4.8,17.0,-7.5(28),314.0,71.0,2.0,8.0,155.0,99.1,11.0,0.0,3.9,14.0,15.0,-0.2,6.0,3.5,7.0,1.0,5.6,895.7(01),6.0
2004-13,2331,38.0(25/dic),113.0,72.0,4.0,44.0,6.0,931.8(04/feb),,1018.8,916.9,4.9,36.2(31/jul),19.0,27.0,1.0,48.0,,10.0,205.0,47.0,,12.5,135.0,-7.5(28/dic),,98.0,2.0,22.0,8951.0,537.7,133.0,16.0,12.3,,88.0,-0.2,29.0,10.9,16.9,3.0,11.7,893.9(21/feb),80.0
