fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2006-1,2331,5.7(09),18.0,88.0,0.0,12.0,2.7,927.9(11),0.0,1023.3,917.7,-1.4,11.0(31),2.8,0.0,0.0,2.0,05/15.0(26),0.0,11.0,28.0,0.0,2.5,13.0,-8.0(29),310.0,64.0,0.0,6.0,157.0,22.2,10.0,0.0,2.6,13.0,17.0,0.5,5.0,2.2,5.8,0.0,4.3,905.3(06),7.0
2006-2,2331,13.6(25),9.0,74.0,0.0,3.0,5.0,924.3(06),7.0,1017.6,912.8,-2.2,14.9(13),4.4,0.0,0.0,4.0,26/23.3(17),1.0,15.0,48.0,0.0,,9.0,-7.4(09),443.0,56.0,0.0,3.0,447.0,44.1,4.0,0.0,2.2,19.0,24.0,1.5,7.0,2.9,7.9,0.0,3.3,896.3(19),8.0
2006-3,2331,13.7(04),15.0,73.0,1.0,1.0,4.3,925.5(06),12.0,1015.5,912.8,2.6,20.7(14),8.5,0.0,0.0,2.0,25/22.5(04),1.0,14.0,36.0,0.0,,17.0,-5.4(01),502.0,80.0,0.0,0.0,662.0,54.4,14.0,0.0,7.2,22.0,10.0,4.0,2.0,7.9,13.2,0.0,6.1,896.1(04),10.0
2006-4,2331,10.5(16),9.0,69.0,1.0,2.0,7.2,921.8(02),5.0,1015.8,914.1,4.1,23.2(04),8.6,0.0,0.0,5.0,23/17.5(14),1.0,16.0,54.0,0.0,11.5,12.0,-3.4(12),424.0,90.0,0.0,2.0,713.0,38.5,12.0,2.0,12.1,19.0,4.0,9.8,0.0,10.3,16.4,0.0,10.2,903.7(04),7.0
2006-5,2331,25.6(05),5.0,60.0,0.0,5.0,9.4,926.6(26),6.0,1016.9,916.8,7.2,29.7(27),13.6,0.0,0.0,5.0,24/22.8(21),1.0,21.0,64.0,0.0,16.8,5.0,-0.6(01),414.0,106.0,0.0,0.0,1158.0,33.1,5.0,1.0,17.4,19.0,1.0,15.5,0.0,14.8,22.3,0.0,14.1,905.7(21),3.0
2006-6,2331,9.9(24),3.0,59.0,0.0,2.0,9.5,924.5(02),7.0,1015.7,917.2,10.8,33.2(23),15.0,8.0,0.0,3.0,21/23.3(09),0.0,24.0,62.0,0.0,21.1,6.0,2.4(01),423.0,135.0,0.0,0.0,1277.0,36.5,9.0,7.0,21.7,20.0,0.0,20.8,0.0,19.0,27.2,0.0,17.8,911.0(23),6.0
2006-7,2331,1.9(18),1.0,,0.0,0.0,9.9,924.7(11),4.0,1015.5,918.4,14.6,36.5(10),18.2,21.0,0.0,4.0,23/23.9(18),0.0,26.0,66.0,0.0,25.1,6.0,10.4(07),386.0,154.0,0.0,0.0,1540.0,4.0,7.0,5.0,25.7,16.0,0.0,24.4,0.0,23.1,31.6,0.0,21.4,912.7(02),1.0
2006-8,2331,7.2(16),1.0,60.0,0.0,0.0,10.6,926.1(20),7.0,1015.8,917.0,10.6,33.0(31),13.0,4.0,0.0,10.0,27/22.5(18),0.0,20.0,77.0,0.0,22.9,5.0,5.4(13),431.0,129.0,0.0,0.0,1264.0,12.8,5.0,1.0,22.8,18.0,0.0,18.3,0.0,18.5,26.4,0.0,20.8,903.9(17),4.0
2006-9,2331,13.0(24),10.0,,0.0,3.0,6.2,925.4(04),4.0,1014.5,915.5,10.3,35.9(05),15.6,9.0,0.0,6.0,20/23.9(21),1.0,14.0,49.0,0.0,19.5,11.0,4.7(16),322.0,129.0,0.0,0.0,1092.0,31.0,14.0,2.0,19.0,14.0,0.0,14.6,0.0,18.0,25.6,0.0,18.7,904.3(21),8.0
2006-10,2331,32.9(22),6.0,,1.0,2.0,5.0,927.4(28),11.0,1014.5,914.1,8.4,26.5(29),13.6,0.0,0.0,4.0,26/25.3(18),4.0,21.0,45.0,1.0,14.1,18.0,3.7(05),438.0,123.0,1.0,1.0,581.0,119.2,17.0,2.0,13.3,18.0,0.0,13.1,0.0,14.0,19.5,0.0,14.3,899.9(18),14.0
2006-11,2331,21.3(24),14.0,,0.0,6.0,3.4,928.9(11),7.0,1020.8,918.0,4.9,19.0(10),10.1,0.0,0.0,1.0,21/25.8(24),3.0,15.0,35.0,1.0,10.3,15.0,-2.6(30),455.0,98.0,0.0,5.0,464.0,72.8,16.0,0.0,9.4,20.0,5.0,9.0,0.0,9.2,13.4,0.0,10.8,896.7(24),10.0
2006-12,2331,14.5(07),10.0,,0.0,3.0,3.5,935.4(31),4.0,1028.7,923.0,-0.9,14.0(04),10.3,0.0,0.0,5.0,24/21.4(07),1.0,16.0,39.0,0.0,4.7,10.0,-7.5(24),356.0,68.0,0.0,1.0,,31.8,11.0,0.0,3.6,15.0,19.0,2.4,5.0,3.6,8.0,0.0,5.9,900.5(08),7.0
2006-13,2331,32.9(22/oct),101.0,,3.0,39.0,6.4,935.4(31/dic),74.0,1017.9,916.5,5.8,36.5(10/jul),18.2,42.0,0.0,51.0,21/25.8(24/nov),13.0,213.0,50.0,2.0,,127.0,-8.0(29/ene),409.0,103.0,1.0,18.0,,500.4,124.0,20.0,13.1,18.0,80.0,0.5,19.0,12.0,18.1,0.0,12.3,896.1(04/mar),85.0
