fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2008-1,2331,11.3(11),12.0,83.0,0.0,6.0,3.3,933.0(27),6.0,1025.0,920.2,0.6,15.0(27),8.0,0.0,0.0,3.0,23/23.9(11),2.0,16.0,34.0,0.0,4.8,15.0,-6.5(01),405.0,73.0,0.0,4.0,418.0,45.0,15.0,0.0,4.0,18.0,15.0,4.0,1.0,4.8,9.1,0.0,5.1,891.9(03),8.0
2008-2,2331,13.8(27),10.0,76.0,0.0,12.0,4.5,930.1(06),3.0,1025.3,921.1,0.8,18.8(23),6.8,0.0,0.0,7.0,23/23.6(03),2.0,12.0,43.0,0.0,5.6,6.0,-4.7(11),340.0,74.0,0.0,5.0,385.0,37.0,9.0,0.0,5.1,15.0,12.0,5.0,0.0,6.4,11.9,0.0,5.4,901.0(03),4.0
2008-3,2331,7.4(21),8.0,72.0,1.0,2.0,5.6,926.2(05),11.0,1017.9,914.5,0.6,20.6(14),5.5,0.0,0.0,1.0,36/23.6(04),0.0,22.0,47.0,0.0,7.5,11.0,-3.8(07),419.0,71.0,0.0,1.0,630.0,39.8,6.0,1.0,7.1,18.0,15.0,4.5,7.0,6.5,12.3,0.0,7.1,896.7(22),8.0
2008-4,2331,21.9(07),11.0,70.0,2.0,0.0,6.9,928.0(01),13.0,1013.1,911.2,3.0,25.2(26),8.2,0.0,0.0,3.0,27/24.2(18),3.0,16.0,51.0,0.0,10.7,16.0,-2.4(14),462.0,83.0,0.0,0.0,681.0,100.0,16.0,4.0,10.5,20.0,5.0,10.2,0.0,9.3,15.5,0.0,9.4,887.4(18),13.0
2008-5,2331,24.5(04),14.0,74.0,1.0,4.0,5.5,922.2(04),6.0,1011.4,910.9,7.2,26.2(03),10.4,0.0,0.0,0.0,11/19.4(04),10.0,17.0,38.0,0.0,14.8,22.0,-0.4(01),325.0,109.0,0.0,1.0,575.0,194.0,22.0,7.0,14.9,16.0,1.0,11.5,0.0,12.5,17.8,0.0,13.0,903.7(27),19.0
2008-6,2331,11.9(16),5.0,67.0,0.0,0.0,8.9,923.8(27),4.0,1017.1,917.4,9.5,32.1(22),16.0,2.0,0.0,6.0,23/21.1(23),2.0,19.0,58.0,0.0,18.5,12.0,4.3(07),374.0,130.0,0.0,0.0,832.0,53.6,12.0,4.0,18.8,17.0,0.0,14.0,0.0,16.1,22.6,0.0,16.0,905.4(16),9.0
2008-7,2331,1.2(23),2.0,54.0,0.0,2.0,11.0,925.8(15),4.0,1015.3,916.9,10.5,35.6(19),14.0,9.0,0.0,9.0,26/18.9(23),0.0,20.0,74.0,0.0,21.3,2.0,5.0(13),402.0,121.0,0.0,1.0,1469.0,1.4,3.0,1.0,21.6,19.0,0.0,17.8,0.0,18.9,27.2,0.0,18.8,911.6(02),1.0
2008-8,2331,4.7(16),1.0,54.0,0.0,0.0,10.8,922.7(02),5.0,1014.5,916.2,11.3,35.7(05),15.6,8.0,0.0,10.0,19/21.1(05),0.0,20.0,78.0,0.0,22.6,5.0,5.2(15),388.0,125.0,0.0,0.0,1406.0,6.7,8.0,2.0,22.7,17.0,0.0,22.2,0.0,19.7,28.0,0.0,20.2,906.5(11),2.0
2008-9,2331,18.5(09),4.0,62.0,0.0,2.0,7.8,922.3(25),1.0,1015.3,915.3,7.6,28.0(01),13.8,0.0,0.0,5.0,24/20.8(05),1.0,21.0,63.0,0.0,16.8,8.0,2.9(28),327.0,107.0,0.0,2.0,838.0,38.8,9.0,1.0,16.3,14.0,0.0,15.8,0.0,14.9,22.2,0.0,16.7,904.7(05),5.0
2008-10,2331,15.8(21),7.0,72.0,0.0,5.0,5.4,926.6(10),3.0,1018.6,916.7,4.5,23.1(14),11.4,0.0,0.0,4.0,25/18.9(30),3.0,20.0,49.0,0.0,11.2,9.0,-2.5(24),305.0,94.0,0.0,3.0,527.0,63.0,9.0,1.0,10.4,12.0,4.0,5.5,1.0,10.5,16.5,0.0,12.1,891.4(31),7.0
2008-11,2331,14.9(02),20.0,85.0,0.0,2.0,1.8,928.3(16),6.0,1018.8,915.0,2.5,15.5(10),6.5,0.0,0.0,0.0,26/18.3(29),1.0,10.0,19.0,0.0,7.5,16.0,-3.4(28),387.0,80.0,0.0,1.0,255.0,47.5,17.0,0.0,6.6,16.0,7.0,2.7,4.0,5.5,8.3,0.0,8.4,890.5(29),10.0
2008-12,2331,17.4(08),16.0,84.0,0.0,3.0,2.9,930.7(20),7.0,1019.1,914.7,-0.1,18.5(22),6.5,0.0,0.0,3.0,21/19.4(13),4.0,12.0,31.0,0.0,4.2,21.0,-6.4(23),340.0,70.0,0.0,2.0,235.0,71.0,14.0,0.0,3.3,14.0,14.0,0.8,9.0,4.0,8.1,0.0,5.2,894.8(14),11.0
2008-13,2331,24.5(04/may),110.0,71.0,4.0,38.0,6.2,933.0(27/ene),69.0,1017.6,915.8,4.8,35.7(05/ago),16.0,19.0,0.0,51.0,27/24.2(18/abr),28.0,205.0,49.0,0.0,12.1,143.0,-6.5(01/ene),373.0,95.0,0.0,20.0,8251.0,697.8,140.0,21.0,11.8,16.0,73.0,0.8,22.0,10.8,16.6,0.0,11.5,887.4(18/abr),97.0
