fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2016-1,2331,20.4(04),17.0,88.0,0.0,4.0,2.1,930.7(31),8.0,1021.0,916.8,1.9,17.5(24),7.4,0.0,0.0,1.0,20/25.8(10),5.0,13.0,23.0,1.0,5.1,21.0,-4.0(17),450.0,81.0,0.0,4.0,342.0,110.1,20.0,0.0,4.8,19.0,11.0,4.5,2.0,5.3,8.7,0.0,5.4,895.9(10),14.0
2016-2,2331,14.2(13),14.0,81.0,1.0,1.0,3.7,932.9(03),11.0,1019.2,915.0,0.3,15.5(21),7.6,0.0,0.0,3.0,22/26.4(09),3.0,12.0,35.0,1.0,5.1,15.0,-8.2(17),419.0,72.0,0.0,0.0,438.0,83.5,9.0,0.0,4.9,19.0,13.0,1.5,6.0,4.5,8.6,0.0,5.2,892.7(27),12.0
2016-3,2331,23.3(19),10.0,77.0,0.0,2.0,4.0,925.4(01),9.0,1017.0,913.1,0.4,17.9(30),8.3,0.0,0.0,0.0,21/20.6(04),2.0,21.0,34.0,0.0,5.5,17.0,-5.0(14),375.0,69.0,0.0,1.0,591.0,70.2,8.0,1.0,5.5,16.0,14.0,4.7,10.0,5.0,9.6,0.0,5.4,897.7(04),11.0
2016-4,2331,30.3(19),13.0,76.0,1.0,2.0,5.3,924.7(30),5.0,1013.7,911.2,2.4,17.0(29),8.2,0.0,0.0,2.0,22/19.2(03),5.0,15.0,40.0,0.0,9.4,16.0,-4.5(02),398.0,83.0,1.0,1.0,673.0,126.8,18.0,2.0,9.5,19.0,6.0,8.2,1.0,7.4,12.4,0.0,8.8,898.5(10),10.0
2016-5,2331,11.9(06),8.0,67.0,0.0,3.0,7.9,925.4(01),3.0,1013.5,912.8,5.4,25.0(21),9.8,0.0,0.0,3.0,14/16.9(08),1.0,20.0,54.0,0.0,15.6,14.0,-1.1(02),296.0,100.0,0.0,0.0,1057.0,41.8,17.0,1.0,16.1,14.0,3.0,11.7,0.0,11.8,18.1,0.0,14.7,896.2(08),11.0
2016-6,2331,6.5(17),8.0,58.0,1.0,4.0,10.2,926.7(19),3.0,1014.9,915.9,9.4,33.3(22),15.3,6.0,0.0,7.0,23/16.4(14),0.0,15.0,67.0,0.0,23.2,4.0,1.5(01),339.0,120.0,0.0,0.0,1572.0,10.4,5.0,1.0,24.1,15.0,0.0,15.1,0.0,16.9,24.5,0.0,21.4,901.4(15),2.0
2016-7,2331,35.4(06),0.0,55.0,0.0,0.0,11.8,924.1(13),0.0,1016.3,918.2,12.3,35.6(18),16.4,14.0,0.0,10.0,24/15.0(06),1.0,21.0,79.0,0.0,27.7,2.0,5.9(14),409.0,136.0,1.0,0.0,1951.0,36.1,3.0,2.0,28.4,19.0,0.0,19.3,0.0,20.5,28.7,0.0,25.9,911.8(16),1.0
2016-8,2331,1.1(08),1.0,51.0,0.0,0.0,11.1,926.1(06),3.0,1017.0,918.9,11.6,35.5(23),15.5,14.0,0.0,14.0,01/16.1(09),0.0,16.0,80.0,0.0,27.6,5.0,7.9(10),364.0,125.0,0.0,0.0,2054.0,2.2,6.0,4.0,28.2,17.0,0.0,20.4,0.0,20.2,28.8,0.0,26.3,911.1(19),1.0
2016-9,2331,12.3(13),3.0,58.0,0.0,3.0,7.9,926.9(28),1.0,1017.5,918.2,10.0,35.2(06),14.5,7.0,0.0,6.0,24/21.1(13),1.0,21.0,63.0,0.0,22.7,4.0,3.9(19),273.0,114.0,0.0,1.0,1487.0,15.7,9.0,1.0,22.6,12.0,0.0,13.3,0.0,17.6,25.0,0.0,22.3,908.2(13),3.0
2016-10,2331,15.3(13),5.0,67.0,0.0,5.0,6.7,928.1(28),0.0,1016.3,915.3,6.1,26.3(03),10.7,0.0,0.0,7.0,25/15.0(23),1.0,19.0,61.0,0.0,15.7,7.0,-0.7(31),245.0,97.0,0.0,3.0,933.0,31.7,8.0,0.0,15.1,10.0,3.0,14.0,0.0,12.9,19.6,0.0,15.9,899.0(23),4.0
2016-11,2331,26.6(05),11.0,83.0,0.0,12.0,3.8,927.4(15),3.0,1017.2,913.7,1.2,21.0(02),5.8,0.0,0.0,1.0,18/20.6(21),3.0,18.0,39.0,0.0,7.8,11.0,-2.8(07),300.0,79.0,0.0,6.0,421.0,81.9,12.0,0.0,7.2,13.0,10.0,2.6,2.0,6.0,10.7,0.0,8.6,893.7(21),8.0
2016-12,2331,2.0(04),12.0,86.0,0.0,15.0,4.7,934.7(24),0.0,1028.5,923.4,-0.1,15.7(29),6.4,0.0,0.0,2.0,03/14.2(19),0.0,17.0,51.0,0.0,5.4,6.0,-8.2(31),225.0,76.0,0.0,11.0,193.0,5.2,8.0,0.0,5.0,10.0,15.0,2.7,0.0,5.2,10.5,0.0,5.8,907.8(03),2.0
2016-13,2331,35.4(06/jul),102.0,71.0,3.0,51.0,6.6,934.7(24/dic),46.0,1017.7,916.0,5.1,35.6(18/jul),16.4,41.0,0.0,56.0,22/26.4(09/feb),22.0,208.0,52.0,2.0,14.2,122.0,-8.2(17/feb),341.0,96.0,2.0,27.0,11712.0,615.6,123.0,12.0,14.3,15.0,75.0,1.5,21.0,11.1,17.1,0.0,13.8,892.7(27/feb),79.0
