fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010
1999-1,5402,11.1(21),4.0,72.0,0.0,1.0,6.6,1022.4(25),1.0,1022.5,1011.3,2.3,20.4(06),7.4,0.0,0.0,15.0,21/22.2(09),1.0,12.0,67.0,0.0,4.0,-0.8(19),165.0,84.0,0.0,1.0,463.0,30.4,6.0,0.0,7.0,4.0,9.8,0.0,8.8,15.2,0.0,990.1(01),4.0
1999-2,5402,9.2(26),4.0,60.0,0.0,3.0,7.9,1025.6(03),0.0,1023.8,1012.6,1.6,24.4(23),8.0,0.0,0.0,15.0,05/13.9(26),0.0,9.0,73.0,0.0,5.0,-3.8(16),162.0,75.0,0.0,0.0,717.0,18.4,5.0,1.0,7.0,12.0,12.0,0.0,9.4,17.2,0.0,1000.1(26),3.0
1999-3,5402,11.2(23),4.0,60.0,0.0,0.0,7.6,1017.2(02),0.0,1016.0,1005.0,7.0,27.4(31),11.8,0.0,0.0,8.0,22/13.9(03),1.0,19.0,63.0,0.0,8.0,1.6(07),237.0,98.0,0.0,0.0,1221.0,31.2,9.0,1.0,10.0,0.0,15.4,0.0,14.2,21.3,0.0,996.2(11),6.0
1999-4,5402,23.1(28),3.0,48.0,0.0,0.0,9.4,1016.6(06),2.0,1018.2,1007.3,10.0,31.2(05),14.8,6.0,0.0,11.0,24/18.1(16),1.0,16.0,71.0,0.0,6.0,4.6(18),253.0,98.0,0.0,0.0,2235.0,38.9,7.0,3.0,11.0,0.0,18.4,0.0,17.8,25.5,0.0,994.5(28),4.0
1999-5,5402,4.2(01),5.0,51.0,0.0,0.0,9.5,1014.1(20),1.0,1016.0,1005.3,13.8,38.4(12),18.8,16.0,0.0,6.0,24/20.6(17),0.0,20.0,66.0,0.0,4.0,8.0(20),260.0,131.0,0.0,0.0,2704.0,6.9,4.0,1.0,10.0,0.0,15.0,0.0,21.4,28.9,0.0,998.2(16),2.0
1999-6,5402,0.3(08),0.0,42.0,0.0,0.0,12.0,1013.7(02),0.0,1016.6,1006.1,17.2,40.4(21),20.4,26.0,0.0,18.0,25/13.9(01),0.0,12.0,81.0,0.0,1.0,12.4(07),246.0,148.0,0.0,0.0,3585.0,0.3,1.0,0.0,10.0,0.0,28.2,0.0,25.5,33.9,0.0,999.8(22),0.0
1999-7,5402,0.0(--),1.0,44.0,0.0,0.0,11.5,1009.3(08),0.0,1014.1,1003.7,19.6,41.8(01),22.6,29.0,0.0,20.0,23/12.8(04),0.0,10.0,79.0,0.0,0.0,16.6(19),313.0,169.0,0.0,0.0,3845.0,0.0,3.0,0.0,12.0,0.0,28.7,0.0,27.9,36.2,0.0,999.1(31),0.0
1999-8,5402,1.8(18),0.0,46.0,0.0,0.0,11.2,1009.5(28),1.0,1013.3,1002.9,19.4,42.0(15),24.0,31.0,0.0,15.0,23/16.4(07),0.0,16.0,82.0,0.0,1.0,16.4(10),286.0,173.0,0.0,0.0,3584.0,1.8,5.0,1.0,11.0,0.0,31.2,0.0,27.8,36.3,0.0,997.4(18),1.0
1999-9,5402,42.7(19),1.0,57.0,0.0,1.0,8.2,1011.8(24),0.0,1014.9,1004.3,16.5,36.4(09),20.4,17.0,0.0,10.0,22/13.3(19),2.0,19.0,66.0,0.0,5.0,11.8(15),234.0,165.0,1.0,0.0,2386.0,62.5,7.0,1.0,9.0,0.0,21.2,0.0,23.2,30.0,0.0,989.3(19),3.0
1999-10,5402,42.3(20),10.0,73.0,0.0,1.0,5.1,1015.0(31),5.0,1016.8,1006.0,14.7,30.4(01),17.6,1.0,0.0,2.0,21/20.6(20),7.0,19.0,45.0,0.0,14.0,11.6(21),237.0,165.0,3.0,0.0,1182.0,196.9,15.0,2.0,9.0,0.0,16.6,0.0,19.4,24.1,0.0,990.5(20),13.0
1999-11,5402,18.0(19),0.0,72.0,0.0,4.0,7.7,1019.9(27),1.0,1021.4,1010.3,5.1,24.0(05),11.4,0.0,0.0,16.0,06/18.1(20),1.0,14.0,76.0,0.0,5.0,-0.6(21),159.0,100.0,0.0,1.0,680.0,31.7,7.0,1.0,7.0,1.0,11.4,0.0,11.2,17.3,0.0,1000.1(20),4.0
1999-12,5402,18.8(29),10.0,80.0,0.0,3.0,4.9,1021.6(18),1.0,1025.5,1014.3,5.4,20.8(02),13.6,0.0,0.0,9.0,36/15.8(16),2.0,12.0,51.0,0.0,10.0,0.2(18),176.0,104.0,0.0,2.0,496.0,49.0,11.0,0.0,7.0,0.0,10.6,0.0,10.1,14.9,0.0,997.5(15),7.0
1999-13,5402,42.7(19/sep),42.0,59.0,0.0,13.0,8.5,1025.6(03/feb),12.0,1018.3,1007.4,11.1,42.0(15/ago),24.0,126.0,0.0,145.0,21/22.2(09/ene),15.0,178.0,68.0,0.0,63.0,-3.8(16/feb),227.0,126.0,4.0,4.0,23098.0,468.0,80.0,11.0,9.0,17.0,9.8,0.0,18.1,25.1,0.0,989.3(19/sep),47.0
