fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2003-1,2331,27.1(29),17.0,86.0,0.0,2.0,2.8,934.2(27),9.0,1023.1,917.8,-0.4,16.6(27),8.6,0.0,0.0,5.0,22/20.6(20),4.0,9.0,29.0,0.0,4.5,17.0,-6.8(14),454.0,68.0,0.0,3.0,290.0,102.8,11.0,0.0,3.4,19.0,17.0,-0.8,12.0,3.3,7.0,0.0,5.4,898.3(21),13.0
2003-2,2331,7.7(24),14.0,82.0,1.0,3.0,3.0,924.9(28),7.0,1020.8,915.7,-0.7,11.5(27),4.8,0.0,0.0,3.0,19/25.0(24),0.0,11.0,28.0,0.0,4.1,12.0,-8.7(16),406.0,63.0,0.0,2.0,331.0,33.1,11.0,0.0,3.4,17.0,16.0,1.6,3.0,3.3,7.3,0.0,4.2,900.9(19),7.0
2003-3,2331,14.4(28),11.0,68.0,0.0,4.0,5.2,925.7(16),2.0,1020.6,917.9,2.6,21.8(13),8.0,0.0,0.0,4.0,20/16.4(27),1.0,16.0,43.0,0.0,8.7,11.0,-4.4(18),359.0,80.0,0.0,2.0,736.0,27.6,12.0,1.0,8.6,16.0,9.0,9.5,0.0,9.2,15.8,0.0,7.4,905.1(30),3.0
2003-4,2331,19.7(19),12.0,71.0,2.0,3.0,6.5,922.7(01),13.0,1014.4,912.6,4.6,22.0(13),10.6,0.0,0.0,4.0,23/21.7(28),3.0,14.0,48.0,0.0,11.4,16.0,-1.4(10),491.0,88.0,0.0,3.0,816.0,74.3,15.0,1.0,11.1,21.0,3.0,7.0,0.0,10.2,15.8,0.0,9.8,901.9(19),10.0
2003-5,2331,9.9(05),5.0,64.0,0.0,1.0,9.1,929.4(21),3.0,1018.6,917.9,5.7,30.4(30),12.3,1.0,0.0,5.0,08/18.6(06),0.0,21.0,62.0,0.0,15.5,9.0,2.6(17),386.0,104.0,0.0,0.0,987.0,36.7,9.0,2.0,15.9,18.0,0.0,9.2,0.0,13.3,20.8,0.0,13.3,909.5(24),6.0
2003-6,2331,3.9(29),5.0,56.0,0.0,3.0,9.2,925.1(18),9.0,1013.6,916.0,12.9,36.9(22),18.1,16.0,0.0,6.0,25/21.1(30),0.0,19.0,60.0,0.0,22.0,6.0,8.8(11),425.0,140.0,0.0,0.0,1653.0,10.1,7.0,5.0,22.9,19.0,0.0,22.4,0.0,21.0,29.2,0.0,18.6,906.9(29),4.0
2003-7,2331,11.6(14),2.0,55.0,0.0,2.0,10.6,924.9(28),2.0,1015.1,917.2,12.3,36.0(13),16.4,18.0,0.0,14.0,11/17.2(14),1.0,15.0,71.0,0.0,23.5,4.0,8.2(17),427.0,139.0,0.0,1.0,1663.0,17.2,5.0,4.0,24.1,20.0,0.0,21.0,0.0,21.0,29.7,0.0,20.7,908.5(15),3.0
2003-8,2331,7.1(28),4.0,53.0,0.0,2.0,8.7,924.2(05),6.0,1014.8,917.6,14.4,38.8(04),20.9,21.0,0.0,5.0,20/23.9(10),0.0,22.0,63.0,0.0,25.2,9.0,9.2(27),353.0,143.0,0.0,0.0,1854.0,15.0,11.0,6.0,25.6,16.0,0.0,20.7,0.0,23.4,32.3,0.0,22.7,906.6(28),3.0
2003-9,2331,10.6(30),8.0,63.0,0.0,2.0,7.5,927.3(12),5.0,1018.6,919.0,10.2,31.5(18),14.8,3.0,0.0,8.0,22/18.1(30),1.0,14.0,60.0,0.0,19.6,6.0,3.0(10),380.0,120.0,0.0,1.0,1060.0,25.3,9.0,1.0,19.5,17.0,0.0,17.4,0.0,17.4,24.7,0.0,18.9,901.7(30),5.0
2003-10,2331,25.8(30),14.0,79.0,0.0,1.0,3.9,925.1(08),8.0,1013.6,912.0,6.0,24.5(11),11.6,0.0,0.0,1.0,23/24.2(30),4.0,16.0,35.0,0.0,12.7,18.0,-0.6(25),430.0,104.0,0.0,1.0,466.0,121.9,22.0,1.0,11.9,19.0,2.0,7.2,0.0,10.7,15.4,0.0,13.6,884.5(31),14.0
2003-11,2331,14.8(30),14.0,83.0,0.0,6.0,2.9,925.3(17),7.0,1017.4,914.4,2.9,19.6(07),7.9,0.0,0.0,4.0,07/20.0(16),3.0,12.0,29.0,0.0,8.5,17.0,-1.0(19),392.0,89.0,0.0,5.0,302.0,67.9,18.0,0.0,7.7,16.0,5.0,7.4,0.0,7.6,12.3,1.0,9.2,891.1(01),11.0
2003-12,2331,10.0(01),19.0,89.0,1.0,8.0,2.1,929.8(23),5.0,1022.2,917.3,1.0,11.4(16),6.3,0.0,0.0,0.0,24/19.7(28),1.0,12.0,23.0,0.0,5.8,17.0,-2.8(17),354.0,72.0,0.0,3.0,198.0,36.9,10.0,0.0,4.8,14.0,9.0,2.3,6.0,4.2,7.4,2.0,6.8,902.3(01),7.0
2003-13,2331,27.1(29/ene),125.0,71.0,4.0,37.0,6.0,934.2(27/ene),76.0,1017.7,916.3,6.0,38.8(04/ago),20.9,59.0,0.0,59.0,19/25.0(24/feb),18.0,181.0,46.0,0.0,13.5,142.0,-8.7(16/feb),405.0,101.0,0.0,21.0,10356.0,568.8,140.0,21.0,13.2,18.0,61.0,-0.8,21.0,12.1,18.1,3.0,12.6,884.5(31/oct),86.0
