fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2019-1,2331,10.8(31),10.0,81.0,0.0,2.0,3.8,931.1(05),3.0,1023.6,918.3,-1.2,12.8(01),5.7,0.0,0.0,4.0,23/20.3(31),1.0,17.0,40.0,0.0,2.9,11.0,-5.9(16),390.0,63.0,0.0,1.0,472.0,39.9,8.0,0.0,2.5,17.0,23.0,2.3,7.0,3.0,7.1,0.0,3.4,891.4(31),6.0
2019-2,2331,4.8(01),6.0,70.0,0.0,2.0,7.8,929.1(25),2.0,1025.6,921.1,-1.6,21.2(26),3.8,0.0,0.0,12.0,21/19.7(01),0.0,10.0,73.0,0.0,5.1,2.0,-9.5(04),275.0,63.0,0.0,1.0,701.0,7.6,1.0,0.0,5.1,13.0,20.0,1.0,3.0,5.7,12.9,0.0,5.0,885.6(01),2.0
2019-3,2331,8.4(06),4.0,62.0,0.0,1.0,8.1,930.0(11),7.0,1024.0,920.5,0.2,21.3(16),5.8,0.0,0.0,12.0,23/22.8(06),0.0,15.0,68.0,0.0,9.2,5.0,-4.6(22),391.0,65.0,0.0,0.0,1220.0,12.2,11.0,0.0,9.4,17.0,18.0,7.7,1.0,7.4,14.5,0.0,8.8,897.2(06),2.0
2019-4,2331,26.2(24),12.0,71.0,1.0,2.0,5.8,924.9(27),6.0,1012.5,910.6,3.0,21.8(15),7.7,0.0,0.0,3.0,26/24.2(25),3.0,15.0,43.0,0.0,11.2,17.0,-5.2(04),371.0,84.0,0.0,0.0,819.0,85.2,13.0,4.0,11.4,17.0,4.0,6.1,3.0,8.7,14.3,0.0,10.7,893.8(23),13.0
2019-5,2331,7.8(16),6.0,61.0,0.0,0.0,8.7,925.6(11),2.0,1016.5,915.5,4.2,28.8(31),8.6,0.0,0.0,7.0,24/21.7(08),0.0,18.0,60.0,0.0,16.5,10.0,-0.9(06),411.0,91.0,0.0,0.0,1280.0,24.0,16.0,0.0,17.2,19.0,2.0,11.3,0.0,11.4,18.5,0.0,15.6,904.1(16),7.0
2019-6,2331,9.4(04),5.0,48.0,1.0,0.0,9.7,920.9(08),3.0,1012.6,914.2,9.1,38.8(27),17.2,8.0,0.0,5.0,12/19.4(27),0.0,20.0,64.0,0.0,23.5,5.0,0.8(12),379.0,100.0,0.0,0.0,2207.0,21.4,7.0,2.0,24.6,18.0,0.0,14.5,0.0,17.7,26.3,0.0,21.8,903.1(06),4.0
2019-7,2331,35.0(03),6.0,55.0,2.0,1.0,10.0,921.9(21),5.0,1013.0,915.4,12.8,35.6(22),18.4,13.0,0.0,9.0,02/19.2(14),5.0,16.0,67.0,0.0,25.6,8.0,9.1(10),412.0,137.0,1.0,0.0,1893.0,100.8,12.0,7.0,26.1,18.0,0.0,16.2,0.0,20.6,28.3,0.0,24.5,909.4(27),7.0
2019-8,2331,1.8(10),2.0,55.0,0.0,3.0,9.8,922.8(12),2.0,1014.9,916.9,11.8,33.9(24),15.6,15.0,0.0,8.0,23/16.1(09),0.0,21.0,71.0,0.0,24.8,4.0,6.6(23),360.0,134.0,0.0,0.0,1936.0,4.4,8.0,2.0,25.3,16.0,0.0,19.4,0.0,20.2,28.5,1.0,23.9,911.2(06),2.0
2019-9,2331,16.6(17),6.0,64.0,0.0,2.0,7.8,928.3(12),3.0,1018.8,918.8,9.5,27.2(17),14.2,0.0,0.0,7.0,36/17.2(10),1.0,17.0,63.0,0.0,19.8,7.0,3.5(09),390.0,121.0,0.0,0.0,1292.0,42.8,14.0,4.0,19.7,18.0,0.0,13.2,0.0,16.1,22.6,0.0,20.0,909.4(22),6.0
2019-10,2331,17.6(23),8.0,71.0,0.0,1.0,5.7,922.5(25),2.0,1016.6,915.7,7.2,27.7(08),14.5,0.0,0.0,3.0,23/17.2(14),3.0,20.0,51.0,0.0,15.4,10.0,2.0(22),316.0,106.0,0.0,1.0,1056.0,66.2,12.0,1.0,15.0,13.0,0.0,8.5,0.0,13.1,19.0,0.0,15.6,901.6(19),6.0
2019-11,2331,16.0(12),17.0,87.0,0.0,2.0,1.9,919.9(01),9.0,1011.1,908.4,3.6,17.2(01),13.0,0.0,0.0,0.0,22/21.1(03),1.0,13.0,20.0,0.0,8.1,24.0,-2.0(19),455.0,88.0,0.0,1.0,487.0,103.2,22.0,1.0,7.3,19.0,3.0,3.7,3.0,6.7,9.9,1.0,8.6,887.2(22),20.0
2019-12,2331,46.4(19),14.0,85.0,0.0,6.0,3.5,929.1(31),9.0,1020.0,916.0,1.5,15.5(25),7.5,0.0,0.0,3.0,24/30.6(21),1.0,14.0,38.0,3.0,6.0,9.0,-4.4(28),398.0,80.0,1.0,2.0,526.0,64.0,17.0,0.0,5.5,17.0,11.0,3.2,0.0,6.1,10.6,0.0,6.3,889.7(19),6.0
2019-13,2331,46.4(19/dic),96.0,68.0,4.0,22.0,6.9,931.1(05/ene),53.0,1017.4,916.0,5.0,38.8(27/jun),18.4,36.0,0.0,73.0,24/30.6(21/dic),15.0,196.0,55.0,3.0,14.0,112.0,-9.5(04/feb),379.0,94.0,2.0,6.0,13889.0,571.7,141.0,21.0,14.1,17.0,81.0,1.0,17.0,11.4,17.7,2.0,13.7,885.6(01/feb),81.0
