fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2015-1,2331,12.8(15),9.0,86.0,0.0,7.0,3.5,939.5(09),5.0,1026.3,920.1,-2.3,12.0(02),5.4,0.0,0.0,5.0,25/20.0(30),1.0,17.0,37.0,0.0,1.9,9.0,-9.0(24),273.0,62.0,0.0,4.0,324.0,41.3,6.0,1.0,1.5,12.0,25.0,0.7,7.0,2.2,6.5,0.0,2.3,890.6(31),7.0
2015-2,2331,9.3(20),18.0,86.0,0.0,0.0,2.4,931.0(17),8.0,1020.8,915.3,-1.2,12.2(28),5.0,0.0,0.0,1.0,03/19.7(08),0.0,9.0,23.0,0.0,2.6,18.0,-9.3(10),389.0,64.0,0.0,0.0,278.0,47.6,10.0,1.0,2.4,16.0,18.0,-1.6,12.0,2.1,5.4,0.0,2.7,893.0(03),10.0
2015-3,2331,7.3(21),12.0,71.0,0.0,1.0,5.5,931.6(05),3.0,1022.6,918.7,1.0,21.5(30),8.9,0.0,0.0,3.0,02/16.9(22),0.0,16.0,46.0,0.0,7.5,11.0,-3.5(16),358.0,72.0,0.0,0.0,748.0,18.8,5.0,0.0,7.7,15.0,15.0,3.0,8.0,6.8,12.4,0.0,7.1,902.7(23),5.0
2015-4,2331,10.3(16),9.0,67.0,0.0,2.0,6.7,928.6(01),3.0,1018.8,916.6,3.7,23.4(14),9.4,0.0,0.0,3.0,03/16.4(05),1.0,18.0,50.0,0.0,12.9,13.0,-1.8(08),330.0,87.0,0.0,2.0,949.0,40.7,13.0,0.0,13.2,15.0,3.0,10.5,0.0,10.0,16.3,0.0,12.1,903.5(26),10.0
2015-5,2331,2.0(01),6.0,60.0,0.0,0.0,8.4,926.8(16),7.0,1018.0,917.3,7.1,31.1(13),14.2,3.0,0.0,2.0,23/25.8(04),0.0,23.0,57.0,1.0,18.6,4.0,1.9(15),445.0,100.0,0.0,0.0,1551.0,5.8,8.0,1.0,19.4,21.0,0.0,11.6,0.0,13.8,20.4,0.0,17.3,900.5(04),3.0
2015-6,2331,28.2(10),5.0,59.0,1.0,2.0,10.0,924.1(16),1.0,1015.9,917.2,10.1,35.9(30),16.3,9.0,0.0,10.0,24/16.1(12),4.0,15.0,65.0,0.0,22.6,8.0,6.5(16),313.0,128.0,0.0,0.0,1480.0,87.7,9.0,7.0,23.4,15.0,0.0,14.4,0.0,17.9,25.6,0.0,21.3,908.9(11),8.0
2015-7,2331,2.4(21),1.0,49.0,0.0,0.0,11.5,921.9(11),2.0,1013.6,916.4,13.3,35.7(06),17.6,21.0,0.0,11.0,36/17.5(21),0.0,19.0,77.0,0.0,28.9,5.0,9.2(26),397.0,131.0,0.0,0.0,2379.0,3.6,7.0,1.0,29.6,18.0,0.0,18.3,0.0,21.9,30.4,0.0,27.2,909.3(31),1.0
2015-8,2331,9.6(13),2.0,51.0,0.0,2.0,9.9,922.9(08),7.0,1013.3,915.3,11.8,34.1(29),17.2,12.0,0.0,8.0,21/23.6(30),0.0,21.0,71.0,0.0,25.7,5.0,8.2(01),342.0,120.0,0.0,0.0,2203.0,22.5,8.0,1.0,25.8,16.0,0.0,20.5,0.0,19.8,27.7,0.0,24.9,906.0(23),5.0
2015-9,2331,13.2(15),4.0,62.0,0.0,5.0,7.4,923.1(19),3.0,1015.5,915.4,7.6,27.7(11),12.2,0.0,0.0,5.0,23/26.4(16),1.0,21.0,59.0,1.0,19.2,5.0,3.0(18),342.0,101.0,0.0,1.0,1233.0,19.7,9.0,1.0,18.7,15.0,0.0,14.4,0.0,14.4,21.3,0.0,19.3,895.9(16),3.0
2015-10,2331,8.1(04),10.0,76.0,0.0,1.0,5.1,921.7(22),5.0,1015.3,913.9,6.2,21.5(10),13.8,0.0,0.0,2.0,20/21.7(05),0.0,19.0,46.0,0.0,13.5,15.0,-1.8(16),339.0,105.0,0.0,1.0,701.0,51.7,16.0,0.0,12.8,14.0,2.0,11.3,0.0,11.5,16.8,0.0,14.0,906.2(11),10.0
2015-11,2331,8.2(20),13.0,85.0,0.0,9.0,3.6,931.1(30),3.0,1025.9,922.2,3.3,21.5(08),10.4,0.0,0.0,4.0,34/19.2(21),0.0,13.0,36.0,0.0,8.9,12.0,-3.9(30),254.0,94.0,0.0,5.0,348.0,32.3,10.0,0.0,8.4,11.0,5.0,4.2,2.0,8.0,12.6,0.0,9.7,909.4(22),6.0
2015-12,2331,5.1(28),6.0,79.0,0.0,8.0,3.4,933.4(09),2.0,1029.3,924.7,0.8,16.9(19),7.3,0.0,0.0,2.0,18/20.6(28),0.0,23.0,37.0,0.0,5.7,8.0,-7.0(01),248.0,77.0,0.0,5.0,620.0,11.5,7.0,0.0,5.4,11.0,15.0,8.0,0.0,6.3,11.8,0.0,6.0,915.5(14),4.0
2015-13,2331,28.2(10/jun),95.0,69.0,1.0,37.0,6.5,939.5(09/ene),49.0,1019.6,917.8,5.1,35.9(30/jun),17.6,45.0,0.0,56.0,23/26.4(16/sep),7.0,214.0,50.0,2.0,14.0,113.0,-9.3(10/feb),336.0,95.0,0.0,18.0,12814.0,383.2,108.0,13.0,14.0,15.0,83.0,-1.6,29.0,11.2,17.3,0.0,13.7,890.6(31/ene),72.0
