fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010
1997-1,5402,57.8(18),13.0,83.0,0.0,6.0,4.0,1020.0(30),1.0,1018.2,1007.1,7.1,20.0(31),10.9,0.0,0.0,6.0,24/15.8(03),7.0,12.0,40.0,0.0,15.0,3.6(06),223.0,108.0,3.0,4.0,294.0,230.8,16.0,0.0,9.0,0.0,9.7,0.0,10.8,14.5,0.0,992.6(02),12.0
1997-2,5402,0.0(--),2.0,68.0,0.0,3.0,8.1,1024.4(13),0.0,1029.1,1017.9,6.7,26.6(28),11.2,0.0,0.0,11.0,08/8.3(06),0.0,15.0,75.0,0.0,0.0,3.6(16),125.0,106.0,0.0,2.0,521.0,0.0,2.0,0.0,4.0,0.0,16.2,0.0,13.4,20.1,0.0,1012.5(23),0.0
1997-3,5402,0.0(--),0.0,50.0,0.0,0.0,9.9,1022.3(04),1.0,1022.6,1011.7,7.6,29.2(18),10.8,0.0,0.0,23.0,03/16.4(25),0.0,8.0,82.0,0.0,0.0,4.2(11),154.0,95.0,0.0,0.0,1441.0,0.0,0.0,0.0,7.0,0.0,20.2,0.0,16.7,25.8,0.0,999.4(25),0.0
1997-4,5402,5.0(19),8.0,56.0,0.0,0.0,7.2,1016.0(10),0.0,1016.0,1005.2,12.1,34.0(30),15.2,5.0,0.0,7.0,30/12.8(22),0.0,15.0,54.0,0.0,10.0,7.6(13),211.0,123.0,0.0,0.0,1460.0,18.2,11.0,1.0,9.0,0.0,17.8,0.0,19.1,26.0,0.0,989.1(20),7.0
1997-5,5402,20.2(25),5.0,54.0,0.0,0.0,9.2,1012.8(03),3.0,1015.7,1004.9,13.7,31.8(29),17.5,5.0,0.0,4.0,28/18.6(30),3.0,22.0,64.0,0.0,8.0,7.6(08),260.0,128.0,0.0,0.0,1854.0,72.8,8.0,3.0,11.0,0.0,20.0,0.0,20.0,26.4,0.0,999.8(23),6.0
1997-6,5402,41.0(04),4.0,55.0,0.0,0.0,10.5,1009.2(08),1.0,1013.9,1003.3,15.5,34.4(25),18.4,14.0,0.0,9.0,22/15.8(05),2.0,17.0,71.0,0.0,4.0,11.8(30),275.0,152.0,1.0,0.0,2071.0,74.6,5.0,1.0,12.0,0.0,21.4,0.0,22.3,29.2,0.0,993.4(26),4.0
1997-7,5402,0.5(14),2.0,48.0,1.0,0.0,11.3,1012.0(05),0.0,1016.1,1005.6,18.1,40.4(26),21.6,25.0,0.0,18.0,26/11.9(01),0.0,11.0,78.0,0.0,2.0,11.6(04),248.0,165.0,0.0,0.0,2367.0,0.8,1.0,1.0,10.0,0.0,26.6,0.0,26.0,33.9,0.0,999.9(12),0.0
1997-8,5402,1.6(25),2.0,48.0,0.0,0.0,10.1,1012.3(29),0.0,1015.7,1005.2,18.8,40.6(01),21.8,26.0,0.0,13.0,24/13.6(27),0.0,16.0,74.0,0.0,4.0,14.4(29),231.0,172.0,0.0,0.0,2515.0,2.9,5.0,1.0,9.0,0.0,28.2,0.0,26.5,34.3,0.0,999.8(01),2.0
1997-9,5402,35.7(27),3.0,55.0,0.0,0.0,8.5,1012.0(19),0.0,1016.8,1006.2,17.8,38.0(11),20.2,23.0,0.0,6.0,36/13.9(19),2.0,21.0,68.0,0.0,8.0,13.8(02),176.0,170.0,1.0,0.0,1569.0,63.9,9.0,5.0,7.0,0.0,19.2,0.0,25.0,32.1,0.0,999.5(27),6.0
1997-10,5402,20.1(20),5.0,65.0,0.0,2.0,7.4,,0.0,,,14.5,32.8(11),19.0,7.0,0.0,10.0,18/13.3(04),3.0,16.0,66.0,0.0,7.0,5.6(31),178.0,160.0,0.0,0.0,890.0,61.3,8.0,2.0,6.0,0.0,21.2,0.0,20.5,26.4,0.0,,6.0
1997-11,5402,154.3(02),11.0,85.0,0.0,4.0,4.0,1016.0(30),4.0,1015.5,1004.6,10.3,22.2(01),16.2,0.0,0.0,3.0,22/26.7(06),4.0,15.0,39.0,2.0,20.0,4.6(23),271.0,138.0,2.0,4.0,389.0,291.9,21.0,4.0,9.0,0.0,12.4,0.0,14.0,17.7,0.0,979.0(05),18.0
1997-12,5402,58.0(17),13.0,87.0,0.0,9.0,3.3,1023.8(24),2.0,1019.9,1008.7,7.6,17.6(22),13.8,0.0,0.0,2.0,20/16.4(17),7.0,16.0,35.0,0.0,19.0,1.8(07),201.0,115.0,2.0,4.0,271.0,216.8,18.0,2.0,8.0,0.0,10.4,0.0,10.8,14.1,0.0,989.9(18),16.0
1997-13,5402,154.3(02/nov),68.0,63.0,1.0,24.0,7.8,,12.0,,,12.5,40.6(01/ago),21.8,105.0,0.0,112.0,22/26.7(06/nov),28.0,184.0,62.0,2.0,97.0,1.8(07/dic),213.0,136.0,9.0,14.0,15642.0,1034.0,104.0,20.0,8.0,0.0,9.7,0.0,18.8,25.0,0.0,,77.0
