fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2017-1,2331,2.0(14),7.0,77.0,0.0,2.0,4.6,926.5(07),6.0,1024.4,918.8,-2.2,13.4(31),7.0,0.0,0.0,6.0,01/18.1(17),0.0,18.0,49.0,0.0,2.0,6.0,-9.8(01),327.0,59.0,0.0,2.0,443.0,6.8,7.0,0.0,1.7,14.0,21.0,-1.0,2.0,2.7,7.6,0.0,2.6,903.4(27),2.0
2017-2,2331,9.6(04),11.0,79.0,0.0,4.0,4.7,927.7(16),8.0,1018.9,915.2,0.8,21.4(22),5.4,0.0,0.0,1.0,26/31.1(03),0.0,16.0,44.0,2.0,5.7,9.0,-4.2(25),433.0,75.0,0.0,1.0,543.0,43.6,10.0,1.0,5.7,18.0,8.0,3.5,3.0,6.1,11.2,0.0,5.5,897.8(13),8.0
2017-3,2331,6.8(12),11.0,69.0,0.0,2.0,6.1,927.7(14),5.0,1019.2,916.3,1.2,23.1(10),5.9,0.0,0.0,7.0,20/20.8(03),0.0,13.0,51.0,0.0,8.5,8.0,-2.0(24),361.0,75.0,0.0,2.0,910.0,23.8,9.0,0.0,8.6,16.0,8.0,5.1,3.0,7.7,14.2,0.0,8.2,896.3(03),7.0
2017-4,2331,6.8(30),3.0,52.0,0.0,0.0,10.2,923.7(04),7.0,1018.4,916.7,0.9,26.3(24),6.2,0.0,0.0,12.0,26/24.2(30),0.0,15.0,76.0,0.0,14.5,4.0,-4.4(28),406.0,67.0,0.0,0.0,1331.0,13.0,5.0,0.0,15.0,19.0,7.0,6.7,1.0,9.5,18.0,0.0,13.5,902.9(30),3.0
2017-5,2331,14.8(17),9.0,58.0,0.0,2.0,7.9,925.9(15),5.0,1014.0,914.5,7.4,32.1(25),14.8,1.0,0.0,3.0,26/21.9(05),1.0,19.0,54.0,0.0,17.9,11.0,-0.8(01),336.0,107.0,0.0,0.0,1294.0,67.6,16.0,9.0,18.5,16.0,1.0,13.0,0.0,14.9,22.3,0.0,16.7,896.0(11),10.0
2017-6,2331,31.8(19),3.0,58.0,0.0,2.0,9.2,922.4(15),6.0,1013.7,915.7,11.6,35.6(18),15.7,12.0,0.0,5.0,18/20.0(02),1.0,22.0,61.0,0.0,24.3,11.0,4.9(05),395.0,137.0,1.0,0.0,1544.0,53.8,15.0,8.0,25.0,18.0,0.0,12.4,0.0,19.6,27.5,0.0,22.9,905.6(28),8.0
2017-7,2331,3.6(06),1.0,47.0,0.0,1.0,11.1,925.3(02),3.0,1014.1,916.4,11.7,36.0(17),17.4,14.0,0.0,11.0,17/20.3(06),0.0,19.0,75.0,0.0,26.9,3.0,4.0(02),432.0,117.0,0.0,0.0,2272.0,6.4,4.0,1.0,27.9,19.0,0.0,17.4,0.0,20.4,29.1,0.0,25.2,909.3(18),3.0
2017-8,2331,14.6(28),2.0,50.0,0.0,4.0,10.3,924.5(10),4.0,1015.6,917.4,11.5,36.8(21),15.7,15.0,0.0,10.0,26/16.7(22),1.0,19.0,74.0,0.0,27.3,5.0,6.5(09),398.0,115.0,0.0,0.0,2174.0,27.2,6.0,2.0,27.6,18.0,0.0,18.7,0.0,20.0,28.4,0.0,26.2,911.4(07),4.0
2017-9,2331,2.8(09),1.0,56.0,0.0,4.0,9.1,924.2(06),0.0,1017.8,917.8,7.3,30.6(05),11.3,1.0,0.0,5.0,08/14.2(21),0.0,24.0,73.0,0.0,20.5,3.0,0.5(17),296.0,99.0,0.0,3.0,1354.0,3.8,8.0,0.0,20.6,13.0,0.0,15.8,0.0,15.3,23.3,0.0,20.5,908.8(09),1.0
2017-10,2331,11.0(18),3.0,60.0,0.0,3.0,8.1,929.3(27),1.0,1022.1,920.9,5.4,28.5(04),11.3,0.0,0.0,15.0,04/15.8(30),1.0,13.0,73.0,0.0,17.1,2.0,-0.3(08),296.0,92.0,0.0,2.0,1281.0,13.2,8.0,0.0,16.6,13.0,2.0,13.5,0.0,13.8,22.2,0.0,17.2,907.6(18),2.0
2017-11,2331,14.6(24),4.0,74.0,0.0,1.0,5.7,928.0(26),0.0,1022.3,918.2,0.7,19.3(01),10.3,0.0,0.0,0.0,01/14.7(06),1.0,26.0,58.0,0.0,7.9,11.0,-4.8(27),293.0,71.0,0.0,0.0,684.0,27.6,16.0,0.0,7.4,13.0,16.0,5.1,0.0,6.5,12.2,0.0,9.0,906.8(29),5.0
2017-12,2331,13.2(10),13.0,87.0,0.0,5.0,3.2,934.5(21),5.0,1025.2,920.0,-0.4,12.7(14),8.5,0.0,0.0,3.0,20/24.7(10),1.0,15.0,35.0,0.0,3.9,11.0,-7.2(06),366.0,71.0,0.0,4.0,364.0,34.6,14.0,1.0,3.6,15.0,19.0,1.9,5.0,3.6,7.6,0.0,4.6,884.5(11),7.0
2017-13,2331,31.8(19/jun),68.0,64.0,0.0,30.0,7.5,934.5(21/dic),50.0,1018.8,917.3,4.7,36.8(21/ago),17.4,43.0,0.0,78.0,26/31.1(03/feb),6.0,219.0,60.0,2.0,14.7,84.0,-9.8(01/ene),362.0,90.0,1.0,14.0,14194.0,321.4,118.0,22.0,14.9,16.0,82.0,-1.0,14.0,11.7,18.6,0.0,14.3,884.5(11/dic),60.0
