fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010
2011-1,2331,13.5(04),20.0,89.0,0.0,9.0,2.0,926.2(12),5.0,1019.9,915.0,0.6,13.0(06),8.3,0.0,0.0,0.0,20/18.6(06),1.0,11.0,21.0,0.0,3.9,16.0,-6.2(22),383.0,72.0,0.0,4.0,210.0,52.6,10.0,0.0,3.2,16.0,14.0,0.4,6.0,3.2,5.8,0.0,3.8,897.4(27),10.0
2011-2,2331,14.2(13),7.0,79.0,0.0,2.0,4.2,930.7(04),4.0,1021.2,916.9,-0.3,18.6(25),6.7,0.0,0.0,0.0,36/22.2(28),1.0,21.0,40.0,0.0,4.5,12.0,-4.7(06),310.0,70.0,0.0,1.0,462.0,42.4,9.0,0.0,4.2,13.0,17.0,2.7,5.0,4.8,9.8,0.0,3.9,887.0(16),8.0
2011-3,2331,22.2(15),11.0,77.0,0.0,4.0,4.4,925.4(31),5.0,1018.5,915.1,1.8,18.5(31),6.2,0.0,0.0,4.0,16/17.5(24),1.0,16.0,37.0,0.0,7.2,16.0,-4.0(06),381.0,77.0,0.0,3.0,624.0,46.2,16.0,0.0,7.0,17.0,7.0,3.0,3.0,6.7,11.4,0.0,6.6,898.3(12),9.0
2011-4,2331,47.6(20),9.0,70.0,0.0,3.0,7.8,926.2(11),0.0,1015.2,914.2,5.3,27.0(08),9.1,0.0,0.0,9.0,05/15.0(15),2.0,12.0,58.0,0.0,14.7,8.0,-0.2(13),336.0,101.0,1.0,0.0,966.0,85.3,12.0,2.0,15.0,15.0,1.0,10.4,0.0,11.7,18.0,0.0,13.4,898.8(30),8.0
2011-5,2331,17.1(29),5.0,69.0,1.0,4.0,8.5,925.5(15),2.0,1016.4,916.3,7.4,28.5(25),11.4,0.0,0.0,2.0,18/19.2(29),2.0,24.0,58.0,0.0,18.8,12.0,3.0(15),316.0,119.0,0.0,3.0,1019.0,64.8,11.0,7.0,19.1,15.0,0.0,13.5,0.0,14.2,20.9,0.0,17.7,900.8(01),8.0
2011-6,2331,5.4(06),8.0,62.0,0.0,2.0,9.2,924.8(01),5.0,1016.0,916.5,9.1,35.3(26),16.5,5.0,0.0,7.0,20/18.6(27),0.0,15.0,60.0,0.0,22.5,5.0,3.7(01),355.0,118.0,0.0,0.0,1434.0,8.8,8.0,1.0,22.8,16.0,0.0,13.5,0.0,16.2,23.2,0.0,20.9,905.8(06),2.0
2011-7,2331,21.7(03),2.0,58.0,0.0,0.0,10.9,921.2(01),1.0,1013.6,914.8,10.1,32.0(11),14.3,2.0,0.0,7.0,33/18.1(12),2.0,22.0,73.0,0.0,24.3,4.0,5.8(23),379.0,120.0,0.0,0.0,1728.0,42.7,10.0,3.0,24.5,18.0,0.0,17.2,0.0,17.3,24.5,0.0,23.1,907.3(19),4.0
2011-8,2331,19.4(31),2.0,53.0,0.0,1.0,10.0,923.9(09),6.0,1012.7,914.9,11.8,36.7(20),18.0,11.0,0.0,11.0,08/22.2(22),1.0,18.0,72.0,0.0,25.6,7.0,6.4(27),313.0,127.0,0.0,0.0,2036.0,38.2,7.0,6.0,25.9,14.0,0.0,21.2,0.0,20.1,28.3,0.0,24.4,907.7(01),6.0
2011-9,2331,3.1(02),2.0,56.0,0.0,0.0,9.0,924.6(05),1.0,1016.1,917.1,9.8,32.0(09),14.8,4.0,0.0,10.0,24/15.6(10),0.0,18.0,72.0,0.0,22.6,1.0,2.6(19),229.0,116.0,0.0,0.0,1476.0,3.1,1.0,0.0,22.2,10.0,0.0,17.5,0.0,17.9,26.0,0.0,21.9,909.2(01),1.0
2011-10,2331,11.2(31),5.0,62.0,0.0,3.0,7.6,925.9(08),5.0,1019.5,918.1,4.5,28.6(11),8.5,0.0,0.0,15.0,16/20.0(24),1.0,11.0,68.0,0.0,16.2,7.0,-1.6(21),289.0,87.0,0.0,2.0,1262.0,28.0,8.0,0.0,15.4,12.0,1.0,10.9,0.0,12.5,20.4,0.0,16.5,893.7(24),5.0
2011-11,2331,17.8(14),11.0,83.0,0.0,5.0,3.5,928.5(25),5.0,1016.7,914.3,5.0,20.0(12),11.3,0.0,0.0,1.0,18/20.6(02),3.0,18.0,36.0,0.0,9.5,13.0,-1.6(27),339.0,96.0,0.0,2.0,597.0,70.1,17.0,1.0,8.6,14.0,4.0,7.7,0.0,8.9,12.7,0.0,9.8,895.4(04),9.0
2011-12,2331,9.4(01),11.0,85.0,0.0,2.0,3.2,931.5(29),4.0,1027.8,922.4,0.1,11.0(01),5.4,0.0,0.0,2.0,21/25.8(16),0.0,18.0,35.0,1.0,4.7,11.0,-5.0(27),308.0,71.0,0.0,2.0,352.0,22.5,11.0,0.0,4.0,13.0,19.0,4.5,3.0,4.1,8.0,0.0,5.4,907.7(16),5.0
2011-13,2331,47.6(20/abr),93.0,70.0,1.0,35.0,6.7,931.5(29/dic),43.0,1017.8,916.3,5.4,36.7(20/ago),18.0,22.0,0.0,68.0,21/25.8(16/dic),14.0,204.0,53.0,1.0,14.5,112.0,-6.2(22/ene),328.0,98.0,1.0,17.0,12166.0,504.7,120.0,20.0,14.3,14.0,63.0,0.4,17.0,11.5,17.4,0.0,14.0,887.0(16/feb),75.0
