fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010
2001-1,5402,29.8(11),16.0,84.0,0.0,4.0,3.9,1019.2(20),3.0,1020.7,1009.5,6.8,17.0(05),13.6,0.0,0.0,4.0,29/20.0(28),4.0,11.0,39.0,0.0,20.0,0.4(08),267.0,112.0,0.0,2.0,461.0,135.5,21.0,1.0,11.0,0.0,8.6,0.0,10.5,14.2,0.0,996.5(12),17.0
2001-2,5402,8.1(07),9.0,72.0,2.0,4.0,6.6,1026.0(11),2.0,1022.7,1011.6,6.1,22.4(12),11.2,0.0,0.0,7.0,20/17.5(07),0.0,12.0,61.0,0.0,10.0,2.2(18),226.0,102.0,0.0,3.0,635.0,30.2,9.0,2.0,10.0,0.0,13.2,0.0,11.7,17.2,0.0,998.1(27),8.0
2001-3,5402,79.9(03),12.0,75.0,0.0,0.0,5.2,1014.1(13),4.0,1016.0,1005.1,10.4,27.8(23),14.2,0.0,0.0,4.0,21/25.3(02),3.0,15.0,43.0,1.0,13.0,6.4(01),304.0,135.0,2.0,0.0,801.0,197.1,14.0,4.0,13.0,0.0,15.6,0.0,15.3,20.3,0.0,989.0(02),10.0
2001-4,5402,15.5(30),3.0,53.0,0.0,0.0,9.6,1016.9(08),0.0,1018.3,1007.4,9.4,29.0(10),14.6,0.0,0.0,10.0,28/14.4(06),1.0,17.0,73.0,0.0,1.0,6.2(22),234.0,106.0,0.0,0.0,1786.0,15.5,3.0,1.0,10.0,0.0,20.4,0.0,17.1,24.9,0.0,996.2(19),1.0
2001-5,5402,20.4(19),8.0,61.0,0.0,0.0,9.1,1013.3(28),0.0,1016.0,1005.2,12.6,36.4(28),17.4,10.0,0.0,5.0,18/15.0(18),2.0,18.0,64.0,0.0,9.0,7.0(01),203.0,143.0,0.0,0.0,1638.0,50.6,12.0,4.0,9.0,0.0,16.8,0.0,19.5,26.5,0.0,995.3(03),7.0
2001-6,5402,0.9(08),0.0,43.0,0.0,0.0,12.7,1011.0(04),0.0,1016.3,1005.8,16.1,41.0(23),20.4,29.0,0.0,23.0,24/11.4(09),0.0,7.0,86.0,0.0,1.0,12.0(17),224.0,155.0,0.0,0.0,2862.0,0.9,2.0,0.0,9.0,0.0,29.0,0.0,25.6,35.1,0.0,1000.2(23),0.0
2001-7,5402,0.4(30),1.0,45.0,0.0,0.0,11.4,1010.9(02),1.0,1015.2,1004.7,17.6,40.0(11),22.2,30.0,0.0,18.0,19/15.8(30),0.0,12.0,78.0,0.0,1.0,14.0(17),276.0,163.0,0.0,0.0,3214.0,0.4,1.0,1.0,11.0,0.0,28.0,0.0,26.2,34.8,0.0,996.5(04),0.0
2001-8,5402,0.0(--),1.0,47.0,0.0,0.0,11.3,1011.3(06),0.0,1015.6,1005.2,19.4,42.0(24),23.2,31.0,0.0,18.0,24/10.3(01),0.0,12.0,83.0,0.0,0.0,15.4(18),246.0,186.0,0.0,0.0,3073.0,0.0,1.0,0.0,9.0,0.0,32.0,0.0,28.0,36.5,0.0,1000.3(24),0.0
2001-9,5402,7.2(21),5.0,59.0,0.0,1.0,7.6,1012.1(25),0.0,1014.9,1004.3,17.6,37.0(09),21.0,18.0,0.0,10.0,22/13.3(22),0.0,15.0,60.0,0.0,5.0,12.2(26),242.0,180.0,0.0,0.0,1813.0,17.9,5.0,0.0,8.0,0.0,20.6,0.0,24.2,30.9,0.0,996.6(22),4.0
2001-10,5402,43.7(19),7.0,68.0,0.0,0.0,6.6,1017.1(24),2.0,1018.9,1008.1,14.4,32.4(04),18.8,2.0,0.0,3.0,24/19.2(12),3.0,21.0,59.0,0.0,11.0,9.8(10),194.0,163.0,1.0,0.0,1092.0,82.7,11.0,4.0,7.0,0.0,17.4,0.0,20.2,26.0,0.0,996.2(20),7.0
2001-11,5402,69.3(05),5.0,67.0,0.0,0.0,6.8,1018.8(29),2.0,1021.1,1010.0,6.5,27.6(01),14.6,0.0,0.0,12.0,34/17.5(14),2.0,13.0,67.0,0.0,4.0,-0.6(11),177.0,100.0,1.0,0.0,688.0,94.4,8.0,0.0,7.0,2.0,12.2,0.0,12.2,17.9,0.0,999.3(09),3.0
2001-12,5402,73.3(23),8.0,69.0,0.0,1.0,4.8,1021.1(05),0.0,1021.5,1010.2,4.5,19.8(07),10.8,0.0,0.0,6.0,05/11.9(15),2.0,17.0,50.0,0.0,7.0,-0.8(16),197.0,86.0,1.0,0.0,646.0,101.8,10.0,0.0,8.0,1.0,11.0,0.0,9.9,15.3,0.0,993.7(23),6.0
2001-13,5402,79.9(03/mar),75.0,62.0,2.0,10.0,8.0,1026.0(11/feb),14.0,1018.1,1007.3,11.8,42.0(24/ago),23.2,120.0,0.0,120.0,21/25.3(02/mar),17.0,170.0,64.0,1.0,82.0,-0.8(16/dic),233.0,136.0,5.0,5.0,18709.0,727.0,97.0,17.0,9.0,3.0,8.6,0.0,18.4,25.0,0.0,989.0(02/mar),63.0
