fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010
1995-1,5402,15.3(01),5.0,74.0,0.0,4.0,5.9,1024.7(09),2.0,1028.4,1017.1,2.9,18.6(30),12.0,0.0,0.0,11.0,22/19.2(18),1.0,15.0,60.0,0.0,6.0,-4.4(14),107.0,92.0,0.0,4.0,472.0,31.0,8.0,0.0,6.0,12.0,11.8,0.0,8.9,14.9,0.0,1002.6(01),5.0
1995-2,5402,21.6(12),6.0,71.0,0.0,3.0,7.2,1023.3(04),0.0,1024.7,1013.6,6.1,22.0(20),12.6,0.0,0.0,8.0,33/13.9(26),2.0,14.0,67.0,0.0,6.0,-0.8(28),160.0,107.0,0.0,2.0,610.0,45.2,9.0,0.0,8.0,1.0,12.6,0.0,12.3,18.5,0.0,995.4(10),5.0
1995-3,5402,16.2(10),3.0,58.0,0.0,1.0,8.2,1017.6(31),0.0,1018.9,1008.0,6.3,29.7(29),12.6,0.0,0.0,13.0,33/14.4(01),2.0,15.0,68.0,0.0,4.0,1.8(04),187.0,94.0,0.0,1.0,1325.0,32.0,5.0,0.0,10.0,0.0,14.6,0.0,14.3,22.4,0.0,991.0(11),3.0
1995-4,5402,17.5(27),3.0,49.0,0.0,1.0,9.0,1017.6(01),0.0,1015.9,1005.0,8.8,32.2(09),13.6,4.0,0.0,11.0,27/15.0(22),1.0,16.0,68.0,0.0,6.0,2.8(24),193.0,95.0,0.0,1.0,1894.0,25.6,7.0,1.0,11.0,0.0,15.2,0.0,17.1,25.4,0.0,992.8(10),4.0
1995-5,5402,0.3(06),3.0,44.0,0.0,0.0,10.4,1010.7(27),1.0,1015.6,1005.0,14.3,36.6(29),17.0,22.0,0.0,8.0,25/15.8(11),0.0,20.0,73.0,0.0,1.0,7.6(13),248.0,129.0,0.0,0.0,2875.0,0.3,2.0,1.0,13.0,0.0,24.6,0.0,22.7,31.2,0.0,997.4(11),0.0
1995-6,5402,0.8(25),3.0,50.0,0.0,0.0,9.2,1010.0(18),0.0,1014.2,1003.7,17.6,38.4(05),20.6,21.0,0.0,7.0,24/14.4(05),0.0,20.0,63.0,0.0,2.0,12.6(02),331.0,161.0,0.0,0.0,2645.0,1.0,3.0,0.0,14.0,0.0,25.2,0.0,24.9,32.2,0.0,997.5(05),0.0
1995-7,5402,0.3(08),2.0,40.0,0.0,0.0,11.2,1008.7(05),0.0,1014.0,1003.6,20.0,46.6(23),27.0,29.0,0.0,19.0,24/14.4(01),0.0,10.0,78.0,0.0,1.0,15.4(05),290.0,162.0,0.0,0.0,3937.0,0.3,2.0,0.0,13.0,0.0,29.4,0.0,28.8,37.6,0.0,998.1(31),0.0
1995-8,5402,0.3(23),0.0,39.0,0.0,0.0,11.0,1010.4(12),0.0,1013.8,1003.5,20.8,42.4(13),25.2,31.0,0.0,20.0,23/14.4(07),0.0,11.0,81.0,0.0,1.0,17.6(04),270.0,156.0,0.0,0.0,3038.0,0.3,1.0,1.0,11.0,0.0,33.2,0.0,29.1,37.4,0.0,998.0(08),0.0
1995-9,5402,0.5(05),1.0,43.0,0.0,0.0,9.2,1015.0(27),1.0,1016.4,1005.8,15.2,38.2(01),23.0,16.0,0.0,9.0,24/17.5(04),0.0,20.0,74.0,0.0,3.0,8.8(27),288.0,122.0,0.0,0.0,2102.0,0.8,3.0,1.0,12.0,0.0,25.0,0.0,22.8,30.4,0.0,999.6(17),0.0
1995-10,5402,1.7(23),2.0,53.0,0.0,0.0,8.2,1019.0(18),1.0,1019.5,1008.8,14.5,33.8(01),17.6,9.0,0.0,12.0,27/16.9(02),0.0,17.0,73.0,0.0,2.0,10.8(22),180.0,138.0,0.0,0.0,1561.0,2.3,4.0,0.0,8.0,0.0,21.0,0.0,21.7,29.0,0.0,1004.0(01),1.0
1995-11,5402,36.7(10),11.0,72.0,0.0,4.0,4.8,1017.6(22),1.0,1018.6,1007.6,11.1,28.6(01),17.6,0.0,0.0,1.0,26/16.4(10),3.0,18.0,48.0,0.0,11.0,3.8(27),197.0,131.0,2.0,2.0,572.0,112.5,14.0,3.0,9.0,0.0,12.4,0.0,15.9,20.6,0.0,990.6(11),8.0
1995-12,5402,37.4(29),15.0,84.0,0.0,3.0,2.9,1019.9(02),,1016.3,1005.3,9.2,19.4(22),16.0,0.0,0.0,0.0,,9.0,16.0,30.0,,19.0,3.8(04),315.0,128.0,3.0,2.0,355.0,227.1,20.0,0.0,13.0,0.0,11.4,0.0,12.7,16.2,0.0,986.2(15),15.0
1995-13,5402,37.4(29/dic),54.0,56.0,0.0,16.0,8.1,1024.7(09/ene),,1018.0,1007.3,12.2,46.6(23/jul),27.0,132.0,0.0,119.0,,18.0,192.0,65.0,,62.0,-4.4(14/ene),231.0,126.0,5.0,12.0,21386.0,478.4,78.0,7.0,11.0,13.0,11.4,0.0,19.3,26.3,0.0,986.2(15/dic),41.0
