substation_name,provincia,municipio,utm_x,utm_y,available_capacity_mw,voltage_kv,distributor_network,latitude,longitude
3501,Alicante/Alacant,Alcoi/Alcoy,719017.974573198,4287258.71373973,0.0,11.0,i-DE,38.706858607943055,-0.48122265271845355
3501,Alicante/Alacant,Alcoi/Alcoy,719017.974573198,4287258.71373973,0.0,11.0,i-DE,38.706858607943055,-0.48122265271845355
3139,Alicante/Alacant,Villena,680504.819786211,4287669.11886905,31.16,132.0,i-DE,38.71925606001461,-0.9237304246149659
3649,Alicante/Alacant,Alcoi/Alcoy,718016.772204595,4284453.76386613,20.14,132.0,i-DE,38.68185251907507,-0.49360850492660624
3649,Alicante/Alacant,Alcoi/Alcoy,718016.772204595,4284453.76386613,0.0,20.0,i-DE,38.68185251907507,-0.49360850492660624
3390,Alicante/Alacant,Castalla,702478.996172858,4275369.50477815,0.0,132.0,i-DE,38.603744728346534,-0.6747400392960539
3390,Alicante/Alacant,Castalla,702478.996172858,4275369.50477815,0.0,20.0,i-DE,38.603744728346534,-0.6747400392960539
3538,Alicante/Alacant,Beneixama,698000.813639416,4287986.21213663,30.21,132.0,i-DE,38.71836544228702,-0.7225320360496846
3538,Alicante/Alacant,Beneixama,698000.813639416,4287986.21213663,0.0,20.0,i-DE,38.71836544228702,-0.7225320360496846
3538,Alicante/Alacant,Beneixama,698000.813639416,4287986.21213663,0.0,20.0,i-DE,38.71836544228702,-0.7225320360496846
3543,Alicante/Alacant,Finestrat,746710.11760057,4268819.48675266,0.0,132.0,i-DE,38.533598458401485,-0.16963134401994678
3543,Alicante/Alacant,Finestrat,746710.11760057,4268819.48675266,0.0,20.0,i-DE,38.533598458401485,-0.16963134401994678
3543,Alicante/Alacant,Finestrat,746710.11760057,4268819.48675266,0.0,20.0,i-DE,38.533598458401485,-0.16963134401994678
3543,Alicante/Alacant,Finestrat,746710.11760057,4268819.48675266,0.0,20.0,i-DE,38.533598458401485,-0.16963134401994678
