substation_name,provincia,municipio,latitude,longitude,available_capacity_mw,distributor_network,voltage_kv,grid_status,is_friction
4186,Valladolid,Peñafiel,41.61438871551646,-4.105392318901878,0.0,i-DE,45.0,Congested,True
4187,"Rioja, La",Navarrete,42.439181295928066,-2.5767567790909545,0.0,i-DE,66.0,Congested,True
4188,"Rioja, La",Calahorra,42.28020732780785,-1.9311658376117191,0.0,i-DE,66.0,Congested,True
4190,Navarra,Olite/Erriberri,42.48744638381327,-1.644627703231144,1.0,i-DE,66.0,Moderate,True
4191,Valencia/València,Tuéjar,39.77604982194019,-1.0569181892301651,0.0,i-DE,66.0,Congested,True
4192,Soria,Golmayo,41.7543610396909,-2.5654416299804437,0.0,i-DE,45.0,Congested,True
4193,"Rioja, La",Cirueña,42.41550143165759,-2.8962218761566745,0.0,i-DE,66.0,Congested,True
4195,Guadalajara,Yunquera de Henares,40.77864319047389,-3.179462993709802,0.0,i-DE,66.0,Congested,True
4196,Madrid,Colmenar Viejo,40.65347302808941,-3.789437722251543,0.0,i-DE,66.0,Congested,True
4197,Navarra,Cárcar,42.40311193306429,-1.9707929832664783,0.0,i-DE,66.0,Congested,True
4198,Toledo,Ajofrín,39.74400859816956,-3.978053486970151,0.0,i-DE,45.0,Congested,True
4199,Burgos,Aranda de Duero,41.660920846912944,-3.7162992870948446,0.0,i-DE,45.0,Congested,True
4201,Murcia,Lorca,37.71477440800851,-1.7166292446447964,0.0,i-DE,66.0,Congested,True
4202,Albacete,Chinchilla de Monte-Aragón,38.947061361103096,-1.7669490199389115,0.0,i-DE,66.0,Congested,True
4203,Cuenca,Osa de la Vega,39.662768108406816,-2.802516984086717,0.0,i-DE,66.0,Congested,True
4204,Burgos,Buniel,42.318386544608515,-3.817072563035557,0.0,i-DE,45.0,Congested,True
4211,Ávila,Ávila,40.63678071836103,-4.694626256598832,0.0,i-DE,45.0,Congested,True
4213,Valladolid,Valladolid,41.628180250564526,-4.711067460901167,0.0,i-DE,45.0,Congested,True
4215,Navarra,Esteribar,42.83812367882173,-1.592367743614747,0.0,i-DE,66.0,Congested,True
4218,Badajoz,La Coronada,38.919899153721026,-5.684885957670881,0.0,i-DE,45.0,Congested,True
4221,Badajoz,Casas de Don Pedro,39.117814170291965,-5.336590970809921,0.0,i-DE,45.0,Congested,True
4223,"Rioja, La",Alfaro,42.21839461513749,-1.8297925450172037,0.0,i-DE,66.0,Congested,True
4226,Madrid,Madrid,40.38708500853355,-3.761312635051712,0.0,i-DE,45.0,Congested,True
4227,Madrid,Madrid,40.33895813863216,-3.701520938876705,0.0,i-DE,45.0,Congested,True
4228,Madrid,Madrid,40.35890098919462,-3.69960550100104,0.0,i-DE,45.0,Congested,True
4230,Navarra,Lumbier,42.643433745544726,-1.3419118441096438,0.0,i-DE,66.0,Congested,True
4231,"Rioja, La",Logroño,42.43750204370952,-2.4675378271925927,0.0,i-DE,66.0,Congested,True
4232,Navarra,Marcilla,42.31136757317621,-1.723166195820209,1.0,i-DE,66.0,Moderate,True
4233,Valladolid,Tordesillas,41.519249732647104,-5.013784101510909,0.0,i-DE,45.0,Congested,True
4235,León,Puebla de Lillo,43.0647468352435,-5.367411574678993,0.0,i-DE,45.0,Congested,True
4236,"Rioja, La",Logroño,42.48262693799051,-2.4255669943960716,0.0,i-DE,66.0,Congested,True
4237,Zamora,Villabrázaro,42.05776644311687,-5.689073474213373,0.0,i-DE,45.0,Congested,True
4239,Gipuzkoa,Irun,43.33136537974431,-1.7923000574426704,0.0,i-DE,30.0,Congested,True
4243,Albacete,Alpera,38.9399363389747,-1.252377754598825,0.0,i-DE,66.0,Congested,True
4244,Madrid,Valdemoro,40.181035294130666,-3.7053662354754415,0.0,i-DE,45.0,Congested,True
4246,Bizkaia,Aulesti,43.295214651525335,-2.5711023647732887,0.0,i-DE,30.0,Congested,True
4249,Toledo,Gálvez,39.68969132539017,-4.269483005773381,0.0,i-DE,45.0,Congested,True
4251,Cáceres,Cáceres,39.478720805071504,-6.344469913271733,0.0,i-DE,45.0,Congested,True
4252,Valencia/València,Manises,39.51866319025325,-0.5063969330396534,0.0,i-DE,66.0,Congested,True
4255,Murcia,Cartagena,37.578438178742786,-0.9237384596089868,0.0,i-DE,66.0,Congested,True
4256,Soria,Soria,41.76080415179053,-2.4196778058149766,0.0,i-DE,45.0,Congested,True
4259,Navarra,Cortes,41.92854077178694,-1.459973058173711,21.0,i-DE,66.0,Sufficient,False
4262,Albacete,Almansa,38.86713087492359,-1.1194082591133516,0.0,i-DE,66.0,Congested,True
4268,Palencia,Magaz de Pisuerga,41.97925575049702,-4.4604147935701866,0.0,i-DE,45.0,Congested,True
4273,Bizkaia,Ispaster,43.368251437431745,-2.5148971043865576,0.0,i-DE,30.0,Congested,True
4276,Burgos,Villarcayo de Merindad de Castilla la Vieja,42.92075654066053,-3.575321604582111,0.0,i-DE,45.0,Congested,True
4279,Murcia,Cartagena,37.585647346557096,-0.9144334314872736,0.0,i-DE,66.0,Congested,True
4291,Navarra,Corella,42.10696187056116,-1.7707694152475215,23.0,i-DE,66.0,Sufficient,False
4298,Gipuzkoa,Andoain,43.22441383426656,-2.019886530602742,0.0,i-DE,30.0,Congested,True
4304,Castellón/Castelló,Moncofa,39.792120573417854,-0.1734803835022036,0.0,i-DE,66.0,Congested,True
4423,Soria,Garray,41.82285524343279,-2.497232646093212,0.0,i-DE,45.0,Congested,True
4446,Madrid,Algete,40.59266347805987,-3.5511453560004917,0.0,i-DE,66.0,Congested,True
4457,Madrid,Alcobendas,40.53413699218061,-3.6617615612681407,0.0,i-DE,66.0,Congested,True
4494,Guadalajara,Fontanar,40.74115136778845,-3.18496306941821,0.0,i-DE,66.0,Congested,True
4495,"Rioja, La",Cervera del Río Alhama,42.05174624637952,-1.923200716681679,21.0,i-DE,66.0,Sufficient,False
4496,Valladolid,Arroyo de la Encomienda,41.6109252818869,-4.809824535898795,0.0,i-DE,45.0,Congested,True
4498,Valencia/València,Buñol,39.44015997398254,-0.7739912891685541,0.0,i-DE,66.0,Congested,True
4500,Madrid,Arroyomolinos,40.30207078485058,-3.9183418998403905,0.0,i-DE,45.0,Congested,True
4501,Bizkaia,Bedia,43.20731224022462,-2.7986474534162156,0.0,i-DE,30.0,Congested,True
4502,Bizkaia,Amorebieta-Etxano,43.210838654188535,-2.7253866762978274,0.0,i-DE,30.0,Congested,True
4503,Bizkaia,Igorre,43.16542053142742,-2.7710673372044083,0.0,i-DE,30.0,Congested,True
4504,Bizkaia,Iurreta,43.17854515543525,-2.6341360747924027,0.0,i-DE,30.0,Congested,True
4505,Bizkaia,Ermua,43.186376821984595,-2.4998776756300005,0.0,i-DE,30.0,Congested,True
4506,Bizkaia,Elorrio,43.12466200325166,-2.54504511002474,0.0,i-DE,30.0,Congested,True
4507,Bizkaia,Durango,43.16020201816812,-2.627322824234798,0.0,i-DE,30.0,Congested,True
4508,Bizkaia,Berriz,43.170309180090506,-2.5682011304388226,0.0,i-DE,30.0,Congested,True
4509,Bizkaia,Ondarroa,43.32010955422898,-2.4458922878983893,0.0,i-DE,30.0,Congested,True
4510,Bizkaia,Markina-Xemein,43.27600724867877,-2.496958890462778,0.0,i-DE,30.0,Congested,True
4512,Navarra,Biurrun-Olcoz,42.69076054650503,-1.6533902453595497,1.0,i-DE,66.0,Moderate,True
4513,Bizkaia,Ermua,43.18491013315587,-2.518238689081676,0.0,i-DE,30.0,Congested,True
4514,Bizkaia,Barakaldo,43.29055404140268,-2.9865183626268945,0.0,i-DE,30.0,Congested,True
4516,Bizkaia,Barakaldo,43.26812172102113,-2.976126484481699,0.0,i-DE,30.0,Congested,True
4518,Bizkaia,Güeñes,43.20497282641531,-3.093327264885044,0.0,i-DE,30.0,Congested,True
4519,Bizkaia,Balmaseda,43.18501984874821,-3.2030154752708175,0.0,i-DE,30.0,Congested,True
4520,Araba/Álava,Artziniega,43.12591315075022,-3.1215479148452157,0.0,i-DE,30.0,Congested,True
4521,Bizkaia,Gordexola,43.18887883509245,-3.057159123194637,0.0,i-DE,30.0,Congested,True
4522,Bizkaia,Artzentales,43.24264993695517,-3.2546529801816284,0.0,i-DE,30.0,Congested,True
4523,Bizkaia,Sopuerta,43.269788854463414,-3.1511400957026514,0.0,i-DE,30.0,Congested,True
4525,Bizkaia,Karrantza Harana/Valle de Carranza,43.24009887261702,-3.349929430921867,0.0,i-DE,30.0,Congested,True
4526,Bizkaia,Bilbao,43.25687238540498,-2.9533555210957543,0.0,i-DE,30.0,Congested,True
4527,Bizkaia,Galdakao,43.25373912814579,-2.862209659953115,0.0,i-DE,30.0,Congested,True
4528,Bizkaia,Galdakao,43.2354391041442,-2.849814420235116,0.0,i-DE,30.0,Congested,True
4529,Bizkaia,Basauri,43.2169019444144,-2.887435413963497,0.0,i-DE,30.0,Congested,True
4530,Bizkaia,Ugao-Miraballes,43.17953425813312,-2.908766133106943,0.0,i-DE,30.0,Congested,True
4532,Bizkaia,Basauri,43.23996295627773,-2.8773714392576473,0.0,i-DE,30.0,Congested,True
4534,Bizkaia,Basauri,43.232396989833816,-2.883218976071998,0.0,i-DE,30.0,Congested,True
4536,Bizkaia,Urduña/Orduña,42.989750055234744,-3.0196189841611454,0.0,i-DE,30.0,Congested,True
4537,Araba/Álava,Amurrio,43.05593756059029,-3.0045913472585495,0.0,i-DE,30.0,Congested,True
4538,Bizkaia,Berango,43.36124402384168,-2.9987302237828044,0.0,i-DE,30.0,Congested,True
4539,Bizkaia,Sopela,43.378861465218854,-2.9733187384859763,0.0,i-DE,30.0,Congested,True
4540,Bizkaia,Gorliz,43.40467181522352,-2.9373434986393736,0.0,i-DE,30.0,Congested,True
4541,Bizkaia,Leioa,43.32573291154381,-3.006560800147278,0.0,i-DE,30.0,Congested,True
4542,Bizkaia,Lemoiz,43.42931086844106,-2.879095649441318,0.0,i-DE,30.0,Congested,True
4543,Bizkaia,Leioa,43.33061804655182,-2.9749023812974813,0.0,i-DE,30.0,Congested,True
4544,Bizkaia,Derio,43.287805990784555,-2.8846352408447924,0.0,i-DE,30.0,Congested,True
4546,Bizkaia,Bakio,43.40825389595106,-2.8138077488887547,0.0,i-DE,30.0,Congested,True
4547,Bizkaia,Mungia,43.35871600258838,-2.829826109332535,0.0,i-DE,30.0,Congested,True
4548,Bizkaia,Bermeo,43.41438636991074,-2.729365241985714,0.0,i-DE,30.0,Congested,True
4549,Bizkaia,Ajangiz,43.31716267185955,-2.668853359608406,0.0,i-DE,30.0,Congested,True
4550,Bizkaia,Lezama,43.26545970712198,-2.820017801965788,0.0,i-DE,30.0,Congested,True
4552,Bizkaia,Bilbao,43.27340796545746,-2.9638337018830327,0.0,i-DE,30.0,Congested,True
4553,Bizkaia,Barakaldo,43.30213396224247,-2.9981439301930575,0.0,i-DE,30.0,Congested,True
4554,Bizkaia,Sestao,43.31218914195402,-3.0123079162752178,0.0,i-DE,30.0,Congested,True
4555,Bizkaia,Muskiz,43.32772666277332,-3.1205314028639863,0.0,i-DE,30.0,Congested,True
4556,Bizkaia,Abanto y Ciérvana-Abanto Zierbena,43.31536137354393,-3.0805011320702222,0.0,i-DE,30.0,Congested,True
4557,Bizkaia,Santurtzi,43.32875144593048,-3.039254441054734,0.0,i-DE,30.0,Congested,True
4558,Bizkaia,Santurtzi,43.33853239261721,-3.0546553481486343,0.0,i-DE,30.0,Congested,True
4559,Cantabria,Castro-Urdiales,43.366756941891595,-3.2139268106638332,0.0,i-DE,30.0,Congested,True
4560,Cantabria,Castro-Urdiales,43.35534978282376,-3.1758639592824283,0.0,i-DE,30.0,Congested,True
4561,Cantabria,Guriezo,43.33089153622313,-3.311814951889887,0.0,i-DE,30.0,Congested,True
4562,Cantabria,Castro-Urdiales,43.37336428695133,-3.2203779764432854,0.0,i-DE,30.0,Congested,True
4563,Gipuzkoa,Donostia/San Sebastián,43.301527916621055,-2.0246648835184455,0.0,i-DE,30.0,Congested,True
4565,Gipuzkoa,Villabona,43.181732285492565,-2.049208815544144,0.0,i-DE,30.0,Congested,True
4566,Gipuzkoa,Hernani,43.27093932121455,-1.9637594086865853,0.0,i-DE,30.0,Congested,True
4567,Gipuzkoa,Lasarte-Oria,43.27287849262087,-2.009595054485315,0.0,i-DE,30.0,Congested,True
4568,Gipuzkoa,Usurbil,43.27149776365939,-2.03919811951466,0.0,i-DE,30.0,Congested,True
4569,Gipuzkoa,Aia,43.273082845450375,-2.1273562741591574,0.0,i-DE,30.0,Congested,True
4570,Gipuzkoa,Zarautz,43.27324896107741,-2.1692671678198936,0.0,i-DE,30.0,Congested,True
4572,Gipuzkoa,Zestoa,43.23931994327149,-2.261110878121903,0.0,i-DE,30.0,Congested,True
4573,Gipuzkoa,Azpeitia,43.17852664150536,-2.282299710363215,0.0,i-DE,30.0,Congested,True
4574,Gipuzkoa,Azpeitia,43.17093508493011,-2.255599165180602,0.0,i-DE,30.0,Congested,True
4575,Gipuzkoa,Mendaro,43.25587426446099,-2.3903300302200385,0.0,i-DE,30.0,Congested,True
4576,Gipuzkoa,Elgoibar,43.22626610469849,-2.404534715461677,0.0,i-DE,30.0,Congested,True
4577,Gipuzkoa,Eibar,43.18844378710622,-2.4684940564174287,0.0,i-DE,30.0,Congested,True
4578,Gipuzkoa,Eibar,43.182117093026115,-2.481114580160672,0.0,i-DE,30.0,Congested,True
4579,Gipuzkoa,Soraluze-Placencia de las Armas,43.18201598331736,-2.4259587442281467,0.0,i-DE,30.0,Congested,True
4580,Gipuzkoa,Mutriku,43.30304723881589,-2.3880463422885048,0.0,i-DE,30.0,Congested,True
4581,Gipuzkoa,Deba,43.2907883364099,-2.3640480739968748,0.0,i-DE,30.0,Congested,True
4582,Gipuzkoa,Bidania-Goiatz,43.13922016704709,-2.1569934721302615,0.0,i-DE,30.0,Congested,True
4583,Gipuzkoa,Tolosa,43.12749834063264,-2.074384444611596,0.0,i-DE,30.0,Congested,True
4585,Gipuzkoa,Lazkao,43.03559020842411,-2.1897268986874976,0.0,i-DE,30.0,Congested,True
4587,Gipuzkoa,Legazpi,43.04238446101497,-2.3366439416159728,0.0,i-DE,30.0,Congested,True
4588,Gipuzkoa,Urretxu,43.09232586957641,-2.319263968846208,0.0,i-DE,30.0,Congested,True
4589,Gipuzkoa,Segura,43.00599277682438,-2.2628038731824502,0.0,i-DE,30.0,Congested,True
4590,Gipuzkoa,Alegia,43.09705070066118,-2.096578632020538,0.0,i-DE,30.0,Congested,True
4592,Gipuzkoa,Bergara,43.11100162955935,-2.4163243973712167,0.0,i-DE,30.0,Congested,True
4593,Gipuzkoa,Arrasate/Mondragón,43.06182123432004,-2.499205716875788,0.0,i-DE,30.0,Congested,True
4594,Gipuzkoa,Elgeta,43.13460982564078,-2.488770718645763,0.0,i-DE,30.0,Congested,True
4595,Gipuzkoa,Eskoriatza,43.02387386962766,-2.516148683967361,0.0,i-DE,30.0,Congested,True
4596,Gipuzkoa,Oñati,43.03217022535582,-2.417589515057829,0.0,i-DE,30.0,Congested,True
4597,Navarra,Leitza,43.0892549578289,-1.9219922502381648,0.0,i-DE,30.0,Congested,True
4598,Gipuzkoa,Ezkio-Itsaso,43.08478867760946,-2.2960862186003963,0.0,i-DE,30.0,Congested,True
4599,Navarra,Aoiz/Agoitz,42.782752253625766,-1.3812492681722688,0.0,i-DE,66.0,Congested,True
4600,Gipuzkoa,Lezo,43.32057083639383,-1.8926394191994609,0.0,i-DE,30.0,Congested,True
4601,Gipuzkoa,Oiartzun,43.30390185353216,-1.8787719019697864,0.0,i-DE,30.0,Congested,True
4602,Gipuzkoa,Errenteria,43.308501230542554,-1.9048423147422109,0.0,i-DE,30.0,Congested,True
4603,Gipuzkoa,Donostia/San Sebastián,43.32406818719363,-1.941518543198694,0.0,i-DE,30.0,Congested,True
4604,Gipuzkoa,Donostia/San Sebastián,43.316241534339014,-1.9279386458166452,0.0,i-DE,30.0,Congested,True
4607,Gipuzkoa,Hondarribia,43.36107457905932,-1.7986417477542438,0.0,i-DE,30.0,Congested,True
4608,Navarra,Lesaka,43.27639074731258,-1.7057447306749822,0.0,i-DE,30.0,Congested,True
4609,Navarra,Lesaka,43.24409197342184,-1.7009703920415808,0.0,i-DE,30.0,Congested,True
4610,Navarra,Igantzi,43.229112150746296,-1.675914143762996,0.0,i-DE,30.0,Congested,True
4611,Navarra,Bertizarana,43.13091486370073,-1.6364309005714677,0.0,i-DE,30.0,Congested,True
4612,Navarra,Saldías,43.09438379170896,-1.787098594807542,0.0,i-DE,30.0,Congested,True
4613,Navarra,Oiz,43.1076133622876,-1.6861695809049584,0.0,i-DE,30.0,Congested,True
4614,Navarra,Baztan,43.14843135757255,-1.5237714461951146,0.0,i-DE,30.0,Congested,True
4615,Gipuzkoa,Donostia/San Sebastián,43.315986160714,-1.9729049305183075,0.0,i-DE,30.0,Congested,True
4616,Navarra,Villafranca,42.28843447210839,-1.7390298663913104,1.0,i-DE,66.0,Moderate,True
4617,"Rioja, La",Logroño,42.47472927402679,-2.414598595705405,0.0,i-DE,66.0,Congested,True
4618,"Rioja, La",Logroño,42.45691720951917,-2.4135300700726536,0.0,i-DE,66.0,Congested,True
4619,"Rioja, La",Logroño,42.45687753413057,-2.442271372238135,0.0,i-DE,66.0,Congested,True
4620,"Rioja, La",Logroño,42.49178104307127,-2.4423932806668605,0.0,i-DE,66.0,Congested,True
4621,"Rioja, La",Haro,42.58148787460932,-2.8558388141806557,0.0,i-DE,66.0,Congested,True
4622,"Rioja, La",Santo Domingo de la Calzada,42.44659206678474,-2.9499107200139703,0.0,i-DE,66.0,Congested,True
4623,"Rioja, La",Nájera,42.42491378090011,-2.7212555617243783,0.0,i-DE,66.0,Congested,True
4624,"Rioja, La",Baños de Río Tobía,42.33935278702413,-2.7624253371907233,0.0,i-DE,66.0,Congested,True
4625,Navarra,Viana,42.507245573442624,-2.367573030752263,0.0,i-DE,66.0,Congested,True
4626,"Rioja, La",Cenicero,42.48335765360867,-2.6305734282549538,0.0,i-DE,66.0,Congested,True
4627,"Rioja, La",Viguera,42.29578091529158,-2.562879381430843,0.0,i-DE,66.0,Congested,True
4628,"Rioja, La",Rincón de Soto,42.22921453348902,-1.8590617097946545,0.0,i-DE,66.0,Congested,True
4629,"Rioja, La",Calahorra,42.303091813791994,-1.978394649625553,0.0,i-DE,66.0,Congested,True
4630,"Rioja, La",Arnedo,42.22889588571387,-2.090786338490313,0.0,i-DE,66.0,Congested,True
4631,"Rioja, La",Calahorra,42.3218130562083,-1.9607178637851408,0.0,i-DE,66.0,Congested,True
4632,Navarra,Lodosa,42.426878253211065,-2.0891789819371622,0.0,i-DE,66.0,Congested,True
4633,Navarra,Caparroso,42.342344120282775,-1.6433960779975625,1.0,i-DE,66.0,Moderate,True
4634,Navarra,Carcastillo,42.37122782535624,-1.4427035688443697,1.0,i-DE,66.0,Moderate,True
4635,Navarra,Peralta/Azkoien,42.34200109255118,-1.8105746209763227,1.0,i-DE,66.0,Moderate,True
4636,Navarra,Marcilla,42.33280729948177,-1.7241873876551066,1.0,i-DE,66.0,Moderate,True
4637,"Rioja, La",Alfaro,42.17617423226986,-1.7623678156654166,0.0,i-DE,66.0,Congested,True
4638,Navarra,Cascante,41.99028355976711,-1.6766822558794767,0.0,i-DE,66.0,Congested,True
4639,Navarra,Corella,42.10858022710448,-1.769662281233389,23.0,i-DE,66.0,Sufficient,False
4640,Navarra,Cortes,41.916830694752655,-1.440895402320041,20.0,i-DE,66.0,Sufficient,False
4642,Navarra,Ribaforada,41.98045356383045,-1.521454042057434,12.0,i-DE,66.0,Sufficient,False
4644,Navarra,Tudela,42.05766538171026,-1.6064959269139885,14.4,i-DE,66.0,Sufficient,False
4645,Navarra,Valtierra,42.207752301709114,-1.6613270301790288,0.0,i-DE,66.0,Congested,True
4646,Navarra,Tudela,42.05537394734177,-1.5927904355763822,23.0,i-DE,66.0,Sufficient,False
4650,Araba/Álava,Vitoria-Gasteiz,42.87005669551411,-2.6585650321520795,0.0,i-DE,30.0,Congested,True
4652,Araba/Álava,Agurain/Salvatierra,42.844907259101326,-2.3937585891140527,0.0,i-DE,30.0,Congested,True
4653,Araba/Álava,Iruña Oka/Iruña de Oca,42.817193853961435,-2.787933851849251,0.0,i-DE,30.0,Congested,True
4654,Araba/Álava,Vitoria-Gasteiz,42.82502975080738,-2.6652475962061097,0.0,i-DE,30.0,Congested,True
4655,Araba/Álava,Asparrena,42.87477854813122,-2.313055241713344,0.0,i-DE,30.0,Congested,True
4656,Araba/Álava,Legutio,42.973537913953045,-2.640511250080925,0.0,i-DE,30.0,Congested,True
4657,Araba/Álava,Campezo/Kanpezu,42.67538650492246,-2.38985057378744,0.0,i-DE,30.0,Congested,True
4658,Araba/Álava,Vitoria-Gasteiz,42.84783268969633,-2.656362135081227,0.0,i-DE,30.0,Congested,True
4659,Bizkaia,Otxandio,43.04154748887604,-2.6591637225274387,0.0,i-DE,30.0,Congested,True
4660,Araba/Álava,Zuia,42.96020153321939,-2.874954623431686,0.0,i-DE,30.0,Congested,True
4661,Navarra,Eratsun,43.072482861053786,-1.7906412089719397,0.0,i-DE,30.0,Congested,True
4662,Navarra,Pamplona/Iruña,42.81736152340555,-1.6366594727180803,0.0,i-DE,66.0,Congested,True
4663,Navarra,Pamplona/Iruña,42.808564744361085,-1.6877171058721374,0.0,i-DE,66.0,Congested,True
4664,Navarra,Pamplona/Iruña,42.82679555730409,-1.6733607669256516,0.0,i-DE,66.0,Congested,True
4665,Navarra,Pamplona/Iruña,42.83744457951186,-1.6254438621623604,0.0,i-DE,66.0,Congested,True
4666,Navarra,Pamplona/Iruña,42.797029338145755,-1.6522691428322829,0.0,i-DE,66.0,Congested,True
4667,Navarra,Galar,42.76388630928811,-1.6596291091458415,0.0,i-DE,66.0,Congested,True
4668,Navarra,Irurtzun,42.91360531289354,-1.8283325324674895,0.0,i-DE,66.0,Congested,True
4669,Navarra,Monreal/Elo,42.70594938114789,-1.5033822759144293,0.0,i-DE,66.0,Congested,True
4670,Navarra,Lekunberri,43.003034260546315,-1.910493827189219,0.0,i-DE,66.0,Congested,True
4672,Navarra,Esteribar,42.92396014444352,-1.506007181463337,0.0,i-DE,66.0,Congested,True
4673,Navarra,Ultzama,42.983278036855445,-1.678435437708923,0.0,i-DE,66.0,Congested,True
4675,Navarra,Sangüesa/Zangoza,42.579750395056,-1.2738166555721822,15.41,i-DE,66.0,Sufficient,False
4676,Navarra,Navascués/Nabaskoze,42.75946962467669,-1.1009479148076649,0.0,i-DE,66.0,Congested,True
4677,Navarra,Tafalla,42.527636708460314,-1.6844733490179211,1.0,i-DE,66.0,Moderate,True
4678,Navarra,Mendigorria,42.6250457079354,-1.8362687133915696,1.0,i-DE,66.0,Moderate,True
4679,Navarra,Guesálaz/Gesalatz,42.70435492808548,-1.9417063910774093,0.0,i-DE,66.0,Congested,True
4680,Navarra,Estella-Lizarra,42.66888132673682,-2.0275530415477467,1.0,i-DE,66.0,Moderate,True
4681,Navarra,Murieta,42.65719805547293,-2.1415035239264344,0.0,i-DE,66.0,Congested,True
4683,León,León,42.58898392183126,-5.534045210158127,0.0,i-DE,45.0,Congested,True
4684,León,Villamanín,42.99186154841063,-5.751971718730264,0.0,i-DE,45.0,Congested,True
4685,León,Boñar,42.866461682843045,-5.314823778196529,0.0,i-DE,45.0,Congested,True
4686,León,León,42.596353200751125,-5.578869739854205,0.0,i-DE,45.0,Congested,True
4687,León,Onzonilla,42.53717731212574,-5.57933791707175,0.0,i-DE,45.0,Congested,True
4688,León,Sahagún,42.36743958934737,-5.035085913267388,0.0,i-DE,45.0,Congested,True
4689,León,Crémenes,42.93142747443533,-5.112531691035236,2.4,i-DE,45.0,Moderate,True
4690,León,Santas Martas,42.43699463612926,-5.369800468403451,0.0,i-DE,45.0,Congested,True
4691,León,La Pola de Gordón,42.90305928894785,-5.644840378527473,0.0,i-DE,45.0,Congested,True
4692,León,La Robla,42.80163796999539,-5.612276271571157,0.0,i-DE,45.0,Congested,True
4693,León,Villamanín,42.940441348738155,-5.660881688690433,0.0,i-DE,45.0,Congested,True
4694,León,Villamañán,42.318011181851034,-5.579305933715616,0.0,i-DE,45.0,Congested,True
4695,León,Santa Colomba de Curueño,42.72318852199953,-5.366615577058292,0.0,i-DE,45.0,Congested,True
4696,León,Valderrueda,42.787388214129486,-4.977635087778721,2.4,i-DE,45.0,Moderate,True
4699,León,Valencia de Don Juan,42.277019708042445,-5.516347783156377,0.0,i-DE,45.0,Congested,True
4700,León,León,42.573693317366654,-5.544945839703918,0.0,i-DE,45.0,Congested,True
4701,León,León,42.61296267502907,-5.591629337397792,0.0,i-DE,132.0,Congested,True
4703,Palencia,Guardo,42.786550063491674,-4.862556439290115,2.4,i-DE,45.0,Moderate,True
4704,Palencia,Saldaña,42.522128020302105,-4.733382631447824,2.4,i-DE,45.0,Moderate,True
4705,Palencia,Santibáñez de la Peña,42.80385623372631,-4.73825377055003,2.4,i-DE,45.0,Moderate,True
4706,Zamora,Santibáñez de Tera,42.00532523903497,-5.913096681499398,0.0,i-DE,45.0,Congested,True
4707,Zamora,Villalpando,41.874924424573905,-5.444375204539425,0.0,i-DE,45.0,Congested,True
4709,Navarra,Valle de Yerri/Deierri,42.6682777002785,-1.9559630794556269,1.0,i-DE,66.0,Moderate,True
4710,Navarra,Huarte/Uharte,42.83739432484857,-1.6020533398688133,0.0,i-DE,66.0,Congested,True
4711,Navarra,Lumbier,42.63262157431044,-1.3242069740131552,0.0,i-DE,66.0,Congested,True
4712,"Rioja, La",Agoncillo,42.43950520046079,-2.2874586142670843,0.0,i-DE,66.0,Congested,True
4713,León,Cistierna,42.79601274319166,-5.127107046025929,2.4,i-DE,45.0,Moderate,True
4714,León,Boca de Huérgano,42.9729865788713,-4.928536389487495,2.4,i-DE,45.0,Moderate,True
4715,Valladolid,Valladolid,41.61671118510478,-4.752932076616701,0.0,i-DE,45.0,Congested,True
4716,Valladolid,Valladolid,41.6372907872096,-4.709625992121184,0.0,i-DE,45.0,Congested,True
4717,Valladolid,Valladolid,41.62861869582843,-4.72749443772762,0.0,i-DE,45.0,Congested,True
4718,Valladolid,Valladolid,41.68117081829236,-4.713863842221332,0.0,i-DE,45.0,Congested,True
4719,Valladolid,Valladolid,41.65009496653309,-4.693870132597947,0.0,i-DE,45.0,Congested,True
4720,Valladolid,Valladolid,41.63096915102955,-4.72118110376652,0.0,i-DE,45.0,Congested,True
4721,Valladolid,Valladolid,41.67146104083385,-4.703284517122224,0.0,i-DE,45.0,Congested,True
4722,Valladolid,Valladolid,41.632998011265165,-4.710011670077249,0.0,i-DE,45.0,Congested,True
4723,Valladolid,Valladolid,41.619156921602645,-4.734251972354743,0.0,i-DE,45.0,Congested,True
4724,Valladolid,Valladolid,41.6565528229085,-4.70428109798875,0.0,i-DE,45.0,Congested,True
4725,Palencia,Palencia,42.000948751697464,-4.507353368017431,0.0,i-DE,45.0,Congested,True
4726,Palencia,Palencia,42.02641792181169,-4.552133494307532,0.0,i-DE,45.0,Congested,True
4727,Valladolid,Medina de Rioseco,41.87876564430963,-5.040544054438677,0.0,i-DE,45.0,Congested,True
4728,Valladolid,La Mudarra,41.789358580600016,-4.94297139472954,0.0,i-DE,45.0,Congested,True
4729,Valladolid,Simancas,41.5604076298788,-4.851509086170161,0.0,i-DE,45.0,Congested,True
4730,Valladolid,Cabezón de Pisuerga,41.74213274034623,-4.662711954068595,0.0,i-DE,45.0,Congested,True
4731,Valladolid,Tudela de Duero,41.58180230536546,-4.570888562350079,0.0,i-DE,45.0,Congested,True
4732,Valladolid,Villalón de Campos,42.09908475965068,-5.041555446847535,0.0,i-DE,45.0,Congested,True
4733,Valladolid,Boecillo,41.54113027864287,-4.6845141524751845,0.0,i-DE,45.0,Congested,True
